date,자동차다이렉트
2020-08-20,85.61507
2020-08-21,76.88492
2020-08-22,36.0119
2020-08-23,43.25396
2020-08-24,92.85714
2020-08-25,86.21031
2020-08-26,87.5992
2020-08-27,83.63095
2020-08-28,76.6865
2020-08-29,39.1865
2020-08-30,40.87301
2020-08-31,82.9365
2020-09-01,79.26587
2020-09-02,77.67857
2020-09-03,72.22222
2020-09-04,62.79761
2020-09-05,37.79761
2020-09-06,39.98015
2020-09-07,89.1865
2020-09-08,67.16269
2020-09-09,68.94841
2020-09-10,69.94047
2020-09-11,59.72222
2020-09-12,32.24206
2020-09-13,37.89682
2020-09-14,79.56349
2020-09-15,74.90079
2020-09-16,67.36111
2020-09-17,69.04761
2020-09-18,64.78174
2020-09-19,29.36507
2020-09-20,34.62301
2020-09-21,90.7738
2020-09-22,72.42063
2020-09-23,65.7738
2020-09-24,58.33333
2020-09-25,61.50793
2020-09-26,31.25
2020-09-27,31.74603
2020-09-28,85.71428
2020-09-29,61.90476
2020-09-30,27.87698
2020-10-01,27.18253
2020-10-02,23.01587
2020-10-03,27.28174
2020-10-04,32.44047
2020-10-05,88.39285
2020-10-06,81.44841
2020-10-07,81.54761
2020-10-08,68.94841
2020-10-09,35.81349
2020-10-10,34.32539
2020-10-11,39.78174
2020-10-12,100.0
2020-10-13,77.57936
2020-10-14,75.69444
2020-10-15,69.54365
2020-10-16,64.28571
2020-10-17,33.82936
2020-10-18,38.78968
2020-10-19,83.03571
2020-10-20,74.90079
2020-10-21,77.18253
2020-10-22,72.71825
2020-10-23,66.17063
2020-10-24,38.19444
2020-10-25,42.95634
2020-10-26,95.3373
2020-10-27,66.86507
2020-10-28,70.93253
2020-10-29,65.27777
2020-10-30,66.86507
2020-10-31,30.85317
2020-11-01,38.39285
2020-11-02,83.33333
2020-11-03,76.19047
2020-11-04,77.18253
2020-11-05,75.0
2020-11-06,67.06349
2020-11-07,37.00396
2020-11-08,37.5992
2020-11-09,83.13492
2020-11-10,73.01587
2020-11-11,66.26984
2020-11-12,71.72619
2020-11-13,64.88095
2020-11-14,38.98809
2020-11-15,40.7738
2020-11-16,82.63888
2020-11-17,74.30555
2020-11-18,75.99206
2020-11-19,74.50396
2020-11-20,62.5992
2020-11-21,43.55158
2020-11-22,42.2619
2020-11-23,81.25
2020-11-24,78.37301
2020-11-25,82.14285
2020-11-26,71.03174
2020-11-27,64.58333
2020-11-28,37.69841
2020-11-29,44.14682
2020-11-30,74.80158
2020-12-01,83.23412
2020-12-02,68.94841
2020-12-03,77.18253
2020-12-04,70.83333
2020-12-05,42.46031
2020-12-06,43.15476
2020-12-07,86.90476
2020-12-08,86.90476
2020-12-09,78.47222
2020-12-10,81.44841
2020-12-11,76.28968
2020-12-12,45.03968
2020-12-13,47.42063
2020-12-14,91.26984
2020-12-15,89.68253
2020-12-16,77.28174
2020-12-17,73.61111
2020-12-18,68.75
2020-12-19,42.16269
2020-12-20,40.27777
2020-12-21,85.01984
2020-12-22,78.1746
2020-12-23,70.4365
2020-12-24,63.98809
2020-12-25,32.04365
2020-12-26,39.58333
2020-12-27,41.36904
2020-12-28,92.55952
2020-12-29,77.87698
2020-12-30,62.5992
2020-12-31,57.34126
2021-01-01,32.9365
2021-01-02,41.56746
2021-01-03,44.24603
2021-01-04,98.5119
2021-01-05,81.54761
2021-01-06,72.51984
2021-01-07,62.69841
2021-01-08,59.72222
2021-01-09,40.87301
2021-01-10,42.95634
2021-01-11,85.81349
2021-01-12,77.18253
2021-01-13,64.88095
2021-01-14,70.63492
2021-01-15,58.33333
2021-01-16,40.97222
2021-01-17,42.55952
2021-01-18,85.41666
2021-01-19,64.78174
2021-01-20,62.00396
2021-01-21,60.31746
2021-01-22,60.61507
2021-01-23,34.12698
2021-01-24,34.72222
2021-01-25,71.82539
2021-01-26,68.05555
2021-01-27,58.53174
2021-01-28,57.53968
2021-01-29,60.61507
2021-01-30,31.74603
2021-01-31,36.90476
2021-02-01,81.3492
2021-02-02,60.51587
2021-02-03,62.40079
2021-02-04,56.44841
2021-02-05,60.61507
2021-02-06,33.53174
2021-02-07,37.00396
2021-02-08,68.45238
2021-02-09,53.76984
2021-02-10,56.74603
2021-02-11,26.78571
2021-02-12,26.98412
2021-02-13,30.75396
2021-02-14,36.50793
2021-02-15,90.37698
2021-02-16,76.5873
2021-02-17,77.48015
2021-02-18,63.19444
2021-02-19,59.4246
2021-02-20,34.62301
2021-02-21,35.61507
2021-02-22,80.95238
2021-02-23,69.44444
2021-02-24,64.98015
2021-02-25,58.13492
2021-02-26,54.36507
2021-02-27,33.82936
2021-02-28,32.8373
2021-03-01,43.75
2021-03-02,85.91269
2021-03-03,66.17063
2021-03-04,67.36111
2021-03-05,57.8373
2021-03-06,34.32539
2021-03-07,38.09523
2021-03-08,77.38095
2021-03-09,66.76587
2021-03-10,65.27777
2021-03-11,64.1865
2021-03-12,57.63888
2021-03-13,33.03571
2021-03-14,41.96428
2021-03-15,77.28174
2021-03-16,64.48412
2021-03-17,57.24206
2021-03-18,62.99603
2021-03-19,55.75396
2021-03-20,28.76984
2021-03-21,32.53968
2021-03-22,81.64682
2021-03-23,55.15873
2021-03-24,63.78968
2021-03-25,52.28174
2021-03-26,55.35714
2021-03-27,32.44047
2021-03-28,33.33333
2021-03-29,72.91666
2021-03-30,56.74603
2021-03-31,52.97619
2021-04-01,52.57936
2021-04-02,50.89285
2021-04-03,31.64682
2021-04-04,33.03571
2021-04-05,72.32142
2021-04-06,59.32539
2021-04-07,57.53968
2021-04-08,58.53174
2021-04-09,51.48809
2021-04-10,33.82936
2021-04-11,37.5992
2021-04-12,73.5119
2021-04-13,64.98015
2021-04-14,58.33333
2021-04-15,53.47222
2021-04-16,50.79365
2021-04-17,30.75396
2021-04-18,30.65476
2021-04-19,70.4365
2021-04-20,55.75396
2021-04-21,61.21031
2021-04-22,53.1746
2021-04-23,49.20634
2021-04-24,29.7619
2021-04-25,32.04365
2021-04-26,66.86507
2021-04-27,58.03571
2021-04-28,57.44047
2021-04-29,55.45634
2021-04-30,49.60317
2021-05-01,27.08333
2021-05-02,31.94444
2021-05-03,74.70238
2021-05-04,54.26587
2021-05-05,36.30952
2021-05-06,67.16269
2021-05-07,56.54761
2021-05-08,31.84523
2021-05-09,35.81349
2021-05-10,79.86111
2021-05-11,66.96428
2021-05-12,61.90476
2021-05-13,57.63888
2021-05-14,53.86904
2021-05-15,32.04365
2021-05-16,35.31746
2021-05-17,68.45238
2021-05-18,58.13492
2021-05-19,36.50793
2021-05-20,69.44444
2021-05-21,58.92857
2021-05-22,29.46428
2021-05-23,35.71428
2021-05-24,70.23809
2021-05-25,63.19444
2021-05-26,61.60714
2021-05-27,55.95238
2021-05-28,55.25793
2021-05-29,27.28174
2021-05-30,32.24206
2021-05-31,73.61111
2021-06-01,56.64682
2021-06-02,57.14285
2021-06-03,51.28968
2021-06-04,50.29761
2021-06-05,29.7619
2021-06-06,30.25793
2021-06-07,81.25
2021-06-08,60.61507
2021-06-09,58.23412
2021-06-10,54.36507
2021-06-11,56.05158
2021-06-12,33.92857
2021-06-13,31.64682
2021-06-14,74.00793
2021-06-15,63.19444
2021-06-16,58.13492
2021-06-17,55.95238
2021-06-18,53.37301
2021-06-19,25.59523
2021-06-20,32.24206
2021-06-21,76.09126
2021-06-22,63.69047
2021-06-23,59.4246
2021-06-24,59.5238
2021-06-25,52.18253
2021-06-26,29.16666
2021-06-27,31.25
2021-06-28,66.46825
2021-06-29,57.63888
2021-06-30,64.58333
2021-07-01,65.57539
2021-07-02,51.78571
2021-07-03,32.73809
2021-07-04,34.62301
2021-07-05,70.53571
2021-07-06,60.11904
2021-07-07,54.7619
2021-07-08,48.71031
2021-07-09,54.96031
2021-07-10,27.48015
2021-07-11,31.94444
2021-07-12,74.00793
2021-07-13,62.79761
2021-07-14,61.80555
2021-07-15,68.45238
2021-07-16,59.4246
2021-07-17,32.63888
2021-07-18,37.89682
2021-07-19,75.19841
2021-07-20,68.35317
2021-07-21,64.28571
2021-07-22,60.21825
2021-07-23,51.88492
2021-07-24,31.74603
2021-07-25,31.3492
2021-07-26,63.69047
2021-07-27,68.05555
2021-07-28,57.73809
2021-07-29,58.53174
2021-07-30,52.48015
2021-07-31,28.07539
2021-08-01,29.66269
2021-08-02,67.65873
2021-08-03,54.46428
2021-08-04,59.22619
2021-08-05,61.30952
2021-08-06,58.23412
2021-08-07,29.96031
2021-08-08,28.96825
2021-08-09,73.5119
2021-08-10,61.50793
2021-08-11,62.69841
2021-08-12,59.22619
2021-08-13,51.6865
2021-08-14,31.05158
2021-08-15,30.65476
2021-08-16,37.10317
2021-08-17,62.40079
2021-08-18,65.7738
2021-08-19,62.5
2021-08-20,54.96031
2021-08-21,29.26587
2021-08-22,29.86111
2021-08-23,64.88095
2021-08-24,58.23412
2021-08-25,51.48809
2021-08-26,49.10714
2021-08-27,49.00793
2021-08-28,26.38888
2021-08-29,29.86111
2021-08-30,61.30952
2021-08-31,55.25793
2021-09-01,57.73809
2021-09-02,56.94444
2021-09-03,46.42857
2021-09-04,25.99206
2021-09-05,28.67063
2021-09-06,58.23412
2021-09-07,50.99206
2021-09-08,42.85714
2021-09-09,48.71031
2021-09-10,46.23015
2021-09-11,29.06746
2021-09-12,32.8373
2021-09-13,67.36111
2021-09-14,54.26587
2021-09-15,50.79365
2021-09-16,53.67063
2021-09-17,53.96825
2021-09-18,22.81746
2021-09-19,25.0
2021-09-20,22.22222
2021-09-21,24.10714
2021-09-22,30.75396
2021-09-23,66.56746
2021-09-24,64.58333
2021-09-25,32.04365
2021-09-26,31.25
2021-09-27,68.35317
2021-09-28,60.61507
2021-09-29,56.64682
2021-09-30,57.44047
2021-10-01,50.79365
2021-10-02,29.06746
2021-10-03,29.16666
2021-10-04,38.39285
2021-10-05,73.01587
2021-10-06,62.10317
2021-10-07,62.5
2021-10-08,50.39682
2021-10-09,28.86904
2021-10-10,28.47222
2021-10-11,37.30158
2021-10-12,71.72619
2021-10-13,61.21031
2021-10-14,60.11904
2021-10-15,52.67857
2021-10-16,27.87698
2021-10-17,32.34126
2021-10-18,57.63888
2021-10-19,62.89682
2021-10-20,53.96825
2021-10-21,54.7619
2021-10-22,57.8373
2021-10-23,26.78571
2021-10-24,33.73015
2021-10-25,69.74206
2021-10-26,60.51587
2021-10-27,50.29761
2021-10-28,53.37301
2021-10-29,47.0238
2021-10-30,28.76984
2021-10-31,30.75396
2021-11-01,61.50793
2021-11-02,59.62301
2021-11-03,58.53174
2021-11-04,56.15079
2021-11-05,54.36507
2021-11-06,25.29761
2021-11-07,32.14285
2021-11-08,68.45238
2021-11-09,52.38095
2021-11-10,52.77777
2021-11-11,48.41269
2021-11-12,43.55158
2021-11-13,25.39682
2021-11-14,26.38888
2021-11-15,56.74603
2021-11-16,56.44841
2021-11-17,54.96031
2021-11-18,50.0
2021-11-19,52.67857
2021-11-20,27.28174
2021-11-21,26.98412
2021-11-22,62.20238
2021-11-23,60.41666
2021-11-24,56.3492
2021-11-25,51.48809
2021-11-26,44.94047
2021-11-27,26.5873
2021-11-28,31.94444
2021-11-29,57.04365
2021-11-30,60.41666
2021-12-01,57.73809
2021-12-02,59.12698
2021-12-03,50.19841
2021-12-04,29.06746
2021-12-05,29.26587
2021-12-06,62.5
2021-12-07,61.30952
2021-12-08,61.11111
2021-12-09,55.75396
2021-12-10,55.35714
2021-12-11,30.75396
2021-12-12,29.46428
2021-12-13,63.39285
2021-12-14,55.55555
2021-12-15,59.32539
2021-12-16,58.33333
2021-12-17,46.52777
2021-12-18,31.54761
2021-12-19,32.04365
2021-12-20,76.38888
2021-12-21,63.88888
2021-12-22,58.92857
2021-12-23,50.79365
2021-12-24,48.01587
2021-12-25,25.99206
2021-12-26,29.06746
2021-12-27,59.12698
2021-12-28,57.53968
2021-12-29,54.36507
2021-12-30,48.21428
2021-12-31,38.69047
2022-01-01,32.24206
2022-01-02,31.74603
2022-01-03,69.74206
2022-01-04,61.40873
2022-01-05,58.13492
2022-01-06,55.75396
2022-01-07,57.34126
2022-01-08,31.84523
2022-01-09,35.71428
2022-01-10,68.25396
2022-01-11,65.87301
2022-01-12,59.72222
2022-01-13,63.69047
2022-01-14,56.54761
2022-01-15,31.05158
2022-01-16,33.03571
2022-01-17,71.42857
2022-01-18,56.94444
2022-01-19,57.8373
2022-01-20,57.73809
2022-01-21,47.71825
2022-01-22,30.95238
2022-01-23,32.9365
2022-01-24,60.71428
2022-01-25,57.53968
2022-01-26,59.22619
2022-01-27,53.86904
2022-01-28,52.77777
2022-01-29,24.90079
2022-01-30,19.64285
2022-01-31,27.18253
2022-02-01,26.98412
2022-02-02,36.11111
2022-02-03,75.89285
2022-02-04,62.20238
2022-02-05,32.63888
2022-02-06,28.96825
2022-02-07,67.06349
2022-02-08,54.56349
2022-02-09,61.80555
2022-02-10,61.50793
2022-02-11,55.15873
2022-02-12,31.94444
2022-02-13,34.4246
2022-02-14,68.94841
2022-02-15,70.93253
2022-02-16,61.70634
2022-02-17,61.40873
2022-02-18,50.69444
2022-02-19,38.49206
2022-02-20,34.22619
2022-02-21,74.00793
2022-02-22,64.1865
2022-02-23,64.98015
2022-02-24,60.71428
2022-02-25,58.03571
2022-02-26,32.63888
2022-02-27,35.11904
2022-02-28,66.96428
2022-03-01,43.35317
2022-03-02,74.40476
2022-03-03,63.69047
2022-03-04,60.11904
2022-03-05,30.65476
2022-03-06,35.31746
2022-03-07,75.39682
2022-03-08,66.46825
2022-03-09,37.5
2022-03-10,70.93253
2022-03-11,62.00396
2022-03-12,31.05158
2022-03-13,37.20238
2022-03-14,72.71825
2022-03-15,62.5992
2022-03-16,61.60714
2022-03-17,56.94444
2022-03-18,55.15873
2022-03-19,33.43253
2022-03-20,34.4246
2022-03-21,68.55158
2022-03-22,57.44047
2022-03-23,56.84523
2022-03-24,54.26587
2022-03-25,48.41269
2022-03-26,35.61507
2022-03-27,30.65476
2022-03-28,63.19444
2022-03-29,64.68253
2022-03-30,57.44047
2022-03-31,49.10714
2022-04-01,53.57142
2022-04-02,29.96031
2022-04-03,32.53968
2022-04-04,68.05555
2022-04-05,61.50793
2022-04-06,60.21825
2022-04-07,54.26587
2022-04-08,50.19841
2022-04-09,27.38095
2022-04-10,35.21825
2022-04-11,65.27777
2022-04-12,63.09523
2022-04-13,64.88095
2022-04-14,62.89682
2022-04-15,48.41269
2022-04-16,28.2738
2022-04-17,32.9365
2022-04-18,69.04761
2022-04-19,55.45634
2022-04-20,59.82142
2022-04-21,57.63888
2022-04-22,42.95634
2022-04-23,25.79365
2022-04-24,28.2738
2022-04-25,70.63492
2022-04-26,63.09523
2022-04-27,52.57936
2022-04-28,55.15873
2022-04-29,49.50396
2022-04-30,27.38095
2022-05-01,29.16666
2022-05-02,65.97222
2022-05-03,60.01984
2022-05-04,57.63888
2022-05-05,30.15873
2022-05-06,57.24206
2022-05-07,26.48809
2022-05-08,33.43253
2022-05-09,64.98015
2022-05-10,65.97222
2022-05-11,61.70634
2022-05-12,58.13492
2022-05-13,52.87698
2022-05-14,29.46428
2022-05-15,28.57142
2022-05-16,69.54365
2022-05-17,60.81349
2022-05-18,56.84523
2022-05-19,50.39682
2022-05-20,52.97619
2022-05-21,33.43253
2022-05-22,28.86904
2022-05-23,65.27777
2022-05-24,62.40079
2022-05-25,57.34126
2022-05-26,60.61507
2022-05-27,57.24206
2022-05-28,28.2738
2022-05-29,27.38095
2022-05-30,62.00396
2022-05-31,55.75396
2022-06-01,34.92063
2022-06-02,58.23412
2022-06-03,60.01984
2022-06-04,29.06746
2022-06-05,28.67063
2022-06-06,34.32539
2022-06-07,63.78968
2022-06-08,70.53571
2022-06-09,58.73015
2022-06-10,56.3492
2022-06-11,29.36507
2022-06-12,31.3492
2022-06-13,69.34523
2022-06-14,67.55952
2022-06-15,63.09523
2022-06-16,55.55555
2022-06-17,55.25793
2022-06-18,32.73809
2022-06-19,25.79365
2022-06-20,68.35317
2022-06-21,62.99603
2022-06-22,55.55555
2022-06-23,60.81349
2022-06-24,53.57142
2022-06-25,29.96031
2022-06-26,29.56349
2022-06-27,66.66666
2022-06-28,56.44841
2022-06-29,57.9365
2022-06-30,52.38095
2022-07-01,51.98412
2022-07-02,32.34126
2022-07-03,29.36507
2022-07-04,69.84126
2022-07-05,61.90476
2022-07-06,54.16666
2022-07-07,54.7619
2022-07-08,45.4365
2022-07-09,27.18253
2022-07-10,27.48015
2022-07-11,64.68253
2022-07-12,64.78174
2022-07-13,55.15873
2022-07-14,53.57142
2022-07-15,54.16666
2022-07-16,28.57142
2022-07-17,24.70238
2022-07-18,67.95634
2022-07-19,60.01984
2022-07-20,61.50793
2022-07-21,54.86111
2022-07-22,53.76984
2022-07-23,27.67857
2022-07-24,29.56349
2022-07-25,63.39285
2022-07-26,60.81349
2022-07-27,53.76984
2022-07-28,55.15873
2022-07-29,50.79365
2022-07-30,30.35714
2022-07-31,27.77777
2022-08-01,57.53968
2022-08-02,55.55555
2022-08-03,48.61111
2022-08-04,51.88492
2022-08-05,46.72619
2022-08-06,23.31349
2022-08-07,25.39682
2022-08-08,60.71428
2022-08-09,56.25
2022-08-10,58.43253
2022-08-11,58.73015
2022-08-12,59.72222
2022-08-13,26.09126
2022-08-14,21.23015
2022-08-15,28.37301
2022-08-16,62.99603
2022-08-17,66.76587
2022-08-18,55.65476
2022-08-19,49.50396
2022-08-20,27.18253
2022-08-21,24.90079
2022-08-22,63.39285
2022-08-23,52.08333
2022-08-24,50.0
2022-08-25,52.87698
2022-08-26,44.14682
2022-08-27,25.39682
2022-08-28,24.80158
2022-08-29,55.55555
2022-08-30,63.49206
2022-08-31,54.46428
2022-09-01,49.70238
2022-09-02,48.5119
2022-09-03,29.16666
2022-09-04,28.2738
2022-09-05,56.64682
2022-09-06,54.7619
2022-09-07,48.11507
2022-09-08,40.87301
2022-09-09,25.29761
2022-09-10,22.61904
2022-09-11,21.03174
2022-09-12,26.5873
2022-09-13,66.86507
2022-09-14,60.41666
2022-09-15,58.53174
2022-09-16,52.57936
2022-09-17,29.06746
2022-09-18,28.47222
2022-09-19,65.7738
2022-09-20,59.82142
2022-09-21,56.64682
2022-09-22,54.36507
2022-09-23,53.47222
2022-09-24,26.28968
2022-09-25,28.47222
2022-09-26,62.5
2022-09-27,51.6865
2022-09-28,51.48809
2022-09-29,52.77777
2022-09-30,48.11507
2022-10-01,29.66269
2022-10-02,28.57142
2022-10-03,38.39285
2022-10-04,75.0
2022-10-05,67.06349
2022-10-06,60.21825
2022-10-07,54.46428
2022-10-08,25.49603
2022-10-09,29.56349
2022-10-10,33.03571
2022-10-11,70.83333
2022-10-12,68.8492
2022-10-13,61.50793
2022-10-14,55.45634
2022-10-15,31.84523
2022-10-16,31.05158
2022-10-17,75.0992
2022-10-18,61.80555
2022-10-19,57.9365
2022-10-20,62.69841
2022-10-21,48.61111
2022-10-22,26.48809
2022-10-23,25.89285
2022-10-24,61.0119
2022-10-25,56.44841
2022-10-26,51.5873
2022-10-27,54.7619
2022-10-28,49.50396
2022-10-29,26.19047
2022-10-30,26.09126
2022-10-31,60.71428
2022-11-01,54.7619
2022-11-02,49.80158
2022-11-03,50.49603
2022-11-04,50.0992
2022-11-05,26.6865
2022-11-06,24.90079
2022-11-07,59.92063
2022-11-08,61.40873
2022-11-09,52.08333
2022-11-10,50.0
2022-11-11,44.44444
2022-11-12,22.61904
2022-11-13,29.96031
2022-11-14,55.35714
2022-11-15,48.5119
2022-11-16,53.2738
2022-11-17,46.32936
2022-11-18,42.65873
2022-11-19,20.73412
2022-11-20,28.47222
2022-11-21,59.82142
2022-11-22,50.0992
2022-11-23,50.0
2022-11-24,44.14682
2022-11-25,38.29365
2022-11-26,21.32936
2022-11-27,25.89285
2022-11-28,48.5119
2022-11-29,50.19841
2022-11-30,49.50396
2022-12-01,53.86904
2022-12-02,46.32936
2022-12-03,20.93253
2022-12-04,30.75396
2022-12-05,58.03571
2022-12-06,52.48015
2022-12-07,47.32142
2022-12-08,45.03968
2022-12-09,45.53571
2022-12-10,25.59523
2022-12-11,29.46428
2022-12-12,58.03571
2022-12-13,53.1746
2022-12-14,53.96825
2022-12-15,46.23015
2022-12-16,45.23809
2022-12-17,20.93253
2022-12-18,28.37301
2022-12-19,55.65476
2022-12-20,57.04365
2022-12-21,48.90873
2022-12-22,45.53571
2022-12-23,41.96428
2022-12-24,22.32142
2022-12-25,21.42857
2022-12-26,60.81349
2022-12-27,51.88492
2022-12-28,52.48015
2022-12-29,49.50396
2022-12-30,47.22222
2022-12-31,23.90873
2023-01-01,23.80952
2023-01-02,58.53174
2023-01-03,61.0119
2023-01-04,54.16666
2023-01-05,51.38888
2023-01-06,47.81746
2023-01-07,25.29761
2023-01-08,30.25793
2023-01-09,58.53174
2023-01-10,54.46428
2023-01-11,42.2619
2023-01-12,50.59523
2023-01-13,46.32936
2023-01-14,28.86904
2023-01-15,27.08333
2023-01-16,65.47619
2023-01-17,53.47222
2023-01-18,51.19047
2023-01-19,46.82539
2023-01-20,32.63888
2023-01-21,18.8492
2023-01-22,17.65873
2023-01-23,17.36111
2023-01-24,24.60317
2023-01-25,67.2619
2023-01-26,56.15079
2023-01-27,52.08333
2023-01-28,26.78571
2023-01-29,29.96031
2023-01-30,56.44841
2023-01-31,60.81349
2023-02-01,51.19047
2023-02-02,50.0
2023-02-03,49.90079
2023-02-04,28.07539
2023-02-05,31.15079
2023-02-06,60.61507
2023-02-07,58.43253
2023-02-08,51.28968
2023-02-09,52.48015
2023-02-10,49.10714
2023-02-11,29.96031
2023-02-12,27.18253
2023-02-13,55.75396
2023-02-14,52.08333
2023-02-15,55.25793
2023-02-16,49.50396
2023-02-17,44.74206
2023-02-18,28.86904
2023-02-19,32.9365
2023-02-20,64.1865
2023-02-21,58.82936
2023-02-22,56.05158
2023-02-23,51.48809
2023-02-24,45.63492
2023-02-25,29.16666
2023-02-26,31.74603
2023-02-27,61.40873
2023-02-28,51.88492
2023-03-01,36.90476
2023-03-02,57.04365
2023-03-03,57.14285
2023-03-04,33.03571
2023-03-05,29.06746
2023-03-06,69.24603
2023-03-07,69.54365
2023-03-08,56.44841
2023-03-09,55.35714
2023-03-10,53.67063
2023-03-11,27.28174
2023-03-12,26.38888
2023-03-13,63.69047
2023-03-14,62.10317
2023-03-15,55.75396
2023-03-16,53.57142
2023-03-17,43.45238
2023-03-18,27.28174
2023-03-19,28.07539
2023-03-20,63.49206
2023-03-21,57.73809
2023-03-22,61.0119
2023-03-23,54.7619
2023-03-24,47.42063
2023-03-25,28.07539
2023-03-26,26.5873
2023-03-27,55.95238
2023-03-28,52.28174
2023-03-29,50.99206
2023-03-30,45.93253
2023-03-31,44.54365
2023-04-01,26.28968
2023-04-02,28.1746
2023-04-03,58.92857
2023-04-04,60.71428
2023-04-05,52.08333
2023-04-06,54.66269
2023-04-07,44.64285
2023-04-08,24.70238
2023-04-09,25.59523
2023-04-10,60.01984
2023-04-11,59.32539
2023-04-12,52.08333
2023-04-13,53.96825
2023-04-14,47.81746
2023-04-15,26.28968
2023-04-16,31.74603
2023-04-17,56.74603
2023-04-18,58.23412
2023-04-19,54.56349
2023-04-20,45.13888
2023-04-21,48.61111
2023-04-22,21.72619
2023-04-23,29.46428
2023-04-24,63.78968
2023-04-25,57.8373
2023-04-26,60.01984
2023-04-27,47.32142
2023-04-28,39.78174
2023-04-29,21.9246
2023-04-30,25.59523
2023-05-01,40.87301
2023-05-02,63.09523
2023-05-03,54.66269
2023-05-04,53.67063
2023-05-05,29.56349
2023-05-06,28.1746
2023-05-07,29.06746
2023-05-08,59.82142
2023-05-09,57.14285
2023-05-10,53.57142
2023-05-11,61.11111
2023-05-12,54.36507
2023-05-13,23.41269
2023-05-14,29.96031
2023-05-15,67.06349
2023-05-16,67.16269
2023-05-17,54.7619
2023-05-18,55.55555
2023-05-19,49.10714
2023-05-20,19.54365
2023-05-21,24.20634
2023-05-22,57.53968
2023-05-23,60.01984
2023-05-24,53.37301
2023-05-25,55.05952
2023-05-26,46.03174
2023-05-27,22.91666
2023-05-28,21.82539
2023-05-29,31.74603
