date,트레이딩뷰
2021-02-20,41.33657
2021-02-21,36.18057
2021-02-22,45.67382
2021-02-23,51.51582
2021-02-24,48.3514
2021-02-25,44.16906
2021-02-26,41.62425
2021-02-27,33.23744
2021-02-28,34.63155
2021-03-01,35.95928
2021-03-02,37.99513
2021-03-03,36.91082
2021-03-04,37.50829
2021-03-05,39.47776
2021-03-06,32.79486
2021-03-07,30.05089
2021-03-08,38.21641
2021-03-09,41.64638
2021-03-10,39.16795
2021-03-11,38.48196
2021-03-12,40.40716
2021-03-13,35.58309
2021-03-14,33.12679
2021-03-15,44.23545
2021-03-16,39.83182
2021-03-17,41.75702
2021-03-18,36.5125
2021-03-19,45.38614
2021-03-20,40.49568
2021-03-21,39.65479
2021-03-22,42.37663
2021-03-23,45.16485
2021-03-24,38.74751
2021-03-25,47.70967
2021-03-26,39.56627
2021-03-27,33.08254
2021-03-28,31.17946
2021-03-29,37.22062
2021-03-30,33.32595
2021-03-31,41.88979
2021-04-01,38.10577
2021-04-02,44.50099
2021-04-03,46.8909
2021-04-04,44.61163
2021-04-05,54.17127
2021-04-06,60.50011
2021-04-07,64.94799
2021-04-08,62.20402
2021-04-09,58.04381
2021-04-10,51.09537
2021-04-11,52.09117
2021-04-12,55.03429
2021-04-13,52.51161
2021-04-14,57.86678
2021-04-15,50.01106
2021-04-16,55.69816
2021-04-17,45.36401
2021-04-18,67.07236
2021-04-19,63.22195
2021-04-20,75.19362
2021-04-21,63.50962
2021-04-22,70.19252
2021-04-23,93.44987
2021-04-24,62.18189
2021-04-25,59.65921
2021-04-26,92.76388
2021-04-27,79.97344
2021-04-28,74.57402
2021-04-29,67.4928
2021-04-30,67.51493
2021-05-01,57.09227
2021-05-02,55.76454
2021-05-03,60.76565
2021-05-04,67.91325
2021-05-05,63.68665
2021-05-06,69.21885
2021-05-07,68.86479
2021-05-08,64.35052
2021-05-09,57.04801
2021-05-10,67.24939
2021-05-11,78.09249
2021-05-12,64.08497
2021-05-13,83.51405
2021-05-14,67.38216
2021-05-15,56.87098
2021-05-16,59.19451
2021-05-17,88.82496
2021-05-18,71.38747
2021-05-19,83.58043
2021-05-20,78.75636
2021-05-21,68.97543
2021-05-22,64.262
2021-05-23,65.16928
2021-05-24,82.7838
2021-05-25,82.71741
2021-05-26,75.12724
2021-05-27,74.21996
2021-05-28,72.78158
2021-05-29,60.32308
2021-05-30,59.92476
2021-05-31,76.07877
2021-06-01,73.73312
2021-06-02,64.77096
2021-06-03,75.6362
2021-06-04,73.64461
2021-06-05,51.31666
2021-06-06,49.10378
2021-06-07,61.05333
2021-06-08,78.91126
2021-06-09,67.75835
2021-06-10,69.7942
2021-06-11,56.38415
2021-06-12,47.68754
2021-06-13,42.55366
2021-06-14,63.50962
2021-06-15,57.68975
2021-06-16,56.16286
2021-06-17,51.07324
2021-06-18,54.37043
2021-06-19,47.46625
2021-06-20,45.76233
2021-06-21,66.76255
2021-06-22,78.4023
2021-06-23,73.04713
2021-06-24,63.19982
2021-06-25,60.96481
2021-06-26,57.82252
2021-06-27,49.67913
2021-06-28,61.4959
2021-06-29,66.23146
2021-06-30,66.78468
2021-07-01,62.53595
2021-07-02,64.59393
2021-07-03,50.85195
2021-07-04,46.33768
2021-07-05,68.73202
2021-07-06,63.97433
2021-07-07,60.14605
2021-07-08,68.31157
2021-07-09,62.91214
2021-07-10,52.64439
2021-07-11,45.96149
2021-07-12,55.58751
2021-07-13,58.30936
2021-07-14,63.97433
2021-07-15,57.84465
2021-07-16,57.55698
2021-07-17,42.5094
2021-07-18,36.8223
2021-07-19,54.3483
2021-07-20,62.62447
2021-07-21,53.99424
2021-07-22,52.11329
2021-07-23,47.31135
2021-07-24,42.06682
2021-07-25,39.80969
2021-07-26,63.24408
2021-07-27,57.51272
2021-07-28,59.8805
2021-07-29,52.90993
2021-07-30,49.39145
2021-07-31,44.08054
2021-08-01,41.55786
2021-08-02,55.25558
2021-08-03,52.02478
2021-08-04,54.14914
2021-08-05,50.03319
2021-08-06,51.02898
2021-08-07,55.98583
2021-08-08,49.72339
2021-08-09,60.63288
2021-08-10,56.98163
2021-08-11,54.43682
2021-08-12,61.40739
2021-08-13,76.52135
2021-08-14,53.77295
2021-08-15,47.44412
2021-08-16,59.5707
2021-08-17,68.62137
2021-08-18,68.28944
2021-08-19,69.66142
2021-08-20,63.64239
2021-08-21,55.21132
2021-08-22,46.71387
2021-08-23,64.19561
2021-08-24,61.14184
2021-08-25,68.02389
2021-08-26,68.84266
2021-08-27,72.44965
2021-08-28,52.66651
2021-08-29,53.55167
2021-08-30,62.35892
2021-08-31,63.46536
2021-09-01,60.43372
2021-09-02,69.01969
2021-09-03,65.19141
2021-09-04,52.37884
2021-09-05,46.69174
2021-09-06,66.49701
2021-09-07,69.72781
2021-09-08,83.13786
2021-09-09,66.54127
2021-09-10,60.67714
2021-09-11,48.61695
2021-09-12,45.47466
2021-09-13,64.12923
2021-09-14,66.96171
2021-09-15,63.08917
2021-09-16,58.24297
2021-09-17,54.54746
2021-09-18,46.5811
2021-09-19,41.33657
2021-09-20,56.20712
2021-09-21,57.29143
2021-09-22,63.86368
2021-09-23,72.75946
2021-09-24,73.22416
2021-09-25,54.06063
2021-09-26,50.36512
2021-09-27,63.44323
2021-09-28,65.58973
2021-09-29,74.41911
2021-09-30,69.39588
2021-10-01,74.21996
2021-10-02,54.85726
2021-10-03,44.25757
2021-10-04,60.05753
2021-10-05,74.7953
2021-10-06,83.89024
2021-10-07,72.18411
2021-10-08,62.04912
2021-10-09,47.13432
2021-10-10,44.87718
2021-10-11,60.36733
2021-10-12,70.78999
2021-10-13,65.96592
2021-10-14,63.33259
2021-10-15,62.22615
2021-10-16,54.14914
2021-10-17,39.4335
2021-10-18,58.8847
2021-10-19,62.77937
2021-10-20,58.30936
2021-10-21,64.77096
2021-10-22,57.99955
2021-10-23,46.09426
2021-10-24,40.0531
2021-10-25,56.45054
2021-10-26,50.89621
2021-10-27,60.05753
2021-10-28,55.74242
2021-10-29,51.05111
2021-10-30,38.74751
2021-10-31,47.17857
2021-11-01,56.45054
2021-11-02,56.33989
2021-11-03,54.45895
2021-11-04,51.64859
2021-11-05,49.85616
2021-11-06,40.18588
2021-11-07,39.54414
2021-11-08,65.47908
2021-11-09,61.14184
2021-11-10,57.75614
2021-11-11,58.24297
2021-11-12,51.95839
2021-11-13,38.65899
2021-11-14,34.60942
2021-11-15,52.82142
2021-11-16,64.35052
2021-11-17,59.50431
2021-11-18,57.07014
2021-11-19,67.80261
2021-11-20,42.0447
2021-11-21,42.99623
2021-11-22,74.95021
2021-11-23,66.07656
2021-11-24,59.21664
2021-11-25,56.82673
2021-11-26,67.95751
2021-11-27,48.41779
2021-11-28,45.29763
2021-11-29,58.61916
2021-11-30,59.61495
2021-12-01,58.42
2021-12-02,55.41048
2021-12-03,47.95308
2021-12-04,67.86899
2021-12-05,46.60323
2021-12-06,66.89533
2021-12-07,57.91104
2021-12-08,55.03429
2021-12-09,54.06063
2021-12-10,58.66342
2021-12-11,40.14162
2021-12-12,40.34078
2021-12-13,49.67913
2021-12-14,54.48107
2021-12-15,49.41358
2021-12-16,62.20402
2021-12-17,50.67492
2021-12-18,40.45142
2021-12-19,34.94135
2021-12-20,48.79398
2021-12-21,56.14073
2021-12-22,54.99004
2021-12-23,49.54635
2021-12-24,46.49258
2021-12-25,33.56937
2021-12-26,39.10157
2021-12-27,47.82031
2021-12-28,51.80349
2021-12-29,53.70657
2021-12-30,49.76764
2021-12-31,41.18167
2022-01-01,39.16795
2022-01-02,34.87497
2022-01-03,44.78867
2022-01-04,49.47997
2022-01-05,51.07324
2022-01-06,61.51803
2022-01-07,57.95529
2022-01-08,39.65479
2022-01-09,39.41137
2022-01-10,55.07855
2022-01-11,57.57911
2022-01-12,50.52002
2022-01-13,48.70546
2022-01-14,50.03319
2022-01-15,34.56516
2022-01-16,31.59991
2022-01-17,43.68223
2022-01-18,49.78977
2022-01-19,52.71077
2022-01-20,46.31555
2022-01-21,63.42111
2022-01-22,58.28723
2022-01-23,44.2797
2022-01-24,72.84797
2022-01-25,70.03761
2022-01-26,60.47798
2022-01-27,65.83314
2022-01-28,51.69285
2022-01-29,39.80969
2022-01-30,36.18057
2022-01-31,37.48616
2022-02-01,42.64217
2022-02-02,44.72228
2022-02-03,56.6497
2022-02-04,54.59172
2022-02-05,50.34299
2022-02-06,42.28811
2022-02-07,58.13233
2022-02-08,65.63398
2022-02-09,57.24717
2022-02-10,62.93427
2022-02-11,55.63177
2022-02-12,45.05421
2022-02-13,39.52201
2022-02-14,56.8046
2022-02-15,57.22504
2022-02-16,56.11861
2022-02-17,57.77826
2022-02-18,61.4959
2022-02-19,44.61163
2022-02-20,48.01947
2022-02-21,59.23876
2022-02-22,62.13764
2022-02-23,57.62336
2022-02-24,76.1009
2022-02-25,65.12502
2022-02-26,43.54945
2022-02-27,38.21641
2022-02-28,49.78977
2022-03-01,57.82252
2022-03-02,57.00376
2022-03-03,50.16596
2022-03-04,52.11329
2022-03-05,54.59172
2022-03-06,39.96459
2022-03-07,54.48107
2022-03-08,55.29984
2022-03-09,42.9741
2022-03-10,58.1102
2022-03-11,56.51692
2022-03-12,39.25647
2022-03-13,34.72007
2022-03-14,53.61805
2022-03-15,53.17548
2022-03-16,53.39676
2022-03-17,53.61805
2022-03-18,50.32086
2022-03-19,42.11108
2022-03-20,40.38504
2022-03-21,52.40097
2022-03-22,59.17238
2022-03-23,56.18499
2022-03-24,52.7329
2022-03-25,56.38415
2022-03-26,40.29652
2022-03-27,37.70745
2022-03-28,61.14184
2022-03-29,57.40208
2022-03-30,57.37995
2022-03-31,59.08386
2022-04-01,67.22726
2022-04-02,46.13852
2022-04-03,41.57999
2022-04-04,56.89311
2022-04-05,59.23876
2022-04-06,65.8774
2022-04-07,63.81942
2022-04-08,61.341
2022-04-09,44.14693
2022-04-10,36.88869
2022-04-11,64.7267
2022-04-12,67.51493
2022-04-13,56.36202
2022-04-14,55.94157
2022-04-15,54.41469
2022-04-16,36.80017
2022-04-17,35.052
2022-04-18,62.71298
2022-04-19,57.1144
2022-04-20,55.21132
2022-04-21,55.83093
2022-04-22,56.56118
2022-04-23,38.96879
2022-04-24,31.59991
2022-04-25,60.10179
2022-04-26,56.14073
2022-04-27,65.32418
2022-04-28,58.66342
2022-04-29,57.64549
2022-04-30,43.79287
2022-05-01,47.15645
2022-05-02,62.44744
2022-05-03,54.0385
2022-05-04,52.46736
2022-05-05,50.43151
2022-05-06,70.74574
2022-05-07,40.38504
2022-05-08,49.90042
2022-05-09,80.68156
2022-05-10,85.15158
2022-05-11,82.16419
2022-05-12,100.0
2022-05-13,77.31799
2022-05-14,55.56539
2022-05-15,47.55476
2022-05-16,69.39588
2022-05-17,62.71298
2022-05-18,65.61186
2022-05-19,71.18831
2022-05-20,62.75724
2022-05-21,44.76654
2022-05-22,39.92033
2022-05-23,60.16817
2022-05-24,57.24717
2022-05-25,59.5707
2022-05-26,63.22195
2022-05-27,59.96901
2022-05-28,40.98251
2022-05-29,35.64947
2022-05-30,56.69395
2022-05-31,54.90152
2022-06-01,44.4346
2022-06-02,49.9668
2022-06-03,50.49789
2022-06-04,36.46824
2022-06-05,30.71475
2022-06-06,43.59371
2022-06-07,53.35251
2022-06-08,52.77716
2022-06-09,47.09006
2022-06-10,53.70657
2022-06-11,45.31976
2022-06-12,49.83403
2022-06-13,86.21376
2022-06-14,85.04093
2022-06-15,79.53086
2022-06-16,77.14096
2022-06-17,69.48439
2022-06-18,54.52533
2022-06-19,58.90683
2022-06-20,64.99225
2022-06-21,64.37264
2022-06-22,65.30205
2022-06-23,61.31887
2022-06-24,59.46005
2022-06-25,45.36401
2022-06-26,41.33657
2022-06-27,58.13233
2022-06-28,57.97742
2022-06-29,60.07966
2022-06-30,61.98273
2022-07-01,62.66873
2022-07-02,38.63686
2022-07-03,36.00354
2022-07-04,53.66231
2022-07-05,59.41579
2022-07-06,59.15025
2022-07-07,52.93206
2022-07-08,59.76986
2022-07-09,41.46935
2022-07-10,37.02146
2022-07-11,54.32617
2022-07-12,57.49059
2022-07-13,63.39898
2022-07-14,58.02168
2022-07-15,58.06594
2022-07-16,36.84443
2022-07-17,44.50099
2022-07-18,68.37795
2022-07-19,62.40318
2022-07-20,69.57291
2022-07-21,62.04912
2022-07-22,56.73821
2022-07-23,42.84133
2022-07-24,42.55366
2022-07-25,57.99955
2022-07-26,58.02168
2022-07-27,55.36623
2022-07-28,59.26089
2022-07-29,58.86258
2022-07-30,47.26709
2022-07-31,38.76963
2022-08-01,56.76034
2022-08-02,60.92055
2022-08-03,55.01217
2022-08-04,58.99535
2022-08-05,54.45895
2022-08-06,38.37132
2022-08-07,34.60942
2022-08-08,52.97632
2022-08-09,56.33989
2022-08-10,57.2693
2022-08-11,57.20292
2022-08-12,53.28612
2022-08-13,42.53153
2022-08-14,38.39344
2022-08-15,51.53795
2022-08-16,57.86678
2022-08-17,58.7298
2022-08-18,55.63177
2022-08-19,67.24939
2022-08-20,44.52312
2022-08-21,39.52201
2022-08-22,61.96061
2022-08-23,60.56649
2022-08-24,54.54746
2022-08-25,55.9637
2022-08-26,56.11861
2022-08-27,46.38194
2022-08-28,36.18057
2022-08-29,60.1903
2022-08-30,64.32839
2022-08-31,66.98384
2022-09-01,58.33148
2022-09-02,56.98163
2022-09-03,37.90661
2022-09-04,35.33967
2022-09-05,55.05642
2022-09-06,59.48218
2022-09-07,61.76145
2022-09-08,52.86567
2022-09-09,42.5094
2022-09-10,33.37021
2022-09-11,31.33436
2022-09-12,45.45253
2022-09-13,62.11551
2022-09-14,61.40739
2022-09-15,52.29032
2022-09-16,50.34299
2022-09-17,36.8223
2022-09-18,33.14892
2022-09-19,64.39477
2022-09-20,55.25558
2022-09-21,52.578
2022-09-22,59.85837
2022-09-23,55.43261
2022-09-24,40.25226
2022-09-25,35.49457
2022-09-26,61.84996
2022-09-27,55.98583
2022-09-28,65.81102
2022-09-29,58.90683
2022-09-30,55.05642
2022-10-01,38.99092
2022-10-02,30.20579
2022-10-03,43.01836
2022-10-04,58.13233
2022-10-05,54.08276
2022-10-06,54.72449
2022-10-07,48.63907
2022-10-08,37.33126
2022-10-09,32.131
2022-10-10,41.49148
2022-10-11,53.79508
2022-10-12,49.41358
2022-10-13,60.30095
2022-10-14,56.67183
2022-10-15,39.56627
2022-10-16,32.04248
2022-10-17,51.89201
2022-10-18,51.80349
2022-10-19,54.25979
2022-10-20,52.90993
2022-10-21,51.62646
2022-10-22,35.25116
2022-10-23,30.49347
2022-10-24,52.00265
2022-10-25,49.17017
2022-10-26,58.86258
2022-10-27,53.59592
2022-10-28,51.02898
2022-10-29,39.63266
2022-10-30,36.46824
2022-10-31,50.01106
2022-11-01,54.25979
2022-11-02,49.94467
2022-11-03,55.3441
2022-11-04,50.60854
2022-11-05,40.03098
2022-11-06,34.14472
2022-11-07,50.03319
2022-11-08,59.92476
2022-11-09,68.51073
2022-11-10,74.61827
2022-11-11,64.79309
2022-11-12,43.61584
2022-11-13,37.92874
2022-11-14,65.30205
2022-11-15,56.71608
2022-11-16,55.87519
2022-11-17,52.04691
2022-11-18,55.43261
2022-11-19,32.99402
2022-11-20,31.93184
2022-11-21,69.9491
2022-11-22,60.38946
2022-11-23,51.95839
2022-11-24,51.86988
2022-11-25,48.1965
2022-11-26,41.24806
2022-11-27,31.57778
2022-11-28,49.17017
2022-11-29,49.5021
2022-11-30,49.85616
2022-12-01,45.4304
2022-12-02,45.2755
2022-12-03,25.31533
2022-12-04,27.41757
2022-12-05,44.34609
2022-12-06,39.80969
2022-12-07,42.77495
2022-12-08,40.36291
2022-12-09,43.12901
2022-12-10,28.43549
2022-12-11,24.9834
2022-12-12,42.15534
2022-12-13,50.52002
2022-12-14,44.21332
2022-12-15,45.96149
2022-12-16,42.75282
2022-12-17,34.67581
2022-12-18,27.08563
2022-12-19,40.29652
2022-12-20,48.77185
2022-12-21,42.8192
2022-12-22,40.0531
2022-12-23,40.47355
2022-12-24,24.91701
2022-12-25,22.17304
2022-12-26,35.98141
2022-12-27,38.68112
2022-12-28,46.00575
2022-12-29,43.5052
2022-12-30,40.16375
2022-12-31,24.62934
2023-01-01,22.63775
2023-01-02,39.67691
2023-01-03,39.61053
2023-01-04,43.30604
2023-01-05,42.0447
2023-01-06,41.33657
2023-01-07,30.55985
2023-01-08,25.53662
2023-01-09,48.30714
2023-01-10,43.43881
2023-01-11,42.9741
2023-01-12,49.12591
2023-01-13,49.70126
2023-01-14,46.02788
2023-01-15,35.58309
2023-01-16,47.59902
2023-01-17,48.15224
2023-01-18,44.47886
2023-01-19,44.61163
2023-01-20,39.54414
2023-01-21,38.52622
2023-01-22,30.18366
2023-01-23,32.81699
2023-01-24,40.20801
2023-01-25,50.03319
2023-01-26,51.31666
2023-01-27,46.86877
2023-01-28,34.32175
2023-01-29,34.96348
2023-01-30,51.53795
2023-01-31,56.22925
2023-02-01,57.07014
2023-02-02,61.40739
2023-02-03,59.46005
2023-02-04,42.13321
2023-02-05,38.48196
2023-02-06,53.59592
2023-02-07,51.13963
2023-02-08,52.4231
2023-02-09,57.2693
2023-02-10,59.46005
2023-02-11,36.40185
2023-02-12,34.34388
2023-02-13,51.40517
2023-02-14,50.76344
2023-02-15,56.71608
2023-02-16,59.65921
2023-02-17,57.80039
2023-02-18,42.08895
2023-02-19,35.09626
2023-02-20,52.578
2023-02-21,53.08696
2023-02-22,56.73821
2023-02-23,55.38836
2023-02-24,52.95419
2023-02-25,39.69904
2023-02-26,34.10046
2023-02-27,49.23655
2023-02-28,51.49369
2023-03-01,44.4346
2023-03-02,52.77716
2023-03-03,51.51582
2023-03-04,35.27329
2023-03-05,31.84332
2023-03-06,46.31555
2023-03-07,46.86877
2023-03-08,53.19761
2023-03-09,51.95839
2023-03-10,62.04912
2023-03-11,38.57048
2023-03-12,34.91922
2023-03-13,59.21664
2023-03-14,64.17348
2023-03-15,59.37154
2023-03-16,57.00376
2023-03-17,59.30515
2023-03-18,45.07634
2023-03-19,41.31445
2023-03-20,61.60655
2023-03-21,53.79508
2023-03-22,57.33569
2023-03-23,62.46957
2023-03-24,62.60234
2023-03-25,43.815
2023-03-26,38.52622
2023-03-27,52.44523
2023-03-28,55.10068
2023-03-29,56.9595
2023-03-30,51.91414
2023-03-31,52.71077
2023-04-01,37.08785
2023-04-02,30.62624
2023-04-03,51.22814
2023-04-04,50.14383
2023-04-05,51.4273
2023-04-06,48.61695
2023-04-07,44.52312
2023-04-08,30.62624
2023-04-09,29.18787
2023-04-10,45.09847
2023-04-11,57.09227
2023-04-12,51.60433
2023-04-13,48.99314
2023-04-14,54.87939
2023-04-15,37.19849
2023-04-16,32.72847
2023-04-17,52.99845
2023-04-18,52.24607
2023-04-19,55.07855
2023-04-20,53.44102
2023-04-21,50.94047
2023-04-22,35.42819
2023-04-23,31.35649
2023-04-24,47.02367
2023-04-25,47.09006
2023-04-26,52.90993
2023-04-27,49.74551
2023-04-28,44.36822
2023-04-29,32.57357
2023-04-30,29.12148
2023-05-01,44.08054
2023-05-02,46.93516
2023-05-03,47.79818
2023-05-04,49.74551
2023-05-05,37.10998
2023-05-06,36.57888
2023-05-07,34.69794
2023-05-08,52.37884
2023-05-09,51.31666
2023-05-10,49.8119
2023-05-11,48.79398
2023-05-12,51.78136
2023-05-13,33.85704
2023-05-14,31.66629
2023-05-15,48.74972
2023-05-16,46.05001
2023-05-17,45.87298
2023-05-18,47.11219
2023-05-19,45.65169
2023-05-20,31.86545
2023-05-21,30.60411
2023-05-22,44.72228
2023-05-23,45.93936
2023-05-24,47.17857
2023-05-25,48.55056
2023-05-26,44.87718
2023-05-27,31.82119
2023-05-28,32.35229
