date,상속포기한정승인
2020-03-20,11.3744
2020-03-21,6.25592
2020-03-22,5.45023
2020-03-23,11.13744
2020-03-24,12.46445
2020-03-25,13.45971
2020-03-26,12.51184
2020-03-27,12.65402
2020-03-28,5.49763
2020-03-29,6.06635
2020-03-30,10.94786
2020-03-31,10.94786
2020-04-01,9.28909
2020-04-02,11.99052
2020-04-03,11.84834
2020-04-04,5.63981
2020-04-05,6.11374
2020-04-06,16.01895
2020-04-07,14.64454
2020-04-08,13.79146
2020-04-09,12.89099
2020-04-10,11.65876
2020-04-11,7.96208
2020-04-12,6.72985
2020-04-13,13.88625
2020-04-14,11.61137
2020-04-15,6.87203
2020-04-16,9.76303
2020-04-17,11.3744
2020-04-18,6.72985
2020-04-19,5.6872
2020-04-20,13.69668
2020-04-21,12.7962
2020-04-22,14.17061
2020-04-23,14.17061
2020-04-24,10.99526
2020-04-25,6.82464
2020-04-26,6.44549
2020-04-27,15.97156
2020-04-28,11.75355
2020-04-29,10.61611
2020-04-30,8.00947
2020-05-01,6.25592
2020-05-02,5.40284
2020-05-03,5.82938
2020-05-04,12.74881
2020-05-05,7.8199
2020-05-06,13.31753
2020-05-07,12.03791
2020-05-08,11.13744
2020-05-09,5.59241
2020-05-10,7.53554
2020-05-11,13.64928
2020-05-12,12.98578
2020-05-13,12.7962
2020-05-14,11.61137
2020-05-15,10.37914
2020-05-16,6.20853
2020-05-17,6.11374
2020-05-18,14.2654
2020-05-19,12.93838
2020-05-20,12.98578
2020-05-21,14.64454
2020-05-22,9.47867
2020-05-23,6.68246
2020-05-24,5.78199
2020-05-25,13.17535
2020-05-26,15.45023
2020-05-27,13.27014
2020-05-28,12.1327
2020-05-29,12.46445
2020-05-30,6.35071
2020-05-31,5.82938
2020-06-01,23.12796
2020-06-02,16.01895
2020-06-03,12.03791
2020-06-04,12.93838
2020-06-05,13.60189
2020-06-06,7.39336
2020-06-07,6.3981
2020-06-08,13.5071
2020-06-09,17.109
2020-06-10,13.12796
2020-06-11,11.75355
2020-06-12,12.03791
2020-06-13,5.63981
2020-06-14,4.64454
2020-06-15,10.0
2020-06-16,12.41706
2020-06-17,11.18483
2020-06-18,12.1327
2020-06-19,10.28436
2020-06-20,5.21327
2020-06-21,5.78199
2020-06-22,13.08056
2020-06-23,24.2654
2020-06-24,14.64454
2020-06-25,12.98578
2020-06-26,13.41232
2020-06-27,7.29857
2020-06-28,7.109
2020-06-29,12.27488
2020-06-30,13.64928
2020-07-01,13.83886
2020-07-02,11.65876
2020-07-03,12.36966
2020-07-04,6.16113
2020-07-05,5.73459
2020-07-06,13.98104
2020-07-07,13.45971
2020-07-08,10.18957
2020-07-09,10.0
2020-07-10,11.27962
2020-07-11,7.96208
2020-07-12,8.34123
2020-07-13,17.01421
2020-07-14,12.65402
2020-07-15,13.45971
2020-07-16,11.75355
2020-07-17,11.99052
2020-07-18,6.35071
2020-07-19,6.06635
2020-07-20,15.11848
2020-07-21,13.98104
2020-07-22,13.93364
2020-07-23,14.02843
2020-07-24,12.65402
2020-07-25,6.35071
2020-07-26,6.49289
2020-07-27,12.8436
2020-07-28,13.03317
2020-07-29,14.12322
2020-07-30,13.93364
2020-07-31,12.70142
2020-08-01,5.26066
2020-08-02,5.87677
2020-08-03,14.02843
2020-08-04,11.75355
2020-08-05,10.99526
2020-08-06,13.83886
2020-08-07,11.18483
2020-08-08,6.44549
2020-08-09,4.50236
2020-08-10,11.13744
2020-08-11,11.80094
2020-08-12,10.94786
2020-08-13,10.09478
2020-08-14,9.47867
2020-08-15,6.54028
2020-08-16,6.25592
2020-08-17,7.96208
2020-08-18,11.18483
2020-08-19,8.95734
2020-08-20,8.43601
2020-08-21,12.46445
2020-08-22,5.82938
2020-08-23,5.73459
2020-08-24,12.36966
2020-08-25,10.47393
2020-08-26,11.13744
2020-08-27,11.99052
2020-08-28,10.75829
2020-08-29,7.25118
2020-08-30,6.91943
2020-08-31,13.69668
2020-09-01,13.5071
2020-09-02,12.98578
2020-09-03,13.88625
2020-09-04,12.74881
2020-09-05,7.06161
2020-09-06,6.87203
2020-09-07,11.09004
2020-09-08,12.60663
2020-09-09,14.07582
2020-09-10,12.55924
2020-09-11,11.32701
2020-09-12,6.63507
2020-09-13,5.6872
2020-09-14,12.98578
2020-09-15,11.3744
2020-09-16,14.45497
2020-09-17,12.18009
2020-09-18,10.85308
2020-09-19,6.77725
2020-09-20,6.44549
2020-09-21,13.41232
2020-09-22,12.8436
2020-09-23,12.98578
2020-09-24,14.78672
2020-09-25,10.18957
2020-09-26,7.58293
2020-09-27,7.01421
2020-09-28,12.41706
2020-09-29,10.6635
2020-09-30,6.3981
2020-10-01,8.43601
2020-10-02,8.15165
2020-10-03,6.77725
2020-10-04,8.15165
2020-10-05,16.35071
2020-10-06,16.82464
2020-10-07,15.45023
2020-10-08,13.5545
2020-10-09,6.63507
2020-10-10,4.73933
2020-10-11,5.92417
2020-10-12,47.53554
2020-10-13,64.02843
2020-10-14,21.04265
2020-10-15,20.61611
2020-10-16,15.11848
2020-10-17,8.86255
2020-10-18,9.52606
2020-10-19,23.88625
2020-10-20,18.19905
2020-10-21,18.05687
2020-10-22,21.23222
2020-10-23,13.74407
2020-10-24,7.39336
2020-10-25,8.10426
2020-10-26,15.78199
2020-10-27,16.16113
2020-10-28,17.96208
2020-10-29,14.218
2020-10-30,34.02843
2020-10-31,9.05213
2020-11-01,8.48341
2020-11-02,17.72511
2020-11-03,12.65402
2020-11-04,11.80094
2020-11-05,15.6872
2020-11-06,12.46445
2020-11-07,7.01421
2020-11-08,7.63033
2020-11-09,14.83412
2020-11-10,12.36966
2020-11-11,19.33649
2020-11-12,17.77251
2020-11-13,12.27488
2020-11-14,9.2417
2020-11-15,7.01421
2020-11-16,14.88151
2020-11-17,13.74407
2020-11-18,13.5545
2020-11-19,15.35545
2020-11-20,17.25118
2020-11-21,9.62085
2020-11-22,7.8199
2020-11-23,14.2654
2020-11-24,13.12796
2020-11-25,14.9763
2020-11-26,13.31753
2020-11-27,12.03791
2020-11-28,6.54028
2020-11-29,5.45023
2020-11-30,13.36492
2020-12-01,14.17061
2020-12-02,13.31753
2020-12-03,11.89573
2020-12-04,13.08056
2020-12-05,5.73459
2020-12-06,6.01895
2020-12-07,13.5545
2020-12-08,13.88625
2020-12-09,14.69194
2020-12-10,13.98104
2020-12-11,13.98104
2020-12-12,8.24644
2020-12-13,6.87203
2020-12-14,14.17061
2020-12-15,15.87677
2020-12-16,11.23222
2020-12-17,10.23696
2020-12-18,11.04265
2020-12-19,6.06635
2020-12-20,5.78199
2020-12-21,13.27014
2020-12-22,13.79146
2020-12-23,11.18483
2020-12-24,10.99526
2020-12-25,6.20853
2020-12-26,5.26066
2020-12-27,8.62559
2020-12-28,16.01895
2020-12-29,13.08056
2020-12-30,12.89099
2020-12-31,10.37914
2021-01-01,6.01895
2021-01-02,5.73459
2021-01-03,6.87203
2021-01-04,12.70142
2021-01-05,16.49289
2021-01-06,16.01895
2021-01-07,11.23222
2021-01-08,10.99526
2021-01-09,6.72985
2021-01-10,6.63507
2021-01-11,13.12796
2021-01-12,13.41232
2021-01-13,14.12322
2021-01-14,13.60189
2021-01-15,13.60189
2021-01-16,7.8199
2021-01-17,6.01895
2021-01-18,13.17535
2021-01-19,13.79146
2021-01-20,14.59715
2021-01-21,14.07582
2021-01-22,15.30805
2021-01-23,8.00947
2021-01-24,8.86255
2021-01-25,16.30331
2021-01-26,16.96682
2021-01-27,15.26066
2021-01-28,13.5545
2021-01-29,12.18009
2021-01-30,7.20379
2021-01-31,6.68246
2021-02-01,16.63507
2021-02-02,16.87203
2021-02-03,15.11848
2021-02-04,14.9289
2021-02-05,24.17061
2021-02-06,9.00473
2021-02-07,8.95734
2021-02-08,14.78672
2021-02-09,11.89573
2021-02-10,10.37914
2021-02-11,7.109
2021-02-12,7.8199
2021-02-13,7.25118
2021-02-14,11.23222
2021-02-15,17.86729
2021-02-16,16.01895
2021-02-17,16.11374
2021-02-18,15.73459
2021-02-19,10.75829
2021-02-20,7.48815
2021-02-21,6.77725
2021-02-22,15.16587
2021-02-23,16.77725
2021-02-24,26.3981
2021-02-25,20.7109
2021-02-26,13.69668
2021-02-27,7.8199
2021-02-28,5.78199
2021-03-01,7.109
2021-03-02,14.83412
2021-03-03,14.69194
2021-03-04,13.74407
2021-03-05,12.41706
2021-03-06,7.63033
2021-03-07,7.29857
2021-03-08,16.54028
2021-03-09,16.01895
2021-03-10,14.2654
2021-03-11,16.20853
2021-03-12,14.2654
2021-03-13,9.00473
2021-03-14,7.91469
2021-03-15,17.15639
2021-03-16,14.88151
2021-03-17,13.88625
2021-03-18,15.11848
2021-03-19,11.80094
2021-03-20,8.48341
2021-03-21,8.48341
2021-03-22,16.01895
2021-03-23,14.36018
2021-03-24,13.88625
2021-03-25,24.88151
2021-03-26,14.12322
2021-03-27,6.44549
2021-03-28,6.49289
2021-03-29,20.80568
2021-03-30,18.24644
2021-03-31,16.49289
2021-04-01,13.88625
2021-04-02,12.36966
2021-04-03,8.05687
2021-04-04,8.5308
2021-04-05,15.02369
2021-04-06,17.15639
2021-04-07,23.83886
2021-04-08,14.17061
2021-04-09,13.45971
2021-04-10,7.109
2021-04-11,7.58293
2021-04-12,14.54976
2021-04-13,15.35545
2021-04-14,15.30805
2021-04-15,13.22274
2021-04-16,11.89573
2021-04-17,6.25592
2021-04-18,6.54028
2021-04-19,14.07582
2021-04-20,13.41232
2021-04-21,14.45497
2021-04-22,12.89099
2021-04-23,12.32227
2021-04-24,6.35071
2021-04-25,6.54028
2021-04-26,13.45971
2021-04-27,14.50236
2021-04-28,14.40758
2021-04-29,12.51184
2021-04-30,11.13744
2021-05-01,6.11374
2021-05-02,6.49289
2021-05-03,12.1327
2021-05-04,11.84834
2021-05-05,12.1327
2021-05-06,17.58293
2021-05-07,12.0853
2021-05-08,6.3981
2021-05-09,7.72511
2021-05-10,12.51184
2021-05-11,15.16587
2021-05-12,13.27014
2021-05-13,13.5071
2021-05-14,12.0853
2021-05-15,5.87677
2021-05-16,5.82938
2021-05-17,13.45971
2021-05-18,13.31753
2021-05-19,6.49289
2021-05-20,12.7962
2021-05-21,10.0
2021-05-22,6.82464
2021-05-23,5.11848
2021-05-24,15.59241
2021-05-25,28.00947
2021-05-26,32.1327
2021-05-27,23.45971
2021-05-28,16.82464
2021-05-29,11.04265
2021-05-30,8.00947
2021-05-31,16.87203
2021-06-01,14.9763
2021-06-02,12.46445
2021-06-03,16.06635
2021-06-04,15.11848
2021-06-05,8.05687
2021-06-06,6.96682
2021-06-07,15.21327
2021-06-08,14.45497
2021-06-09,16.72985
2021-06-10,14.12322
2021-06-11,12.18009
2021-06-12,8.05687
2021-06-13,6.82464
2021-06-14,13.60189
2021-06-15,13.5545
2021-06-16,14.2654
2021-06-17,15.21327
2021-06-18,13.27014
2021-06-19,7.20379
2021-06-20,8.57819
2021-06-21,29.38388
2021-06-22,17.86729
2021-06-23,14.07582
2021-06-24,17.34597
2021-06-25,14.64454
2021-06-26,7.25118
2021-06-27,7.48815
2021-06-28,17.58293
2021-06-29,13.93364
2021-06-30,14.73933
2021-07-01,13.27014
2021-07-02,13.03317
2021-07-03,7.06161
2021-07-04,7.29857
2021-07-05,14.2654
2021-07-06,15.02369
2021-07-07,11.46919
2021-07-08,12.32227
2021-07-09,11.13744
2021-07-10,5.78199
2021-07-11,5.54502
2021-07-12,13.5071
2021-07-13,22.89099
2021-07-14,15.07109
2021-07-15,12.1327
2021-07-16,11.75355
2021-07-17,7.53554
2021-07-18,8.34123
2021-07-19,14.50236
2021-07-20,16.06635
2021-07-21,13.45971
2021-07-22,14.73933
2021-07-23,13.64928
2021-07-24,7.44075
2021-07-25,10.37914
2021-07-26,14.36018
2021-07-27,12.98578
2021-07-28,12.36966
2021-07-29,10.61611
2021-07-30,9.9526
2021-07-31,5.54502
2021-08-01,7.29857
2021-08-02,13.69668
2021-08-03,14.88151
2021-08-04,17.96208
2021-08-05,14.59715
2021-08-06,13.83886
2021-08-07,8.10426
2021-08-08,8.48341
2021-08-09,18.15165
2021-08-10,23.17535
2021-08-11,16.01895
2021-08-12,13.17535
2021-08-13,13.5545
2021-08-14,8.76777
2021-08-15,9.9526
2021-08-16,8.81516
2021-08-17,16.44549
2021-08-18,17.29857
2021-08-19,13.08056
2021-08-20,12.8436
2021-08-21,10.7109
2021-08-22,7.63033
2021-08-23,14.07582
2021-08-24,12.36966
2021-08-25,15.92417
2021-08-26,14.9763
2021-08-27,11.99052
2021-08-28,6.96682
2021-08-29,16.68246
2021-08-30,15.92417
2021-08-31,13.5071
2021-09-01,11.75355
2021-09-02,13.41232
2021-09-03,12.98578
2021-09-04,7.39336
2021-09-05,7.06161
2021-09-06,12.46445
2021-09-07,12.74881
2021-09-08,14.59715
2021-09-09,11.84834
2021-09-10,12.27488
2021-09-11,8.5308
2021-09-12,6.06635
2021-09-13,14.9763
2021-09-14,15.97156
2021-09-15,12.89099
2021-09-16,11.51658
2021-09-17,9.09952
2021-09-18,6.54028
2021-09-19,6.58767
2021-09-20,5.40284
2021-09-21,7.53554
2021-09-22,6.54028
2021-09-23,55.97156
2021-09-24,22.03791
2021-09-25,11.4218
2021-09-26,9.33649
2021-09-27,17.8199
2021-09-28,17.29857
2021-09-29,16.3981
2021-09-30,18.15165
2021-10-01,15.59241
2021-10-02,10.42654
2021-10-03,9.47867
2021-10-04,11.75355
2021-10-05,18.34123
2021-10-06,18.34123
2021-10-07,15.54502
2021-10-08,13.5545
2021-10-09,7.8199
2021-10-10,7.34597
2021-10-11,9.57345
2021-10-12,13.93364
2021-10-13,14.2654
2021-10-14,15.02369
2021-10-15,13.5071
2021-10-16,8.76777
2021-10-17,6.77725
2021-10-18,18.67298
2021-10-19,14.12322
2021-10-20,15.07109
2021-10-21,14.2654
2021-10-22,12.55924
2021-10-23,6.91943
2021-10-24,6.25592
2021-10-25,16.58767
2021-10-26,16.30331
2021-10-27,15.87677
2021-10-28,14.36018
2021-10-29,18.72037
2021-10-30,6.72985
2021-10-31,8.05687
2021-11-01,11.84834
2021-11-02,14.2654
2021-11-03,11.70616
2021-11-04,13.45971
2021-11-05,100.0
2021-11-06,24.02843
2021-11-07,11.51658
2021-11-08,14.73933
2021-11-09,14.88151
2021-11-10,21.3744
2021-11-11,16.82464
2021-11-12,14.9289
2021-11-13,8.29383
2021-11-14,7.58293
2021-11-15,18.86255
2021-11-16,15.82938
2021-11-17,15.59241
2021-11-18,15.40284
2021-11-19,14.54976
2021-11-20,7.63033
2021-11-21,8.95734
2021-11-22,16.49289
2021-11-23,19.05213
2021-11-24,14.50236
2021-11-25,17.34597
2021-11-26,12.65402
2021-11-27,7.96208
2021-11-28,9.14691
2021-11-29,17.29857
2021-11-30,14.9289
2021-12-01,14.40758
2021-12-02,15.11848
2021-12-03,11.51658
2021-12-04,7.53554
2021-12-05,8.15165
2021-12-06,16.35071
2021-12-07,16.63507
2021-12-08,22.70142
2021-12-09,23.31753
2021-12-10,16.63507
2021-12-11,9.09952
2021-12-12,8.62559
2021-12-13,14.31279
2021-12-14,15.6872
2021-12-15,15.97156
2021-12-16,16.20853
2021-12-17,12.55924
2021-12-18,8.05687
2021-12-19,8.05687
2021-12-20,16.44549
2021-12-21,14.64454
2021-12-22,14.50236
2021-12-23,14.2654
2021-12-24,10.75829
2021-12-25,5.21327
2021-12-26,5.92417
2021-12-27,16.25592
2021-12-28,13.17535
2021-12-29,18.43601
2021-12-30,15.63981
2021-12-31,10.37914
2022-01-01,9.28909
2022-01-02,7.34597
2022-01-03,14.12322
2022-01-04,14.9289
2022-01-05,15.92417
2022-01-06,15.78199
2022-01-07,12.0853
2022-01-08,9.9526
2022-01-09,11.99052
2022-01-10,22.7962
2022-01-11,17.63033
2022-01-12,16.25592
2022-01-13,14.69194
2022-01-14,12.93838
2022-01-15,6.87203
2022-01-16,7.20379
2022-01-17,16.68246
2022-01-18,16.25592
2022-01-19,14.9763
2022-01-20,16.25592
2022-01-21,13.27014
2022-01-22,8.15165
2022-01-23,7.8199
2022-01-24,16.77725
2022-01-25,20.52132
2022-01-26,16.49289
2022-01-27,15.40284
2022-01-28,9.9526
2022-01-29,6.25592
2022-01-30,7.67772
2022-01-31,14.218
2022-02-01,15.63981
2022-02-02,11.56398
2022-02-03,17.48815
2022-02-04,18.76777
2022-02-05,10.47393
2022-02-06,10.09478
2022-02-07,19.19431
2022-02-08,19.38388
2022-02-09,19.85781
2022-02-10,16.63507
2022-02-11,15.11848
2022-02-12,10.28436
2022-02-13,8.62559
2022-02-14,18.95734
2022-02-15,19.33649
2022-02-16,16.3981
2022-02-17,15.30805
2022-02-18,15.11848
2022-02-19,7.34597
2022-02-20,7.96208
2022-02-21,16.58767
2022-02-22,16.44549
2022-02-23,15.40284
2022-02-24,14.54976
2022-02-25,11.65876
2022-02-26,7.44075
2022-02-27,6.3981
2022-02-28,13.5071
2022-03-01,8.5308
2022-03-02,13.64928
2022-03-03,14.2654
2022-03-04,14.69194
2022-03-05,8.05687
2022-03-06,7.39336
2022-03-07,13.88625
2022-03-08,13.69668
2022-03-09,8.67298
2022-03-10,15.40284
2022-03-11,14.12322
2022-03-12,7.53554
2022-03-13,8.00947
2022-03-14,17.25118
2022-03-15,15.87677
2022-03-16,16.91943
2022-03-17,16.3981
2022-03-18,13.69668
2022-03-19,7.58293
2022-03-20,6.49289
2022-03-21,14.12322
2022-03-22,14.9763
2022-03-23,14.07582
2022-03-24,15.82938
2022-03-25,12.65402
2022-03-26,8.24644
2022-03-27,7.34597
2022-03-28,17.25118
2022-03-29,16.20853
2022-03-30,15.82938
2022-03-31,17.34597
2022-04-01,13.31753
2022-04-02,8.90995
2022-04-03,11.04265
2022-04-04,19.28909
2022-04-05,19.05213
2022-04-06,22.36966
2022-04-07,17.20379
2022-04-08,14.69194
2022-04-09,7.29857
2022-04-10,7.48815
2022-04-11,15.11848
2022-04-12,17.77251
2022-04-13,16.63507
2022-04-14,17.96208
2022-04-15,14.73933
2022-04-16,8.76777
2022-04-17,8.19905
2022-04-18,17.77251
2022-04-19,17.20379
2022-04-20,15.49763
2022-04-21,14.69194
2022-04-22,16.3981
2022-04-23,10.6635
2022-04-24,9.05213
2022-04-25,15.82938
2022-04-26,17.86729
2022-04-27,17.29857
2022-04-28,16.16113
2022-04-29,14.12322
2022-04-30,6.06635
2022-05-01,5.87677
2022-05-02,15.92417
2022-05-03,15.07109
2022-05-04,14.12322
2022-05-05,6.82464
2022-05-06,12.22748
2022-05-07,7.25118
2022-05-08,6.63507
2022-05-09,16.91943
2022-05-10,15.87677
2022-05-11,16.06635
2022-05-12,14.9763
2022-05-13,12.89099
2022-05-14,7.109
2022-05-15,6.3981
2022-05-16,14.69194
2022-05-17,16.82464
2022-05-18,15.87677
2022-05-19,13.74407
2022-05-20,12.70142
2022-05-21,7.20379
2022-05-22,7.29857
2022-05-23,15.02369
2022-05-24,16.63507
2022-05-25,16.96682
2022-05-26,16.68246
2022-05-27,14.54976
2022-05-28,5.97156
2022-05-29,5.97156
2022-05-30,14.218
2022-05-31,14.12322
2022-06-01,6.3981
2022-06-02,13.36492
2022-06-03,16.72985
2022-06-04,9.52606
2022-06-05,6.44549
2022-06-06,7.72511
2022-06-07,15.59241
2022-06-08,16.87203
2022-06-09,15.54502
2022-06-10,13.22274
2022-06-11,7.72511
2022-06-12,8.15165
2022-06-13,19.05213
2022-06-14,17.109
2022-06-15,15.63981
2022-06-16,16.16113
2022-06-17,14.36018
2022-06-18,7.63033
2022-06-19,6.63507
2022-06-20,14.9763
2022-06-21,17.34597
2022-06-22,15.26066
2022-06-23,13.5071
2022-06-24,13.17535
2022-06-25,6.87203
2022-06-26,8.00947
2022-06-27,13.22274
2022-06-28,18.43601
2022-06-29,20.47393
2022-06-30,19.19431
2022-07-01,13.5071
2022-07-02,7.34597
2022-07-03,6.49289
2022-07-04,14.218
2022-07-05,13.36492
2022-07-06,12.03791
2022-07-07,13.88625
2022-07-08,12.1327
2022-07-09,9.81042
2022-07-10,6.72985
2022-07-11,18.90995
2022-07-12,14.54976
2022-07-13,12.03791
2022-07-14,13.27014
2022-07-15,13.88625
2022-07-16,6.87203
2022-07-17,6.82464
2022-07-18,13.64928
2022-07-19,16.01895
2022-07-20,14.36018
2022-07-21,13.41232
2022-07-22,16.11374
2022-07-23,7.77251
2022-07-24,6.72985
2022-07-25,13.93364
2022-07-26,16.91943
2022-07-27,13.60189
2022-07-28,12.1327
2022-07-29,13.08056
2022-07-30,6.91943
2022-07-31,5.73459
2022-08-01,13.79146
2022-08-02,13.41232
2022-08-03,15.92417
2022-08-04,16.30331
2022-08-05,14.07582
2022-08-06,7.53554
2022-08-07,6.68246
2022-08-08,14.36018
2022-08-09,21.09004
2022-08-10,20.33175
2022-08-11,14.9763
2022-08-12,16.16113
2022-08-13,8.05687
2022-08-14,10.33175
2022-08-15,11.65876
2022-08-16,16.96682
2022-08-17,17.01421
2022-08-18,14.59715
2022-08-19,13.98104
2022-08-20,11.75355
2022-08-21,9.14691
2022-08-22,15.59241
2022-08-23,17.01421
2022-08-24,13.79146
2022-08-25,14.07582
2022-08-26,13.22274
2022-08-27,7.96208
2022-08-28,8.62559
2022-08-29,14.17061
2022-08-30,14.83412
