date,플렌스테드모빌
2020-07-13,20.17543
2020-07-14,33.33333
2020-07-15,25.87719
2020-07-16,20.61403
2020-07-17,17.98245
2020-07-18,17.54385
2020-07-19,27.63157
2020-07-20,31.57894
2020-07-21,32.01754
2020-07-22,28.07017
2020-07-23,21.05263
2020-07-24,26.75438
2020-07-25,19.73684
2020-07-26,26.31578
2020-07-27,33.33333
2020-07-28,28.50877
2020-07-29,25.43859
2020-07-30,17.54385
2020-07-31,28.50877
2020-08-01,22.36842
2020-08-02,25.0
2020-08-03,32.45614
2020-08-04,23.68421
2020-08-05,43.42105
2020-08-06,30.26315
2020-08-07,29.82456
2020-08-08,23.24561
2020-08-09,29.82456
2020-08-10,33.77192
2020-08-11,22.36842
2020-08-12,29.38596
2020-08-13,22.80701
2020-08-14,25.43859
2020-08-15,19.29824
2020-08-16,21.92982
2020-08-17,21.92982
2020-08-18,20.17543
2020-08-19,24.5614
2020-08-20,45.17543
2020-08-21,21.92982
2020-08-22,21.92982
2020-08-23,26.75438
2020-08-24,28.07017
2020-08-25,36.8421
2020-08-26,32.89473
2020-08-27,30.26315
2020-08-28,37.71929
2020-08-29,24.5614
2020-08-30,47.80701
2020-08-31,37.2807
2020-09-01,25.0
2020-09-02,30.26315
2020-09-03,32.89473
2020-09-04,30.26315
2020-09-05,26.31578
2020-09-06,35.08771
2020-09-07,51.75438
2020-09-08,41.22807
2020-09-09,31.57894
2020-09-10,45.17543
2020-09-11,32.45614
2020-09-12,34.21052
2020-09-13,27.63157
2020-09-14,28.94736
2020-09-15,39.47368
2020-09-16,58.77192
2020-09-17,47.80701
2020-09-18,31.14035
2020-09-19,39.03508
2020-09-20,29.82456
2020-09-21,41.22807
2020-09-22,35.96491
2020-09-23,34.64912
2020-09-24,35.52631
2020-09-25,25.0
2020-09-26,31.14035
2020-09-27,32.45614
2020-09-28,26.75438
2020-09-29,20.17543
2020-09-30,45.17543
2020-10-01,30.70175
2020-10-02,29.38596
2020-10-03,31.57894
2020-10-04,34.64912
2020-10-05,37.2807
2020-10-06,34.64912
2020-10-07,34.64912
2020-10-08,35.08771
2020-10-09,39.03508
2020-10-10,24.5614
2020-10-11,35.52631
2020-10-12,53.94736
2020-10-13,29.82456
2020-10-14,28.07017
2020-10-15,22.80701
2020-10-16,19.29824
2020-10-17,21.49122
2020-10-18,26.31578
2020-10-19,25.87719
2020-10-20,24.1228
2020-10-21,25.87719
2020-10-22,29.82456
2020-10-23,18.85964
2020-10-24,28.50877
2020-10-25,21.92982
2020-10-26,21.05263
2020-10-27,25.43859
2020-10-28,30.70175
2020-10-29,29.38596
2020-10-30,30.26315
2020-10-31,25.43859
2020-11-01,37.71929
2020-11-02,29.38596
2020-11-03,30.26315
2020-11-04,24.5614
2020-11-05,26.31578
2020-11-06,27.63157
2020-11-07,29.82456
2020-11-08,39.91228
2020-11-09,29.38596
2020-11-10,31.14035
2020-11-11,67.10526
2020-11-12,50.43859
2020-11-13,41.66666
2020-11-14,42.54385
2020-11-15,76.75438
2020-11-16,60.96491
2020-11-17,42.54385
2020-11-18,46.49122
2020-11-19,43.85964
2020-11-20,60.52631
2020-11-21,43.85964
2020-11-22,40.35087
2020-11-23,47.80701
2020-11-24,49.5614
2020-11-25,40.35087
2020-11-26,39.03508
2020-11-27,40.35087
2020-11-28,33.77192
2020-11-29,47.80701
2020-11-30,46.49122
2020-12-01,70.17543
2020-12-02,65.35087
2020-12-03,67.98245
2020-12-04,60.08771
2020-12-05,50.43859
2020-12-06,59.64912
2020-12-07,68.85964
2020-12-08,65.78947
2020-12-09,82.01754
2020-12-10,67.98245
2020-12-11,66.22807
2020-12-12,47.36842
2020-12-13,47.36842
2020-12-14,72.80701
2020-12-15,50.43859
2020-12-16,56.57894
2020-12-17,46.92982
2020-12-18,57.45614
2020-12-19,54.82456
2020-12-20,49.1228
2020-12-21,47.80701
2020-12-22,72.36842
2020-12-23,45.61403
2020-12-24,49.1228
2020-12-25,44.73684
2020-12-26,38.15789
2020-12-27,48.68421
2020-12-28,50.0
2020-12-29,56.14035
2020-12-30,42.10526
2020-12-31,37.71929
2021-01-01,34.64912
2021-01-02,60.52631
2021-01-03,70.17543
2021-01-04,45.61403
2021-01-05,42.98245
2021-01-06,68.85964
2021-01-07,58.33333
2021-01-08,71.05263
2021-01-09,57.89473
2021-01-10,65.78947
2021-01-11,61.4035
2021-01-12,100.0
2021-01-13,62.2807
2021-01-14,72.36842
2021-01-15,59.21052
2021-01-16,56.14035
2021-01-17,49.5614
2021-01-18,56.14035
2021-01-19,70.61403
2021-01-20,68.42105
2021-01-21,48.24561
2021-01-22,57.01754
2021-01-23,49.5614
2021-01-24,67.98245
2021-01-25,51.31578
2021-01-26,49.1228
2021-01-27,50.0
2021-01-28,50.43859
2021-01-29,60.52631
2021-01-30,47.80701
2021-01-31,60.96491
2021-02-01,74.1228
2021-02-02,52.19298
2021-02-03,49.5614
2021-02-04,44.73684
2021-02-05,47.36842
2021-02-06,48.68421
2021-02-07,40.78947
2021-02-08,38.15789
2021-02-09,51.75438
2021-02-10,47.80701
2021-02-11,55.70175
2021-02-12,36.8421
2021-02-13,33.77192
2021-02-14,39.47368
2021-02-15,36.8421
2021-02-16,48.24561
2021-02-17,38.15789
2021-02-18,41.22807
2021-02-19,36.8421
2021-02-20,34.64912
2021-02-21,39.91228
2021-02-22,31.14035
2021-02-23,35.08771
2021-02-24,64.91228
2021-02-25,59.21052
2021-02-26,49.1228
2021-02-27,31.57894
2021-02-28,44.73684
2021-03-01,34.21052
2021-03-02,50.43859
2021-03-03,42.98245
2021-03-04,39.47368
2021-03-05,35.52631
2021-03-06,28.07017
2021-03-07,47.36842
2021-03-08,37.2807
2021-03-09,38.59649
2021-03-10,46.05263
2021-03-11,39.03508
2021-03-12,46.05263
2021-03-13,39.91228
2021-03-14,38.15789
2021-03-15,48.24561
2021-03-16,36.8421
2021-03-17,49.1228
2021-03-18,37.71929
2021-03-19,34.64912
2021-03-20,29.82456
2021-03-21,46.05263
2021-03-22,41.22807
2021-03-23,39.91228
2021-03-24,36.4035
2021-03-25,32.89473
2021-03-26,32.45614
2021-03-27,27.19298
2021-03-28,29.82456
2021-03-29,46.49122
2021-03-30,27.63157
2021-03-31,44.29824
2021-04-01,32.45614
2021-04-02,28.07017
2021-04-03,25.0
2021-04-04,32.89473
2021-04-05,35.52631
2021-04-06,27.19298
2021-04-07,32.89473
2021-04-08,29.82456
2021-04-09,32.89473
2021-04-10,26.75438
2021-04-11,25.0
2021-04-12,25.0
2021-04-13,34.64912
2021-04-14,35.96491
2021-04-15,29.38596
2021-04-16,25.0
2021-04-17,39.47368
2021-04-18,22.80701
2021-04-19,26.31578
2021-04-20,37.2807
2021-04-21,29.82456
2021-04-22,23.24561
2021-04-23,24.5614
2021-04-24,26.31578
2021-04-25,30.70175
2021-04-26,24.5614
2021-04-27,25.0
2021-04-28,36.8421
2021-04-29,34.21052
2021-04-30,33.33333
2021-05-01,28.50877
2021-05-02,28.50877
2021-05-03,30.26315
2021-05-04,24.1228
2021-05-05,32.01754
2021-05-06,30.26315
2021-05-07,31.14035
2021-05-08,17.54385
2021-05-09,20.61403
2021-05-10,27.63157
2021-05-11,28.94736
2021-05-12,36.4035
2021-05-13,27.63157
2021-05-14,26.31578
2021-05-15,24.1228
2021-05-16,48.24561
2021-05-17,36.8421
2021-05-18,27.19298
2021-05-19,25.43859
2021-05-20,23.68421
2021-05-21,31.14035
2021-05-22,21.49122
2021-05-23,27.19298
2021-05-24,30.26315
2021-05-25,33.33333
2021-05-26,31.57894
2021-05-27,28.50877
2021-05-28,26.31578
2021-05-29,22.36842
2021-05-30,32.01754
2021-05-31,28.94736
2021-06-01,26.75438
2021-06-02,27.63157
2021-06-03,24.5614
2021-06-04,21.92982
2021-06-05,23.24561
2021-06-06,26.31578
2021-06-07,17.98245
2021-06-08,28.50877
2021-06-09,28.94736
2021-06-10,25.87719
2021-06-11,30.70175
2021-06-12,32.45614
2021-06-13,20.61403
2021-06-14,21.05263
2021-06-15,46.49122
2021-06-16,30.70175
2021-06-17,30.26315
2021-06-18,29.82456
2021-06-19,20.17543
2021-06-20,21.49122
2021-06-21,29.38596
2021-06-22,40.35087
2021-06-23,41.22807
2021-06-24,25.87719
2021-06-25,28.07017
2021-06-26,21.49122
2021-06-27,26.31578
2021-06-28,32.01754
2021-06-29,33.77192
2021-06-30,28.94736
2021-07-01,27.19298
2021-07-02,26.31578
2021-07-03,25.0
2021-07-04,25.43859
2021-07-05,36.4035
2021-07-06,27.19298
2021-07-07,57.89473
2021-07-08,28.07017
2021-07-09,23.24561
2021-07-10,23.24561
2021-07-11,26.31578
2021-07-12,33.33333
2021-07-13,27.19298
2021-07-14,26.75438
2021-07-15,12.71929
2021-07-16,25.0
2021-07-17,29.38596
2021-07-18,27.19298
2021-07-19,25.87719
2021-07-20,32.89473
2021-07-21,31.57894
2021-07-22,28.94736
2021-07-23,32.01754
2021-07-24,32.01754
2021-07-25,30.70175
2021-07-26,28.07017
2021-07-27,40.35087
2021-07-28,29.38596
2021-07-29,24.5614
2021-07-30,21.49122
2021-07-31,19.73684
2021-08-01,30.26315
2021-08-02,31.57894
2021-08-03,29.82456
2021-08-04,27.19298
2021-08-05,29.38596
2021-08-06,28.50877
2021-08-07,19.73684
2021-08-08,26.31578
2021-08-09,23.68421
2021-08-10,35.08771
2021-08-11,34.21052
2021-08-12,34.64912
2021-08-13,21.05263
2021-08-14,25.0
2021-08-15,29.38596
2021-08-16,33.77192
2021-08-17,24.1228
2021-08-18,71.05263
2021-08-19,28.07017
2021-08-20,25.87719
2021-08-21,23.24561
2021-08-22,30.26315
2021-08-23,35.96491
2021-08-24,32.45614
2021-08-25,28.07017
2021-08-26,25.43859
2021-08-27,29.82456
2021-08-28,20.17543
2021-08-29,28.50877
2021-08-30,21.92982
2021-08-31,31.57894
2021-09-01,32.01754
2021-09-02,27.63157
2021-09-03,23.68421
2021-09-04,22.80701
2021-09-05,30.26315
2021-09-06,35.08771
2021-09-07,23.68421
2021-09-08,28.07017
2021-09-09,23.68421
2021-09-10,22.80701
2021-09-11,25.43859
2021-09-12,32.89473
2021-09-13,27.19298
2021-09-14,29.38596
2021-09-15,25.0
2021-09-16,32.01754
2021-09-17,18.85964
2021-09-18,20.17543
2021-09-19,27.19298
2021-09-20,19.29824
2021-09-21,30.26315
2021-09-22,21.05263
2021-09-23,31.14035
2021-09-24,35.52631
2021-09-25,36.8421
2021-09-26,29.38596
2021-09-27,32.89473
2021-09-28,21.05263
2021-09-29,40.78947
2021-09-30,38.15789
2021-10-01,34.64912
2021-10-02,29.38596
2021-10-03,24.5614
2021-10-04,31.57894
2021-10-05,28.07017
2021-10-06,32.45614
2021-10-07,17.54385
2021-10-08,16.66666
2021-10-09,20.17543
2021-10-10,27.63157
2021-10-11,39.91228
2021-10-12,30.26315
2021-10-13,32.45614
2021-10-14,19.29824
2021-10-15,18.85964
2021-10-16,26.75438
2021-10-17,28.07017
2021-10-18,18.42105
2021-10-19,26.31578
2021-10-20,15.35087
2021-10-21,22.36842
2021-10-22,22.36842
2021-10-23,28.50877
2021-10-24,42.10526
2021-10-25,42.98245
2021-10-26,31.57894
2021-10-27,25.0
2021-10-28,34.21052
2021-10-29,25.87719
2021-10-30,25.0
2021-10-31,28.94736
2021-11-01,32.45614
2021-11-02,21.49122
2021-11-03,35.52631
2021-11-04,32.45614
2021-11-05,37.2807
2021-11-06,34.21052
2021-11-07,51.75438
2021-11-08,34.64912
2021-11-09,46.92982
2021-11-10,51.31578
2021-11-11,39.91228
2021-11-12,43.85964
2021-11-13,46.49122
2021-11-14,47.80701
2021-11-15,71.05263
2021-11-16,73.24561
2021-11-17,53.94736
2021-11-18,52.19298
2021-11-19,57.89473
2021-11-20,46.05263
2021-11-21,56.14035
2021-11-22,64.91228
2021-11-23,63.15789
2021-11-24,54.82456
2021-11-25,54.38596
2021-11-26,47.80701
2021-11-27,61.4035
2021-11-28,71.92982
2021-11-29,62.71929
2021-11-30,54.38596
2021-12-01,54.38596
2021-12-02,49.5614
2021-12-03,52.19298
2021-12-04,49.1228
2021-12-05,53.94736
2021-12-06,52.63157
2021-12-07,54.82456
2021-12-08,76.31578
2021-12-09,72.80701
2021-12-10,48.68421
2021-12-11,51.31578
2021-12-12,56.57894
2021-12-13,50.0
2021-12-14,75.0
2021-12-15,58.33333
2021-12-16,50.0
2021-12-17,56.14035
2021-12-18,50.0
2021-12-19,59.64912
2021-12-20,54.82456
2021-12-21,59.64912
2021-12-22,44.29824
2021-12-23,32.01754
2021-12-24,37.2807
2021-12-25,35.96491
2021-12-26,40.35087
2021-12-27,32.45614
2021-12-28,44.29824
2021-12-29,37.71929
2021-12-30,45.17543
2021-12-31,30.26315
2022-01-01,32.01754
2022-01-02,38.15789
2022-01-03,40.35087
2022-01-04,34.21052
2022-01-05,41.66666
2022-01-06,38.15789
2022-01-07,37.2807
2022-01-08,36.4035
2022-01-09,42.98245
2022-01-10,38.59649
2022-01-11,41.22807
2022-01-12,43.85964
2022-01-13,38.59649
2022-01-14,39.47368
2022-01-15,32.01754
2022-01-16,37.71929
2022-01-17,44.29824
2022-01-18,50.43859
2022-01-19,39.03508
2022-01-20,39.47368
2022-01-21,48.68421
2022-01-22,45.61403
2022-01-23,39.91228
2022-01-24,30.70175
2022-01-25,36.4035
2022-01-26,38.59649
2022-01-27,37.71929
2022-01-28,36.8421
2022-01-29,34.21052
2022-01-30,43.85964
2022-01-31,34.64912
2022-02-01,26.75438
2022-02-02,33.33333
2022-02-03,36.8421
2022-02-04,36.4035
2022-02-05,39.91228
2022-02-06,46.92982
2022-02-07,52.63157
2022-02-08,49.1228
2022-02-09,44.29824
2022-02-10,41.22807
2022-02-11,43.85964
2022-02-12,41.22807
2022-02-13,52.19298
2022-02-14,46.49122
2022-02-15,42.10526
2022-02-16,53.50877
2022-02-17,49.1228
2022-02-18,41.22807
2022-02-19,52.19298
2022-02-20,51.31578
2022-02-21,49.5614
2022-02-22,45.61403
2022-02-23,48.68421
2022-02-24,46.92982
2022-02-25,30.70175
2022-02-26,38.59649
2022-02-27,47.80701
2022-02-28,47.36842
2022-03-01,42.98245
2022-03-02,29.82456
2022-03-03,45.61403
2022-03-04,39.47368
2022-03-05,35.08771
2022-03-06,39.47368
2022-03-07,41.66666
2022-03-08,37.71929
2022-03-09,33.33333
2022-03-10,31.57894
2022-03-11,35.52631
2022-03-12,41.22807
2022-03-13,39.47368
2022-03-14,35.52631
2022-03-15,39.03508
2022-03-16,35.08771
2022-03-17,22.36842
2022-03-18,33.33333
2022-03-19,33.33333
2022-03-20,35.08771
2022-03-21,43.85964
2022-03-22,34.64912
2022-03-23,46.49122
2022-03-24,41.66666
2022-03-25,31.14035
2022-03-26,38.59649
2022-03-27,50.87719
2022-03-28,39.47368
2022-03-29,51.75438
2022-03-30,24.1228
2022-03-31,34.21052
2022-04-01,28.07017
2022-04-02,24.5614
2022-04-03,39.91228
2022-04-04,32.01754
2022-04-05,32.89473
2022-04-06,47.36842
2022-04-07,35.96491
2022-04-08,37.71929
2022-04-09,27.63157
2022-04-10,17.54385
2022-04-11,30.70175
2022-04-12,33.33333
2022-04-13,19.73684
2022-04-14,30.70175
2022-04-15,21.05263
2022-04-16,17.10526
2022-04-17,23.24561
2022-04-18,31.57894
2022-04-19,29.38596
2022-04-20,30.26315
2022-04-21,35.08771
2022-04-22,26.75438
2022-04-23,27.63157
2022-04-24,49.1228
2022-04-25,25.43859
2022-04-26,36.4035
2022-04-27,43.42105
2022-04-28,34.64912
2022-04-29,29.38596
2022-04-30,27.63157
2022-05-01,30.26315
2022-05-02,29.38596
2022-05-03,21.92982
2022-05-04,31.14035
2022-05-05,17.10526
2022-05-06,27.63157
2022-05-07,17.98245
2022-05-08,36.4035
2022-05-09,24.5614
2022-05-10,26.31578
2022-05-11,30.70175
2022-05-12,35.96491
2022-05-13,18.85964
2022-05-14,20.61403
2022-05-15,18.85964
2022-05-16,27.63157
2022-05-17,39.47368
2022-05-18,34.64912
2022-05-19,30.70175
2022-05-20,25.87719
2022-05-21,17.10526
2022-05-22,17.54385
2022-05-23,18.85964
2022-05-24,25.43859
2022-05-25,22.80701
2022-05-26,32.01754
2022-05-27,17.98245
2022-05-28,19.73684
2022-05-29,28.50877
2022-05-30,25.43859
2022-05-31,35.96491
2022-06-01,23.24561
2022-06-02,26.31578
2022-06-03,31.14035
2022-06-04,21.05263
2022-06-05,23.24561
2022-06-06,24.5614
2022-06-07,33.33333
2022-06-08,32.01754
2022-06-09,34.64912
2022-06-10,31.14035
2022-06-11,34.21052
2022-06-12,27.63157
2022-06-13,22.36842
2022-06-14,19.73684
2022-06-15,27.19298
2022-06-16,27.63157
2022-06-17,34.64912
2022-06-18,21.49122
2022-06-19,21.49122
2022-06-20,27.19298
2022-06-21,20.61403
2022-06-22,26.75438
2022-06-23,34.21052
2022-06-24,22.36842
2022-06-25,34.21052
2022-06-26,33.33333
2022-06-27,25.43859
2022-06-28,22.80701
2022-06-29,36.4035
2022-06-30,19.29824
2022-07-01,21.92982
2022-07-02,24.1228
2022-07-03,25.87719
2022-07-04,26.75438
2022-07-05,28.94736
2022-07-06,25.0
2022-07-07,32.89473
2022-07-08,23.24561
2022-07-09,20.61403
2022-07-10,24.1228
2022-07-11,23.24561
2022-07-12,25.43859
2022-07-13,24.1228
2022-07-14,25.43859
2022-07-15,24.5614
2022-07-16,24.5614
2022-07-17,21.05263
2022-07-18,23.68421
2022-07-19,24.1228
2022-07-20,39.91228
2022-07-21,21.05263
2022-07-22,26.31578
2022-07-23,21.92982
2022-07-24,29.38596
2022-07-25,28.50877
2022-07-26,18.85964
2022-07-27,22.36842
2022-07-28,22.36842
2022-07-29,21.49122
2022-07-30,23.24561
2022-07-31,21.49122
2022-08-01,25.43859
2022-08-02,24.5614
2022-08-03,20.17543
2022-08-04,16.22807
2022-08-05,20.61403
2022-08-06,18.85964
2022-08-07,24.5614
2022-08-08,27.19298
2022-08-09,28.94736
2022-08-10,22.36842
2022-08-11,19.29824
2022-08-12,19.29824
2022-08-13,17.54385
2022-08-14,19.73684
2022-08-15,35.08771
2022-08-16,22.80701
2022-08-17,22.80701
2022-08-18,23.24561
2022-08-19,28.07017
2022-08-20,23.24561
2022-08-21,24.1228
2022-08-22,27.63157
2022-08-23,30.70175
2022-08-24,19.73684
2022-08-25,19.73684
2022-08-26,17.98245
2022-08-27,19.73684
2022-08-28,22.36842
2022-08-29,28.50877
2022-08-30,24.1228
2022-08-31,23.24561
2022-09-01,27.19298
2022-09-02,14.91228
2022-09-03,29.82456
2022-09-04,25.0
2022-09-05,24.1228
2022-09-06,21.05263
2022-09-07,25.87719
2022-09-08,11.8421
2022-09-09,14.47368
2022-09-10,16.22807
2022-09-11,20.17543
2022-09-12,18.42105
2022-09-13,23.24561
2022-09-14,19.29824
2022-09-15,15.78947
2022-09-16,20.61403
2022-09-17,22.36842
2022-09-18,14.03508
2022-09-19,21.05263
2022-09-20,20.17543
2022-09-21,20.61403
2022-09-22,25.0
2022-09-23,24.5614
2022-09-24,33.77192
2022-09-25,22.36842
2022-09-26,21.92982
2022-09-27,21.49122
2022-09-28,19.73684
2022-09-29,25.43859
2022-09-30,12.2807
2022-10-01,16.66666
2022-10-02,18.85964
2022-10-03,24.5614
2022-10-04,28.07017
2022-10-05,24.1228
2022-10-06,26.31578
2022-10-07,20.61403
2022-10-08,16.22807
2022-10-09,21.05263
2022-10-10,26.31578
2022-10-11,22.80701
2022-10-12,29.82456
2022-10-13,32.89473
2022-10-14,20.61403
2022-10-15,25.0
2022-10-16,20.61403
2022-10-17,26.31578
2022-10-18,31.57894
2022-10-19,24.1228
2022-10-20,23.24561
2022-10-21,19.73684
2022-10-22,18.85964
2022-10-23,21.49122
2022-10-24,24.1228
2022-10-25,18.85964
2022-10-26,25.87719
2022-10-27,25.43859
2022-10-28,28.50877
2022-10-29,17.98245
2022-10-30,19.73684
2022-10-31,15.78947
2022-11-01,23.24561
2022-11-02,32.89473
2022-11-03,28.50877
2022-11-04,39.03508
2022-11-05,21.05263
2022-11-06,38.15789
2022-11-07,48.24561
2022-11-08,36.8421
2022-11-09,50.43859
2022-11-10,38.15789
2022-11-11,35.96491
2022-11-12,35.08771
2022-11-13,40.78947
2022-11-14,38.59649
2022-11-15,46.92982
2022-11-16,68.42105
2022-11-17,40.35087
2022-11-18,43.42105
2022-11-19,32.01754
2022-11-20,35.08771
2022-11-21,37.71929
2022-11-22,39.47368
2022-11-23,41.66666
2022-11-24,39.03508
2022-11-25,32.45614
2022-11-26,26.75438
2022-11-27,33.77192
2022-11-28,38.15789
2022-11-29,36.4035
2022-11-30,59.64912
2022-12-01,40.35087
2022-12-02,37.2807
2022-12-03,32.01754
2022-12-04,37.2807
2022-12-05,35.08771
2022-12-06,38.15789
2022-12-07,32.45614
2022-12-08,35.08771
2022-12-09,26.31578
2022-12-10,27.19298
2022-12-11,37.71929
2022-12-12,35.08771
2022-12-13,36.4035
2022-12-14,34.64912
2022-12-15,32.01754
2022-12-16,28.07017
2022-12-17,23.68421
2022-12-18,28.07017
2022-12-19,26.75438
2022-12-20,28.07017
2022-12-21,27.19298
2022-12-22,22.80701
2022-12-23,22.36842
2022-12-24,23.68421
2022-12-25,16.66666
2022-12-26,27.19298
2022-12-27,20.17543
2022-12-28,25.87719
2022-12-29,19.29824
2022-12-30,20.61403
2022-12-31,12.71929
2023-01-01,25.43859
2023-01-02,31.14035
2023-01-03,28.07017
2023-01-04,22.36842
2023-01-05,14.91228
2023-01-06,26.75438
2023-01-07,25.43859
2023-01-08,28.50877
2023-01-09,24.1228
2023-01-10,19.73684
2023-01-11,23.68421
2023-01-12,24.5614
2023-01-13,22.80701
2023-01-14,26.75438
2023-01-15,37.71929
2023-01-16,29.82456
2023-01-17,24.5614
2023-01-18,30.70175
2023-01-19,20.17543
2023-01-20,19.73684
2023-01-21,18.42105
2023-01-22,15.78947
2023-01-23,22.36842
2023-01-24,29.38596
2023-01-25,39.03508
2023-01-26,39.03508
2023-01-27,36.8421
2023-01-28,20.61403
2023-01-29,35.96491
2023-01-30,29.82456
2023-01-31,33.33333
2023-02-01,25.43859
2023-02-02,31.57894
2023-02-03,31.57894
2023-02-04,34.64912
2023-02-05,34.21052
2023-02-06,41.66666
2023-02-07,44.29824
2023-02-08,35.96491
2023-02-09,30.26315
2023-02-10,32.45614
2023-02-11,27.19298
2023-02-12,31.14035
2023-02-13,34.21052
2023-02-14,33.33333
2023-02-15,35.08771
2023-02-16,27.63157
2023-02-17,32.45614
2023-02-18,34.21052
2023-02-19,32.89473
2023-02-20,31.14035
2023-02-21,23.24561
2023-02-22,35.96491
2023-02-23,22.80701
2023-02-24,23.68421
2023-02-25,18.85964
2023-02-26,28.07017
2023-02-27,31.57894
2023-02-28,32.45614
2023-03-01,23.68421
2023-03-02,19.29824
2023-03-03,23.68421
2023-03-04,21.92982
2023-03-05,22.36842
2023-03-06,19.29824
2023-03-07,20.61403
2023-03-08,30.70175
2023-03-09,29.82456
2023-03-10,21.49122
2023-03-11,21.05263
2023-03-12,36.4035
2023-03-13,25.0
2023-03-14,31.14035
2023-03-15,39.03508
2023-03-16,33.77192
2023-03-17,35.52631
2023-03-18,26.31578
2023-03-19,34.64912
2023-03-20,55.26315
2023-03-21,47.36842
2023-03-22,43.42105
2023-03-23,35.08771
2023-03-24,18.85964
2023-03-25,27.63157
2023-03-26,19.29824
2023-03-27,35.96491
2023-03-28,32.01754
2023-03-29,29.82456
2023-03-30,27.19298
2023-03-31,22.80701
2023-04-01,14.91228
2023-04-02,20.17543
2023-04-03,24.1228
2023-04-04,32.45614
2023-04-05,29.82456
2023-04-06,25.0
2023-04-07,27.63157
2023-04-08,24.1228
2023-04-09,20.61403
2023-04-10,25.0
2023-04-11,31.14035
2023-04-12,22.80701
2023-04-13,25.0
2023-04-14,17.98245
2023-04-15,18.85964
2023-04-16,34.21052
2023-04-17,28.50877
2023-04-18,27.19298
2023-04-19,25.87719
2023-04-20,27.63157
2023-04-21,23.68421
2023-04-22,13.59649
2023-04-23,17.10526
2023-04-24,25.0
2023-04-25,29.38596
2023-04-26,17.54385
2023-04-27,20.61403
2023-04-28,23.68421
2023-04-29,27.63157
2023-04-30,22.36842
2023-05-01,24.1228
2023-05-02,22.36842
2023-05-03,18.42105
2023-05-04,17.54385
2023-05-05,14.91228
2023-05-06,24.5614
2023-05-07,21.05263
2023-05-08,23.24561
2023-05-09,14.91228
2023-05-10,18.85964
2023-05-11,21.49122
2023-05-12,17.10526
2023-05-13,12.71929
2023-05-14,22.36842
2023-05-15,15.78947
2023-05-16,22.80701
2023-05-17,29.82456
2023-05-18,22.36842
2023-05-19,16.66666
2023-05-20,23.68421
2023-05-21,22.36842
2023-05-22,11.4035
2023-05-23,25.43859
2023-05-24,29.82456
2023-05-25,16.66666
2023-05-26,14.47368
2023-05-27,19.73684
2023-05-28,19.73684
2023-05-29,14.47368
2023-05-30,24.1228
