date,국내증시전망
2020-07-06,4.71763
2020-07-07,4.8898
2020-07-08,3.20247
2020-07-09,2.85812
2020-07-10,2.72038
2020-07-11,2.96143
2020-07-12,3.78787
2020-07-13,5.23415
2020-07-14,4.16666
2020-07-15,4.26997
2020-07-16,3.27134
2020-07-17,3.0303
2020-07-18,3.06473
2020-07-19,4.44214
2020-07-20,4.47658
2020-07-21,5.57851
2020-07-22,4.40771
2020-07-23,4.51101
2020-07-24,4.61432
2020-07-25,4.61432
2020-07-26,5.33746
2020-07-27,5.75068
2020-07-28,5.13085
2020-07-29,6.09504
2020-07-30,3.6157
2020-07-31,4.33884
2020-08-01,2.65151
2020-08-02,3.34022
2020-08-03,3.34022
2020-08-04,2.72038
2020-08-05,4.3044
2020-08-06,5.40633
2020-08-07,6.43939
2020-08-08,6.02617
2020-08-09,6.646
2020-08-10,8.91873
2020-08-11,9.60743
2020-08-12,9.95179
2020-08-13,8.4022
2020-08-14,6.74931
2020-08-15,5.78512
2020-08-16,7.88567
2020-08-17,8.67768
2020-08-18,13.94628
2020-08-19,9.36639
2020-08-20,18.07851
2020-08-21,9.02203
2020-08-22,6.19834
2020-08-23,6.43939
2020-08-24,4.8898
2020-08-25,4.57988
2020-08-26,4.54545
2020-08-27,4.3044
2020-08-28,4.13223
2020-08-29,4.99311
2020-08-30,6.88705
2020-08-31,6.02617
2020-09-01,4.57988
2020-09-02,3.27134
2020-09-03,4.09779
2020-09-04,5.75068
2020-09-05,3.82231
2020-09-06,5.23415
2020-09-07,4.71763
2020-09-08,4.68319
2020-09-09,6.0606
2020-09-10,4.09779
2020-09-11,4.54545
2020-09-12,3.30578
2020-09-13,2.99586
2020-09-14,4.3044
2020-09-15,4.23553
2020-09-16,4.06336
2020-09-17,3.68457
2020-09-18,3.09917
2020-09-19,3.6157
2020-09-20,3.51239
2020-09-21,5.9573
2020-09-22,12.43112
2020-09-23,7.88567
2020-09-24,14.97933
2020-09-25,7.09366
2020-09-26,4.37327
2020-09-27,6.74931
2020-09-28,4.61432
2020-09-29,3.20247
2020-09-30,2.13498
2020-10-01,2.4449
2020-10-02,3.6157
2020-10-03,6.12947
2020-10-04,7.19696
2020-10-05,6.16391
2020-10-06,4.47658
2020-10-07,5.13085
2020-10-08,4.16666
2020-10-09,2.37603
2020-10-10,3.51239
2020-10-11,2.47933
2020-10-12,3.0303
2020-10-13,3.44352
2020-10-14,4.64876
2020-10-15,6.02617
2020-10-16,8.05785
2020-10-17,4.64876
2020-10-18,5.19972
2020-10-19,4.61432
2020-10-20,5.92286
2020-10-21,3.58126
2020-10-22,4.51101
2020-10-23,2.89256
2020-10-24,3.51239
2020-10-25,3.54683
2020-10-26,7.8168
2020-10-27,4.92424
2020-10-28,4.23553
2020-10-29,4.51101
2020-10-30,6.0606
2020-10-31,7.78236
2020-11-01,7.8168
2020-11-02,5.61294
2020-11-03,4.37327
2020-11-04,4.33884
2020-11-05,6.81818
2020-11-06,5.85399
2020-11-07,5.13085
2020-11-08,10.22727
2020-11-09,9.22865
2020-11-10,8.53994
2020-11-11,7.30027
2020-11-12,6.26721
2020-11-13,4.99311
2020-11-14,3.719
2020-11-15,4.47658
2020-11-16,6.43939
2020-11-17,5.02754
2020-11-18,4.37327
2020-11-19,3.54683
2020-11-20,3.09917
2020-11-21,3.82231
2020-11-22,5.44077
2020-11-23,6.646
2020-11-24,6.16391
2020-11-25,7.26584
2020-11-26,5.13085
2020-11-27,4.85537
2020-11-28,4.51101
2020-11-29,5.40633
2020-11-30,5.99173
2020-12-01,4.09779
2020-12-02,6.40495
2020-12-03,7.16253
2020-12-04,6.646
2020-12-05,6.50826
2020-12-06,7.50688
2020-12-07,7.57575
2020-12-08,7.57575
2020-12-09,7.05922
2020-12-10,5.33746
2020-12-11,5.81955
2020-12-12,5.23415
2020-12-13,7.50688
2020-12-14,6.81818
2020-12-15,5.75068
2020-12-16,4.44214
2020-12-17,4.7865
2020-12-18,5.02754
2020-12-19,4.13223
2020-12-20,6.54269
2020-12-21,6.33608
2020-12-22,7.40358
2020-12-23,5.57851
2020-12-24,4.51101
2020-12-25,5.19972
2020-12-26,5.61294
2020-12-27,4.61432
2020-12-28,5.71625
2020-12-29,4.47658
2020-12-30,5.54407
2020-12-31,5.4752
2021-01-01,4.99311
2021-01-02,6.50826
2021-01-03,7.02479
2021-01-04,11.22589
2021-01-05,9.40082
2021-01-06,10.50275
2021-01-07,9.81404
2021-01-08,11.22589
2021-01-09,13.05096
2021-01-10,13.36088
2021-01-11,17.80303
2021-01-12,18.11294
2021-01-13,16.25344
2021-01-14,12.74104
2021-01-15,22.48622
2021-01-16,21.21212
2021-01-17,25.75757
2021-01-18,48.96694
2021-01-19,29.64876
2021-01-20,18.73278
2021-01-21,17.25206
2021-01-22,12.0179
2021-01-23,12.77548
2021-01-24,15.15151
2021-01-25,19.7314
2021-01-26,31.12947
2021-01-27,23.07162
2021-01-28,55.26859
2021-01-29,100.0
2021-01-30,67.25206
2021-01-31,63.56749
2021-02-01,57.19696
2021-02-02,26.51515
2021-02-03,18.80165
2021-02-04,22.00413
2021-02-05,15.32369
2021-02-06,12.0179
2021-02-07,14.01515
2021-02-08,20.45454
2021-02-09,14.9449
2021-02-10,10.98484
2021-02-11,7.36914
2021-02-12,6.74931
2021-02-13,9.60743
2021-02-14,14.42837
2021-02-15,16.56336
2021-02-16,15.49586
2021-02-17,18.52617
2021-02-18,28.23691
2021-02-19,24.72451
2021-02-20,12.32782
2021-02-21,14.29063
2021-02-22,28.96005
2021-02-23,28.82231
2021-02-24,78.37465
2021-02-25,32.67906
2021-02-26,51.30853
2021-02-27,26.2741
2021-02-28,21.4876
2021-03-01,23.58815
2021-03-02,25.30991
2021-03-03,18.00964
2021-03-04,22.55509
2021-03-05,24.03581
2021-03-06,11.70798
2021-03-07,15.22038
2021-03-08,35.39944
2021-03-09,44.90358
2021-03-10,37.46556
2021-03-11,22.34848
2021-03-12,16.08126
2021-03-13,10.67493
2021-03-14,14.73829
2021-03-15,16.90771
2021-03-16,12.32782
2021-03-17,14.04958
2021-03-18,13.29201
2021-03-19,12.36225
2021-03-20,8.81542
2021-03-21,12.39669
2021-03-22,15.5303
2021-03-23,19.55922
2021-03-24,17.83746
2021-03-25,13.01652
2021-03-26,9.05647
2021-03-27,8.71212
2021-03-28,12.22451
2021-03-29,14.18732
2021-03-30,11.88016
2021-03-31,9.81404
2021-04-01,9.36639
2021-04-02,9.46969
2021-04-03,7.61019
2021-04-04,9.64187
2021-04-05,11.12258
2021-04-06,10.67493
2021-04-07,8.26446
2021-04-08,7.47245
2021-04-09,7.50688
2021-04-10,7.43801
2021-04-11,9.15977
2021-04-12,9.33195
2021-04-13,8.02341
2021-04-14,7.05922
2021-04-15,7.05922
2021-04-16,6.646
2021-04-17,6.37052
2021-04-18,7.26584
2021-04-19,10.22727
2021-04-20,8.95316
2021-04-21,18.42286
2021-04-22,7.71349
2021-04-23,8.64325
2021-04-24,4.92424
2021-04-25,7.36914
2021-04-26,9.50413
2021-04-27,7.92011
2021-04-28,14.66942
2021-04-29,9.50413
2021-04-30,9.53856
2021-05-01,9.0909
2021-05-02,11.60468
2021-05-03,13.60192
2021-05-04,9.95179
2021-05-05,6.85261
2021-05-06,6.95592
2021-05-07,5.78512
2021-05-08,6.40495
2021-05-09,7.78236
2021-05-10,11.19146
2021-05-11,13.87741
2021-05-12,21.72865
2021-05-13,33.19559
2021-05-14,11.9146
2021-05-15,7.12809
2021-05-16,10.36501
2021-05-17,12.5
2021-05-18,7.2314
2021-05-19,6.23278
2021-05-20,10.02066
2021-05-21,8.16115
2021-05-22,6.92148
2021-05-23,8.12672
2021-05-24,13.1887
2021-05-25,6.33608
2021-05-26,5.57851
2021-05-27,6.74931
2021-05-28,5.75068
2021-05-29,6.0606
2021-05-30,8.12672
2021-05-31,7.57575
2021-06-01,6.68044
2021-06-02,6.50826
2021-06-03,7.12809
2021-06-04,6.81818
2021-06-05,5.68181
2021-06-06,6.78374
2021-06-07,7.26584
2021-06-08,6.57713
2021-06-09,7.71349
2021-06-10,5.92286
2021-06-11,5.44077
2021-06-12,5.13085
2021-06-13,6.43939
2021-06-14,7.26584
2021-06-15,6.47382
2021-06-16,6.23278
2021-06-17,7.12809
2021-06-18,4.71763
2021-06-19,7.92011
2021-06-20,10.08953
2021-06-21,16.59779
2021-06-22,6.92148
2021-06-23,8.02341
2021-06-24,5.88842
2021-06-25,6.74931
2021-06-26,5.75068
2021-06-27,6.33608
2021-06-28,5.78512
2021-06-29,5.78512
2021-06-30,5.23415
2021-07-01,5.4752
2021-07-02,3.96005
2021-07-03,5.06198
2021-07-04,6.23278
2021-07-05,6.02617
2021-07-06,5.06198
2021-07-07,6.57713
2021-07-08,17.90633
2021-07-09,24.20798
2021-07-10,9.53856
2021-07-11,10.36501
2021-07-12,8.64325
2021-07-13,6.57713
2021-07-14,7.47245
2021-07-15,6.26721
2021-07-16,5.40633
2021-07-17,6.19834
2021-07-18,9.29752
2021-07-19,14.9449
2021-07-20,15.77134
2021-07-21,11.50137
2021-07-22,5.99173
2021-07-23,5.23415
2021-07-24,4.8898
2021-07-25,6.12947
2021-07-26,8.95316
2021-07-27,6.33608
2021-07-28,8.19559
2021-07-29,5.30303
2021-07-30,14.80716
2021-07-31,9.81404
2021-08-01,7.88567
2021-08-02,10.29614
2021-08-03,8.26446
2021-08-04,7.43801
2021-08-05,6.37052
2021-08-06,5.78512
2021-08-07,3.92561
2021-08-08,5.71625
2021-08-09,5.9573
2021-08-10,6.99035
2021-08-11,9.64187
2021-08-12,8.36776
2021-08-13,31.16391
2021-08-14,9.53856
2021-08-15,8.67768
2021-08-16,11.63911
2021-08-17,39.53168
2021-08-18,17.49311
2021-08-19,64.3595
2021-08-20,63.49862
2021-08-21,23.65702
2021-08-22,21.52203
2021-08-23,22.14187
2021-08-24,12.91322
2021-08-25,11.46694
2021-08-26,11.05371
2021-08-27,10.2617
2021-08-28,9.50413
2021-08-29,10.7438
2021-08-30,10.1584
2021-08-31,11.88016
2021-09-01,8.29889
2021-09-02,8.78099
2021-09-03,5.81955
2021-09-04,6.37052
2021-09-05,8.4022
2021-09-06,8.71212
2021-09-07,8.53994
2021-09-08,11.67355
2021-09-09,17.69972
2021-09-10,9.573
2021-09-11,7.92011
2021-09-12,8.5055
2021-09-13,10.57162
2021-09-14,6.23278
2021-09-15,6.12947
2021-09-16,7.30027
2021-09-17,5.06198
2021-09-18,5.02754
2021-09-19,5.23415
2021-09-20,4.92424
2021-09-21,17.45867
2021-09-22,18.07851
2021-09-23,18.28512
2021-09-24,9.77961
2021-09-25,7.64462
2021-09-26,8.23002
2021-09-27,9.0909
2021-09-28,27.96143
2021-09-29,51.03305
2021-09-30,18.5606
2021-10-01,42.11432
2021-10-02,13.39531
2021-10-03,11.9146
2021-10-04,20.11019
2021-10-05,62.53443
2021-10-06,96.79752
2021-10-07,35.46831
2021-10-08,14.70385
2021-10-09,10.2617
2021-10-10,11.19146
2021-10-11,13.01652
2021-10-12,29.68319
2021-10-13,13.94628
2021-10-14,11.63911
2021-10-15,10.46831
2021-10-16,8.5055
2021-10-17,9.46969
2021-10-18,11.15702
2021-10-19,9.84848
2021-10-20,9.40082
2021-10-21,8.67768
2021-10-22,7.05922
2021-10-23,5.71625
2021-10-24,6.95592
2021-10-25,8.33333
2021-10-26,6.40495
2021-10-27,9.46969
2021-10-28,8.29889
2021-10-29,13.36088
2021-10-30,5.09641
2021-10-31,5.13085
2021-11-01,4.82093
2021-11-02,3.23691
2021-11-03,4.8898
2021-11-04,4.40771
2021-11-05,4.3044
2021-11-06,6.19834
2021-11-07,8.02341
2021-11-08,12.70661
2021-11-09,9.36639
2021-11-10,18.59504
2021-11-11,18.11294
2021-11-12,9.05647
2021-11-13,6.02617
2021-11-14,7.40358
2021-11-15,8.71212
2021-11-16,7.02479
2021-11-17,11.36363
2021-11-18,16.1157
2021-11-19,6.02617
2021-11-20,5.06198
2021-11-21,7.02479
2021-11-22,7.26584
2021-11-23,5.81955
2021-11-24,6.54269
2021-11-25,5.92286
2021-11-26,13.05096
2021-11-27,18.14738
2021-11-28,11.36363
2021-11-29,8.64325
2021-11-30,15.28925
2021-12-01,8.71212
2021-12-02,6.26721
2021-12-03,2.99586
2021-12-04,4.71763
2021-12-05,7.43801
2021-12-06,8.05785
2021-12-07,6.54269
2021-12-08,6.30165
2021-12-09,4.23553
2021-12-10,4.92424
2021-12-11,4.16666
2021-12-12,5.13085
2021-12-13,4.95867
2021-12-14,4.75206
2021-12-15,5.44077
2021-12-16,4.85537
2021-12-17,4.3044
2021-12-18,4.99311
2021-12-19,5.9573
2021-12-20,9.91735
2021-12-21,6.16391
2021-12-22,4.23553
2021-12-23,3.82231
2021-12-24,4.51101
2021-12-25,3.99449
2021-12-26,5.02754
2021-12-27,4.44214
2021-12-28,4.2011
2021-12-29,3.27134
2021-12-30,2.75482
2021-12-31,3.54683
2022-01-01,2.61707
2022-01-02,4.44214
2022-01-03,5.61294
2022-01-04,2.03168
2022-01-05,5.92286
2022-01-06,7.74793
2022-01-07,3.44352
2022-01-08,3.47796
2022-01-09,3.54683
2022-01-10,5.71625
2022-01-11,5.78512
2022-01-12,3.34022
2022-01-13,2.65151
2022-01-14,3.68457
2022-01-15,3.37465
2022-01-16,3.85674
2022-01-17,5.13085
2022-01-18,8.84986
2022-01-19,7.98898
2022-01-20,4.75206
2022-01-21,4.71763
2022-01-22,6.43939
2022-01-23,5.23415
2022-01-24,8.84986
2022-01-25,16.52892
2022-01-26,9.46969
2022-01-27,28.719
2022-01-28,10.02066
2022-01-29,5.99173
2022-01-30,5.23415
2022-01-31,4.40771
2022-02-01,5.44077
2022-02-02,7.33471
2022-02-03,7.61019
2022-02-04,6.16391
2022-02-05,5.30303
2022-02-06,5.57851
2022-02-07,5.50964
2022-02-08,4.26997
2022-02-09,4.71763
2022-02-10,5.40633
2022-02-11,5.50964
2022-02-12,7.47245
2022-02-13,8.05785
2022-02-14,12.25895
2022-02-15,8.47107
2022-02-16,5.4752
2022-02-17,4.8898
2022-02-18,4.02892
2022-02-19,3.37465
2022-02-20,4.13223
2022-02-21,3.719
2022-02-22,4.2011
2022-02-23,2.58264
2022-02-24,5.40633
2022-02-25,2.99586
2022-02-26,2.41046
2022-02-27,2.99586
2022-02-28,4.16666
2022-03-01,3.16804
2022-03-02,4.71763
2022-03-03,3.47796
2022-03-04,3.65013
2022-03-05,4.37327
2022-03-06,5.16528
2022-03-07,9.6763
2022-03-08,7.30027
2022-03-09,4.06336
2022-03-10,5.40633
2022-03-11,4.47658
2022-03-12,4.33884
2022-03-13,5.44077
2022-03-14,5.50964
2022-03-15,5.68181
2022-03-16,5.02754
2022-03-17,5.50964
2022-03-18,3.89118
2022-03-19,3.1336
2022-03-20,4.85537
2022-03-21,4.82093
2022-03-22,3.34022
2022-03-23,3.719
2022-03-24,3.37465
2022-03-25,2.61707
2022-03-26,2.34159
2022-03-27,2.85812
2022-03-28,2.92699
2022-03-29,2.85812
2022-03-30,2.68595
2022-03-31,2.99586
2022-04-01,1.79063
2022-04-02,2.51377
2022-04-03,3.09917
2022-04-04,2.37603
2022-04-05,2.61707
2022-04-06,2.51377
2022-04-07,4.57988
2022-04-08,2.72038
2022-04-09,2.10055
2022-04-10,3.58126
2022-04-11,3.40909
2022-04-12,5.30303
2022-04-13,2.58264
2022-04-14,2.30716
2022-04-15,2.20385
2022-04-16,3.44352
2022-04-17,3.16804
2022-04-18,3.37465
2022-04-19,2.5482
2022-04-20,2.20385
2022-04-21,1.92837
2022-04-22,3.27134
2022-04-23,4.2011
2022-04-24,5.09641
2022-04-25,7.47245
2022-04-26,2.13498
2022-04-27,5.30303
2022-04-28,3.37465
2022-04-29,2.82369
2022-04-30,4.7865
2022-05-01,4.95867
2022-05-02,4.2011
2022-05-03,3.06473
2022-05-04,2.99586
2022-05-05,3.92561
2022-05-06,5.99173
2022-05-07,3.34022
2022-05-08,4.09779
2022-05-09,8.09228
2022-05-10,8.05785
2022-05-11,3.82231
2022-05-12,7.78236
2022-05-13,4.33884
2022-05-14,3.30578
2022-05-15,3.719
2022-05-16,4.16666
2022-05-17,4.09779
2022-05-18,4.09779
2022-05-19,6.47382
2022-05-20,4.8898
2022-05-21,3.1336
2022-05-22,3.92561
2022-05-23,4.02892
2022-05-24,6.02617
2022-05-25,3.75344
2022-05-26,3.40909
2022-05-27,2.82369
2022-05-28,2.4449
2022-05-29,4.3044
2022-05-30,4.82093
2022-05-31,3.99449
2022-06-01,3.30578
2022-06-02,3.20247
2022-06-03,3.06473
2022-06-04,1.8595
2022-06-05,2.61707
2022-06-06,3.0303
2022-06-07,4.44214
2022-06-08,3.34022
2022-06-09,5.26859
2022-06-10,3.09917
2022-06-11,4.68319
2022-06-12,6.23278
2022-06-13,17.21763
2022-06-14,12.63774
2022-06-15,13.1887
2022-06-16,10.64049
2022-06-17,9.88292
2022-06-18,5.75068
2022-06-19,6.23278
2022-06-20,16.63223
2022-06-21,8.36776
2022-06-22,20.24793
2022-06-23,18.25068
2022-06-24,9.50413
2022-06-25,5.99173
2022-06-26,7.26584
2022-06-27,8.5055
2022-06-28,5.16528
2022-06-29,5.61294
2022-06-30,7.33471
2022-07-01,8.74655
2022-07-02,6.26721
2022-07-03,6.85261
2022-07-04,8.91873
2022-07-05,7.09366
2022-07-06,6.68044
2022-07-07,5.44077
2022-07-08,4.09779
2022-07-09,5.19972
2022-07-10,5.19972
2022-07-11,5.78512
2022-07-12,6.30165
2022-07-13,5.64738
2022-07-14,4.68319
2022-07-15,4.37327
2022-07-16,3.40909
2022-07-17,4.61432
2022-07-18,3.92561
2022-07-19,2.5482
2022-07-20,1.99724
2022-07-21,2.20385
2022-07-22,2.23829
2022-07-23,2.96143
2022-07-24,2.89256
2022-07-25,2.5482
2022-07-26,2.5482
2022-07-27,2.72038
2022-07-28,4.71763
2022-07-29,4.13223
2022-07-30,3.1336
2022-07-31,3.20247
2022-08-01,2.89256
2022-08-02,3.1336
2022-08-03,2.65151
2022-08-04,3.58126
2022-08-05,3.34022
2022-08-06,2.65151
2022-08-07,3.20247
2022-08-08,3.30578
2022-08-09,2.03168
2022-08-10,2.03168
2022-08-11,2.34159
2022-08-12,2.41046
2022-08-13,2.16942
2022-08-14,1.8595
2022-08-15,2.30716
2022-08-16,2.82369
2022-08-17,3.06473
2022-08-18,2.51377
2022-08-19,2.27272
2022-08-20,2.78925
2022-08-21,2.4449
2022-08-22,4.2011
2022-08-23,4.02892
2022-08-24,2.51377
2022-08-25,1.89393
2022-08-26,1.68732
2022-08-27,5.30303
2022-08-28,6.09504
2022-08-29,5.33746
2022-08-30,2.47933
2022-08-31,1.82506
2022-09-01,4.33884
2022-09-02,2.58264
2022-09-03,3.54683
2022-09-04,3.89118
2022-09-05,3.99449
2022-09-06,3.16804
2022-09-07,6.02617
2022-09-08,3.27134
2022-09-09,2.23829
2022-09-10,2.72038
2022-09-11,2.58264
2022-09-12,3.34022
2022-09-13,5.71625
2022-09-14,7.57575
2022-09-15,3.99449
2022-09-16,4.44214
2022-09-17,4.02892
2022-09-18,4.3044
2022-09-19,7.2314
2022-09-20,5.61294
2022-09-21,5.68181
2022-09-22,5.78512
2022-09-23,8.36776
2022-09-24,7.16253
2022-09-25,7.30027
2022-09-26,16.46005
2022-09-27,9.22865
2022-09-28,16.39118
2022-09-29,8.57438
2022-09-30,7.50688
2022-10-01,5.19972
2022-10-02,4.54545
2022-10-03,4.95867
2022-10-04,5.4752
2022-10-05,5.26859
2022-10-06,4.16666
2022-10-07,3.1336
2022-10-08,4.13223
2022-10-09,3.37465
2022-10-10,3.20247
2022-10-11,7.02479
2022-10-12,5.4752
2022-10-13,7.02479
2022-10-14,4.92424
2022-10-15,4.16666
2022-10-16,5.61294
2022-10-17,5.16528
2022-10-18,4.02892
2022-10-19,3.58126
2022-10-20,3.58126
2022-10-21,2.96143
2022-10-22,3.0303
2022-10-23,4.85537
2022-10-24,3.99449
2022-10-25,3.92561
2022-10-26,3.27134
2022-10-27,3.68457
2022-10-28,2.82369
2022-10-29,3.34022
2022-10-30,3.30578
2022-10-31,3.92561
2022-11-01,3.27134
2022-11-02,2.37603
2022-11-03,4.40771
2022-11-04,3.0303
2022-11-05,2.58264
2022-11-06,3.37465
2022-11-07,3.58126
2022-11-08,4.33884
2022-11-09,3.78787
2022-11-10,3.68457
2022-11-11,6.61157
2022-11-12,4.44214
2022-11-13,4.51101
2022-11-14,4.33884
2022-11-15,3.40909
2022-11-16,2.92699
2022-11-17,4.68319
2022-11-18,3.40909
2022-11-19,2.03168
2022-11-20,2.5482
2022-11-21,3.99449
2022-11-22,2.85812
2022-11-23,2.37603
2022-11-24,2.5482
2022-11-25,2.03168
2022-11-26,1.54958
2022-11-27,2.23829
2022-11-28,3.89118
2022-11-29,2.27272
2022-11-30,2.23829
2022-12-01,2.65151
2022-12-02,2.37603
2022-12-03,1.30853
2022-12-04,2.06611
2022-12-05,2.61707
2022-12-06,3.06473
2022-12-07,2.61707
2022-12-08,2.51377
2022-12-09,2.16942
2022-12-10,1.72176
2022-12-11,1.89393
2022-12-12,2.85812
2022-12-13,2.30716
2022-12-14,2.75482
2022-12-15,2.99586
2022-12-16,2.68595
2022-12-17,1.79063
2022-12-18,2.37603
2022-12-19,2.89256
2022-12-20,3.58126
2022-12-21,3.06473
2022-12-22,2.99586
2022-12-23,3.99449
2022-12-24,1.37741
2022-12-25,2.61707
2022-12-26,3.40909
2022-12-27,2.23829
2022-12-28,3.30578
2022-12-29,4.54545
2022-12-30,2.68595
2022-12-31,1.65289
2023-01-01,3.51239
2023-01-02,6.26721
2023-01-03,4.85537
2023-01-04,3.09917
2023-01-05,2.65151
2023-01-06,2.68595
2023-01-07,1.92837
2023-01-08,3.06473
2023-01-09,3.719
2023-01-10,3.44352
2023-01-11,2.65151
2023-01-12,2.78925
2023-01-13,2.72038
2023-01-14,2.13498
2023-01-15,1.75619
2023-01-16,2.82369
2023-01-17,2.4449
2023-01-18,2.75482
2023-01-19,2.13498
2023-01-20,1.68732
2023-01-21,1.75619
2023-01-22,1.99724
2023-01-23,2.10055
2023-01-24,2.37603
2023-01-25,3.34022
2023-01-26,3.09917
2023-01-27,3.44352
2023-01-28,2.75482
2023-01-29,3.20247
2023-01-30,2.85812
2023-01-31,2.85812
2023-02-01,2.78925
2023-02-02,4.02892
2023-02-03,2.96143
2023-02-04,1.92837
2023-02-05,3.0303
2023-02-06,4.54545
2023-02-07,2.78925
2023-02-08,2.78925
2023-02-09,3.23691
2023-02-10,2.99586
2023-02-11,2.16942
2023-02-12,2.58264
2023-02-13,3.6157
2023-02-14,2.68595
2023-02-15,4.06336
2023-02-16,3.30578
2023-02-17,2.85812
2023-02-18,2.89256
2023-02-19,2.96143
2023-02-20,3.06473
2023-02-21,2.78925
2023-02-22,4.37327
2023-02-23,2.23829
2023-02-24,2.5482
2023-02-25,2.27272
2023-02-26,2.85812
2023-02-27,3.68457
2023-02-28,2.72038
2023-03-01,2.10055
2023-03-02,2.61707
2023-03-03,1.82506
2023-03-04,1.89393
2023-03-05,2.20385
2023-03-06,3.23691
2023-03-07,2.96143
2023-03-08,3.65013
2023-03-09,2.89256
2023-03-10,4.13223
2023-03-11,4.40771
2023-03-12,5.81955
2023-03-13,6.33608
2023-03-14,12.29338
2023-03-15,6.37052
2023-03-16,4.8898
2023-03-17,3.20247
2023-03-18,2.58264
2023-03-19,4.26997
2023-03-20,4.85537
2023-03-21,3.75344
2023-03-22,3.6157
2023-03-23,4.75206
2023-03-24,3.58126
2023-03-25,2.16942
2023-03-26,4.3044
2023-03-27,4.57988
2023-03-28,3.27134
2023-03-29,3.65013
2023-03-30,3.37465
2023-03-31,2.75482
2023-04-01,2.16942
2023-04-02,3.99449
2023-04-03,4.16666
2023-04-04,3.75344
2023-04-05,2.58264
2023-04-06,4.06336
2023-04-07,2.82369
2023-04-08,2.27272
2023-04-09,3.09917
2023-04-10,4.09779
2023-04-11,4.02892
2023-04-12,3.99449
2023-04-13,3.719
2023-04-14,3.20247
2023-04-15,2.06611
2023-04-16,3.27134
2023-04-17,4.02892
2023-04-18,2.82369
2023-04-19,2.61707
2023-04-20,4.16666
2023-04-21,4.13223
2023-04-22,2.72038
2023-04-23,3.09917
2023-04-24,4.75206
2023-04-25,7.02479
2023-04-26,3.99449
2023-04-27,3.20247
2023-04-28,3.16804
2023-04-29,2.13498
2023-04-30,2.99586
2023-05-01,3.1336
2023-05-02,3.06473
2023-05-03,2.4449
2023-05-04,2.78925
2023-05-05,1.44628
2023-05-06,1.9628
2023-05-07,2.47933
2023-05-08,2.75482
2023-05-09,2.82369
2023-05-10,1.82506
2023-05-11,2.72038
2023-05-12,1.92837
2023-05-13,1.54958
2023-05-14,2.37603
2023-05-15,2.92699
2023-05-16,2.34159
2023-05-17,1.79063
2023-05-18,1.61845
2023-05-19,1.72176
2023-05-20,2.27272
2023-05-21,2.47933
2023-05-22,2.78925
2023-05-23,1.79063
2023-05-24,2.13498
2023-05-25,2.5482
2023-05-26,1.89393
2023-05-27,2.37603
2023-05-28,1.9628
2023-05-29,2.68595
