date,채권양도통지서
2020-03-20,24.57786
2020-03-21,8.25515
2020-03-22,6.37898
2020-03-23,34.33395
2020-03-24,27.57973
2020-03-25,22.32645
2020-03-26,21.7636
2020-03-27,16.13508
2020-03-28,9.19324
2020-03-29,7.87992
2020-03-30,29.64352
2020-03-31,27.57973
2020-04-01,27.76735
2020-04-02,23.82739
2020-04-03,20.26266
2020-04-04,10.50656
2020-04-05,8.25515
2020-04-06,19.51219
2020-04-07,18.5741
2020-04-08,18.94934
2020-04-09,30.76923
2020-04-10,17.26078
2020-04-11,8.06754
2020-04-12,9.38086
2020-04-13,20.07504
2020-04-14,22.32645
2020-04-15,9.00562
2020-04-16,25.89118
2020-04-17,21.7636
2020-04-18,9.94371
2020-04-19,7.87992
2020-04-20,24.76547
2020-04-21,28.70544
2020-04-22,24.39024
2020-04-23,27.95497
2020-04-24,36.9606
2020-04-25,28.89305
2020-04-26,13.88367
2020-04-27,32.45778
2020-04-28,28.14258
2020-04-29,21.20075
2020-04-30,10.8818
2020-05-01,8.44277
2020-05-02,3.37711
2020-05-03,5.25328
2020-05-04,21.7636
2020-05-05,9.94371
2020-05-06,18.19887
2020-05-07,25.70356
2020-05-08,20.07504
2020-05-09,6.94183
2020-05-10,6.94183
2020-05-11,20.07504
2020-05-12,24.57786
2020-05-13,20.26266
2020-05-14,19.32457
2020-05-15,27.57973
2020-05-16,6.5666
2020-05-17,6.75422
2020-05-18,28.51782
2020-05-19,25.32833
2020-05-20,26.07879
2020-05-21,24.57786
2020-05-22,24.20262
2020-05-23,6.94183
2020-05-24,9.56848
2020-05-25,25.14071
2020-05-26,25.70356
2020-05-27,23.63977
2020-05-28,22.32645
2020-05-29,22.32645
2020-05-30,6.94183
2020-05-31,6.5666
2020-06-01,26.64165
2020-06-02,24.76547
2020-06-03,21.01313
2020-06-04,20.26266
2020-06-05,23.07692
2020-06-06,8.25515
2020-06-07,9.94371
2020-06-08,22.13883
2020-06-09,27.76735
2020-06-10,25.32833
2020-06-11,23.45215
2020-06-12,23.63977
2020-06-13,8.63039
2020-06-14,10.50656
2020-06-15,24.95309
2020-06-16,28.14258
2020-06-17,27.01688
2020-06-18,18.94934
2020-06-19,29.08067
2020-06-20,8.25515
2020-06-21,9.00562
2020-06-22,27.95497
2020-06-23,30.39399
2020-06-24,20.07504
2020-06-25,21.38836
2020-06-26,21.7636
2020-06-27,9.75609
2020-06-28,6.94183
2020-06-29,28.51782
2020-06-30,26.82926
2020-07-01,26.64165
2020-07-02,21.38836
2020-07-03,19.13696
2020-07-04,10.31894
2020-07-05,8.25515
2020-07-06,18.5741
2020-07-07,23.63977
2020-07-08,23.63977
2020-07-09,19.69981
2020-07-10,20.07504
2020-07-11,5.4409
2020-07-12,6.5666
2020-07-13,25.51594
2020-07-14,28.89305
2020-07-15,24.76547
2020-07-16,33.95872
2020-07-17,25.32833
2020-07-18,8.25515
2020-07-19,8.63039
2020-07-20,27.95497
2020-07-21,28.70544
2020-07-22,25.32833
2020-07-23,25.32833
2020-07-24,20.63789
2020-07-25,9.94371
2020-07-26,6.75422
2020-07-27,22.8893
2020-07-28,24.015
2020-07-29,21.95121
2020-07-30,24.015
2020-07-31,19.51219
2020-08-01,7.12945
2020-08-02,5.62851
2020-08-03,17.63602
2020-08-04,18.38649
2020-08-05,18.94934
2020-08-06,24.015
2020-08-07,15.19699
2020-08-08,9.94371
2020-08-09,8.63039
2020-08-10,23.82739
2020-08-11,23.07692
2020-08-12,24.20262
2020-08-13,23.26454
2020-08-14,28.14258
2020-08-15,6.37898
2020-08-16,3.93996
2020-08-17,7.12945
2020-08-18,20.63789
2020-08-19,26.64165
2020-08-20,22.32645
2020-08-21,24.95309
2020-08-22,9.94371
2020-08-23,7.50469
2020-08-24,17.82363
2020-08-25,30.01876
2020-08-26,21.57598
2020-08-27,19.88742
2020-08-28,18.76172
2020-08-29,7.50469
2020-08-30,9.75609
2020-08-31,34.52157
2020-09-01,25.70356
2020-09-02,21.01313
2020-09-03,24.015
2020-09-04,21.95121
2020-09-05,9.00562
2020-09-06,6.75422
2020-09-07,21.95121
2020-09-08,24.39024
2020-09-09,24.015
2020-09-10,28.51782
2020-09-11,26.64165
2020-09-12,7.50469
2020-09-13,5.4409
2020-09-14,21.57598
2020-09-15,23.82739
2020-09-16,21.7636
2020-09-17,28.14258
2020-09-18,22.70168
2020-09-19,8.44277
2020-09-20,6.00375
2020-09-21,25.70356
2020-09-22,20.26266
2020-09-23,23.45215
2020-09-24,24.76547
2020-09-25,22.8893
2020-09-26,9.19324
2020-09-27,5.06566
2020-09-28,22.32645
2020-09-29,25.14071
2020-09-30,7.6923
2020-10-01,4.31519
2020-10-02,3.37711
2020-10-03,3.75234
2020-10-04,3.93996
2020-10-05,24.015
2020-10-06,22.70168
2020-10-07,34.70919
2020-10-08,25.14071
2020-10-09,9.00562
2020-10-10,9.38086
2020-10-11,6.94183
2020-10-12,24.95309
2020-10-13,24.015
2020-10-14,25.14071
2020-10-15,26.82926
2020-10-16,21.20075
2020-10-17,9.94371
2020-10-18,11.06941
2020-10-19,33.58348
2020-10-20,30.76923
2020-10-21,31.89493
2020-10-22,28.89305
2020-10-23,30.39399
2020-10-24,12.38273
2020-10-25,9.19324
2020-10-26,33.95872
2020-10-27,34.14634
2020-10-28,26.45403
2020-10-29,27.76735
2020-10-30,22.13883
2020-10-31,8.44277
2020-11-01,9.38086
2020-11-02,26.07879
2020-11-03,24.39024
2020-11-04,22.51407
2020-11-05,21.7636
2020-11-06,26.64165
2020-11-07,7.6923
2020-11-08,9.00562
2020-11-09,27.57973
2020-11-10,26.07879
2020-11-11,31.33208
2020-11-12,24.39024
2020-11-13,22.8893
2020-11-14,9.94371
2020-11-15,7.50469
2020-11-16,19.69981
2020-11-17,26.82926
2020-11-18,27.95497
2020-11-19,19.88742
2020-11-20,21.38836
2020-11-21,8.63039
2020-11-22,8.25515
2020-11-23,28.14258
2020-11-24,20.63789
2020-11-25,24.015
2020-11-26,35.08442
2020-11-27,22.32645
2020-11-28,9.56848
2020-11-29,4.87804
2020-11-30,24.015
2020-12-01,27.57973
2020-12-02,25.14071
2020-12-03,27.95497
2020-12-04,23.26454
2020-12-05,11.44465
2020-12-06,9.19324
2020-12-07,23.45215
2020-12-08,28.3302
2020-12-09,21.95121
2020-12-10,24.015
2020-12-11,20.82551
2020-12-12,11.06941
2020-12-13,9.56848
2020-12-14,20.45028
2020-12-15,26.45403
2020-12-16,25.32833
2020-12-17,19.32457
2020-12-18,30.39399
2020-12-19,10.50656
2020-12-20,7.12945
2020-12-21,24.57786
2020-12-22,30.76923
2020-12-23,33.02063
2020-12-24,21.7636
2020-12-25,6.19136
2020-12-26,7.50469
2020-12-27,7.31707
2020-12-28,29.64352
2020-12-29,24.39024
2020-12-30,53.2833
2020-12-31,28.51782
2021-01-01,9.75609
2021-01-02,11.06941
2021-01-03,8.81801
2021-01-04,33.7711
2021-01-05,28.3302
2021-01-06,25.14071
2021-01-07,24.39024
2021-01-08,30.01876
2021-01-09,11.06941
2021-01-10,10.50656
2021-01-11,26.07879
2021-01-12,19.51219
2021-01-13,29.26829
2021-01-14,28.70544
2021-01-15,31.51969
2021-01-16,9.19324
2021-01-17,6.94183
2021-01-18,25.14071
2021-01-19,26.45403
2021-01-20,28.89305
2021-01-21,38.27392
2021-01-22,27.76735
2021-01-23,13.1332
2021-01-24,9.19324
2021-01-25,28.3302
2021-01-26,26.45403
2021-01-27,26.26641
2021-01-28,25.70356
2021-01-29,25.89118
2021-01-30,10.69418
2021-01-31,8.81801
2021-02-01,26.64165
2021-02-02,30.58161
2021-02-03,37.33583
2021-02-04,26.26641
2021-02-05,22.51407
2021-02-06,12.38273
2021-02-07,9.19324
2021-02-08,22.70168
2021-02-09,25.70356
2021-02-10,17.07317
2021-02-11,8.25515
2021-02-12,1.31332
2021-02-13,4.69043
2021-02-14,5.25328
2021-02-15,27.57973
2021-02-16,33.20825
2021-02-17,25.70356
2021-02-18,30.20637
2021-02-19,19.32457
2021-02-20,7.87992
