date,한국경제
2020-03-20,17.45102
2020-03-21,11.4167
2020-03-22,11.36818
2020-03-23,19.07332
2020-03-24,18.60634
2020-03-25,17.88768
2020-03-26,17.39947
2020-03-27,16.53526
2020-03-28,10.601
2020-03-29,10.55855
2020-03-30,15.56492
2020-03-31,13.55752
2020-04-01,13.56055
2020-04-02,13.43319
2020-04-03,13.10267
2020-04-04,8.02656
2020-04-05,7.87797
2020-04-06,14.17308
2020-04-07,13.87591
2020-04-08,13.9032
2020-04-09,12.93286
2020-04-10,12.56595
2020-04-11,7.91436
2020-04-12,8.55115
2020-04-13,14.37321
2020-04-14,13.29067
2020-04-15,9.63369
2020-04-16,15.17071
2020-04-17,13.06628
2020-04-18,7.72939
2020-04-19,7.787
2020-04-20,13.22396
2020-04-21,14.49451
2020-04-22,13.72126
2020-04-23,13.28764
2020-04-24,12.13839
2020-04-25,7.24422
2020-04-26,7.68087
2020-04-27,12.82066
2020-04-28,12.13233
2020-04-29,10.9012
2020-04-30,7.16841
2020-05-01,7.65358
2020-05-02,6.3042
2020-05-03,6.71659
2020-05-04,10.09157
2020-05-05,7.63236
2020-05-06,11.25902
2020-05-07,10.79204
2020-05-08,10.66468
2020-05-09,6.6044
2020-05-10,6.43459
2020-05-11,11.57438
2020-05-12,11.83516
2020-05-13,11.62593
2020-05-14,11.51373
2020-05-15,11.90793
2020-05-16,6.88337
2020-05-17,6.27994
2020-05-18,11.8109
2020-05-19,11.26508
2020-05-20,10.22196
2020-05-21,10.53732
2020-05-22,10.04912
2020-05-23,5.47334
2020-05-24,5.97671
2020-05-25,11.06192
2020-05-26,11.37424
2020-05-27,11.82909
2020-05-28,11.48947
2020-05-29,9.63975
2020-05-30,5.4976
2020-05-31,5.49457
2020-06-01,11.63502
2020-06-02,11.81696
2020-06-03,11.28024
2020-06-04,10.67984
2020-06-05,9.67614
2020-06-06,6.02219
2020-06-07,6.71053
2020-06-08,11.09224
2020-06-09,11.19837
2020-06-10,10.73139
2020-06-11,10.94365
2020-06-12,10.44332
2020-06-13,6.192
2020-06-14,6.15561
2020-06-15,12.77518
2020-06-16,11.3985
2020-06-17,11.89277
2020-06-18,11.4167
2020-06-19,11.02553
2020-06-20,6.27994
2020-06-21,6.49827
2020-06-22,12.29001
2020-06-23,12.02013
2020-06-24,11.42276
2020-06-25,12.38401
2020-06-26,10.96791
2020-06-27,6.90157
2020-06-28,6.96828
2020-06-29,12.31123
2020-06-30,11.97161
2020-07-01,12.39311
2020-07-02,11.57741
2020-07-03,10.60403
2020-07-04,6.27387
2020-07-05,6.72266
2020-07-06,13.0026
2020-07-07,12.37794
2020-07-08,12.04136
2020-07-09,16.97495
2020-07-10,21.31724
2020-07-11,9.7944
2020-07-12,7.72029
2020-07-13,13.63939
2020-07-14,13.3119
2020-07-15,12.83886
2020-07-16,13.10267
2020-07-17,11.87155
2020-07-18,6.83485
2020-07-19,7.43829
2020-07-20,12.79337
2020-07-21,12.43859
2020-07-22,13.24216
2020-07-23,12.96318
2020-07-24,12.41736
2020-07-25,6.98647
2020-07-26,7.05318
2020-07-27,12.7206
2020-07-28,13.23003
2020-07-29,13.49687
2020-07-30,13.13603
2020-07-31,12.04742
2020-08-01,7.41403
2020-08-02,7.27757
2020-08-03,12.69937
2020-08-04,13.30584
2020-08-05,12.80853
2020-08-06,12.24755
2020-08-07,11.38031
2020-08-08,7.63236
2020-08-09,8.03566
2020-08-10,12.62053
2020-08-11,12.89344
2020-08-12,13.16332
2020-08-13,12.45072
2020-08-14,11.84122
2020-08-15,7.18357
2020-08-16,7.02892
2020-08-17,10.0946
2020-08-18,13.31493
2020-08-19,13.00867
2020-08-20,13.63029
2020-08-21,12.34762
2020-08-22,7.79913
2020-08-23,7.96288
2020-08-24,13.18151
2020-08-25,14.32773
2020-08-26,14.60367
2020-08-27,14.80684
2020-08-28,13.74249
2020-08-29,8.82406
2020-08-30,8.1054
2020-08-31,14.27921
2020-09-01,14.19127
2020-09-02,15.24956
2020-09-03,13.73036
2020-09-04,21.73267
2020-09-05,8.35102
2020-09-06,9.17884
2020-09-07,15.95305
2020-09-08,15.05852
2020-09-09,15.98641
2020-09-10,14.77955
2020-09-11,12.8055
2020-09-12,8.76948
2020-09-13,8.69973
2020-09-14,14.728
2020-09-15,14.31257
2020-09-16,14.22766
2020-09-17,14.07301
2020-09-18,12.25968
2020-09-19,7.2988
2020-09-20,7.5899
2020-09-21,13.44229
2020-09-22,12.90557
2020-09-23,13.39074
2020-09-24,13.0026
2020-09-25,11.45308
2020-09-26,6.90157
2020-09-27,7.1957
2020-09-28,12.13536
2020-09-29,10.4039
2020-09-30,5.98277
2020-10-01,6.41639
2020-10-02,7.01983
2020-10-03,6.94402
2020-10-04,7.76881
2020-10-05,12.7964
2020-10-06,12.69331
2020-10-07,12.53562
2020-10-08,11.22869
2020-10-09,7.72029
2020-10-10,7.37764
2020-10-11,7.47164
2020-10-12,12.52956
2020-10-13,12.25968
2020-10-14,12.37794
2020-10-15,11.98071
2020-10-16,11.16805
2020-10-17,6.4922
2020-10-18,6.63472
2020-10-19,12.18388
2020-10-20,12.04439
2020-10-21,11.56831
2020-10-22,11.48341
2020-10-23,10.70713
2020-10-24,6.76208
2020-10-25,7.24725
2020-10-26,12.88131
2020-10-27,12.63872
2020-10-28,12.5235
2020-10-29,100.0
2020-10-30,11.04979
2020-10-31,6.72872
2020-11-01,7.15325
2020-11-02,12.60537
2020-11-03,13.84862
2020-11-04,13.75159
2020-11-05,12.79944
2020-11-06,11.32269
2020-11-07,7.29577
2020-11-08,7.2897
2020-11-09,13.14512
2020-11-10,12.73576
2020-11-11,12.03529
2020-11-12,12.46588
2020-11-13,11.12256
2020-11-14,7.68087
2020-11-15,7.61719
2020-11-16,13.18757
2020-11-17,12.84492
2020-11-18,12.88131
2020-11-19,13.06022
2020-11-20,11.91097
2020-11-21,7.62023
2020-11-22,7.78397
2020-11-23,12.65085
2020-11-24,12.60537
2020-11-25,15.16768
2020-11-26,14.14276
2020-11-27,12.55079
2020-11-28,7.77184
2020-11-29,8.6118
2020-11-30,13.603
2020-12-01,14.2125
2020-12-02,13.50597
2020-12-03,12.97834
2020-12-04,13.05718
2020-12-05,8.3116
2020-12-06,8.7058
2020-12-07,13.12693
2020-12-08,12.39311
2020-12-09,12.58414
2020-12-10,13.22396
2020-12-11,12.56292
2020-12-12,8.0114
2020-12-13,8.91503
2020-12-14,14.30044
2020-12-15,13.90017
2020-12-16,13.54236
2020-12-17,13.66971
2020-12-18,12.65085
2020-12-19,8.53296
2020-12-20,9.67008
2020-12-21,14.48238
2020-12-22,17.30547
2020-12-23,25.01364
2020-12-24,18.2273
2020-12-25,8.77251
2020-12-26,8.59664
2020-12-27,9.53059
2020-12-28,15.39511
2020-12-29,14.30347
2020-12-30,13.9032
2020-12-31,11.02249
2021-01-01,9.36078
2021-01-02,9.0909
2021-01-03,10.23106
2021-01-04,15.69531
2021-01-05,16.22293
2021-01-06,15.3284
2021-01-07,16.48978
2021-01-08,16.75965
2021-01-09,10.31293
2021-01-10,10.695
2021-01-11,17.43586
2021-01-12,16.80514
2021-01-13,17.11747
2021-01-14,16.49584
2021-01-15,14.77045
2021-01-16,9.16671
2021-01-17,10.33416
2021-01-18,17.05985
2021-01-19,16.12286
2021-01-20,15.66195
2021-01-21,16.16532
2021-01-22,14.94026
2021-01-23,9.04239
2021-01-24,9.44569
2021-01-25,16.0228
2021-01-26,16.38061
2021-01-27,17.59657
2021-01-28,18.84892
2021-01-29,14.29437
2021-01-30,8.57541
2021-01-31,8.92716
2021-02-01,14.55819
2021-02-02,14.73103
2021-02-03,14.37625
2021-02-04,14.14579
2021-02-05,13.23912
2021-02-06,8.36315
2021-02-07,9.04845
2021-02-08,15.76505
2021-02-09,13.72126
2021-02-10,12.03832
2021-02-11,7.33519
2021-02-12,6.90157
2021-02-13,7.95075
2021-02-14,9.46085
2021-02-15,14.50664
2021-02-16,14.50664
2021-02-17,13.93656
2021-02-18,14.29741
2021-02-19,12.94196
2021-02-20,8.11753
2021-02-21,8.78767
2021-02-22,15.35872
2021-02-23,15.18891
2021-02-24,14.53999
2021-02-25,13.69397
2021-02-26,12.98744
2021-02-27,8.04172
2021-02-28,7.67784
2021-03-01,10.60707
2021-03-02,13.93656
2021-03-03,13.54539
2021-03-04,14.3156
2021-03-05,12.84795
