date,국고채권
2021-03-11,10.31746
2021-03-15,3.96825
2021-03-16,4.7619
2021-03-18,7.9365
2021-03-19,4.7619
2021-03-23,4.7619
2021-03-31,4.7619
2021-04-01,9.5238
2021-04-02,4.7619
2021-04-05,16.66666
2021-04-06,9.5238
2021-04-07,3.96825
2021-04-08,13.49206
2021-04-09,12.69841
2021-04-12,5.55555
2021-04-13,3.96825
2021-04-14,3.96825
2021-04-15,3.96825
2021-04-17,8.73015
2021-04-19,3.96825
2021-04-20,4.7619
2021-04-28,4.7619
2021-04-29,3.96825
2021-05-07,6.3492
2021-05-10,3.96825
2021-06-02,3.96825
2021-06-04,4.7619
2021-06-07,3.96825
2021-06-08,11.11111
2021-06-09,4.7619
2021-06-11,10.31746
2021-06-14,4.7619
2021-06-16,11.11111
2021-06-18,3.96825
2021-06-21,3.96825
2021-06-30,6.3492
2021-07-08,3.96825
2021-07-12,4.7619
2021-07-14,4.7619
2021-07-16,3.96825
2021-07-27,3.96825
2021-08-03,3.96825
2021-08-05,3.96825
2021-08-06,3.96825
2021-08-10,9.5238
2021-08-11,3.96825
2021-08-12,3.96825
2021-08-13,5.55555
2021-08-20,7.14285
2021-08-23,5.55555
2021-08-26,4.7619
2021-09-03,6.3492
2021-09-05,4.7619
2021-09-11,3.96825
2021-09-14,3.96825
2021-09-16,3.96825
2021-09-21,3.96825
2021-09-27,3.96825
2021-09-28,9.5238
2021-09-29,7.9365
2021-10-04,3.96825
2021-10-05,4.7619
2021-10-07,3.96825
2021-10-11,3.96825
2021-10-14,3.96825
2021-10-19,9.5238
2021-10-21,3.96825
2021-10-22,3.96825
2021-10-26,3.96825
2021-10-28,3.96825
2021-10-29,10.31746
2021-10-30,4.7619
2021-10-31,4.7619
2021-11-01,3.96825
2021-11-02,3.96825
2021-11-03,6.3492
2021-11-04,3.96825
2021-11-09,5.55555
2021-11-10,4.7619
2021-11-11,7.9365
2021-11-17,3.96825
2021-11-19,3.96825
2021-11-25,3.96825
2021-11-30,4.7619
2021-12-20,3.96825
2021-12-21,4.7619
2021-12-28,3.96825
2022-01-04,3.96825
2022-01-06,5.55555
2022-01-07,5.55555
2022-01-10,5.55555
2022-01-11,3.96825
2022-01-20,4.7619
2022-01-23,3.96825
2022-01-24,4.7619
2022-01-26,11.11111
2022-01-28,3.96825
2022-02-05,3.96825
2022-02-06,3.96825
2022-02-17,3.96825
2022-02-19,4.7619
2022-03-03,4.7619
2022-03-19,3.96825
2022-03-23,5.55555
2022-03-24,6.3492
2022-03-25,4.7619
2022-03-28,3.96825
2022-03-29,19.04761
2022-03-30,11.90476
2022-03-31,8.73015
2022-04-04,5.55555
2022-04-06,7.9365
2022-04-07,10.31746
2022-04-11,9.5238
2022-04-12,9.5238
2022-04-14,5.55555
2022-04-15,9.5238
2022-04-20,9.5238
2022-04-27,3.96825
2022-05-03,6.3492
2022-05-04,3.96825
2022-05-05,4.7619
2022-05-13,3.96825
2022-05-14,3.96825
2022-05-16,3.96825
2022-05-17,4.7619
2022-05-18,6.3492
2022-05-19,4.7619
2022-05-26,5.55555
2022-05-30,5.55555
2022-06-02,4.7619
2022-06-03,7.14285
2022-06-06,4.7619
2022-06-07,11.90476
2022-06-08,11.90476
2022-06-09,3.96825
2022-06-10,3.96825
2022-06-13,17.46031
2022-06-14,25.39682
2022-06-15,10.31746
2022-06-16,8.73015
2022-06-17,8.73015
2022-06-20,7.9365
2022-06-21,5.55555
2022-06-22,3.96825
2022-06-23,15.87301
2022-06-27,7.9365
2022-06-28,3.96825
2022-06-29,11.11111
2022-07-01,3.96825
2022-07-05,7.9365
2022-07-06,6.3492
2022-07-07,7.9365
2022-07-08,5.55555
2022-07-10,8.73015
2022-07-12,10.31746
2022-07-13,5.55555
2022-07-18,10.31746
2022-07-19,4.7619
2022-07-20,6.3492
2022-07-21,4.7619
2022-07-22,6.3492
2022-07-25,3.96825
2022-07-26,7.14285
2022-07-27,4.7619
2022-07-28,3.96825
2022-07-29,7.9365
2022-08-02,4.7619
2022-08-05,4.7619
2022-08-08,3.96825
2022-08-09,3.96825
2022-08-10,3.96825
2022-08-12,10.31746
2022-08-16,12.69841
2022-08-17,7.9365
2022-08-18,9.5238
2022-08-19,10.31746
2022-08-22,3.96825
2022-08-23,14.28571
2022-08-24,12.69841
2022-08-25,4.7619
2022-08-26,3.96825
2022-08-29,6.3492
2022-08-30,8.73015
2022-08-31,11.90476
2022-09-01,10.31746
2022-09-02,15.07936
2022-09-03,3.96825
2022-09-04,3.96825
2022-09-05,7.9365
2022-09-06,9.5238
2022-09-07,5.55555
2022-09-08,3.96825
2022-09-12,3.96825
2022-09-13,9.5238
2022-09-14,15.07936
2022-09-15,5.55555
2022-09-16,7.14285
2022-09-17,3.96825
2022-09-19,14.28571
2022-09-20,13.49206
2022-09-21,12.69841
2022-09-22,9.5238
2022-09-23,18.25396
2022-09-24,10.31746
2022-09-25,12.69841
2022-09-26,26.19047
2022-09-27,39.68253
2022-09-28,34.92063
2022-09-29,27.77777
2022-09-30,28.57142
2022-10-01,9.5238
2022-10-02,7.14285
2022-10-03,8.73015
2022-10-04,16.66666
2022-10-05,11.90476
2022-10-06,15.87301
2022-10-07,11.90476
2022-10-10,5.55555
2022-10-11,10.31746
2022-10-12,12.69841
2022-10-13,21.42857
2022-10-14,19.04761
2022-10-15,4.7619
2022-10-16,10.31746
2022-10-17,30.15873
2022-10-18,19.84126
2022-10-19,19.84126
2022-10-20,29.36507
2022-10-21,34.92063
2022-10-22,19.84126
2022-10-23,8.73015
2022-10-24,33.33333
2022-10-25,30.95238
2022-10-26,23.01587
2022-10-27,19.04761
2022-10-28,13.49206
2022-10-29,5.55555
2022-10-31,10.31746
2022-11-01,12.69841
2022-11-02,11.11111
2022-11-03,10.31746
2022-11-04,9.5238
2022-11-06,3.96825
2022-11-07,12.69841
2022-11-08,15.07936
2022-11-09,73.80952
2022-11-10,100.0
2022-11-11,73.80952
2022-11-12,26.19047
2022-11-13,41.26984
2022-11-14,72.22222
2022-11-15,64.28571
2022-11-16,55.55555
2022-11-17,30.95238
2022-11-18,3.96825
2022-11-19,5.55555
2022-11-21,7.14285
2022-11-22,8.73015
2022-11-23,15.07936
2022-11-24,17.46031
2022-11-25,10.31746
2022-11-28,11.90476
2022-11-29,7.14285
2022-11-30,12.69841
2022-12-01,7.9365
2022-12-02,11.11111
2022-12-03,3.96825
2022-12-04,9.5238
2022-12-05,6.3492
2022-12-06,5.55555
2022-12-07,19.84126
2022-12-08,22.22222
2022-12-09,14.28571
2022-12-11,6.3492
2022-12-12,18.25396
2022-12-13,10.31746
2022-12-14,6.3492
2022-12-15,11.11111
2022-12-16,7.14285
2022-12-18,3.96825
2022-12-19,11.11111
2022-12-20,11.11111
2022-12-21,14.28571
2022-12-22,11.90476
2022-12-23,7.9365
2022-12-24,6.3492
2022-12-25,4.7619
2022-12-26,11.11111
2022-12-27,3.96825
2022-12-28,16.66666
2022-12-29,9.5238
2022-12-30,4.7619
2023-01-02,11.11111
2023-01-03,15.87301
2023-01-04,11.90476
2023-01-05,23.80952
2023-01-07,4.7619
2023-01-08,5.55555
2023-01-09,8.73015
2023-01-10,11.11111
2023-01-11,7.9365
2023-01-12,12.69841
2023-01-13,7.14285
2023-01-14,8.73015
2023-01-16,7.9365
2023-01-17,7.9365
2023-01-19,11.11111
2023-01-20,6.3492
2023-01-21,4.7619
2023-01-23,5.55555
2023-01-25,11.11111
2023-01-26,7.9365
2023-01-27,6.3492
2023-01-28,3.96825
2023-01-29,4.7619
2023-01-30,5.55555
2023-01-31,4.7619
2023-02-01,7.14285
2023-02-02,12.69841
2023-02-03,12.69841
2023-02-04,6.3492
2023-02-06,19.04761
2023-02-07,5.55555
2023-02-08,7.9365
2023-02-09,7.9365
2023-02-10,5.55555
2023-02-11,5.55555
2023-02-13,16.66666
2023-02-14,5.55555
2023-02-15,13.49206
2023-02-16,11.11111
2023-02-17,16.66666
2023-02-19,6.3492
2023-02-20,5.55555
2023-02-21,19.84126
2023-02-22,17.46031
2023-02-23,17.46031
2023-02-24,21.42857
2023-02-25,3.96825
2023-02-27,10.31746
2023-02-28,10.31746
2023-03-01,6.3492
2023-03-02,20.63492
2023-03-03,25.39682
2023-03-04,7.9365
2023-03-05,6.3492
2023-03-06,24.60317
2023-03-07,13.49206
2023-03-08,23.01587
2023-03-09,19.04761
2023-03-10,21.42857
2023-03-11,4.7619
2023-03-12,3.96825
2023-03-13,23.01587
2023-03-14,17.46031
2023-03-15,18.25396
2023-03-16,15.87301
2023-03-17,11.90476
2023-03-20,30.15873
2023-03-21,23.01587
2023-03-22,23.01587
2023-03-23,13.49206
2023-03-24,7.14285
2023-03-25,3.96825
2023-03-26,7.14285
2023-03-27,20.63492
2023-03-28,15.87301
2023-03-30,20.63492
2023-03-31,18.25396
2023-04-01,4.7619
2023-04-03,17.46031
2023-04-04,13.49206
2023-04-05,23.01587
2023-04-06,15.87301
2023-04-07,10.31746
2023-04-08,7.14285
2023-04-09,3.96825
2023-04-10,21.42857
2023-04-11,15.87301
2023-04-12,16.66666
2023-04-13,11.90476
2023-04-14,17.46031
2023-04-15,3.96825
2023-04-16,3.96825
2023-04-17,21.42857
2023-04-18,18.25396
2023-04-19,14.28571
2023-04-20,11.11111
2023-04-21,9.5238
2023-04-23,5.55555
2023-04-24,15.87301
2023-04-25,11.90476
2023-04-26,21.42857
2023-04-27,5.55555
2023-04-28,19.04761
2023-05-02,11.11111
2023-05-03,18.25396
2023-05-04,14.28571
2023-05-05,3.96825
2023-05-06,6.3492
2023-05-08,17.46031
2023-05-09,14.28571
2023-05-10,23.80952
2023-05-11,12.69841
2023-05-12,15.87301
2023-05-15,21.42857
2023-05-16,17.46031
2023-05-17,8.73015
2023-05-18,15.07936
2023-05-19,11.11111
2023-05-20,3.96825
2023-05-21,5.55555
2023-05-22,13.49206
2023-05-23,16.66666
2023-05-24,20.63492
2023-05-25,13.49206
2023-05-26,13.49206
2023-05-27,11.90476
2023-05-28,5.55555
2023-05-29,7.14285
2023-05-30,22.22222
2023-05-31,19.04761
2023-06-01,14.28571
2023-06-02,19.84126
2023-06-03,7.9365
2023-06-05,15.87301
2023-06-06,7.9365
2023-06-07,13.49206
2023-06-08,17.46031
2023-06-09,14.28571
2023-06-12,9.5238
2023-06-13,18.25396
2023-06-14,23.01587
2023-06-15,15.87301
2023-06-16,14.28571
2023-06-18,9.5238
2023-06-19,8.73015
2023-06-20,18.25396
2023-06-21,21.42857
2023-06-22,19.84126
2023-06-23,17.46031
2023-06-24,5.55555
2023-06-25,7.9365
2023-06-26,13.49206
2023-06-27,22.22222
2023-06-28,17.46031
2023-06-29,15.07936
2023-06-30,6.3492
2023-07-01,5.55555
2023-07-02,5.55555
2023-07-03,15.87301
2023-07-04,6.3492
2023-07-05,14.28571
2023-07-06,10.31746
2023-07-07,21.42857
2023-07-08,10.31746
2023-07-10,12.69841
2023-07-11,22.22222
2023-07-12,19.84126
2023-07-13,18.25396
2023-07-14,4.7619
2023-07-15,7.14285
2023-07-16,5.55555
2023-07-17,13.49206
2023-07-18,7.14285
2023-07-19,11.11111
2023-07-20,4.7619
2023-07-21,15.07936
2023-07-23,6.3492
2023-07-24,13.49206
2023-07-25,17.46031
2023-07-26,12.69841
2023-07-27,9.5238
2023-07-28,14.28571
2023-07-30,3.96825
2023-07-31,15.07936
2023-08-01,12.69841
2023-08-02,11.11111
2023-08-03,14.28571
2023-08-04,8.73015
2023-08-05,4.7619
2023-08-06,10.31746
2023-08-07,7.9365
2023-08-08,9.5238
2023-08-09,11.11111
2023-08-10,3.96825
2023-08-11,13.49206
2023-08-12,3.96825
2023-08-14,13.49206
2023-08-15,11.11111
2023-08-16,15.87301
2023-08-17,15.87301
2023-08-18,9.5238
2023-08-19,4.7619
2023-08-21,11.90476
2023-08-22,26.19047
2023-08-23,10.31746
2023-08-24,14.28571
2023-08-26,5.55555
2023-08-28,22.22222
2023-08-29,19.04761
2023-08-30,19.84126
2023-08-31,7.14285
2023-09-01,11.11111
2023-09-03,3.96825
2023-09-04,5.55555
2023-09-05,12.69841
2023-09-06,11.11111
2023-09-07,11.11111
2023-09-08,9.5238
2023-09-09,9.5238
2023-09-10,11.90476
2023-09-11,23.01587
2023-09-12,17.46031
2023-09-13,19.84126
2023-09-14,13.49206
2023-09-15,15.87301
2023-09-16,9.5238
2023-09-18,7.14285
2023-09-19,14.28571
2023-09-20,16.66666
2023-09-21,20.63492
2023-09-22,12.69841
2023-09-23,10.31746
2023-09-25,14.28571
2023-09-26,18.25396
2023-09-27,18.25396
2023-09-29,7.14285
2023-10-02,4.7619
2023-10-03,5.55555
2023-10-04,26.98412
2023-10-05,23.80952
2023-10-06,14.28571
2023-10-08,3.96825
2023-10-09,4.7619
2023-10-10,18.25396
2023-10-11,13.49206
2023-10-12,13.49206
2023-10-13,17.46031
2023-10-14,4.7619
2023-10-15,4.7619
2023-10-16,14.28571
2023-10-17,11.90476
2023-10-18,17.46031
2023-10-19,20.63492
2023-10-20,13.49206
2023-10-21,3.96825
2023-10-22,14.28571
2023-10-23,17.46031
2023-10-24,21.42857
2023-10-25,22.22222
2023-10-26,18.25396
2023-10-27,20.63492
2023-10-29,14.28571
2023-10-30,13.49206
2023-10-31,23.80952
2023-11-01,23.01587
2023-11-02,26.19047
2023-11-03,19.84126
2023-11-04,4.7619
2023-11-05,4.7619
2023-11-06,14.28571
2023-11-07,19.04761
2023-11-08,26.19047
2023-11-09,18.25396
2023-11-10,12.69841
2023-11-11,7.9365
2023-11-12,3.96825
2023-11-13,10.31746
2023-11-14,18.25396
2023-11-15,17.46031
2023-11-16,15.07936
2023-11-17,16.66666
2023-11-18,6.3492
2023-11-19,5.55555
2023-11-20,19.84126
2023-11-21,20.63492
2023-11-22,24.60317
2023-11-23,17.46031
2023-11-24,20.63492
2023-11-25,3.96825
2023-11-26,4.7619
2023-11-27,15.87301
2023-11-28,22.22222
2023-11-29,13.49206
2023-11-30,17.46031
2023-12-01,7.14285
2023-12-02,7.9365
2023-12-04,13.49206
2023-12-05,24.60317
2023-12-06,15.87301
2023-12-07,13.49206
2023-12-08,15.07936
2023-12-09,7.9365
2023-12-11,21.42857
2023-12-12,11.90476
2023-12-13,18.25396
2023-12-14,26.98412
2023-12-15,11.90476
2023-12-16,7.14285
2023-12-17,11.90476
2023-12-18,21.42857
2023-12-19,17.46031
2023-12-20,16.66666
2023-12-21,9.5238
2023-12-22,15.87301
2023-12-23,3.96825
2023-12-24,3.96825
2023-12-25,9.5238
2023-12-26,9.5238
2023-12-27,21.42857
2023-12-28,18.25396
2023-12-29,14.28571
2023-12-30,5.55555
2023-12-31,8.73015
2024-01-01,6.3492
2024-01-02,25.39682
2024-01-03,29.36507
2024-01-04,23.01587
2024-01-05,19.04761
2024-01-06,15.87301
2024-01-07,13.49206
2024-01-08,28.57142
2024-01-09,30.15873
2024-01-10,16.66666
2024-01-11,18.25396
2024-01-12,15.07936
2024-01-13,7.14285
2024-01-14,5.55555
2024-01-15,13.49206
2024-01-16,25.39682
2024-01-17,23.80952
2024-01-18,15.07936
2024-01-19,15.07936
2024-01-20,11.11111
2024-01-21,3.96825
2024-01-22,16.66666
2024-01-23,15.07936
2024-01-24,17.46031
2024-01-25,15.07936
2024-01-26,20.63492
2024-01-27,7.14285
2024-01-28,11.11111
2024-01-29,18.25396
2024-01-30,23.80952
2024-01-31,20.63492
2024-02-01,24.60317
2024-02-02,19.04761
2024-02-03,7.9365
2024-02-04,8.73015
2024-02-05,15.07936
2024-02-06,19.04761
2024-02-07,15.87301
2024-02-08,20.63492
2024-02-09,5.55555
2024-02-10,6.3492
2024-02-11,4.7619
2024-02-12,10.31746
2024-02-13,26.98412
2024-02-14,31.74603
2024-02-15,25.39682
2024-02-16,17.46031
2024-02-17,7.14285
2024-02-18,8.73015
2024-02-19,17.46031
2024-02-20,29.36507
2024-02-21,19.84126
2024-02-22,22.22222
2024-02-23,28.57142
2024-02-24,11.90476
2024-02-25,7.14285
2024-02-26,25.39682
2024-02-27,23.01587
2024-02-28,22.22222
2024-02-29,15.07936
2024-03-01,8.73015
2024-03-02,10.31746
2024-03-03,5.55555
2024-03-04,27.77777
2024-03-05,20.63492
2024-03-06,11.90476
2024-03-07,19.04761
2024-03-08,16.66666
2024-03-09,5.55555
2024-03-10,15.87301
2024-03-11,30.15873
2024-03-12,27.77777
2024-03-13,22.22222
2024-03-14,34.92063
2024-03-15,23.01587
2024-03-16,9.5238
2024-03-17,3.96825
2024-03-18,19.04761
2024-03-19,27.77777
2024-03-20,24.60317
