date,실시간다우선물지수
2020-12-31,2.66988
2021-01-01,1.05553
2021-01-02,0.29665
2021-01-03,0.52431
2021-01-04,8.00275
2021-01-05,13.72197
2021-01-06,18.55812
2021-01-07,12.92169
2021-01-08,8.81683
2021-01-09,2.01448
2021-01-10,0.77957
2021-01-11,15.67437
2021-01-12,15.17074
2021-01-13,12.26629
2021-01-14,11.72128
2021-01-15,12.62504
2021-01-16,2.60779
2021-01-17,0.93825
2021-01-18,14.26698
2021-01-19,13.28734
2021-01-20,12.2387
2021-01-21,12.46636
2021-01-22,12.19041
2021-01-23,2.02828
2021-01-24,0.91755
2021-01-25,12.2525
2021-01-26,18.89617
2021-01-27,19.37219
2021-01-28,37.76474
2021-01-29,28.51328
2021-01-30,5.7675
2021-01-31,3.02863
2021-02-01,23.96688
2021-02-02,20.25526
2021-02-03,19.3101
2021-02-04,20.86236
2021-02-05,14.8258
2021-02-06,2.78716
2021-02-07,0.92445
2021-02-08,13.94963
2021-02-09,14.31528
2021-02-10,10.03794
2021-02-11,6.4022
2021-02-12,6.91272
2021-02-13,1.99379
2021-02-14,0.93135
2021-02-15,9.76198
2021-02-16,14.97067
2021-02-17,16.34356
2021-02-18,18.26836
2021-02-19,15.88823
2021-02-20,2.66988
2021-02-21,1.07623
2021-02-22,21.19351
2021-02-23,28.49258
2021-02-24,30.14832
2021-02-25,23.03552
2021-02-26,35.83304
2021-02-27,5.45705
2021-02-28,2.06278
2021-03-01,25.7813
2021-03-02,38.63401
2021-03-03,30.99689
2021-03-04,42.26284
2021-03-05,38.08899
2021-03-06,6.05036
2021-03-07,1.95239
2021-03-08,45.02932
2021-03-09,40.20006
2021-03-10,38.37185
2021-03-11,29.09279
2021-03-12,32.8389
2021-03-13,5.1328
2021-03-14,1.73163
2021-03-15,30.98309
2021-03-16,28.18213
2021-03-17,32.04553
2021-03-18,33.5357
2021-03-19,32.78371
2021-03-20,3.96688
2021-03-21,1.34529
2021-03-22,22.33873
2021-03-23,20.84166
2021-03-24,20.00689
2021-03-25,20.15867
2021-03-26,15.14315
2021-03-27,2.49051
2021-03-28,0.69679
2021-03-29,20.56571
2021-03-30,18.61331
2021-03-31,19.20662
2021-04-01,16.43325
2021-04-02,11.90065
2021-04-03,2.40772
2021-04-04,1.11762
2021-04-05,15.35012
2021-04-06,17.16453
2021-04-07,14.57744
2021-04-08,12.52155
2021-04-09,11.19006
2021-04-10,1.47637
2021-04-11,0.50362
2021-04-12,13.55639
2021-04-13,14.47395
2021-04-14,12.80441
2021-04-15,12.90789
2021-04-16,11.06588
2021-04-17,1.53156
2021-04-18,0.57261
2021-04-19,12.57675
2021-04-20,14.08761
2021-04-21,21.82131
2021-04-22,15.35701
2021-04-23,13.54949
2021-04-24,1.83511
2021-04-25,0.56571
2021-04-26,12.2387
2021-04-27,13.18385
2021-04-28,15.29492
2021-04-29,14.52914
2021-04-30,11.48671
2021-05-01,1.8972
2021-05-02,0.57951
2021-05-03,12.94239
2021-05-04,11.74197
2021-05-05,13.94273
2021-05-06,15.73646
2021-05-07,11.76267
2021-05-08,1.82131
2021-05-09,0.71058
2021-05-10,15.36391
2021-05-11,27.87857
2021-05-12,35.95032
2021-05-13,51.65919
2021-05-14,25.1604
2021-05-15,3.00103
2021-05-16,1.20731
2021-05-17,28.3753
2021-05-18,18.33045
2021-05-19,23.37357
2021-05-20,32.30079
2021-05-21,20.08278
2021-05-22,2.99413
2021-05-23,1.46947
2021-05-24,19.43428
2021-05-25,17.92342
2021-05-26,18.57882
2021-05-27,20.53121
2021-05-28,15.70196
2021-05-29,2.47671
2021-05-30,0.83477
2021-05-31,13.23904
2021-06-01,18.11659
2021-06-02,18.53742
2021-06-03,21.30389
2021-06-04,18.57192
2021-06-05,2.29734
2021-06-06,0.85546
2021-06-07,18.11659
2021-06-08,18.77199
2021-06-09,17.99241
2021-06-10,16.57123
2021-06-11,12.66643
2021-06-12,1.96619
2021-06-13,0.6278
2021-06-14,11.40393
2021-06-15,13.59779
2021-06-16,14.72231
2021-06-17,19.26181
2021-06-18,14.66022
2021-06-19,3.43566
2021-06-20,1.46257
2021-06-21,28.22352
2021-06-22,21.00034
2021-06-23,18.92376
2021-06-24,17.01966
2021-06-25,13.87374
2021-06-26,2.00758
2021-06-27,0.93825
2021-06-28,15.48809
2021-06-29,17.3853
2021-06-30,17.94411
2021-07-01,17.24732
2021-07-02,13.59089
2021-07-03,1.9317
2021-07-04,0.50362
2021-07-05,12.36978
2021-07-06,15.19834
2021-07-07,17.98551
2021-07-08,30.70024
2021-07-09,26.25733
2021-07-10,2.40082
2021-07-11,0.77957
2021-07-12,20.17247
2021-07-13,18.88927
2021-07-14,20.49672
2021-07-15,20.02069
2021-07-16,17.21283
2021-07-17,3.01483
2021-07-18,0.73818
2021-07-19,32.33528
2021-07-20,37.95101
2021-07-21,30.33459
2021-07-22,22.05588
2021-07-23,17.12314
2021-07-24,2.62849
2021-07-25,0.99344
2021-07-26,25.1328
2021-07-27,23.56674
2021-07-28,25.57433
2021-07-29,20.22766
2021-07-30,23.35288
2021-07-31,3.09072
2021-08-01,1.10382
2021-08-02,17.75094
2021-08-03,19.05484
2021-08-04,18.28906
2021-08-05,18.36495
2021-08-06,15.71576
2021-08-07,2.31804
2021-08-08,0.78647
2021-08-09,18.35805
2021-08-10,19.69644
2021-08-11,19.06174
2021-08-12,16.52293
2021-08-13,14.08071
2021-08-14,2.14556
2021-08-15,0.70369
2021-08-16,15.10865
2021-08-17,23.15971
2021-08-18,20.92445
2021-08-19,40.71058
2021-08-20,32.49396
2021-08-21,3.44946
2021-08-22,1.18661
2021-08-23,22.24905
2021-08-24,23.44946
2021-08-25,23.8358
2021-08-26,21.60055
2021-08-27,20.85546
2021-08-28,2.67678
2021-08-29,0.69679
2021-08-30,17.22662
2021-08-31,18.90996
2021-09-01,20.30355
2021-09-02,19.85512
2021-09-03,15.34322
2021-09-04,2.38703
2021-09-05,0.80027
2021-09-06,14.70162
2021-09-07,18.61331
2021-09-08,25.02242
2021-09-09,26.78854
2021-09-10,17.30251
2021-09-11,3.27009
2021-09-12,0.88996
2021-09-13,21.77992
2021-09-14,20.53121
2021-09-15,20.70369
2021-09-16,18.48223
2021-09-17,13.5288
2021-09-18,2.63539
2021-09-19,0.68299
2021-09-20,18.22697
2021-09-21,31.99724
2021-09-22,34.76371
2021-09-23,28.92721
2021-09-24,24.64987
2021-09-25,3.8358
2021-09-26,1.09003
2021-09-27,21.65574
2021-09-28,32.16971
2021-09-29,38.94446
2021-09-30,28.24422
2021-10-01,33.64608
2021-10-02,4.59468
2021-10-03,1.74542
2021-10-04,34.57054
2021-10-05,46.98861
2021-10-06,55.38461
2021-10-07,37.76474
2021-10-08,28.3546
2021-10-09,4.38771
2021-10-10,1.66954
2021-10-11,28.9962
2021-10-12,40.20696
2021-10-13,34.03932
2021-10-14,27.36805
2021-10-15,22.90444
2021-10-16,3.73232
2021-10-17,1.60055
2021-10-18,27.0576
2021-10-19,23.98068
2021-10-20,24.13245
2021-10-21,24.24284
2021-10-22,20.77268
2021-10-23,3.63573
2021-10-24,1.07623
2021-10-25,19.9448
2021-10-26,18.95136
2021-10-27,23.78751
2021-10-28,22.13866
2021-10-29,22.11107
2021-10-30,3.38737
2021-10-31,1.18661
2021-11-01,18.23387
2021-11-02,22.5457
2021-11-03,24.18075
2021-11-04,21.17281
2021-11-05,17.97861
2021-11-06,2.94584
2021-11-07,1.03483
2021-11-08,19.92411
2021-11-09,19.42738
2021-11-10,25.99517
2021-11-11,25.63642
2021-11-12,18.51672
2021-11-13,2.87685
2021-11-14,0.86926
2021-11-15,17.21973
2021-11-16,21.15902
2021-11-17,20.11038
2021-11-18,21.74542
2021-11-19,17.98551
2021-11-20,3.61503
2021-11-21,1.2556
2021-11-22,17.84063
2021-11-23,24.63608
2021-11-24,23.8496
2021-11-25,19.9517
2021-11-26,42.95274
2021-11-27,9.14108
2021-11-28,3.74611
2021-11-29,49.6378
2021-11-30,60.65539
2021-12-01,45.44325
2021-12-02,44.59468
2021-12-03,33.41152
2021-12-04,7.6785
2021-12-05,2.84235
2021-12-06,38.73749
2021-12-07,32.901
2021-12-08,34.51535
2021-12-09,30.89341
2021-12-10,28.327
2021-12-11,4.62918
2021-12-12,1.66264
2021-12-13,27.29906
2021-12-14,37.26112
2021-12-15,35.70886
2021-12-16,32.01103
2021-12-17,32.34908
2021-12-18,6.56088
2021-12-19,1.82131
2021-12-20,48.94101
2021-12-21,41.33149
2021-12-22,37.07485
2021-12-23,30.25181
2021-12-24,15.10175
2021-12-25,2.93894
2021-12-26,1.60055
2021-12-27,24.16695
2021-12-28,23.29078
2021-12-29,24.37392
2021-12-30,18.06829
2021-12-31,9.6171
2022-01-01,2.25595
2022-01-02,1.37978
2022-01-03,19.92411
2022-01-04,22.51121
2022-01-05,29.6447
2022-01-06,46.22283
2022-01-07,29.75508
2022-01-08,5.7882
2022-01-09,1.77302
2022-01-10,39.17902
2022-01-11,38.70989
2022-01-12,31.08658
2022-01-13,31.85236
2022-01-14,34.47395
2022-01-15,5.7675
2022-01-16,1.44877
2022-01-17,28.56157
2022-01-18,44.18765
2022-01-19,49.94135
2022-01-20,40.40703
2022-01-21,48.47188
2022-01-22,8.94791
2022-01-23,3.46326
2022-01-24,72.52155
2022-01-25,86.45739
2022-01-26,71.53501
2022-01-27,86.47809
2022-01-28,50.76233
2022-01-29,8.96171
2022-01-30,2.69748
2022-01-31,22.64918
2022-02-01,27.66471
2022-02-02,32.68023
2022-02-03,56.28147
2022-02-04,46.22283
2022-02-05,8.3546
2022-02-06,3.22869
2022-02-07,45.05691
2022-02-08,43.31148
2022-02-09,37.04725
2022-02-10,42.14556
2022-02-11,45.40876
2022-02-12,9.36184
2022-02-13,3.76681
2022-02-14,73.64608
2022-02-15,68.07174
2022-02-16,58.53052
2022-02-17,66.30562
2022-02-18,55.60538
2022-02-19,11.25905
2022-02-20,3.88409
2022-02-21,47.43704
2022-02-22,82.37323
2022-02-23,62.48361
2022-02-24,90.38978
2022-02-25,70.36219
2022-02-26,11.05208
2022-02-27,4.56709
2022-02-28,55.66747
2022-03-01,43.99448
2022-03-02,62.35253
2022-03-03,49.17557
2022-03-04,52.64573
2022-03-05,9.68609
2022-03-06,3.71162
2022-03-07,63.43566
2022-03-08,67.38185
2022-03-09,45.96067
2022-03-10,56.19868
2022-03-11,49.90686
2022-03-12,10.22421
2022-03-13,3.67713
2022-03-14,54.812
2022-03-15,63.43566
2022-03-16,54.99827
2022-03-17,57.57157
2022-03-18,45.62952
2022-03-19,7.7406
2022-03-20,2.95274
2022-03-21,47.03001
2022-03-22,45.96757
2022-03-23,44.80855
2022-03-24,47.79579
2022-03-25,36.21938
2022-03-26,6.56088
2022-03-27,2.11107
2022-03-28,40.39323
2022-03-29,39.74473
2022-03-30,39.84822
2022-03-31,37.25422
2022-04-01,34.28768
2022-04-02,6.06416
2022-04-03,2.04208
2022-04-04,32.65263
2022-04-05,32.90789
2022-04-06,44.59468
2022-04-07,52.83201
2022-04-08,39.40669
2022-04-09,6.34011
2022-04-10,1.911
2022-04-11,42.86305
2022-04-12,52.2318
2022-04-13,42.40082
2022-04-14,37.70955
2022-04-15,21.21421
2022-04-16,3.42186
2022-04-17,1.73163
2022-04-18,37.49568
2022-04-19,37.17143
2022-04-20,37.08865
2022-04-21,31.96274
2022-04-22,34.52224
2022-04-23,7.64401
2022-04-24,2.62849
2022-04-25,60.77957
2022-04-26,49.28596
2022-04-27,62.75957
2022-04-28,48.29941
2022-04-29,40.39323
2022-04-30,8.18903
2022-05-01,2.75267
2022-05-02,50.05864
2022-05-03,46.4505
2022-05-04,38.20627
2022-05-05,32.98378
2022-05-06,58.39944
2022-05-07,8.67195
2022-05-08,3.01483
2022-05-09,62.27664
2022-05-10,69.32735
2022-05-11,67.38875
2022-05-12,79.24801
2022-05-13,48.12694
2022-05-14,7.02311
2022-05-15,2.64229
2022-05-16,52.71472
2022-05-17,43.822
2022-05-18,48.50638
2022-05-19,74.1359
2022-05-20,42.98033
2022-05-21,8.67885
2022-05-22,2.89065
2022-05-23,43.13211
2022-05-24,53.39082
2022-05-25,51.30734
2022-05-26,48.18903
2022-05-27,38.63401
2022-05-28,5.60883
2022-05-29,1.64194
2022-05-30,30.80372
2022-05-31,34.43946
2022-06-01,27.56812
2022-06-02,39.90341
2022-06-03,27.80269
2022-06-04,5.1328
2022-06-05,1.9179
2022-06-06,23.04242
2022-06-07,37.70265
2022-06-08,37.61296
2022-06-09,39.52397
2022-06-10,41.64194
2022-06-11,7.11279
2022-06-12,2.83546
2022-06-13,64.08416
2022-06-14,78.57192
2022-06-15,73.72197
2022-06-16,80.5933
2022-06-17,65.38116
2022-06-18,9.38944
2022-06-19,3.58744
2022-06-20,61.82821
2022-06-21,55.16384
2022-06-22,67.0645
2022-06-23,70.40358
2022-06-24,45.93997
2022-06-25,6.82304
2022-06-26,2.68368
2022-06-27,55.4605
2022-06-28,53.4874
2022-06-29,58.55812
2022-06-30,58.72369
2022-07-01,54.72921
2022-07-02,7.26457
2022-07-03,2.33183
2022-07-04,47.16798
2022-07-05,57.73025
2022-07-06,63.1942
2022-07-07,49.89996
2022-07-08,47.34046
2022-07-09,6.94032
2022-07-10,2.29734
2022-07-11,43.77371
2022-07-12,55.76405
2022-07-13,58.19248
2022-07-14,59.20662
2022-07-15,46.32631
2022-07-16,6.18144
2022-07-17,2.06278
2022-07-18,42.36633
2022-07-19,46.50569
2022-07-20,47.62331
2022-07-21,47.54743
2022-07-22,39.17212
2022-07-23,5.80889
2022-07-24,1.77992
2022-07-25,38.77888
2022-07-26,38.88927
2022-07-27,40.77957
2022-07-28,40.21386
2022-07-29,33.27354
2022-07-30,4.77406
2022-07-31,1.53846
2022-08-01,36.21248
2022-08-02,41.39358
2022-08-03,38.42014
2022-08-04,36.1228
2022-08-05,31.36943
2022-08-06,5.60193
2022-08-07,1.65574
2022-08-08,31.68678
2022-08-09,35.15005
2022-08-10,41.49706
2022-08-11,35.19834
2022-08-12,30.01034
2022-08-13,4.85684
2022-08-14,1.50396
2022-08-15,23.79441
2022-08-16,37.04035
2022-08-17,40.48982
2022-08-18,40.08278
2022-08-19,34.51535
2022-08-20,5.17419
2022-08-21,1.75232
2022-08-22,43.89099
2022-08-23,55.37771
2022-08-24,49.6309
2022-08-25,39.50327
2022-08-26,38.99965
2022-08-27,7.67161
2022-08-28,2.24215
2022-08-29,62.07657
2022-08-30,49.42393
2022-08-31,53.14936
2022-09-01,57.32321
2022-09-02,51.07278
2022-09-03,6.91272
2022-09-04,2.26284
2022-09-05,46.38151
2022-09-06,48.27181
2022-09-07,54.92238
2022-09-08,36.23318
2022-09-09,17.61296
2022-09-10,5.119
2022-09-11,2.38013
2022-09-12,26.57468
2022-09-13,54.21179
2022-09-14,67.97516
2022-09-15,55.4398
2022-09-16,52.61124
2022-09-17,8.58226
2022-09-18,2.5595
2022-09-19,56.17799
2022-09-20,52.2042
2022-09-21,61.9248
2022-09-22,68.84442
2022-09-23,66.33321
2022-09-24,8.77543
2022-09-25,2.42152
2022-09-26,86.71265
2022-09-27,78.43394
2022-09-28,100.0
2022-09-29,86.74025
2022-09-30,71.06588
2022-10-01,8.91341
2022-10-02,3.11141
2022-10-03,56.21938
2022-10-04,63.07002
2022-10-05,70.76233
2022-10-06,64.56709
2022-10-07,57.31631
2022-10-08,8.18213
2022-10-09,3.07692
2022-10-10,56.21248
2022-10-11,82.35253
2022-10-12,67.41635
2022-10-13,82.93894
2022-10-14,61.53846
2022-10-15,9.12728
2022-10-16,3.00103
2022-10-17,53.27354
2022-10-18,57.3853
2022-10-19,63.8289
2022-10-20,61.35219
2022-10-21,53.45291
2022-10-22,7.0714
2022-10-23,2.11797
2022-10-24,53.05967
2022-10-25,51.41083
2022-10-26,55.09486
2022-10-27,49.16867
2022-10-28,43.90479
2022-10-29,6.07105
2022-10-30,1.94549
2022-10-31,42.42842
2022-11-01,41.39358
2022-11-02,47.12659
2022-11-03,51.74887
2022-11-04,41.32459
2022-11-05,6.14694
2022-11-06,1.57985
2022-11-07,43.65643
2022-11-08,43.42186
2022-11-09,45.90548
2022-11-10,52.25939
2022-11-11,43.13901
2022-11-12,6.62987
2022-11-13,1.86271
2022-11-14,41.8972
2022-11-15,41.40048
2022-11-16,43.57364
2022-11-17,47.12659
2022-11-18,37.59227
2022-11-19,5.49154
2022-11-20,1.67644
2022-11-21,37.3577
2022-11-22,41.06243
2022-11-23,37.23352
2022-11-24,33.5357
2022-11-25,26.47809
2022-11-26,4.30493
2022-11-27,1.40048
2022-11-28,32.44567
2022-11-29,35.24663
2022-11-30,32.35598
2022-12-01,35.64677
2022-12-02,33.86685
2022-12-03,6.4436
2022-12-04,1.2694
2022-12-05,30.67264
2022-12-06,38.28906
2022-12-07,40.96585
2022-12-08,37.78544
2022-12-09,29.96895
2022-12-10,5.62952
2022-12-11,1.10382
2022-12-12,33.5012
2022-12-13,39.17212
2022-12-14,36.58502
2022-12-15,40.66229
2022-12-16,38.35805
2022-12-17,5.56743
2022-12-18,1.17971
2022-12-19,32.2525
2022-12-20,43.92549
2022-12-21,36.57123
2022-12-22,33.12176
2022-12-23,37.15074
2022-12-24,4.98102
2022-12-25,1.16591
2022-12-26,15.31562
2022-12-27,27.88547
2022-12-28,31.13487
2022-12-29,27.91307
2022-12-30,15.77785
2022-12-31,3.36667
2023-01-01,1.42117
2023-01-02,15.4536
2023-01-03,36.37806
2023-01-04,35.81924
2023-01-05,37.60607
2023-01-06,30.89341
2023-01-07,5.07761
2023-01-08,0.99344
2023-01-09,30.62435
2023-01-10,35.78475
2023-01-11,34.62573
2023-01-12,37.63366
2023-01-13,31.43152
2023-01-14,5.119
2023-01-15,1.2418
2023-01-16,25.62952
2023-01-17,32.76992
2023-01-18,32.79061
2023-01-19,36.52293
2023-01-20,28.76164
2023-01-21,5.65712
2023-01-22,1.65574
2023-01-23,11.73508
2023-01-24,14.52914
2023-01-25,21.2418
2023-01-26,16.29527
2023-01-27,12.13521
2023-01-28,2.13176
2023-01-29,0.67609
2023-01-30,14.52914
2023-01-31,15.27423
2023-02-01,13.82545
2023-02-02,14.37047
2023-02-03,11.76267
2023-02-04,1.61434
2023-02-05,0.67609
2023-02-06,13.42531
2023-02-07,12.50086
2023-02-08,11.23145
2023-02-09,11.78337
2023-02-10,11.11417
2023-02-11,1.45567
2023-02-12,0.48292
2023-02-13,11.50741
2023-02-14,15.52949
2023-02-15,16.03311
2023-02-16,14.47395
2023-02-17,14.7775
2023-02-18,2.34563
2023-02-19,0.43463
2023-02-20,12.03173
2023-02-21,16.97826
2023-02-22,22.5181
2023-02-23,18.84787
2023-02-24,15.97102
2023-02-25,2.82166
2023-02-26,0.71058
2023-02-27,17.79924
2023-02-28,14.30838
2023-03-01,12.99758
2023-03-02,20.23456
2023-03-03,14.88789
2023-03-04,2.19385
2023-03-05,0.6209
2023-03-06,16.41945
2023-03-07,17.64746
2023-03-08,20.90375
2023-03-09,20.08278
2023-03-10,21.35219
2023-03-11,3.02173
2023-03-12,1.2625
2023-03-13,29.89306
2023-03-14,32.52845
2023-03-15,31.70748
2023-03-16,29.56881
2023-03-17,20.57951
2023-03-18,3.23559
2023-03-19,1.04863
2023-03-20,26.47119
2023-03-21,21.74542
2023-03-22,21.11072
2023-03-23,23.03552
2023-03-24,19.65505
2023-03-25,2.77337
2023-03-26,0.75198
2023-03-27,17.00586
2023-03-28,18.86857
2023-03-29,16.7506
2023-03-30,17.24042
2023-03-31,14.35667
2023-04-01,2.02138
2023-04-02,0.5933
2023-04-03,15.90893
2023-04-04,16.17799
2023-04-05,17.07485
2023-04-06,18.37185
2023-04-07,13.25974
2023-04-08,2.00758
2023-04-09,0.5864
2023-04-10,13.79096
2023-04-11,13.57019
2023-04-12,14.48085
2023-04-13,15.11555
2023-04-14,12.59054
2023-04-15,1.9179
2023-04-16,0.57951
2023-04-17,12.25939
2023-04-18,13.90824
2023-04-19,14.8051
2023-04-20,16.30217
2023-04-21,14.41876
2023-04-22,1.79372
2023-04-23,0.46222
2023-04-24,13.86685
2023-04-25,15.18454
2023-04-26,16.87478
2023-04-27,13.41842
2023-04-28,10.61745
2023-04-29,1.45567
2023-04-30,0.45532
2023-05-01,7.29906
2023-05-02,12.61124
2023-05-03,15.20524
2023-05-04,13.10106
2023-05-05,7.31286
2023-05-06,1.911
2023-05-07,0.614
2023-05-08,12.36978
2023-05-09,12.74922
2023-05-10,14.41186
2023-05-11,13.82545
2023-05-12,11.65229
2023-05-13,1.73163
2023-05-14,0.52431
2023-05-15,12.73542
2023-05-16,13.05967
2023-05-17,13.19765
2023-05-18,12.2318
2023-05-19,9.76198
2023-05-20,1.53846
2023-05-21,0.44843
2023-05-22,11.42462
2023-05-23,12.2387
2023-05-24,13.4943
2023-05-25,14.38427
2023-05-26,10.76923
2023-05-27,1.31769
2023-05-28,0.45532
2023-05-29,7.85098
