date,파이코인상장
2023-05-27,3.45942
2023-05-28,3.84739
2023-05-29,4.62334
2023-05-30,5.22685
2023-05-31,4.49401
2023-06-01,4.80655
2023-06-02,4.75266
2023-06-03,4.24614
2023-06-04,3.64263
2023-06-05,4.88199
2023-06-06,4.33236
2023-06-07,5.02209
2023-06-08,4.12759
2023-06-09,4.05216
2023-06-10,3.78273
2023-06-11,3.18999
2023-06-12,4.38624
2023-06-13,4.24614
2023-06-14,4.72033
2023-06-15,4.4078
2023-06-16,3.68574
2023-06-17,2.90979
2023-06-18,3.093
2023-06-19,4.42935
2023-06-20,4.87121
2023-06-21,5.80881
2023-06-22,4.65567
2023-06-23,3.8905
2023-06-24,3.03912
2023-06-25,3.29776
2023-06-26,4.34314
2023-06-27,4.61256
2023-06-28,5.99202
2023-06-29,6.81107
2023-06-30,4.97898
2023-07-01,3.78273
2023-07-02,3.94439
2023-07-03,4.32158
2023-07-04,4.42935
2023-07-05,4.67722
2023-07-06,4.27847
2023-07-07,3.66418
2023-07-08,3.35165
2023-07-09,3.43787
2023-07-10,4.1707
2023-07-11,4.38624
2023-07-12,3.80428
2023-07-13,3.86895
2023-07-14,4.41857
2023-07-15,3.25466
2023-07-16,3.30854
2023-07-17,3.50253
2023-07-18,4.07371
2023-07-19,4.13837
2023-07-20,3.72885
2023-07-21,3.34087
2023-07-22,2.99601
2023-07-23,3.45942
2023-07-24,4.09526
2023-07-25,4.49401
2023-07-26,5.05442
2023-07-27,5.3454
2023-07-28,4.39702
2023-07-29,3.53486
2023-07-30,2.82358
2023-07-31,3.36243
2023-08-01,3.15766
2023-08-02,3.2331
2023-08-03,3.15766
2023-08-04,3.43787
2023-08-05,2.9529
2023-08-06,3.15766
2023-08-07,3.42709
2023-08-08,3.80428
2023-08-09,3.35165
2023-08-10,3.28699
2023-08-11,3.21155
2023-08-12,2.74814
2023-08-13,2.87746
2023-08-14,3.59952
2023-08-15,3.39476
2023-08-16,4.59101
2023-08-17,3.54564
2023-08-18,3.48097
2023-08-19,2.55415
2023-08-20,2.7158
2023-08-21,3.92283
2023-08-22,3.84739
2023-08-23,3.5133
2023-08-24,3.093
2023-08-25,3.80428
2023-08-26,3.35165
2023-08-27,3.27621
2023-08-28,4.53712
2023-08-29,4.67722
2023-08-30,4.55868
2023-08-31,3.14689
2023-09-01,3.93361
2023-09-02,2.69425
2023-09-03,3.3732
2023-09-04,3.78273
2023-09-05,3.41631
2023-09-06,3.07145
2023-09-07,2.92057
2023-09-08,2.93135
2023-09-09,2.7158
2023-09-10,3.28699
2023-09-11,4.30003
2023-09-12,3.96594
2023-09-13,3.62107
2023-09-14,4.11682
2023-09-15,2.98523
2023-09-16,2.73736
2023-09-17,3.36243
2023-09-18,3.3301
2023-09-19,3.78273
2023-09-20,3.29776
2023-09-21,3.81506
2023-09-22,3.66418
2023-09-23,3.6103
2023-09-24,3.3301
2023-09-25,3.83662
2023-09-26,3.98749
2023-09-27,3.08222
2023-09-28,2.90979
2023-09-29,2.48949
2023-09-30,2.56493
2023-10-01,3.10378
2023-10-02,3.72885
2023-10-03,3.44864
2023-10-04,4.38624
2023-10-05,3.65341
2023-10-06,3.14689
2023-10-07,2.23084
2023-10-08,2.61881
2023-10-09,2.93135
2023-10-10,3.42709
2023-10-11,3.6103
2023-10-12,3.71807
2023-10-13,2.88824
2023-10-14,2.82358
2023-10-15,2.92057
2023-10-16,3.57797
2023-10-17,3.84739
2023-10-18,3.93361
2023-10-19,3.36243
2023-10-20,3.49175
2023-10-21,2.55415
2023-10-22,2.73736
2023-10-23,3.96594
2023-10-24,5.04364
2023-10-25,5.09753
2023-10-26,4.23537
2023-10-27,3.48097
2023-10-28,2.64037
2023-10-29,2.9529
2023-10-30,3.70729
2023-10-31,3.5133
2023-11-01,3.63185
2023-11-02,4.12759
2023-11-03,3.35165
2023-11-04,3.17922
2023-11-05,3.3732
2023-11-06,3.96594
2023-11-07,4.06293
2023-11-08,3.31932
2023-11-09,3.26543
2023-11-10,3.36243
2023-11-11,2.60803
2023-11-12,3.03912
2023-11-13,3.8905
2023-11-14,3.77195
2023-11-15,3.45942
2023-11-16,3.72885
2023-11-17,3.10378
2023-11-18,2.66192
2023-11-19,2.78047
2023-11-20,4.30003
2023-11-21,4.10604
2023-11-22,3.91205
2023-11-23,3.93361
2023-11-24,3.54564
2023-11-25,3.15766
2023-11-26,3.07145
2023-11-27,4.25692
2023-11-28,3.72885
2023-11-29,3.72885
2023-11-30,3.65341
2023-12-01,3.80428
2023-12-02,3.3301
2023-12-03,3.39476
2023-12-04,4.2677
2023-12-05,4.84966
2023-12-06,6.15368
2023-12-07,5.35618
2023-12-08,4.49401
2023-12-09,3.70729
2023-12-10,3.82584
2023-12-11,4.46168
2023-12-12,4.32158
2023-12-13,4.00905
2023-12-14,3.84739
2023-12-15,3.16844
2023-12-16,2.9529
2023-12-17,2.6727
2023-12-18,3.41631
2023-12-19,3.68574
2023-12-20,3.17922
2023-12-21,3.17922
2023-12-22,2.94212
2023-12-23,2.4356
2023-12-24,2.79124
2023-12-25,2.6727
2023-12-26,3.17922
2023-12-27,3.38398
2023-12-28,4.39702
2023-12-29,4.24614
2023-12-30,3.48097
2023-12-31,3.14689
2024-01-01,3.58874
2024-01-02,4.12759
2024-01-03,4.21381
2024-01-04,4.5479
2024-01-05,4.09526
2024-01-06,3.70729
2024-01-07,3.17922
2024-01-08,3.93361
2024-01-09,5.23763
2024-01-10,4.84966
2024-01-11,8.11509
2024-01-12,6.39077
2024-01-13,4.06293
2024-01-14,4.20303
2024-01-15,4.79577
2024-01-16,4.61256
2024-01-17,4.64489
2024-01-18,5.15141
2024-01-19,5.53939
2024-01-20,4.46168
2024-01-21,4.53712
2024-01-22,5.16219
2024-01-23,5.14064
2024-01-24,5.51783
2024-01-25,5.36695
2024-01-26,4.60178
2024-01-27,3.64263
2024-01-28,4.46168
2024-01-29,5.3454
2024-01-30,5.84114
2024-01-31,4.63412
2024-02-01,4.55868
2024-02-02,4.67722
2024-02-03,3.73962
2024-02-04,4.52634
2024-02-05,5.05442
2024-02-06,4.62334
2024-02-07,4.27847
2024-02-08,4.47246
2024-02-09,3.45942
2024-02-10,4.45091
2024-02-11,4.41857
2024-02-12,5.46395
2024-02-13,7.31759
2024-02-14,5.92736
2024-02-15,6.19678
2024-02-16,6.13212
2024-02-17,4.77422
2024-02-18,5.05442
2024-02-19,6.27222
2024-02-20,6.71408
2024-02-21,5.99202
2024-02-22,5.94891
2024-02-23,5.46395
2024-02-24,5.63638
2024-02-25,5.52861
2024-02-26,7.18827
2024-02-27,8.90182
2024-02-28,9.52688
2024-02-29,10.28128
2024-03-01,7.53313
2024-03-02,8.48151
2024-03-03,7.93188
2024-03-04,10.42138
2024-03-05,14.08556
2024-03-06,12.17803
2024-03-07,10.17351
2024-03-08,7.91033
2024-03-09,9.87175
2024-03-10,9.92563
2024-03-11,14.52742
2024-03-12,17.41566
2024-03-13,23.09516
2024-03-14,19.80816
2024-03-15,16.62894
2024-03-16,12.69533
2024-03-17,10.6908
2024-03-18,12.12415
2024-03-19,12.29658
2024-03-20,9.83942
