date,주식프로그램
2021-10-24,3.96396
2021-10-25,14.86486
2021-10-26,17.38738
2021-10-27,16.84684
2021-10-28,18.28828
2021-10-29,16.57657
2021-10-30,5.04504
2021-10-31,4.5045
2021-11-01,13.42342
2021-11-02,16.57657
2021-11-03,19.63963
2021-11-04,27.11711
2021-11-05,16.39639
2021-11-06,4.59459
2021-11-07,4.68468
2021-11-08,15.13513
2021-11-09,18.82882
2021-11-10,18.37837
2021-11-11,16.66666
2021-11-12,21.17117
2021-11-13,6.93693
2021-11-14,5.85585
2021-11-15,16.39639
2021-11-16,18.55855
2021-11-17,20.27027
2021-11-18,20.81081
2021-11-19,17.83783
2021-11-20,7.74774
2021-11-21,5.4054
2021-11-22,18.73873
2021-11-23,20.36036
2021-11-24,18.37837
2021-11-25,17.38738
2021-11-26,16.93693
2021-11-27,5.49549
2021-11-28,5.31531
2021-11-29,15.49549
2021-11-30,19.63963
2021-12-01,19.009
2021-12-02,18.64864
2021-12-03,13.06306
2021-12-04,4.95495
2021-12-05,4.5045
2021-12-06,11.26126
2021-12-07,17.74774
2021-12-08,15.94594
2021-12-09,17.2072
2021-12-10,15.58558
2021-12-11,5.76576
2021-12-12,6.3063
2021-12-13,13.06306
2021-12-14,12.88288
2021-12-15,12.34234
2021-12-16,17.74774
2021-12-17,12.07207
2021-12-18,6.21621
2021-12-19,6.21621
2021-12-20,10.36036
2021-12-21,13.33333
2021-12-22,13.24324
2021-12-23,12.97297
2021-12-24,13.42342
2021-12-25,6.48648
2021-12-26,5.49549
2021-12-27,11.98198
2021-12-28,17.2072
2021-12-29,17.83783
2021-12-30,14.95495
2021-12-31,8.64864
2022-01-01,5.76576
2022-01-02,7.83783
2022-01-03,12.7027
2022-01-04,15.58558
2022-01-05,17.29729
2022-01-06,14.59459
2022-01-07,15.94594
2022-01-08,7.65765
2022-01-09,8.01801
2022-01-10,14.23423
2022-01-11,14.95495
2022-01-12,15.85585
2022-01-13,18.46846
2022-01-14,15.22522
2022-01-15,6.93693
2022-01-16,8.64864
2022-01-17,12.79279
2022-01-18,15.4054
2022-01-19,19.27927
2022-01-20,17.56756
2022-01-21,15.13513
2022-01-22,6.75675
2022-01-23,6.66666
2022-01-24,14.14414
2022-01-25,15.94594
2022-01-26,18.91891
2022-01-27,22.88288
2022-01-28,18.28828
2022-01-29,7.38738
2022-01-30,6.48648
2022-01-31,6.66666
2022-02-01,7.83783
2022-02-02,9.54954
2022-02-03,20.99099
2022-02-04,20.72072
2022-02-05,10.45045
2022-02-06,7.92792
2022-02-07,16.12612
2022-02-08,17.2072
2022-02-09,23.24324
2022-02-10,19.09909
2022-02-11,17.02702
2022-02-12,7.83783
2022-02-13,6.57657
2022-02-14,14.68468
2022-02-15,14.68468
2022-02-16,16.57657
2022-02-17,15.04504
2022-02-18,12.52252
2022-02-19,6.12612
2022-02-20,6.84684
2022-02-21,10.99099
2022-02-22,10.45045
2022-02-23,13.24324
2022-02-24,12.88288
2022-02-25,13.96396
2022-02-26,6.93693
2022-02-27,3.51351
2022-02-28,9.45945
2022-03-01,5.94594
2022-03-02,12.61261
2022-03-03,16.48648
2022-03-04,13.33333
2022-03-05,4.59459
2022-03-06,5.49549
2022-03-07,11.98198
2022-03-08,12.43243
2022-03-09,6.75675
2022-03-10,11.89189
2022-03-11,11.26126
2022-03-12,6.3063
2022-03-13,5.49549
2022-03-14,13.15315
2022-03-15,15.22522
2022-03-16,16.57657
2022-03-17,16.03603
2022-03-18,15.4054
2022-03-19,7.83783
2022-03-20,7.2072
2022-03-21,10.63063
2022-03-22,11.89189
2022-03-23,15.58558
2022-03-24,16.57657
2022-03-25,13.24324
2022-03-26,8.37837
2022-03-27,5.49549
2022-03-28,11.26126
2022-03-29,14.86486
2022-03-30,15.85585
2022-03-31,18.55855
2022-04-01,16.75675
2022-04-02,6.84684
2022-04-03,4.41441
2022-04-04,12.61261
2022-04-05,12.61261
2022-04-06,13.15315
2022-04-07,13.15315
2022-04-08,11.62162
2022-04-09,5.13513
2022-04-10,4.77477
2022-04-11,9.54954
2022-04-12,12.34234
2022-04-13,13.33333
2022-04-14,12.97297
2022-04-15,14.41441
2022-04-16,5.31531
2022-04-17,3.87387
2022-04-18,12.07207
2022-04-19,13.51351
2022-04-20,17.2072
2022-04-21,12.97297
2022-04-22,12.34234
2022-04-23,4.77477
2022-04-24,6.75675
2022-04-25,8.01801
2022-04-26,16.39639
2022-04-27,12.34234
2022-04-28,12.88288
2022-04-29,14.68468
2022-04-30,5.49549
2022-05-01,3.42342
2022-05-02,13.69369
2022-05-03,13.42342
2022-05-04,10.72072
2022-05-05,5.85585
2022-05-06,11.35135
2022-05-07,4.23423
2022-05-08,4.41441
2022-05-09,9.18918
2022-05-10,10.18018
2022-05-11,11.44144
2022-05-12,12.07207
2022-05-13,9.27927
2022-05-14,6.12612
2022-05-15,4.23423
2022-05-16,9.81981
2022-05-17,11.35135
2022-05-18,11.62162
2022-05-19,10.27027
2022-05-20,10.36036
2022-05-21,4.68468
2022-05-22,4.32432
2022-05-23,10.9009
2022-05-24,11.62162
2022-05-25,9.36936
2022-05-26,10.99099
2022-05-27,10.09009
2022-05-28,3.15315
2022-05-29,2.7027
2022-05-30,11.62162
2022-05-31,9.18918
2022-06-01,5.31531
2022-06-02,9.009
2022-06-03,10.09009
2022-06-04,5.22522
2022-06-05,2.7027
2022-06-06,3.78378
2022-06-07,7.2072
2022-06-08,9.72972
2022-06-09,8.55855
2022-06-10,8.46846
2022-06-11,4.14414
2022-06-12,4.23423
2022-06-13,9.27927
2022-06-14,10.9009
2022-06-15,9.36936
2022-06-16,7.56756
2022-06-17,9.18918
2022-06-18,3.6036
2022-06-19,2.97297
2022-06-20,8.1081
2022-06-21,9.81981
2022-06-22,9.63963
2022-06-23,10.81081
2022-06-24,8.73873
2022-06-25,4.5045
2022-06-26,2.79279
2022-06-27,9.72972
2022-06-28,8.55855
2022-06-29,6.93693
2022-06-30,10.09009
2022-07-01,6.75675
2022-07-02,2.79279
2022-07-03,1.62162
2022-07-04,6.84684
2022-07-05,7.38738
2022-07-06,8.01801
2022-07-07,7.74774
2022-07-08,6.21621
2022-07-09,3.42342
2022-07-10,2.97297
2022-07-11,7.56756
2022-07-12,5.31531
2022-07-13,8.91891
2022-07-14,8.73873
2022-07-15,8.28828
2022-07-16,2.7027
2022-07-17,2.34234
2022-07-18,5.85585
2022-07-19,7.38738
2022-07-20,6.39639
2022-07-21,7.83783
2022-07-22,8.37837
2022-07-23,2.34234
2022-07-24,2.61261
2022-07-25,7.65765
2022-07-26,6.93693
2022-07-27,5.76576
2022-07-28,10.27027
2022-07-29,8.28828
2022-07-30,2.61261
2022-07-31,2.16216
2022-08-01,5.31531
2022-08-02,8.55855
2022-08-03,7.74774
2022-08-04,8.1081
2022-08-05,7.74774
2022-08-06,2.7027
2022-08-07,4.14414
2022-08-08,7.92792
2022-08-09,8.91891
2022-08-10,8.46846
2022-08-11,10.09009
2022-08-12,9.54954
2022-08-13,3.87387
2022-08-14,2.88288
2022-08-15,3.24324
2022-08-16,6.93693
2022-08-17,10.63063
2022-08-18,8.19819
2022-08-19,8.91891
2022-08-20,2.52252
2022-08-21,3.06306
2022-08-22,8.55855
2022-08-23,8.1081
2022-08-24,9.45945
2022-08-25,7.38738
2022-08-26,10.36036
2022-08-27,2.97297
2022-08-28,4.41441
2022-08-29,6.3063
2022-08-30,8.01801
2022-08-31,8.55855
2022-09-01,9.09909
2022-09-02,5.94594
2022-09-03,2.07207
2022-09-04,2.79279
2022-09-05,7.11711
2022-09-06,7.74774
2022-09-07,8.01801
2022-09-08,6.84684
2022-09-09,3.42342
2022-09-10,3.51351
2022-09-11,0.81081
2022-09-12,3.6036
2022-09-13,7.92792
2022-09-14,10.36036
2022-09-15,8.1081
2022-09-16,9.9099
2022-09-17,2.52252
2022-09-18,2.88288
2022-09-19,8.82882
2022-09-20,4.95495
2022-09-21,4.95495
2022-09-22,6.21621
2022-09-23,6.21621
2022-09-24,2.07207
2022-09-25,2.43243
2022-09-26,6.57657
2022-09-27,6.84684
2022-09-28,8.19819
2022-09-29,6.03603
2022-09-30,8.46846
2022-10-01,4.05405
2022-10-02,1.8018
2022-10-03,1.98198
2022-10-04,5.13513
2022-10-05,7.38738
2022-10-06,5.76576
2022-10-07,5.31531
2022-10-08,2.52252
2022-10-09,2.7027
2022-10-10,1.71171
2022-10-11,6.39639
2022-10-12,6.21621
2022-10-13,6.93693
2022-10-14,8.55855
2022-10-15,3.78378
2022-10-16,2.97297
2022-10-17,7.11711
2022-10-18,7.56756
2022-10-19,7.2072
2022-10-20,6.12612
2022-10-21,5.76576
2022-10-22,2.07207
2022-10-23,2.61261
2022-10-24,5.13513
2022-10-25,6.3063
2022-10-26,4.41441
2022-10-27,8.46846
2022-10-28,6.66666
2022-10-29,2.25225
2022-10-30,2.61261
2022-10-31,4.23423
2022-11-01,4.32432
2022-11-02,6.57657
2022-11-03,7.47747
2022-11-04,6.93693
2022-11-05,2.16216
2022-11-06,3.42342
2022-11-07,5.31531
2022-11-08,7.29729
2022-11-09,6.75675
2022-11-10,7.29729
2022-11-11,8.28828
2022-11-12,4.77477
2022-11-13,4.05405
2022-11-14,7.74774
2022-11-15,7.38738
2022-11-16,8.01801
2022-11-17,8.28828
2022-11-18,6.12612
2022-11-19,1.8018
2022-11-20,3.15315
2022-11-21,7.2072
2022-11-22,6.03603
2022-11-23,6.57657
2022-11-24,6.21621
2022-11-25,6.93693
2022-11-26,2.34234
2022-11-27,2.25225
2022-11-28,5.13513
2022-11-29,6.66666
2022-11-30,6.48648
2022-12-01,5.4054
2022-12-02,5.31531
2022-12-03,2.07207
2022-12-04,1.98198
2022-12-05,4.95495
2022-12-06,6.21621
2022-12-07,4.86486
2022-12-08,5.13513
2022-12-09,5.67567
2022-12-10,2.07207
2022-12-11,1.89189
2022-12-12,5.67567
2022-12-13,7.11711
2022-12-14,4.95495
2022-12-15,6.66666
2022-12-16,6.21621
2022-12-17,2.79279
2022-12-18,1.98198
2022-12-19,4.59459
2022-12-20,5.31531
2022-12-21,6.66666
2022-12-22,7.29729
2022-12-23,5.4054
2022-12-24,2.25225
2022-12-25,1.62162
2022-12-26,4.5045
2022-12-27,5.4054
2022-12-28,5.58558
2022-12-29,6.57657
2022-12-30,3.6036
2022-12-31,1.8018
2023-01-01,1.89189
2023-01-02,3.15315
2023-01-03,5.85585
2023-01-04,5.13513
2023-01-05,6.93693
2023-01-06,5.22522
2023-01-07,2.79279
2023-01-08,2.34234
2023-01-09,6.3063
2023-01-10,4.68468
2023-01-11,6.21621
2023-01-12,5.22522
2023-01-13,6.57657
2023-01-14,3.06306
2023-01-15,1.8018
2023-01-16,4.86486
2023-01-17,5.58558
2023-01-18,5.58558
2023-01-19,4.68468
2023-01-20,5.04504
2023-01-21,3.78378
2023-01-22,1.89189
2023-01-23,2.16216
2023-01-24,2.52252
2023-01-25,5.67567
2023-01-26,7.83783
2023-01-27,6.3063
2023-01-28,4.14414
2023-01-29,5.22522
2023-01-30,6.75675
2023-01-31,8.73873
2023-02-01,7.92792
2023-02-02,8.73873
2023-02-03,8.55855
2023-02-04,4.5045
2023-02-05,2.61261
2023-02-06,6.3063
2023-02-07,8.28828
2023-02-08,9.54954
2023-02-09,8.28828
2023-02-10,7.83783
2023-02-11,2.61261
2023-02-12,3.69369
2023-02-13,6.84684
2023-02-14,7.56756
2023-02-15,7.65765
2023-02-16,8.73873
2023-02-17,8.1081
2023-02-18,3.15315
2023-02-19,2.97297
2023-02-20,7.47747
2023-02-21,9.18918
2023-02-22,10.36036
2023-02-23,8.19819
2023-02-24,7.92792
2023-02-25,4.5045
2023-02-26,3.96396
2023-02-27,7.11711
2023-02-28,5.04504
2023-03-01,4.95495
2023-03-02,6.21621
2023-03-03,6.93693
2023-03-04,4.86486
2023-03-05,4.95495
2023-03-06,8.1081
2023-03-07,9.09909
2023-03-08,9.81981
2023-03-09,10.9009
2023-03-10,11.35135
2023-03-11,3.15315
2023-03-12,3.42342
2023-03-13,7.2072
2023-03-14,8.73873
2023-03-15,9.18918
2023-03-16,8.55855
2023-03-17,10.27027
2023-03-18,3.69369
2023-03-19,3.15315
2023-03-20,8.46846
2023-03-21,9.009
2023-03-22,8.64864
2023-03-23,14.59459
2023-03-24,13.6036
2023-03-25,4.86486
2023-03-26,4.86486
2023-03-27,11.8018
2023-03-28,11.89189
2023-03-29,12.88288
2023-03-30,13.15315
2023-03-31,10.45045
2023-04-01,5.04504
2023-04-02,4.14414
2023-04-03,9.81981
2023-04-04,11.8018
2023-04-05,11.8018
2023-04-06,10.54054
2023-04-07,9.09909
2023-04-08,4.23423
2023-04-09,3.42342
2023-04-10,11.17117
2023-04-11,12.25225
2023-04-12,14.95495
2023-04-13,14.95495
2023-04-14,12.34234
2023-04-15,4.95495
2023-04-16,5.76576
2023-04-17,10.09009
2023-04-18,12.52252
2023-04-19,13.87387
2023-04-20,16.12612
2023-04-21,12.52252
2023-04-22,3.96396
2023-04-23,4.5045
2023-04-24,9.009
2023-04-25,12.79279
2023-04-26,10.45045
2023-04-27,11.44144
2023-04-28,10.36036
2023-04-29,4.59459
2023-04-30,3.06306
2023-05-01,3.78378
2023-05-02,6.93693
2023-05-03,8.46846
2023-05-04,9.009
2023-05-05,4.23423
2023-05-06,3.06306
2023-05-07,2.61261
2023-05-08,7.29729
2023-05-09,8.55855
2023-05-10,8.28828
2023-05-11,10.36036
2023-05-12,8.82882
2023-05-13,3.51351
2023-05-14,2.97297
2023-05-15,8.37837
2023-05-16,6.84684
2023-05-17,9.45945
2023-05-18,10.81081
2023-05-19,10.54054
2023-05-20,3.06306
2023-05-21,2.07207
2023-05-22,8.91891
2023-05-23,8.37837
2023-05-24,6.21621
2023-05-25,6.93693
2023-05-26,6.93693
2023-05-27,3.06306
2023-05-28,2.7027
2023-05-29,3.6036
2023-05-30,5.13513
