date,주식프로그램
2020-03-20,46.3063
2020-03-21,20.72072
2020-03-22,19.54954
2020-03-23,37.29729
2020-03-24,37.83783
2020-03-25,48.19819
2020-03-26,44.95495
2020-03-27,48.19819
2020-03-28,17.92792
2020-03-29,22.34234
2020-03-30,43.24324
2020-03-31,41.62162
2020-04-01,43.6036
2020-04-02,47.74774
2020-04-03,39.63963
2020-04-04,23.6036
2020-04-05,22.07207
2020-04-06,34.68468
2020-04-07,40.72072
2020-04-08,40.0
2020-04-09,40.27027
2020-04-10,38.28828
2020-04-11,20.0
2020-04-12,23.33333
2020-04-13,33.15315
2020-04-14,34.59459
2020-04-15,18.1081
2020-04-16,23.87387
2020-04-17,33.87387
2020-04-18,16.03603
2020-04-19,17.02702
2020-04-20,32.43243
2020-04-21,28.1081
2020-04-22,30.9009
2020-04-23,22.43243
2020-04-24,18.82882
2020-04-25,13.42342
2020-04-26,13.51351
2020-04-27,23.51351
2020-04-28,25.31531
2020-04-29,19.27927
2020-04-30,13.42342
2020-05-01,8.55855
2020-05-02,4.95495
2020-05-03,5.31531
2020-05-04,16.84684
2020-05-05,10.54054
2020-05-06,15.04504
2020-05-07,12.43243
2020-05-08,13.42342
2020-05-09,8.55855
2020-05-10,5.94594
2020-05-11,12.52252
2020-05-12,15.22522
2020-05-13,18.28828
2020-05-14,18.46846
2020-05-15,18.46846
2020-05-16,7.02702
2020-05-17,7.38738
2020-05-18,14.95495
2020-05-19,19.09909
2020-05-20,17.11711
2020-05-21,17.11711
2020-05-22,15.67567
2020-05-23,7.38738
2020-05-24,7.83783
2020-05-25,16.12612
2020-05-26,17.92792
2020-05-27,19.81981
2020-05-28,19.36936
2020-05-29,15.31531
2020-05-30,7.65765
2020-05-31,7.02702
2020-06-01,15.94594
2020-06-02,23.6036
2020-06-03,23.24324
2020-06-04,22.88288
2020-06-05,22.34234
2020-06-06,11.89189
2020-06-07,11.44144
2020-06-08,25.04504
2020-06-09,25.49549
2020-06-10,26.66666
2020-06-11,28.1081
2020-06-12,23.42342
2020-06-13,8.37837
2020-06-14,9.18918
2020-06-15,22.16216
2020-06-16,23.42342
2020-06-17,27.29729
2020-06-18,24.95495
2020-06-19,23.24324
2020-06-20,8.1081
2020-06-21,9.45945
2020-06-22,23.24324
2020-06-23,22.61261
2020-06-24,29.27927
2020-06-25,24.32432
2020-06-26,20.36036
2020-06-27,7.38738
2020-06-28,6.21621
2020-06-29,18.91891
2020-06-30,21.35135
2020-07-01,20.18018
2020-07-02,23.96396
2020-07-03,20.27027
2020-07-04,11.44144
2020-07-05,8.91891
2020-07-06,19.45945
2020-07-07,24.14414
2020-07-08,24.95495
2020-07-09,27.11711
2020-07-10,28.19819
2020-07-11,9.9099
2020-07-12,9.9099
2020-07-13,25.94594
2020-07-14,29.72972
2020-07-15,29.27927
2020-07-16,28.37837
2020-07-17,24.32432
2020-07-18,12.25225
2020-07-19,9.81981
2020-07-20,22.97297
2020-07-21,29.36936
2020-07-22,33.6036
2020-07-23,34.14414
2020-07-24,31.17117
2020-07-25,13.15315
2020-07-26,13.69369
2020-07-27,35.49549
2020-07-28,37.11711
2020-07-29,33.24324
2020-07-30,36.3063
2020-07-31,28.64864
2020-08-01,13.78378
2020-08-02,15.94594
2020-08-03,31.17117
2020-08-04,34.32432
2020-08-05,37.02702
2020-08-06,37.65765
2020-08-07,35.4054
2020-08-08,16.75675
2020-08-09,14.14414
2020-08-10,37.2072
2020-08-11,40.0
2020-08-12,38.37837
2020-08-13,36.48648
2020-08-14,40.54054
2020-08-15,13.24324
2020-08-16,10.72072
2020-08-17,11.17117
2020-08-18,31.89189
2020-08-19,35.31531
2020-08-20,36.21621
2020-08-21,35.49549
2020-08-22,13.33333
2020-08-23,11.62162
2020-08-24,30.45045
2020-08-25,38.73873
2020-08-26,40.72072
2020-08-27,45.13513
2020-08-28,44.68468
2020-08-29,18.91891
2020-08-30,18.1081
2020-08-31,44.41441
2020-09-01,42.61261
2020-09-02,52.07207
2020-09-03,45.13513
2020-09-04,40.0
2020-09-05,20.81081
2020-09-06,18.1081
2020-09-07,41.17117
2020-09-08,50.72072
2020-09-09,51.98198
2020-09-10,52.25225
2020-09-11,51.62162
2020-09-12,22.7027
2020-09-13,18.91891
2020-09-14,46.21621
2020-09-15,48.82882
2020-09-16,51.89189
2020-09-17,52.7027
2020-09-18,47.29729
2020-09-19,16.66666
2020-09-20,16.03603
2020-09-21,36.48648
2020-09-22,38.91891
2020-09-23,37.92792
2020-09-24,35.67567
2020-09-25,33.96396
2020-09-26,12.7027
2020-09-27,11.26126
2020-09-28,26.39639
2020-09-29,31.71171
2020-09-30,10.45045
2020-10-01,11.08108
2020-10-02,9.9099
2020-10-03,8.46846
2020-10-04,9.72972
2020-10-05,25.4054
2020-10-06,29.27927
2020-10-07,28.01801
2020-10-08,32.61261
2020-10-09,13.78378
2020-10-10,10.0
2020-10-11,10.27027
2020-10-12,26.39639
2020-10-13,25.85585
2020-10-14,26.57657
2020-10-15,28.46846
2020-10-16,25.49549
2020-10-17,10.63063
2020-10-18,9.27927
2020-10-19,22.34234
2020-10-20,26.57657
2020-10-21,25.04504
2020-10-22,28.55855
2020-10-23,23.06306
2020-10-24,7.11711
2020-10-25,10.0
2020-10-26,20.99099
2020-10-27,23.51351
2020-10-28,24.41441
2020-10-29,25.04504
2020-10-30,18.46846
2020-10-31,7.56756
2020-11-01,8.28828
2020-11-02,19.18918
2020-11-03,21.98198
2020-11-04,19.09909
2020-11-05,28.01801
2020-11-06,24.59459
2020-11-07,7.83783
2020-11-08,7.2072
2020-11-09,25.04504
2020-11-10,29.09909
2020-11-11,28.91891
2020-11-12,30.54054
2020-11-13,33.69369
2020-11-14,9.63963
2020-11-15,8.91891
2020-11-16,28.1081
2020-11-17,31.53153
2020-11-18,35.4054
2020-11-19,33.51351
2020-11-20,32.61261
2020-11-21,11.17117
2020-11-22,11.62162
2020-11-23,28.1081
2020-11-24,36.21621
2020-11-25,39.45945
2020-11-26,33.96396
2020-11-27,31.26126
2020-11-28,17.38738
2020-11-29,15.76576
2020-11-30,37.38738
2020-12-01,37.11711
2020-12-02,36.57657
2020-12-03,37.83783
2020-12-04,42.07207
2020-12-05,17.38738
2020-12-06,17.65765
2020-12-07,43.24324
2020-12-08,41.44144
2020-12-09,46.21621
2020-12-10,44.23423
2020-12-11,45.49549
2020-12-12,19.09909
2020-12-13,17.2072
2020-12-14,41.44144
2020-12-15,37.02702
2020-12-16,47.11711
2020-12-17,47.11711
2020-12-18,45.4054
2020-12-19,19.54954
2020-12-20,18.37837
2020-12-21,39.009
2020-12-22,44.41441
2020-12-23,46.03603
2020-12-24,42.43243
2020-12-25,18.91891
2020-12-26,19.09909
2020-12-27,21.98198
2020-12-28,48.28828
2020-12-29,48.37837
2020-12-30,47.74774
2020-12-31,24.77477
2021-01-01,18.55855
2021-01-02,20.0
2021-01-03,22.34234
2021-01-04,50.0
2021-01-05,74.14414
2021-01-06,75.58558
2021-01-07,63.78378
2021-01-08,83.06306
2021-01-09,35.67567
2021-01-10,34.59459
2021-01-11,100.0
2021-01-12,84.59459
2021-01-13,72.7027
2021-01-14,75.58558
2021-01-15,71.62162
2021-01-16,26.03603
2021-01-17,27.56756
2021-01-18,59.72972
2021-01-19,70.27027
2021-01-20,74.59459
2021-01-21,75.67567
2021-01-22,69.09909
2021-01-23,31.44144
2021-01-24,27.2072
2021-01-25,61.08108
2021-01-26,72.52252
2021-01-27,65.94594
2021-01-28,66.3063
2021-01-29,61.62162
2021-01-30,29.72972
2021-01-31,25.85585
2021-02-01,52.61261
2021-02-02,60.09009
2021-02-03,59.72972
2021-02-04,59.72972
2021-02-05,57.02702
2021-02-06,44.95495
2021-02-07,38.73873
2021-02-08,61.26126
2021-02-09,60.45045
2021-02-10,54.59459
2021-02-11,25.31531
2021-02-12,19.9099
2021-02-13,25.04504
2021-02-14,32.43243
2021-02-15,61.35135
2021-02-16,68.01801
2021-02-17,76.48648
2021-02-18,73.42342
2021-02-19,61.53153
2021-02-20,28.46846
2021-02-21,27.11711
2021-02-22,52.97297
2021-02-23,57.29729
2021-02-24,55.58558
2021-02-25,59.18918
2021-02-26,50.0
2021-02-27,24.59459
2021-02-28,21.98198
2021-03-01,22.52252
2021-03-02,40.27027
2021-03-03,40.0
2021-03-04,38.28828
2021-03-05,37.2072
2021-03-06,21.8018
2021-03-07,20.18018
2021-03-08,34.59459
2021-03-09,41.35135
2021-03-10,36.93693
2021-03-11,45.04504
2021-03-12,42.79279
2021-03-13,19.72972
2021-03-14,17.92792
2021-03-15,35.94594
2021-03-16,37.56756
2021-03-17,37.11711
2021-03-18,39.009
2021-03-19,44.05405
2021-03-20,17.2072
2021-03-21,18.37837
2021-03-22,32.34234
2021-03-23,34.95495
2021-03-24,38.55855
2021-03-25,36.03603
2021-03-26,35.85585
2021-03-27,19.27927
2021-03-28,16.48648
2021-03-29,35.13513
2021-03-30,39.09909
2021-03-31,35.31531
2021-04-01,33.24324
2021-04-02,31.17117
2021-04-03,14.68468
2021-04-04,15.22522
2021-04-05,29.54954
2021-04-06,36.12612
2021-04-07,35.13513
2021-04-08,37.56756
2021-04-09,27.83783
2021-04-10,14.86486
2021-04-11,14.77477
2021-04-12,31.26126
2021-04-13,32.88288
2021-04-14,44.68468
2021-04-15,42.7027
2021-04-16,32.25225
2021-04-17,16.3063
2021-04-18,16.75675
2021-04-19,34.77477
2021-04-20,36.84684
2021-04-21,35.67567
2021-04-22,34.86486
2021-04-23,34.68468
2021-04-24,15.58558
2021-04-25,15.67567
2021-04-26,32.79279
2021-04-27,36.21621
2021-04-28,34.14414
2021-04-29,31.8018
2021-04-30,29.09909
2021-05-01,11.17117
2021-05-02,11.89189
2021-05-03,27.2072
2021-05-04,27.02702
2021-05-05,11.89189
2021-05-06,26.75675
2021-05-07,23.06306
2021-05-08,9.36936
2021-05-09,10.0
2021-05-10,24.95495
2021-05-11,28.37837
2021-05-12,29.18918
2021-05-13,28.64864
2021-05-14,23.06306
2021-05-15,9.9099
2021-05-16,11.44144
2021-05-17,24.77477
2021-05-18,25.85585
2021-05-19,10.09009
2021-05-20,24.86486
2021-05-21,22.97297
2021-05-22,8.91891
2021-05-23,8.1081
2021-05-24,18.28828
2021-05-25,25.31531
2021-05-26,22.7027
2021-05-27,26.48648
2021-05-28,30.81081
2021-05-29,8.82882
2021-05-30,10.18018
2021-05-31,20.18018
2021-06-01,25.94594
2021-06-02,27.65765
2021-06-03,28.91891
2021-06-04,27.29729
2021-06-05,10.09009
2021-06-06,10.0
2021-06-07,21.62162
2021-06-08,32.79279
2021-06-09,28.73873
2021-06-10,28.28828
2021-06-11,28.82882
2021-06-12,9.9099
2021-06-13,7.92792
2021-06-14,19.54954
2021-06-15,29.36936
2021-06-16,24.95495
2021-06-17,25.22522
2021-06-18,26.48648
2021-06-19,8.73873
2021-06-20,7.92792
2021-06-21,22.43243
2021-06-22,24.41441
2021-06-23,34.59459
2021-06-24,37.83783
2021-06-25,28.91891
2021-06-26,10.09009
2021-06-27,8.28828
2021-06-28,22.88288
2021-06-29,26.48648
2021-06-30,22.07207
2021-07-01,28.28828
2021-07-02,26.3063
2021-07-03,8.28828
2021-07-04,8.37837
2021-07-05,23.06306
2021-07-06,28.64864
2021-07-07,25.22522
2021-07-08,26.03603
2021-07-09,22.79279
2021-07-10,9.009
2021-07-11,7.65765
2021-07-12,16.84684
2021-07-13,21.17117
2021-07-14,20.72072
2021-07-15,22.79279
2021-07-16,21.71171
2021-07-17,8.82882
2021-07-18,7.56756
2021-07-19,17.56756
2021-07-20,24.32432
2021-07-21,21.35135
2021-07-22,24.41441
2021-07-23,26.57657
2021-07-24,8.46846
2021-07-25,8.91891
2021-07-26,15.76576
2021-07-27,21.26126
2021-07-28,22.97297
2021-07-29,24.68468
2021-07-30,19.72972
2021-07-31,7.11711
2021-08-01,8.1081
2021-08-02,18.37837
2021-08-03,20.27027
2021-08-04,21.98198
2021-08-05,25.76576
2021-08-06,26.48648
2021-08-07,10.09009
2021-08-08,7.2072
2021-08-09,22.52252
2021-08-10,25.4054
2021-08-11,29.27927
2021-08-12,26.57657
2021-08-13,31.8018
2021-08-14,9.81981
2021-08-15,9.45945
2021-08-16,10.18018
2021-08-17,23.42342
2021-08-18,27.47747
2021-08-19,27.38738
2021-08-20,23.96396
2021-08-21,9.009
2021-08-22,8.55855
2021-08-23,21.8018
2021-08-24,24.59459
2021-08-25,27.92792
2021-08-26,28.19819
2021-08-27,24.95495
2021-08-28,9.09909
2021-08-29,7.56756
2021-08-30,21.17117
2021-08-31,26.66666
2021-09-01,26.57657
2021-09-02,25.04504
2021-09-03,24.59459
2021-09-04,8.82882
2021-09-05,7.29729
2021-09-06,21.17117
2021-09-07,20.27027
2021-09-08,22.34234
2021-09-09,25.04504
2021-09-10,25.13513
2021-09-11,9.54954
2021-09-12,6.84684
2021-09-13,18.73873
2021-09-14,25.04504
2021-09-15,23.06306
2021-09-16,20.54054
2021-09-17,18.46846
2021-09-18,6.12612
2021-09-19,6.75675
2021-09-20,5.94594
2021-09-21,6.84684
2021-09-22,6.12612
2021-09-23,15.58558
2021-09-24,20.18018
2021-09-25,5.04504
2021-09-26,7.47747
2021-09-27,18.46846
2021-09-28,21.44144
2021-09-29,21.44144
2021-09-30,21.26126
2021-10-01,18.19819
2021-10-02,6.57657
2021-10-03,5.49549
2021-10-04,6.39639
2021-10-05,15.49549
2021-10-06,18.28828
2021-10-07,17.83783
2021-10-08,19.63963
2021-10-09,5.94594
2021-10-10,3.96396
2021-10-11,5.85585
2021-10-12,14.77477
2021-10-13,20.45045
2021-10-14,18.73873
2021-10-15,16.03603
2021-10-16,6.48648
2021-10-17,6.48648
2021-10-18,12.79279
2021-10-19,16.48648
2021-10-20,14.41441
2021-10-21,19.27927
2021-10-22,14.59459
2021-10-23,6.21621
