date,금펀드
2020-03-20,34.39716
2020-03-21,21.80851
2020-03-22,14.65721
2020-03-23,23.64066
2020-03-24,32.68321
2020-03-25,42.43498
2020-03-26,46.04018
2020-03-27,36.70212
2020-03-28,17.61229
2020-03-29,14.5981
2020-03-30,19.62174
2020-03-31,20.98108
2020-04-01,20.39007
2020-04-02,16.01654
2020-04-03,16.07565
2020-04-04,11.76122
2020-04-05,10.04728
2020-04-06,26.41843
2020-04-07,23.40425
2020-04-08,24.34988
2020-04-09,22.51773
2020-04-10,36.93853
2020-04-11,17.25768
2020-04-12,50.1182
2020-04-13,45.39007
2020-04-14,39.12529
2020-04-15,22.99054
2020-04-16,36.93853
2020-04-17,32.56501
2020-04-18,22.04491
2020-04-19,19.73995
2020-04-20,22.39952
2020-04-21,26.35933
2020-04-22,45.62647
2020-04-23,35.04728
2020-04-24,32.74231
2020-04-25,17.78959
2020-04-26,17.9669
2020-04-27,29.19621
2020-04-28,22.39952
2020-04-29,17.61229
2020-04-30,11.99763
2020-05-01,15.13002
2020-05-02,9.92907
2020-05-03,11.52482
2020-05-04,13.77068
2020-05-05,12.41134
2020-05-06,27.60047
2020-05-07,23.93617
2020-05-08,13.23877
2020-05-09,23.93617
2020-05-10,10.40189
2020-05-11,14.4799
2020-05-12,15.36643
2020-05-13,11.70212
2020-05-14,12.11583
2020-05-15,10.40189
2020-05-16,8.39243
2020-05-17,8.80614
2020-05-18,17.73049
2020-05-19,18.61702
2020-05-20,17.19858
2020-05-21,19.56264
2020-05-22,12.64775
2020-05-23,8.62884
2020-05-24,8.27423
2020-05-25,16.19385
2020-05-26,16.19385
2020-05-27,14.5981
2020-05-28,15.54373
2020-05-29,13.59338
2020-05-30,9.10165
2020-05-31,9.98817
2020-06-01,11.70212
2020-06-02,11.58392
2020-06-03,13.00236
2020-06-04,12.23404
2020-06-05,11.34751
2020-06-06,6.91489
2020-06-07,8.56973
2020-06-08,11.34751
2020-06-09,13.00236
2020-06-10,11.46572
2020-06-11,11.46572
2020-06-12,10.46099
2020-06-13,5.73286
2020-06-14,6.44208
2020-06-15,9.51536
2020-06-16,14.4208
2020-06-17,10.9338
2020-06-18,10.04728
2020-06-19,10.40189
2020-06-20,5.85106
2020-06-21,6.61938
2020-06-22,21.27659
2020-06-23,21.5721
2020-06-24,14.00709
2020-06-25,15.42553
2020-06-26,12.47044
2020-06-27,9.92907
2020-06-28,8.45153
2020-06-29,22.39952
2020-06-30,26.77304
2020-07-01,17.43498
2020-07-02,21.513
2020-07-03,17.49408
2020-07-04,8.98345
2020-07-05,15.07092
2020-07-06,30.96926
2020-07-07,25.3546
2020-07-08,27.83687
2020-07-09,30.55555
2020-07-10,18.38061
2020-07-11,12.70685
2020-07-12,15.07092
2020-07-13,28.7825
2020-07-14,53.42789
2020-07-15,40.89834
2020-07-16,38.00236
2020-07-17,30.96926
2020-07-18,19.97635
2020-07-19,21.27659
2020-07-20,26.00472
2020-07-21,25.1773
2020-07-22,31.50118
2020-07-23,37.64775
2020-07-24,46.92671
2020-07-25,63.00236
2020-07-26,32.3286
2020-07-27,62.64775
2020-07-28,78.36879
2020-07-29,100.0
2020-07-30,54.37352
2020-07-31,42.78959
2020-08-01,22.99054
2020-08-02,28.7825
2020-08-03,33.62884
2020-08-04,36.93853
2020-08-05,78.9007
2020-08-06,55.91016
2020-08-07,51.89125
2020-08-08,27.00945
2020-08-09,23.69976
2020-08-10,38.41607
2020-08-11,38.94799
2020-08-12,54.43262
2020-08-13,34.92907
2020-08-14,23.93617
2020-08-15,14.83451
2020-08-16,12.76595
2020-08-17,17.55319
2020-08-18,28.8416
2020-08-19,21.4539
2020-08-20,24.76359
2020-08-21,19.50354
2020-08-22,14.24349
2020-08-23,11.64302
2020-08-24,17.25768
2020-08-25,15.60283
2020-08-26,17.08037
2020-08-27,15.78014
2020-08-28,14.06619
2020-08-29,9.75177
2020-08-30,12.05673
2020-08-31,13.59338
2020-09-01,16.54846
2020-09-02,16.96217
2020-09-03,16.19385
2020-09-04,16.78486
2020-09-05,14.06619
2020-09-06,11.64302
2020-09-07,17.25768
2020-09-08,15.48463
2020-09-09,17.31678
2020-09-10,14.18439
2020-09-11,13.53427
2020-09-12,7.80141
2020-09-13,11.64302
2020-09-14,12.11583
2020-09-15,14.06619
2020-09-16,12.64775
2020-09-17,13.59338
2020-09-18,11.99763
2020-09-19,7.56501
2020-09-20,7.3286
2020-09-21,10.46099
2020-09-22,11.28841
2020-09-23,11.87943
2020-09-24,14.4208
2020-09-25,19.50354
2020-09-26,11.34751
2020-09-27,8.86524
2020-09-28,11.17021
2020-09-29,13.00236
2020-09-30,11.93853
2020-10-01,13.71158
2020-10-02,10.7565
2020-10-03,9.45626
2020-10-04,7.2695
2020-10-05,13.06146
2020-10-06,12.17494
2020-10-07,11.40661
2020-10-08,9.04255
2020-10-09,7.03309
2020-10-10,6.91489
2020-10-11,7.1513
2020-10-12,10.57919
2020-10-13,10.69739
2020-10-14,13.00236
2020-10-15,10.57919
2020-10-16,10.10638
2020-10-17,6.67848
2020-10-18,7.3286
2020-10-19,8.56973
2020-10-20,9.27895
2020-10-21,9.33806
2020-10-22,9.75177
2020-10-23,7.56501
2020-10-24,5.85106
2020-10-25,5.37825
2020-10-26,10.10638
2020-10-27,10.46099
2020-10-28,9.16075
2020-10-29,8.62884
2020-10-30,10.04728
2020-10-31,5.85106
2020-11-01,6.14657
2020-11-02,8.62884
2020-11-03,6.91489
2020-11-04,7.68321
2020-11-05,9.10165
2020-11-06,7.03309
2020-11-07,5.67375
2020-11-08,5.79196
2020-11-09,8.09692
2020-11-10,11.58392
2020-11-11,12.17494
2020-11-12,12.17494
2020-11-13,11.052
2020-11-14,6.08747
2020-11-15,5.96926
2020-11-16,11.58392
2020-11-17,10.52009
2020-11-18,9.45626
2020-11-19,10.63829
2020-11-20,10.46099
2020-11-21,7.80141
2020-11-22,7.3877
2020-11-23,13.23877
2020-11-24,15.48463
2020-11-25,21.80851
2020-11-26,27.00945
2020-11-27,28.19148
2020-11-28,17.31678
2020-11-29,18.38061
2020-11-30,25.1182
2020-12-01,23.28605
2020-12-02,34.21985
2020-12-03,28.9007
2020-12-04,27.30496
2020-12-05,18.85342
2020-12-06,19.03073
2020-12-07,30.61465
2020-12-08,22.81323
2020-12-09,19.68085
2020-12-10,19.32624
2020-12-11,17.08037
2020-12-12,12.64775
2020-12-13,15.54373
2020-12-14,18.61702
2020-12-15,18.61702
2020-12-16,16.13475
2020-12-17,19.20803
2020-12-18,20.80378
2020-12-19,13.53427
2020-12-20,12.52955
2020-12-21,16.43026
2020-12-22,16.48936
2020-12-23,17.08037
2020-12-24,18.38061
2020-12-25,12.58865
2020-12-26,15.66193
2020-12-27,17.13947
2020-12-28,22.22222
2020-12-29,18.026
2020-12-30,19.79905
2020-12-31,27.54137
2021-01-01,23.69976
2021-01-02,19.26713
2021-01-03,25.65011
2021-01-04,34.92907
2021-01-05,33.80614
2021-01-06,33.45153
2021-01-07,29.31442
2021-01-08,32.2104
2021-01-09,26.00472
2021-01-10,24.34988
2021-01-11,34.04255
2021-01-12,35.57919
2021-01-13,29.55082
2021-01-14,22.93144
2021-01-15,25.65011
2021-01-16,16.72576
2021-01-17,26.59574
2021-01-18,24.23167
2021-01-19,23.10874
2021-01-20,19.79905
2021-01-21,19.44444
2021-01-22,18.73522
2021-01-23,14.71631
2021-01-24,16.37115
2021-01-25,25.1773
2021-01-26,30.31914
2021-01-27,20.33096
2021-01-28,19.62174
2021-01-29,17.9078
2021-01-30,15.01182
2021-01-31,12.35224
2021-02-01,16.54846
2021-02-02,22.28132
2021-02-03,20.21276
2021-02-04,16.25295
2021-02-05,15.78014
2021-02-06,14.3617
2021-02-07,11.58392
2021-02-08,14.77541
2021-02-09,13.47517
2021-02-10,14.18439
2021-02-11,11.22931
2021-02-12,9.57446
2021-02-13,11.17021
2021-02-14,12.17494
2021-02-15,21.27659
2021-02-16,18.026
2021-02-17,28.95981
2021-02-18,28.01418
2021-02-19,36.052
2021-02-20,26.00472
2021-02-21,21.98581
2021-02-22,27.95508
2021-02-23,53.30969
2021-02-24,28.48699
2021-02-25,22.04491
2021-02-26,19.97635
2021-02-27,12.05673
2021-02-28,22.99054
2021-03-01,14.95271
2021-03-02,20.80378
2021-03-03,26.18203
2021-03-04,25.2955
2021-03-05,20.56737
2021-03-06,17.19858
2021-03-07,16.31205
2021-03-08,19.44444
2021-03-09,16.25295
2021-03-10,18.67612
2021-03-11,50.0591
2021-03-12,24.46808
2021-03-13,13.29787
2021-03-14,23.40425
2021-03-15,20.39007
2021-03-16,18.79432
2021-03-17,15.66193
2021-03-18,17.19858
2021-03-19,12.70685
2021-03-20,12.29314
2021-03-21,11.46572
2021-03-22,12.82505
2021-03-23,11.34751
2021-03-24,13.17966
2021-03-25,15.18912
2021-03-26,10.9929
2021-03-27,7.09219
2021-03-28,7.3286
2021-03-29,8.45153
2021-03-30,12.41134
2021-03-31,11.11111
2021-04-01,10.9929
2021-04-02,14.3617
2021-04-03,8.80614
2021-04-04,9.21985
2021-04-05,11.58392
2021-04-06,10.28368
2021-04-07,12.11583
2021-04-08,10.7565
2021-04-09,16.66666
2021-04-10,7.3877
2021-04-11,9.75177
2021-04-12,15.54373
2021-04-13,11.64302
2021-04-14,12.76595
2021-04-15,18.43971
2021-04-16,14.95271
2021-04-17,10.52009
2021-04-18,8.86524
2021-04-19,10.9338
2021-04-20,12.17494
2021-04-21,13.88888
2021-04-22,12.17494
2021-04-23,14.24349
2021-04-24,8.56973
2021-04-25,5.02364
2021-04-26,11.87943
2021-04-27,11.52482
2021-04-28,11.70212
2021-04-29,9.27895
2021-04-30,8.21513
2021-05-01,7.3877
2021-05-02,6.61938
2021-05-03,8.15602
2021-05-04,9.21985
2021-05-05,6.91489
2021-05-06,7.03309
2021-05-07,7.03309
2021-05-08,9.39716
2021-05-09,6.61938
2021-05-10,9.81087
2021-05-11,8.86524
2021-05-12,9.86997
2021-05-13,15.01182
2021-05-14,11.64302
2021-05-15,9.81087
2021-05-16,10.8156
2021-05-17,14.12529
2021-05-18,12.64775
2021-05-19,33.15602
2021-05-20,37.23404
2021-05-21,18.61702
2021-05-22,9.27895
2021-05-23,16.72576
2021-05-24,30.91016
2021-05-25,18.97163
2021-05-26,16.07565
2021-05-27,15.30732
2021-05-28,14.65721
2021-05-29,9.57446
2021-05-30,8.51063
2021-05-31,13.71158
2021-06-01,13.35697
2021-06-02,17.84869
2021-06-03,18.61702
2021-06-04,15.78014
2021-06-05,9.16075
2021-06-06,8.98345
2021-06-07,12.76595
2021-06-08,11.40661
2021-06-09,8.27423
2021-06-10,8.98345
2021-06-11,8.45153
2021-06-12,5.43735
2021-06-13,5.08274
2021-06-14,5.79196
2021-06-15,7.62411
2021-06-16,8.68794
2021-06-17,6.91489
2021-06-18,8.27423
2021-06-19,6.26477
2021-06-20,4.72813
2021-06-21,7.2104
2021-06-22,8.33333
2021-06-23,7.56501
2021-06-24,6.26477
2021-06-25,6.44208
2021-06-26,5.55555
2021-06-27,5.91016
2021-06-28,6.08747
2021-06-29,36.17021
2021-06-30,50.41371
2021-07-01,14.4799
2021-07-02,10.40189
2021-07-03,7.97872
2021-07-04,6.14657
2021-07-05,10.28368
2021-07-06,9.57446
2021-07-07,8.27423
2021-07-08,6.85579
2021-07-09,6.97399
2021-07-10,4.90543
2021-07-11,18.38061
2021-07-12,10.34278
2021-07-13,8.39243
2021-07-14,7.91962
2021-07-15,14.06619
2021-07-16,35.52009
2021-07-17,11.40661
2021-07-18,8.86524
2021-07-19,11.87943
2021-07-20,9.33806
2021-07-21,9.51536
2021-07-22,7.1513
2021-07-23,9.33806
2021-07-24,5.85106
2021-07-25,5.37825
2021-07-26,7.2695
2021-07-27,6.73758
2021-07-28,6.02836
2021-07-29,5.96926
2021-07-30,6.02836
2021-07-31,4.55082
2021-08-01,4.43262
2021-08-02,5.31914
2021-08-03,6.20567
2021-08-04,6.44208
2021-08-05,8.03782
2021-08-06,6.79669
2021-08-07,4.72813
2021-08-08,4.60992
2021-08-09,8.27423
2021-08-10,8.45153
2021-08-11,9.92907
2021-08-12,11.99763
2021-08-13,6.97399
2021-08-14,10.9338
2021-08-15,4.72813
2021-08-16,6.20567
2021-08-17,7.3877
2021-08-18,9.69267
2021-08-19,9.33806
2021-08-20,10.8747
2021-08-21,5.96926
2021-08-22,5.08274
2021-08-23,10.52009
2021-08-24,7.3877
2021-08-25,6.50118
2021-08-26,6.91489
2021-08-27,5.79196
2021-08-28,4.13711
2021-08-29,4.07801
2021-08-30,6.56028
2021-08-31,8.33333
2021-09-01,6.08747
2021-09-02,6.02836
2021-09-03,6.26477
2021-09-04,3.6052
2021-09-05,4.66903
2021-09-06,6.38297
2021-09-07,4.96453
2021-09-08,7.03309
2021-09-09,5.37825
2021-09-10,4.78723
2021-09-11,3.30969
2021-09-12,2.95508
2021-09-13,4.43262
2021-09-14,3.9007
2021-09-15,4.49172
2021-09-16,4.72813
2021-09-17,7.80141
2021-09-18,3.30969
2021-09-19,2.77777
