date,플레이댑
2021-03-11,0.82883
2021-03-12,0.8453
2021-03-13,0.73369
2021-03-14,4.2384
2021-03-15,8.70734
2021-03-16,3.71237
2021-03-17,1.97969
2021-03-18,1.35394
2021-03-19,1.22129
2021-03-20,1.51953
2021-03-21,0.84987
2021-03-22,1.04473
2021-03-23,0.87366
2021-03-24,2.64568
2021-03-25,1.16
2021-03-26,1.36492
2021-03-27,0.67056
2021-03-28,0.69344
2021-03-29,0.74009
2021-03-30,1.00997
2021-03-31,0.78675
2021-04-01,0.92763
2021-04-02,1.09871
2021-04-03,2.53316
2021-04-04,1.56984
2021-04-05,1.75372
2021-04-06,2.60634
2021-04-07,1.77476
2021-04-08,0.93129
2021-04-09,0.81053
2021-04-10,0.73277
2021-04-11,0.66142
2021-04-12,0.73918
2021-04-13,0.71448
2021-04-14,0.88829
2021-04-15,1.41341
2021-04-16,1.05113
2021-04-17,0.59189
2021-04-18,0.45832
2021-04-19,0.66508
2021-04-20,0.57908
2021-04-21,0.49492
2021-04-22,0.38788
2021-04-23,0.41533
2021-04-24,0.31104
2021-04-25,0.42265
2021-04-26,0.50681
2021-04-27,1.00448
2021-04-28,0.54249
2021-04-29,0.54981
2021-04-30,0.42082
2021-05-01,0.35129
2021-05-02,0.2781
2021-05-03,0.35129
2021-05-04,0.33116
2021-05-05,0.30646
2021-05-06,0.50041
2021-05-07,0.44186
2021-05-08,0.28268
2021-05-09,0.30829
2021-05-10,0.38514
2021-05-11,0.39337
2021-05-12,0.52968
2021-05-13,0.30189
2021-05-14,0.24242
2021-05-15,0.41075
2021-05-16,0.23785
2021-05-17,0.26347
2021-05-18,0.23602
2021-05-19,0.16832
2021-05-20,0.19577
2021-05-21,0.52694
2021-05-22,0.44552
2021-05-23,0.79773
2021-05-24,1.59088
2021-05-25,0.41716
2021-05-26,0.32842
2021-05-27,0.26987
2021-05-28,0.204
2021-05-29,0.15003
2021-05-30,0.17747
2021-05-31,0.21407
2021-06-01,0.36318
2021-06-02,0.23511
2021-06-03,0.17747
2021-06-04,0.1299
2021-06-05,0.07776
2021-06-06,0.10612
2021-06-07,0.12533
2021-06-08,0.13813
2021-06-09,0.11709
2021-06-10,0.18754
2021-06-11,0.23511
2021-06-12,0.41533
2021-06-13,0.34031
2021-06-14,0.39795
2021-06-15,0.22779
2021-06-16,0.161
2021-06-17,0.15552
2021-06-18,0.27353
2021-06-19,0.15186
2021-06-20,0.13996
2021-06-21,0.2534
2021-06-22,0.2781
2021-06-23,0.18936
2021-06-24,0.14179
2021-06-25,0.12899
2021-06-26,0.05946
2021-06-27,0.35861
2021-06-28,0.20949
2021-06-29,0.23511
2021-06-30,0.43271
2021-07-01,0.34397
2021-07-02,0.10063
2021-07-03,0.17656
2021-07-04,0.10886
2021-07-05,0.16375
2021-07-06,0.16192
2021-07-07,0.16466
2021-07-08,0.27719
2021-07-09,0.26804
2021-07-10,0.11343
2021-07-11,0.09056
2021-07-12,0.28817
2021-07-13,0.15094
2021-07-14,0.11709
2021-07-15,0.1546
2021-07-16,0.11435
2021-07-17,0.0494
2021-07-18,0.04208
2021-07-19,0.09056
2021-07-20,0.09788
2021-07-21,0.0741
2021-07-22,0.09148
2021-07-23,0.11526
2021-07-24,0.21407
2021-07-25,0.1363
2021-07-26,0.14637
2021-07-27,0.12441
2021-07-28,0.15735
2021-07-29,11.78757
2021-07-30,19.90394
2021-07-31,3.52209
2021-08-01,2.00347
2021-08-02,1.43902
2021-08-03,10.92123
2021-08-04,5.56033
2021-08-05,15.70945
2021-08-06,4.98307
2021-08-07,3.08754
2021-08-08,2.66306
2021-08-09,2.44899
2021-08-10,3.05004
2021-08-11,3.55502
2021-08-12,2.4435
2021-08-13,1.91107
2021-08-14,2.24316
2021-08-15,2.31817
2021-08-16,2.30445
2021-08-17,5.77806
2021-08-18,3.49739
2021-08-19,2.14436
2021-08-20,1.72719
2021-08-21,2.00805
2021-08-22,1.82325
2021-08-23,2.41149
2021-08-24,1.99981
2021-08-25,1.68328
2021-08-26,1.50214
2021-08-27,1.17738
2021-08-28,1.20025
2021-08-29,1.18104
2021-08-30,4.21278
2021-08-31,3.9484
2021-09-01,1.94309
2021-09-02,1.52776
2021-09-03,1.4994
2021-09-04,1.26612
2021-09-05,1.19385
2021-09-06,1.32009
2021-09-07,1.18378
2021-09-08,0.89653
2021-09-09,0.67788
2021-09-10,0.71448
2021-09-11,0.69069
2021-09-12,0.58091
2021-09-13,0.75656
2021-09-14,0.92672
2021-09-15,0.76388
2021-09-16,0.61385
2021-09-17,0.54249
2021-09-18,0.42814
2021-09-19,0.44003
2021-09-20,0.46473
2021-09-21,0.42996
2021-09-22,1.18836
2021-09-23,0.68703
2021-09-24,0.58091
2021-09-25,0.41075
2021-09-26,0.33757
2021-09-27,0.50224
2021-09-28,0.56353
2021-09-29,0.47205
2021-09-30,0.45924
2021-10-01,0.37142
2021-10-02,0.52236
2021-10-03,0.50864
2021-10-04,0.92123
2021-10-05,0.67971
2021-10-06,0.67605
2021-10-07,0.71814
2021-10-08,0.7282
2021-10-09,0.53426
2021-10-10,0.55804
2021-10-11,0.537
2021-10-12,0.74284
2021-10-13,0.81877
2021-10-14,0.96148
2021-10-15,0.7346
2021-10-16,0.51962
2021-10-17,0.38971
2021-10-18,0.67697
2021-10-19,0.66691
2021-10-20,0.63306
2021-10-21,0.72728
2021-10-22,0.60012
2021-10-23,0.44552
2021-10-24,0.42265
2021-10-25,0.7465
2021-10-26,1.3146
2021-10-27,2.89634
2021-10-28,3.83222
2021-10-29,2.39044
2021-10-30,1.82142
2021-10-31,14.95288
2021-11-01,5.68474
2021-11-02,6.39465
2021-11-03,4.54944
2021-11-04,3.48001
2021-11-05,3.34278
2021-11-06,2.26237
2021-11-07,2.33464
2021-11-08,3.37846
2021-11-09,3.02717
2021-11-10,2.86341
2021-11-11,3.67578
2021-11-12,3.23026
2021-11-13,3.26868
2021-11-14,3.01436
2021-11-15,7.18781
2021-11-16,5.89699
2021-11-17,9.3157
2021-11-18,5.29045
2021-11-19,3.41597
2021-11-20,2.82773
2021-11-21,2.51944
2021-11-22,4.47808
2021-11-23,21.9312
2021-11-24,9.18488
2021-11-25,6.85298
2021-11-26,5.32247
2021-11-27,3.43975
2021-11-28,3.16988
2021-11-29,3.34004
2021-11-30,3.19641
2021-12-01,2.88537
2021-12-02,6.60598
2021-12-03,3.07199
2021-12-04,2.19101
2021-12-05,1.77934
2021-12-06,3.23575
2021-12-07,2.1901
2021-12-08,2.29073
2021-12-09,2.08581
2021-12-10,3.0537
2021-12-11,1.54148
2021-12-12,1.27984
2021-12-13,1.84978
2021-12-14,2.08215
2021-12-15,1.6659
2021-12-16,1.66133
2021-12-17,1.19842
2021-12-18,0.88921
2021-12-19,0.89195
2021-12-20,1.12158
2021-12-21,0.97886
2021-12-22,1.07583
2021-12-23,1.28899
2021-12-24,2.15533
2021-12-25,1.09322
2021-12-26,1.01363
2021-12-27,1.48934
2021-12-28,1.27252
2021-12-29,1.55155
2021-12-30,1.71073
2021-12-31,1.20483
2022-01-01,0.90659
2022-01-02,1.2158
2022-01-03,1.33839
2022-01-04,1.02552
2022-01-05,0.90476
2022-01-06,1.10968
2022-01-07,1.00722
2022-01-08,0.82426
2022-01-09,0.90385
2022-01-10,1.4253
2022-01-11,1.45274
2022-01-12,1.08407
2022-01-13,1.08224
2022-01-14,0.91848
2022-01-15,0.76662
2022-01-16,0.70807
2022-01-17,1.06669
2022-01-18,1.15634
2022-01-19,1.12524
2022-01-20,0.78126
2022-01-21,0.9688
2022-01-22,0.94318
2022-01-23,0.77211
2022-01-24,0.79773
2022-01-25,1.33016
2022-01-26,0.73552
2022-01-27,0.57359
2022-01-28,0.86176
2022-01-29,0.64312
2022-01-30,0.51413
2022-01-31,0.38056
2022-02-01,0.41716
2022-02-02,0.50224
2022-02-03,0.64678
2022-02-04,0.60104
2022-02-05,1.26795
2022-02-06,0.88738
2022-02-07,1.117
2022-02-08,1.09962
2022-02-09,0.77028
2022-02-10,0.6175
2022-02-11,0.70441
2022-02-12,0.51779
2022-02-13,0.47662
2022-02-14,0.56079
2022-02-15,0.63397
2022-02-16,0.61019
2022-02-17,0.42539
2022-02-18,0.37142
2022-02-19,0.30829
2022-02-20,0.36593
2022-02-21,0.46473
2022-02-22,0.66508
2022-02-23,0.47571
2022-02-24,0.41258
2022-02-25,0.37142
2022-02-26,0.32842
2022-02-27,0.27261
2022-02-28,0.30921
2022-03-01,0.48668
2022-03-02,0.70716
2022-03-03,0.55072
2022-03-04,0.41624
2022-03-05,0.30646
2022-03-06,0.2964
2022-03-07,0.40709
2022-03-08,0.43545
2022-03-09,0.29457
2022-03-10,0.61842
2022-03-11,0.49858
2022-03-12,0.40984
2022-03-13,0.35495
2022-03-14,0.59555
2022-03-15,0.60378
2022-03-16,0.5306
2022-03-17,0.48028
2022-03-18,0.39978
2022-03-19,0.38056
2022-03-20,0.37416
2022-03-21,0.48851
2022-03-22,0.54523
2022-03-23,0.69984
2022-03-24,11.51861
2022-03-25,7.11737
2022-03-26,2.60726
2022-03-27,2.23492
2022-03-28,2.4865
2022-03-29,2.26145
2022-03-30,3.12231
2022-03-31,3.80569
2022-04-01,1.71804
2022-04-02,1.18378
2022-04-03,0.92214
2022-04-04,1.32192
2022-04-05,1.13164
2022-04-06,1.05662
2022-04-07,0.86817
2022-04-08,0.79773
2022-04-09,0.69892
2022-04-10,0.4812
2022-04-11,0.91299
2022-04-12,0.74924
2022-04-13,0.67605
2022-04-14,1.09962
2022-04-15,0.6358
2022-04-16,0.42539
2022-04-17,0.37233
2022-04-18,0.72454
2022-04-19,1.23319
2022-04-20,0.84072
2022-04-21,3.75811
2022-04-22,1.15359
2022-04-23,0.60653
2022-04-24,0.45649
2022-04-25,1.44634
2022-04-26,0.91574
2022-04-27,0.71905
2022-04-28,0.69435
2022-04-29,0.5928
2022-04-30,0.45741
2022-05-01,0.49583
2022-05-02,0.56536
2022-05-03,0.5864
2022-05-04,0.50498
2022-05-05,0.40161
2022-05-06,0.48851
2022-05-07,0.32019
2022-05-08,0.34854
2022-05-09,0.57908
2022-05-10,0.66599
2022-05-11,0.78675
2022-05-12,1.06943
2022-05-13,1.25514
2022-05-14,1.92937
2022-05-15,0.82334
2022-05-16,1.03558
2022-05-17,0.81602
2022-05-18,0.77028
2022-05-19,0.84713
2022-05-20,0.78217
2022-05-21,0.83798
2022-05-22,0.75198
2022-05-23,0.94227
2022-05-24,0.88646
2022-05-25,0.82792
2022-05-26,0.79132
2022-05-27,0.5553
2022-05-28,0.33574
2022-05-29,0.43179
2022-05-30,0.67056
2022-05-31,0.63946
2022-06-01,0.45101
2022-06-02,0.6047
2022-06-03,0.50407
2022-06-04,0.33299
2022-06-05,0.42082
2022-06-06,0.45284
2022-06-07,0.56079
2022-06-08,0.66965
2022-06-09,0.87366
2022-06-10,1.03833
2022-06-11,0.89195
2022-06-12,0.95325
2022-06-13,1.17647
2022-06-14,0.83706
2022-06-15,0.75016
2022-06-16,0.79407
2022-06-17,0.86817
2022-06-18,0.41716
2022-06-19,0.41441
2022-06-20,0.51047
2022-06-21,0.49766
2022-06-22,0.48028
2022-06-23,0.494
2022-06-24,0.45009
2022-06-25,0.38056
2022-06-26,0.36959
2022-06-27,0.45375
2022-06-28,0.44643
2022-06-29,0.40801
2022-06-30,0.3641
2022-07-01,9.53069
2022-07-02,1.2405
2022-07-03,0.66691
2022-07-04,0.6605
2022-07-05,0.47845
2022-07-06,0.45741
2022-07-07,0.38605
2022-07-08,0.42722
2022-07-09,0.28176
2022-07-10,0.25432
2022-07-11,0.4135
2022-07-12,0.33848
2022-07-13,0.33208
2022-07-14,0.41533
2022-07-15,0.33116
2022-07-16,0.23236
2022-07-17,0.35037
2022-07-18,0.41624
2022-07-19,0.44552
2022-07-20,0.47388
2022-07-21,0.38697
2022-07-22,0.38148
2022-07-23,0.31744
2022-07-24,0.26713
2022-07-25,0.33025
2022-07-26,0.32019
2022-07-27,0.30189
2022-07-28,0.43637
2022-07-29,0.42173
2022-07-30,0.28176
2022-07-31,0.43911
2022-08-01,0.69801
2022-08-02,0.46198
2022-08-03,0.33208
2022-08-04,0.62208
2022-08-05,0.39978
2022-08-06,0.22413
2022-08-07,0.20583
2022-08-08,0.33116
2022-08-09,0.84896
2022-08-10,0.34489
2022-08-11,0.33299
2022-08-12,0.28176
2022-08-13,0.26347
2022-08-14,0.25981
2022-08-15,0.20309
2022-08-16,0.2653
2022-08-17,0.6294
2022-08-18,0.44094
2022-08-19,0.2653
2022-08-20,0.16009
2022-08-21,0.17656
2022-08-22,0.27444
2022-08-23,0.25615
2022-08-24,0.26621
2022-08-25,0.25066
2022-08-26,0.20126
2022-08-27,0.204
2022-08-28,0.79315
2022-08-29,0.90659
2022-08-30,0.34397
2022-08-31,0.25249
2022-09-01,0.21132
2022-09-02,0.19119
2022-09-03,0.15369
2022-09-04,0.16283
2022-09-05,0.17839
2022-09-06,0.19211
2022-09-07,0.21132
2022-09-08,0.17198
2022-09-09,0.41075
2022-09-10,0.19028
2022-09-11,0.18936
2022-09-12,0.36776
2022-09-13,0.37142
2022-09-14,0.24791
2022-09-15,0.19851
2022-09-16,0.18662
2022-09-17,0.16009
2022-09-18,0.15918
2022-09-19,0.24425
2022-09-20,0.204
2022-09-21,0.17564
2022-09-22,0.19302
2022-09-23,0.18388
2022-09-24,0.14545
2022-09-25,0.12716
2022-09-26,0.22413
2022-09-27,0.21772
2022-09-28,0.18754
2022-09-29,0.20217
2022-09-30,0.14271
2022-10-01,0.11984
2022-10-02,0.10794
2022-10-03,0.13356
2022-10-04,0.21589
2022-10-05,0.20217
2022-10-06,0.19394
2022-10-07,0.16649
2022-10-08,0.22321
2022-10-09,0.10337
2022-10-10,0.14637
2022-10-11,0.18479
2022-10-12,0.16466
2022-10-13,0.24974
2022-10-14,0.21041
2022-10-15,0.19943
2022-10-16,0.15735
2022-10-17,0.23328
2022-10-18,0.18936
2022-10-19,0.1729
2022-10-20,0.21589
2022-10-21,0.16741
2022-10-22,0.09605
2022-10-23,0.11892
2022-10-24,0.15003
2022-10-25,0.36044
2022-10-26,0.19851
2022-10-27,0.20766
2022-10-28,0.20492
2022-10-29,0.16649
2022-10-30,0.16741
2022-10-31,0.20034
2022-11-01,0.25889
2022-11-02,0.30463
2022-11-03,0.21224
2022-11-04,0.19851
2022-11-05,0.20858
2022-11-06,0.13447
2022-11-07,0.20858
2022-11-08,0.22413
2022-11-09,0.33208
2022-11-10,0.39246
2022-11-11,0.24242
2022-11-12,0.20766
2022-11-13,0.20034
2022-11-14,0.28725
2022-11-15,0.24242
2022-11-16,0.21315
2022-11-17,0.18571
2022-11-18,0.19943
2022-11-19,0.16832
2022-11-20,0.13265
2022-11-21,0.15735
2022-11-22,0.14271
2022-11-23,0.1546
2022-11-24,0.24791
2022-11-25,0.29
2022-11-26,0.16466
2022-11-27,0.161
2022-11-28,0.16649
2022-11-29,0.16649
2022-11-30,0.18022
2022-12-01,0.23328
2022-12-02,0.12533
2022-12-03,0.08141
2022-12-04,0.11801
2022-12-05,0.16192
2022-12-06,0.17198
2022-12-07,0.16741
2022-12-08,0.25523
2022-12-09,0.14911
2022-12-10,0.10703
2022-12-11,0.25432
2022-12-12,0.94593
2022-12-13,0.38971
2022-12-14,0.1976
2022-12-15,0.15094
2022-12-16,0.14728
2022-12-17,0.2406
2022-12-18,0.13996
2022-12-19,0.27719
2022-12-20,0.21315
2022-12-21,0.15369
2022-12-22,0.13905
2022-12-23,0.11892
2022-12-24,0.11343
2022-12-25,0.10703
2022-12-26,0.40984
2022-12-27,0.27719
2022-12-28,0.30372
2022-12-29,0.21589
2022-12-30,0.19485
2022-12-31,0.1052
2023-01-01,0.12807
2023-01-02,0.16832
2023-01-03,0.13356
2023-01-04,0.1363
2023-01-05,0.11709
2023-01-06,0.10886
2023-01-07,0.13082
2023-01-08,0.09148
2023-01-09,0.19028
2023-01-10,0.16558
2023-01-11,0.17381
2023-01-12,0.12441
2023-01-13,0.29
2023-01-14,0.23145
2023-01-15,0.1793
2023-01-16,0.29548
2023-01-17,0.34763
2023-01-18,0.22596
2023-01-19,0.19302
2023-01-20,0.2287
2023-01-21,0.18205
2023-01-22,0.15918
2023-01-23,0.1976
2023-01-24,0.4446
2023-01-25,0.32933
2023-01-26,0.22413
2023-01-27,0.17107
2023-01-28,0.11892
2023-01-29,0.12075
2023-01-30,0.17747
2023-01-31,0.11252
2023-02-01,0.13356
2023-02-02,0.15369
2023-02-03,0.13722
2023-02-04,0.21589
2023-02-05,0.161
2023-02-06,0.18205
2023-02-07,0.16466
2023-02-08,0.19577
2023-02-09,0.13082
2023-02-10,0.12258
2023-02-11,0.10703
2023-02-12,0.09422
2023-02-13,0.14362
2023-02-14,0.13722
2023-02-15,0.12807
2023-02-16,0.69069
2023-02-17,0.24883
2023-02-18,0.15003
2023-02-19,0.12716
2023-02-20,0.23145
2023-02-21,0.2406
2023-02-22,0.204
2023-02-23,0.24151
2023-02-24,0.46747
2023-02-25,0.16649
2023-02-26,0.1052
2023-02-27,0.204
2023-02-28,0.19577
2023-03-01,0.11984
2023-03-02,0.14271
2023-03-03,0.13265
2023-03-04,0.08324
2023-03-05,0.10886
2023-03-06,0.13356
2023-03-07,0.12258
2023-03-08,0.12533
2023-03-09,0.08965
2023-03-10,0.10246
2023-03-11,0.0558
2023-03-12,0.0741
2023-03-13,0.10886
2023-03-14,0.14911
2023-03-15,0.14728
2023-03-16,0.11618
2023-03-17,0.17473
2023-03-18,0.21589
2023-03-19,0.36776
2023-03-20,0.49492
2023-03-21,0.3147
2023-03-22,0.22596
2023-03-23,0.13996
2023-03-24,0.12258
2023-03-25,0.08416
2023-03-26,0.10429
2023-03-27,0.17107
2023-03-28,0.13356
2023-03-29,0.15003
2023-03-30,0.15186
2023-03-31,0.1363
2023-04-01,0.1546
2023-04-02,0.10154
2023-04-03,0.14271
2023-04-04,0.17381
2023-04-05,0.72271
2023-04-06,0.58274
2023-04-07,0.21315
2023-04-08,0.12075
2023-04-09,0.09514
2023-04-10,0.1482
2023-04-11,0.16283
2023-04-12,0.18205
2023-04-13,0.12899
2023-04-14,0.16558
2023-04-15,0.10154
2023-04-16,0.10246
2023-04-17,0.16924
2023-04-18,0.15277
2023-04-19,0.13813
2023-04-20,0.13447
2023-04-21,0.15735
2023-04-22,0.10612
2023-04-23,0.12441
2023-04-24,0.43728
2023-04-25,0.12533
2023-04-26,0.14088
2023-04-27,0.13722
2023-04-28,0.11801
2023-04-29,0.08965
2023-04-30,0.07501
2023-05-01,0.11343
2023-05-02,0.17015
2023-05-03,0.12075
2023-05-04,0.11984
2023-05-05,0.06769
2023-05-06,0.08324
2023-05-07,0.0741
2023-05-08,0.19851
2023-05-09,0.16009
2023-05-10,0.13082
2023-05-11,0.11435
2023-05-12,0.10886
2023-05-13,0.0869
2023-05-14,0.09148
2023-05-15,0.11709
2023-05-16,0.1363
2023-05-17,0.13722
2023-05-18,0.11435
2023-05-19,0.10154
2023-05-20,0.08141
2023-05-21,0.07593
2023-05-22,0.13813
2023-05-23,0.10612
2023-05-24,0.11801
2023-05-25,0.13173
2023-05-26,0.09697
2023-05-27,0.06952
2023-05-28,0.06312
2023-05-29,0.0558
2023-05-30,0.10886
2023-05-31,0.12807
2023-06-01,0.10612
2023-06-02,0.08599
2023-06-03,0.0558
2023-06-04,0.04848
2023-06-05,0.12075
2023-06-06,0.12716
2023-06-07,0.12624
2023-06-08,0.11343
2023-06-09,0.0869
2023-06-10,0.18845
2023-06-11,0.13447
2023-06-12,0.15277
2023-06-13,0.19028
2023-06-14,0.13722
2023-06-15,0.18479
2023-06-16,0.12441
2023-06-17,0.06952
2023-06-18,0.07593
2023-06-19,0.09605
2023-06-20,0.11709
2023-06-21,0.14362
2023-06-22,0.19302
2023-06-23,0.11709
2023-06-24,0.11709
2023-06-25,0.11435
2023-06-26,0.12533
2023-06-27,0.10886
2023-06-28,0.09331
2023-06-29,0.12075
2023-06-30,0.10429
2023-07-01,0.0869
2023-07-02,0.08141
2023-07-03,0.10703
2023-07-04,0.10063
2023-07-05,0.08599
2023-07-06,0.06678
2023-07-07,0.10063
2023-07-08,0.05031
2023-07-09,0.06952
2023-07-10,0.15094
2023-07-11,0.28268
2023-07-12,0.72088
2023-07-13,0.24608
2023-07-14,0.29183
2023-07-15,0.13356
2023-07-16,0.13173
2023-07-17,0.14271
2023-07-18,0.13082
2023-07-19,0.16009
2023-07-20,0.13082
2023-07-21,0.13722
2023-07-22,0.08873
2023-07-23,0.08965
2023-07-24,0.52694
2023-07-25,0.17747
2023-07-26,0.14454
2023-07-27,0.11435
2023-07-28,0.1235
2023-07-29,0.11801
2023-07-30,0.25432
2023-07-31,0.17198
2023-08-01,0.12075
2023-08-02,0.13173
2023-08-03,0.10063
2023-08-04,0.10886
2023-08-05,0.08141
2023-08-06,0.14728
2023-08-07,0.12167
2023-08-08,0.11709
2023-08-09,0.24425
2023-08-10,0.11709
2023-08-11,0.22321
2023-08-12,0.10337
2023-08-13,0.08233
2023-08-14,0.21132
2023-08-15,0.29
2023-08-16,0.81511
2023-08-17,0.3952
2023-08-18,0.19394
2023-08-19,0.10063
2023-08-20,0.09056
2023-08-21,0.10794
2023-08-22,0.11526
2023-08-23,0.11526
2023-08-24,0.11069
2023-08-25,0.11984
2023-08-26,0.06129
