date,P2P
2023-05-29,8.49467
2023-05-30,10.8422
2023-05-31,12.46369
2023-06-01,10.8906
2023-06-02,10.06776
2023-06-03,7.55082
2023-06-04,7.69603
2023-06-05,10.67279
2023-06-06,9.65634
2023-06-07,10.8422
2023-06-08,10.40658
2023-06-09,8.71248
2023-06-10,6.82478
2023-06-11,8.15585
2023-06-12,10.8906
2023-06-13,11.08422
2023-06-14,10.67279
2023-06-15,9.22071
2023-06-16,8.47047
2023-06-17,8.10745
2023-06-18,7.45401
2023-06-19,9.68054
2023-06-20,8.32526
2023-06-21,9.14811
2023-06-22,9.26911
2023-06-23,7.84123
2023-06-24,6.41335
2023-06-25,7.64762
2023-06-26,10.57599
2023-06-27,10.30977
2023-06-28,8.25266
2023-06-29,9.12391
2023-06-30,11.13262
2023-07-01,7.45401
2023-07-02,6.87318
2023-07-03,8.71248
2023-07-04,10.11616
2023-07-05,9.87415
2023-07-06,9.24491
2023-07-07,8.44627
2023-07-08,6.75217
2023-07-09,7.50242
2023-07-10,8.9303
2023-07-11,9.89835
2023-07-12,9.34172
2023-07-13,10.40658
2023-07-14,8.85769
2023-07-15,6.29235
2023-07-16,7.33301
2023-07-17,9.0997
2023-07-18,10.21297
2023-07-19,8.9787
2023-07-20,9.80154
2023-07-21,8.10745
2023-07-22,6.89738
2023-07-23,6.72797
2023-07-24,8.9303
2023-07-25,7.79283
2023-07-26,7.88964
2023-07-27,8.30106
2023-07-28,7.45401
2023-07-29,6.60696
2023-07-30,5.71151
2023-07-31,7.86544
2023-08-01,7.88964
2023-08-02,7.55082
2023-08-03,7.64762
2023-08-04,7.55082
2023-08-05,6.41335
2023-08-06,6.55856
2023-08-07,8.22846
2023-08-08,7.86544
2023-08-09,8.22846
2023-08-10,8.22846
2023-08-11,7.52662
2023-08-12,5.4695
2023-08-13,6.09874
2023-08-14,8.27686
2023-08-15,7.59922
2023-08-16,8.56727
2023-08-17,7.86544
2023-08-18,7.98644
2023-08-19,5.66311
2023-08-20,6.07454
2023-08-21,8.05905
2023-08-22,8.27686
2023-08-23,9.65634
2023-08-24,8.63988
2023-08-25,6.84898
2023-08-26,6.51016
2023-08-27,6.26815
2023-08-28,9.17231
2023-08-29,8.61568
2023-08-30,8.59148
2023-08-31,8.13165
2023-09-01,8.32526
2023-09-02,7.09099
2023-09-03,6.41335
2023-09-04,8.49467
2023-09-05,9.12391
2023-09-06,8.54307
2023-09-07,8.54307
2023-09-08,9.12391
2023-09-09,6.31655
2023-09-10,7.96224
2023-09-11,8.59148
2023-09-12,9.14811
2023-09-13,8.71248
2023-09-14,8.9303
2023-09-15,8.15585
2023-09-16,5.56631
2023-09-17,6.53436
2023-09-18,9.70474
2023-09-19,9.26911
2023-09-20,8.39787
2023-09-21,9.53533
2023-09-22,7.35721
2023-09-23,6.00193
2023-09-24,6.51016
2023-09-25,8.25266
2023-09-26,8.18005
2023-09-27,7.76863
2023-09-28,5.88092
2023-09-29,5.5179
2023-09-30,5.3727
2023-10-01,5.20329
2023-10-02,7.1636
2023-10-03,7.01839
2023-10-04,9.0271
2023-10-05,8.13165
2023-10-06,7.212
2023-10-07,5.59051
2023-10-08,6.75217
2023-10-09,6.29235
2023-10-10,8.20425
2023-10-11,8.9545
2023-10-12,9.46272
2023-10-13,9.43852
2023-10-14,6.96999
2023-10-15,6.67957
2023-10-16,9.82575
2023-10-17,8.27686
2023-10-18,9.68054
2023-10-19,10.64859
2023-10-20,8.66408
2023-10-21,7.57502
2023-10-22,7.52662
2023-10-23,9.34172
2023-10-24,9.48693
2023-10-25,8.71248
2023-10-26,8.85769
2023-10-27,7.62342
2023-10-28,6.36495
2023-10-29,5.54211
2023-10-30,7.86544
2023-10-31,8.71248
2023-11-01,8.13165
2023-11-02,8.03484
2023-11-03,8.01064
2023-11-04,6.12294
2023-11-05,6.63117
2023-11-06,8.34946
2023-11-07,7.86544
2023-11-08,7.1878
2023-11-09,8.32526
2023-11-10,7.91384
2023-11-11,6.00193
2023-11-12,5.83252
2023-11-13,7.86544
2023-11-14,7.42981
2023-11-15,8.10745
2023-11-16,7.93804
2023-11-17,8.22846
2023-11-18,5.71151
2023-11-19,5.92933
2023-11-20,8.25266
2023-11-21,7.45401
2023-11-22,8.08325
2023-11-23,8.18005
2023-11-24,7.35721
2023-11-25,6.51016
2023-11-26,5.95353
2023-11-27,8.10745
2023-11-28,8.88189
2023-11-29,8.90609
2023-11-30,7.91384
2023-12-01,7.67182
2023-12-02,7.2604
2023-12-03,6.07454
2023-12-04,8.71248
2023-12-05,8.61568
2023-12-06,10.30977
2023-12-07,9.22071
2023-12-08,8.9787
2023-12-09,6.77637
2023-12-10,7.06679
2023-12-11,9.0271
2023-12-12,9.80154
2023-12-13,8.90609
2023-12-14,8.01064
2023-12-15,7.67182
2023-12-16,5.59051
2023-12-17,5.90513
2023-12-18,7.98644
2023-12-19,7.98644
2023-12-20,7.06679
2023-12-21,7.84123
2023-12-22,5.73572
2023-12-23,5.59051
2023-12-24,5.54211
2023-12-25,5.30009
2023-12-26,7.38141
2023-12-27,6.46176
2023-12-28,7.2604
2023-12-29,6.48596
2023-12-30,5.54211
2023-12-31,4.91287
2024-01-01,6.05033
2024-01-02,7.1878
2024-01-03,7.69603
2024-01-04,7.40561
2024-01-05,6.82478
2024-01-06,6.17134
2024-01-07,6.17134
2024-01-08,7.2362
2024-01-09,7.86544
2024-01-10,7.72023
2024-01-11,9.22071
2024-01-12,7.72023
2024-01-13,6.24394
2024-01-14,7.212
2024-01-15,7.3088
2024-01-16,7.84123
2024-01-17,8.22846
2024-01-18,6.99419
2024-01-19,7.88964
2024-01-20,6.12294
2024-01-21,6.19554
2024-01-22,7.1636
2024-01-23,7.50242
2024-01-24,8.49467
2024-01-25,8.90609
2024-01-26,7.2846
2024-01-27,6.26815
2024-01-28,7.84123
2024-01-29,7.04259
2024-01-30,7.50242
2024-01-31,7.06679
2024-02-01,7.45401
2024-02-02,7.67182
2024-02-03,5.08228
2024-02-04,6.65537
2024-02-05,6.70377
2024-02-06,6.89738
2024-02-07,7.40561
2024-02-08,6.26815
2024-02-09,5.66311
2024-02-10,4.71926
2024-02-11,6.26815
2024-02-12,6.84898
2024-02-13,8.39787
2024-02-14,7.98644
2024-02-15,7.57502
2024-02-16,7.76863
2024-02-17,5.97773
2024-02-18,6.21974
2024-02-19,8.22846
2024-02-20,8.9787
2024-02-21,7.91384
2024-02-22,7.96224
2024-02-23,7.3088
2024-02-24,5.71151
2024-02-25,6.19554
2024-02-26,8.10745
2024-02-27,8.9787
2024-02-28,7.09099
2024-02-29,7.3088
2024-03-01,5.78412
2024-03-02,6.09874
2024-03-03,6.46176
2024-03-04,7.52662
2024-03-05,7.67182
2024-03-06,7.3088
2024-03-07,6.99419
2024-03-08,7.67182
2024-03-09,6.09874
2024-03-10,6.17134
2024-03-11,8.18005
2024-03-12,9.58373
2024-03-13,7.91384
2024-03-14,8.56727
2024-03-15,7.50242
2024-03-16,6.24394
2024-03-17,6.58276
2024-03-18,9.58373
2024-03-19,8.88189
2024-03-20,8.42207
