date,AI주식투자
2020-03-20,0.72815
2020-03-23,1.94174
2020-03-24,5.46116
2020-03-25,2.6699
2020-03-26,4.85436
2020-03-27,4.36893
2020-03-28,2.54854
2020-03-29,2.91262
2020-03-30,3.27669
2020-04-01,0.60679
2020-04-02,2.18446
2020-04-03,0.97087
2020-04-04,1.33495
2020-04-05,0.84951
2020-04-07,0.84951
2020-04-09,0.60679
2020-04-11,0.60679
2020-04-18,0.60679
2020-04-19,1.57766
2020-04-20,0.84951
2020-04-23,0.60679
2020-04-25,1.21359
2020-04-27,0.84951
2020-04-29,0.72815
2020-05-06,0.72815
2020-05-07,0.60679
2020-05-08,0.84951
2020-05-09,1.21359
2020-05-11,0.72815
2020-05-13,0.72815
2020-05-18,0.84951
2020-05-20,0.60679
2020-05-25,0.84951
2020-05-26,1.94174
2020-05-28,1.45631
2020-05-30,0.72815
2020-05-31,0.72815
2020-06-01,0.72815
2020-06-03,0.72815
2020-06-04,0.84951
2020-06-06,1.09223
2020-06-09,0.72815
2020-06-12,0.84951
2020-06-15,0.84951
2020-06-23,1.09223
2020-06-24,1.21359
2020-06-25,0.72815
2020-06-26,0.60679
2020-06-27,0.60679
2020-06-28,0.97087
2020-06-30,1.45631
2020-07-02,1.33495
2020-07-03,0.60679
2020-07-06,0.84951
2020-07-07,1.09223
2020-07-08,0.84951
2020-07-09,0.72815
2020-07-10,0.84951
2020-07-12,0.97087
2020-07-13,0.84951
2020-07-14,0.60679
2020-07-18,0.72815
2020-07-19,0.60679
2020-07-20,0.60679
2020-07-21,1.21359
2020-07-22,0.60679
2020-07-23,0.60679
2020-07-24,2.30582
2020-07-26,1.45631
2020-07-27,1.57766
2020-07-28,1.82038
2020-07-29,1.33495
2020-07-30,0.72815
2020-07-31,1.33495
2020-08-01,0.84951
2020-08-05,1.09223
2020-08-06,1.33495
2020-08-07,0.72815
2020-08-10,0.84951
2020-08-11,0.72815
2020-08-12,0.60679
2020-08-13,0.60679
2020-08-14,1.21359
2020-08-15,0.72815
2020-08-16,1.21359
2020-08-18,0.72815
2020-08-19,1.09223
2020-08-21,0.60679
2020-08-22,1.09223
2020-08-24,0.60679
2020-08-25,0.97087
2020-08-26,0.84951
2020-08-27,0.84951
2020-08-28,1.21359
2020-08-30,0.84951
2020-08-31,0.84951
2020-09-01,1.69902
2020-09-02,0.60679
2020-09-03,0.72815
2020-09-04,0.60679
2020-09-05,0.84951
2020-09-07,0.84951
2020-09-08,0.84951
2020-09-09,2.79126
2020-09-10,1.82038
2020-09-11,1.57766
2020-09-14,0.97087
2020-09-15,1.21359
2020-09-16,0.97087
2020-09-17,1.57766
2020-09-18,0.60679
2020-09-19,0.72815
2020-09-20,0.60679
2020-09-21,0.97087
2020-09-22,0.97087
2020-09-23,0.60679
2020-09-25,0.72815
2020-09-26,0.72815
2020-09-28,0.84951
2020-10-01,0.72815
2020-10-03,0.60679
2020-10-04,0.72815
2020-10-05,1.09223
2020-10-07,2.30582
2020-10-08,2.79126
2020-10-09,1.09223
2020-10-10,0.60679
2020-10-11,0.97087
2020-10-12,0.84951
2020-10-13,0.72815
2020-10-16,0.60679
2020-10-19,0.72815
2020-10-21,0.84951
2020-10-22,1.57766
2020-10-23,0.84951
2020-10-25,0.72815
2020-10-26,0.60679
2020-10-27,0.60679
2020-10-29,0.60679
2020-10-30,0.84951
2020-10-31,0.72815
2020-11-02,0.72815
2020-11-03,1.09223
2020-11-04,0.72815
2020-11-05,0.60679
2020-11-06,0.60679
2020-11-07,1.21359
2020-11-08,0.84951
2020-11-09,1.45631
2020-11-10,0.72815
2020-11-11,1.09223
2020-11-12,1.45631
2020-11-13,3.15533
2020-11-14,1.82038
2020-11-15,0.72815
2020-11-16,1.09223
2020-11-17,2.42718
2020-11-18,1.45631
2020-11-19,0.60679
2020-11-20,1.45631
2020-11-21,1.45631
2020-11-22,1.57766
2020-11-23,1.33495
2020-11-24,1.69902
2020-11-25,2.79126
2020-11-26,1.57766
2020-11-27,2.79126
2020-11-29,2.18446
2020-12-01,0.60679
2020-12-02,1.94174
2020-12-03,2.42718
2020-12-04,1.09223
2020-12-05,1.09223
2020-12-06,0.97087
2020-12-07,2.30582
2020-12-08,1.57766
2020-12-09,2.0631
2020-12-10,1.69902
2020-12-11,1.69902
2020-12-12,1.33495
2020-12-13,0.84951
2020-12-14,2.30582
2020-12-15,1.57766
2020-12-16,2.30582
2020-12-17,2.18446
2020-12-18,1.33495
2020-12-19,1.09223
2020-12-20,0.84951
2020-12-21,1.57766
2020-12-22,2.18446
2020-12-23,2.42718
2020-12-24,1.45631
2020-12-25,2.79126
2020-12-26,1.45631
2020-12-27,2.54854
2020-12-28,1.82038
2020-12-29,1.33495
2020-12-30,1.69902
2020-12-31,0.97087
2021-01-01,2.54854
2021-01-02,2.0631
2021-01-03,7.40291
2021-01-04,6.43203
2021-01-05,1.45631
2021-01-06,2.30582
2021-01-07,1.82038
2021-01-08,1.94174
2021-01-09,1.94174
2021-01-10,6.55339
2021-01-11,11.52912
2021-01-12,4.36893
2021-01-13,9.58737
2021-01-14,10.67961
2021-01-15,9.58737
2021-01-16,3.51941
2021-01-17,2.91262
2021-01-18,2.30582
2021-01-19,3.88349
2021-01-20,2.30582
2021-01-21,2.0631
2021-01-22,3.76213
2021-01-23,3.03398
2021-01-24,1.57766
2021-01-25,2.18446
2021-01-26,1.94174
2021-01-27,2.6699
2021-01-28,2.6699
2021-01-29,3.15533
2021-01-30,5.70388
2021-01-31,7.40291
2021-02-01,4.61165
2021-02-02,4.24757
2021-02-03,2.30582
2021-02-04,3.27669
2021-02-05,20.26699
2021-02-06,56.06796
2021-02-07,100.0
2021-02-08,17.96116
2021-02-09,7.28155
2021-02-10,7.76699
2021-02-11,4.24757
2021-02-12,1.69902
2021-02-13,10.92233
2021-02-14,14.5631
2021-02-15,16.50485
2021-02-16,13.22815
2021-02-17,13.34951
2021-02-18,17.11165
2021-02-19,4.733
2021-02-20,2.79126
2021-02-21,1.45631
2021-02-22,3.51941
2021-02-23,3.64077
2021-02-24,2.6699
2021-02-25,3.15533
2021-02-26,1.82038
2021-02-27,1.09223
2021-02-28,2.18446
2021-03-01,2.18446
2021-03-02,2.79126
2021-03-03,3.27669
2021-03-04,1.82038
2021-03-05,1.94174
2021-03-06,1.69902
2021-03-07,2.6699
2021-03-08,3.03398
2021-03-09,2.54854
2021-03-10,2.0631
2021-03-11,1.94174
2021-03-12,5.70388
2021-03-13,4.85436
2021-03-14,3.88349
2021-03-15,4.733
2021-03-16,8.0097
2021-03-17,8.98058
2021-03-18,11.52912
2021-03-19,4.12621
2021-03-20,1.09223
2021-03-21,2.30582
2021-03-22,5.46116
2021-03-23,5.46116
2021-03-24,12.98543
2021-03-25,2.79126
2021-03-26,2.42718
2021-03-27,2.0631
2021-03-28,0.60679
2021-03-29,2.0631
2021-03-30,2.0631
2021-03-31,1.33495
2021-04-01,1.94174
2021-04-02,2.6699
2021-04-03,1.45631
2021-04-04,1.09223
2021-04-05,1.69902
2021-04-06,1.94174
2021-04-07,1.82038
2021-04-08,2.0631
2021-04-09,1.33495
2021-04-10,0.72815
2021-04-11,1.21359
2021-04-12,2.30582
2021-04-13,1.94174
2021-04-14,1.33495
2021-04-15,2.18446
2021-04-16,1.82038
2021-04-17,2.42718
2021-04-19,2.42718
2021-04-20,2.0631
2021-04-21,2.42718
2021-04-22,2.0631
2021-04-23,1.69902
2021-04-24,1.94174
2021-04-25,0.72815
2021-04-26,1.21359
2021-04-27,0.60679
2021-04-28,1.82038
2021-04-29,1.57766
2021-04-30,1.09223
2021-05-01,2.42718
2021-05-02,1.45631
2021-05-03,0.84951
2021-05-04,1.57766
2021-05-05,0.97087
2021-05-06,1.21359
2021-05-07,1.09223
2021-05-08,1.45631
2021-05-09,2.6699
2021-05-12,1.57766
2021-05-13,0.60679
2021-05-14,1.21359
2021-05-15,0.97087
2021-05-16,1.21359
2021-05-17,1.57766
2021-05-18,0.72815
2021-05-19,1.09223
2021-05-20,0.72815
2021-05-21,0.60679
2021-05-22,0.84951
2021-05-24,1.33495
2021-05-25,1.45631
2021-05-26,0.60679
2021-05-27,0.84951
2021-05-29,0.97087
2021-05-30,1.21359
2021-05-31,1.09223
2021-06-01,1.57766
2021-06-02,0.84951
2021-06-03,0.72815
2021-06-06,0.97087
2021-06-07,1.94174
2021-06-09,0.84951
2021-06-10,2.54854
2021-06-11,0.97087
2021-06-13,0.84951
2021-06-14,0.72815
2021-06-15,0.84951
2021-06-16,1.69902
2021-06-17,1.82038
2021-06-18,0.84951
2021-06-20,0.60679
2021-06-21,0.72815
2021-06-22,0.60679
2021-06-23,0.72815
2021-06-24,0.72815
2021-06-25,2.18446
2021-06-26,0.72815
2021-06-29,0.60679
2021-06-30,2.0631
2021-07-02,3.03398
2021-07-05,0.97087
2021-07-06,0.72815
2021-07-07,0.97087
2021-07-08,0.72815
2021-07-09,1.21359
2021-07-10,0.72815
2021-07-11,1.33495
2021-07-14,0.84951
2021-07-15,1.33495
2021-07-16,0.72815
2021-07-17,1.57766
2021-07-18,0.72815
2021-07-20,0.72815
2021-07-21,0.84951
2021-07-22,1.33495
2021-07-23,0.84951
2021-07-25,0.97087
2021-07-27,1.33495
2021-07-28,0.84951
2021-07-29,1.69902
2021-07-30,0.72815
2021-08-02,0.97087
2021-08-03,1.45631
2021-08-04,0.60679
2021-08-05,1.09223
2021-08-06,0.60679
2021-08-07,0.97087
2021-08-08,0.97087
2021-08-09,1.45631
2021-08-10,0.97087
2021-08-14,0.84951
2021-08-16,0.97087
2021-08-17,2.18446
2021-08-18,0.72815
2021-08-19,0.97087
2021-08-20,0.84951
2021-08-21,0.60679
2021-08-24,0.60679
2021-08-26,1.45631
2021-08-27,0.97087
2021-08-28,0.72815
2021-08-29,0.84951
2021-08-30,1.21359
2021-08-31,0.60679
2021-09-04,1.45631
2021-09-08,0.97087
2021-09-09,0.97087
2021-09-10,0.60679
2021-09-11,0.97087
2021-09-13,1.21359
2021-09-15,0.84951
2021-09-16,0.72815
2021-09-18,0.84951
2021-09-20,0.60679
2021-09-21,1.94174
2021-09-22,0.72815
2021-09-24,0.84951
2021-09-26,0.60679
2021-09-27,1.09223
2021-09-28,0.84951
2021-09-29,1.33495
2021-10-02,1.09223
2021-10-05,0.72815
2021-10-07,0.60679
2021-10-08,0.60679
