date,배터리관련주
2020-07-05,2.28412
2020-07-06,3.69545
2020-07-07,4.04828
2020-07-08,4.06685
2020-07-09,3.11977
2020-07-10,1.6713
2020-07-11,0.9285
2020-07-12,1.59702
2020-07-13,2.7298
2020-07-14,2.39554
2020-07-15,2.93407
2020-07-16,2.71123
2020-07-17,1.91272
2020-07-18,1.09563
2020-07-19,1.09563
2020-07-20,1.83844
2020-07-21,3.1012
2020-07-22,2.33983
2020-07-23,1.37418
2020-07-24,0.94707
2020-07-25,0.63138
2020-07-26,0.96564
2020-07-27,1.52274
2020-07-28,2.52553
2020-07-29,1.94986
2020-07-30,1.96843
2020-07-31,2.24698
2020-08-01,1.37418
2020-08-02,1.70844
2020-08-03,3.63974
2020-08-04,2.63695
2020-08-05,4.43825
2020-08-06,3.19405
2020-08-07,5.25533
2020-08-08,2.20984
2020-08-09,1.55988
2020-08-10,4.02971
2020-08-11,3.56545
2020-08-12,3.15691
2020-08-13,3.06406
2020-08-14,2.76694
2020-08-15,1.16991
2020-08-16,0.96564
2020-08-17,1.09563
2020-08-18,2.3584
2020-08-19,2.22841
2020-08-20,1.76415
2020-08-21,1.83844
2020-08-22,0.72423
2020-08-23,1.52274
2020-08-24,2.07985
2020-08-25,2.07985
2020-08-26,2.50696
2020-08-27,2.67409
2020-08-28,2.09842
2020-08-29,1.05849
2020-08-30,2.28412
2020-08-31,3.04549
2020-09-01,3.30547
2020-09-02,2.52553
2020-09-03,3.36118
2020-09-04,3.00835
2020-09-05,1.2999
2020-09-06,1.70844
2020-09-07,3.52831
2020-09-08,3.11977
2020-09-09,3.62116
2020-09-10,2.19127
2020-09-11,2.63695
2020-09-12,1.37418
2020-09-13,2.07985
2020-09-14,3.21262
2020-09-15,4.49396
2020-09-16,5.83101
2020-09-17,8.04085
2020-09-18,7.65088
2020-09-19,3.36118
2020-09-20,4.84679
2020-09-21,9.82358
2020-09-22,12.51624
2020-09-23,25.38532
2020-09-24,12.33054
2020-09-25,4.5311
2020-09-26,2.22841
2020-09-27,3.32404
2020-09-28,4.9025
2020-09-29,4.01114
2020-09-30,3.04549
2020-10-01,2.22841
2020-10-02,2.48839
2020-10-03,2.3584
2020-10-04,3.2869
2020-10-05,5.62674
2020-10-06,6.59238
2020-10-07,5.961
2020-10-08,5.88672
2020-10-09,3.49117
2020-10-10,1.987
2020-10-11,2.48839
2020-10-12,5.45961
2020-10-13,5.75673
2020-10-14,4.41968
2020-10-15,5.7753
2020-10-16,3.67688
2020-10-17,2.89693
2020-10-18,2.24698
2020-10-19,5.06963
2020-10-20,3.93686
2020-10-21,4.58681
2020-10-22,4.04828
2020-10-23,3.73259
2020-10-24,3.63974
2020-10-25,2.20984
2020-10-26,3.36118
2020-10-27,4.93964
2020-10-28,4.64252
2020-10-29,3.93686
2020-10-30,7.48375
2020-10-31,4.28969
2020-11-01,4.14113
2020-11-02,4.64252
2020-11-03,8.11513
2020-11-04,9.63788
2020-11-05,11.25348
2020-11-06,14.74466
2020-11-07,12.14484
2020-11-08,23.54688
2020-11-09,33.27762
2020-11-10,23.974
2020-11-11,15.48746
2020-11-12,13.46332
2020-11-13,11.30919
2020-11-14,7.44661
2020-11-15,7.22376
2020-11-16,15.32033
2020-11-17,13.01764
2020-11-18,13.42618
2020-11-19,11.7363
2020-11-20,10.19498
2020-11-21,6.38811
2020-11-22,4.99535
2020-11-23,12.38625
2020-11-24,20.90993
2020-11-25,23.08263
2020-11-26,18.14298
2020-11-27,17.64159
2020-11-28,13.29619
2020-11-29,10.13927
2020-11-30,11.69916
2020-12-01,13.29619
2020-12-02,16.15598
2020-12-03,18.16155
2020-12-04,16.2674
2020-12-05,10.28783
2020-12-06,10.51067
2020-12-07,12.60909
2020-12-08,12.20055
2020-12-09,19.01578
2020-12-10,20.05571
2020-12-11,13.37047
2020-12-12,18.16155
2020-12-13,13.18477
2020-12-14,13.63045
2020-12-15,11.01207
2020-12-16,14.15041
2020-12-17,15.69173
2020-12-18,12.16341
2020-12-19,8.04085
2020-12-20,8.95078
2020-12-21,17.43732
2020-12-22,11.88486
2020-12-23,22.85979
2020-12-24,18.81151
2020-12-25,7.87372
2020-12-26,8.02228
2020-12-27,8.04085
2020-12-28,11.42061
2020-12-29,12.18198
2020-12-30,15.50603
2020-12-31,10.34354
2021-01-01,7.59517
2021-01-02,8.46796
2021-01-03,10.34354
2021-01-04,21.63416
2021-01-05,16.13741
2021-01-06,15.06035
2021-01-07,14.91179
2021-01-08,18.97864
2021-01-09,9.91643
2021-01-10,15.56174
2021-01-11,15.72887
2021-01-12,9.48932
2021-01-13,9.04363
2021-01-14,13.79758
2021-01-15,21.37418
2021-01-16,6.22098
2021-01-17,6.25812
2021-01-18,12.27483
2021-01-19,11.25348
2021-01-20,10.73351
2021-01-21,12.72051
2021-01-22,11.66202
2021-01-23,6.18384
2021-01-24,5.19962
2021-01-25,7.5766
2021-01-26,7.74373
2021-01-27,9.73073
2021-01-28,7.18662
2021-01-29,5.06963
2021-01-30,3.65831
2021-01-31,3.93686
2021-02-01,8.3194
2021-02-02,7.98514
2021-02-03,7.03806
2021-02-04,4.95821
2021-02-05,5.44103
2021-02-06,4.49396
2021-02-07,17.41875
2021-02-08,8.85793
2021-02-09,6.31383
2021-02-10,5.47818
2021-02-11,6.25812
2021-02-12,3.82544
2021-02-13,3.69545
2021-02-14,5.2739
2021-02-15,9.80501
2021-02-16,8.33797
2021-02-17,7.61374
2021-02-18,6.8895
2021-02-19,6.09099
2021-02-20,2.58124
2021-02-21,3.99257
2021-02-22,7.11234
2021-02-23,7.03806
2021-02-24,5.81244
2021-02-25,14.50324
2021-02-26,8.63509
2021-02-27,4.30826
2021-02-28,7.92943
2021-03-01,15.04178
2021-03-02,10.58495
2021-03-03,5.88672
2021-03-04,8.22655
2021-03-05,5.06963
2021-03-06,3.32404
2021-03-07,5.34818
2021-03-08,6.16527
2021-03-09,6.55524
2021-03-10,6.66666
2021-03-11,5.36675
2021-03-12,5.5896
2021-03-13,3.73259
2021-03-14,4.80965
2021-03-15,5.84958
2021-03-16,13.42618
2021-03-17,12.46053
2021-03-18,9.24791
2021-03-19,7.3909
2021-03-20,5.83101
2021-03-21,4.28969
2021-03-22,6.72237
2021-03-23,8.11513
2021-03-24,8.78365
2021-03-25,7.27948
2021-03-26,5.49675
2021-03-27,3.58402
2021-03-28,3.37975
2021-03-29,4.21541
2021-03-30,4.32683
2021-03-31,4.25255
2021-04-01,4.56824
2021-04-02,3.73259
2021-04-03,3.36118
2021-04-04,2.78551
2021-04-05,3.45403
2021-04-06,3.86258
2021-04-07,2.89693
2021-04-08,2.11699
2021-04-09,3.62116
2021-04-10,1.94986
2021-04-11,7.11234
2021-04-12,11.95914
2021-04-13,15.3389
2021-04-14,7.27948
2021-04-15,13.50046
2021-04-16,14.16898
2021-04-17,8.33797
2021-04-18,8.74651
2021-04-19,8.41225
2021-04-20,6.31383
2021-04-21,6.03528
2021-04-22,5.66388
2021-04-23,5.25533
2021-04-24,3.02692
2021-04-25,3.17548
2021-04-26,5.84958
2021-04-27,6.12813
2021-04-28,5.29247
2021-04-29,3.95543
2021-04-30,3.2869
2021-05-01,2.98978
2021-05-02,2.37697
2021-05-03,3.11977
2021-05-04,2.61838
2021-05-05,1.61559
2021-05-06,2.00557
2021-05-07,1.987
2021-05-08,2.24698
2021-05-09,2.41411
2021-05-10,5.32961
2021-05-11,3.65831
2021-05-12,3.00835
2021-05-13,3.41689
2021-05-14,3.24976
2021-05-15,2.30269
2021-05-16,1.72701
2021-05-17,5.34818
2021-05-18,3.45403
2021-05-19,8.8765
2021-05-20,12.96193
2021-05-21,14.07613
2021-05-22,11.81058
2021-05-23,12.25626
2021-05-24,9.82358
2021-05-25,6.36954
2021-05-26,11.88486
2021-05-27,5.06963
2021-05-28,5.53389
2021-05-29,2.78551
2021-05-30,3.76973
2021-05-31,5.16248
2021-06-01,3.99257
2021-06-02,3.60259
2021-06-03,4.1597
2021-06-04,2.78551
2021-06-05,2.39554
2021-06-06,2.61838
2021-06-07,4.3454
2021-06-08,6.38811
2021-06-09,10.88207
2021-06-10,9.86072
2021-06-11,6.92664
2021-06-12,3.41689
2021-06-13,3.75116
2021-06-14,5.73816
2021-06-15,5.21819
2021-06-16,4.54967
2021-06-17,6.38811
2021-06-18,6.07242
2021-06-19,4.51253
2021-06-20,5.73816
2021-06-21,7.61374
2021-06-22,5.94243
2021-06-23,7.91086
2021-06-24,6.96378
2021-06-25,6.46239
2021-06-26,6.90807
2021-06-27,6.20241
2021-06-28,8.22655
2021-06-29,8.04085
2021-06-30,9.89786
2021-07-01,11.30919
2021-07-02,11.68059
2021-07-03,6.59238
2021-07-04,6.79665
2021-07-05,11.68059
2021-07-06,13.22191
2021-07-07,13.76044
2021-07-08,100.0
2021-07-09,96.45311
2021-07-10,16.84308
2021-07-11,14.4661
2021-07-12,15.7103
2021-07-13,17.71587
2021-07-14,18.14298
2021-07-15,20.72423
2021-07-16,18.99721
2021-07-17,7.78087
2021-07-18,9.24791
2021-07-19,15.00464
2021-07-20,11.95914
2021-07-21,12.59052
2021-07-22,13.64902
2021-07-23,12.64623
2021-07-24,9.15506
2021-07-25,6.23955
2021-07-26,9.34076
2021-07-27,12.72051
2021-07-28,8.30083
2021-07-29,12.49767
2021-07-30,8.09656
2021-07-31,4.21541
2021-08-01,4.30826
2021-08-02,6.09099
2021-08-03,6.77808
2021-08-04,10.17641
2021-08-05,12.55338
2021-08-06,14.54038
2021-08-07,9.1922
2021-08-08,6.7038
2021-08-09,15.30176
2021-08-10,16.60167
2021-08-11,11.19777
2021-08-12,15.82172
2021-08-13,17.01021
2021-08-14,7.92943
2021-08-15,9.13649
2021-08-16,10.17641
2021-08-17,14.80037
2021-08-18,12.68337
2021-08-19,11.60631
2021-08-20,10.23212
2021-08-21,6.94521
2021-08-22,7.91086
2021-08-23,12.85051
2021-08-24,15.65459
2021-08-25,10.3064
2021-08-26,9.60074
2021-08-27,7.59517
2021-08-28,5.86815
2021-08-29,11.3649
2021-08-30,12.14484
2021-08-31,14.76323
2021-09-01,8.91364
2021-09-02,8.54224
2021-09-03,8.24512
2021-09-04,4.12256
2021-09-05,4.95821
2021-09-06,7.11234
2021-09-07,10.78922
2021-09-08,9.63788
2021-09-09,8.91364
2021-09-10,7.37233
2021-09-11,5.03249
2021-09-12,5.42246
2021-09-13,9.3779
2021-09-14,8.8765
2021-09-15,8.72794
2021-09-16,9.73073
2021-09-17,7.63231
2021-09-18,4.25255
2021-09-19,2.97121
2021-09-20,5.68245
2021-09-21,4.19684
2021-09-22,4.08542
2021-09-23,7.31662
2021-09-24,10.34354
2021-09-25,6.07242
2021-09-26,5.88672
2021-09-27,8.89507
2021-09-28,10.65923
2021-09-29,9.3779
2021-09-30,9.30362
2021-10-01,6.42525
2021-10-02,4.97678
2021-10-03,4.17827
2021-10-04,3.67688
2021-10-05,7.52089
2021-10-06,5.7753
2021-10-07,5.62674
2021-10-08,5.0882
2021-10-09,2.52553
2021-10-10,3.37975
2021-10-11,3.08263
2021-10-12,5.38532
2021-10-13,7.68802
2021-10-14,6.8895
2021-10-15,4.69823
2021-10-16,4.1597
2021-10-17,3.50974
2021-10-18,5.51532
2021-10-19,6.3324
2021-10-20,5.94243
2021-10-21,9.84215
2021-10-22,6.01671
2021-10-23,5.10677
2021-10-24,4.1597
2021-10-25,6.09099
2021-10-26,7.33519
2021-10-27,6.64809
2021-10-28,8.26369
2021-10-29,6.72237
2021-10-30,3.1012
2021-10-31,3.30547
2021-11-01,4.99535
2021-11-02,5.5896
2021-11-03,5.70102
2021-11-04,6.77808
2021-11-05,5.38532
2021-11-06,3.15691
2021-11-07,3.02692
2021-11-08,4.80965
2021-11-09,5.7753
2021-11-10,4.9025
2021-11-11,6.09099
2021-11-12,5.49675
2021-11-13,6.94521
2021-11-14,4.56824
2021-11-15,6.3324
2021-11-16,6.53667
2021-11-17,6.49953
2021-11-18,5.49675
2021-11-19,6.22098
2021-11-20,3.21262
2021-11-21,3.23119
2021-11-22,6.81522
2021-11-23,5.31104
2021-11-24,5.38532
2021-11-25,5.64531
2021-11-26,9.73073
2021-11-27,2.97121
2021-11-28,2.63695
2021-11-29,3.49117
2021-11-30,4.66109
2021-12-01,4.30826
2021-12-02,5.64531
2021-12-03,3.37975
2021-12-04,2.13556
2021-12-05,3.52831
2021-12-06,4.02971
2021-12-07,4.27112
2021-12-08,5.19962
2021-12-09,4.41968
2021-12-10,3.89972
2021-12-11,2.22841
2021-12-12,5.2739
2021-12-13,8.26369
2021-12-14,5.88672
2021-12-15,5.97957
2021-12-16,5.25533
2021-12-17,4.64252
2021-12-18,3.17548
2021-12-19,2.74837
2021-12-20,5.19962
2021-12-21,7.89229
2021-12-22,7.13091
2021-12-23,5.49675
2021-12-24,4.79108
2021-12-25,3.08263
2021-12-26,4.25255
2021-12-27,6.46239
2021-12-28,6.38811
2021-12-29,5.42246
2021-12-30,5.40389
2021-12-31,4.04828
2022-01-01,3.39832
2022-01-02,4.62395
2022-01-03,9.78644
2022-01-04,9.95357
2022-01-05,5.42246
2022-01-06,5.86815
2022-01-07,5.32961
2022-01-08,6.77808
2022-01-09,7.01949
2022-01-10,5.0882
2022-01-11,7.0752
2022-01-12,8.20798
2022-01-13,11.19777
2022-01-14,6.1467
2022-01-15,4.01114
2022-01-16,6.81522
2022-01-17,8.15227
2022-01-18,9.76787
2022-01-19,8.91364
2022-01-20,9.54503
2022-01-21,8.91364
2022-01-22,4.84679
2022-01-23,4.82822
2022-01-24,6.05385
2022-01-25,6.03528
2022-01-26,7.27948
2022-01-27,11.12349
2022-01-28,7.3909
2022-01-29,3.34261
2022-01-30,2.39554
2022-01-31,3.08263
2022-02-01,3.86258
2022-02-02,3.7883
2022-02-03,7.44661
2022-02-04,6.01671
2022-02-05,4.69823
2022-02-06,3.11977
2022-02-07,6.92664
2022-02-08,6.61095
2022-02-09,4.54967
2022-02-10,4.23398
2022-02-11,3.4726
2022-02-12,2.58124
2022-02-13,2.63695
2022-02-14,3.86258
2022-02-15,3.56545
2022-02-16,3.43546
2022-02-17,3.63974
2022-02-18,3.15691
2022-02-19,1.89415
2022-02-20,1.93129
2022-02-21,3.13834
2022-02-22,2.59981
2022-02-23,2.93407
2022-02-24,3.2869
2022-02-25,8.28226
2022-02-26,2.04271
2022-02-27,1.63416
2022-02-28,2.59981
2022-03-01,2.41411
2022-03-02,2.78551
2022-03-03,2.69266
2022-03-04,2.15413
2022-03-05,1.74558
2022-03-06,1.94986
2022-03-07,2.37697
2022-03-08,2.84122
2022-03-09,2.26555
2022-03-10,2.97121
2022-03-11,5.25533
2022-03-12,2.39554
2022-03-13,2.11699
2022-03-14,5.71959
2022-03-15,3.67688
2022-03-16,2.85979
2022-03-17,4.88393
2022-03-18,4.06685
2022-03-19,3.21262
2022-03-20,2.95264
2022-03-21,3.06406
2022-03-22,3.1012
2022-03-23,3.63974
2022-03-24,3.41689
2022-03-25,4.30826
2022-03-26,5.84958
2022-03-27,4.58681
2022-03-28,4.60538
2022-03-29,4.73537
2022-03-30,4.49396
2022-03-31,4.79108
2022-04-01,3.30547
2022-04-02,1.50417
2022-04-03,2.19127
2022-04-04,3.7883
2022-04-05,4.04828
2022-04-06,3.15691
2022-04-07,2.69266
2022-04-08,3.08263
2022-04-09,1.87558
2022-04-10,1.39275
2022-04-11,2.95264
2022-04-12,2.98978
2022-04-13,4.02971
2022-04-14,3.30547
2022-04-15,2.95264
2022-04-16,3.15691
2022-04-17,3.24976
2022-04-18,3.23119
2022-04-19,7.55803
2022-04-20,6.79665
2022-04-21,5.97957
2022-04-22,4.51253
2022-04-23,2.1727
2022-04-24,2.74837
2022-04-25,2.69266
2022-04-26,2.95264
2022-04-27,3.08263
2022-04-28,3.15691
2022-04-29,2.56267
2022-04-30,1.42989
2022-05-01,1.28133
2022-05-02,2.19127
2022-05-03,5.36675
2022-05-04,3.56545
2022-05-05,2.7298
2022-05-06,2.33983
2022-05-07,1.46703
2022-05-08,1.4856
2022-05-09,2.39554
2022-05-10,2.52553
2022-05-11,2.22841
2022-05-12,3.4726
2022-05-13,2.41411
2022-05-14,1.54131
2022-05-15,1.54131
2022-05-16,2.89693
2022-05-17,2.26555
2022-05-18,3.36118
2022-05-19,4.01114
2022-05-20,5.06963
2022-05-21,8.67223
2022-05-22,5.88672
2022-05-23,5.71959
2022-05-24,6.98235
2022-05-25,4.17827
2022-05-26,5.23676
2022-05-27,4.06685
2022-05-28,4.66109
2022-05-29,3.00835
2022-05-30,3.45403
2022-05-31,2.78551
2022-06-01,3.21262
2022-06-02,5.03249
2022-06-03,3.24976
2022-06-04,2.84122
2022-06-05,2.02414
2022-06-06,1.96843
2022-06-07,2.82265
2022-06-08,3.37975
2022-06-09,2.69266
2022-06-10,1.91272
2022-06-11,1.93129
2022-06-12,2.22841
2022-06-13,3.89972
2022-06-14,5.16248
2022-06-15,3.43546
2022-06-16,3.1012
2022-06-17,3.54688
2022-06-18,2.3584
2022-06-19,2.1727
2022-06-20,3.30547
2022-06-21,3.43546
2022-06-22,4.12256
2022-06-23,3.37975
2022-06-24,2.06128
2022-06-25,1.61559
2022-06-26,1.83844
2022-06-27,2.52553
2022-06-28,2.80408
2022-06-29,2.84122
2022-06-30,3.93686
2022-07-01,2.74837
2022-07-02,1.18848
2022-07-03,1.61559
2022-07-04,2.61838
2022-07-05,2.07985
2022-07-06,2.67409
2022-07-07,2.06128
2022-07-08,1.59702
2022-07-09,1.33704
2022-07-10,1.46703
2022-07-11,1.93129
2022-07-12,1.52274
2022-07-13,1.987
2022-07-14,1.74558
2022-07-15,2.19127
2022-07-16,1.35561
2022-07-17,1.41132
2022-07-18,2.52553
2022-07-19,3.60259
2022-07-20,3.89972
2022-07-21,3.15691
2022-07-22,2.89693
2022-07-23,1.28133
2022-07-24,1.63416
2022-07-25,2.1727
2022-07-26,2.71123
2022-07-27,3.26833
2022-07-28,3.63974
2022-07-29,2.93407
2022-07-30,3.04549
2022-07-31,1.42989
2022-08-01,4.30826
2022-08-02,5.29247
2022-08-03,4.54967
2022-08-04,4.5311
2022-08-05,4.04828
2022-08-06,1.87558
2022-08-07,1.85701
2022-08-08,3.52831
2022-08-09,8.39368
2022-08-10,7.87372
2022-08-11,4.67966
2022-08-12,3.32404
2022-08-13,3.62116
2022-08-14,3.32404
2022-08-15,3.32404
2022-08-16,5.05106
2022-08-17,4.60538
2022-08-18,4.99535
2022-08-19,3.67688
2022-08-20,1.55988
2022-08-21,2.33983
2022-08-22,3.49117
2022-08-23,3.17548
2022-08-24,3.58402
2022-08-25,2.76694
2022-08-26,3.52831
2022-08-27,1.6713
2022-08-28,2.28412
2022-08-29,2.24698
2022-08-30,4.41968
2022-08-31,3.95543
2022-09-01,3.21262
2022-09-02,3.37975
2022-09-03,1.85701
2022-09-04,1.81987
2022-09-05,2.9155
2022-09-06,5.92386
2022-09-07,3.19405
2022-09-08,2.56267
2022-09-09,1.72701
2022-09-10,2.30269
2022-09-11,3.00835
2022-09-12,3.49117
2022-09-13,5.94243
2022-09-14,5.29247
2022-09-15,5.5896
2022-09-16,5.12534
2022-09-17,3.04549
2022-09-18,2.59981
2022-09-19,3.52831
2022-09-20,3.52831
2022-09-21,3.80687
2022-09-22,3.93686
2022-09-23,3.1012
2022-09-24,2.00557
2022-09-25,1.41132
2022-09-26,3.52831
2022-09-27,2.84122
2022-09-28,2.71123
2022-09-29,2.67409
2022-09-30,2.50696
2022-10-01,2.20984
2022-10-02,1.89415
2022-10-03,3.49117
2022-10-04,3.50974
2022-10-05,3.75116
2022-10-06,3.37975
2022-10-07,4.5311
2022-10-08,1.83844
2022-10-09,1.87558
2022-10-10,2.69266
2022-10-11,4.04828
2022-10-12,3.24976
2022-10-13,3.4726
2022-10-14,4.10399
2022-10-15,3.75116
2022-10-16,4.19684
2022-10-17,7.35376
2022-10-18,5.51532
2022-10-19,5.05106
2022-10-20,7.44661
2022-10-21,4.45682
2022-10-22,2.95264
2022-10-23,2.98978
2022-10-24,4.02971
2022-10-25,4.47539
2022-10-26,5.64531
2022-10-27,7.72516
2022-10-28,5.2739
2022-10-29,2.74837
2022-10-30,2.67409
2022-10-31,4.19684
2022-11-01,7.948
2022-11-02,7.7623
2022-11-03,6.3324
2022-11-04,6.75951
2022-11-05,2.26555
2022-11-06,4.02971
2022-11-07,4.95821
2022-11-08,6.53667
2022-11-09,5.45961
2022-11-10,4.92107
2022-11-11,5.51532
2022-11-12,3.39832
2022-11-13,4.86536
2022-11-14,7.74373
2022-11-15,8.39368
2022-11-16,6.38811
2022-11-17,5.06963
2022-11-18,4.12256
2022-11-19,2.00557
2022-11-20,3.63974
2022-11-21,4.47539
2022-11-22,5.961
2022-11-23,6.48096
2022-11-24,5.05106
2022-11-25,4.23398
2022-11-26,2.61838
2022-11-27,3.49117
2022-11-28,4.25255
2022-11-29,3.43546
2022-11-30,4.38254
2022-12-01,3.7883
2022-12-02,3.56545
2022-12-03,3.49117
2022-12-04,3.67688
2022-12-05,5.12534
2022-12-06,4.82822
2022-12-07,4.66109
2022-12-08,4.01114
2022-12-09,9.65645
2022-12-10,2.84122
2022-12-11,2.63695
2022-12-12,3.67688
2022-12-13,3.73259
2022-12-14,3.7883
2022-12-15,4.38254
2022-12-16,3.11977
2022-12-17,2.45125
2022-12-18,2.50696
2022-12-19,3.4726
2022-12-20,3.65831
2022-12-21,4.06685
2022-12-22,3.36118
2022-12-23,2.97121
2022-12-24,1.83844
2022-12-25,3.04549
2022-12-26,3.52831
2022-12-27,4.64252
2022-12-28,4.9025
2022-12-29,3.7883
2022-12-30,3.2869
2022-12-31,1.42989
2023-01-01,2.78551
2023-01-02,3.32404
2023-01-03,3.24976
2023-01-04,3.93686
2023-01-05,2.82265
2023-01-06,2.89693
2023-01-07,2.69266
2023-01-08,3.45403
2023-01-09,4.80965
2023-01-10,4.45682
2023-01-11,4.10399
2023-01-12,4.19684
2023-01-13,4.06685
2023-01-14,3.75116
2023-01-15,4.17827
2023-01-16,4.36397
2023-01-17,5.40389
2023-01-18,4.47539
2023-01-19,4.12256
2023-01-20,4.9025
2023-01-21,2.59981
2023-01-22,2.45125
2023-01-23,3.15691
2023-01-24,3.1012
2023-01-25,6.38811
2023-01-26,8.82079
2023-01-27,7.66945
2023-01-28,5.32961
2023-01-29,5.55246
2023-01-30,6.1467
2023-01-31,6.53667
2023-02-01,5.90529
2023-02-02,6.94521
2023-02-03,6.64809
2023-02-04,3.99257
2023-02-05,4.80965
2023-02-06,6.44382
2023-02-07,8.41225
2023-02-08,6.10956
2023-02-09,8.09656
2023-02-10,6.12813
2023-02-11,4.60538
2023-02-12,7.16805
2023-02-13,8.37511
2023-02-14,7.91086
2023-02-15,7.948
2023-02-16,8.6908
2023-02-17,7.01949
2023-02-18,5.0882
2023-02-19,4.3454
2023-02-20,6.23955
2023-02-21,8.30083
2023-02-22,7.48375
2023-02-23,7.81801
2023-02-24,8.30083
2023-02-25,4.77251
2023-02-26,4.88393
2023-02-27,7.89229
2023-02-28,8.74651
2023-03-01,8.37511
2023-03-02,11.12349
2023-03-03,10.62209
2023-03-04,7.35376
2023-03-05,8.67223
2023-03-06,15.84029
2023-03-07,14.67038
2023-03-08,11.43918
2023-03-09,12.01485
2023-03-10,7.52089
2023-03-11,5.21819
2023-03-12,8.18941
2023-03-13,12.60909
2023-03-14,8.61652
2023-03-15,12.62766
2023-03-16,13.12906
2023-03-17,12.34911
2023-03-18,6.74094
2023-03-19,7.03806
2023-03-20,9.76787
2023-03-21,10.41782
2023-03-22,11.7363
2023-03-23,16.19312
2023-03-24,12.77623
2023-03-25,7.98514
2023-03-26,8.28226
2023-03-27,15.22748
2023-03-28,12.77623
2023-03-29,14.24326
2023-03-30,15.02321
2023-03-31,13.63045
2023-04-01,30.15784
2023-04-02,13.25905
2023-04-03,18.31012
2023-04-04,14.76323
2023-04-05,11.86629
2023-04-06,10.54781
2023-04-07,13.44475
2023-04-08,8.5051
2023-04-09,10.69637
2023-04-10,24.04828
2023-04-11,21.07706
2023-04-12,18.31012
2023-04-13,18.84865
2023-04-14,14.74466
2023-04-15,9.13649
2023-04-16,7.53946
2023-04-17,13.59331
2023-04-18,19.16434
2023-04-19,17.54874
2023-04-20,12.81337
2023-04-21,11.29062
2023-04-22,6.38811
2023-04-23,8.44939
2023-04-24,11.04921
2023-04-25,12.4791
2023-04-26,9.67502
2023-04-27,9.5636
2023-04-28,7.61374
2023-04-29,4.10399
2023-04-30,4.80965
2023-05-01,6.36954
2023-05-02,7.13091
2023-05-03,5.55246
2023-05-04,4.60538
2023-05-05,3.08263
2023-05-06,3.08263
2023-05-07,3.45403
2023-05-08,9.89786
2023-05-09,8.3194
2023-05-10,6.27669
2023-05-11,6.1467
2023-05-12,4.80965
2023-05-13,3.19405
2023-05-14,3.95543
2023-05-15,5.71959
2023-05-16,6.09099
2023-05-17,5.81244
2023-05-18,5.55246
2023-05-19,5.12534
2023-05-20,2.76694
2023-05-21,3.52831
2023-05-22,7.79944
2023-05-23,7.5766
2023-05-24,6.07242
2023-05-25,5.51532
2023-05-26,5.71959
2023-05-27,2.82265
2023-05-28,2.98978
2023-05-29,3.1012
