date,미술전시
2020-03-20,20.23809
2020-03-21,18.15476
2020-03-22,20.23809
2020-03-23,19.94047
2020-03-24,17.2619
2020-03-25,16.07142
2020-03-26,26.48809
2020-03-27,30.05952
2020-03-28,15.7738
2020-03-29,15.47619
2020-03-30,19.64285
2020-03-31,21.72619
2020-04-01,13.09523
2020-04-02,15.17857
2020-04-03,16.66666
2020-04-04,15.47619
2020-04-05,14.88095
2020-04-06,24.70238
2020-04-07,14.58333
2020-04-08,18.45238
2020-04-09,15.17857
2020-04-10,16.96428
2020-04-11,14.28571
2020-04-12,13.69047
2020-04-13,24.70238
2020-04-14,20.53571
2020-04-15,19.04761
2020-04-16,24.10714
2020-04-17,26.48809
2020-04-18,21.13095
2020-04-19,30.35714
2020-04-20,23.5119
2020-04-21,20.83333
2020-04-22,21.42857
2020-04-23,25.29761
2020-04-24,22.61904
2020-04-25,29.16666
2020-04-26,29.7619
2020-04-27,31.25
2020-04-28,33.63095
2020-04-29,37.5
2020-04-30,47.61904
2020-05-01,35.11904
2020-05-02,41.36904
2020-05-03,32.14285
2020-05-04,42.85714
2020-05-05,36.60714
2020-05-06,37.79761
2020-05-07,27.97619
2020-05-08,35.71428
2020-05-09,29.7619
2020-05-10,26.48809
2020-05-11,27.38095
2020-05-12,28.57142
2020-05-13,32.44047
2020-05-14,28.86904
2020-05-15,30.35714
2020-05-16,28.86904
2020-05-17,33.03571
2020-05-18,36.30952
2020-05-19,40.17857
2020-05-20,37.79761
2020-05-21,27.08333
2020-05-22,26.19047
2020-05-23,32.14285
2020-05-24,32.44047
2020-05-25,31.84523
2020-05-26,30.35714
2020-05-27,38.39285
2020-05-28,30.65476
2020-05-29,22.91666
2020-05-30,17.85714
2020-05-31,19.04761
2020-06-01,23.21428
2020-06-02,27.97619
2020-06-03,24.40476
2020-06-04,28.2738
2020-06-05,29.46428
2020-06-06,20.23809
2020-06-07,30.05952
2020-06-08,30.65476
2020-06-09,19.94047
2020-06-10,25.0
2020-06-11,30.35714
2020-06-12,30.65476
2020-06-13,30.05952
2020-06-14,29.46428
2020-06-15,31.54761
2020-06-16,30.95238
2020-06-17,24.40476
2020-06-18,32.14285
2020-06-19,35.41666
2020-06-20,25.59523
2020-06-21,26.78571
2020-06-22,29.46428
2020-06-23,32.73809
2020-06-24,33.33333
2020-06-25,36.90476
2020-06-26,38.98809
2020-06-27,32.44047
2020-06-28,33.33333
2020-06-29,33.63095
2020-06-30,35.11904
2020-07-01,34.22619
2020-07-02,33.92857
2020-07-03,33.92857
2020-07-04,32.14285
2020-07-05,33.92857
2020-07-06,36.60714
2020-07-07,37.5
2020-07-08,35.11904
2020-07-09,40.47619
2020-07-10,38.69047
2020-07-11,46.42857
2020-07-12,45.53571
2020-07-13,44.94047
2020-07-14,41.07142
2020-07-15,41.96428
2020-07-16,45.53571
2020-07-17,39.88095
2020-07-18,31.54761
2020-07-19,42.85714
2020-07-20,45.83333
2020-07-21,44.94047
2020-07-22,53.57142
2020-07-23,45.23809
2020-07-24,32.44047
2020-07-25,42.55952
2020-07-26,35.11904
2020-07-27,37.79761
2020-07-28,51.78571
2020-07-29,53.86904
2020-07-30,52.97619
2020-07-31,51.19047
2020-08-01,44.04761
2020-08-02,61.0119
2020-08-03,48.5119
2020-08-04,47.91666
2020-08-05,47.32142
2020-08-06,35.11904
2020-08-07,48.21428
2020-08-08,50.59523
2020-08-09,45.53571
2020-08-10,39.58333
2020-08-11,41.07142
2020-08-12,52.08333
2020-08-13,55.05952
2020-08-14,48.80952
2020-08-15,29.7619
2020-08-16,33.33333
2020-08-17,24.10714
2020-08-18,22.0238
2020-08-19,15.47619
2020-08-20,17.85714
2020-08-21,19.04761
2020-08-22,15.17857
2020-08-23,16.07142
2020-08-24,15.17857
2020-08-25,9.5238
2020-08-26,11.0119
2020-08-27,14.28571
2020-08-28,16.36904
2020-08-29,11.0119
2020-08-30,9.5238
2020-08-31,12.5
2020-09-01,13.09523
2020-09-02,14.58333
2020-09-03,22.0238
2020-09-04,21.72619
2020-09-05,16.07142
2020-09-06,17.85714
2020-09-07,21.72619
2020-09-08,23.5119
2020-09-09,17.85714
2020-09-10,19.04761
2020-09-11,22.91666
2020-09-12,13.69047
2020-09-13,18.75
2020-09-14,24.70238
2020-09-15,31.54761
2020-09-16,29.7619
2020-09-17,36.0119
2020-09-18,31.84523
2020-09-19,30.65476
2020-09-20,30.35714
2020-09-21,34.5238
2020-09-22,33.63095
2020-09-23,21.42857
2020-09-24,30.05952
2020-09-25,36.90476
2020-09-26,29.7619
2020-09-27,28.57142
2020-09-28,34.82142
2020-09-29,30.95238
2020-09-30,29.46428
2020-10-01,23.80952
2020-10-02,27.97619
2020-10-03,34.82142
2020-10-04,28.57142
2020-10-05,38.69047
2020-10-06,40.47619
2020-10-07,38.98809
2020-10-08,38.39285
2020-10-09,43.45238
2020-10-10,35.11904
2020-10-11,40.17857
2020-10-12,41.66666
2020-10-13,49.70238
2020-10-14,50.0
2020-10-15,43.15476
2020-10-16,38.09523
2020-10-17,47.91666
2020-10-18,43.75
2020-10-19,40.17857
2020-10-20,41.36904
2020-10-21,45.23809
2020-10-22,52.38095
2020-10-23,45.23809
2020-10-24,39.28571
2020-10-25,49.40476
2020-10-26,47.32142
2020-10-27,52.38095
2020-10-28,47.61904
2020-10-29,46.42857
2020-10-30,33.63095
2020-10-31,32.73809
2020-11-01,36.30952
2020-11-02,37.20238
2020-11-03,46.13095
2020-11-04,43.15476
2020-11-05,40.7738
2020-11-06,43.15476
2020-11-07,39.58333
2020-11-08,39.28571
2020-11-09,37.20238
2020-11-10,38.98809
2020-11-11,45.83333
2020-11-12,40.7738
2020-11-13,41.66666
