date,한국증시
2020-03-20,100.0
2020-03-21,16.42827
2020-03-22,9.25249
2020-03-23,93.18331
2020-03-24,90.18493
2020-03-25,79.61577
2020-03-26,78.00586
2020-03-27,76.43186
2020-03-28,12.41845
2020-03-29,6.7688
2020-03-30,70.80016
2020-03-31,53.94697
2020-04-01,68.23867
2020-04-02,68.60973
2020-04-03,50.36806
2020-04-04,8.61811
2020-04-05,4.59034
2020-04-06,48.62648
2020-04-07,55.03022
2020-04-08,51.72661
2020-04-09,43.83266
2020-04-10,47.44149
2020-04-11,6.77479
2020-04-12,4.11155
2020-04-13,47.94422
2020-04-14,38.24884
2020-04-15,13.26231
2020-04-16,40.02633
2020-04-17,39.04482
2020-04-18,6.07457
2020-04-19,3.543
2020-04-20,38.80543
2020-04-21,56.47255
2020-04-22,48.87785
2020-04-23,37.64438
2020-04-24,39.82284
2020-04-25,5.38033
2020-04-26,3.49512
2020-04-27,31.04315
2020-04-28,37.83589
2020-04-29,31.53988
2020-04-30,9.83302
2020-05-01,9.73726
2020-05-02,4.71003
2020-05-03,3.15997
2020-05-04,35.01705
2020-05-05,7.92387
2020-05-06,30.85163
2020-05-07,29.78634
2020-05-08,24.29828
2020-05-09,4.97935
2020-05-10,2.90262
2020-05-11,30.55239
2020-05-12,33.36525
2020-05-13,30.66012
2020-05-14,31.94685
2020-05-15,27.62583
2020-05-16,4.20731
2020-05-17,1.98096
2020-05-18,25.16009
2020-05-19,27.52408
2020-05-20,25.60296
2020-05-21,25.42342
2020-05-22,30.45664
2020-05-23,4.26716
2020-05-24,2.47172
2020-05-25,24.89077
2020-05-26,24.406
2020-05-27,28.17044
2020-05-28,37.41097
2020-05-29,28.70309
2020-05-30,3.90807
2020-05-31,2.57944
2020-06-01,23.28086
2020-06-02,23.07738
2020-06-03,27.48219
2020-06-04,28.70309
2020-06-05,23.26889
2020-06-06,4.81177
2020-06-07,2.52558
2020-06-08,25.9022
2020-06-09,29.72649
2020-06-10,26.4947
2020-06-11,30.82171
2020-06-12,43.64713
2020-06-13,5.03321
2020-06-14,2.99239
2020-06-15,56.63414
2020-06-16,41.19935
2020-06-17,40.45125
2020-06-18,31.01921
2020-06-19,28.90059
2020-06-20,4.32102
2020-06-21,2.47172
2020-06-22,25.36357
2020-06-23,28.61332
2020-06-24,23.55018
2020-06-25,33.2276
2020-06-26,24.69327
2020-06-27,5.33245
2020-06-28,2.78293
2020-06-29,29.80429
2020-06-30,25.95607
2020-07-01,27.32659
2020-07-02,23.83745
2020-07-03,22.14375
2020-07-04,3.20785
2020-07-05,1.7296
2020-07-06,23.1492
2020-07-07,31.29451
2020-07-08,26.4528
2020-07-09,23.74768
2020-07-10,26.18349
2020-07-11,3.72254
2020-07-12,1.87922
2020-07-13,22.2814
2020-07-14,28.20635
2020-07-15,26.26728
2020-07-16,29.75043
2020-07-17,23.98707
2020-07-18,3.19588
2020-07-19,1.62786
2020-07-20,23.35268
2020-07-21,21.56322
2020-07-22,23.37063
2020-07-23,24.89676
2020-07-24,26.97348
2020-07-25,3.93201
2020-07-26,1.77748
2020-07-27,21.64103
2020-07-28,22.13777
2020-07-29,24.37009
2020-07-30,21.86246
2020-07-31,21.3777
2020-08-01,3.4233
2020-08-02,1.72362
2020-08-03,19.19923
2020-08-04,19.11544
2020-08-05,20.21664
2020-08-06,22.49087
2020-08-07,23.74169
2020-08-08,3.60284
2020-08-09,1.98096
2020-08-10,18.894
2020-08-11,18.07409
2020-08-12,23.99305
2020-08-13,18.9359
2020-08-14,25.69274
2020-08-15,3.33951
2020-08-16,2.42384
2020-08-17,8.04955
2020-08-18,34.4485
2020-08-19,24.53767
2020-08-20,40.06822
2020-08-21,25.64486
2020-08-22,3.53103
2020-08-23,2.35801
2020-08-24,21.79663
2020-08-25,19.30696
2020-08-26,22.22754
2020-08-27,25.77652
2020-08-28,19.97725
2020-08-29,2.99239
2020-08-30,1.96301
2020-08-31,22.06595
2020-09-01,20.1568
2020-09-02,18.96582
2020-09-03,18.16984
2020-09-04,30.33095
2020-09-05,4.2492
2020-09-06,2.15452
2020-09-07,19.7618
2020-09-08,20.47998
2020-09-09,26.05781
2020-09-10,20.61763
2020-09-11,22.03004
2020-09-12,3.26171
2020-09-13,1.81937
2020-09-14,16.75743
2020-09-15,20.74929
2020-09-16,20.96474
2020-09-17,25.01645
2020-09-18,22.44299
2020-09-19,3.58489
2020-09-20,1.93308
2020-09-21,28.90657
2020-09-22,36.87234
2020-09-23,34.36471
2020-09-24,44.11993
2020-09-25,27.76348
2020-09-26,4.02776
2020-09-27,2.09467
2020-09-28,19.74983
2020-09-29,17.91848
2020-09-30,4.39882
2020-10-01,3.78239
2020-10-02,5.26662
2020-10-03,3.40535
2020-10-04,2.63929
2020-10-05,18.87007
2020-10-06,19.85157
2020-10-07,20.73134
2020-10-08,19.51642
2020-10-09,5.33245
2020-10-10,2.34604
2020-10-11,1.44233
2020-10-12,18.17583
2020-10-13,24.16063
2020-10-14,22.52079
2020-10-15,29.95391
2020-10-16,30.48057
2020-10-17,3.80034
2020-10-18,2.08869
2020-10-19,23.05344
2020-10-20,27.09916
2020-10-21,21.85049
2020-10-22,24.92668
2020-10-23,21.35974
2020-10-24,2.76497
2020-10-25,1.71763
2020-10-26,26.81788
2020-10-27,26.26129
2020-10-28,22.77814
2020-10-29,29.31354
2020-10-30,29.2118
2020-10-31,4.33299
2020-11-01,2.18445
2020-11-02,20.03112
2020-11-03,19.85756
2020-11-04,22.93973
2020-11-05,20.86899
2020-11-06,25.04638
2020-11-07,3.18989
2020-11-08,2.0049
2020-11-09,19.24112
2020-11-10,25.04638
2020-11-11,21.73678
2020-11-12,21.98815
2020-11-13,19.86953
2020-11-14,2.90262
2020-11-15,1.71763
2020-11-16,19.04362
2020-11-17,21.3777
2020-11-18,19.27105
2020-11-19,20.47399
2020-11-20,17.21228
2020-11-21,3.24974
2020-11-22,1.56801
2020-11-23,18.08606
2020-11-24,19.35483
2020-11-25,24.26237
2020-11-26,20.42611
2020-11-27,18.39128
2020-11-28,3.12406
2020-11-29,1.99892
2020-11-30,19.62415
2020-12-01,18.82817
2020-12-02,19.16332
2020-12-03,27.33257
2020-12-04,18.6187
2020-12-05,3.32754
2020-12-06,1.81937
2020-12-07,18.94188
2020-12-08,24.26835
2020-12-09,19.75582
2020-12-10,22.08989
2020-12-11,18.55287
2020-12-12,3.28565
2020-12-13,1.95104
2020-12-14,19.39074
2020-12-15,20.67747
2020-12-16,18.73241
2020-12-17,18.67257
2020-12-18,18.47507
2020-12-19,2.87868
2020-12-20,1.80142
2020-12-21,20.3543
2020-12-22,29.33149
2020-12-23,23.83146
2020-12-24,19.65407
2020-12-25,4.14148
2020-12-26,1.81937
2020-12-27,1.68771
2020-12-28,18.73241
2020-12-29,19.44461
2020-12-30,22.23352
2020-12-31,8.39667
2021-01-01,2.2802
2021-01-02,1.89718
2021-01-03,1.75354
2021-01-04,27.61984
2021-01-05,24.88479
2021-01-06,27.94302
2021-01-07,25.11819
2021-01-08,26.42288
2021-01-09,4.66215
2021-01-10,2.71709
2021-01-11,35.34622
2021-01-12,34.72978
2021-01-13,27.2009
2021-01-14,23.55018
2021-01-15,29.78035
2021-01-16,5.43419
2021-01-17,2.98042
2021-01-18,32.18026
2021-01-19,27.26075
2021-01-20,24.71721
2021-01-21,22.65844
2021-01-22,22.31132
2021-01-23,4.00383
2021-01-24,2.2024
2021-01-25,19.61816
2021-01-26,28.55945
2021-01-27,25.26781
2021-01-28,37.79998
2021-01-29,54.49159
2021-01-30,9.55173
2021-01-31,4.96139
2021-02-01,30.89353
2021-02-02,28.5415
2021-02-03,27.11712
2021-02-04,32.31192
2021-02-05,25.6688
2021-02-06,3.72254
2021-02-07,2.19642
2021-02-08,25.56107
2021-02-09,24.54365
2021-02-10,22.38913
2021-02-11,4.50056
2021-02-12,3.19588
2021-02-13,2.92656
2021-02-14,1.9271
2021-02-15,19.2112
2021-02-16,21.65898
2021-02-17,22.90382
2021-02-18,26.33909
2021-02-19,29.37937
2021-02-20,3.80633
2021-02-21,2.13058
2021-02-22,24.6813
2021-02-23,30.27111
2021-02-24,43.10251
2021-02-25,28.14052
2021-02-26,37.48877
2021-02-27,5.52995
2021-02-28,2.57944
2021-03-01,6.26009
2021-03-02,28.64923
2021-03-03,25.96804
2021-03-04,28.88862
2021-03-05,30.67807
2021-03-06,4.97935
2021-03-07,2.31013
2021-03-08,31.65958
2021-03-09,36.66287
2021-03-10,36.39954
2021-03-11,27.92507
2021-03-12,23.74768
2021-03-13,3.98587
2021-03-14,1.99293
2021-03-15,22.0839
2021-03-16,21.22209
2021-03-17,24.6035
2021-03-18,22.22754
2021-03-19,23.9751
2021-03-20,3.92602
2021-03-21,1.91513
2021-03-22,21.50936
2021-03-23,26.62636
2021-03-24,25.57902
2021-03-25,22.68837
2021-03-26,20.73732
2021-03-27,3.55497
2021-03-28,1.95702
2021-03-29,21.29391
2021-03-30,19.1334
