date,ISA계좌이전
2021-06-18,2.1097
2021-06-19,2.95358
2021-06-20,2.53164
2021-06-21,6.75105
2021-06-22,6.75105
2021-06-23,8.86075
2021-06-24,6.75105
2021-06-25,2.1097
2021-06-26,2.1097
2021-06-27,2.1097
2021-06-28,7.59493
2021-06-29,10.12658
2021-06-30,8.01687
2021-07-01,4.2194
2021-07-02,2.95358
2021-07-03,6.32911
2021-07-04,2.95358
2021-07-05,7.17299
2021-07-06,5.06329
2021-07-07,6.32911
2021-07-08,7.59493
2021-07-09,4.64135
2021-07-10,6.32911
2021-07-13,2.1097
2021-07-14,10.54852
2021-07-15,2.53164
2021-07-16,7.17299
2021-07-17,3.79746
2021-07-18,5.48523
2021-07-19,7.17299
2021-07-20,7.17299
2021-07-21,10.12658
2021-07-22,6.75105
2021-07-23,5.90717
2021-07-24,7.17299
2021-07-25,8.43881
2021-07-26,22.36286
2021-07-27,36.70886
2021-07-28,40.08438
2021-07-29,31.64556
2021-07-30,18.5654
2021-07-31,15.61181
2021-08-01,26.16033
2021-08-02,24.05063
2021-08-03,20.6751
2021-08-04,13.92405
2021-08-05,17.29957
2021-08-06,29.11392
2021-08-07,32.48945
2021-08-08,23.20675
2021-08-09,44.72573
2021-08-10,29.53586
2021-08-11,28.27004
2021-08-12,24.05063
2021-08-13,21.94092
2021-08-14,10.97046
2021-08-15,17.72151
2021-08-16,18.5654
2021-08-17,32.91139
2021-08-18,29.53586
2021-08-19,25.31645
2021-08-20,22.78481
2021-08-21,13.08016
2021-08-22,13.5021
2021-08-23,21.94092
2021-08-24,33.33333
2021-08-25,27.8481
2021-08-26,18.98734
2021-08-27,23.20675
2021-08-28,13.08016
2021-08-29,5.90717
2021-08-30,21.09704
2021-08-31,20.6751
2021-09-01,30.37974
2021-09-02,26.58227
2021-09-03,28.27004
2021-09-04,14.76793
2021-09-05,18.98734
2021-09-06,29.9578
2021-09-07,20.6751
2021-09-08,27.42616
2021-09-09,24.89451
2021-09-10,24.05063
2021-09-11,11.3924
2021-09-12,11.81434
2021-09-13,21.51898
2021-09-14,18.98734
2021-09-15,18.98734
2021-09-16,13.5021
2021-09-17,16.87763
2021-09-18,17.29957
2021-09-19,7.17299
2021-09-20,8.01687
2021-09-21,6.75105
2021-09-22,10.54852
2021-09-23,17.72151
2021-09-24,34.17721
2021-09-25,10.12658
2021-09-26,12.65822
2021-09-27,24.47257
2021-09-28,24.05063
2021-09-29,18.5654
2021-09-30,17.72151
2021-10-01,9.2827
2021-10-02,13.5021
2021-10-03,8.43881
2021-10-04,10.54852
2021-10-05,8.43881
2021-10-06,12.65822
2021-10-07,15.61181
2021-10-08,21.51898
2021-10-09,14.34599
2021-10-10,4.2194
2021-10-11,10.54852
2021-10-12,10.54852
2021-10-13,16.45569
2021-10-14,21.51898
2021-10-15,19.40928
2021-10-16,5.48523
2021-10-17,8.43881
2021-10-18,17.72151
2021-10-19,17.72151
2021-10-20,16.87763
2021-10-21,18.5654
2021-10-22,21.09704
2021-10-23,20.6751
2021-10-24,24.05063
2021-10-25,76.79324
2021-10-26,35.02109
2021-10-27,18.5654
2021-10-28,16.03375
2021-10-29,17.72151
2021-10-30,6.75105
2021-10-31,12.23628
2021-11-01,21.09704
2021-11-02,27.00421
2021-11-03,25.31645
2021-11-04,27.42616
2021-11-05,23.20675
2021-11-06,8.43881
2021-11-07,13.92405
2021-11-08,18.98734
2021-11-09,18.5654
2021-11-10,25.73839
2021-11-11,22.36286
2021-11-12,22.36286
2021-11-13,8.01687
2021-11-14,11.3924
2021-11-15,21.09704
2021-11-16,19.40928
2021-11-17,23.20675
2021-11-18,24.47257
2021-11-19,20.25316
2021-11-20,7.59493
2021-11-21,10.97046
2021-11-22,20.25316
2021-11-23,19.83122
2021-11-24,21.94092
2021-11-25,21.09704
2021-11-26,13.5021
2021-11-27,6.32911
2021-11-28,5.06329
2021-11-29,20.6751
2021-11-30,15.18987
2021-12-01,19.83122
2021-12-02,20.25316
2021-12-03,18.5654
2021-12-04,5.48523
2021-12-05,6.32911
2021-12-06,14.34599
2021-12-07,14.76793
2021-12-08,14.34599
2021-12-09,24.89451
2021-12-10,19.83122
2021-12-11,5.90717
2021-12-12,6.75105
2021-12-13,17.72151
2021-12-14,13.08016
2021-12-15,21.94092
2021-12-16,19.83122
2021-12-17,11.3924
2021-12-18,9.70464
2021-12-19,14.34599
2021-12-20,18.14345
2021-12-21,16.45569
2021-12-22,22.78481
2021-12-23,35.02109
2021-12-24,66.24472
2021-12-25,20.6751
2021-12-26,23.20675
2021-12-27,40.92827
2021-12-28,43.03797
2021-12-29,51.47679
2021-12-30,43.88185
2021-12-31,57.8059
2022-01-01,3.79746
2022-01-02,10.54852
2022-01-03,21.51898
2022-01-04,25.31645
2022-01-05,28.27004
2022-01-06,19.83122
2022-01-07,18.98734
2022-01-08,13.92405
2022-01-09,6.75105
2022-01-10,18.14345
2022-01-11,24.89451
2022-01-12,23.62869
2022-01-13,28.27004
2022-01-14,25.31645
2022-01-15,17.72151
2022-01-16,25.31645
2022-01-17,51.05485
2022-01-18,75.52742
2022-01-19,48.10126
2022-01-20,29.11392
2022-01-21,37.97468
2022-01-22,14.34599
2022-01-23,15.18987
2022-01-24,32.91139
2022-01-25,30.37974
2022-01-26,26.58227
2022-01-27,32.06751
2022-01-28,21.51898
2022-01-29,12.23628
2022-01-30,13.08016
2022-01-31,4.64135
2022-02-01,9.70464
2022-02-02,8.01687
2022-02-03,19.83122
2022-02-04,20.6751
2022-02-05,16.45569
2022-02-06,15.61181
2022-02-07,20.6751
2022-02-08,27.00421
2022-02-09,20.6751
2022-02-10,21.94092
2022-02-11,18.14345
2022-02-12,10.12658
2022-02-13,8.01687
2022-02-14,23.20675
2022-02-15,26.16033
2022-02-16,10.54852
2022-02-17,21.51898
2022-02-18,15.61181
2022-02-19,8.43881
2022-02-20,10.54852
2022-02-21,22.36286
2022-02-22,17.29957
2022-02-23,17.29957
2022-02-24,16.03375
2022-02-25,18.5654
2022-02-26,15.18987
2022-02-27,9.2827
2022-02-28,26.58227
2022-03-01,12.65822
2022-03-02,23.20675
2022-03-03,37.97468
2022-03-04,29.9578
2022-03-05,8.43881
2022-03-06,8.86075
2022-03-07,23.20675
2022-03-08,21.51898
2022-03-09,2.95358
2022-03-10,16.03375
2022-03-11,13.5021
2022-03-12,6.32911
2022-03-13,6.75105
2022-03-14,29.11392
2022-03-15,18.14345
2022-03-16,17.72151
2022-03-17,14.76793
2022-03-18,7.59493
2022-03-19,5.06329
2022-03-20,4.64135
2022-03-21,10.12658
2022-03-22,13.08016
2022-03-23,18.5654
2022-03-24,14.34599
2022-03-25,11.3924
2022-03-26,4.64135
2022-03-27,4.2194
2022-03-28,13.08016
2022-03-29,19.83122
2022-03-30,15.18987
2022-03-31,11.81434
2022-04-01,13.92405
2022-04-02,4.64135
2022-04-03,2.1097
2022-04-04,16.03375
2022-04-05,14.76793
2022-04-06,13.08016
2022-04-07,12.65822
2022-04-08,5.90717
2022-04-09,2.1097
2022-04-10,4.64135
2022-04-11,5.48523
2022-04-12,13.08016
2022-04-13,5.90717
2022-04-14,16.03375
2022-04-15,7.59493
2022-04-16,2.1097
2022-04-17,6.75105
2022-04-18,10.54852
2022-04-19,7.17299
2022-04-20,10.97046
2022-04-21,9.70464
2022-04-22,10.12658
2022-04-23,3.37552
2022-04-24,6.32911
2022-04-25,7.59493
2022-04-26,10.12658
2022-04-27,11.81434
2022-04-28,8.01687
2022-04-29,8.01687
2022-04-30,3.79746
2022-05-01,2.53164
2022-05-02,8.01687
2022-05-03,2.95358
2022-05-04,2.53164
2022-05-05,2.53164
2022-05-06,7.17299
2022-05-09,5.90717
2022-05-10,2.95358
2022-05-11,4.64135
2022-05-12,3.37552
2022-05-13,4.2194
2022-05-14,2.1097
2022-05-17,6.32911
2022-05-18,2.1097
2022-05-19,4.64135
2022-05-20,4.64135
2022-05-21,2.1097
2022-05-22,2.95358
2022-05-23,2.53164
2022-05-24,5.48523
2022-05-25,4.64135
2022-05-26,5.90717
2022-05-27,4.2194
2022-05-28,2.1097
2022-05-29,2.95358
2022-05-30,6.75105
2022-05-31,2.53164
2022-06-02,6.75105
2022-06-03,2.95358
2022-06-04,2.53164
2022-06-05,2.53164
2022-06-07,6.75105
2022-06-08,2.53164
2022-06-09,4.64135
2022-06-10,8.01687
2022-06-13,7.59493
2022-06-14,3.79746
2022-06-15,8.01687
2022-06-16,7.17299
2022-06-17,5.06329
2022-06-18,3.37552
2022-06-19,2.1097
2022-06-20,2.95358
2022-06-21,3.37552
2022-06-22,2.1097
2022-06-23,7.17299
2022-06-24,3.37552
2022-06-25,2.95358
2022-06-26,4.2194
2022-06-27,2.95358
2022-06-28,9.2827
2022-06-29,3.37552
2022-06-30,2.1097
2022-07-01,5.48523
2022-07-04,2.53164
2022-07-05,5.90717
2022-07-07,4.2194
2022-07-08,3.79746
2022-07-11,6.32911
2022-07-12,2.95358
2022-07-15,2.1097
2022-07-18,8.01687
2022-07-19,3.37552
2022-07-20,5.90717
2022-07-21,2.53164
2022-07-22,4.64135
2022-07-23,2.53164
2022-07-25,8.86075
2022-07-26,11.3924
2022-07-27,5.90717
2022-07-28,5.48523
2022-07-29,4.2194
2022-07-31,2.1097
2022-08-01,6.32911
2022-08-02,5.48523
2022-08-03,2.95358
2022-08-04,8.01687
2022-08-05,5.90717
2022-08-06,2.95358
2022-08-08,8.43881
2022-08-09,10.54852
2022-08-10,8.01687
2022-08-11,10.12658
2022-08-12,6.75105
2022-08-13,2.95358
2022-08-15,2.53164
2022-08-16,10.97046
2022-08-17,5.06329
2022-08-18,2.53164
2022-08-19,8.01687
2022-08-22,7.17299
2022-08-23,7.17299
2022-08-24,5.06329
2022-08-25,4.64135
2022-08-26,6.32911
2022-08-28,4.2194
2022-08-29,5.48523
2022-08-30,4.64135
2022-08-31,6.32911
2022-09-01,7.59493
2022-09-02,2.95358
2022-09-05,3.37552
2022-09-06,3.37552
2022-09-07,5.48523
2022-09-08,4.64135
2022-09-10,2.1097
2022-09-11,4.2194
2022-09-12,2.53164
2022-09-13,8.86075
2022-09-14,6.32911
2022-09-15,9.70464
2022-09-16,2.95358
2022-09-18,2.1097
2022-09-19,2.1097
2022-09-20,6.75105
2022-09-21,6.32911
2022-09-23,3.37552
2022-09-24,2.53164
2022-09-26,4.2194
2022-09-27,5.48523
2022-09-29,5.48523
2022-10-01,3.79746
2022-10-04,2.1097
2022-10-05,2.1097
2022-10-07,5.48523
2022-10-10,2.95358
2022-10-11,4.64135
2022-10-12,2.53164
2022-10-13,2.1097
2022-10-14,3.79746
2022-10-16,2.95358
2022-10-17,2.53164
2022-10-18,6.32911
2022-10-21,6.32911
2022-10-22,2.1097
2022-10-23,2.1097
2022-10-24,5.06329
2022-10-25,3.37552
2022-10-26,2.53164
2022-10-27,5.06329
2022-10-31,2.1097
2022-11-01,9.70464
2022-11-02,7.17299
2022-11-03,6.75105
2022-11-04,3.79746
2022-11-06,3.79746
2022-11-07,9.70464
2022-11-08,9.70464
2022-11-09,9.2827
2022-11-10,5.06329
2022-11-11,3.37552
2022-11-12,4.64135
2022-11-14,4.64135
2022-11-15,7.59493
2022-11-16,5.90717
2022-11-17,6.75105
2022-11-18,2.95358
2022-11-20,5.48523
2022-11-21,8.43881
2022-11-22,10.54852
2022-11-23,8.43881
2022-11-24,4.2194
2022-11-25,4.2194
2022-11-27,2.53164
2022-11-28,13.08016
2022-11-29,8.43881
2022-11-30,7.17299
2022-12-01,6.75105
2022-12-02,6.32911
2022-12-03,2.95358
2022-12-04,2.53164
2022-12-05,4.2194
2022-12-06,5.48523
2022-12-07,8.86075
2022-12-08,6.75105
2022-12-09,4.2194
2022-12-12,5.90717
2022-12-13,4.64135
2022-12-14,7.59493
2022-12-15,8.01687
2022-12-16,6.75105
2022-12-17,6.32911
2022-12-18,4.64135
2022-12-19,4.2194
2022-12-20,7.59493
2022-12-21,4.2194
2022-12-22,7.17299
2022-12-23,3.79746
2022-12-24,2.95358
2022-12-26,9.70464
2022-12-27,8.01687
2022-12-28,10.54852
2022-12-29,8.86075
2022-12-30,8.43881
2022-12-31,4.64135
2023-01-01,2.1097
2023-01-02,4.2194
2023-01-03,5.06329
2023-01-04,8.01687
2023-01-05,6.32911
2023-01-06,4.2194
2023-01-07,2.53164
2023-01-08,2.95358
2023-01-09,4.2194
2023-01-10,6.32911
2023-01-11,3.79746
2023-01-12,2.95358
2023-01-13,2.1097
2023-01-15,5.06329
2023-01-16,2.95358
2023-01-17,3.37552
2023-01-18,3.37552
2023-01-19,4.64135
2023-01-20,2.53164
2023-01-24,5.48523
2023-01-25,9.2827
2023-01-26,8.86075
2023-01-27,8.86075
2023-01-28,4.2194
2023-01-29,5.90717
2023-01-30,8.43881
2023-01-31,10.12658
2023-02-01,10.12658
2023-02-02,8.43881
2023-02-03,8.86075
2023-02-04,5.48523
2023-02-05,3.37552
2023-02-06,7.17299
2023-02-07,4.2194
2023-02-08,10.54852
2023-02-09,5.06329
2023-02-10,6.75105
2023-02-11,3.79746
2023-02-13,6.75105
2023-02-14,6.75105
2023-02-15,5.90717
2023-02-16,2.53164
2023-02-17,9.2827
2023-02-18,4.2194
2023-02-19,3.79746
2023-02-20,10.97046
2023-02-21,10.54852
2023-02-22,4.2194
2023-02-23,4.64135
2023-02-24,6.75105
2023-02-25,3.37552
2023-02-26,3.37552
2023-02-27,8.43881
2023-02-28,6.32911
2023-03-01,4.2194
2023-03-02,10.54852
2023-03-03,9.70464
2023-03-04,5.06329
2023-03-05,7.17299
2023-03-06,10.97046
2023-03-07,9.2827
2023-03-08,9.70464
2023-03-09,7.59493
2023-03-10,4.64135
2023-03-11,3.37552
2023-03-12,2.1097
2023-03-13,5.06329
2023-03-14,7.17299
2023-03-15,7.17299
2023-03-16,3.37552
2023-03-17,8.01687
2023-03-18,2.95358
2023-03-19,4.64135
2023-03-20,2.95358
2023-03-21,7.17299
2023-03-22,5.48523
2023-03-23,5.48523
2023-03-24,5.06329
2023-03-26,2.53164
2023-03-27,7.17299
2023-03-29,9.70464
2023-03-30,8.01687
2023-03-31,7.59493
2023-04-01,5.06329
2023-04-02,5.90717
2023-04-03,5.90717
2023-04-04,3.37552
2023-04-05,11.3924
2023-04-06,6.32911
2023-04-07,12.65822
2023-04-08,3.37552
2023-04-09,2.1097
2023-04-10,8.43881
2023-04-11,8.01687
2023-04-12,7.17299
2023-04-13,10.12658
2023-04-14,9.2827
2023-04-15,2.53164
2023-04-16,5.48523
2023-04-17,11.3924
2023-04-18,8.01687
2023-04-19,5.90717
2023-04-20,7.59493
2023-04-21,11.3924
2023-04-24,5.06329
2023-04-25,7.59493
2023-04-26,6.75105
2023-04-27,5.90717
2023-04-28,8.43881
2023-04-29,2.95358
2023-04-30,2.1097
2023-05-01,5.48523
2023-05-02,9.2827
2023-05-03,9.70464
2023-05-04,2.95358
2023-05-05,8.86075
2023-05-06,5.06329
2023-05-08,10.97046
2023-05-09,7.17299
2023-05-10,9.2827
2023-05-11,3.79746
2023-05-12,5.90717
2023-05-13,4.2194
2023-05-14,5.06329
2023-05-15,13.5021
2023-05-16,8.43881
2023-05-17,10.97046
2023-05-18,8.43881
2023-05-19,9.2827
2023-05-20,2.53164
2023-05-21,2.1097
2023-05-22,10.54852
2023-05-23,9.70464
2023-05-24,6.32911
2023-05-25,11.3924
2023-05-26,8.01687
2023-05-27,2.95358
2023-05-28,8.86075
2023-05-29,7.59493
2023-05-30,14.34599
2023-05-31,10.54852
2023-06-01,10.54852
2023-06-02,10.12658
2023-06-03,6.32911
2023-06-04,3.37552
2023-06-05,13.08016
2023-06-06,3.79746
2023-06-07,12.65822
2023-06-08,10.12658
2023-06-09,11.81434
2023-06-10,10.12658
2023-06-11,5.90717
2023-06-12,18.14345
2023-06-13,15.18987
2023-06-14,13.92405
2023-06-15,16.03375
2023-06-16,13.5021
2023-06-17,9.70464
2023-06-18,12.23628
2023-06-19,23.20675
2023-06-20,15.61181
2023-06-21,21.94092
2023-06-22,17.72151
2023-06-23,10.54852
2023-06-24,4.2194
2023-06-25,9.2827
2023-06-26,10.97046
2023-06-27,13.08016
2023-06-28,14.34599
2023-06-29,16.45569
2023-06-30,16.03375
2023-07-01,8.86075
2023-07-02,8.86075
2023-07-03,13.5021
2023-07-04,11.81434
2023-07-05,21.09704
2023-07-06,21.94092
2023-07-07,15.18987
2023-07-08,8.01687
2023-07-09,8.01687
2023-07-10,13.92405
2023-07-11,14.76793
2023-07-12,21.51898
2023-07-13,18.5654
2023-07-14,16.03375
2023-07-15,9.70464
2023-07-16,9.70464
2023-07-17,12.23628
2023-07-18,15.18987
2023-07-19,14.76793
2023-07-20,15.18987
2023-07-21,12.65822
2023-07-22,7.17299
2023-07-23,8.01687
2023-07-24,21.94092
2023-07-25,16.45569
2023-07-26,21.09704
2023-07-27,13.08016
2023-07-28,12.65822
2023-07-29,8.01687
2023-07-30,8.86075
2023-07-31,16.45569
2023-08-01,16.87763
2023-08-02,19.83122
2023-08-03,13.92405
2023-08-04,13.92405
2023-08-05,2.95358
2023-08-06,7.59493
2023-08-07,17.29957
2023-08-08,13.5021
2023-08-09,10.12658
2023-08-10,13.92405
2023-08-11,15.61181
2023-08-12,5.90717
2023-08-13,7.59493
2023-08-14,12.65822
2023-08-15,5.48523
2023-08-16,14.76793
2023-08-17,12.23628
2023-08-18,15.18987
2023-08-19,6.32911
2023-08-20,9.2827
2023-08-21,15.61181
2023-08-22,16.03375
2023-08-23,11.3924
2023-08-24,18.14345
2023-08-25,22.78481
2023-08-26,17.29957
2023-08-27,10.12658
2023-08-28,21.09704
2023-08-29,19.83122
2023-08-30,23.62869
2023-08-31,16.87763
2023-09-01,15.61181
2023-09-02,5.90717
2023-09-03,9.70464
2023-09-04,19.40928
2023-09-05,16.87763
2023-09-06,21.51898
2023-09-07,17.29957
2023-09-08,11.81434
2023-09-09,5.48523
2023-09-10,10.54852
2023-09-11,13.08016
2023-09-12,20.25316
2023-09-13,12.65822
2023-09-14,12.65822
2023-09-15,12.23628
2023-09-16,4.64135
2023-09-17,7.59493
2023-09-18,17.29957
2023-09-19,10.97046
2023-09-20,15.61181
2023-09-21,19.40928
2023-09-22,16.87763
2023-09-23,3.37552
2023-09-24,5.06329
2023-09-25,12.65822
2023-09-26,7.17299
2023-09-27,12.23628
2023-09-28,2.1097
2023-09-29,5.06329
2023-09-30,5.90717
2023-10-01,4.64135
2023-10-02,3.37552
2023-10-03,13.08016
2023-10-04,12.23628
2023-10-05,13.92405
2023-10-06,13.08016
2023-10-07,4.2194
2023-10-08,3.37552
2023-10-09,4.64135
2023-10-10,15.61181
2023-10-11,12.23628
2023-10-12,9.70464
2023-10-13,13.08016
2023-10-14,5.90717
2023-10-15,5.48523
2023-10-16,16.87763
2023-10-17,11.81434
2023-10-18,16.45569
2023-10-19,15.18987
2023-10-20,14.34599
2023-10-21,3.79746
2023-10-22,9.2827
2023-10-23,19.40928
2023-10-24,12.23628
2023-10-25,13.08016
2023-10-26,18.14345
2023-10-27,13.08016
2023-10-28,4.64135
2023-10-29,10.54852
2023-10-30,10.54852
2023-10-31,13.92405
2023-11-01,13.08016
2023-11-02,16.45569
2023-11-03,16.03375
2023-11-04,11.81434
2023-11-05,9.70464
2023-11-06,13.92405
2023-11-07,19.40928
2023-11-08,15.61181
2023-11-09,10.97046
2023-11-10,13.92405
2023-11-11,4.64135
2023-11-12,4.2194
2023-11-13,13.92405
2023-11-14,16.03375
2023-11-15,14.34599
2023-11-16,12.23628
2023-11-17,13.08016
2023-11-18,13.08016
2023-11-19,12.23628
2023-11-20,18.14345
2023-11-21,20.25316
2023-11-22,21.94092
2023-11-23,12.65822
2023-11-24,11.3924
2023-11-25,9.2827
2023-11-26,10.54852
2023-11-27,17.72151
2023-11-28,14.76793
2023-11-29,15.18987
2023-11-30,20.6751
2023-12-01,18.5654
2023-12-02,13.5021
2023-12-03,11.3924
2023-12-04,17.72151
2023-12-05,24.05063
2023-12-06,26.58227
2023-12-07,13.5021
2023-12-08,16.03375
2023-12-09,10.97046
2023-12-10,12.65822
2023-12-11,22.78481
2023-12-12,25.73839
2023-12-13,21.94092
2023-12-14,31.22362
2023-12-15,23.20675
2023-12-16,14.76793
2023-12-17,10.97046
2023-12-18,27.00421
2023-12-19,18.98734
2023-12-20,27.42616
2023-12-21,25.73839
2023-12-22,15.18987
2023-12-23,10.97046
2023-12-24,10.97046
2023-12-25,19.83122
2023-12-26,37.1308
2023-12-27,27.8481
2023-12-28,25.73839
2023-12-29,15.61181
2023-12-30,9.2827
2023-12-31,15.61181
2024-01-01,13.08016
2024-01-02,36.28691
2024-01-03,26.16033
2024-01-04,31.64556
2024-01-05,29.53586
2024-01-06,13.08016
2024-01-07,17.72151
2024-01-08,23.62869
2024-01-09,20.6751
2024-01-10,23.20675
2024-01-11,27.00421
2024-01-12,22.36286
2024-01-13,14.76793
2024-01-14,12.65822
2024-01-15,21.94092
2024-01-16,21.94092
2024-01-17,45.14767
2024-01-18,52.32067
2024-01-19,35.44303
2024-01-20,21.94092
2024-01-21,19.40928
2024-01-22,39.2405
2024-01-23,37.55274
2024-01-24,38.81856
2024-01-25,32.91139
2024-01-26,27.42616
2024-01-27,26.58227
2024-01-28,28.69198
2024-01-29,50.21097
2024-01-30,55.6962
2024-01-31,48.94514
2024-02-01,45.56962
2024-02-02,43.45991
2024-02-03,26.58227
2024-02-04,32.91139
2024-02-05,76.79324
2024-02-06,61.60337
2024-02-07,50.63291
2024-02-08,38.81856
2024-02-09,23.20675
2024-02-10,20.6751
2024-02-11,52.74261
2024-02-12,46.4135
2024-02-13,100.0
2024-02-14,79.74683
2024-02-15,81.85654
2024-02-16,49.36708
2024-02-17,31.22362
2024-02-18,26.16033
2024-02-19,57.38396
2024-02-20,56.11814
2024-02-21,61.18143
2024-02-22,70.88607
2024-02-23,58.22784
2024-02-24,29.11392
2024-02-25,43.45991
2024-02-26,83.12236
2024-02-27,70.46413
2024-02-28,61.18143
2024-02-29,61.60337
2024-03-01,35.86497
2024-03-02,27.00421
2024-03-03,45.14767
2024-03-04,77.21518
2024-03-05,59.91561
2024-03-06,68.35443
2024-03-07,57.8059
2024-03-08,52.32067
2024-03-09,29.11392
2024-03-10,26.58227
2024-03-11,63.29113
2024-03-12,59.07172
2024-03-13,53.58649
2024-03-14,44.30379
2024-03-15,40.50632
2024-03-16,28.69198
2024-03-17,25.31645
2024-03-18,51.05485
2024-03-19,43.03797
2024-03-20,56.54008
