date,자동차다이렉트보험비교
2020-06-11,35.41666
2020-06-12,30.55555
2020-06-13,21.18055
2020-06-14,19.27083
2020-06-15,44.79166
2020-06-16,32.63888
2020-06-17,30.20833
2020-06-18,38.02083
2020-06-19,33.15972
2020-06-20,14.93055
2020-06-21,16.84027
2020-06-22,41.14583
2020-06-23,36.63194
2020-06-24,35.06944
2020-06-25,35.06944
2020-06-26,30.90277
2020-06-27,14.93055
2020-06-28,16.66666
2020-06-29,34.375
2020-06-30,33.15972
2020-07-01,30.38194
2020-07-02,32.63888
2020-07-03,21.70138
2020-07-04,14.93055
2020-07-05,15.79861
2020-07-06,46.35416
2020-07-07,37.15277
2020-07-08,37.15277
2020-07-09,31.94444
2020-07-10,31.94444
2020-07-11,16.84027
2020-07-12,16.84027
2020-07-13,37.67361
2020-07-14,33.68055
2020-07-15,32.98611
2020-07-16,31.94444
2020-07-17,25.34722
2020-07-18,16.14583
2020-07-19,15.625
2020-07-20,38.02083
2020-07-21,32.8125
2020-07-22,31.25
2020-07-23,30.55555
2020-07-24,23.78472
2020-07-25,13.88888
2020-07-26,13.36805
2020-07-27,33.85416
2020-07-28,27.77777
2020-07-29,34.375
2020-07-30,28.125
2020-07-31,28.29861
2020-08-01,14.75694
2020-08-02,15.45138
2020-08-03,33.15972
2020-08-04,39.23611
2020-08-05,34.89583
2020-08-06,29.86111
2020-08-07,28.125
2020-08-08,14.23611
2020-08-09,17.88194
2020-08-10,36.11111
2020-08-11,28.125
2020-08-12,32.8125
2020-08-13,25.34722
2020-08-14,25.0
2020-08-15,15.45138
2020-08-16,13.88888
2020-08-17,19.61805
2020-08-18,36.80555
2020-08-19,35.9375
2020-08-20,31.94444
2020-08-21,38.36805
2020-08-22,17.88194
2020-08-23,18.75
2020-08-24,43.57638
2020-08-25,38.19444
2020-08-26,36.80555
2020-08-27,34.375
2020-08-28,30.03472
2020-08-29,10.9375
2020-08-30,15.45138
2020-08-31,44.27083
2020-09-01,35.76388
2020-09-02,33.33333
2020-09-03,36.11111
2020-09-04,31.42361
2020-09-05,16.14583
2020-09-06,16.14583
2020-09-07,38.88888
2020-09-08,26.90972
2020-09-09,28.125
2020-09-10,31.42361
2020-09-11,28.81944
2020-09-12,15.97222
2020-09-13,13.02083
2020-09-14,36.63194
2020-09-15,36.28472
2020-09-16,28.64583
2020-09-17,20.83333
2020-09-18,23.61111
2020-09-19,11.11111
2020-09-20,12.84722
2020-09-21,29.86111
2020-09-22,28.81944
2020-09-23,24.65277
2020-09-24,26.21527
2020-09-25,22.56944
2020-09-26,13.02083
2020-09-27,14.75694
2020-09-28,42.70833
2020-09-29,27.25694
2020-09-30,12.15277
2020-10-01,7.98611
2020-10-02,8.68055
2020-10-03,8.85416
2020-10-04,18.05555
2020-10-05,39.93055
2020-10-06,34.89583
2020-10-07,35.06944
2020-10-08,28.64583
2020-10-09,13.02083
2020-10-10,14.93055
2020-10-11,17.1875
2020-10-12,53.64583
2020-10-13,47.04861
2020-10-14,38.02083
2020-10-15,28.99305
2020-10-16,27.95138
2020-10-17,14.58333
2020-10-18,15.625
2020-10-19,39.75694
2020-10-20,29.16666
2020-10-21,39.23611
2020-10-22,30.72916
2020-10-23,25.86805
2020-10-24,13.54166
2020-10-25,14.40972
2020-10-26,33.50694
2020-10-27,27.95138
2020-10-28,28.47222
2020-10-29,31.59722
2020-10-30,29.34027
2020-10-31,10.41666
2020-11-01,17.70833
2020-11-02,36.63194
2020-11-03,27.60416
2020-11-04,25.69444
2020-11-05,28.29861
2020-11-06,23.09027
2020-11-07,16.49305
2020-11-08,16.14583
2020-11-09,35.06944
2020-11-10,28.64583
2020-11-11,29.34027
2020-11-12,31.59722
2020-11-13,25.17361
2020-11-14,10.76388
2020-11-15,16.84027
2020-11-16,31.59722
2020-11-17,30.55555
2020-11-18,26.90972
2020-11-19,26.73611
2020-11-20,22.22222
2020-11-21,15.27777
2020-11-22,16.49305
2020-11-23,22.39583
2020-11-24,24.82638
2020-11-25,30.20833
2020-11-26,31.25
2020-11-27,24.82638
2020-11-28,14.23611
2020-11-29,12.15277
2020-11-30,28.47222
2020-12-01,35.06944
2020-12-02,31.25
2020-12-03,32.46527
2020-12-04,35.41666
2020-12-05,17.53472
2020-12-06,17.53472
2020-12-07,38.88888
2020-12-08,34.54861
2020-12-09,34.375
2020-12-10,33.33333
2020-12-11,36.97916
2020-12-12,12.67361
2020-12-13,18.57638
2020-12-14,34.54861
2020-12-15,38.54166
2020-12-16,36.80555
2020-12-17,32.29166
2020-12-18,28.99305
2020-12-19,15.79861
2020-12-20,15.45138
2020-12-21,31.42361
2020-12-22,31.94444
2020-12-23,25.17361
2020-12-24,22.74305
2020-12-25,15.625
2020-12-26,14.58333
2020-12-27,14.0625
2020-12-28,34.20138
2020-12-29,30.72916
2020-12-30,25.86805
2020-12-31,24.65277
2021-01-01,13.71527
2021-01-02,12.67361
2021-01-03,16.31944
2021-01-04,41.49305
2021-01-05,37.5
2021-01-06,31.59722
2021-01-07,31.94444
2021-01-08,24.30555
2021-01-09,13.36805
2021-01-10,15.625
2021-01-11,29.86111
2021-01-12,25.69444
2021-01-13,27.43055
2021-01-14,22.91666
2021-01-15,21.70138
2021-01-16,11.45833
2021-01-17,15.97222
2021-01-18,34.89583
2021-01-19,21.875
2021-01-20,26.73611
2021-01-21,30.38194
2021-01-22,25.0
2021-01-23,11.97916
2021-01-24,12.5
2021-01-25,32.98611
2021-01-26,27.25694
2021-01-27,29.16666
2021-01-28,28.125
2021-01-29,25.34722
2021-01-30,12.5
2021-01-31,15.45138
2021-02-01,28.64583
2021-02-02,23.26388
2021-02-03,22.04861
2021-02-04,22.91666
2021-02-05,23.26388
2021-02-06,12.32638
2021-02-07,17.88194
2021-02-08,28.64583
2021-02-09,24.47916
2021-02-10,22.56944
2021-02-11,12.15277
2021-02-12,10.59027
2021-02-13,12.32638
2021-02-14,17.53472
2021-02-15,41.49305
2021-02-16,35.76388
2021-02-17,29.6875
2021-02-18,27.08333
2021-02-19,20.48611
2021-02-20,10.9375
2021-02-21,13.19444
2021-02-22,39.0625
2021-02-23,31.94444
2021-02-24,23.09027
2021-02-25,27.77777
2021-02-26,22.91666
2021-02-27,12.32638
2021-02-28,11.80555
2021-03-01,17.70833
2021-03-02,28.125
2021-03-03,27.43055
2021-03-04,29.16666
2021-03-05,22.91666
2021-03-06,16.66666
2021-03-07,16.31944
2021-03-08,30.38194
2021-03-09,30.72916
2021-03-10,30.55555
2021-03-11,25.17361
2021-03-12,22.22222
2021-03-13,9.375
2021-03-14,13.71527
2021-03-15,30.72916
2021-03-16,26.21527
2021-03-17,22.39583
2021-03-18,30.03472
2021-03-19,18.22916
2021-03-20,13.71527
2021-03-21,17.1875
2021-03-22,34.02777
2021-03-23,26.73611
2021-03-24,28.64583
2021-03-25,23.78472
2021-03-26,22.74305
2021-03-27,12.67361
2021-03-28,14.0625
2021-03-29,32.63888
2021-03-30,25.17361
2021-03-31,30.20833
2021-04-01,24.65277
2021-04-02,18.40277
2021-04-03,9.375
2021-04-04,13.88888
2021-04-05,27.95138
2021-04-06,32.46527
2021-04-07,30.38194
2021-04-08,26.04166
2021-04-09,17.36111
2021-04-10,11.63194
2021-04-11,10.59027
2021-04-12,30.90277
2021-04-13,24.13194
2021-04-14,25.86805
2021-04-15,26.21527
2021-04-16,27.60416
2021-04-17,14.75694
2021-04-18,10.76388
2021-04-19,31.94444
2021-04-20,32.8125
2021-04-21,25.52083
2021-04-22,30.20833
2021-04-23,26.90972
2021-04-24,13.36805
2021-04-25,16.31944
2021-04-26,39.75694
2021-04-27,31.59722
2021-04-28,28.47222
2021-04-29,27.77777
2021-04-30,27.43055
2021-05-01,12.32638
2021-05-02,13.71527
2021-05-03,34.02777
2021-05-04,22.91666
2021-05-05,13.02083
2021-05-06,36.80555
2021-05-07,24.47916
2021-05-08,15.79861
2021-05-09,16.14583
2021-05-10,31.07638
2021-05-11,32.8125
2021-05-12,27.08333
2021-05-13,25.69444
2021-05-14,23.78472
2021-05-15,13.88888
2021-05-16,14.75694
2021-05-17,32.46527
2021-05-18,28.125
2021-05-19,14.0625
2021-05-20,29.16666
2021-05-21,22.91666
2021-05-22,14.0625
2021-05-23,14.58333
2021-05-24,34.89583
2021-05-25,34.375
2021-05-26,25.52083
2021-05-27,30.90277
2021-05-28,24.65277
2021-05-29,11.28472
2021-05-30,12.15277
2021-05-31,33.85416
2021-06-01,23.78472
2021-06-02,23.09027
2021-06-03,18.57638
2021-06-04,21.875
2021-06-05,9.375
2021-06-06,15.27777
2021-06-07,31.25
2021-06-08,20.65972
2021-06-09,25.34722
2021-06-10,22.39583
2021-06-11,20.3125
2021-06-12,11.97916
2021-06-13,16.66666
2021-06-14,38.19444
2021-06-15,26.73611
2021-06-16,26.90972
2021-06-17,30.90277
2021-06-18,26.04166
2021-06-19,11.11111
2021-06-20,13.88888
2021-06-21,41.31944
2021-06-22,28.99305
2021-06-23,26.5625
2021-06-24,23.09027
2021-06-25,16.84027
2021-06-26,9.02777
2021-06-27,11.28472
2021-06-28,31.42361
2021-06-29,23.95833
2021-06-30,31.25
2021-07-01,27.60416
2021-07-02,23.95833
2021-07-03,9.54861
2021-07-04,13.36805
2021-07-05,27.95138
2021-07-06,27.60416
2021-07-07,27.08333
2021-07-08,22.39583
2021-07-09,20.48611
2021-07-10,14.40972
2021-07-11,13.36805
2021-07-12,35.59027
2021-07-13,28.64583
2021-07-14,32.63888
2021-07-15,20.3125
2021-07-16,19.09722
2021-07-17,9.72222
2021-07-18,12.5
2021-07-19,27.25694
2021-07-20,25.17361
2021-07-21,26.90972
2021-07-22,21.70138
2021-07-23,18.75
2021-07-24,15.45138
2021-07-25,16.84027
2021-07-26,30.72916
2021-07-27,25.52083
2021-07-28,19.96527
2021-07-29,21.18055
2021-07-30,17.70833
2021-07-31,11.80555
2021-08-01,9.72222
2021-08-02,31.77083
2021-08-03,29.34027
2021-08-04,28.47222
2021-08-05,24.13194
2021-08-06,29.34027
2021-08-07,8.50694
2021-08-08,12.15277
2021-08-09,31.07638
2021-08-10,30.03472
2021-08-11,26.5625
2021-08-12,21.70138
2021-08-13,23.95833
2021-08-14,10.59027
2021-08-15,9.02777
2021-08-16,13.02083
2021-08-17,26.5625
2021-08-18,21.875
2021-08-19,28.64583
2021-08-20,23.61111
2021-08-21,13.19444
2021-08-22,13.88888
2021-08-23,30.90277
2021-08-24,29.51388
2021-08-25,23.61111
2021-08-26,28.47222
2021-08-27,22.74305
2021-08-28,11.11111
2021-08-29,10.76388
2021-08-30,28.29861
2021-08-31,29.86111
2021-09-01,31.94444
2021-09-02,26.21527
2021-09-03,26.04166
2021-09-04,10.76388
2021-09-05,13.54166
2021-09-06,28.47222
2021-09-07,28.64583
2021-09-08,23.26388
2021-09-09,25.34722
2021-09-10,25.0
2021-09-11,13.36805
2021-09-12,14.23611
2021-09-13,28.99305
2021-09-14,28.64583
2021-09-15,24.65277
2021-09-16,27.95138
2021-09-17,18.05555
2021-09-18,8.15972
2021-09-19,8.50694
2021-09-20,7.29166
2021-09-21,8.33333
2021-09-22,12.32638
2021-09-23,31.94444
2021-09-24,28.125
2021-09-25,12.15277
2021-09-26,13.88888
2021-09-27,25.86805
2021-09-28,26.04166
2021-09-29,27.95138
2021-09-30,29.86111
2021-10-01,25.0
2021-10-02,12.84722
2021-10-03,13.19444
2021-10-04,16.66666
2021-10-05,38.36805
2021-10-06,31.42361
2021-10-07,27.43055
2021-10-08,27.25694
2021-10-09,13.88888
2021-10-10,13.88888
2021-10-11,18.40277
2021-10-12,34.54861
2021-10-13,27.43055
2021-10-14,32.8125
2021-10-15,23.4375
2021-10-16,15.27777
2021-10-17,18.05555
2021-10-18,30.20833
2021-10-19,28.125
2021-10-20,26.73611
2021-10-21,25.34722
2021-10-22,26.5625
2021-10-23,12.67361
2021-10-24,11.45833
2021-10-25,36.11111
2021-10-26,34.02777
2021-10-27,27.25694
2021-10-28,28.99305
2021-10-29,21.52777
2021-10-30,13.19444
2021-10-31,16.66666
2021-11-01,31.07638
2021-11-02,26.5625
2021-11-03,28.29861
2021-11-04,25.52083
2021-11-05,24.13194
2021-11-06,9.20138
2021-11-07,10.41666
2021-11-08,34.54861
2021-11-09,22.74305
2021-11-10,24.65277
2021-11-11,26.73611
2021-11-12,23.78472
2021-11-13,11.63194
2021-11-14,15.79861
2021-11-15,26.04166
2021-11-16,28.99305
2021-11-17,31.42361
2021-11-18,29.34027
2021-11-19,23.09027
2021-11-20,10.41666
2021-11-21,15.79861
2021-11-22,28.125
2021-11-23,21.70138
2021-11-24,21.00694
2021-11-25,22.04861
2021-11-26,24.13194
2021-11-27,10.59027
2021-11-28,12.15277
2021-11-29,35.06944
2021-11-30,28.99305
2021-12-01,26.5625
2021-12-02,25.69444
2021-12-03,18.75
2021-12-04,10.41666
2021-12-05,13.19444
2021-12-06,26.21527
2021-12-07,27.77777
2021-12-08,28.99305
2021-12-09,30.03472
2021-12-10,31.25
2021-12-11,16.84027
2021-12-12,13.71527
2021-12-13,31.42361
2021-12-14,29.86111
2021-12-15,27.08333
2021-12-16,27.43055
2021-12-17,23.09027
2021-12-18,12.15277
2021-12-19,10.9375
2021-12-20,29.86111
2021-12-21,31.07638
2021-12-22,23.78472
2021-12-23,19.96527
2021-12-24,14.58333
2021-12-25,9.89583
2021-12-26,10.06944
2021-12-27,25.86805
2021-12-28,24.82638
2021-12-29,18.92361
2021-12-30,24.47916
2021-12-31,17.36111
2022-01-01,13.36805
2022-01-02,14.0625
2022-01-03,31.42361
2022-01-04,36.28472
2022-01-05,30.20833
2022-01-06,25.34722
2022-01-07,29.86111
2022-01-08,13.88888
2022-01-09,10.59027
2022-01-10,31.07638
2022-01-11,21.35416
2022-01-12,25.86805
2022-01-13,27.25694
2022-01-14,22.74305
2022-01-15,14.58333
2022-01-16,14.23611
2022-01-17,29.16666
2022-01-18,26.21527
2022-01-19,25.52083
2022-01-20,20.3125
2022-01-21,19.79166
2022-01-22,11.97916
2022-01-23,13.88888
2022-01-24,33.33333
2022-01-25,27.60416
2022-01-26,21.70138
2022-01-27,18.57638
2022-01-28,20.13888
2022-01-29,9.20138
2022-01-30,9.02777
2022-01-31,6.59722
2022-02-01,7.63888
2022-02-02,13.88888
2022-02-03,27.08333
2022-02-04,23.26388
2022-02-05,14.40972
2022-02-06,13.54166
2022-02-07,26.21527
2022-02-08,26.5625
2022-02-09,29.86111
2022-02-10,22.56944
2022-02-11,18.75
2022-02-12,10.24305
2022-02-13,12.15277
2022-02-14,27.60416
2022-02-15,20.3125
2022-02-16,26.5625
2022-02-17,20.48611
2022-02-18,21.35416
2022-02-19,14.93055
2022-02-20,14.40972
2022-02-21,28.47222
2022-02-22,27.77777
2022-02-23,23.26388
2022-02-24,20.83333
2022-02-25,23.78472
2022-02-26,17.1875
2022-02-27,14.23611
2022-02-28,22.22222
2022-03-01,21.00694
2022-03-02,28.125
2022-03-03,25.52083
2022-03-04,27.08333
2022-03-05,16.84027
2022-03-06,13.54166
2022-03-07,38.54166
2022-03-08,31.59722
2022-03-09,16.31944
2022-03-10,26.21527
2022-03-11,28.64583
2022-03-12,13.36805
2022-03-13,17.1875
2022-03-14,27.60416
2022-03-15,27.25694
2022-03-16,27.60416
2022-03-17,25.17361
2022-03-18,20.83333
2022-03-19,11.63194
2022-03-20,15.27777
2022-03-21,28.99305
2022-03-22,26.73611
2022-03-23,23.26388
2022-03-24,22.91666
2022-03-25,18.22916
2022-03-26,10.41666
2022-03-27,10.41666
2022-03-28,24.30555
2022-03-29,22.22222
2022-03-30,24.65277
2022-03-31,14.93055
2022-04-01,19.44444
2022-04-02,13.02083
2022-04-03,10.9375
2022-04-04,28.29861
2022-04-05,27.43055
2022-04-06,22.74305
2022-04-07,25.86805
2022-04-08,22.39583
2022-04-09,8.50694
2022-04-10,12.15277
2022-04-11,32.11805
2022-04-12,27.77777
2022-04-13,25.17361
2022-04-14,24.65277
2022-04-15,24.82638
2022-04-16,9.89583
2022-04-17,13.71527
2022-04-18,26.90972
2022-04-19,20.3125
2022-04-20,20.83333
2022-04-21,22.91666
2022-04-22,16.84027
2022-04-23,6.77083
2022-04-24,12.84722
2022-04-25,25.86805
2022-04-26,25.52083
2022-04-27,24.30555
2022-04-28,21.52777
2022-04-29,20.83333
2022-04-30,10.41666
2022-05-01,15.79861
2022-05-02,30.72916
2022-05-03,22.74305
2022-05-04,17.53472
2022-05-05,9.54861
2022-05-06,22.91666
2022-05-07,10.59027
2022-05-08,13.19444
2022-05-09,32.8125
2022-05-10,31.77083
2022-05-11,25.0
2022-05-12,21.18055
2022-05-13,22.56944
2022-05-14,10.41666
2022-05-15,13.02083
2022-05-16,28.64583
2022-05-17,26.04166
2022-05-18,23.95833
2022-05-19,21.52777
2022-05-20,24.13194
2022-05-21,10.41666
2022-05-22,12.84722
2022-05-23,24.13194
2022-05-24,27.77777
2022-05-25,23.09027
2022-05-26,19.79166
2022-05-27,19.09722
2022-05-28,12.32638
2022-05-29,9.72222
2022-05-30,31.25
2022-05-31,24.30555
2022-06-01,15.79861
2022-06-02,28.29861
2022-06-03,22.39583
2022-06-04,13.02083
2022-06-05,14.58333
2022-06-06,13.88888
2022-06-07,28.125
2022-06-08,25.0
2022-06-09,26.90972
2022-06-10,22.56944
2022-06-11,10.06944
2022-06-12,13.19444
2022-06-13,27.77777
2022-06-14,33.85416
2022-06-15,29.6875
2022-06-16,32.46527
2022-06-17,23.4375
2022-06-18,12.5
2022-06-19,13.19444
2022-06-20,27.95138
2022-06-21,31.59722
2022-06-22,26.21527
2022-06-23,26.90972
2022-06-24,21.875
2022-06-25,13.88888
2022-06-26,11.45833
2022-06-27,29.34027
2022-06-28,24.47916
2022-06-29,26.5625
2022-06-30,25.69444
2022-07-01,26.73611
2022-07-02,12.32638
2022-07-03,13.71527
2022-07-04,36.63194
2022-07-05,23.95833
2022-07-06,27.25694
2022-07-07,26.5625
2022-07-08,19.61805
2022-07-09,11.28472
2022-07-10,11.80555
2022-07-11,26.90972
2022-07-12,30.72916
2022-07-13,24.30555
2022-07-14,24.65277
2022-07-15,27.95138
2022-07-16,13.88888
2022-07-17,12.5
2022-07-18,32.46527
2022-07-19,25.86805
2022-07-20,31.77083
2022-07-21,21.70138
2022-07-22,23.95833
2022-07-23,13.19444
2022-07-24,13.02083
2022-07-25,29.6875
2022-07-26,30.20833
2022-07-27,30.38194
2022-07-28,24.47916
2022-07-29,22.22222
2022-07-30,10.76388
2022-07-31,11.28472
2022-08-01,34.375
2022-08-02,30.20833
2022-08-03,29.34027
2022-08-04,25.69444
2022-08-05,21.18055
2022-08-06,13.88888
2022-08-07,10.59027
2022-08-08,28.125
2022-08-09,20.83333
2022-08-10,26.04166
2022-08-11,28.125
2022-08-12,23.09027
2022-08-13,10.59027
2022-08-14,10.59027
2022-08-15,11.45833
2022-08-16,30.20833
2022-08-17,29.51388
2022-08-18,30.38194
2022-08-19,19.61805
2022-08-20,11.28472
2022-08-21,11.97916
2022-08-22,31.59722
2022-08-23,30.20833
2022-08-24,21.70138
2022-08-25,27.77777
2022-08-26,26.21527
2022-08-27,13.71527
2022-08-28,11.80555
2022-08-29,28.81944
2022-08-30,26.04166
2022-08-31,22.91666
2022-09-01,20.3125
2022-09-02,21.875
2022-09-03,10.41666
2022-09-04,10.24305
2022-09-05,24.65277
2022-09-06,22.22222
2022-09-07,22.56944
2022-09-08,21.35416
2022-09-09,11.45833
2022-09-10,7.29166
2022-09-11,10.76388
2022-09-12,15.27777
2022-09-13,33.33333
2022-09-14,30.90277
2022-09-15,25.52083
2022-09-16,23.61111
2022-09-17,13.88888
2022-09-18,11.45833
2022-09-19,29.16666
2022-09-20,25.52083
2022-09-21,28.29861
2022-09-22,21.35416
2022-09-23,21.00694
2022-09-24,6.07638
2022-09-25,13.36805
2022-09-26,31.07638
2022-09-27,32.11805
2022-09-28,23.26388
2022-09-29,30.20833
2022-09-30,20.65972
2022-10-01,14.58333
2022-10-02,16.14583
2022-10-03,24.30555
2022-10-04,43.57638
2022-10-05,27.77777
2022-10-06,26.5625
2022-10-07,26.21527
2022-10-08,10.9375
2022-10-09,9.89583
2022-10-10,16.84027
2022-10-11,35.06944
2022-10-12,34.72222
2022-10-13,35.41666
2022-10-14,27.60416
2022-10-15,18.75
2022-10-16,20.13888
2022-10-17,42.01388
2022-10-18,40.10416
2022-10-19,29.34027
2022-10-20,29.34027
2022-10-21,24.65277
2022-10-22,14.40972
2022-10-23,15.79861
2022-10-24,34.72222
2022-10-25,37.67361
2022-10-26,33.50694
2022-10-27,30.03472
2022-10-28,23.61111
2022-10-29,15.45138
2022-10-30,17.1875
2022-10-31,32.11805
2022-11-01,31.94444
2022-11-02,31.07638
2022-11-03,30.90277
2022-11-04,22.74305
2022-11-05,14.23611
2022-11-06,18.40277
2022-11-07,36.28472
2022-11-08,26.04166
2022-11-09,27.95138
2022-11-10,28.99305
2022-11-11,24.65277
2022-11-12,19.44444
2022-11-13,14.93055
2022-11-14,38.71527
2022-11-15,30.03472
2022-11-16,35.41666
2022-11-17,36.97916
2022-11-18,26.21527
2022-11-19,11.45833
2022-11-20,12.32638
2022-11-21,37.32638
2022-11-22,39.58333
2022-11-23,34.375
2022-11-24,25.34722
2022-11-25,26.38888
2022-11-26,13.36805
2022-11-27,13.71527
2022-11-28,32.63888
2022-11-29,31.59722
2022-11-30,36.45833
2022-12-01,27.95138
2022-12-02,25.17361
2022-12-03,12.84722
2022-12-04,18.40277
2022-12-05,33.33333
2022-12-06,21.00694
2022-12-07,26.5625
2022-12-08,30.55555
2022-12-09,28.81944
2022-12-10,14.93055
2022-12-11,18.22916
2022-12-12,32.8125
2022-12-13,24.82638
2022-12-14,29.86111
2022-12-15,25.34722
2022-12-16,29.51388
2022-12-17,11.45833
2022-12-18,12.32638
2022-12-19,30.90277
2022-12-20,34.375
2022-12-21,26.90972
2022-12-22,29.34027
2022-12-23,22.74305
2022-12-24,13.54166
2022-12-25,10.24305
2022-12-26,31.25
2022-12-27,28.64583
2022-12-28,23.26388
2022-12-29,30.72916
2022-12-30,25.69444
2022-12-31,14.93055
2023-01-01,15.79861
2023-01-02,37.5
2023-01-03,37.15277
2023-01-04,29.86111
2023-01-05,32.98611
2023-01-06,29.6875
2023-01-07,14.40972
2023-01-08,20.13888
2023-01-09,37.67361
2023-01-10,38.54166
2023-01-11,55.72916
2023-01-12,41.31944
2023-01-13,25.34722
2023-01-14,14.40972
2023-01-15,13.36805
2023-01-16,42.1875
2023-01-17,35.06944
2023-01-18,32.29166
2023-01-19,25.34722
2023-01-20,15.625
2023-01-21,9.375
2023-01-22,9.02777
2023-01-23,10.9375
2023-01-24,11.80555
2023-01-25,32.63888
2023-01-26,30.03472
2023-01-27,28.47222
2023-01-28,18.22916
2023-01-29,15.79861
2023-01-30,31.42361
2023-01-31,31.59722
2023-02-01,30.38194
2023-02-02,29.51388
2023-02-03,27.77777
2023-02-04,14.75694
2023-02-05,13.88888
2023-02-06,39.40972
2023-02-07,33.68055
2023-02-08,30.55555
2023-02-09,30.20833
2023-02-10,31.77083
2023-02-11,17.01388
2023-02-12,20.3125
2023-02-13,41.31944
2023-02-14,37.5
2023-02-15,31.25
2023-02-16,32.46527
2023-02-17,31.07638
2023-02-18,17.01388
2023-02-19,15.625
2023-02-20,39.93055
2023-02-21,31.94444
2023-02-22,31.25
2023-02-23,31.77083
2023-02-24,29.16666
2023-02-25,18.92361
2023-02-26,15.79861
2023-02-27,36.80555
2023-02-28,33.33333
2023-03-01,23.95833
2023-03-02,39.23611
2023-03-03,30.90277
2023-03-04,16.31944
2023-03-05,16.84027
2023-03-06,41.31944
2023-03-07,38.36805
2023-03-08,36.28472
2023-03-09,31.07638
2023-03-10,27.95138
2023-03-11,17.36111
2023-03-12,20.83333
2023-03-13,39.0625
2023-03-14,29.34027
2023-03-15,32.63888
2023-03-16,34.72222
2023-03-17,25.34722
2023-03-18,15.45138
2023-03-19,13.71527
2023-03-20,35.24305
2023-03-21,34.02777
2023-03-22,27.95138
2023-03-23,25.86805
2023-03-24,22.39583
2023-03-25,10.9375
2023-03-26,11.63194
2023-03-27,26.90972
2023-03-28,26.90972
2023-03-29,23.61111
2023-03-30,21.18055
2023-03-31,20.83333
2023-04-01,10.24305
2023-04-02,13.88888
2023-04-03,29.86111
2023-04-04,30.72916
2023-04-05,30.72916
2023-04-06,29.51388
2023-04-07,27.25694
2023-04-08,11.11111
2023-04-09,10.41666
2023-04-10,33.50694
2023-04-11,32.11805
2023-04-12,32.46527
2023-04-13,29.34027
2023-04-14,25.17361
2023-04-15,13.36805
2023-04-16,15.27777
2023-04-17,27.60416
2023-04-18,30.38194
2023-04-19,31.42361
2023-04-20,26.21527
2023-04-21,20.65972
2023-04-22,11.11111
2023-04-23,12.5
2023-04-24,26.73611
2023-04-25,23.95833
2023-04-26,25.34722
2023-04-27,23.61111
2023-04-28,21.35416
2023-04-29,17.53472
2023-04-30,12.5
2023-05-01,21.00694
2023-05-02,31.94444
2023-05-03,28.47222
2023-05-04,28.81944
2023-05-05,17.53472
2023-05-06,15.45138
2023-05-07,13.71527
2023-05-08,40.79861
2023-05-09,32.8125
2023-05-10,38.88888
2023-05-11,38.36805
2023-05-12,30.72916
2023-05-13,17.01388
2023-05-14,21.00694
2023-05-15,38.36805
2023-05-16,36.45833
2023-05-17,35.24305
2023-05-18,32.63888
2023-05-19,31.42361
2023-05-20,17.1875
2023-05-21,12.5
2023-05-22,35.06944
2023-05-23,38.19444
2023-05-24,27.25694
2023-05-25,29.34027
2023-05-26,21.70138
2023-05-27,16.84027
2023-05-28,19.27083
2023-05-29,26.90972
2023-05-30,41.84027
2023-05-31,45.48611
2023-06-01,41.84027
2023-06-02,32.98611
