date,포인트포토
2022-11-21,2.47311
2022-11-22,2.2043
2022-11-23,1.77419
2022-11-24,2.04301
2022-11-25,1.23655
2022-11-26,0.32258
2022-11-27,1.18279
2022-11-28,1.07526
2022-11-29,0.86021
2022-11-30,0.53763
2022-12-01,1.50537
2022-12-02,1.23655
2022-12-03,0.4301
2022-12-04,0.69892
2022-12-05,1.0215
2022-12-06,0.86021
2022-12-07,1.6129
2022-12-08,1.0215
2022-12-09,0.91397
2022-12-10,0.80645
2022-12-11,1.23655
2022-12-13,0.80645
2022-12-14,1.0215
2022-12-15,0.37634
2022-12-16,0.48387
2022-12-17,0.59139
2022-12-18,0.69892
2022-12-19,0.69892
2022-12-20,1.0215
2022-12-21,0.53763
2022-12-22,0.91397
2022-12-23,0.4301
2022-12-24,0.64516
2022-12-25,0.32258
2022-12-26,0.91397
2022-12-27,0.48387
2022-12-28,1.07526
2022-12-29,0.48387
2022-12-31,0.53763
2023-01-01,0.53763
2023-01-02,1.12903
2023-01-03,0.64516
2023-01-04,0.75268
2023-01-05,1.93548
2023-01-06,0.80645
2023-01-07,0.69892
2023-01-08,0.64516
2023-01-09,0.69892
2023-01-10,0.80645
2023-01-12,0.80645
2023-01-13,0.32258
2023-01-14,0.4301
2023-01-15,0.26881
2023-01-16,0.32258
2023-01-17,0.69892
2023-01-18,0.86021
2023-01-19,0.26881
2023-01-20,0.80645
2023-01-22,0.59139
2023-01-23,0.48387
2023-01-24,0.59139
2023-01-25,0.53763
2023-01-26,0.64516
2023-01-27,0.86021
2023-01-28,0.75268
2023-01-29,0.80645
2023-01-30,0.53763
2023-01-31,0.86021
2023-02-01,1.39784
2023-02-02,0.32258
2023-02-03,1.07526
2023-02-04,0.59139
2023-02-05,1.0215
2023-02-06,1.07526
2023-02-07,0.64516
2023-02-08,0.91397
2023-02-09,1.07526
2023-02-10,0.69892
2023-02-11,0.48387
2023-02-12,0.32258
2023-02-13,0.53763
2023-02-14,1.77419
2023-02-15,1.50537
2023-02-16,50.69892
2023-02-17,100.0
2023-02-18,32.31182
2023-02-19,28.11827
2023-02-20,25.37634
2023-02-21,6.82795
2023-02-22,3.38709
2023-02-23,2.68817
2023-02-24,2.04301
2023-02-25,0.64516
2023-02-26,1.66666
2023-02-27,25.26881
2023-02-28,14.35483
2023-03-01,16.18279
2023-03-02,10.0
2023-03-03,2.31182
2023-03-04,1.55913
2023-03-05,1.93548
2023-03-06,1.55913
2023-03-07,2.6344
2023-03-08,2.09677
2023-03-09,1.55913
2023-03-10,3.70967
2023-03-11,2.47311
2023-03-12,2.41935
2023-03-13,1.77419
2023-03-14,1.72043
2023-03-15,1.50537
2023-03-16,2.2043
2023-03-17,1.29032
2023-03-18,1.07526
2023-03-19,1.93548
2023-03-20,1.12903
2023-03-21,0.75268
2023-03-22,0.96774
2023-03-23,1.50537
2023-03-24,11.12903
2023-03-25,6.82795
2023-03-26,8.49462
2023-03-27,9.73118
2023-03-28,3.70967
2023-03-29,3.11827
2023-03-30,3.97849
2023-03-31,3.17204
2023-04-01,2.79569
2023-04-02,1.66666
2023-04-03,1.50537
2023-04-04,2.04301
2023-04-05,1.29032
2023-04-06,13.70967
2023-04-07,9.51612
2023-04-08,8.97849
2023-04-09,5.69892
2023-04-10,7.6344
2023-04-11,5.37634
2023-04-12,4.35483
2023-04-13,4.24731
2023-04-14,4.51612
2023-04-15,3.65591
2023-04-16,3.8172
2023-04-17,5.4301
2023-04-18,4.19354
2023-04-19,3.17204
2023-04-20,3.54838
2023-04-21,2.52688
2023-04-22,0.80645
2023-04-23,2.31182
2023-04-24,18.97849
2023-04-25,5.53763
2023-04-26,5.59139
2023-04-27,5.37634
2023-04-28,2.47311
2023-04-29,2.41935
2023-04-30,3.06451
2023-05-01,4.89247
2023-05-02,6.93548
2023-05-03,5.75268
2023-05-04,3.44086
2023-05-05,2.47311
2023-05-06,1.98924
2023-05-07,3.54838
2023-05-08,2.90322
2023-05-09,3.97849
2023-05-10,3.54838
2023-05-11,75.86021
2023-05-12,36.6129
2023-05-13,18.70967
2023-05-14,14.19354
2023-05-15,11.29032
2023-05-16,8.01075
2023-05-17,6.55913
2023-05-18,4.30107
2023-05-19,4.4086
2023-05-20,4.73118
2023-05-21,3.87096
2023-05-22,5.10752
2023-05-23,5.96774
2023-05-24,5.48387
2023-05-25,5.80645
2023-05-26,2.47311
2023-05-27,2.25806
2023-05-28,2.74193
2023-05-29,2.84946
2023-05-30,3.38709
2023-05-31,1.66666
2023-06-01,2.74193
2023-06-02,1.98924
2023-06-03,1.18279
2023-06-04,1.39784
2023-06-05,1.34408
2023-06-06,1.29032
2023-06-07,1.12903
2023-06-08,1.18279
2023-06-09,1.39784
2023-06-10,0.96774
2023-06-11,2.90322
2023-06-12,2.2043
2023-06-13,1.93548
2023-06-14,2.84946
2023-06-15,2.15053
2023-06-16,19.13978
2023-06-17,9.35483
2023-06-18,4.78494
2023-06-19,7.84946
2023-06-20,5.91397
2023-06-21,5.0
2023-06-22,7.74193
2023-06-23,3.97849
2023-06-24,2.90322
2023-06-25,3.01075
2023-06-26,4.8387
2023-06-27,4.8387
2023-06-28,3.92473
2023-06-29,3.92473
2023-06-30,2.58064
2023-07-01,2.25806
2023-07-02,3.44086
2023-07-03,2.95698
2023-07-04,12.84946
2023-07-05,7.79569
2023-07-06,4.24731
2023-07-07,3.49462
2023-07-08,2.95698
2023-07-09,3.92473
2023-07-10,3.2258
2023-07-11,2.47311
2023-07-12,2.15053
2023-07-13,3.65591
2023-07-14,2.04301
2023-07-15,1.66666
2023-07-16,2.68817
2023-07-17,0.96774
2023-07-18,2.2043
2023-07-19,2.31182
2023-07-20,43.17204
2023-07-21,15.4301
2023-07-22,5.32258
2023-07-23,5.48387
2023-07-24,7.36559
2023-07-25,4.24731
2023-07-26,3.92473
2023-07-27,4.24731
2023-07-28,4.51612
2023-07-29,2.31182
2023-07-30,2.68817
2023-07-31,6.18279
2023-08-01,2.95698
2023-08-02,2.84946
2023-08-03,3.17204
2023-08-04,3.70967
2023-08-05,2.04301
2023-08-06,1.93548
2023-08-07,1.82795
2023-08-08,3.38709
2023-08-09,2.95698
2023-08-10,2.79569
2023-08-11,2.31182
2023-08-12,1.72043
2023-08-13,1.66666
2023-08-14,1.77419
2023-08-15,1.18279
2023-08-16,1.66666
2023-08-17,1.34408
2023-08-18,1.29032
2023-08-19,1.23655
2023-08-20,1.29032
2023-08-21,1.66666
2023-08-22,1.55913
2023-08-23,2.04301
2023-08-24,1.6129
2023-08-25,1.6129
2023-08-26,1.29032
2023-08-27,1.6129
2023-08-28,1.98924
2023-08-29,1.39784
2023-08-30,2.15053
2023-08-31,1.55913
2023-09-01,1.72043
2023-09-02,1.77419
2023-09-03,1.66666
2023-09-04,0.96774
2023-09-05,0.75268
2023-09-06,1.45161
2023-09-07,0.64516
2023-09-08,1.0215
2023-09-09,1.12903
2023-09-10,1.39784
2023-09-11,0.86021
2023-09-12,1.0215
2023-09-13,2.41935
2023-09-14,1.23655
2023-09-15,1.07526
2023-09-16,0.75268
2023-09-17,1.50537
2023-09-18,1.50537
2023-09-19,1.07526
2023-09-20,0.80645
2023-09-21,1.45161
2023-09-22,1.0215
2023-09-23,0.80645
2023-09-24,0.48387
2023-09-25,0.69892
2023-09-26,0.4301
2023-09-27,8.54838
2023-09-28,2.58064
2023-09-29,2.31182
2023-09-30,1.88172
2023-10-01,1.82795
2023-10-02,2.41935
2023-10-03,1.82795
2023-10-04,1.66666
2023-10-05,0.64516
2023-10-06,0.59139
2023-10-07,0.48387
2023-10-08,0.91397
2023-10-09,1.34408
2023-10-10,1.12903
2023-10-11,0.96774
2023-10-12,0.4301
2023-10-13,0.64516
2023-10-14,0.37634
2023-10-15,0.32258
2023-10-16,0.75268
2023-10-17,0.48387
2023-10-18,0.53763
2023-10-19,0.80645
2023-10-20,0.32258
2023-10-21,0.59139
2023-10-22,0.4301
2023-10-23,0.64516
2023-10-24,0.53763
2023-10-25,0.80645
2023-10-26,5.21505
2023-10-27,0.26881
2023-10-28,0.32258
2023-10-29,0.4301
2023-10-31,0.64516
2023-11-02,0.26881
2023-11-04,0.64516
2023-11-05,0.53763
2023-11-06,0.69892
2023-11-07,1.45161
2023-11-08,1.12903
2023-11-09,0.75268
2023-11-10,0.26881
2023-11-13,0.4301
2023-11-14,0.26881
2023-11-16,0.75268
2023-11-17,0.26881
2023-11-18,0.32258
2023-11-23,0.37634
2023-11-24,0.32258
2023-11-25,0.48387
2023-11-26,0.48387
2023-11-27,0.69892
2023-11-28,0.26881
2023-11-29,0.91397
2023-12-02,0.4301
2023-12-03,0.48387
2023-12-04,0.75268
2023-12-05,0.32258
2023-12-06,0.32258
2023-12-07,0.53763
2023-12-08,0.48387
2023-12-09,0.59139
2023-12-10,0.64516
2023-12-11,0.86021
2023-12-12,0.75268
2023-12-13,0.37634
2023-12-14,0.26881
2023-12-16,0.59139
2023-12-17,0.69892
2023-12-18,0.32258
2023-12-20,0.32258
2023-12-23,0.32258
2023-12-24,0.26881
2023-12-28,0.4301
2023-12-30,0.48387
2024-01-06,0.48387
2024-01-07,0.32258
2024-01-08,0.26881
2024-01-09,0.32258
2024-01-10,0.48387
2024-01-11,0.26881
2024-01-12,0.48387
2024-01-14,0.69892
2024-01-15,0.37634
2024-01-16,0.26881
2024-01-18,0.80645
2024-01-19,0.32258
2024-01-20,0.26881
2024-01-27,0.26881
2024-01-28,0.48387
2024-01-31,0.37634
2024-02-01,0.26881
2024-02-02,0.69892
2024-02-03,0.37634
2024-02-05,0.37634
2024-02-06,0.32258
2024-02-07,0.53763
2024-02-12,0.32258
2024-02-16,0.64516
2024-02-18,0.26881
2024-02-20,0.26881
2024-02-25,0.48387
2024-02-26,0.4301
2024-02-28,0.4301
2024-02-29,0.4301
2024-03-01,0.75268
2024-03-04,0.32258
2024-03-06,0.26881
2024-03-08,0.37634
2024-03-09,0.4301
2024-03-10,0.26881
2024-03-11,1.34408
2024-03-12,0.4301
2024-03-14,0.59139
2024-03-15,0.69892
2024-03-16,0.37634
2024-03-17,0.4301
2024-03-18,14.78494
2024-03-19,3.2258
2024-03-20,2.68817
