date,소유권이전등기비용
2020-09-21,83.97212
2020-09-22,78.39721
2020-09-23,78.04878
2020-09-24,68.98954
2020-09-25,68.98954
2020-09-26,38.67595
2020-09-27,25.43554
2020-09-28,59.93031
2020-09-29,54.70383
2020-09-30,17.4216
2020-10-01,11.84668
2020-10-02,18.81533
2020-10-03,19.86062
2020-10-04,20.20905
2020-10-05,65.15679
2020-10-06,91.98606
2020-10-07,74.91289
2020-10-08,73.51916
2020-10-09,35.54006
2020-10-10,34.49477
2020-10-11,33.44947
2020-10-12,89.54703
2020-10-13,76.65505
2020-10-14,69.33797
2020-10-15,86.06271
2020-10-16,64.11149
2020-10-17,37.28222
2020-10-18,34.49477
2020-10-19,78.39721
2020-10-20,86.41114
2020-10-21,76.65505
2020-10-22,85.36585
2020-10-23,73.86759
2020-10-24,35.54006
2020-10-25,35.8885
2020-10-26,83.62369
2020-10-27,77.70034
2020-10-28,72.12543
2020-10-29,72.47386
2020-10-30,66.55052
2020-10-31,37.97909
2020-11-01,26.48083
2020-11-02,69.33797
2020-11-03,70.03484
2020-11-04,64.45993
2020-11-05,80.4878
2020-11-06,63.41463
2020-11-07,34.49477
2020-11-08,30.66202
2020-11-09,75.60975
2020-11-10,63.0662
2020-11-11,64.45993
2020-11-12,77.35191
2020-11-13,64.11149
2020-11-14,44.25087
2020-11-15,39.72125
2020-11-16,81.5331
2020-11-17,72.47386
2020-11-18,86.06271
2020-11-19,85.36585
2020-11-20,70.03484
2020-11-21,31.70731
2020-11-22,39.72125
2020-11-23,88.15331
2020-11-24,83.62369
2020-11-25,81.88153
2020-11-26,82.57839
2020-11-27,82.57839
2020-11-28,43.554
2020-11-29,44.94773
2020-11-30,72.47386
2020-12-01,76.65505
2020-12-02,73.86759
2020-12-03,62.0209
2020-12-04,73.51916
2020-12-05,49.12891
2020-12-06,36.58536
2020-12-07,90.94076
2020-12-08,76.30662
2020-12-09,80.13937
2020-12-10,82.57839
2020-12-11,77.35191
2020-12-12,36.23693
2020-12-13,41.11498
2020-12-14,86.41114
2020-12-15,77.00348
2020-12-16,71.42857
2020-12-17,82.92682
2020-12-18,74.91289
2020-12-19,37.63066
2020-12-20,43.90243
2020-12-21,96.51567
2020-12-22,80.4878
2020-12-23,83.62369
2020-12-24,66.55052
2020-12-25,26.48083
2020-12-26,32.40418
2020-12-27,32.05574
2020-12-28,52.61324
2020-12-29,60.62717
2020-12-30,57.14285
2020-12-31,52.2648
2021-01-01,21.25435
2021-01-02,26.48083
2021-01-03,31.35888
2021-01-04,62.71777
2021-01-05,67.24738
2021-01-06,61.67247
2021-01-07,40.06968
2021-01-08,44.5993
2021-01-09,33.7979
2021-01-10,31.35888
2021-01-11,70.03484
2021-01-12,57.14285
2021-01-13,68.98954
2021-01-14,54.70383
2021-01-15,67.59581
2021-01-16,40.41811
2021-01-17,28.22299
2021-01-18,59.93031
2021-01-19,68.98954
2021-01-20,68.64111
2021-01-21,79.09407
2021-01-22,60.62717
2021-01-23,29.26829
2021-01-24,32.05574
2021-01-25,70.03484
2021-01-26,87.10801
2021-01-27,61.67247
2021-01-28,67.94425
2021-01-29,55.40069
2021-01-30,35.8885
2021-01-31,32.40418
2021-02-01,59.23344
2021-02-02,71.08013
2021-02-03,48.78048
2021-02-04,56.09756
2021-02-05,56.44599
2021-02-06,36.93379
2021-02-07,30.66202
2021-02-08,56.09756
2021-02-09,57.83972
2021-02-10,47.38675
2021-02-11,26.82926
2021-02-12,16.72473
2021-02-13,14.28571
2021-02-14,25.0871
2021-02-15,57.49128
2021-02-16,54.00696
2021-02-17,66.89895
2021-02-18,71.777
2021-02-19,52.61324
2021-02-20,28.57142
2021-02-21,24.73867
2021-02-22,66.20209
2021-02-23,76.65505
2021-02-24,69.33797
2021-02-25,61.32404
2021-02-26,53.65853
2021-02-27,20.55749
2021-02-28,14.28571
2021-03-01,21.95121
2021-03-02,52.96167
2021-03-03,70.03484
2021-03-04,64.45993
2021-03-05,43.20557
2021-03-06,28.91986
2021-03-07,28.22299
2021-03-08,61.32404
2021-03-09,63.41463
2021-03-10,65.50522
2021-03-11,66.89895
2021-03-12,56.09756
2021-03-13,31.70731
2021-03-14,39.02439
2021-03-15,77.70034
2021-03-16,85.71428
2021-03-17,75.26132
2021-03-18,55.74912
2021-03-19,55.05226
2021-03-20,31.01045
2021-03-21,29.96515
2021-03-22,63.0662
2021-03-23,59.58188
2021-03-24,75.60975
2021-03-25,61.32404
2021-03-26,55.40069
2021-03-27,33.44947
2021-03-28,32.75261
2021-03-29,64.80836
2021-03-30,58.88501
2021-03-31,59.58188
2021-04-01,55.74912
2021-04-02,37.97909
2021-04-03,22.29965
2021-04-04,23.69337
2021-04-05,45.64459
2021-04-06,54.70383
2021-04-07,50.52264
2021-04-08,53.65853
2021-04-09,40.76655
2021-04-10,24.39024
2021-04-11,18.11846
2021-04-12,43.90243
2021-04-13,49.47735
2021-04-14,64.45993
2021-04-15,47.03832
2021-04-16,52.61324
2021-04-17,26.48083
2021-04-18,21.25435
2021-04-19,59.23344
2021-04-20,57.83972
2021-04-21,48.43205
2021-04-22,52.61324
2021-04-23,39.72125
2021-04-24,22.64808
2021-04-25,28.91986
2021-04-26,50.87108
2021-04-27,59.23344
2021-04-28,57.14285
2021-04-29,51.21951
2021-04-30,48.08362
2021-05-01,13.93728
2021-05-02,25.43554
2021-05-03,55.40069
2021-05-04,43.20557
2021-05-05,24.73867
2021-05-06,49.47735
2021-05-07,39.02439
2021-05-08,23.34494
2021-05-09,19.86062
2021-05-10,59.23344
2021-05-11,57.14285
2021-05-12,71.777
2021-05-13,65.50522
2021-05-14,51.56794
2021-05-15,27.1777
2021-05-16,21.25435
2021-05-17,57.49128
2021-05-18,56.79442
2021-05-19,31.01045
2021-05-20,70.38327
2021-05-21,75.95818
2021-05-22,32.05574
2021-05-23,26.48083
2021-05-24,73.86759
2021-05-25,66.89895
2021-05-26,75.26132
2021-05-27,63.76306
2021-05-28,53.3101
2021-05-29,25.43554
2021-05-30,23.69337
2021-05-31,71.08013
2021-06-01,56.09756
2021-06-02,60.62717
2021-06-03,60.9756
2021-06-04,50.17421
2021-06-05,25.78397
2021-06-06,20.55749
2021-06-07,64.45993
2021-06-08,57.49128
2021-06-09,56.79442
2021-06-10,72.82229
2021-06-11,53.65853
2021-06-12,26.48083
2021-06-13,17.4216
2021-06-14,54.3554
2021-06-15,61.67247
2021-06-16,52.2648
2021-06-17,62.36933
2021-06-18,48.78048
2021-06-19,28.22299
2021-06-20,22.99651
2021-06-21,63.76306
2021-06-22,60.27874
2021-06-23,72.82229
2021-06-24,57.14285
2021-06-25,51.56794
2021-06-26,26.1324
2021-06-27,28.91986
2021-06-28,54.70383
2021-06-29,66.20209
2021-06-30,70.38327
2021-07-01,49.47735
2021-07-02,34.8432
2021-07-03,21.60278
2021-07-04,23.69337
2021-07-05,48.08362
2021-07-06,52.61324
2021-07-07,48.08362
2021-07-08,56.09756
2021-07-09,50.87108
2021-07-10,26.48083
2021-07-11,20.55749
2021-07-12,55.05226
2021-07-13,48.43205
2021-07-14,58.18815
2021-07-15,53.65853
2021-07-16,50.87108
2021-07-17,24.73867
2021-07-18,26.48083
2021-07-19,59.23344
2021-07-20,45.29616
2021-07-21,60.9756
2021-07-22,45.99303
2021-07-23,43.20557
2021-07-24,21.60278
2021-07-25,18.81533
2021-07-26,47.03832
2021-07-27,52.96167
2021-07-28,44.25087
2021-07-29,43.554
2021-07-30,39.02439
2021-07-31,13.58885
2021-08-01,19.16376
2021-08-02,27.1777
2021-08-03,41.11498
2021-08-04,45.64459
2021-08-05,44.5993
2021-08-06,35.19163
2021-08-07,21.60278
2021-08-08,22.64808
2021-08-09,54.70383
2021-08-10,48.08362
2021-08-11,52.61324
2021-08-12,51.91637
2021-08-13,45.29616
2021-08-14,19.51219
2021-08-15,20.20905
2021-08-16,24.04181
2021-08-17,39.72125
2021-08-18,49.12891
2021-08-19,55.74912
2021-08-20,39.72125
2021-08-21,23.69337
2021-08-22,21.25435
2021-08-23,52.96167
2021-08-24,50.52264
2021-08-25,50.87108
2021-08-26,58.88501
2021-08-27,48.08362
2021-08-28,22.64808
2021-08-29,21.60278
2021-08-30,49.47735
2021-08-31,54.00696
2021-09-01,47.03832
2021-09-02,47.73519
2021-09-03,33.10104
2021-09-04,21.95121
2021-09-05,17.4216
2021-09-06,47.03832
2021-09-07,39.72125
2021-09-08,36.93379
2021-09-09,39.02439
2021-09-10,31.01045
2021-09-11,14.28571
2021-09-12,22.64808
2021-09-13,36.93379
2021-09-14,46.68989
2021-09-15,43.20557
2021-09-16,37.63066
2021-09-17,29.26829
2021-09-18,14.98257
2021-09-19,11.14982
2021-09-20,9.75609
2021-09-21,13.24041
2021-09-22,16.02787
2021-09-23,50.52264
2021-09-24,47.38675
2021-09-25,23.34494
2021-09-26,17.07317
2021-09-27,50.87108
2021-09-28,41.11498
2021-09-29,46.34146
2021-09-30,43.20557
2021-10-01,35.19163
2021-10-02,16.72473
2021-10-03,16.72473
2021-10-04,27.52613
2021-10-05,47.03832
2021-10-06,40.76655
2021-10-07,36.23693
2021-10-08,39.72125
2021-10-09,13.93728
2021-10-10,13.93728
2021-10-11,26.1324
2021-10-12,46.34146
2021-10-13,39.72125
2021-10-14,45.64459
2021-10-15,46.68989
2021-10-16,14.98257
2021-10-17,21.60278
2021-10-18,43.554
2021-10-19,45.29616
2021-10-20,51.91637
2021-10-21,40.41811
2021-10-22,32.40418
2021-10-23,10.80139
2021-10-24,17.77003
2021-10-25,41.81184
2021-10-26,43.20557
2021-10-27,37.28222
2021-10-28,41.11498
2021-10-29,35.54006
2021-10-30,15.67944
2021-10-31,22.99651
2021-11-01,38.32752
2021-11-02,41.11498
2021-11-03,43.554
2021-11-04,41.11498
2021-11-05,28.57142
2021-11-06,13.24041
2021-11-07,15.33101
2021-11-08,44.25087
2021-11-09,43.90243
2021-11-10,38.67595
2021-11-11,29.61672
2021-11-12,31.35888
2021-11-13,10.10452
2021-11-14,4.52961
2021-11-15,18.46689
2021-11-16,24.39024
2021-11-17,24.04181
2021-11-18,16.3763
2021-11-19,16.72473
2021-11-20,7.6655
2021-11-21,6.96864
2021-11-22,20.20905
2021-11-23,21.25435
2021-11-24,23.69337
2021-11-25,25.78397
2021-11-26,23.34494
2021-11-27,8.7108
2021-11-28,12.19512
2021-11-29,27.52613
2021-11-30,30.66202
2021-12-01,21.25435
2021-12-02,19.86062
2021-12-03,21.60278
2021-12-04,4.52961
2021-12-05,9.40766
2021-12-06,24.04181
2021-12-07,21.95121
2021-12-08,33.10104
2021-12-09,35.54006
2021-12-10,23.34494
2021-12-11,7.6655
2021-12-12,10.80139
2021-12-13,23.69337
2021-12-14,24.73867
2021-12-15,16.02787
2021-12-16,20.90592
2021-12-17,12.19512
2021-12-18,9.75609
2021-12-19,10.10452
2021-12-20,20.55749
2021-12-21,21.60278
2021-12-22,22.99651
2021-12-23,23.34494
2021-12-24,11.84668
2021-12-25,4.87804
2021-12-26,6.96864
2021-12-27,24.73867
2021-12-28,18.46689
2021-12-29,20.20905
2021-12-30,17.4216
2021-12-31,12.19512
2022-01-01,4.18118
2022-01-02,4.87804
2022-01-03,17.07317
2022-01-04,20.20905
2022-01-05,19.86062
2022-01-06,14.98257
2022-01-07,19.86062
2022-01-08,10.80139
2022-01-09,11.49825
2022-01-10,25.0871
2022-01-11,22.29965
2022-01-12,17.4216
2022-01-13,19.16376
2022-01-14,15.67944
2022-01-15,11.49825
2022-01-16,6.27177
2022-01-17,16.3763
2022-01-18,20.55749
2022-01-19,13.93728
2022-01-20,10.10452
2022-01-21,9.05923
2022-01-22,2.09059
2022-01-23,1.74216
2022-01-24,10.10452
2022-01-25,8.7108
2022-01-26,10.10452
2022-01-27,8.7108
2022-01-28,7.31707
2022-02-02,3.83275
2022-02-03,11.14982
2022-02-04,12.89198
2022-02-05,8.01393
2022-02-06,6.27177
2022-02-07,17.77003
2022-02-08,21.95121
2022-02-09,17.4216
2022-02-10,26.82926
2022-02-11,18.11846
2022-02-12,12.54355
2022-02-13,12.54355
2022-02-14,24.73867
2022-02-15,20.20905
2022-02-16,25.43554
2022-02-17,26.82926
2022-02-18,20.20905
2022-02-19,10.45296
2022-02-20,12.54355
2022-02-21,33.10104
2022-02-22,15.33101
2022-02-23,14.28571
2022-02-24,22.64808
2022-02-25,17.4216
2022-02-26,8.01393
2022-02-27,6.96864
2022-02-28,16.3763
2022-03-01,10.10452
2022-03-02,15.33101
2022-03-03,20.20905
2022-03-04,15.33101
2022-03-05,6.27177
2022-03-06,5.22648
2022-03-07,13.58885
2022-03-08,14.63414
2022-03-09,5.92334
2022-03-10,18.11846
2022-03-11,17.07317
2022-03-12,11.84668
2022-03-13,7.6655
2022-03-14,32.40418
2022-03-15,24.04181
2022-03-16,31.01045
2022-03-17,19.51219
2022-03-18,17.77003
2022-03-19,10.45296
2022-03-20,9.75609
2022-03-21,24.39024
2022-03-22,15.67944
2022-03-23,19.16376
2022-03-24,11.14982
2022-03-25,7.31707
2022-03-26,4.18118
2022-03-27,3.83275
2022-03-28,14.28571
2022-03-29,8.7108
2022-03-30,12.89198
2022-03-31,18.11846
2022-04-01,9.05923
2022-04-02,11.14982
2022-04-03,7.31707
2022-04-04,25.43554
2022-04-05,27.52613
2022-04-06,22.99651
2022-04-07,12.89198
2022-04-08,8.01393
2022-04-09,4.18118
2022-04-10,4.87804
2022-04-11,8.01393
2022-04-12,20.20905
2022-04-13,14.98257
2022-04-14,26.82926
2022-04-15,22.99651
2022-04-16,2.43902
2022-04-17,3.13588
2022-04-18,15.33101
2022-04-19,18.46689
2022-04-20,14.98257
2022-04-21,12.54355
2022-04-22,11.49825
2022-04-23,6.96864
2022-04-24,4.87804
2022-04-25,13.93728
2022-04-26,17.07317
2022-04-27,13.24041
2022-04-28,18.11846
2022-04-29,16.72473
2022-04-30,8.7108
2022-05-01,3.13588
2022-05-02,19.51219
2022-05-03,12.54355
2022-05-04,14.98257
2022-05-05,8.36236
2022-05-06,13.24041
2022-05-07,5.57491
2022-05-08,5.57491
2022-05-09,11.49825
2022-05-10,17.07317
2022-05-11,25.43554
2022-05-12,22.29965
2022-05-13,16.02787
2022-05-14,5.57491
2022-05-15,7.31707
2022-05-16,24.39024
2022-05-17,20.90592
2022-05-18,22.99651
2022-05-19,17.07317
2022-05-20,16.02787
2022-05-21,3.13588
2022-05-22,2.78745
2022-05-23,16.02787
2022-05-24,16.3763
2022-05-25,18.46689
2022-05-26,18.46689
2022-05-27,16.3763
2022-05-28,6.6202
2022-05-29,7.6655
2022-05-30,17.4216
2022-05-31,22.29965
2022-06-01,8.7108
2022-06-02,17.77003
2022-06-03,14.28571
2022-06-04,6.6202
2022-06-05,5.57491
2022-06-06,9.75609
2022-06-07,13.93728
2022-06-08,18.46689
2022-06-09,18.81533
2022-06-10,16.72473
2022-06-11,2.43902
2022-06-12,6.96864
2022-06-13,25.0871
2022-06-14,34.14634
2022-06-15,21.95121
2022-06-16,17.07317
2022-06-17,17.07317
2022-06-18,5.22648
2022-06-19,9.75609
2022-06-20,18.11846
2022-06-21,17.77003
2022-06-22,12.19512
2022-06-23,20.90592
2022-06-24,16.3763
2022-06-25,3.83275
2022-06-26,3.13588
2022-06-27,13.93728
2022-06-28,18.81533
2022-06-29,21.95121
2022-06-30,13.58885
2022-07-01,18.46689
2022-07-02,4.87804
2022-07-03,5.57491
2022-07-04,14.28571
2022-07-05,12.54355
2022-07-06,18.11846
2022-07-07,13.24041
2022-07-08,14.63414
2022-07-09,5.92334
2022-07-10,4.87804
2022-07-11,25.43554
2022-07-12,18.11846
2022-07-13,15.33101
2022-07-14,12.89198
2022-07-15,13.58885
2022-07-16,4.18118
2022-07-17,2.78745
2022-07-18,18.11846
2022-07-19,17.4216
2022-07-20,18.11846
2022-07-21,16.3763
2022-07-22,11.14982
2022-07-23,8.36236
2022-07-24,5.22648
2022-07-25,20.20905
2022-07-26,18.46689
2022-07-27,21.60278
2022-07-28,18.46689
2022-07-29,15.33101
2022-07-30,6.96864
2022-07-31,5.57491
2022-08-01,10.10452
2022-08-02,13.93728
2022-08-03,10.10452
2022-08-04,14.98257
2022-08-05,8.01393
2022-08-06,4.52961
2022-08-07,4.52961
2022-08-08,14.28571
2022-08-09,17.07317
2022-08-10,17.07317
2022-08-11,16.72473
2022-08-12,13.93728
2022-08-13,7.6655
2022-08-14,8.7108
2022-08-15,12.54355
2022-08-16,11.84668
2022-08-17,22.99651
2022-08-18,19.16376
2022-08-19,16.3763
2022-08-20,9.40766
2022-08-21,5.92334
2022-08-22,14.63414
2022-08-23,22.29965
2022-08-24,13.93728
2022-08-25,21.95121
2022-08-26,17.4216
2022-08-27,4.87804
2022-08-28,4.18118
2022-08-29,18.81533
2022-08-30,20.55749
2022-08-31,13.24041
2022-09-01,18.11846
2022-09-02,11.49825
2022-09-03,4.87804
2022-09-04,2.09059
2022-09-05,12.19512
2022-09-06,12.19512
2022-09-07,16.02787
2022-09-08,12.54355
2022-09-09,10.10452
2022-09-10,3.83275
2022-09-11,5.22648
2022-09-12,6.27177
2022-09-13,17.07317
2022-09-14,22.99651
2022-09-15,17.77003
2022-09-16,14.98257
2022-09-17,6.6202
2022-09-18,4.87804
2022-09-19,16.72473
2022-09-20,19.86062
2022-09-21,17.77003
2022-09-22,18.46689
2022-09-23,13.24041
2022-09-24,4.18118
2022-09-25,5.57491
2022-09-26,19.16376
2022-09-27,12.89198
2022-09-28,19.86062
2022-09-29,15.67944
2022-09-30,16.02787
2022-10-01,4.87804
2022-10-02,6.6202
2022-10-03,5.57491
2022-10-04,16.02787
2022-10-05,12.54355
2022-10-06,22.29965
2022-10-07,21.95121
2022-10-08,3.83275
2022-10-09,4.18118
2022-10-10,6.27177
2022-10-11,22.29965
2022-10-12,22.29965
2022-10-13,19.51219
2022-10-14,19.16376
2022-10-15,4.87804
2022-10-16,2.78745
2022-10-17,19.86062
2022-10-18,15.33101
2022-10-19,18.11846
2022-10-20,17.4216
2022-10-21,16.72473
2022-10-22,6.27177
2022-10-23,8.7108
2022-10-24,14.98257
2022-10-25,15.33101
2022-10-26,22.64808
2022-10-27,23.69337
2022-10-28,19.16376
2022-10-29,6.27177
2022-10-30,4.87804
2022-10-31,17.07317
2022-11-01,14.28571
2022-11-02,21.60278
2022-11-03,18.11846
2022-11-04,18.11846
2022-11-05,6.96864
2022-11-06,9.75609
2022-11-07,22.64808
2022-11-08,20.90592
2022-11-09,19.16376
2022-11-10,17.4216
2022-11-11,14.28571
2022-11-12,10.45296
2022-11-13,6.27177
2022-11-14,21.95121
2022-11-15,20.90592
2022-11-16,19.51219
2022-11-17,18.46689
2022-11-18,22.99651
2022-11-19,11.14982
2022-11-20,8.01393
2022-11-21,23.34494
2022-11-22,19.86062
2022-11-23,27.87456
2022-11-24,24.04181
2022-11-25,17.4216
2022-11-26,5.22648
2022-11-27,6.96864
2022-11-28,20.20905
2022-11-29,27.52613
2022-11-30,20.55749
2022-12-01,19.51219
2022-12-02,17.07317
2022-12-03,10.10452
2022-12-04,4.87804
2022-12-05,21.60278
2022-12-06,28.22299
2022-12-07,19.16376
2022-12-08,19.16376
2022-12-09,21.60278
2022-12-10,9.75609
2022-12-11,12.19512
2022-12-12,26.48083
2022-12-13,18.81533
2022-12-14,33.44947
2022-12-15,19.51219
2022-12-16,16.02787
2022-12-17,6.6202
2022-12-18,14.28571
2022-12-19,21.95121
2022-12-20,26.1324
2022-12-21,20.90592
2022-12-22,24.39024
2022-12-23,18.81533
2022-12-24,5.57491
2022-12-25,8.01393
2022-12-26,20.55749
2022-12-27,29.96515
2022-12-28,27.1777
2022-12-29,22.99651
2022-12-30,13.24041
2022-12-31,11.14982
2023-01-01,8.7108
2023-01-02,17.77003
2023-01-03,28.57142
2023-01-04,30.31358
2023-01-05,20.90592
2023-01-06,25.43554
2023-01-07,14.63414
2023-01-08,6.96864
2023-01-09,28.57142
2023-01-10,23.69337
2023-01-11,25.78397
2023-01-12,25.78397
2023-01-13,19.16376
2023-01-14,9.75609
2023-01-15,11.84668
2023-01-16,22.64808
2023-01-17,19.16376
2023-01-18,23.34494
2023-01-19,18.81533
2023-01-20,16.02787
2023-01-21,9.40766
2023-01-22,3.83275
2023-01-23,4.18118
2023-01-24,9.05923
2023-01-25,27.1777
2023-01-26,24.04181
2023-01-27,24.39024
2023-01-28,11.14982
2023-01-29,9.40766
2023-01-30,22.29965
2023-01-31,31.70731
2023-02-01,29.26829
2023-02-02,17.77003
2023-02-03,18.11846
2023-02-04,14.63414
2023-02-05,9.40766
2023-02-06,27.52613
2023-02-07,25.0871
2023-02-08,21.25435
2023-02-09,24.39024
2023-02-10,17.77003
2023-02-11,11.49825
2023-02-12,9.05923
2023-02-13,23.34494
2023-02-14,19.51219
2023-02-15,25.78397
2023-02-16,24.73867
2023-02-17,20.20905
2023-02-18,11.49825
2023-02-19,7.6655
2023-02-20,24.73867
2023-02-21,26.82926
2023-02-22,23.69337
2023-02-23,22.29965
2023-02-24,26.48083
2023-02-25,10.45296
2023-02-26,8.36236
2023-02-27,31.01045
2023-02-28,28.57142
2023-03-01,18.81533
2023-03-02,26.1324
2023-03-03,19.86062
2023-03-04,7.6655
2023-03-05,10.45296
2023-03-06,22.99651
2023-03-07,28.57142
2023-03-08,34.49477
2023-03-09,24.39024
2023-03-10,23.69337
2023-03-11,10.80139
2023-03-12,13.24041
2023-03-13,29.61672
2023-03-14,33.7979
2023-03-15,22.99651
2023-03-16,27.87456
2023-03-17,34.49477
2023-03-18,18.46689
2023-03-19,12.89198
2023-03-20,22.64808
2023-03-21,34.14634
2023-03-22,30.31358
2023-03-23,35.19163
2023-03-24,28.22299
2023-03-25,12.54355
2023-03-26,11.14982
2023-03-27,22.99651
2023-03-28,32.75261
2023-03-29,27.87456
2023-03-30,32.75261
2023-03-31,25.43554
2023-04-01,9.05923
2023-04-02,10.80139
2023-04-03,39.72125
2023-04-04,27.52613
2023-04-05,33.10104
2023-04-06,24.73867
2023-04-07,30.31358
2023-04-08,10.80139
2023-04-09,11.14982
2023-04-10,36.93379
2023-04-11,30.66202
2023-04-12,33.44947
2023-04-13,25.0871
2023-04-14,35.54006
2023-04-15,13.24041
2023-04-16,15.33101
2023-04-17,25.43554
2023-04-18,37.28222
2023-04-19,33.7979
2023-04-20,32.05574
2023-04-21,26.82926
2023-04-22,14.28571
2023-04-23,15.67944
2023-04-24,34.8432
2023-04-25,30.31358
2023-04-26,31.70731
2023-04-27,31.35888
2023-04-28,23.34494
2023-04-29,12.54355
2023-04-30,8.01393
2023-05-01,18.46689
2023-05-02,38.32752
2023-05-03,33.44947
2023-05-04,23.34494
2023-05-05,11.14982
2023-05-06,9.75609
2023-05-07,10.10452
2023-05-08,36.58536
2023-05-09,36.58536
2023-05-10,34.14634
2023-05-11,27.52613
2023-05-12,20.55749
2023-05-13,13.24041
2023-05-14,13.24041
2023-05-15,31.70731
2023-05-16,37.97909
2023-05-17,31.70731
2023-05-18,27.52613
2023-05-19,27.1777
2023-05-20,12.19512
2023-05-21,10.45296
2023-05-22,40.41811
2023-05-23,31.01045
2023-05-24,38.67595
2023-05-25,32.75261
2023-05-26,34.49477
2023-05-27,15.33101
2023-05-28,16.02787
2023-05-29,18.81533
2023-05-30,36.58536
2023-05-31,34.49477
2023-06-01,33.7979
