date,전세대출금리비교
2023-10-21,6.31163
2023-10-22,8.28402
2023-10-23,17.94871
2023-10-24,17.94871
2023-10-25,15.58185
2023-10-26,12.62327
2023-10-27,12.82051
2023-10-28,7.49506
2023-10-29,6.70611
2023-10-30,21.10453
2023-10-31,16.17357
2023-11-01,13.60946
2023-11-02,16.76528
2023-11-03,15.97633
2023-11-04,10.65088
2023-11-05,8.28402
2023-11-06,16.76528
2023-11-07,16.17357
2023-11-08,13.01775
2023-11-09,11.83431
2023-11-10,10.84812
2023-11-11,7.6923
2023-11-12,8.6785
2023-11-13,13.41222
2023-11-14,15.18737
2023-11-15,19.72386
2023-11-16,13.01775
2023-11-17,11.2426
2023-11-18,6.11439
2023-11-19,5.91715
2023-11-20,16.56804
2023-11-21,15.58185
2023-11-22,11.04536
2023-11-23,10.45364
2023-11-24,12.22879
2023-11-25,3.94477
2023-11-26,4.93096
2023-11-27,15.77909
2023-11-28,14.20118
2023-11-29,10.65088
2023-11-30,12.82051
2023-12-01,9.27021
2023-12-02,7.88954
2023-12-03,7.10059
2023-12-04,15.97633
2023-12-05,13.8067
2023-12-06,15.18737
2023-12-07,9.66469
2023-12-08,13.01775
2023-12-09,6.50887
2023-12-10,8.6785
2023-12-11,15.18737
2023-12-12,15.58185
2023-12-13,14.59566
2023-12-14,12.82051
2023-12-15,9.27021
2023-12-16,2.36686
2023-12-17,8.48126
2023-12-18,12.82051
2023-12-19,10.05917
2023-12-20,11.83431
2023-12-21,11.04536
2023-12-22,8.48126
2023-12-23,6.31163
2023-12-24,4.93096
2023-12-25,5.52268
2023-12-26,18.34319
2023-12-27,20.51282
2023-12-28,15.18737
2023-12-29,13.01775
2023-12-30,7.49506
2023-12-31,8.48126
2024-01-01,9.46745
2024-01-02,22.09072
2024-01-03,16.17357
2024-01-04,24.06311
2024-01-05,15.18737
2024-01-06,10.65088
2024-01-07,7.49506
2024-01-08,25.83826
2024-01-09,38.46153
2024-01-10,34.51676
2024-01-11,28.79684
2024-01-12,20.71005
2024-01-13,13.21499
2024-01-14,15.97633
2024-01-15,32.34714
2024-01-16,22.28796
2024-01-17,23.27416
2024-01-18,20.90729
2024-01-19,17.15976
2024-01-20,13.01775
2024-01-21,15.97633
2024-01-22,31.75542
2024-01-23,26.23274
2024-01-24,26.0355
2024-01-25,24.26035
2024-01-26,21.89349
2024-01-27,14.59566
2024-01-28,15.18737
2024-01-29,31.1637
2024-01-30,43.98422
2024-01-31,100.0
2024-02-01,42.40631
2024-02-02,30.17751
2024-02-03,11.2426
2024-02-04,23.27416
2024-02-05,44.18145
2024-02-06,26.0355
2024-02-07,24.06311
2024-02-08,18.73767
2024-02-09,10.05917
2024-02-10,6.70611
2024-02-11,11.43984
2024-02-12,12.22879
2024-02-13,31.1637
2024-02-14,24.26035
2024-02-15,26.42998
2024-02-16,22.09072
2024-02-17,14.59566
2024-02-18,12.82051
2024-02-19,32.54437
2024-02-20,24.45759
2024-02-21,32.74161
2024-02-22,24.26035
2024-02-23,35.89743
2024-02-24,29.38856
2024-02-25,28.5996
2024-02-26,52.071
2024-02-27,41.02564
2024-02-28,41.42011
2024-02-29,32.1499
2024-03-01,19.72386
2024-03-02,22.4852
2024-03-03,22.4852
2024-03-04,46.74556
2024-03-05,35.30571
2024-03-06,35.89743
2024-03-07,39.05325
2024-03-08,26.0355
2024-03-09,19.32938
2024-03-10,15.18737
2024-03-11,37.08086
2024-03-12,33.92504
2024-03-13,27.02169
2024-03-14,30.57199
2024-03-15,26.0355
2024-03-16,15.77909
2024-03-17,14.39842
2024-03-18,38.06706
2024-03-19,34.12228
2024-03-20,25.64102
