date,예적금금리
2020-09-29,2.74361
2020-09-30,0.99337
2020-10-01,0.75685
2020-10-02,1.41911
2020-10-03,0.80416
2020-10-04,1.41911
2020-10-05,2.88552
2020-10-06,2.27057
2020-10-07,2.36518
2020-10-08,2.12866
2020-10-09,1.13528
2020-10-10,1.18259
2020-10-11,0.89877
2020-10-12,2.79091
2020-10-13,1.93945
2020-10-14,1.79754
2020-10-15,2.22327
2020-10-16,1.22989
2020-10-17,0.70955
2020-10-18,0.80416
2020-10-19,2.41248
2020-10-20,1.41911
2020-10-21,1.93945
2020-10-22,2.22327
2020-10-23,1.79754
2020-10-24,0.89877
2020-10-25,1.04068
2020-10-26,2.45979
2020-10-27,2.17596
2020-10-28,2.22327
2020-10-29,1.60832
2020-10-30,1.41911
2020-10-31,0.85146
2020-11-01,0.99337
2020-11-02,1.98675
2020-11-03,2.36518
2020-11-04,1.51371
2020-11-05,1.51371
2020-11-06,1.46641
2020-11-07,0.99337
2020-11-08,0.52034
2020-11-09,1.22989
2020-11-10,2.17596
2020-11-11,1.46641
2020-11-12,2.22327
2020-11-13,1.93945
2020-11-14,0.75685
2020-11-15,0.61494
2020-11-16,1.60832
2020-11-17,1.56102
2020-11-18,1.98675
2020-11-19,2.03405
2020-11-20,2.31788
2020-11-21,1.3245
2020-11-22,1.75023
2020-11-23,3.12204
2020-11-24,2.98013
2020-11-25,2.22327
2020-11-26,1.75023
2020-11-27,1.75023
2020-11-28,1.56102
2020-11-29,1.70293
2020-11-30,3.78429
2020-12-01,2.31788
2020-12-02,2.17596
2020-12-03,2.6017
2020-12-04,1.27719
2020-12-05,0.99337
2020-12-06,1.98675
2020-12-07,2.55439
2020-12-08,2.17596
2020-12-09,1.98675
2020-12-10,2.79091
2020-12-11,1.93945
2020-12-12,1.18259
2020-12-13,2.22327
2020-12-14,2.27057
2020-12-15,2.50709
2020-12-16,2.79091
2020-12-17,2.17596
2020-12-18,2.03405
2020-12-19,0.89877
2020-12-20,1.3245
2020-12-21,2.74361
2020-12-22,1.84484
2020-12-23,2.22327
2020-12-24,2.17596
2020-12-25,0.89877
2020-12-26,1.08798
2020-12-27,1.98675
2020-12-28,3.16934
2020-12-29,2.88552
2020-12-30,2.45979
2020-12-31,2.31788
2021-01-01,2.03405
2021-01-02,1.60832
2021-01-03,1.51371
2021-01-04,3.50047
2021-01-05,3.07473
2021-01-06,3.50047
2021-01-07,2.83822
2021-01-08,2.98013
2021-01-09,1.3245
2021-01-10,2.36518
2021-01-11,3.54777
2021-01-12,3.26395
2021-01-13,2.98013
2021-01-14,4.82497
2021-01-15,2.93282
2021-01-16,2.22327
2021-01-17,2.27057
2021-01-18,3.45316
2021-01-19,3.12204
2021-01-20,4.21002
2021-01-21,3.8789
2021-01-22,3.12204
2021-01-23,1.79754
2021-01-24,1.75023
2021-01-25,3.45316
2021-01-26,4.30463
2021-01-27,3.9735
2021-01-28,2.98013
2021-01-29,3.35856
2021-01-30,1.89214
2021-01-31,2.6017
2021-02-01,3.35856
2021-02-02,3.54777
2021-02-03,3.64238
2021-02-04,2.93282
2021-02-05,3.68968
2021-02-06,1.84484
2021-02-07,2.41248
2021-02-08,3.68968
2021-02-09,2.45979
2021-02-10,2.50709
2021-02-11,1.41911
2021-02-12,1.89214
2021-02-13,1.56102
2021-02-14,2.31788
2021-02-15,4.91958
2021-02-16,4.58845
2021-02-17,2.649
2021-02-18,2.83822
2021-02-19,3.35856
2021-02-20,1.27719
2021-02-21,1.79754
2021-02-22,3.45316
2021-02-23,3.31125
2021-02-24,3.16934
2021-02-25,3.73699
2021-02-26,3.68968
2021-02-27,0.94607
2021-02-28,2.41248
2021-03-01,2.03405
2021-03-02,3.31125
2021-03-03,3.31125
2021-03-04,2.31788
2021-03-05,2.74361
2021-03-06,1.70293
2021-03-07,1.98675
2021-03-08,2.45979
2021-03-09,2.45979
2021-03-10,3.12204
2021-03-11,2.79091
2021-03-12,2.36518
2021-03-13,1.56102
2021-03-14,1.70293
2021-03-15,3.26395
2021-03-16,3.02743
2021-03-17,2.17596
2021-03-18,2.79091
2021-03-19,2.83822
2021-03-20,1.18259
2021-03-21,2.27057
2021-03-22,3.02743
2021-03-23,2.36518
2021-03-24,2.12866
2021-03-25,3.59508
2021-03-26,2.36518
2021-03-27,1.89214
2021-03-28,1.65562
2021-03-29,2.649
2021-03-30,3.59508
2021-03-31,2.41248
2021-04-01,2.74361
2021-04-02,2.17596
2021-04-03,1.51371
2021-04-04,1.3245
2021-04-05,2.31788
2021-04-06,2.17596
2021-04-07,1.56102
2021-04-08,2.22327
2021-04-09,1.93945
2021-04-10,0.80416
2021-04-11,0.99337
2021-04-12,2.50709
2021-04-13,2.12866
2021-04-14,2.45979
2021-04-15,1.65562
2021-04-16,1.84484
2021-04-17,0.94607
2021-04-18,1.3245
2021-04-19,2.12866
2021-04-20,2.17596
2021-04-21,1.98675
2021-04-22,2.79091
2021-04-23,1.89214
2021-04-24,0.99337
2021-04-25,0.66225
2021-04-26,2.649
2021-04-27,2.74361
2021-04-28,1.56102
2021-04-29,1.75023
2021-04-30,2.17596
2021-05-01,0.89877
2021-05-02,1.13528
2021-05-03,2.79091
2021-05-04,2.41248
2021-05-05,1.22989
2021-05-06,2.22327
2021-05-07,1.89214
2021-05-08,0.80416
2021-05-09,0.75685
2021-05-10,1.89214
2021-05-11,1.84484
2021-05-12,1.51371
2021-05-13,1.89214
2021-05-14,1.51371
2021-05-15,1.18259
2021-05-16,0.94607
2021-05-17,1.79754
2021-05-18,1.84484
2021-05-19,1.04068
2021-05-20,1.84484
2021-05-21,2.22327
2021-05-22,1.27719
2021-05-23,1.18259
2021-05-24,2.17596
2021-05-25,2.22327
2021-05-26,2.98013
2021-05-27,2.31788
2021-05-28,2.12866
2021-05-29,1.04068
2021-05-30,0.61494
2021-05-31,2.6017
2021-06-01,1.93945
2021-06-02,1.3718
2021-06-03,1.98675
2021-06-04,1.65562
2021-06-05,0.56764
2021-06-06,1.04068
2021-06-07,2.22327
2021-06-08,1.18259
2021-06-09,0.94607
2021-06-10,1.70293
2021-06-11,1.60832
2021-06-12,0.80416
2021-06-13,0.61494
2021-06-14,2.08136
2021-06-15,2.41248
2021-06-16,1.65562
2021-06-17,1.3718
2021-06-18,2.50709
2021-06-19,1.13528
2021-06-20,0.56764
2021-06-21,1.51371
2021-06-22,1.56102
2021-06-23,1.84484
2021-06-24,2.88552
2021-06-25,2.74361
2021-06-26,1.41911
2021-06-27,1.08798
2021-06-28,2.31788
2021-06-29,2.17596
2021-06-30,2.12866
2021-07-01,1.79754
2021-07-02,2.22327
2021-07-03,0.99337
2021-07-04,1.3245
2021-07-05,1.89214
2021-07-06,2.17596
2021-07-07,1.56102
2021-07-08,1.84484
2021-07-09,1.56102
2021-07-10,1.22989
2021-07-11,0.85146
2021-07-12,2.31788
2021-07-13,2.41248
2021-07-14,1.84484
2021-07-15,1.22989
2021-07-16,0.89877
2021-07-17,0.94607
2021-07-18,1.13528
2021-07-19,2.17596
2021-07-20,1.89214
2021-07-21,1.93945
2021-07-22,2.27057
2021-07-23,1.84484
2021-07-24,1.75023
2021-07-25,0.47303
2021-07-26,1.98675
2021-07-27,1.04068
2021-07-28,1.04068
2021-07-29,1.27719
2021-07-30,0.52034
2021-07-31,0.70955
2021-08-01,0.23651
2021-08-02,0.75685
2021-08-03,1.04068
2021-08-04,2.27057
2021-08-05,0.66225
2021-08-06,1.79754
2021-08-07,0.47303
2021-08-08,0.99337
2021-08-09,1.04068
2021-08-10,2.22327
2021-08-11,2.08136
2021-08-12,1.70293
2021-08-13,1.65562
2021-08-14,1.18259
2021-08-15,1.41911
2021-08-16,2.03405
2021-08-17,2.93282
2021-08-18,2.41248
2021-08-19,1.08798
2021-08-20,1.41911
2021-08-21,1.22989
2021-08-22,1.27719
2021-08-23,2.88552
2021-08-24,2.31788
2021-08-25,2.36518
2021-08-26,4.49385
2021-08-27,3.9262
2021-08-28,1.70293
2021-08-29,19.86754
2021-08-30,21.19205
2021-08-31,13.19772
2021-09-01,13.19772
2021-09-02,9.035
2021-09-03,6.66982
2021-09-04,2.74361
2021-09-05,3.83159
2021-09-06,6.66982
2021-09-07,5.58183
2021-09-08,6.14947
2021-09-09,6.4333
2021-09-10,4.11542
2021-09-11,3.07473
2021-09-12,2.74361
2021-09-13,4.73036
2021-09-14,4.11542
2021-09-15,3.50047
2021-09-16,3.45316
2021-09-17,3.16934
2021-09-18,1.51371
2021-09-19,1.3718
2021-09-20,1.3718
2021-09-21,2.31788
2021-09-22,2.83822
2021-09-23,3.73699
2021-09-24,4.16272
2021-09-25,3.02743
2021-09-26,2.55439
2021-09-27,4.63576
2021-09-28,3.40586
2021-09-29,3.9735
2021-09-30,3.9735
2021-10-01,2.6017
2021-10-02,0.80416
2021-10-03,1.60832
2021-10-04,2.12866
2021-10-05,3.02743
2021-10-06,2.79091
2021-10-07,3.16934
2021-10-08,3.16934
2021-10-09,1.3245
2021-10-10,1.56102
2021-10-11,2.12866
2021-10-12,1.84484
2021-10-13,2.98013
2021-10-14,1.46641
2021-10-15,2.41248
2021-10-16,1.18259
2021-10-17,1.65562
2021-10-18,3.78429
2021-10-19,2.41248
2021-10-20,2.50709
2021-10-21,2.27057
2021-10-22,2.22327
2021-10-23,1.27719
2021-10-24,2.03405
2021-10-25,3.64238
2021-10-26,2.74361
2021-10-27,1.56102
2021-10-28,2.649
2021-10-29,1.93945
2021-10-30,1.13528
2021-10-31,1.93945
2021-11-01,2.69631
2021-11-02,4.73036
2021-11-03,4.21002
2021-11-04,2.22327
2021-11-05,3.64238
2021-11-06,1.60832
2021-11-07,1.84484
2021-11-08,2.649
2021-11-09,3.45316
2021-11-10,3.78429
2021-11-11,2.6017
2021-11-12,4.96688
2021-11-13,1.13528
2021-11-14,1.41911
2021-11-15,3.21665
2021-11-16,3.02743
2021-11-17,2.98013
2021-11-18,2.69631
2021-11-19,2.55439
2021-11-20,2.36518
2021-11-21,2.08136
2021-11-22,3.68968
2021-11-23,3.35856
2021-11-24,3.54777
2021-11-25,16.55629
2021-11-26,20.67171
2021-11-27,12.58278
2021-11-28,9.60264
2021-11-29,12.44087
2021-11-30,13.52885
2021-12-01,12.01513
2021-12-02,11.6367
2021-12-03,8.18353
2021-12-04,7.7105
2021-12-05,7.8051
2021-12-06,9.64995
2021-12-07,7.33207
2021-12-08,9.69725
2021-12-09,6.5279
2021-12-10,5.72374
2021-12-11,7.28476
2021-12-12,6.66982
2021-12-13,9.36613
2021-12-14,8.13623
2021-12-15,7.09555
2021-12-16,5.86565
2021-12-17,5.39262
2021-12-18,3.12204
2021-12-19,4.02081
2021-12-20,5.81835
2021-12-21,5.77105
2021-12-22,6.00756
2021-12-23,5.62913
2021-12-24,6.38599
2021-12-25,3.59508
2021-12-26,5.48722
2021-12-27,7.14285
2021-12-28,6.57521
2021-12-29,7.00094
2021-12-30,6.5279
2021-12-31,6.00756
2022-01-01,4.49385
2022-01-02,4.82497
2022-01-03,6.66982
2022-01-04,7.52128
2022-01-05,6.4806
2022-01-06,5.72374
2022-01-07,4.35193
2022-01-08,3.8789
2022-01-09,4.25733
2022-01-10,6.85903
2022-01-11,6.4806
2022-01-12,5.67644
2022-01-13,5.10879
2022-01-14,10.54872
2022-01-15,11.02175
2022-01-16,8.79848
2022-01-17,30.98391
2022-01-18,22.56385
2022-01-19,22.94228
2022-01-20,18.35383
2022-01-21,15.08987
2022-01-22,10.12298
2022-01-23,12.81929
2022-01-24,13.10312
2022-01-25,17.92809
2022-01-26,12.58278
2022-01-27,12.06244
2022-01-28,15.421
2022-01-29,8.65657
2022-01-30,5.96026
2022-01-31,6.33869
2022-02-01,9.93377
2022-02-02,10.83254
2022-02-03,17.40775
2022-02-04,13.05581
2022-02-05,5.96026
2022-02-06,8.89309
2022-02-07,11.77861
2022-02-08,12.39356
2022-02-09,10.73793
2022-02-10,11.68401
2022-02-11,8.32544
2022-02-12,5.67644
2022-02-13,6.95364
2022-02-14,9.69725
2022-02-15,10.59602
2022-02-16,6.90633
2022-02-17,8.18353
2022-02-18,8.65657
2022-02-19,5.2034
2022-02-20,7.19016
2022-02-21,11.96783
2022-02-22,9.12961
2022-02-23,9.17691
2022-02-24,9.22421
2022-02-25,6.62251
2022-02-26,4.39924
2022-02-27,4.63576
2022-02-28,7.99432
2022-03-01,4.96688
2022-03-02,7.56859
2022-03-03,7.00094
2022-03-04,6.14947
2022-03-05,3.40586
2022-03-06,4.21002
2022-03-07,6.00756
2022-03-08,5.58183
2022-03-09,4.30463
2022-03-10,5.72374
2022-03-11,6.19678
2022-03-12,4.91958
2022-03-13,3.9262
2022-03-14,5.67644
2022-03-15,5.62913
2022-03-16,5.72374
2022-03-17,6.33869
2022-03-18,6.90633
2022-03-19,3.9735
2022-03-20,3.83159
2022-03-21,8.13623
2022-03-22,7.23746
2022-03-23,5.91296
2022-03-24,5.72374
2022-03-25,6.00756
2022-03-26,3.78429
2022-03-27,4.06811
2022-03-28,5.10879
2022-03-29,7.19016
2022-03-30,6.95364
2022-03-31,7.04824
2022-04-01,6.38599
2022-04-02,3.59508
2022-04-03,3.68968
2022-04-04,5.96026
2022-04-05,7.33207
2022-04-06,4.96688
2022-04-07,4.16272
2022-04-08,3.73699
2022-04-09,2.55439
2022-04-10,3.21665
2022-04-11,6.5279
2022-04-12,5.81835
2022-04-13,5.01419
2022-04-14,9.64995
2022-04-15,13.43424
2022-04-16,10.59602
2022-04-17,10.12298
2022-04-18,14.66414
2022-04-19,18.0227
2022-04-20,12.48817
2022-04-21,10.21759
2022-04-22,11.30558
2022-04-23,7.56859
2022-04-24,5.39262
2022-04-25,10.02838
2022-04-26,8.04162
2022-04-27,7.33207
2022-04-28,7.56859
2022-04-29,6.71712
2022-04-30,4.54115
2022-05-01,4.25733
2022-05-02,7.09555
2022-05-03,8.9877
2022-05-04,7.8051
2022-05-05,6.14947
2022-05-06,8.9877
2022-05-07,5.1561
2022-05-08,6.10217
2022-05-09,9.93377
2022-05-10,9.22421
2022-05-11,8.04162
2022-05-12,8.46736
2022-05-13,6.38599
2022-05-14,4.25733
2022-05-15,2.88552
2022-05-16,7.56859
2022-05-17,7.66319
2022-05-18,5.62913
2022-05-19,6.14947
2022-05-20,7.19016
2022-05-21,2.98013
2022-05-22,7.04824
2022-05-23,12.81929
2022-05-24,9.035
2022-05-25,9.27152
2022-05-26,16.60359
2022-05-27,25.78051
2022-05-28,12.39356
2022-05-29,7.89971
2022-05-30,15.04257
2022-05-31,13.10312
2022-06-01,11.6367
2022-06-02,13.57615
2022-06-03,17.9754
2022-06-04,9.36613
2022-06-05,8.13623
2022-06-06,11.92052
2022-06-07,18.11731
2022-06-08,23.46263
2022-06-09,17.02932
2022-06-10,15.23178
2022-06-11,8.51466
2022-06-12,9.27152
2022-06-13,14.47492
2022-06-14,16.17786
2022-06-15,17.12393
2022-06-16,21.19205
2022-06-17,18.63765
2022-06-18,12.8666
2022-06-19,12.9139
2022-06-20,22.65846
2022-06-21,18.25922
2022-06-22,18.87417
2022-06-23,16.60359
2022-06-24,14.71144
2022-06-25,10.2649
2022-06-26,8.27814
2022-06-27,16.50898
2022-06-28,19.53642
2022-06-29,18.68495
2022-06-30,16.98202
2022-07-01,14.52223
2022-07-02,7.47398
2022-07-03,14.61684
2022-07-04,21.47587
2022-07-05,18.49574
2022-07-06,17.88079
2022-07-07,16.41438
2022-07-08,19.06338
2022-07-09,9.69725
2022-07-10,12.25165
2022-07-11,17.21854
2022-07-12,20.86092
2022-07-13,59.98107
2022-07-14,75.78051
2022-07-15,41.43803
2022-07-16,29.70671
2022-07-17,22.13812
2022-07-18,42.80983
2022-07-19,32.49763
2022-07-20,27.19962
2022-07-21,27.81456
2022-07-22,21.42857
2022-07-23,12.39356
2022-07-24,15.51561
2022-07-25,35.52507
2022-07-26,29.04446
2022-07-27,27.29422
2022-07-28,23.1788
2022-07-29,21.05014
2022-07-30,13.24503
2022-07-31,15.84673
2022-08-01,26.58467
2022-08-02,25.78051
2022-08-03,24.17218
2022-08-04,19.63103
2022-08-05,19.86754
2022-08-06,12.67738
2022-08-07,12.15704
2022-08-08,22.23273
2022-08-09,16.60359
2022-08-10,20.00946
2022-08-11,17.54966
2022-08-12,17.92809
2022-08-13,9.17691
2022-08-14,13.85998
2022-08-15,14.38032
2022-08-16,22.98959
2022-08-17,20.95553
2022-08-18,18.11731
2022-08-19,17.21854
2022-08-20,11.40018
2022-08-21,14.1911
2022-08-22,35.24124
2022-08-23,26.63197
2022-08-24,21.8543
2022-08-25,44.13434
2022-08-26,42.80983
2022-08-27,16.84011
2022-08-28,21.807
2022-08-29,35.9035
2022-08-30,32.21381
2022-08-31,31.78807
2022-09-01,26.44276
2022-09-02,20.00946
2022-09-03,17.50236
2022-09-04,18.49574
2022-09-05,25.82781
2022-09-06,22.65846
2022-09-07,22.89498
2022-09-08,21.57048
2022-09-09,11.30558
2022-09-10,8.79848
2022-09-11,13.81267
2022-09-12,18.87417
2022-09-13,35.24124
2022-09-14,31.40964
2022-09-15,20.95553
2022-09-16,18.96877
2022-09-17,12.01513
2022-09-18,12.06244
2022-09-19,21.38126
2022-09-20,19.63103
2022-09-21,20.00946
2022-09-22,28.19299
2022-09-23,24.59791
2022-09-24,14.90066
2022-09-25,14.71144
2022-09-26,27.90917
2022-09-27,25.96972
2022-09-28,24.50331
2022-09-29,29.04446
2022-09-30,34.86281
2022-10-01,19.06338
2022-10-02,27.86187
2022-10-03,22.28003
2022-10-04,34.53169
2022-10-05,34.10596
2022-10-06,35.66698
2022-10-07,44.74929
2022-10-08,20.6244
2022-10-09,22.42194
2022-10-10,33.4437
2022-10-11,49.95269
2022-10-12,75.40208
2022-10-13,100.0
2022-10-14,78.47682
2022-10-15,41.15421
2022-10-16,44.37086
2022-10-17,83.96404
2022-10-18,81.17313
2022-10-19,86.84957
2022-10-20,76.30085
2022-10-21,67.50236
2022-10-22,46.64143
2022-10-23,40.96499
2022-10-24,78.94985
2022-10-25,73.69914
2022-10-26,64.00189
2022-10-27,63.57615
2022-10-28,58.46736
2022-10-29,29.37559
2022-10-30,25.6859
2022-10-31,55.2507
2022-11-01,57.99432
2022-11-02,55.2034
2022-11-03,53.8789
2022-11-04,45.60075
2022-11-05,28.2403
2022-11-06,31.07852
2022-11-07,56.57521
2022-11-08,55.39262
2022-11-09,56.5279
2022-11-10,48.10785
2022-11-11,43.47209
2022-11-12,24.21948
2022-11-13,29.6121
2022-11-14,58.70387
2022-11-15,52.45979
2022-11-16,44.46546
2022-11-17,36.09271
2022-11-18,33.58561
2022-11-19,18.49574
2022-11-20,20.00946
2022-11-21,41.48533
2022-11-22,35.33585
2022-11-23,33.01797
2022-11-24,47.68211
2022-11-25,46.40491
2022-11-26,22.42194
2022-11-27,24.64522
2022-11-28,52.17596
2022-11-29,46.263
2022-11-30,41.43803
2022-12-01,38.78902
2022-12-02,30.03784
2022-12-03,14.90066
2022-12-04,17.45506
2022-12-05,31.64616
2022-12-06,27.90917
2022-12-07,29.28098
2022-12-08,29.04446
2022-12-09,27.34153
2022-12-10,15.84673
2022-12-11,15.70482
2022-12-12,29.23368
2022-12-13,26.25354
2022-12-14,21.99621
2022-12-15,26.01702
2022-12-16,20.81362
2022-12-17,10.64333
2022-12-18,14.61684
2022-12-19,23.55723
2022-12-20,22.94228
2022-12-21,20.43519
2022-12-22,16.7928
2022-12-23,17.83349
2022-12-24,11.06906
2022-12-25,10.2649
2022-12-26,23.03689
2022-12-27,20.38789
2022-12-28,19.77294
2022-12-29,18.87417
2022-12-30,17.07663
2022-12-31,12.01513
2023-01-01,13.90728
2023-01-02,25.07095
2023-01-03,22.51655
2023-01-04,19.86754
2023-01-05,21.28666
2023-01-06,20.19867
2023-01-07,11.87322
2023-01-08,12.77199
2023-01-09,20.10406
2023-01-10,24.31409
2023-01-11,21.19205
2023-01-12,17.73888
2023-01-13,23.65184
2023-01-14,14.09649
2023-01-15,10.3595
2023-01-16,23.32071
2023-01-17,22.09082
2023-01-18,19.82024
2023-01-19,18.49574
2023-01-20,19.11069
2023-01-21,11.06906
2023-01-22,10.02838
2023-01-23,9.55534
2023-01-24,12.53547
2023-01-25,25.49668
2023-01-26,20.86092
2023-01-27,15.65752
2023-01-28,11.30558
2023-01-29,11.92052
2023-01-30,22.13812
2023-01-31,19.58372
2023-02-01,17.69157
2023-02-02,16.60359
2023-02-03,14.56953
2023-02-04,9.50804
2023-02-05,8.46736
2023-02-06,18.92147
2023-02-07,16.22516
2023-02-08,14.23841
2023-02-09,11.06906
2023-02-10,12.01513
2023-02-11,8.65657
2023-02-12,7.37937
2023-02-13,15.65752
2023-02-14,14.09649
2023-02-15,14.42762
2023-02-16,11.87322
2023-02-17,8.65657
2023-02-18,6.66982
2023-02-19,6.19678
2023-02-20,12.9139
2023-02-21,13.19772
2023-02-22,13.38694
2023-02-23,11.21097
2023-02-24,11.02175
2023-02-25,6.29139
2023-02-26,7.56859
2023-02-27,11.87322
2023-02-28,11.6367
2023-03-01,6.66982
2023-03-02,8.65657
2023-03-03,9.41343
2023-03-04,5.86565
2023-03-05,5.81835
2023-03-06,10.02838
2023-03-07,8.56196
2023-03-08,10.3122
2023-03-09,9.17691
2023-03-10,9.60264
2023-03-11,5.01419
2023-03-12,4.63576
2023-03-13,9.55534
2023-03-14,9.31882
2023-03-15,9.50804
2023-03-16,7.19016
2023-03-17,6.19678
2023-03-18,4.58845
2023-03-19,4.63576
2023-03-20,8.13623
2023-03-21,9.88647
2023-03-22,7.56859
2023-03-23,8.23084
2023-03-24,9.22421
2023-03-25,5.06149
2023-03-26,4.49385
2023-03-27,8.79848
2023-03-28,7.99432
2023-03-29,7.7105
2023-03-30,6.71712
2023-03-31,7.52128
2023-04-01,3.9735
2023-04-02,5.43992
2023-04-03,6.29139
2023-04-04,8.79848
2023-04-05,7.99432
2023-04-06,7.33207
2023-04-07,6.14947
2023-04-08,3.59508
2023-04-09,4.25733
2023-04-10,6.81173
2023-04-11,7.33207
2023-04-12,7.37937
2023-04-13,5.43992
2023-04-14,6.5279
2023-04-15,3.50047
2023-04-16,4.02081
2023-04-17,6.4333
2023-04-18,8.32544
2023-04-19,5.67644
2023-04-20,5.67644
2023-04-21,5.58183
2023-04-22,2.69631
2023-04-23,4.06811
2023-04-24,7.33207
2023-04-25,7.7105
2023-04-26,5.67644
2023-04-27,5.77105
2023-04-28,5.81835
2023-04-29,3.45316
2023-04-30,3.16934
2023-05-01,5.72374
2023-05-02,6.38599
2023-05-03,5.43992
2023-05-04,6.57521
2023-05-05,3.73699
2023-05-06,3.45316
2023-05-07,3.07473
2023-05-08,6.24408
2023-05-09,6.81173
2023-05-10,6.33869
2023-05-11,6.66982
2023-05-12,5.62913
2023-05-13,3.50047
2023-05-14,3.02743
2023-05-15,5.2507
2023-05-16,7.04824
2023-05-17,5.2034
2023-05-18,5.48722
2023-05-19,5.72374
2023-05-20,1.75023
2023-05-21,3.31125
2023-05-22,6.05487
2023-05-23,6.05487
2023-05-24,5.81835
2023-05-25,6.14947
2023-05-26,5.2034
2023-05-27,2.93282
2023-05-28,3.8789
2023-05-29,3.31125
