date,나스닥ETF
2023-05-29,17.11711
2023-05-30,39.93993
2023-05-31,31.53153
2023-06-01,24.02402
2023-06-02,28.82882
2023-06-03,19.51951
2023-06-04,12.31231
2023-06-05,25.82582
2023-06-06,18.31831
2023-06-07,24.02402
2023-06-08,20.12012
2023-06-09,25.82582
2023-06-10,12.61261
2023-06-11,21.62162
2023-06-12,24.32432
2023-06-13,36.63663
2023-06-14,36.63663
2023-06-15,36.93693
2023-06-16,40.24024
2023-06-17,16.21621
2023-06-18,13.81381
2023-06-19,21.62162
2023-06-20,31.23123
2023-06-21,26.72672
2023-06-22,23.12312
2023-06-23,28.22822
2023-06-24,7.5075
2023-06-25,12.31231
2023-06-26,19.21921
2023-06-27,21.02102
2023-06-28,19.81981
2023-06-29,22.52252
2023-06-30,18.61861
2023-07-01,11.11111
2023-07-02,14.71471
2023-07-03,28.52852
2023-07-04,23.42342
2023-07-05,17.11711
2023-07-06,21.92192
2023-07-07,16.81681
2023-07-08,13.21321
2023-07-09,10.81081
2023-07-10,21.62162
2023-07-11,20.42042
2023-07-12,23.12312
2023-07-13,24.92492
2023-07-14,25.52552
2023-07-15,10.51051
2023-07-16,12.31231
2023-07-17,16.51651
2023-07-18,25.82582
2023-07-19,29.12912
2023-07-20,21.92192
2023-07-21,28.82882
2023-07-22,9.9099
2023-07-23,8.4084
2023-07-24,25.52552
2023-07-25,23.42342
2023-07-26,22.82282
2023-07-27,23.72372
2023-07-28,21.92192
2023-07-29,17.41741
2023-07-30,12.61261
2023-07-31,22.82282
2023-08-01,29.42942
2023-08-02,24.32432
2023-08-03,19.81981
2023-08-04,16.21621
2023-08-05,9.3093
2023-08-06,9.6096
2023-08-07,15.01501
2023-08-08,18.61861
2023-08-09,18.91891
2023-08-10,22.22222
2023-08-11,14.41441
2023-08-12,12.01201
2023-08-13,10.21021
2023-08-14,17.71771
2023-08-15,17.11711
2023-08-16,19.81981
2023-08-17,17.71771
2023-08-18,24.32432
2023-08-19,12.61261
2023-08-20,20.12012
2023-08-21,26.12612
2023-08-22,24.62462
2023-08-23,20.72072
2023-08-24,26.42642
2023-08-25,22.22222
2023-08-26,8.7087
2023-08-27,9.9099
2023-08-28,19.21921
2023-08-29,19.81981
2023-08-30,22.22222
2023-08-31,18.91891
2023-09-01,21.32132
2023-09-02,14.41441
2023-09-03,13.51351
2023-09-04,19.51951
2023-09-05,18.91891
2023-09-06,23.42342
2023-09-07,22.52252
2023-09-08,21.62162
2023-09-09,5.7057
2023-09-10,9.3093
2023-09-11,13.51351
2023-09-12,20.12012
2023-09-13,17.41741
2023-09-14,17.11711
2023-09-15,20.42042
2023-09-16,8.1081
2023-09-17,10.21021
2023-09-18,12.31231
2023-09-19,20.12012
2023-09-20,12.91291
2023-09-21,18.31831
2023-09-22,15.91591
2023-09-23,7.8078
2023-09-24,10.51051
2023-09-25,12.61261
2023-09-26,16.21621
2023-09-27,22.52252
2023-09-28,12.61261
2023-09-29,12.01201
2023-09-30,5.7057
2023-10-01,8.1081
2023-10-02,7.8078
2023-10-03,11.11111
2023-10-04,19.51951
2023-10-05,20.12012
2023-10-06,13.21321
2023-10-07,10.81081
2023-10-08,12.01201
2023-10-09,12.61261
2023-10-10,16.81681
2023-10-11,13.81381
2023-10-12,17.41741
2023-10-13,19.21921
2023-10-14,9.009
2023-10-15,5.7057
2023-10-16,12.61261
2023-10-17,14.71471
2023-10-18,19.21921
2023-10-19,11.71171
2023-10-20,14.41441
2023-10-21,11.41141
2023-10-22,9.9099
2023-10-23,19.21921
2023-10-24,16.81681
2023-10-25,17.71771
2023-10-26,25.22522
2023-10-27,27.62762
2023-10-28,10.81081
2023-10-29,9.3093
2023-10-30,24.62462
2023-10-31,22.82282
2023-11-01,18.61861
2023-11-02,18.01801
2023-11-03,21.62162
2023-11-04,13.21321
2023-11-05,15.01501
2023-11-06,26.72672
2023-11-07,17.11711
2023-11-08,21.02102
2023-11-09,13.51351
2023-11-10,17.71771
2023-11-11,9.3093
2023-11-12,11.71171
2023-11-13,19.21921
2023-11-14,17.71771
2023-11-15,33.33333
2023-11-16,29.72972
2023-11-17,15.31531
2023-11-18,12.01201
2023-11-19,12.31231
2023-11-20,20.72072
2023-11-21,22.52252
2023-11-22,24.92492
2023-11-23,16.51651
2023-11-24,24.62462
2023-11-25,9.9099
2023-11-26,14.41441
2023-11-27,18.01801
2023-11-28,22.52252
2023-11-29,24.92492
2023-11-30,21.02102
2023-12-01,17.11711
2023-12-02,9.3093
2023-12-03,17.41741
2023-12-04,24.02402
2023-12-05,24.32432
2023-12-06,38.73873
2023-12-07,29.12912
2023-12-08,22.52252
2023-12-09,11.71171
2023-12-10,16.51651
2023-12-11,27.62762
2023-12-12,42.34234
2023-12-13,36.63663
2023-12-14,54.05405
2023-12-15,39.63963
2023-12-16,21.02102
2023-12-17,26.12612
2023-12-18,31.53153
2023-12-19,44.44444
2023-12-20,58.85885
2023-12-21,48.34834
2023-12-22,37.83783
2023-12-23,21.92192
2023-12-24,22.22222
2023-12-25,24.32432
2023-12-26,45.94594
2023-12-27,51.65165
2023-12-28,43.24324
2023-12-29,40.24024
2023-12-30,21.02102
2023-12-31,21.32132
2024-01-01,28.52852
2024-01-02,63.36336
2024-01-03,74.17417
2024-01-04,57.35735
2024-01-05,48.64864
2024-01-06,18.61861
2024-01-07,27.32732
2024-01-08,40.54054
2024-01-09,66.36636
2024-01-10,47.44744
2024-01-11,87.98798
2024-01-12,54.65465
2024-01-13,26.12612
2024-01-14,24.32432
2024-01-15,39.93993
2024-01-16,38.73873
2024-01-17,49.24924
2024-01-18,41.44144
2024-01-19,50.45045
2024-01-20,37.23723
2024-01-21,35.13513
2024-01-22,62.16216
2024-01-23,54.35435
2024-01-24,74.17417
2024-01-25,70.27027
2024-01-26,61.56156
2024-01-27,35.13513
2024-01-28,33.03303
2024-01-29,50.45045
2024-01-30,69.96996
2024-01-31,52.55255
2024-02-01,54.95495
2024-02-02,53.75375
2024-02-03,33.33333
2024-02-04,34.83483
2024-02-05,61.56156
2024-02-06,51.65165
2024-02-07,48.64864
2024-02-08,59.75975
2024-02-09,41.74174
2024-02-10,47.74774
2024-02-11,32.73273
2024-02-12,55.25525
2024-02-13,80.18018
2024-02-14,75.67567
2024-02-15,69.06906
2024-02-16,70.27027
2024-02-17,35.43543
2024-02-18,29.12912
2024-02-19,52.85285
2024-02-20,50.15015
2024-02-21,66.06606
2024-02-22,59.45945
2024-02-23,100.0
2024-02-24,46.24624
2024-02-25,40.24024
2024-02-26,65.16516
2024-02-27,64.56456
2024-02-28,61.86186
2024-02-29,58.85885
2024-03-01,48.64864
2024-03-02,53.15315
2024-03-03,49.84984
2024-03-04,83.78378
2024-03-05,84.08408
2024-03-06,64.56456
2024-03-07,57.95795
2024-03-08,72.07207
2024-03-09,30.93093
2024-03-10,33.93393
2024-03-11,62.46246
2024-03-12,65.46546
2024-03-13,75.37537
2024-03-14,51.95195
2024-03-15,45.94594
2024-03-16,24.02402
2024-03-17,27.02702
2024-03-18,45.04504
2024-03-19,44.44444
2024-03-20,56.45645
