date,오늘주식시장
2020-10-23,0.44621
2020-10-24,0.07559
2020-10-25,0.059
2020-10-26,1.14503
2020-10-27,0.66747
2020-10-28,0.55131
2020-10-29,0.93483
2020-10-30,1.18375
2020-10-31,0.14566
2020-11-01,0.08297
2020-11-02,0.614
2020-11-03,0.49599
2020-11-04,0.53656
2020-11-05,0.53656
2020-11-06,0.49968
2020-11-07,0.06453
2020-11-08,0.04978
2020-11-09,0.60109
2020-11-10,1.04731
2020-11-11,0.5089
2020-11-12,0.49599
2020-11-13,0.5089
2020-11-14,0.07559
2020-11-15,0.04425
2020-11-16,0.48677
2020-11-17,0.44805
2020-11-18,0.41118
2020-11-19,0.44805
2020-11-20,0.42224
2020-11-21,0.07006
2020-11-22,0.03687
2020-11-23,0.42408
2020-11-24,0.46834
2020-11-25,0.90164
2020-11-26,0.5089
2020-11-27,0.45543
2020-11-28,0.05162
2020-11-29,0.04794
2020-11-30,0.94036
2020-12-01,0.54209
2020-12-02,0.54578
2020-12-03,100.0
2020-12-04,2.93727
2020-12-05,0.40933
2020-12-06,0.17332
2020-12-07,1.57097
2020-12-08,2.8672
2020-12-09,1.64841
2020-12-10,2.3712
2020-12-11,1.44558
2020-12-12,0.27289
2020-12-13,0.1346
2020-12-14,1.58387
2020-12-15,1.93236
2020-12-16,1.33126
2020-12-17,1.43821
2020-12-18,1.17453
2020-12-19,0.2231
2020-12-20,0.13275
2020-12-21,1.3663
2020-12-22,3.76885
2020-12-23,2.05406
2020-12-24,1.65947
2020-12-25,1.38289
2020-12-26,0.26551
2020-12-27,0.15672
2020-12-28,1.69082
2020-12-29,1.51565
2020-12-30,2.78607
2020-12-31,30.94737
2021-01-01,0.32636
2021-01-02,0.14566
2021-01-03,0.118
2021-01-04,21.18044
2021-01-05,3.24704
2021-01-06,3.06449
2021-01-07,3.02762
2021-01-08,3.22491
2021-01-09,0.45543
2021-01-10,0.2231
2021-01-11,5.21997
2021-01-12,5.29003
2021-01-13,4.02146
2021-01-14,3.31526
2021-01-15,4.87332
2021-01-16,0.59925
2021-01-17,0.24892
2021-01-18,5.22181
2021-01-19,4.0528
2021-01-20,3.57156
2021-01-21,3.47567
2021-01-22,3.40376
2021-01-23,0.49968
2021-01-24,0.34848
2021-01-25,3.38164
2021-01-26,5.54633
2021-01-27,4.19478
2021-01-28,7.64649
2021-01-29,13.00291
2021-01-30,1.11
2021-01-31,0.40749
2021-02-01,4.95998
2021-02-02,3.86473
2021-02-03,3.53837
2021-02-04,4.11918
2021-02-05,3.24888
2021-02-06,0.61584
2021-02-07,0.34848
2021-02-08,3.43511
2021-02-09,3.08293
2021-02-10,3.81863
2021-02-11,2.23476
2021-02-12,0.41671
2021-02-13,0.31345
2021-02-14,0.28026
2021-02-15,3.36504
2021-02-16,2.96308
2021-02-17,3.90161
2021-02-18,4.63915
2021-02-19,3.7836
2021-02-20,0.4794
2021-02-21,0.28395
2021-02-22,3.53652
2021-02-23,3.79282
2021-02-24,8.64586
2021-02-25,4.71291
2021-02-26,6.56046
2021-02-27,0.64166
2021-02-28,0.39643
2021-03-01,2.09278
2021-03-02,3.82601
2021-03-03,3.1825
2021-03-04,4.00118
2021-03-05,3.92742
2021-03-06,0.55315
2021-03-07,0.30976
2021-03-08,4.16712
2021-03-09,4.46952
2021-03-10,3.96245
2021-03-11,3.49227
2021-03-12,3.10506
2021-03-13,0.51074
2021-03-14,0.23417
2021-03-15,3.31526
2021-03-16,2.91145
2021-03-17,3.09584
2021-03-18,3.00918
2021-03-19,3.33738
2021-03-20,0.45727
2021-03-21,0.27289
2021-03-22,3.0313
2021-03-23,3.66744
2021-03-24,3.14562
2021-03-25,3.05712
2021-03-26,2.69756
2021-03-27,0.37061
2021-03-28,0.25445
2021-03-29,2.89117
2021-03-30,2.54452
2021-03-31,2.55006
2021-04-01,2.75841
2021-04-02,2.57218
2021-04-03,0.4333
2021-04-04,0.22495
2021-04-05,2.84692
2021-04-06,2.67544
2021-04-07,3.78176
2021-04-08,2.72153
2021-04-09,2.45233
2021-04-10,0.3282
2021-04-11,0.1936
2021-04-12,2.67728
2021-04-13,2.51133
2021-04-14,2.53346
2021-04-15,2.57587
2021-04-16,2.59984
2021-04-17,0.44621
2021-04-18,0.23232
2021-04-19,2.48552
2021-04-20,2.44311
2021-04-21,5.00239
2021-04-22,2.61643
2021-04-23,2.66622
2021-04-24,0.40933
2021-04-25,0.21204
2021-04-26,2.31957
2021-04-27,2.56665
2021-04-28,4.25563
2021-04-29,3.03315
2021-04-30,3.23597
2021-05-01,0.37614
2021-05-02,0.19913
2021-05-03,3.44064
2021-05-04,2.85245
2021-05-05,3.22675
2021-05-06,2.57771
2021-05-07,2.14809
2021-05-08,0.30976
2021-05-09,0.17332
2021-05-10,2.7031
2021-05-11,4.11549
2021-05-12,5.30663
2021-05-13,5.06693
2021-05-14,3.23413
2021-05-15,0.47202
2021-05-16,0.28764
2021-05-17,3.21753
2021-05-18,2.65147
2021-05-19,3.43142
2021-05-20,3.16037
2021-05-21,2.71232
2021-05-22,0.35402
2021-05-23,0.22126
2021-05-24,3.08478
2021-05-25,2.4173
2021-05-26,2.45233
2021-05-27,2.68466
2021-05-28,2.25135
2021-05-29,0.32083
2021-05-30,0.20282
2021-05-31,2.36198
2021-06-01,2.30667
2021-06-02,2.30851
2021-06-03,2.39148
2021-06-04,2.34354
2021-06-05,0.31898
2021-06-06,0.20098
2021-06-07,2.57771
2021-06-08,2.4763
2021-06-09,2.63487
2021-06-10,2.34354
2021-06-11,2.0264
2021-06-12,0.3153
2021-06-13,0.20282
2021-06-14,2.09647
2021-06-15,1.68528
2021-06-16,1.80145
2021-06-17,1.70557
2021-06-18,1.63919
2021-06-19,0.25998
2021-06-20,0.1641
2021-06-21,1.70188
2021-06-22,1.51012
2021-06-23,1.66316
2021-06-24,1.62812
2021-06-25,1.71294
2021-06-26,0.2397
2021-06-27,0.11063
2021-06-28,1.58756
2021-06-29,1.58572
2021-06-30,1.70925
2021-07-01,1.76457
2021-07-02,1.56359
2021-07-03,0.22679
2021-07-04,0.09956
2021-07-05,1.48615
2021-07-06,1.33679
2021-07-07,1.71294
2021-07-08,2.42652
2021-07-09,2.54821
2021-07-10,0.24707
2021-07-11,0.11247
2021-07-12,1.4548
2021-07-13,1.39211
2021-07-14,1.49721
2021-07-15,1.52118
2021-07-16,1.53962
2021-07-17,0.18807
2021-07-18,0.09403
2021-07-19,1.81989
2021-07-20,1.76273
2021-07-21,1.70741
2021-07-22,1.75166
2021-07-23,1.51381
2021-07-24,0.22126
2021-07-25,0.11616
2021-07-26,1.60231
2021-07-27,1.57097
2021-07-28,1.49352
2021-07-29,1.59862
2021-07-30,1.75351
2021-07-31,0.16779
2021-08-01,0.09403
2021-08-02,1.3497
2021-08-03,1.5304
2021-08-04,1.60969
2021-08-05,1.5304
2021-08-06,1.49905
2021-08-07,0.20835
2021-08-08,0.11431
2021-08-09,1.48799
2021-08-10,1.71663
2021-08-11,1.60784
2021-08-12,1.54884
2021-08-13,2.50212
2021-08-14,0.2526
2021-08-15,0.12169
2021-08-16,14.537
2021-08-17,4.08968
2021-08-18,2.34907
2021-08-19,3.68587
2021-08-20,3.03499
2021-08-21,0.3577
2021-08-22,0.14013
2021-08-23,2.18128
2021-08-24,2.24766
2021-08-25,2.3251
2021-08-26,1.98215
2021-08-27,2.01534
2021-08-28,0.27657
2021-08-29,0.07928
2021-08-30,1.64841
2021-08-31,2.02456
2021-09-01,1.94527
2021-09-02,1.97108
2021-09-03,1.72585
2021-09-04,0.18438
2021-09-05,0.07006
2021-09-06,1.7406
2021-09-07,1.71294
2021-09-08,2.05221
2021-09-09,2.00243
2021-09-10,1.86045
2021-09-11,0.20651
2021-09-12,0.14935
2021-09-13,1.77563
2021-09-14,1.67791
2021-09-15,1.52302
2021-09-16,1.72769
2021-09-17,1.62812
2021-09-18,0.1641
2021-09-19,0.09956
2021-09-20,0.30976
2021-09-21,0.20098
2021-09-22,0.49231
2021-09-23,2.18866
2021-09-24,1.53409
2021-09-25,0.24154
2021-09-26,0.12169
2021-09-27,1.42899
2021-09-28,2.22369
2021-09-29,3.14378
2021-09-30,1.89917
2021-10-01,2.52793
2021-10-02,0.27842
2021-10-03,0.13644
2021-10-04,9.91813
2021-10-05,4.31094
2021-10-06,4.23719
2021-10-07,2.62381
2021-10-08,2.29929
2021-10-09,0.27473
2021-10-10,0.13828
2021-10-11,3.34845
2021-10-12,2.33986
2021-10-13,1.93789
2021-10-14,1.83648
2021-10-15,1.88073
2021-10-16,0.28579
2021-10-17,0.12907
2021-10-18,1.85308
2021-10-19,1.55253
2021-10-20,1.77748
2021-10-21,1.65025
2021-10-22,1.54146
2021-10-23,0.27289
2021-10-24,0.09588
2021-10-25,1.51565
2021-10-26,1.50643
2021-10-27,1.5304
2021-10-28,1.5765
2021-10-29,1.665
2021-10-30,0.19729
2021-10-31,0.11985
2021-11-01,1.34417
2021-11-02,1.53778
2021-11-03,1.8162
2021-11-04,1.63181
2021-11-05,1.44189
2021-11-06,0.18991
2021-11-07,0.118
2021-11-08,1.39211
2021-11-09,1.3792
2021-11-10,1.73323
2021-11-11,1.32942
2021-11-12,1.25198
2021-11-13,0.21757
2021-11-14,0.10325
2021-11-15,1.21879
2021-11-16,1.17269
2021-11-17,1.30361
2021-11-18,48.88261
2021-11-19,1.89548
2021-11-20,0.38905
2021-11-21,0.15672
2021-11-22,1.91392
2021-11-23,1.92867
2021-11-24,1.72032
2021-11-25,1.73138
2021-11-26,2.52055
2021-11-27,0.36139
2021-11-28,0.24154
2021-11-29,2.51687
2021-11-30,3.7836
2021-12-01,2.45602
2021-12-02,2.03746
2021-12-03,1.6816
2021-12-04,0.30423
2021-12-05,0.15857
2021-12-06,1.91946
2021-12-07,1.77563
2021-12-08,1.85861
2021-12-09,1.78854
2021-12-10,1.79038
2021-12-11,0.31345
2021-12-12,0.12722
2021-12-13,1.6521
2021-12-14,1.77748
2021-12-15,1.55437
2021-12-16,1.49905
2021-12-17,1.46402
2021-12-18,0.22126
2021-12-19,0.11063
2021-12-20,2.20894
2021-12-21,1.69819
2021-12-22,1.40317
2021-12-23,1.56359
2021-12-24,1.70741
2021-12-25,0.21573
2021-12-26,0.15119
2021-12-27,1.46771
2021-12-28,1.36076
2021-12-29,1.18744
2021-12-30,1.90102
2021-12-31,21.98436
2022-01-01,0.2397
2022-01-02,0.2987
2022-01-03,48.66873
2022-01-04,2.03562
2022-01-05,4.34966
2022-01-06,3.36689
2022-01-07,1.96371
2022-01-08,0.36508
2022-01-09,0.21573
2022-01-10,2.43389
2022-01-11,2.19419
2022-01-12,2.03746
2022-01-13,1.76088
2022-01-14,1.97661
2022-01-15,0.28579
2022-01-16,0.20651
2022-01-17,2.03931
2022-01-18,2.16838
2022-01-19,2.09462
2022-01-20,1.83464
2022-01-21,2.22554
2022-01-22,0.38167
2022-01-23,0.19729
2022-01-24,2.83954
2022-01-25,3.70984
2022-01-26,2.55559
2022-01-27,4.72028
2022-01-28,3.6029
2022-01-29,0.47571
2022-01-30,0.18991
2022-01-31,0.70251
2022-02-01,0.45174
2022-02-02,0.96987
2022-02-03,3.75594
2022-02-04,2.05406
2022-02-05,0.4204
2022-02-06,0.18991
2022-02-07,1.88442
2022-02-08,1.96002
2022-02-09,1.5765
2022-02-10,1.8457
2022-02-11,1.84754
2022-02-12,0.37061
2022-02-13,0.15304
2022-02-14,2.28823
2022-02-15,2.05406
2022-02-16,1.93789
2022-02-17,2.161
2022-02-18,1.76273
2022-02-19,0.27289
2022-02-20,0.14382
2022-02-21,1.80882
2022-02-22,2.31035
2022-02-23,1.8752
2022-02-24,2.96861
2022-02-25,2.2071
2022-02-26,0.44805
2022-02-27,0.21757
2022-02-28,2.1315
2022-03-01,2.12412
2022-03-02,1.71847
2022-03-03,1.67607
2022-03-04,1.83095
2022-03-05,0.35586
2022-03-06,0.1475
2022-03-07,2.35645
2022-03-08,1.92867
2022-03-09,5.42464
2022-03-10,2.0854
2022-03-11,1.72769
2022-03-12,0.3153
2022-03-13,0.19729
2022-03-14,1.78485
2022-03-15,1.74244
2022-03-16,1.74613
2022-03-17,1.68713
2022-03-18,1.66316
2022-03-19,0.36324
2022-03-20,0.18807
2022-03-21,1.62444
2022-03-22,1.40133
2022-03-23,1.55621
2022-03-24,1.67422
2022-03-25,1.53409
2022-03-26,0.30239
2022-03-27,0.1475
2022-03-28,1.60047
2022-03-29,1.49168
2022-03-30,1.60415
2022-03-31,1.50643
2022-04-01,1.65578
2022-04-02,0.23048
2022-04-03,0.12722
2022-04-04,1.53409
2022-04-05,1.46402
2022-04-06,1.96924
2022-04-07,2.66069
2022-04-08,1.60969
2022-04-09,0.23232
2022-04-10,0.12538
2022-04-11,1.45665
2022-04-12,1.71663
2022-04-13,1.57834
2022-04-14,1.58018
2022-04-15,1.46955
2022-04-16,0.27657
2022-04-17,0.12169
2022-04-18,1.51381
2022-04-19,1.3958
2022-04-20,1.41977
2022-04-21,1.56175
2022-04-22,1.59125
2022-04-23,0.28579
2022-04-24,0.12907
2022-04-25,2.24397
2022-04-26,1.48799
2022-04-27,2.27901
2022-04-28,1.58572
2022-04-29,1.43636
2022-04-30,0.27473
2022-05-01,0.13091
2022-05-02,1.75535
2022-05-03,1.54146
2022-05-04,1.51934
2022-05-05,1.83648
2022-05-06,2.97414
2022-05-07,0.32451
2022-05-08,0.14013
2022-05-09,2.42099
2022-05-10,2.9133
2022-05-11,1.70925
2022-05-12,2.78238
2022-05-13,2.01349
2022-05-14,0.29501
2022-05-15,0.16779
2022-05-16,1.67238
2022-05-17,1.67975
2022-05-18,1.64288
2022-05-19,2.27532
2022-05-20,1.79592
2022-05-21,0.34664
2022-05-22,0.20098
2022-05-23,1.68344
2022-05-24,2.26057
2022-05-25,1.71294
2022-05-26,1.72585
2022-05-27,1.64841
2022-05-28,0.25076
2022-05-29,0.14013
2022-05-30,1.61706
2022-05-31,1.80145
2022-06-01,7.78662
2022-06-02,2.07065
2022-06-03,1.66316
2022-06-04,0.27842
2022-06-05,0.13644
2022-06-06,0.96618
2022-06-07,2.30482
2022-06-08,1.74613
2022-06-09,1.8623
2022-06-10,1.80698
2022-06-11,0.30792
2022-06-12,0.1475
2022-06-13,5.15912
2022-06-14,3.17512
2022-06-15,3.07187
2022-06-16,2.65516
2022-06-17,2.86536
2022-06-18,0.37983
2022-06-19,0.2231
2022-06-20,3.41483
2022-06-21,2.42652
2022-06-22,3.48858
2022-06-23,3.31341
2022-06-24,2.71969
2022-06-25,0.40011
2022-06-26,0.21204
2022-06-27,2.5058
2022-06-28,2.26241
2022-06-29,2.13519
2022-06-30,2.27901
2022-07-01,2.42283
2022-07-02,0.3577
2022-07-03,0.16963
2022-07-04,2.27348
2022-07-05,2.19972
2022-07-06,2.35829
2022-07-07,2.16653
2022-07-08,1.86414
2022-07-09,0.25998
2022-07-10,0.17701
2022-07-11,1.94158
2022-07-12,2.09093
2022-07-13,2.07987
2022-07-14,1.86414
2022-07-15,1.85861
2022-07-16,0.26367
2022-07-17,0.13828
2022-07-18,2.11859
2022-07-19,1.77379
2022-07-20,1.92683
2022-07-21,1.85676
2022-07-22,1.74613
2022-07-23,0.27473
2022-07-24,0.12722
2022-07-25,1.59494
2022-07-26,1.46771
2022-07-27,1.50827
2022-07-28,1.40686
2022-07-29,1.15241
2022-07-30,0.22126
2022-07-31,0.09219
2022-08-01,1.15056
2022-08-02,1.17085
2022-08-03,1.27226
2022-08-04,1.28701
2022-08-05,1.28885
2022-08-06,0.23232
2022-08-07,0.12907
2022-08-08,1.22248
2022-08-09,1.39764
2022-08-10,1.25566
2022-08-11,1.21141
2022-08-12,1.30176
2022-08-13,0.24523
2022-08-14,0.14382
2022-08-15,1.04731
2022-08-16,1.41424
2022-08-17,1.47324
2022-08-18,1.21694
2022-08-19,1.23354
2022-08-20,0.19913
2022-08-21,0.118
2022-08-22,1.30361
2022-08-23,1.29623
2022-08-24,1.30914
2022-08-25,1.28517
2022-08-26,1.22616
2022-08-27,0.25445
2022-08-28,0.1051
2022-08-29,2.00059
2022-08-30,1.31098
2022-08-31,1.30361
2022-09-01,1.62997
2022-09-02,1.26488
2022-09-03,0.20098
2022-09-04,0.118
2022-09-05,1.12844
2022-09-06,1.37183
2022-09-07,1.41792
2022-09-08,1.59494
2022-09-09,1.03256
2022-09-10,0.13644
2022-09-11,0.17516
2022-09-12,1.22063
2022-09-13,1.82173
2022-09-14,2.04853
2022-09-15,1.43452
2022-09-16,1.46771
2022-09-17,0.2526
2022-09-18,0.12907
2022-09-19,1.59125
2022-09-20,1.20588
2022-09-21,1.49537
2022-09-22,1.54331
2022-09-23,1.65578
2022-09-24,0.2692
2022-09-25,0.10878
2022-09-26,2.79898
2022-09-27,2.06512
2022-09-28,3.02577
2022-09-29,1.88258
2022-09-30,1.82173
2022-10-01,0.29317
2022-10-02,0.09034
2022-10-03,0.64903
2022-10-04,1.67975
2022-10-05,1.65394
2022-10-06,1.37736
2022-10-07,1.547
2022-10-08,0.24154
2022-10-09,0.07744
2022-10-10,1.12659
2022-10-11,1.7867
2022-10-12,1.47508
2022-10-13,1.48246
2022-10-14,1.66131
2022-10-15,0.28211
2022-10-16,0.14197
2022-10-17,1.67053
2022-10-18,1.58018
2022-10-19,1.56175
2022-10-20,1.43452
2022-10-21,1.35708
2022-10-22,0.2231
2022-10-23,0.12538
2022-10-24,1.30729
2022-10-25,1.41608
2022-10-26,1.36814
2022-10-27,1.4253
2022-10-28,1.38105
2022-10-29,0.24338
2022-10-30,0.14013
2022-10-31,1.34417
2022-11-01,1.34417
2022-11-02,1.42161
2022-11-03,1.36814
2022-11-04,1.27042
2022-11-05,0.2231
2022-11-06,0.14013
2022-11-07,1.12659
2022-11-08,1.2151
2022-11-09,1.24091
2022-11-10,1.3497
2022-11-11,2.16653
2022-11-12,0.34664
2022-11-13,0.17147
2022-11-14,1.55253
2022-11-15,1.46402
2022-11-16,1.59125
2022-11-17,37.0358
2022-11-18,1.60415
2022-11-19,0.31345
2022-11-20,0.17701
2022-11-21,1.60415
2022-11-22,1.43821
2022-11-23,1.30545
2022-11-24,1.27779
2022-11-25,1.18007
2022-11-26,0.20835
2022-11-27,0.1346
2022-11-28,1.37367
2022-11-29,1.21141
2022-11-30,1.14872
2022-12-01,1.32204
2022-12-02,1.35339
2022-12-03,0.23601
2022-12-04,0.10325
2022-12-05,1.19666
2022-12-06,1.34417
2022-12-07,1.20957
2022-12-08,1.27964
2022-12-09,1.18007
2022-12-10,0.23785
2022-12-11,0.118
2022-12-12,1.15056
2022-12-13,1.14688
2022-12-14,1.28885
2022-12-15,1.21326
2022-12-16,1.15425
2022-12-17,0.17147
2022-12-18,0.09956
2022-12-19,0.98093
2022-12-20,1.04546
2022-12-21,1.02518
2022-12-22,1.02149
2022-12-23,2.68835
2022-12-24,0.21941
2022-12-25,0.0885
2022-12-26,1.20404
2022-12-27,0.8832
2022-12-28,1.38289
2022-12-29,1.75535
2022-12-30,29.72489
2022-12-31,0.23417
2023-01-01,0.16041
2023-01-02,14.71401
2023-01-03,1.19113
2023-01-04,1.31282
2023-01-05,1.08419
2023-01-06,1.05653
2023-01-07,0.21941
2023-01-08,0.09772
2023-01-09,1.26304
2023-01-10,1.23354
2023-01-11,1.10078
2023-01-12,1.10078
2023-01-13,1.00121
2023-01-14,0.21941
2023-01-15,0.11063
2023-01-16,0.8832
2023-01-17,1.03256
2023-01-18,0.98462
2023-01-19,0.9293
2023-01-20,1.41239
2023-01-21,0.19729
2023-01-22,0.05162
2023-01-23,0.28026
2023-01-24,0.62875
2023-01-25,1.48062
2023-01-26,1.13397
2023-01-27,1.14872
2023-01-28,0.25629
2023-01-29,0.09956
2023-01-30,1.34601
2023-01-31,1.16716
2023-02-01,1.06575
2023-02-02,1.0344
2023-02-03,1.04731
2023-02-04,0.19176
2023-02-05,0.12907
2023-02-06,1.03071
2023-02-07,0.91086
2023-02-08,0.96987
2023-02-09,0.96249
2023-02-10,0.96987
2023-02-11,0.17516
2023-02-12,0.06084
2023-02-13,0.91455
2023-02-14,0.96065
2023-02-15,1.20219
2023-02-16,1.04915
2023-02-17,1.06575
2023-02-18,0.15488
2023-02-19,0.07559
2023-02-20,0.97171
2023-02-21,0.91639
2023-02-22,1.1856
2023-02-23,0.89427
2023-02-24,0.94221
2023-02-25,0.18623
2023-02-26,0.09403
2023-02-27,0.94405
2023-02-28,1.00121
2023-03-01,0.85186
2023-03-02,1.04362
2023-03-03,0.94405
2023-03-04,0.15672
2023-03-05,0.09588
2023-03-06,1.0344
2023-03-07,1.06759
2023-03-08,1.08419
2023-03-09,1.22985
2023-03-10,1.17822
2023-03-11,0.17147
2023-03-12,0.09956
2023-03-13,1.20035
2023-03-14,2.09278
2023-03-15,1.35339
2023-03-16,1.22985
2023-03-17,1.15978
2023-03-18,0.24154
2023-03-19,0.1346
2023-03-20,1.01043
2023-03-21,1.01228
2023-03-22,1.02149
2023-03-23,1.35708
2023-03-24,1.08787
2023-03-25,0.22863
2023-03-26,0.10878
2023-03-27,1.11184
2023-03-28,1.09709
2023-03-29,1.11
2023-03-30,1.04362
2023-03-31,1.03071
2023-04-01,0.20282
2023-04-02,0.10141
2023-04-03,1.18929
2023-04-04,1.10816
2023-04-05,1.11553
2023-04-06,1.27595
2023-04-07,1.09525
2023-04-08,0.15119
2023-04-09,0.12169
2023-04-10,1.14872
2023-04-11,1.12475
2023-04-12,1.21326
2023-04-13,1.16347
2023-04-14,1.0639
2023-04-15,0.17516
2023-04-16,0.08112
2023-04-17,1.12844
2023-04-18,1.05468
2023-04-19,1.00306
2023-04-20,1.61337
2023-04-21,1.35523
2023-04-22,0.16963
2023-04-23,0.09403
2023-04-24,1.21694
2023-04-25,2.12228
2023-04-26,1.23723
2023-04-27,1.04731
2023-04-28,1.06759
2023-04-29,0.13644
2023-04-30,0.09219
2023-05-01,26.05561
2023-05-02,1.17453
2023-05-03,1.22985
2023-05-04,1.05284
2023-05-05,0.77995
2023-05-06,0.17885
2023-05-07,0.09588
2023-05-08,1.13397
2023-05-09,1.13581
2023-05-10,0.92746
2023-05-11,0.93852
2023-05-12,0.84817
2023-05-13,0.14197
2023-05-14,0.07928
2023-05-15,1.1395
2023-05-16,0.89058
2023-05-17,0.80207
2023-05-18,0.82789
2023-05-19,0.79839
2023-05-20,0.12169
2023-05-21,0.07006
2023-05-22,0.77073
2023-05-23,0.71541
2023-05-24,0.7652
2023-05-25,0.72094
2023-05-26,0.80023
2023-05-27,0.10325
2023-05-28,0.08666
2023-05-29,5.95198
