date,신차할부금리
2020-09-28,2.77777
2020-09-29,2.29468
2020-09-30,0.84541
2020-10-01,1.81159
2020-10-02,0.72463
2020-10-03,1.69082
2020-10-04,1.81159
2020-10-05,1.81159
2020-10-06,2.89855
2020-10-07,0.84541
2020-10-08,2.17391
2020-10-09,0.96618
2020-10-10,2.05314
2020-10-11,2.89855
2020-10-12,3.14009
2020-10-13,1.81159
2020-10-14,1.44927
2020-10-15,1.93236
2020-10-16,1.57004
2020-10-17,2.05314
2020-10-18,2.05314
2020-10-19,2.657
2020-10-20,2.53623
2020-10-21,1.81159
2020-10-22,3.38164
2020-10-23,2.41545
2020-10-24,0.60386
2020-10-25,1.3285
2020-10-26,1.20772
2020-10-27,1.93236
2020-10-28,2.17391
2020-10-29,1.81159
2020-10-30,0.72463
2020-10-31,1.44927
2020-11-01,1.81159
2020-11-02,2.89855
2020-11-03,2.77777
2020-11-04,1.81159
2020-11-05,2.05314
2020-11-06,1.81159
2020-11-07,0.60386
2020-11-08,1.08695
2020-11-09,0.72463
2020-11-10,0.96618
2020-11-11,2.29468
2020-11-12,2.29468
2020-11-13,1.20772
2020-11-14,1.20772
2020-11-15,1.08695
2020-11-16,1.20772
2020-11-17,1.08695
2020-11-18,1.20772
2020-11-19,0.96618
2020-11-20,0.84541
2020-11-21,0.96618
2020-11-22,1.08695
2020-11-23,0.72463
2020-11-24,0.84541
2020-11-25,2.29468
2020-11-26,1.20772
2020-11-27,0.96618
2020-11-28,0.84541
2020-11-29,0.60386
2020-11-30,2.29468
2020-12-01,0.72463
2020-12-02,1.69082
2020-12-03,0.84541
2020-12-04,1.20772
2020-12-05,0.84541
2020-12-06,1.08695
2020-12-07,0.96618
2020-12-08,2.17391
2020-12-09,2.17391
2020-12-10,0.84541
2020-12-11,2.05314
2020-12-12,0.72463
2020-12-13,0.96618
2020-12-14,0.84541
2020-12-15,1.57004
2020-12-16,0.72463
2020-12-17,1.08695
2020-12-18,1.08695
2020-12-19,1.08695
2020-12-20,0.60386
2020-12-21,1.44927
2020-12-22,1.57004
2020-12-23,0.72463
2020-12-24,1.08695
2020-12-25,0.72463
2020-12-26,0.84541
2020-12-27,0.72463
2020-12-28,2.41545
2020-12-29,1.57004
2020-12-30,1.08695
2020-12-31,0.84541
2021-01-01,1.93236
2021-01-04,2.657
2021-01-05,2.77777
2021-01-06,1.69082
2021-01-07,1.3285
2021-01-08,0.96618
2021-01-09,1.08695
2021-01-10,1.3285
2021-01-11,2.17391
2021-01-12,3.38164
2021-01-13,1.93236
2021-01-14,1.3285
2021-01-15,1.93236
2021-01-16,0.96618
2021-01-17,1.08695
2021-01-18,1.20772
2021-01-19,1.81159
2021-01-20,2.53623
2021-01-21,3.50241
2021-01-22,1.3285
2021-01-23,1.44927
2021-01-24,0.96618
2021-01-25,2.89855
2021-01-26,1.69082
2021-01-27,1.57004
2021-01-28,2.05314
2021-01-29,0.84541
2021-01-30,0.96618
2021-01-31,1.93236
2021-02-01,2.41545
2021-02-02,2.29468
2021-02-03,1.57004
2021-02-04,1.69082
2021-02-05,2.05314
2021-02-06,2.05314
2021-02-07,1.44927
2021-02-08,1.93236
2021-02-09,1.81159
2021-02-10,1.44927
2021-02-11,1.69082
2021-02-12,1.08695
2021-02-13,0.96618
2021-02-14,1.69082
2021-02-15,2.53623
2021-02-16,1.93236
2021-02-17,2.05314
2021-02-18,2.17391
2021-02-19,1.81159
2021-02-20,1.20772
2021-02-21,0.96618
2021-02-22,1.69082
2021-02-23,2.41545
2021-02-25,1.81159
2021-02-26,1.81159
2021-02-27,1.3285
2021-02-28,1.20772
2021-03-01,1.3285
2021-03-02,1.93236
2021-03-03,1.81159
2021-03-04,2.29468
2021-03-05,1.69082
2021-03-06,1.57004
2021-03-07,1.20772
2021-03-08,1.93236
2021-03-09,1.93236
2021-03-10,0.84541
2021-03-11,1.44927
2021-03-12,0.72463
2021-03-15,1.08695
2021-03-16,1.44927
2021-03-17,2.77777
2021-03-18,0.60386
2021-03-19,1.44927
2021-03-20,0.72463
2021-03-21,0.84541
2021-03-22,2.41545
2021-03-23,1.08695
2021-03-24,1.81159
2021-03-25,1.08695
2021-03-26,1.20772
2021-03-27,1.57004
2021-03-28,0.72463
2021-03-29,1.20772
2021-03-30,2.29468
2021-03-31,1.08695
2021-04-01,1.20772
2021-04-02,0.72463
2021-04-03,1.3285
2021-04-04,0.84541
2021-04-05,1.44927
2021-04-06,1.08695
2021-04-07,1.44927
2021-04-08,1.81159
2021-04-09,2.29468
2021-04-10,0.96618
2021-04-11,1.93236
2021-04-12,2.657
2021-04-13,1.44927
2021-04-14,1.93236
2021-04-15,3.26086
2021-04-16,0.60386
2021-04-17,2.17391
2021-04-18,0.60386
2021-04-19,1.08695
2021-04-20,2.17391
2021-04-21,1.93236
2021-04-22,1.20772
2021-04-23,2.05314
2021-04-24,0.72463
2021-04-25,0.96618
2021-04-26,2.17391
2021-04-27,2.53623
2021-04-28,0.60386
2021-04-30,0.84541
2021-05-01,1.08695
2021-05-02,0.60386
2021-05-03,1.3285
2021-05-04,0.72463
2021-05-06,1.44927
2021-05-07,1.20772
2021-05-09,0.72463
2021-05-10,0.84541
2021-05-11,0.72463
2021-05-12,0.60386
2021-05-13,1.44927
2021-05-15,0.84541
2021-05-16,0.60386
2021-05-17,1.57004
2021-05-18,1.44927
2021-05-19,1.69082
2021-05-20,0.84541
2021-05-21,0.96618
2021-05-22,1.08695
2021-05-23,1.69082
2021-05-24,0.72463
2021-05-25,1.69082
2021-05-26,2.17391
2021-05-27,2.05314
2021-05-28,0.60386
2021-05-30,1.3285
2021-05-31,1.69082
2021-06-01,0.60386
2021-06-02,0.72463
2021-06-03,1.3285
2021-06-04,0.96618
2021-06-06,0.72463
2021-06-07,1.93236
2021-06-09,0.60386
2021-06-10,0.60386
2021-06-12,1.20772
2021-06-13,1.81159
2021-06-14,0.96618
2021-06-15,0.84541
2021-06-16,1.20772
2021-06-17,1.93236
2021-06-18,0.96618
2021-06-19,0.72463
2021-06-20,1.08695
2021-06-21,3.14009
2021-06-22,1.81159
2021-06-23,1.44927
2021-06-24,1.44927
2021-06-27,0.84541
2021-06-28,0.84541
2021-06-29,1.81159
2021-06-30,1.08695
2021-07-01,1.20772
2021-07-02,0.72463
2021-07-03,0.72463
2021-07-04,1.20772
2021-07-05,0.60386
2021-07-06,2.53623
2021-07-07,1.3285
2021-07-08,0.96618
2021-07-09,1.20772
2021-07-10,1.44927
2021-07-11,0.84541
2021-07-12,1.44927
2021-07-13,1.69082
2021-07-14,1.20772
2021-07-15,2.05314
2021-07-16,1.81159
2021-07-17,0.96618
2021-07-18,0.60386
2021-07-19,0.60386
2021-07-20,1.57004
2021-07-21,0.72463
2021-07-22,0.72463
2021-07-23,0.72463
2021-07-24,0.96618
2021-07-25,0.84541
2021-07-26,1.08695
2021-07-27,0.60386
2021-07-28,1.57004
2021-07-29,1.08695
2021-07-30,0.84541
2021-07-31,1.57004
2021-08-01,0.96618
2021-08-02,1.08695
2021-08-03,2.05314
2021-08-04,1.44927
2021-08-05,1.08695
2021-08-06,0.96618
2021-08-07,0.84541
2021-08-08,1.08695
2021-08-09,1.69082
2021-08-10,1.69082
2021-08-11,2.657
2021-08-12,0.60386
2021-08-13,1.44927
2021-08-14,1.3285
2021-08-15,1.20772
2021-08-16,1.20772
2021-08-17,2.657
2021-08-18,1.57004
2021-08-19,0.96618
2021-08-20,1.20772
2021-08-21,1.3285
2021-08-23,2.05314
2021-08-24,2.657
2021-08-25,2.17391
2021-08-26,0.96618
2021-08-27,2.17391
2021-08-29,0.60386
2021-08-30,1.57004
2021-08-31,2.89855
2021-09-01,2.53623
2021-09-02,1.81159
2021-09-03,2.29468
2021-09-04,0.96618
2021-09-05,0.72463
2021-09-06,1.69082
2021-09-07,3.26086
2021-09-08,2.05314
2021-09-09,1.93236
2021-09-10,2.41545
2021-09-11,0.72463
2021-09-12,1.3285
2021-09-13,2.05314
2021-09-14,1.93236
2021-09-15,1.69082
2021-09-16,1.08695
2021-09-17,1.69082
2021-09-18,0.96618
2021-09-19,1.08695
2021-09-20,0.72463
2021-09-21,0.84541
2021-09-22,0.96618
2021-09-23,0.72463
2021-09-24,2.05314
2021-09-25,0.96618
2021-09-26,1.3285
2021-09-27,1.81159
2021-09-28,1.81159
2021-09-29,1.20772
2021-09-30,1.08695
2021-10-01,1.08695
2021-10-02,1.20772
2021-10-03,0.60386
2021-10-05,1.44927
2021-10-06,2.77777
2021-10-07,2.41545
2021-10-08,1.3285
2021-10-10,0.96618
2021-10-12,1.57004
2021-10-13,2.41545
2021-10-14,0.72463
2021-10-15,0.72463
2021-10-16,0.84541
2021-10-17,1.3285
2021-10-18,1.44927
2021-10-19,2.29468
2021-10-20,1.69082
2021-10-21,1.81159
2021-10-22,1.44927
2021-10-23,0.96618
2021-10-24,1.44927
2021-10-25,0.84541
2021-10-26,2.77777
2021-10-27,0.84541
2021-10-28,1.20772
2021-10-29,0.72463
2021-10-30,0.72463
2021-10-31,0.72463
2021-11-01,0.60386
2021-11-02,1.57004
2021-11-03,1.3285
2021-11-04,1.69082
2021-11-05,1.69082
2021-11-07,1.08695
2021-11-08,1.3285
2021-11-09,0.72463
2021-11-10,0.84541
2021-11-11,0.96618
2021-11-12,0.84541
2021-11-14,0.84541
2021-11-15,2.05314
2021-11-16,1.20772
2021-11-18,1.20772
2021-11-19,1.08695
2021-11-20,0.84541
2021-11-22,1.93236
2021-11-23,1.57004
2021-11-24,1.20772
2021-11-25,1.3285
2021-11-26,0.84541
2021-11-29,1.57004
2021-11-30,1.69082
2021-12-01,1.20772
2021-12-02,0.84541
2021-12-03,1.3285
2021-12-04,0.60386
2021-12-06,1.3285
2021-12-07,1.20772
2021-12-08,1.57004
2021-12-09,2.89855
2021-12-10,1.57004
2021-12-11,1.08695
2021-12-12,1.3285
2021-12-13,0.60386
2021-12-14,1.93236
2021-12-15,2.29468
2021-12-16,1.93236
2021-12-17,0.84541
2021-12-18,0.96618
2021-12-19,0.60386
2021-12-20,1.93236
2021-12-21,1.08695
2021-12-22,0.84541
2021-12-23,1.44927
2021-12-24,1.08695
2021-12-25,1.3285
2021-12-26,0.72463
2021-12-27,1.69082
2021-12-28,2.05314
2021-12-29,1.81159
2021-12-30,1.69082
2021-12-31,0.72463
2022-01-01,1.93236
2022-01-02,0.72463
2022-01-03,1.08695
2022-01-04,1.20772
2022-01-05,1.93236
2022-01-06,1.44927
2022-01-07,0.60386
2022-01-08,1.44927
2022-01-09,1.93236
2022-01-10,2.17391
2022-01-11,2.17391
2022-01-12,2.17391
2022-01-13,0.96618
2022-01-14,1.44927
2022-01-15,1.93236
2022-01-16,1.20772
2022-01-17,1.81159
2022-01-18,1.3285
2022-01-19,3.38164
2022-01-20,1.20772
2022-01-21,1.69082
2022-01-22,0.84541
2022-01-23,1.20772
2022-01-24,0.96618
2022-01-25,1.57004
2022-01-26,1.57004
2022-01-27,1.93236
2022-01-28,0.96618
2022-01-30,0.72463
2022-01-31,0.60386
2022-02-01,1.20772
2022-02-02,1.44927
2022-02-03,3.26086
2022-02-04,1.81159
2022-02-05,0.96618
2022-02-06,0.60386
2022-02-07,1.44927
2022-02-08,1.08695
2022-02-09,0.96618
2022-02-10,1.81159
2022-02-11,1.81159
2022-02-12,1.08695
2022-02-14,1.44927
2022-02-16,1.93236
2022-02-17,2.17391
2022-02-18,1.81159
2022-02-19,0.72463
2022-02-20,0.96618
2022-02-21,1.93236
2022-02-22,1.81159
2022-02-23,1.08695
2022-02-24,0.96618
2022-02-25,0.96618
2022-02-26,0.96618
2022-02-27,1.44927
2022-02-28,0.96618
2022-03-01,0.84541
2022-03-02,0.96618
2022-03-03,1.44927
2022-03-04,1.57004
2022-03-05,1.20772
2022-03-06,1.57004
2022-03-07,0.96618
2022-03-08,0.60386
2022-03-09,0.72463
2022-03-10,1.3285
2022-03-11,0.72463
2022-03-12,0.84541
2022-03-13,0.84541
2022-03-14,1.08695
2022-03-15,1.20772
2022-03-16,1.57004
2022-03-17,1.3285
2022-03-18,1.93236
2022-03-19,1.3285
2022-03-20,1.20772
2022-03-21,1.81159
2022-03-22,1.81159
2022-03-23,1.57004
2022-03-24,2.17391
2022-03-25,1.20772
2022-03-26,0.96618
2022-03-27,1.44927
2022-03-28,2.17391
2022-03-29,1.69082
2022-03-30,0.60386
2022-03-31,1.20772
2022-04-01,1.08695
2022-04-02,1.08695
2022-04-03,0.96618
2022-04-04,1.93236
2022-04-05,1.20772
2022-04-07,1.69082
2022-04-08,2.89855
2022-04-09,1.3285
2022-04-10,0.60386
2022-04-11,0.72463
2022-04-12,2.29468
2022-04-13,2.17391
2022-04-14,2.657
2022-04-15,1.3285
2022-04-16,1.57004
2022-04-17,0.84541
2022-04-18,2.29468
2022-04-19,1.57004
2022-04-20,2.53623
2022-04-21,1.81159
2022-04-22,1.57004
2022-04-23,2.41545
2022-04-24,1.93236
2022-04-25,2.05314
2022-04-26,2.29468
2022-04-27,1.44927
2022-04-28,1.3285
2022-04-29,2.41545
2022-05-01,1.3285
2022-05-02,1.3285
2022-05-03,2.41545
2022-05-04,1.69082
2022-05-05,0.60386
2022-05-06,1.08695
2022-05-07,0.84541
2022-05-08,0.96618
2022-05-09,2.05314
2022-05-10,0.72463
2022-05-11,1.44927
2022-05-12,1.81159
2022-05-15,0.60386
2022-05-16,1.08695
2022-05-17,1.3285
2022-05-18,1.20772
2022-05-19,1.08695
2022-05-20,1.08695
2022-05-21,0.96618
2022-05-22,1.57004
2022-05-23,2.77777
2022-05-24,2.41545
2022-05-25,2.17391
2022-05-26,3.26086
2022-05-27,1.3285
2022-05-28,0.96618
2022-05-29,1.08695
2022-05-30,2.657
2022-05-31,1.69082
2022-06-01,1.93236
2022-06-02,1.57004
2022-06-03,1.08695
2022-06-04,0.84541
2022-06-05,1.57004
2022-06-07,2.41545
2022-06-08,1.20772
2022-06-09,2.17391
2022-06-10,2.53623
2022-06-11,1.20772
2022-06-12,0.96618
2022-06-13,2.29468
2022-06-14,1.3285
2022-06-15,2.77777
2022-06-16,4.34782
2022-06-17,3.38164
2022-06-18,0.96618
2022-06-19,2.17391
2022-06-20,4.95169
2022-06-21,2.657
2022-06-22,3.14009
2022-06-23,3.38164
2022-06-24,2.17391
2022-06-25,1.08695
2022-06-26,1.57004
2022-06-27,2.17391
2022-06-28,3.50241
2022-06-29,2.77777
2022-06-30,3.62318
2022-07-01,3.38164
2022-07-02,2.41545
2022-07-03,3.38164
2022-07-04,6.64251
2022-07-05,5.43478
2022-07-06,4.58937
2022-07-07,3.01932
2022-07-08,3.62318
2022-07-09,3.50241
2022-07-10,3.50241
2022-07-11,3.26086
2022-07-12,4.10628
2022-07-13,5.67632
2022-07-14,5.19323
2022-07-15,4.58937
2022-07-16,2.05314
2022-07-17,2.29468
2022-07-18,4.34782
2022-07-19,5.314
2022-07-20,3.38164
2022-07-21,5.43478
2022-07-22,4.95169
2022-07-23,2.41545
2022-07-24,3.26086
2022-07-25,5.19323
2022-07-26,5.43478
2022-07-27,5.55555
2022-07-28,3.9855
2022-07-29,5.91787
2022-07-30,2.17391
2022-07-31,2.17391
2022-08-01,6.28019
2022-08-02,5.55555
2022-08-03,3.86473
2022-08-04,5.91787
2022-08-05,3.14009
2022-08-06,2.657
2022-08-07,2.53623
2022-08-08,7.60869
2022-08-09,4.10628
2022-08-10,7.00483
2022-08-11,4.58937
2022-08-12,4.10628
2022-08-13,3.62318
2022-08-14,2.657
2022-08-15,3.01932
2022-08-16,6.03864
2022-08-17,4.83091
2022-08-18,6.64251
2022-08-19,4.10628
2022-08-20,2.41545
2022-08-21,3.86473
2022-08-22,6.64251
2022-08-23,4.46859
2022-08-24,7.00483
2022-08-25,5.55555
2022-08-26,7.24637
2022-08-27,4.22705
2022-08-28,5.19323
2022-08-29,7.72946
2022-08-30,6.64251
2022-08-31,5.91787
2022-09-01,5.67632
2022-09-02,4.71014
2022-09-03,2.89855
2022-09-04,4.34782
2022-09-05,5.7971
2022-09-06,5.314
2022-09-07,4.83091
2022-09-08,5.55555
2022-09-09,2.41545
2022-09-10,3.86473
2022-09-11,4.46859
2022-09-12,4.34782
2022-09-13,5.67632
2022-09-14,9.54106
2022-09-15,6.64251
2022-09-16,5.91787
2022-09-17,5.67632
2022-09-18,3.01932
2022-09-19,7.85024
2022-09-20,5.91787
2022-09-21,6.88405
2022-09-22,8.09178
2022-09-23,9.17874
2022-09-24,4.83091
2022-09-25,6.28019
2022-09-26,9.7826
2022-09-27,10.2657
2022-09-28,6.88405
2022-09-29,11.71497
2022-09-30,6.76328
2022-10-01,3.62318
2022-10-02,5.07246
2022-10-03,5.67632
2022-10-04,10.62801
2022-10-05,10.02415
2022-10-06,9.7826
2022-10-07,6.76328
2022-10-08,2.89855
2022-10-09,6.15942
2022-10-10,5.67632
2022-10-11,13.52657
2022-10-12,10.14492
2022-10-13,13.64734
2022-10-14,9.66183
2022-10-15,4.58937
2022-10-16,6.76328
2022-10-17,12.19806
2022-10-18,13.40579
2022-10-19,11.95652
2022-10-20,14.13043
2022-10-21,9.17874
2022-10-22,7.24637
2022-10-23,6.88405
2022-10-24,10.86956
2022-10-25,10.62801
2022-10-26,11.71497
2022-10-27,11.83574
2022-10-28,10.38647
2022-10-29,9.54106
2022-10-30,14.13043
2022-10-31,31.52173
2022-11-01,35.99033
2022-11-02,32.48792
2022-11-03,27.29468
2022-11-04,21.8599
2022-11-05,14.61352
2022-11-06,16.30434
2022-11-07,30.55555
2022-11-08,31.15942
2022-11-09,48.91304
2022-11-10,59.66183
2022-11-11,45.77294
2022-11-12,35.14492
2022-11-13,34.29951
2022-11-14,60.38647
2022-11-15,60.74879
2022-11-16,64.61352
2022-11-17,51.81159
2022-11-18,37.9227
2022-11-19,24.39613
2022-11-20,32.1256
2022-11-21,50.36231
2022-11-22,55.43478
2022-11-23,48.79227
2022-11-24,44.20289
2022-11-25,38.76811
2022-11-26,26.81159
2022-11-27,25.84541
2022-11-28,40.45893
2022-11-29,47.46376
2022-11-30,45.65217
2022-12-01,38.76811
2022-12-02,40.94202
2022-12-03,24.75845
2022-12-04,32.1256
2022-12-05,40.82125
2022-12-06,39.00966
2022-12-07,44.08212
2022-12-08,39.49275
2022-12-09,38.04347
2022-12-10,30.7971
2022-12-11,34.17874
2022-12-12,53.86473
2022-12-13,51.69082
2022-12-14,48.79227
2022-12-15,42.99516
2022-12-16,53.26086
2022-12-17,33.57487
2022-12-18,39.13043
2022-12-19,51.20772
2022-12-20,57.85024
2022-12-21,49.75845
2022-12-22,44.68599
2022-12-23,36.5942
2022-12-24,32.85024
2022-12-25,40.57971
2022-12-26,67.27053
2022-12-27,99.03381
2022-12-28,70.89371
2022-12-29,77.657
2022-12-30,75.96618
2022-12-31,49.87922
2023-01-01,67.02898
2023-01-02,96.98067
2023-01-03,95.28985
2023-01-04,86.71497
2023-01-05,89.85507
2023-01-06,84.54106
2023-01-07,69.80676
2023-01-08,76.57004
2023-01-09,98.91304
2023-01-10,90.57971
2023-01-11,79.71014
2023-01-12,77.89855
2023-01-13,79.71014
2023-01-14,55.43478
2023-01-15,64.00966
2023-01-16,81.15942
2023-01-17,84.05797
2023-01-18,86.71497
2023-01-19,74.03381
2023-01-20,65.33816
2023-01-21,50.0
2023-01-22,54.46859
2023-01-23,60.02415
2023-01-24,92.87439
2023-01-25,99.63768
2023-01-26,96.13526
2023-01-27,85.74879
2023-01-28,64.97584
2023-01-29,60.02415
2023-01-30,88.64734
2023-01-31,83.21256
2023-02-01,100.0
2023-02-02,97.70531
2023-02-03,73.30917
2023-02-04,57.48792
2023-02-05,74.75845
2023-02-06,95.0483
2023-02-07,77.89855
2023-02-08,79.83091
2023-02-09,68.96135
2023-02-10,65.45893
2023-02-11,59.05797
2023-02-12,56.03864
2023-02-13,78.01932
2023-02-14,69.92753
2023-02-15,68.96135
2023-02-16,65.82125
2023-02-17,61.71497
2023-02-18,52.657
2023-02-19,55.314
2023-02-20,71.8599
2023-02-21,75.12077
2023-02-22,62.68115
2023-02-23,69.92753
2023-02-24,56.88405
2023-02-25,47.22222
2023-02-26,45.65217
2023-02-27,65.45893
2023-02-28,56.76328
2023-03-01,50.60386
2023-03-02,67.75362
2023-03-03,58.09178
2023-03-04,43.47826
2023-03-05,46.37681
2023-03-06,60.50724
2023-03-07,59.42028
2023-03-08,51.20772
2023-03-09,52.41545
2023-03-10,45.16908
2023-03-11,39.61352
2023-03-12,39.85507
2023-03-13,59.17874
2023-03-14,57.24637
2023-03-15,60.99033
2023-03-16,60.74879
2023-03-17,47.94685
2023-03-18,42.27053
2023-03-19,47.46376
2023-03-20,64.00966
2023-03-21,64.61352
2023-03-22,71.01449
2023-03-23,63.88888
2023-03-24,56.76328
2023-03-25,39.37198
2023-03-26,38.76811
2023-03-27,62.9227
2023-03-28,66.54589
2023-03-29,58.57487
2023-03-30,54.95169
2023-03-31,45.77294
2023-04-01,35.02415
2023-04-02,48.30917
2023-04-03,72.10144
2023-04-04,57.72946
2023-04-05,57.72946
2023-04-06,51.20772
2023-04-07,46.01449
2023-04-08,38.04347
2023-04-09,40.21739
2023-04-10,54.71014
2023-04-11,55.314
2023-04-12,51.57004
2023-04-13,52.89855
2023-04-14,43.23671
2023-04-15,39.00966
2023-04-16,44.44444
2023-04-17,63.16425
2023-04-18,47.82608
2023-04-19,43.84057
2023-04-20,50.60386
2023-04-21,40.82125
2023-04-22,36.83574
2023-04-23,34.7826
2023-04-24,48.30917
2023-04-25,43.7198
2023-04-26,41.42512
2023-04-27,42.02898
2023-04-28,35.62801
2023-04-29,28.9855
2023-04-30,31.40096
2023-05-01,37.31884
2023-05-02,46.98067
2023-05-03,46.37681
2023-05-04,44.92753
2023-05-05,34.17874
2023-05-06,29.34782
2023-05-07,32.1256
2023-05-08,48.91304
2023-05-09,48.1884
2023-05-10,41.30434
2023-05-11,41.66666
2023-05-12,34.66183
2023-05-13,30.67632
2023-05-14,36.35265
2023-05-15,51.93236
2023-05-16,44.44444
2023-05-17,44.08212
2023-05-18,37.31884
2023-05-19,36.11111
2023-05-20,31.15942
2023-05-21,29.22705
2023-05-22,49.63768
2023-05-23,51.81159
2023-05-24,39.37198
2023-05-25,41.0628
2023-05-26,37.07729
2023-05-27,25.84541
2023-05-28,28.26086
2023-05-29,29.83091
2023-05-30,38.52657
2023-05-31,38.04347
2023-06-01,37.43961
2023-06-02,34.66183
2023-06-03,30.314
2023-06-04,34.7826
2023-06-05,40.33816
2023-06-06,38.40579
2023-06-07,45.0483
2023-06-08,46.61835
2023-06-09,37.80193
2023-06-10,31.76328
2023-06-11,32.48792
2023-06-12,44.56521
2023-06-13,38.28502
2023-06-14,40.09661
2023-06-15,43.23671
2023-06-16,33.93719
2023-06-17,27.41545
2023-06-18,29.46859
2023-06-19,39.61352
2023-06-20,37.56038
2023-06-21,39.61352
2023-06-22,36.11111
2023-06-23,33.81642
2023-06-24,28.01932
2023-06-25,28.62318
2023-06-26,35.38647
2023-06-27,37.07729
2023-06-28,33.4541
2023-06-29,29.95169
2023-06-30,28.01932
2023-07-01,28.9855
2023-07-02,33.69565
2023-07-03,47.34299
2023-07-04,42.63285
2023-07-05,42.02898
2023-07-06,35.74879
2023-07-07,34.05797
2023-07-08,25.60386
2023-07-09,28.74396
2023-07-10,39.13043
2023-07-11,35.62801
2023-07-12,37.07729
