date,금시세
2020-03-20,67.32965
2020-03-21,28.62855
2020-03-22,21.32854
2020-03-23,54.15808
2020-03-24,57.38627
2020-03-25,59.27228
2020-03-26,52.9241
2020-03-27,44.85958
2020-03-28,21.74559
2020-03-29,16.92213
2020-03-30,43.28147
2020-03-31,40.42982
2020-04-01,37.67873
2020-04-02,36.73263
2020-04-03,36.56295
2020-04-04,19.80239
2020-04-05,15.8788
2020-04-06,40.80111
2020-04-07,45.15795
2020-04-08,42.59656
2020-04-09,38.55954
2020-04-10,47.75032
2020-04-11,24.03912
2020-04-12,35.79749
2020-04-13,60.5525
2020-04-14,63.81644
2020-04-15,33.57116
2020-04-16,56.06077
2020-04-17,54.55988
2020-04-18,27.5161
2020-04-19,20.31047
2020-04-20,43.60653
2020-04-21,52.71772
2020-04-22,52.05092
2020-04-23,51.21158
2020-04-24,55.07988
2020-04-25,28.12333
2020-04-26,25.01429
2020-04-27,58.44534
2020-04-28,46.75131
2020-04-29,40.375
2020-04-30,25.33268
2020-05-01,26.03094
2020-05-02,21.33951
2020-05-03,19.02787
2020-05-04,37.98711
2020-05-05,23.88564
2020-05-06,45.18321
2020-05-07,34.8571
2020-05-08,34.30565
2020-05-09,21.16744
2020-05-10,16.34971
2020-05-11,35.29131
2020-05-12,33.96915
2020-05-13,31.58745
2020-05-14,34.60258
2020-05-15,35.36328
2020-05-16,20.7871
2020-05-17,16.98314
2020-05-18,50.4056
2020-05-19,49.18258
2020-05-20,41.28584
2020-05-21,38.11913
2020-05-22,36.25457
2020-05-23,20.76612
2020-05-24,18.32389
2020-05-25,37.7874
2020-05-26,34.41479
2020-05-27,32.07599
2020-05-28,34.21318
2020-05-29,31.55313
2020-05-30,17.46692
2020-05-31,17.45643
2020-06-01,32.3286
2020-06-02,30.25194
2020-06-03,31.03456
2020-06-04,30.72332
2020-06-05,29.33634
2020-06-06,16.7963
2020-06-07,14.30593
2020-06-08,32.64413
2020-06-09,33.0545
2020-06-10,30.94495
2020-06-11,29.86349
2020-06-12,31.3539
2020-06-13,16.13046
2020-06-14,13.9008
2020-06-15,33.32189
2020-06-16,30.65517
2020-06-17,29.333
2020-06-18,27.17007
2020-06-19,25.27787
2020-06-20,14.54853
2020-06-21,12.6406
2020-06-22,35.23888
2020-06-23,35.95716
2020-06-24,31.0746
2020-06-25,31.6108
2020-06-26,26.47897
2020-06-27,16.09519
2020-06-28,13.13486
2020-06-29,29.34111
2020-06-30,27.56615
2020-07-01,34.69791
2020-07-02,43.75857
2020-07-03,27.78159
2020-07-04,14.87979
2020-07-05,17.03891
2020-07-06,35.06539
2020-07-07,30.07273
2020-07-08,32.81905
2020-07-09,35.64211
2020-07-10,31.61843
2020-07-11,17.53364
2020-07-12,15.26252
2020-07-13,36.23312
2020-07-14,49.27219
2020-07-15,40.93456
2020-07-16,39.22824
2020-07-17,36.2622
2020-07-18,21.22369
2020-07-19,16.89735
2020-07-20,34.52299
2020-07-21,35.14546
2020-07-22,48.25936
2020-07-23,52.04234
2020-07-24,58.37908
2020-07-25,54.78866
2020-07-26,25.35603
2020-07-27,73.73122
2020-07-28,91.01988
2020-07-29,85.61351
2020-07-30,62.29409
2020-07-31,58.65362
2020-08-01,32.15368
2020-08-02,24.66969
2020-08-03,50.13488
2020-08-04,48.2646
2020-08-05,83.99918
2020-08-06,66.99124
2020-08-07,65.45937
2020-08-08,34.87235
2020-08-09,25.59006
2020-08-10,58.78708
2020-08-11,58.08119
2020-08-12,100.0
2020-08-13,69.0965
2020-08-14,53.86067
2020-08-15,28.67812
2020-08-16,23.22123
2020-08-17,34.06686
2020-08-18,66.64569
2020-08-19,53.38976
2020-08-20,53.36593
2020-08-21,45.23945
2020-08-22,23.71835
2020-08-23,18.92825
2020-08-24,45.79996
2020-08-25,41.29728
2020-08-26,38.04001
2020-08-27,40.92122
2020-08-28,36.6006
2020-08-29,21.47963
2020-08-30,18.06318
2020-08-31,40.05233
2020-09-01,39.16962
2020-09-02,36.58678
2020-09-03,35.38187
2020-09-04,38.23924
2020-09-05,18.82911
2020-09-06,16.54608
2020-09-07,34.7308
2020-09-08,32.59646
2020-09-09,34.51679
2020-09-10,32.63984
2020-09-11,30.83342
2020-09-12,16.70146
2020-09-13,14.40078
2020-09-14,29.82917
2020-09-15,30.54221
2020-09-16,29.20193
2020-09-17,28.69051
2020-09-18,28.87068
2020-09-19,15.90883
2020-09-20,12.54766
2020-09-21,28.58756
2020-09-22,32.35529
2020-09-23,32.21469
2020-09-24,36.70069
2020-09-25,35.47862
2020-09-26,16.64283
2020-09-27,13.89031
2020-09-28,28.70815
2020-09-29,27.3326
2020-09-30,14.39554
2020-10-01,16.03799
2020-10-02,15.3016
2020-10-03,14.04617
2020-10-04,13.42131
2020-10-05,29.95834
2020-10-06,28.84875
2020-10-07,27.33356
2020-10-08,25.94229
2020-10-09,16.04133
2020-10-10,14.22777
2020-10-11,12.00335
2020-10-12,28.3278
2020-10-13,26.75398
2020-10-14,27.22107
2020-10-15,26.40366
2020-10-16,24.79505
2020-10-17,13.34696
2020-10-18,11.39136
2020-10-19,24.83175
2020-10-20,25.13536
2020-10-21,26.02426
2020-10-22,25.10867
2020-10-23,23.2932
2020-10-24,13.02619
2020-10-25,11.35943
2020-10-26,25.68205
2020-10-27,25.16824
2020-10-28,24.87369
2020-10-29,26.50232
2020-10-30,29.67284
2020-10-31,14.44844
2020-11-01,12.22832
2020-11-02,25.43897
2020-11-03,25.10485
2020-11-04,30.45022
2020-11-05,28.86877
2020-11-06,32.88721
2020-11-07,16.01511
2020-11-08,13.8498
2020-11-09,30.20714
2020-11-10,38.5848
2020-11-11,31.03837
2020-11-12,28.63093
2020-11-13,27.43651
2020-11-14,14.52899
2020-11-15,12.48236
2020-11-16,27.98606
2020-11-17,27.43699
2020-11-18,26.96608
2020-11-19,26.30595
2020-11-20,25.55479
2020-11-21,14.45178
2020-11-22,13.29024
2020-11-23,28.11618
2020-11-24,30.38206
2020-11-25,34.63785
2020-11-26,32.60695
2020-11-27,31.99973
2020-11-28,21.29423
2020-11-29,16.14428
2020-11-30,34.32852
2020-12-01,33.90766
2020-12-02,40.63667
2020-12-03,38.3136
2020-12-04,36.15829
2020-12-05,20.03593
2020-12-06,17.31583
2020-12-07,37.56148
2020-12-08,35.369
2020-12-09,33.46631
2020-12-10,33.289
2020-12-11,31.33579
2020-12-12,17.81581
2020-12-13,15.5118
2020-12-14,31.55599
2020-12-15,31.30719
2020-12-16,31.464
2020-12-17,32.98253
2020-12-18,34.49201
2020-12-19,18.52646
2020-12-20,16.68382
2020-12-21,35.63257
2020-12-22,33.8886
2020-12-23,31.06792
2020-12-24,29.92736
2020-12-25,18.38919
