date,플라스틱사출
2020-03-20,67.61904
2020-03-21,37.14285
2020-03-22,38.09523
2020-03-23,89.5238
2020-03-24,99.5238
2020-03-25,83.80952
2020-03-26,100.0
2020-03-27,72.38095
2020-03-28,39.04761
2020-03-29,39.04761
2020-03-30,87.14285
2020-03-31,78.57142
2020-04-01,70.95238
2020-04-02,85.23809
2020-04-03,88.09523
2020-04-04,32.38095
2020-04-05,24.28571
2020-04-06,68.09523
2020-04-07,68.09523
2020-04-08,75.71428
2020-04-09,74.28571
2020-04-10,66.66666
2020-04-11,32.85714
2020-04-12,28.57142
2020-04-13,60.0
2020-04-14,63.33333
2020-04-15,27.61904
2020-04-16,63.80952
2020-04-17,74.7619
2020-04-18,25.71428
2020-04-19,27.14285
2020-04-20,59.5238
2020-04-21,60.95238
2020-04-22,67.61904
2020-04-23,61.90476
2020-04-24,57.61904
2020-04-25,21.42857
2020-04-26,19.5238
2020-04-27,52.38095
2020-04-28,42.38095
2020-04-29,30.47619
2020-04-30,19.04761
2020-05-01,16.66666
2020-05-02,17.14285
2020-05-03,10.0
2020-05-04,27.14285
2020-05-05,20.0
2020-05-06,46.66666
2020-05-07,48.57142
2020-05-08,45.23809
2020-05-09,15.71428
2020-05-10,18.57142
2020-05-11,45.23809
2020-05-12,47.61904
2020-05-13,45.71428
2020-05-14,50.95238
2020-05-15,39.5238
2020-05-16,18.57142
2020-05-17,17.61904
2020-05-18,40.0
2020-05-19,49.04761
2020-05-20,57.61904
2020-05-21,51.42857
2020-05-22,45.23809
2020-05-23,20.0
2020-05-24,20.47619
2020-05-25,58.09523
2020-05-26,60.0
2020-05-27,57.14285
2020-05-28,53.33333
2020-05-29,57.61904
2020-05-30,17.14285
2020-05-31,15.23809
2020-06-01,48.57142
2020-06-02,58.09523
2020-06-03,47.14285
2020-06-04,47.14285
2020-06-05,43.33333
2020-06-06,22.85714
2020-06-07,12.85714
2020-06-08,49.5238
2020-06-09,50.0
2020-06-10,61.90476
2020-06-11,54.7619
2020-06-12,49.5238
2020-06-13,20.47619
2020-06-14,22.38095
2020-06-15,40.95238
2020-06-16,50.47619
2020-06-17,43.80952
2020-06-18,46.19047
2020-06-19,40.95238
2020-06-20,24.28571
2020-06-21,22.85714
2020-06-22,42.85714
2020-06-23,59.04761
2020-06-24,44.7619
2020-06-25,44.28571
2020-06-26,40.0
2020-06-27,15.23809
2020-06-28,19.5238
2020-06-29,53.33333
2020-06-30,55.71428
2020-07-01,52.85714
2020-07-02,37.61904
2020-07-03,44.7619
2020-07-04,26.19047
2020-07-05,20.47619
2020-07-06,53.80952
2020-07-07,50.95238
2020-07-08,52.85714
2020-07-09,49.04761
2020-07-10,40.95238
2020-07-11,35.23809
2020-07-12,16.19047
2020-07-13,49.04761
2020-07-14,68.09523
2020-07-15,59.04761
2020-07-16,50.0
2020-07-17,43.80952
2020-07-18,22.85714
2020-07-19,11.42857
2020-07-20,50.95238
2020-07-21,50.95238
2020-07-22,40.47619
2020-07-23,60.95238
2020-07-24,40.47619
2020-07-25,15.71428
2020-07-26,17.61904
2020-07-27,44.7619
2020-07-28,48.57142
2020-07-29,40.47619
2020-07-30,40.95238
2020-07-31,40.95238
2020-08-01,20.47619
2020-08-02,17.61904
2020-08-03,31.90476
2020-08-04,42.85714
2020-08-05,55.23809
2020-08-06,59.5238
2020-08-07,36.66666
2020-08-08,14.7619
2020-08-09,14.7619
2020-08-10,46.19047
2020-08-11,56.66666
2020-08-12,56.66666
2020-08-13,64.28571
2020-08-14,44.28571
2020-08-15,18.09523
2020-08-16,13.33333
2020-08-17,34.28571
2020-08-18,51.42857
2020-08-19,53.80952
2020-08-20,45.71428
2020-08-21,50.0
2020-08-22,24.7619
2020-08-23,22.85714
2020-08-24,67.14285
2020-08-25,60.0
2020-08-26,53.33333
2020-08-27,61.42857
2020-08-28,50.95238
2020-08-29,22.38095
2020-08-30,26.19047
2020-08-31,64.7619
2020-09-01,71.90476
2020-09-02,57.14285
2020-09-03,57.14285
2020-09-04,59.04761
2020-09-05,20.95238
2020-09-06,23.80952
2020-09-07,62.38095
2020-09-08,70.47619
2020-09-09,55.23809
2020-09-10,67.61904
2020-09-11,61.42857
2020-09-12,20.47619
2020-09-13,29.04761
2020-09-14,65.71428
2020-09-15,55.71428
2020-09-16,79.04761
2020-09-17,76.19047
2020-09-18,65.71428
2020-09-19,28.09523
2020-09-20,27.14285
2020-09-21,74.7619
2020-09-22,79.5238
2020-09-23,67.14285
2020-09-24,63.80952
2020-09-25,43.80952
2020-09-26,18.57142
2020-09-27,25.23809
2020-09-28,49.04761
2020-09-29,36.19047
2020-09-30,11.90476
2020-10-01,9.04761
2020-10-02,12.85714
2020-10-03,19.5238
2020-10-04,19.04761
2020-10-05,54.7619
2020-10-06,53.80952
2020-10-07,56.19047
2020-10-08,54.28571
2020-10-09,26.66666
2020-10-10,20.47619
2020-10-11,22.85714
2020-10-12,52.85714
2020-10-13,51.90476
2020-10-14,60.0
2020-10-15,50.0
2020-10-16,46.19047
2020-10-17,21.42857
2020-10-18,15.71428
2020-10-19,59.5238
2020-10-20,68.09523
2020-10-21,58.57142
2020-10-22,60.0
2020-10-23,55.71428
2020-10-24,29.04761
2020-10-25,24.28571
2020-10-26,58.57142
2020-10-27,72.38095
2020-10-28,70.47619
2020-10-29,62.38095
2020-10-30,52.38095
2020-10-31,23.80952
2020-11-01,28.57142
2020-11-02,58.57142
2020-11-03,54.28571
2020-11-04,54.7619
2020-11-05,53.33333
2020-11-06,57.61904
2020-11-07,22.85714
2020-11-08,22.38095
2020-11-09,48.57142
2020-11-10,50.0
2020-11-11,49.04761
2020-11-12,51.42857
2020-11-13,43.80952
2020-11-14,18.09523
2020-11-15,19.5238
2020-11-16,49.04761
2020-11-17,44.7619
2020-11-18,60.95238
2020-11-19,69.04761
2020-11-20,41.42857
2020-11-21,18.09523
2020-11-22,16.19047
2020-11-23,60.47619
2020-11-24,45.71428
2020-11-25,60.47619
2020-11-26,67.61904
2020-11-27,50.95238
2020-11-28,31.42857
2020-11-29,20.0
2020-11-30,45.71428
2020-12-01,40.0
2020-12-02,49.5238
2020-12-03,60.0
2020-12-04,58.57142
2020-12-05,23.80952
2020-12-06,18.57142
2020-12-07,40.47619
2020-12-08,52.38095
2020-12-09,63.80952
2020-12-10,64.28571
2020-12-11,51.42857
2020-12-12,25.23809
2020-12-13,21.42857
2020-12-14,41.42857
2020-12-15,53.80952
2020-12-16,60.95238
2020-12-17,73.33333
2020-12-18,51.90476
2020-12-19,26.19047
2020-12-20,28.57142
2020-12-21,45.71428
2020-12-22,62.38095
2020-12-23,52.85714
2020-12-24,58.57142
2020-12-25,26.66666
2020-12-26,28.09523
2020-12-27,30.95238
2020-12-28,59.04761
2020-12-29,72.38095
2020-12-30,57.14285
2020-12-31,43.80952
2021-01-01,30.0
2021-01-02,31.42857
2021-01-03,30.47619
2021-01-04,80.0
2021-01-05,69.5238
2021-01-06,84.28571
2021-01-07,67.61904
2021-01-08,70.47619
2021-01-09,35.23809
2021-01-10,40.95238
2021-01-11,76.66666
2021-01-12,73.33333
2021-01-13,84.28571
2021-01-14,72.85714
2021-01-15,80.95238
2021-01-16,47.14285
2021-01-17,37.61904
2021-01-18,87.14285
2021-01-19,91.90476
2021-01-20,75.23809
2021-01-21,91.42857
2021-01-22,80.95238
2021-01-23,50.0
2021-01-24,47.14285
2021-01-25,83.80952
2021-01-26,80.0
2021-01-27,88.57142
2021-01-28,98.09523
2021-01-29,66.66666
2021-01-30,40.0
2021-01-31,27.61904
2021-02-01,89.5238
2021-02-02,80.0
2021-02-03,68.09523
2021-02-04,79.5238
2021-02-05,66.19047
2021-02-06,28.57142
2021-02-07,32.38095
2021-02-08,69.04761
2021-02-09,67.61904
2021-02-10,57.14285
2021-02-11,29.04761
2021-02-12,30.0
2021-02-13,22.38095
2021-02-14,35.23809
2021-02-15,87.14285
2021-02-16,84.7619
2021-02-17,85.71428
2021-02-18,73.33333
2021-02-19,67.14285
2021-02-20,35.23809
2021-02-21,38.57142
2021-02-22,72.85714
2021-02-23,82.85714
2021-02-24,77.14285
2021-02-25,82.38095
2021-02-26,73.33333
2021-02-27,38.09523
2021-02-28,32.85714
2021-03-01,42.38095
2021-03-02,66.66666
2021-03-03,85.23809
2021-03-04,79.04761
2021-03-05,75.71428
2021-03-06,39.5238
2021-03-07,37.14285
2021-03-08,75.71428
2021-03-09,86.19047
2021-03-10,63.80952
2021-03-11,70.95238
2021-03-12,55.71428
2021-03-13,30.47619
2021-03-14,41.90476
2021-03-15,77.61904
2021-03-16,77.14285
2021-03-17,76.19047
2021-03-18,76.66666
2021-03-19,81.42857
2021-03-20,39.04761
2021-03-21,32.38095
2021-03-22,81.90476
2021-03-23,91.90476
2021-03-24,76.66666
2021-03-25,80.95238
2021-03-26,77.14285
2021-03-27,29.5238
2021-03-28,27.14285
2021-03-29,72.38095
2021-03-30,84.28571
2021-03-31,80.95238
2021-04-01,84.7619
2021-04-02,67.61904
2021-04-03,30.0
2021-04-04,27.14285
2021-04-05,71.42857
2021-04-06,91.90476
2021-04-07,77.61904
2021-04-08,89.5238
2021-04-09,66.19047
2021-04-10,34.7619
2021-04-11,25.71428
2021-04-12,81.90476
2021-04-13,82.38095
2021-04-14,80.47619
2021-04-15,74.7619
2021-04-16,66.66666
2021-04-17,43.33333
2021-04-18,27.14285
2021-04-19,81.42857
2021-04-20,73.33333
2021-04-21,77.14285
2021-04-22,64.7619
2021-04-23,64.7619
2021-04-24,37.61904
2021-04-25,31.90476
2021-04-26,76.66666
2021-04-27,69.04761
2021-04-28,78.57142
2021-04-29,61.42857
2021-04-30,68.09523
2021-05-01,23.33333
2021-05-02,23.33333
2021-05-03,68.09523
2021-05-04,77.61904
2021-05-05,27.61904
2021-05-06,61.42857
2021-05-07,65.71428
2021-05-08,28.09523
2021-05-09,29.04761
2021-05-10,65.23809
2021-05-11,74.7619
2021-05-12,70.95238
2021-05-13,74.28571
2021-05-14,54.28571
2021-05-15,29.04761
2021-05-16,38.09523
2021-05-17,84.7619
2021-05-18,80.0
2021-05-19,42.85714
2021-05-20,77.61904
2021-05-21,70.47619
2021-05-22,28.09523
2021-05-23,33.80952
2021-05-24,61.42857
2021-05-25,74.28571
2021-05-26,60.0
2021-05-27,75.71428
2021-05-28,66.19047
2021-05-29,26.66666
2021-05-30,30.0
2021-05-31,57.61904
2021-06-01,67.14285
2021-06-02,65.71428
2021-06-03,70.0
2021-06-04,69.04761
2021-06-05,38.09523
2021-06-06,20.95238
2021-06-07,62.38095
2021-06-08,79.04761
2021-06-09,81.90476
2021-06-10,67.14285
2021-06-11,67.14285
2021-06-12,28.09523
2021-06-13,31.90476
2021-06-14,74.28571
2021-06-15,93.80952
2021-06-16,77.14285
2021-06-17,72.38095
2021-06-18,61.90476
2021-06-19,28.57142
2021-06-20,18.09523
2021-06-21,70.95238
2021-06-22,68.57142
2021-06-23,84.7619
2021-06-24,67.14285
2021-06-25,67.61904
2021-06-26,35.23809
2021-06-27,33.80952
2021-06-28,80.47619
2021-06-29,72.38095
2021-06-30,66.66666
2021-07-01,57.61904
2021-07-02,56.66666
2021-07-03,16.66666
2021-07-04,26.19047
2021-07-05,67.14285
2021-07-06,70.0
2021-07-07,68.57142
2021-07-08,82.38095
2021-07-09,51.90476
2021-07-10,35.23809
2021-07-11,22.38095
2021-07-12,67.61904
2021-07-13,76.66666
2021-07-14,64.7619
2021-07-15,66.19047
2021-07-16,51.90476
2021-07-17,21.90476
2021-07-18,28.09523
2021-07-19,60.47619
2021-07-20,57.61904
2021-07-21,60.95238
2021-07-22,41.42857
2021-07-23,36.66666
2021-07-24,16.19047
2021-07-25,20.47619
2021-07-26,56.19047
2021-07-27,57.14285
2021-07-28,38.57142
2021-07-29,51.90476
2021-07-30,38.57142
2021-07-31,16.19047
2021-08-01,19.5238
2021-08-02,30.95238
2021-08-03,49.5238
2021-08-04,47.61904
2021-08-05,57.61904
2021-08-06,47.61904
2021-08-07,21.42857
2021-08-08,16.19047
2021-08-09,67.14285
2021-08-10,66.66666
2021-08-11,61.90476
2021-08-12,67.61904
2021-08-13,54.7619
2021-08-14,20.0
2021-08-15,25.23809
2021-08-16,31.42857
2021-08-17,63.80952
2021-08-18,57.14285
2021-08-19,60.0
2021-08-20,50.47619
2021-08-21,22.38095
2021-08-22,18.57142
2021-08-23,65.23809
2021-08-24,84.28571
2021-08-25,66.66666
2021-08-26,64.7619
2021-08-27,46.66666
2021-08-28,19.04761
2021-08-29,20.0
2021-08-30,64.28571
2021-08-31,52.38095
2021-09-01,67.14285
2021-09-02,63.80952
2021-09-03,48.57142
2021-09-04,28.57142
2021-09-05,24.28571
2021-09-06,54.7619
2021-09-07,66.19047
2021-09-08,53.33333
