date,적금
2020-12-05,2.88876
2020-12-06,3.3117
2020-12-07,4.03441
2020-12-08,4.25409
2020-12-09,4.40602
2020-12-10,5.27655
2020-12-11,4.20276
2020-12-12,2.63827
2020-12-13,3.04274
2020-12-14,4.35059
2020-12-15,4.23356
2020-12-16,3.68127
2020-12-17,4.03235
2020-12-18,3.56834
2020-12-19,2.821
2020-12-20,3.17209
2020-12-21,4.65445
2020-12-22,3.97486
2020-12-23,4.23151
2020-12-24,4.44093
2020-12-25,3.07764
2020-12-26,3.36508
2020-12-27,4.04878
2020-12-28,6.03416
2020-12-29,5.62969
2020-12-30,5.1123
2020-12-31,4.8844
2021-01-01,5.2437
2021-01-02,4.6175
2021-01-03,5.35047
2021-01-04,7.34817
2021-01-05,7.11821
2021-01-06,6.40783
2021-01-07,5.34431
2021-01-08,5.78162
2021-01-09,3.95228
2021-01-10,4.54974
2021-01-11,6.44479
2021-01-12,5.52498
2021-01-13,5.40179
2021-01-14,5.30119
2021-01-15,5.29708
2021-01-16,3.68537
2021-01-17,3.9646
2021-01-18,5.24165
2021-01-19,5.27039
2021-01-20,5.46749
2021-01-21,5.74261
2021-01-22,5.45107
2021-01-23,3.84757
2021-01-24,3.89479
2021-01-25,6.84104
2021-01-26,5.78573
2021-01-27,5.47776
2021-01-28,5.46955
2021-01-29,5.55988
2021-01-30,3.58066
2021-01-31,4.18018
2021-02-01,6.05674
2021-02-02,5.89044
2021-02-03,6.47148
2021-02-04,6.76097
2021-02-05,6.86363
2021-02-06,3.97486
2021-02-07,4.03646
2021-02-08,5.43875
2021-02-09,4.92547
2021-02-10,5.34841
2021-02-11,3.55192
2021-02-12,3.81267
2021-02-13,3.84962
2021-02-14,4.41834
2021-02-15,6.7507
2021-02-16,5.61532
2021-02-17,4.60928
2021-02-18,4.64829
2021-02-19,4.53948
2021-02-20,2.9483
2021-02-21,3.48827
2021-02-22,4.61134
2021-02-23,4.52305
2021-02-24,4.26025
2021-02-25,5.3751
2021-02-26,4.47378
2021-02-27,2.90518
2021-02-28,3.24395
2021-03-01,4.17813
2021-03-02,4.53742
2021-03-03,3.9297
2021-03-04,4.00566
2021-03-05,3.74491
2021-03-06,2.53972
2021-03-07,2.92571
2021-03-08,4.08779
2021-03-09,4.00566
2021-03-10,4.67293
2021-03-11,3.90711
2021-03-12,3.57245
2021-03-13,2.396
2021-03-14,2.86617
2021-03-15,4.0611
2021-03-16,3.67716
2021-03-17,4.04672
2021-03-18,3.68743
2021-03-19,3.56834
2021-03-20,2.52946
2021-03-21,2.76351
2021-03-22,4.57849
2021-03-23,3.5745
2021-03-24,3.68127
2021-03-25,4.80228
2021-03-26,3.59709
2021-03-27,2.48429
2021-03-28,2.9175
2021-03-29,3.85168
2021-03-30,3.62994
2021-03-31,4.18428
2021-04-01,3.7983
2021-04-02,2.98115
2021-04-03,2.35699
2021-04-04,2.5541
2021-04-05,3.51496
2021-04-06,3.63404
2021-04-07,2.92161
2021-04-08,3.06533
2021-04-09,3.014
2021-04-10,2.14347
2021-04-11,2.42475
2021-04-12,3.08175
2021-04-13,3.14334
2021-04-14,3.19673
2021-04-15,3.06122
2021-04-16,2.91134
2021-04-17,1.98743
2021-04-18,2.44323
2021-04-19,3.59093
2021-04-20,3.53344
2021-04-21,3.2419
2021-04-22,3.03248
2021-04-23,3.47801
2021-04-24,2.38779
2021-04-25,2.48018
2021-04-26,3.46569
2021-04-27,3.30965
2021-04-28,2.82306
2021-04-29,2.74298
2021-04-30,3.10844
2021-05-01,2.26871
2021-05-02,2.45965
2021-05-03,3.35482
2021-05-04,2.98731
2021-05-05,2.32825
2021-05-06,3.10844
2021-05-07,2.72451
2021-05-08,1.9669
2021-05-09,2.20917
2021-05-10,3.8989
2021-05-11,3.35482
2021-05-12,3.23368
2021-05-13,2.95035
2021-05-14,2.77789
2021-05-15,1.82523
2021-05-16,2.09214
2021-05-17,3.20699
2021-05-18,2.76967
2021-05-19,2.14963
2021-05-20,3.42462
2021-05-21,3.014
2021-05-22,1.88888
2021-05-23,2.22354
2021-05-24,3.45132
2021-05-25,4.23356
2021-05-26,3.53755
2021-05-27,3.28501
2021-05-28,3.16388
2021-05-29,2.0326
2021-05-30,2.37753
2021-05-31,3.94407
2021-06-01,3.55808
2021-06-02,3.03042
2021-06-03,3.02016
2021-06-04,2.64238
2021-06-05,1.99359
2021-06-06,2.05724
2021-06-07,3.03453
2021-06-08,2.97909
2021-06-09,2.86412
2021-06-10,3.62173
2021-06-11,2.99963
2021-06-12,1.94021
2021-06-13,2.13731
2021-06-14,3.24395
2021-06-15,3.17414
2021-06-16,2.86617
2021-06-17,2.70192
2021-06-18,2.7553
2021-06-19,1.76774
2021-06-20,1.99154
2021-06-21,3.17414
2021-06-22,3.09407
2021-06-23,2.95035
2021-06-24,3.07354
2021-06-25,3.5704
2021-06-26,2.18453
2021-06-27,2.27487
2021-06-28,3.439
2021-06-29,3.31786
2021-06-30,3.45953
2021-07-01,3.38561
2021-07-02,2.62185
2021-07-03,2.01617
2021-07-04,2.22354
2021-07-05,3.17414
2021-07-06,3.26448
2021-07-07,2.82511
2021-07-08,2.56231
2021-07-09,2.74298
2021-07-10,2.00385
2021-07-11,2.24612
2021-07-12,3.10228
2021-07-13,3.07354
2021-07-14,3.03658
2021-07-15,3.36098
2021-07-16,2.86001
2021-07-17,2.02028
2021-07-18,2.2297
2021-07-19,3.08586
2021-07-20,3.3425
2021-07-21,3.06533
2021-07-22,3.10228
2021-07-23,3.18646
2021-07-24,2.13936
2021-07-25,2.27487
2021-07-26,3.00989
2021-07-27,3.1146
2021-07-28,2.91545
2021-07-29,6.46121
2021-07-30,7.47135
2021-07-31,4.69757
2021-08-01,5.71798
2021-08-02,8.66833
2021-08-03,8.87775
2021-08-04,8.03391
2021-08-05,8.46096
2021-08-06,7.23114
2021-08-07,4.47788
2021-08-08,5.09588
2021-08-09,8.61495
2021-08-10,9.9926
2021-08-11,9.07075
2021-08-12,8.15505
2021-08-13,7.19829
2021-08-14,4.52921
2021-08-15,4.76943
2021-08-16,7.32969
2021-08-17,9.70927
2021-08-18,9.29864
2021-08-19,8.58621
2021-08-20,8.36652
2021-08-21,5.1472
2021-08-22,6.1902
2021-08-23,9.48137
2021-08-24,9.14055
2021-08-25,10.4176
2021-08-26,12.76228
2021-08-27,11.0397
2021-08-28,6.1943
2021-08-29,7.39539
2021-08-30,11.41337
2021-08-31,12.1833
2021-09-01,13.756
2021-09-02,10.83234
2021-09-03,9.34792
2021-09-04,9.21857
2021-09-05,6.91495
2021-09-06,12.36603
2021-09-07,9.7298
2021-09-08,9.24116
2021-09-09,9.57787
2021-09-10,10.00492
2021-09-11,6.16761
2021-09-12,9.87352
2021-09-13,9.31918
2021-09-14,9.53886
2021-09-15,9.07896
2021-09-16,7.99696
2021-09-17,8.53898
2021-09-18,5.29503
2021-09-19,5.0158
2021-09-20,4.82076
2021-09-21,5.71798
2021-09-22,7.80807
2021-09-23,12.88547
2021-09-24,11.81989
2021-09-25,7.38102
2021-09-26,7.70541
2021-09-27,11.25733
2021-09-28,10.64139
2021-09-29,9.66821
2021-09-30,11.60431
2021-10-01,10.18765
2021-10-02,5.48392
2021-10-03,5.35047
2021-10-04,7.09358
2021-10-05,10.25335
2021-10-06,9.52449
2021-10-07,9.1036
2021-10-08,8.11193
2021-10-09,4.94394
2021-10-10,5.51266
2021-10-11,6.7815
2021-10-12,9.91048
2021-10-13,9.01736
2021-10-14,8.33572
2021-10-15,8.39321
2021-10-16,5.20675
2021-10-17,5.59684
2021-10-18,8.41169
2021-10-19,8.07703
2021-10-20,8.21459
2021-10-21,8.69502
2021-10-22,7.40565
2021-10-23,4.46146
2021-10-24,5.5024
2021-10-25,10.08294
2021-10-26,9.50396
2021-10-27,8.47328
2021-10-28,7.63971
2021-10-29,7.60481
2021-10-30,4.64419
2021-10-31,5.70771
2021-11-01,9.3007
2021-11-02,9.31918
2021-11-03,8.27824
2021-11-04,7.61302
2021-11-05,6.76097
2021-11-06,4.21303
2021-11-07,4.97885
2021-11-08,8.10372
2021-11-09,7.95179
2021-11-10,8.34804
2021-11-11,7.13669
2021-11-12,8.90855
2021-11-13,4.64624
2021-11-14,5.50445
2021-11-15,8.97425
2021-11-16,8.95372
2021-11-17,8.29466
2021-11-18,7.41387
2021-11-19,7.52679
2021-11-20,4.71605
2021-11-21,5.91918
2021-11-22,8.61906
2021-11-23,7.60275
2021-11-24,8.07498
2021-11-25,11.84453
2021-11-26,11.15673
2021-11-27,7.27836
2021-11-28,7.18391
2021-11-29,10.94321
2021-11-30,13.20165
2021-12-01,11.5304
2021-12-02,10.58801
2021-12-03,9.60045
2021-12-04,8.48766
2021-12-05,8.70734
2021-12-06,10.71325
2021-12-07,10.31289
2021-12-08,9.58608
2021-12-09,8.75662
2021-12-10,9.12823
2021-12-11,6.62136
2021-12-12,7.35227
2021-12-13,10.18765
2021-12-14,8.92087
2021-12-15,8.89418
2021-12-16,8.71761
2021-12-17,8.19611
2021-12-18,5.40795
2021-12-19,6.59261
2021-12-20,10.59007
2021-12-21,10.8734
2021-12-22,9.46495
2021-12-23,8.83258
2021-12-24,8.36241
2021-12-25,5.61121
2021-12-26,7.18597
2021-12-27,11.14647
2021-12-28,10.75842
2021-12-29,11.24912
2021-12-30,11.15057
2021-12-31,10.52026
2022-01-01,8.91881
2022-01-02,10.6804
2022-01-03,15.66131
2022-01-04,14.11325
2022-01-05,14.24465
2022-01-06,12.90395
2022-01-07,10.8775
2022-01-08,7.87993
2022-01-09,9.46495
2022-01-10,15.67773
2022-01-11,13.90383
2022-01-12,12.42762
2022-01-13,11.57557
2022-01-14,13.95926
2022-01-15,10.45251
2022-01-16,10.53668
2022-01-17,22.94378
2022-01-18,20.28908
2022-01-19,21.58871
2022-01-20,19.04282
2022-01-21,17.13341
2022-01-22,11.89175
2022-01-23,12.70274
2022-01-24,18.41867
2022-01-25,22.59269
2022-01-26,20.05091
2022-01-27,19.14753
2022-01-28,17.51118
2022-01-29,11.76241
2022-01-30,10.10963
2022-01-31,10.41966
2022-02-01,16.94247
2022-02-02,17.60974
2022-02-03,26.20211
2022-02-04,21.41214
2022-02-05,13.04356
2022-02-06,14.181
2022-02-07,24.5945
2022-02-08,26.22264
2022-02-09,32.19726
2022-02-10,28.65971
2022-02-11,21.89873
2022-02-12,12.39888
2022-02-13,13.88535
2022-02-14,21.94596
2022-02-15,22.21492
2022-02-16,19.93594
2022-02-17,19.34669
2022-02-18,21.63593
2022-02-19,13.64924
2022-02-20,19.0921
2022-02-21,74.30296
2022-02-22,64.48897
2022-02-23,48.44988
2022-02-24,35.46175
2022-02-25,31.80716
2022-02-26,14.45817
2022-02-27,13.3926
2022-02-28,28.10331
2022-03-01,18.22978
2022-03-02,22.75079
2022-03-03,20.9276
2022-03-04,21.46963
2022-03-05,11.82195
2022-03-06,12.42557
2022-03-07,15.20141
2022-03-08,12.31881
2022-03-09,8.08524
2022-03-10,14.39658
2022-03-11,14.44175
2022-03-12,10.05009
2022-03-13,10.11579
2022-03-14,14.95093
2022-03-15,14.68196
2022-03-16,14.18511
2022-03-17,14.40274
2022-03-18,12.89779
2022-03-19,9.14261
2022-03-20,9.7606
2022-03-21,14.25286
2022-03-22,14.25081
2022-03-23,12.88342
2022-03-24,12.4769
2022-03-25,13.78269
2022-03-26,8.99889
2022-03-27,9.07075
2022-03-28,13.87714
2022-03-29,12.82182
2022-03-30,14.65527
2022-03-31,14.8031
2022-04-01,13.14827
2022-04-02,7.77316
2022-04-03,9.61072
2022-04-04,13.11132
2022-04-05,14.40479
2022-04-06,12.54465
2022-04-07,12.02931
2022-04-08,12.45226
2022-04-09,7.61097
2022-04-10,7.9908
2022-04-11,13.48088
2022-04-12,13.13801
2022-04-13,12.11349
2022-04-14,14.36373
2022-04-15,13.6595
2022-04-16,9.61072
2022-04-17,9.99876
2022-04-18,15.4252
2022-04-19,19.977
2022-04-20,17.08003
2022-04-21,15.00841
2022-04-22,15.17677
2022-04-23,9.87558
2022-04-24,10.01724
2022-04-25,17.88896
2022-04-26,16.11711
2022-04-27,13.9223
2022-04-28,14.02496
2022-04-29,12.74791
2022-04-30,8.20432
2022-05-01,9.71338
2022-05-02,13.9839
2022-05-03,13.53631
2022-05-04,11.11362
2022-05-05,9.0071
2022-05-06,12.0868
2022-05-07,7.69925
2022-05-08,9.36845
2022-05-09,15.26711
2022-05-10,17.02254
2022-05-11,14.31651
2022-05-12,13.66566
2022-05-13,11.81579
2022-05-14,7.04225
2022-05-15,8.20227
2022-05-16,13.61639
2022-05-17,13.60612
2022-05-18,12.74996
2022-05-19,11.3333
2022-05-20,11.31482
2022-05-21,6.92933
2022-05-22,9.09538
2022-05-23,14.25697
2022-05-24,14.06192
2022-05-25,16.39839
2022-05-26,17.73703
2022-05-27,16.5421
2022-05-28,9.65384
2022-05-29,9.74623
2022-05-30,17.0944
2022-05-31,17.02049
2022-06-01,15.19935
2022-06-02,19.76553
2022-06-03,19.49041
2022-06-04,10.50999
2022-06-05,10.83439
2022-06-06,13.05383
2022-06-07,19.22145
2022-06-08,19.43497
2022-06-09,17.13546
2022-06-10,17.29355
2022-06-11,9.81398
2022-06-12,10.57159
2022-06-13,18.73485
2022-06-14,19.99753
2022-06-15,21.37518
2022-06-16,25.21865
2022-06-17,23.46528
2022-06-18,12.99839
2022-06-19,14.3432
2022-06-20,24.7608
2022-06-21,23.72602
2022-06-22,23.22711
2022-06-23,20.36915
2022-06-24,20.09403
2022-06-25,11.85685
2022-06-26,13.1339
2022-06-27,23.24354
2022-06-28,23.13062
2022-06-29,21.48811
2022-06-30,21.68931
2022-07-01,20.26239
2022-07-02,11.95951
2022-07-03,14.98583
2022-07-04,21.83303
2022-07-05,22.40791
2022-07-06,20.60937
2022-07-07,17.70623
2022-07-08,18.07785
2022-07-09,11.34767
2022-07-10,12.07448
2022-07-11,20.26649
2022-07-12,20.32809
2022-07-13,36.13723
2022-07-14,45.27162
2022-07-15,31.76815
2022-07-16,21.77965
2022-07-17,19.88872
2022-07-18,39.97248
2022-07-19,31.51973
2022-07-20,28.32915
2022-07-21,28.01092
2022-07-22,24.28448
2022-07-23,13.7909
2022-07-24,14.76204
2022-07-25,32.61405
2022-07-26,29.75198
2022-07-27,25.53894
2022-07-28,24.32965
2022-07-29,23.67059
2022-07-30,14.44175
2022-07-31,15.77423
2022-08-01,27.76865
2022-08-02,26.61684
2022-08-03,25.01129
2022-08-04,22.13279
2022-08-05,22.01782
2022-08-06,13.0025
2022-08-07,14.38426
2022-08-08,22.72409
2022-08-09,20.02012
2022-08-10,23.86564
2022-08-11,21.07748
2022-08-12,19.46782
2022-08-13,11.79526
2022-08-14,13.05999
2022-08-15,15.13571
2022-08-16,23.24148
2022-08-17,23.65006
2022-08-18,20.77772
2022-08-19,19.86408
2022-08-20,13.27762
2022-08-21,14.48897
2022-08-22,25.62517
2022-08-23,22.77542
2022-08-24,21.68316
2022-08-25,33.21356
2022-08-26,29.23048
2022-08-27,14.20769
2022-08-28,16.55648
2022-08-29,28.08278
2022-08-30,26.79957
2022-08-31,26.08713
2022-09-01,24.14076
2022-09-02,21.26021
2022-09-03,14.56083
2022-09-04,16.22798
2022-09-05,26.38073
2022-09-06,25.49583
2022-09-07,24.18182
2022-09-08,21.53328
2022-09-09,12.87521
2022-09-10,11.93282
2022-09-11,15.74138
2022-09-12,19.75321
2022-09-13,35.81899
2022-09-14,33.31622
2022-09-15,27.32312
2022-09-16,23.30719
2022-09-17,14.96119
2022-09-18,15.6531
2022-09-19,26.82831
2022-09-20,26.53266
2022-09-21,26.80573
2022-09-22,33.44762
2022-09-23,29.45017
2022-09-24,17.27918
2022-09-25,18.38993
2022-09-26,32.53808
2022-09-27,29.78893
2022-09-28,30.95511
2022-09-29,30.30838
2022-09-30,35.88058
2022-10-01,20.03038
2022-10-02,21.44499
2022-10-03,26.9207
2022-10-04,37.42865
2022-10-05,40.66028
2022-10-06,44.00689
2022-10-07,42.20424
2022-10-08,20.85164
2022-10-09,22.67277
2022-10-10,30.70874
2022-10-11,46.87923
2022-10-12,66.99995
2022-10-13,86.7388
2022-10-14,76.623
2022-10-15,41.72586
2022-10-16,48.10495
2022-10-17,85.69786
2022-10-18,89.722
2022-10-19,94.37646
2022-10-20,90.44265
2022-10-21,85.92165
2022-10-22,53.38767
2022-10-23,54.81049
2022-10-24,90.3133
2022-10-25,100.0
2022-10-26,80.72106
2022-10-27,81.70451
2022-10-28,72.18001
2022-10-29,39.0999
2022-10-30,38.27865
2022-10-31,77.25126
2022-11-01,86.98928
2022-11-02,71.69753
2022-11-03,66.50925
2022-11-04,65.1973
2022-11-05,41.23105
2022-11-06,45.67609
2022-11-07,74.45489
2022-11-08,67.66928
2022-11-09,70.63811
2022-11-10,64.74561
2022-11-11,52.31183
2022-11-12,28.08483
2022-11-13,33.78433
2022-11-14,68.61577
2022-11-15,62.08885
2022-11-16,53.12281
2022-11-17,46.47887
2022-11-18,43.04808
2022-11-19,23.85127
2022-11-20,26.04196
2022-11-21,51.50084
2022-11-22,49.12947
2022-11-23,50.68369
2022-11-24,52.08803
2022-11-25,53.2768
2022-11-26,30.75391
2022-11-27,31.17275
2022-11-28,56.07112
2022-11-29,56.20046
2022-11-30,51.58912
2022-12-01,45.0232
2022-12-02,34.7144
2022-12-03,18.69379
2022-12-04,21.37724
2022-12-05,40.51656
2022-12-06,38.02816
2022-12-07,41.74639
2022-12-08,42.91873
2022-12-09,37.66271
2022-12-10,20.87627
2022-12-11,24.16745
2022-12-12,39.61113
2022-12-13,40.60895
2022-12-14,35.59725
2022-12-15,35.86416
2022-12-16,31.22818
2022-12-17,18.01831
2022-12-18,22.5619
2022-12-19,34.29762
2022-12-20,35.31803
2022-12-21,33.77612
2022-12-22,29.52203
2022-12-23,31.2754
2022-12-24,19.73678
2022-12-25,21.24173
2022-12-26,38.03432
2022-12-27,35.81899
2022-12-28,35.08397
2022-12-29,32.70438
2022-12-30,31.85849
2022-12-31,19.95031
2023-01-01,26.9823
2023-01-02,44.19989
2023-01-03,40.98878
2023-01-04,35.45969
2023-01-05,37.71198
2023-01-06,33.35728
2023-01-07,20.68123
2023-01-08,23.11419
2023-01-09,37.03855
2023-01-10,41.65811
2023-01-11,36.13107
2023-01-12,31.11526
2023-01-13,34.0574
2023-01-14,20.35888
2023-01-15,21.70779
2023-01-16,34.19701
2023-01-17,33.36755
2023-01-18,30.58144
2023-01-19,29.31671
2023-01-20,31.57311
2023-01-21,19.08183
2023-01-22,21.27663
2023-01-23,21.30333
2023-01-24,26.60452
2023-01-25,49.41075
2023-01-26,40.15316
2023-01-27,33.16018
2023-01-28,20.78594
2023-01-29,21.84946
2023-01-30,36.29737
2023-01-31,36.99133
2023-02-01,34.41875
2023-02-02,28.92251
2023-02-03,26.12614
2023-02-04,16.03087
2023-02-05,17.56251
2023-02-06,29.00464
2023-02-07,26.87964
2023-02-08,25.75452
2023-02-09,24.21467
2023-02-10,25.49172
2023-02-11,15.87278
2023-02-12,16.29983
2023-02-13,26.86732
2023-02-14,24.51443
2023-02-15,24.44257
2023-02-16,22.0404
2023-02-17,20.5026
2023-02-18,13.64102
2023-02-19,15.28764
2023-02-20,25.45066
2023-02-21,26.99462
2023-02-22,23.94776
2023-02-23,22.78569
2023-02-24,25.83459
2023-02-25,15.08027
2023-02-26,16.87677
2023-02-27,25.11189
2023-02-28,26.34377
2023-03-01,19.69777
2023-03-02,23.26202
2023-03-03,21.54149
2023-03-04,13.52194
2023-03-05,15.40672
2023-03-06,22.78569
2023-03-07,20.35272
2023-03-08,21.27663
2023-03-09,20.66069
2023-03-10,20.38352
2023-03-11,12.13608
2023-03-12,13.4624
2023-03-13,21.00973
2023-03-14,20.15768
2023-03-15,20.99741
2023-03-16,19.54995
2023-03-17,17.80478
2023-03-18,11.5612
2023-03-19,12.26337
2023-03-20,21.90695
2023-03-21,20.97482
2023-03-22,18.57881
2023-03-23,19.09415
2023-03-24,21.46347
2023-03-25,13.24272
2023-03-26,13.76627
2023-03-27,22.25393
2023-03-28,19.56637
2023-03-29,17.88896
2023-03-30,18.76154
2023-03-31,18.43099
2023-04-01,11.48318
2023-04-02,12.91216
2023-04-03,20.05091
2023-04-04,19.95236
2023-04-05,21.82893
2023-04-06,19.54174
2023-04-07,16.80696
2023-04-08,11.10951
2023-04-09,12.45637
2023-04-10,23.28255
2023-04-11,21.9747
2023-04-12,21.91721
2023-04-13,18.61577
2023-04-14,17.11288
2023-04-15,11.49345
2023-04-16,12.79719
2023-04-17,20.00574
2023-04-18,21.16987
2023-04-19,17.86022
2023-04-20,18.1456
2023-04-21,15.77013
2023-04-22,10.20818
2023-04-23,11.44212
2023-04-24,18.82314
2023-04-25,22.96021
2023-04-26,19.95031
2023-04-27,17.37978
2023-04-28,16.32447
2023-04-29,11.80963
2023-04-30,11.47291
2023-05-01,15.84609
2023-05-02,20.88243
2023-05-03,19.05925
2023-05-04,17.84174
2023-05-05,11.69671
2023-05-06,10.84465
2023-05-07,11.82195
2023-05-08,19.90514
2023-05-09,18.92785
2023-05-10,20.60115
2023-05-11,18.17435
2023-05-12,14.94682
2023-05-13,9.22268
2023-05-14,10.44635
2023-05-15,19.61565
2023-05-16,17.95261
2023-05-17,19.41239
2023-05-18,17.69186
2023-05-19,16.36348
2023-05-20,9.77292
2023-05-21,10.94526
2023-05-22,18.66915
2023-05-23,18.74512
2023-05-24,16.98969
2023-05-25,21.07748
2023-05-26,16.31215
2023-05-27,9.9269
2023-05-28,9.91869
2023-05-29,12.45226
