date,종합건강보험
2020-03-20,2.02156
2020-03-21,0.87601
2020-03-22,0.60646
2020-03-23,1.88679
2020-03-24,2.22371
2020-03-25,2.22371
2020-03-26,2.22371
2020-03-27,2.49326
2020-03-28,1.21293
2020-03-29,1.14555
2020-03-30,2.49326
2020-03-31,1.61725
2020-04-01,1.3477
2020-04-02,2.42587
2020-04-03,1.07816
2020-04-04,0.94339
2020-04-05,0.53908
2020-04-06,2.2911
2020-04-07,1.8194
2020-04-08,2.08894
2020-04-09,1.95417
2020-04-10,1.07816
2020-04-11,1.54986
2020-04-12,0.47169
2020-04-13,0.87601
2020-04-14,2.15633
2020-04-15,1.01078
2020-04-16,1.68463
2020-04-17,2.15633
2020-04-18,1.54986
2020-04-19,1.14555
2020-04-20,2.2911
2020-04-21,2.96495
2020-04-22,2.08894
2020-04-23,3.2345
2020-04-24,2.7628
2020-04-25,2.7628
2020-04-26,1.95417
2020-04-27,3.09973
2020-04-28,2.08894
2020-04-29,2.15633
2020-04-30,1.61725
2020-05-01,1.54986
2020-05-02,0.94339
2020-05-03,1.88679
2020-05-04,100.0
2020-05-05,9.63611
2020-05-06,21.96765
2020-05-07,8.2884
2020-05-08,30.45822
2020-05-09,85.91644
2020-05-10,16.23989
2020-05-11,10.91644
2020-05-12,6.33423
2020-05-13,5.79514
2020-05-14,4.78436
2020-05-15,5.0539
2020-05-16,3.90835
2020-05-17,1.68463
2020-05-18,5.72776
2020-05-19,5.32345
2020-05-20,5.39083
2020-05-21,6.33423
2020-05-22,4.64959
2020-05-23,1.95417
2020-05-24,1.75202
2020-05-25,4.24528
2020-05-26,2.7628
2020-05-27,3.57142
2020-05-28,5.79514
2020-05-29,2.22371
2020-05-30,1.75202
2020-05-31,0.87601
2020-06-01,2.89757
2020-06-02,2.35849
2020-06-03,3.16711
2020-06-04,4.64959
2020-06-05,2.56064
2020-06-06,1.95417
2020-06-07,2.7628
2020-06-08,2.08894
2020-06-09,4.24528
2020-06-10,3.57142
2020-06-11,4.17789
2020-06-12,2.96495
2020-06-13,1.01078
2020-06-14,1.14555
2020-06-15,5.66037
2020-06-16,4.58221
2020-06-17,2.15633
2020-06-18,2.89757
2020-06-19,2.56064
2020-06-20,1.61725
2020-06-21,0.74123
2020-06-22,2.15633
2020-06-23,2.69541
2020-06-24,1.68463
2020-06-25,2.49326
2020-06-26,1.88679
2020-06-27,1.01078
2020-06-28,0.40431
2020-06-29,12.06199
2020-06-30,3.36927
2020-07-01,5.39083
2020-07-02,2.96495
2020-07-03,6.9407
2020-07-04,13.74663
2020-07-05,4.31266
2020-07-06,4.64959
2020-07-07,3.90835
2020-07-08,4.91913
2020-07-09,6.06469
2020-07-10,3.84097
2020-07-11,15.63342
2020-07-12,1.88679
2020-07-13,7.61455
2020-07-14,4.78436
2020-07-15,14.82479
2020-07-16,4.98652
2020-07-17,4.51482
2020-07-18,4.78436
2020-07-19,1.75202
2020-07-20,3.70619
2020-07-21,2.7628
2020-07-22,3.90835
2020-07-23,3.63881
2020-07-24,4.38005
2020-07-25,1.54986
2020-07-26,1.54986
2020-07-27,5.66037
2020-07-28,5.25606
2020-07-29,8.7601
2020-07-30,5.32345
2020-07-31,1.95417
2020-08-01,1.07816
2020-08-02,2.22371
2020-08-03,3.70619
2020-08-04,2.35849
2020-08-05,2.69541
2020-08-06,2.83018
2020-08-07,2.89757
2020-08-08,1.8194
2020-08-09,0.94339
2020-08-10,2.42587
2020-08-11,2.49326
2020-08-12,1.75202
2020-08-13,2.89757
2020-08-14,2.15633
2020-08-15,1.95417
2020-08-16,1.01078
2020-08-17,3.09973
2020-08-18,4.24528
2020-08-19,3.77358
2020-08-20,2.49326
2020-08-21,3.03234
2020-08-22,1.3477
2020-08-23,2.2911
2020-08-24,3.43665
2020-08-25,3.50404
2020-08-26,3.63881
2020-08-27,3.70619
2020-08-28,2.56064
2020-08-29,2.35849
2020-08-30,1.28032
2020-08-31,2.08894
2020-09-01,3.57142
2020-09-02,4.24528
2020-09-03,4.11051
2020-09-04,2.42587
2020-09-05,1.3477
2020-09-06,1.68463
2020-09-07,7.47978
2020-09-08,3.57142
2020-09-09,4.78436
2020-09-10,4.98652
2020-09-11,4.71698
2020-09-12,4.44743
2020-09-13,2.22371
2020-09-14,2.22371
2020-09-15,4.11051
2020-09-16,3.43665
2020-09-17,2.15633
2020-09-18,2.49326
2020-09-19,2.2911
2020-09-20,1.68463
2020-09-21,2.69541
2020-09-22,3.97574
2020-09-23,5.12129
2020-09-24,4.44743
2020-09-25,3.30188
2020-09-26,1.61725
2020-09-27,1.54986
2020-09-28,1.75202
2020-09-29,3.77358
2020-09-30,1.14555
2020-10-01,0.67385
2020-10-02,0.74123
2020-10-03,1.28032
2020-10-04,1.07816
2020-10-05,2.69541
2020-10-06,2.7628
2020-10-07,3.16711
2020-10-08,2.22371
2020-10-09,0.60646
2020-10-10,1.41509
2020-10-11,1.95417
2020-10-12,2.96495
2020-10-13,2.02156
2020-10-14,2.2911
2020-10-15,2.42587
2020-10-16,2.35849
2020-10-17,1.41509
2020-10-18,1.8194
2020-10-19,8.42318
2020-10-20,3.77358
2020-10-21,4.17789
2020-10-22,3.70619
2020-10-23,1.8194
2020-10-24,1.41509
2020-10-25,0.47169
2020-10-26,1.88679
2020-10-27,2.96495
2020-10-28,2.96495
2020-10-29,2.83018
2020-10-30,1.3477
2020-10-31,1.01078
2020-11-01,0.67385
2020-11-02,3.16711
2020-11-03,3.70619
2020-11-04,2.56064
2020-11-05,1.68463
2020-11-06,1.28032
2020-11-07,1.54986
2020-11-08,1.75202
2020-11-09,3.30188
2020-11-10,3.03234
2020-11-11,2.7628
2020-11-12,2.83018
2020-11-13,2.56064
2020-11-14,0.87601
2020-11-15,0.67385
2020-11-16,2.49326
2020-11-17,2.22371
2020-11-18,3.36927
2020-11-19,4.17789
2020-11-20,2.56064
2020-11-21,1.01078
2020-11-22,0.74123
2020-11-23,2.08894
2020-11-24,3.70619
2020-11-25,2.02156
2020-11-26,2.49326
2020-11-27,2.7628
2020-11-28,1.21293
2020-11-29,1.48247
2020-11-30,2.15633
2020-12-01,2.62803
2020-12-02,3.09973
2020-12-03,2.15633
2020-12-04,2.2911
2020-12-05,0.67385
2020-12-06,1.68463
2020-12-07,2.83018
2020-12-08,3.50404
2020-12-09,2.08894
2020-12-10,3.30188
2020-12-11,2.35849
2020-12-12,1.54986
2020-12-13,2.42587
2020-12-14,2.49326
2020-12-15,2.96495
2020-12-16,2.83018
2020-12-17,2.42587
2020-12-18,3.30188
2020-12-19,2.69541
2020-12-20,3.70619
2020-12-21,4.31266
2020-12-22,3.77358
2020-12-23,4.17789
2020-12-24,3.16711
2020-12-25,2.56064
2020-12-26,1.54986
2020-12-27,1.75202
2020-12-28,2.7628
2020-12-29,4.98652
2020-12-30,4.64959
2020-12-31,2.35849
2021-01-01,1.8194
2021-01-02,0.67385
2021-01-03,2.35849
2021-01-04,3.36927
2021-01-05,3.09973
2021-01-06,2.49326
2021-01-07,2.42587
2021-01-08,2.89757
2021-01-09,2.35849
2021-01-10,1.75202
2021-01-11,2.89757
2021-01-12,2.2911
2021-01-13,3.63881
2021-01-14,2.56064
2021-01-15,1.8194
2021-01-16,0.94339
2021-01-17,2.22371
2021-01-18,2.56064
2021-01-19,2.69541
2021-01-20,2.89757
2021-01-21,4.71698
2021-01-22,3.90835
2021-01-23,2.7628
2021-01-24,1.3477
2021-01-25,1.75202
2021-01-26,2.7628
2021-01-27,3.70619
2021-01-28,3.2345
2021-01-29,3.30188
2021-01-30,1.54986
2021-01-31,1.54986
2021-02-01,3.09973
2021-02-02,3.50404
2021-02-03,3.16711
2021-02-04,3.36927
2021-02-05,2.7628
2021-02-06,1.21293
2021-02-07,1.07816
2021-02-08,2.62803
2021-02-09,1.68463
2021-02-10,2.83018
2021-02-11,0.67385
2021-02-12,1.28032
2021-02-13,1.14555
2021-02-14,1.88679
2021-02-15,1.75202
2021-02-16,2.02156
2021-02-17,2.96495
2021-02-18,3.57142
2021-02-19,7.14285
2021-02-20,2.7628
2021-02-21,3.57142
2021-02-22,4.17789
2021-02-23,3.09973
2021-02-24,5.72776
2021-02-25,3.97574
2021-02-26,2.56064
2021-02-27,2.56064
2021-02-28,1.01078
2021-03-01,2.2911
2021-03-02,2.56064
2021-03-03,4.11051
2021-03-04,3.03234
2021-03-05,2.83018
2021-03-06,2.35849
2021-03-07,1.8194
2021-03-08,3.97574
2021-03-09,4.38005
2021-03-10,4.85175
2021-03-11,4.31266
2021-03-12,3.50404
2021-03-13,1.95417
2021-03-14,3.03234
2021-03-15,5.18867
2021-03-16,3.03234
2021-03-17,3.57142
2021-03-18,5.18867
2021-03-19,3.90835
2021-03-20,2.35849
2021-03-21,1.88679
2021-03-22,3.77358
2021-03-23,6.60377
2021-03-24,5.0539
2021-03-25,4.85175
2021-03-26,2.42587
2021-03-27,2.69541
2021-03-28,2.62803
2021-03-29,5.39083
2021-03-30,4.51482
2021-03-31,4.04312
2021-04-01,3.43665
2021-04-02,4.38005
2021-04-03,3.77358
2021-04-04,2.35849
2021-04-05,3.16711
2021-04-06,4.51482
2021-04-07,3.16711
2021-04-08,3.09973
2021-04-09,3.16711
2021-04-10,1.41509
2021-04-11,2.56064
2021-04-12,3.30188
2021-04-13,4.17789
2021-04-14,3.63881
2021-04-15,3.2345
2021-04-16,1.48247
2021-04-17,2.62803
2021-04-18,3.30188
2021-04-19,5.9973
2021-04-20,6.33423
2021-04-21,5.18867
2021-04-22,4.78436
2021-04-23,5.5256
2021-04-24,4.04312
2021-04-25,3.36927
2021-04-26,4.51482
2021-04-27,4.44743
2021-04-28,4.58221
2021-04-29,4.38005
2021-04-30,5.18867
2021-05-01,2.96495
2021-05-02,3.16711
2021-05-03,4.91913
2021-05-04,6.13207
2021-05-05,3.57142
2021-05-06,2.7628
2021-05-07,5.12129
2021-05-08,2.15633
2021-05-09,1.41509
2021-05-10,3.2345
2021-05-11,4.17789
2021-05-12,4.31266
2021-05-13,4.24528
2021-05-14,5.45822
2021-05-15,3.30188
2021-05-16,4.04312
2021-05-17,6.67115
2021-05-18,4.64959
2021-05-19,4.38005
2021-05-20,4.17789
2021-05-21,4.24528
2021-05-22,1.14555
2021-05-23,1.07816
2021-05-24,3.2345
2021-05-25,3.30188
2021-05-26,2.35849
2021-05-27,3.30188
2021-05-28,3.09973
2021-05-29,1.14555
2021-05-30,0.67385
2021-05-31,2.96495
2021-06-01,1.61725
2021-06-02,2.22371
2021-06-03,3.2345
2021-06-04,1.54986
2021-06-05,1.01078
2021-06-06,1.07816
2021-06-07,1.88679
2021-06-08,2.56064
2021-06-09,2.02156
2021-06-10,2.42587
2021-06-11,3.09973
2021-06-12,2.42587
2021-06-13,1.14555
2021-06-14,3.09973
2021-06-15,2.35849
2021-06-16,2.89757
2021-06-17,2.22371
2021-06-18,3.2345
2021-06-19,1.01078
2021-06-20,2.49326
2021-06-21,4.64959
2021-06-22,3.36927
2021-06-23,3.63881
2021-06-24,2.83018
2021-06-25,2.56064
2021-06-26,0.53908
2021-06-27,0.94339
2021-06-28,3.63881
2021-06-29,2.96495
2021-06-30,3.50404
2021-07-01,1.68463
2021-07-02,1.75202
2021-07-03,1.8194
2021-07-04,1.61725
2021-07-05,2.42587
2021-07-06,1.8194
2021-07-07,2.2911
2021-07-08,1.3477
2021-07-09,1.75202
2021-07-10,0.94339
2021-07-11,0.87601
2021-07-12,1.88679
2021-07-13,1.95417
2021-07-14,2.15633
2021-07-15,1.61725
2021-07-16,1.88679
2021-07-17,0.74123
2021-07-18,0.47169
2021-07-19,3.36927
2021-07-20,2.08894
2021-07-21,1.75202
2021-07-22,1.07816
2021-07-23,2.02156
2021-07-24,1.21293
2021-07-25,1.01078
2021-07-26,2.02156
2021-07-27,1.75202
2021-07-28,1.88679
2021-07-29,1.48247
2021-07-30,2.49326
2021-07-31,0.67385
2021-08-01,1.14555
2021-08-02,2.96495
2021-08-03,2.89757
2021-08-04,2.49326
2021-08-05,3.03234
2021-08-06,1.68463
2021-08-07,1.61725
2021-08-08,1.88679
2021-08-09,2.22371
2021-08-10,3.57142
2021-08-11,2.22371
2021-08-12,2.56064
2021-08-13,1.75202
2021-08-14,1.07816
2021-08-15,1.01078
2021-08-16,2.02156
2021-08-17,2.7628
2021-08-18,1.61725
2021-08-19,2.02156
2021-08-20,2.15633
2021-08-21,1.07816
2021-08-22,0.60646
2021-08-23,2.42587
2021-08-24,2.08894
2021-08-25,2.56064
2021-08-26,1.3477
2021-08-27,1.75202
2021-08-29,1.3477
