date,종합건강보험
2021-08-30,1.68463
2021-08-31,2.62803
2021-09-01,1.8194
2021-09-02,1.8194
2021-09-03,2.08894
2021-09-04,0.67385
2021-09-05,0.60646
2021-09-06,1.3477
2021-09-07,1.8194
2021-09-08,1.95417
2021-09-09,1.8194
2021-09-10,1.8194
2021-09-11,1.07816
2021-09-12,1.14555
2021-09-13,1.61725
2021-09-14,1.41509
2021-09-15,2.02156
2021-09-16,1.07816
2021-09-17,1.3477
2021-09-18,0.67385
2021-09-19,0.53908
2021-09-20,0.87601
2021-09-21,1.14555
2021-09-22,1.68463
2021-09-23,1.21293
2021-09-24,3.09973
2021-09-25,1.01078
2021-09-26,1.14555
2021-09-27,2.56064
2021-09-28,1.75202
2021-09-29,2.02156
2021-09-30,1.88679
2021-10-01,0.94339
2021-10-02,0.53908
2021-10-03,0.60646
2021-10-04,1.68463
2021-10-05,1.75202
2021-10-06,1.28032
2021-10-07,1.48247
2021-10-08,1.68463
2021-10-10,1.48247
2021-10-11,0.80862
2021-10-12,1.68463
2021-10-13,1.54986
2021-10-14,1.3477
2021-10-15,2.2911
2021-10-16,1.3477
2021-10-17,0.74123
2021-10-18,1.68463
2021-10-19,1.8194
2021-10-20,1.21293
2021-10-21,1.28032
2021-10-22,1.68463
2021-10-23,0.74123
2021-10-24,0.60646
2021-10-25,2.02156
2021-10-26,2.15633
2021-10-27,0.74123
2021-10-28,2.02156
2021-10-29,2.02156
2021-10-30,0.67385
2021-10-31,0.94339
2021-11-01,2.02156
2021-11-02,0.87601
2021-11-03,1.28032
2021-11-04,1.8194
2021-11-05,0.80862
2021-11-06,0.47169
2021-11-07,0.87601
2021-11-08,1.28032
2021-11-09,1.07816
2021-11-10,1.41509
2021-11-11,1.41509
2021-11-12,1.61725
2021-11-13,1.14555
2021-11-14,0.74123
2021-11-15,1.8194
2021-11-16,1.61725
2021-11-17,1.07816
2021-11-18,0.60646
2021-11-19,1.07816
2021-11-20,0.40431
2021-11-21,0.60646
2021-11-22,2.08894
2021-11-23,1.8194
2021-11-24,1.54986
2021-11-25,0.94339
2021-11-26,0.87601
2021-11-27,1.07816
2021-11-28,0.74123
2021-11-29,2.15633
2021-11-30,1.48247
2021-12-01,2.49326
2021-12-02,2.02156
2021-12-03,0.94339
2021-12-04,1.01078
2021-12-05,1.28032
2021-12-06,1.88679
2021-12-07,1.8194
2021-12-08,2.02156
2021-12-09,1.75202
2021-12-10,1.88679
2021-12-11,0.94339
2021-12-12,1.48247
2021-12-13,2.08894
2021-12-14,1.54986
2021-12-15,2.62803
2021-12-16,1.8194
2021-12-17,1.8194
2021-12-19,0.80862
2021-12-20,1.75202
2021-12-21,2.22371
2021-12-22,1.21293
2021-12-23,1.07816
2021-12-24,1.61725
2021-12-25,0.87601
2021-12-26,0.80862
2021-12-27,2.49326
2021-12-28,1.8194
2021-12-29,2.49326
2021-12-30,2.83018
2021-12-31,0.80862
2022-01-01,1.21293
2022-01-02,1.28032
2022-01-03,2.08894
2022-01-04,2.2911
2022-01-05,1.8194
2022-01-06,1.68463
2022-01-07,2.35849
2022-01-08,1.28032
2022-01-09,0.60646
2022-01-10,3.03234
2022-01-11,2.35849
2022-01-12,1.68463
2022-01-13,1.95417
2022-01-14,1.07816
2022-01-15,0.87601
2022-01-16,1.54986
2022-01-17,1.48247
2022-01-18,1.14555
2022-01-19,2.42587
2022-01-20,2.49326
2022-01-21,1.95417
2022-01-22,1.28032
2022-01-23,1.41509
2022-01-24,3.70619
2022-01-25,3.57142
2022-01-26,2.69541
2022-01-27,1.75202
2022-01-28,1.01078
2022-01-29,0.74123
2022-01-30,0.94339
2022-02-01,1.88679
2022-02-02,1.95417
2022-02-03,1.75202
2022-02-04,2.49326
2022-02-05,1.14555
2022-02-06,1.75202
2022-02-07,2.42587
2022-02-08,1.3477
2022-02-09,1.54986
2022-02-10,1.68463
2022-02-11,2.08894
2022-02-12,1.68463
2022-02-13,1.41509
2022-02-14,2.42587
2022-02-15,2.22371
2022-02-16,2.62803
2022-02-17,2.89757
2022-02-18,2.15633
2022-02-19,1.88679
2022-02-20,1.21293
2022-02-21,3.43665
2022-02-22,3.16711
2022-02-23,2.2911
2022-02-24,2.2911
2022-02-25,1.3477
2022-02-26,3.2345
2022-02-27,1.41509
2022-02-28,1.61725
2022-03-01,1.61725
2022-03-02,1.88679
2022-03-03,3.30188
2022-03-04,1.01078
2022-03-05,1.01078
2022-03-06,1.88679
2022-03-07,2.02156
2022-03-08,2.42587
2022-03-09,1.75202
2022-03-10,1.61725
2022-03-11,1.95417
2022-03-12,1.14555
2022-03-13,0.94339
2022-03-14,1.54986
2022-03-15,1.48247
2022-03-16,1.54986
2022-03-17,2.15633
2022-03-18,1.75202
2022-03-19,0.94339
2022-03-20,0.67385
2022-03-21,1.41509
2022-03-22,1.8194
2022-03-23,1.41509
2022-03-24,2.22371
2022-03-25,1.3477
2022-03-26,1.48247
2022-03-27,1.21293
2022-03-28,1.28032
2022-03-29,2.7628
2022-03-30,1.54986
2022-03-31,1.88679
2022-04-01,0.87601
2022-04-02,0.47169
2022-04-03,0.67385
2022-04-04,1.14555
2022-04-05,0.60646
2022-04-06,2.42587
2022-04-07,2.49326
2022-04-08,1.8194
2022-04-09,0.67385
2022-04-10,0.80862
2022-04-11,1.75202
2022-04-12,1.54986
2022-04-13,1.95417
2022-04-14,1.75202
2022-04-15,0.47169
2022-04-16,0.67385
2022-04-17,1.21293
2022-04-18,2.02156
2022-04-19,1.3477
2022-04-20,1.61725
2022-04-21,1.8194
2022-04-22,1.41509
2022-04-23,0.80862
2022-04-24,0.47169
2022-04-25,1.54986
2022-04-26,2.2911
2022-04-27,1.68463
2022-04-28,1.8194
2022-04-29,0.67385
2022-04-30,1.3477
2022-05-01,1.01078
2022-05-02,1.95417
2022-05-03,1.07816
2022-05-04,0.74123
2022-05-05,1.07816
2022-05-06,1.61725
2022-05-07,1.21293
2022-05-08,0.47169
2022-05-09,1.01078
2022-05-10,1.48247
2022-05-11,0.94339
2022-05-12,1.88679
2022-05-13,0.87601
2022-05-14,1.01078
2022-05-15,0.60646
2022-05-16,2.15633
2022-05-17,1.48247
2022-05-18,1.68463
2022-05-19,1.07816
2022-05-20,1.28032
2022-05-21,0.67385
2022-05-22,0.60646
2022-05-23,2.08894
2022-05-24,1.68463
2022-05-25,1.88679
2022-05-26,2.22371
2022-05-27,0.94339
2022-05-29,0.60646
2022-05-30,1.88679
2022-05-31,1.07816
2022-06-01,1.07816
2022-06-02,0.87601
2022-06-03,0.80862
2022-06-04,0.67385
2022-06-05,0.47169
2022-06-07,1.07816
2022-06-08,1.54986
2022-06-09,0.80862
2022-06-10,1.01078
2022-06-11,0.33692
2022-06-12,0.87601
2022-06-13,1.54986
2022-06-14,1.41509
2022-06-15,1.75202
2022-06-16,2.08894
2022-06-17,1.14555
2022-06-18,0.94339
2022-06-19,0.53908
2022-06-20,3.03234
2022-06-21,2.96495
2022-06-22,0.67385
2022-06-23,2.02156
2022-06-24,2.2911
2022-06-25,1.01078
2022-06-26,0.67385
2022-06-27,1.75202
2022-06-28,1.75202
2022-06-29,1.07816
2022-06-30,2.35849
2022-07-01,0.67385
2022-07-02,1.01078
2022-07-03,0.87601
2022-07-04,1.01078
2022-07-05,1.88679
2022-07-06,2.42587
2022-07-07,1.14555
2022-07-08,1.3477
2022-07-11,0.74123
2022-07-12,2.02156
2022-07-13,1.8194
2022-07-14,1.21293
2022-07-15,2.15633
2022-07-16,0.53908
2022-07-17,0.47169
2022-07-18,1.68463
2022-07-19,1.48247
2022-07-20,2.49326
2022-07-21,1.68463
2022-07-22,1.07816
2022-07-23,1.07816
2022-07-24,0.74123
2022-07-25,2.56064
2022-07-26,1.61725
2022-07-27,1.14555
2022-07-28,0.53908
2022-07-29,1.68463
2022-07-30,1.28032
2022-07-31,0.94339
2022-08-01,1.8194
2022-08-02,1.8194
2022-08-03,1.54986
2022-08-04,2.62803
2022-08-05,1.95417
2022-08-06,0.80862
2022-08-08,2.35849
2022-08-09,1.54986
2022-08-10,2.15633
2022-08-11,2.2911
2022-08-12,0.74123
2022-08-13,1.88679
2022-08-14,1.07816
2022-08-15,1.68463
2022-08-16,1.54986
2022-08-17,1.8194
2022-08-18,2.15633
2022-08-19,1.88679
2022-08-20,0.87601
2022-08-21,0.60646
2022-08-22,2.15633
2022-08-23,2.15633
2022-08-24,2.2911
2022-08-25,2.2911
2022-08-26,1.41509
2022-08-27,1.07816
2022-08-28,0.53908
2022-08-29,1.14555
2022-08-30,1.48247
2022-08-31,2.7628
2022-09-01,1.88679
2022-09-02,1.54986
2022-09-03,1.3477
2022-09-04,1.3477
2022-09-05,1.75202
2022-09-06,1.3477
2022-09-07,2.49326
2022-09-08,0.67385
2022-09-11,0.94339
2022-09-12,0.40431
2022-09-13,1.48247
2022-09-14,2.42587
2022-09-15,1.88679
2022-09-16,1.88679
2022-09-17,0.60646
2022-09-18,1.01078
2022-09-19,2.15633
2022-09-20,1.8194
2022-09-21,1.48247
2022-09-22,1.41509
2022-09-23,1.54986
2022-09-24,0.53908
2022-09-25,0.67385
2022-09-26,2.15633
2022-09-27,1.95417
2022-09-28,1.75202
2022-09-29,1.8194
2022-09-30,1.48247
2022-10-02,0.33692
2022-10-03,0.40431
2022-10-04,1.28032
2022-10-05,1.95417
2022-10-06,1.48247
2022-10-07,1.68463
2022-10-08,0.67385
2022-10-09,0.87601
2022-10-10,1.01078
2022-10-11,1.3477
2022-10-12,2.15633
2022-10-13,1.61725
2022-10-14,1.21293
2022-10-15,1.41509
2022-10-16,1.95417
2022-10-17,1.75202
2022-10-18,1.88679
2022-10-19,2.7628
2022-10-20,2.02156
2022-10-21,1.54986
2022-10-23,0.94339
2022-10-24,2.49326
2022-10-25,3.16711
2022-10-26,1.8194
2022-10-27,2.02156
2022-10-28,2.02156
2022-10-30,0.40431
2022-10-31,0.94339
2022-11-01,0.94339
2022-11-02,1.95417
2022-11-03,1.8194
2022-11-04,1.88679
2022-11-05,0.53908
2022-11-06,0.94339
2022-11-07,1.48247
2022-11-08,1.48247
2022-11-09,1.14555
2022-11-10,1.28032
2022-11-11,1.28032
2022-11-12,1.28032
2022-11-13,1.07816
2022-11-14,2.62803
2022-11-15,1.61725
2022-11-16,1.21293
2022-11-17,0.53908
2022-11-18,1.48247
2022-11-19,0.47169
2022-11-20,0.80862
2022-11-21,1.41509
2022-11-22,1.48247
2022-11-23,2.89757
2022-11-24,1.75202
2022-11-25,0.94339
2022-11-26,1.21293
2022-11-27,0.40431
2022-11-28,1.68463
2022-11-29,1.75202
2022-11-30,1.75202
2022-12-01,1.68463
2022-12-02,1.21293
2022-12-03,0.53908
2022-12-04,1.07816
2022-12-05,1.75202
2022-12-06,1.61725
2022-12-07,1.41509
2022-12-08,1.8194
2022-12-09,1.3477
2022-12-10,0.60646
2022-12-11,1.3477
2022-12-12,1.54986
2022-12-13,1.75202
2022-12-14,2.15633
2022-12-15,1.48247
2022-12-16,2.02156
2022-12-17,0.60646
2022-12-18,0.47169
2022-12-19,1.75202
2022-12-20,1.61725
2022-12-21,2.83018
2022-12-22,1.8194
2022-12-23,2.15633
2022-12-24,0.94339
2022-12-25,0.94339
2022-12-26,2.42587
2022-12-27,2.49326
2022-12-28,1.48247
2022-12-29,2.15633
2022-12-30,1.21293
2022-12-31,0.47169
2023-01-01,0.67385
2023-01-02,1.41509
2023-01-03,1.68463
2023-01-04,1.14555
2023-01-05,1.41509
2023-01-06,0.87601
2023-01-07,1.3477
2023-01-08,0.74123
2023-01-09,1.75202
2023-01-10,1.75202
2023-01-11,1.8194
2023-01-12,1.61725
2023-01-13,2.56064
2023-01-14,0.60646
2023-01-15,1.07816
2023-01-16,1.28032
2023-01-17,2.15633
2023-01-18,1.48247
2023-01-19,1.28032
2023-01-20,2.02156
2023-01-21,0.74123
2023-01-22,1.48247
2023-01-24,0.94339
2023-01-25,2.83018
2023-01-26,2.08894
2023-01-27,1.68463
2023-01-28,1.54986
2023-01-29,1.21293
2023-01-30,2.49326
2023-01-31,1.61725
2023-02-01,1.28032
2023-02-02,1.8194
2023-02-03,1.95417
2023-02-04,1.01078
2023-02-05,0.80862
2023-02-06,2.35849
2023-02-07,2.2911
2023-02-08,1.88679
2023-02-09,1.01078
2023-02-10,1.88679
2023-02-11,0.60646
2023-02-12,1.28032
2023-02-13,1.48247
2023-02-14,2.56064
2023-02-15,2.42587
2023-02-16,1.54986
2023-02-17,1.14555
2023-02-18,1.01078
2023-02-19,1.21293
2023-02-20,2.02156
2023-02-21,1.68463
2023-02-22,1.8194
2023-02-23,2.62803
2023-02-24,2.2911
2023-02-25,1.48247
2023-02-26,0.53908
2023-02-27,1.3477
2023-02-28,2.22371
2023-03-01,0.87601
2023-03-02,1.48247
2023-03-03,1.68463
2023-03-04,1.01078
2023-03-05,0.47169
2023-03-06,2.69541
2023-03-07,1.28032
2023-03-08,2.89757
2023-03-09,1.68463
2023-03-10,2.56064
2023-03-11,1.21293
2023-03-12,0.74123
2023-03-13,1.61725
2023-03-14,2.15633
2023-03-15,2.15633
2023-03-16,2.49326
2023-03-17,1.3477
2023-03-18,0.94339
2023-03-19,1.01078
2023-03-20,1.14555
2023-03-21,2.42587
2023-03-22,2.02156
2023-03-23,1.41509
2023-03-24,1.54986
2023-03-25,0.60646
2023-03-26,0.80862
2023-03-27,2.08894
2023-03-28,2.35849
2023-03-29,1.95417
2023-03-30,1.54986
2023-03-31,1.68463
2023-04-01,0.94339
2023-04-02,1.75202
2023-04-03,1.88679
2023-04-04,1.61725
2023-04-05,1.41509
2023-04-06,1.68463
2023-04-07,1.01078
2023-04-08,2.2911
2023-04-09,1.07816
2023-04-10,1.61725
2023-04-11,1.48247
2023-04-12,1.28032
2023-04-13,0.74123
2023-04-14,1.8194
2023-04-15,1.28032
2023-04-16,0.80862
2023-04-17,2.22371
2023-04-18,1.3477
2023-04-19,1.75202
2023-04-20,2.08894
2023-04-21,2.2911
2023-04-22,0.80862
2023-04-23,0.80862
2023-04-24,0.94339
2023-04-25,2.08894
2023-04-26,1.8194
2023-04-27,0.80862
2023-04-28,1.01078
2023-04-29,0.94339
2023-04-30,1.01078
2023-05-01,0.67385
2023-05-02,0.87601
2023-05-03,1.21293
2023-05-04,1.01078
2023-05-07,0.74123
2023-05-08,1.21293
2023-05-09,0.47169
2023-05-10,0.80862
2023-05-11,1.75202
2023-05-12,1.28032
2023-05-14,0.47169
2023-05-15,1.41509
2023-05-16,1.68463
2023-05-17,1.88679
2023-05-18,1.41509
2023-05-19,1.61725
2023-05-20,0.67385
2023-05-21,0.87601
2023-05-22,2.42587
2023-05-23,2.56064
2023-05-24,1.01078
2023-05-25,1.54986
2023-05-26,1.54986
2023-05-27,1.75202
2023-05-28,0.40431
2023-05-29,1.01078
2023-05-30,1.54986
2023-05-31,1.3477
2023-06-01,1.48247
2023-06-02,0.67385
2023-06-04,1.48247
2023-06-05,2.56064
2023-06-06,1.21293
2023-06-07,1.8194
2023-06-08,1.8194
2023-06-09,1.48247
2023-06-10,0.40431
2023-06-11,0.67385
2023-06-12,0.87601
2023-06-13,1.68463
2023-06-14,0.74123
2023-06-15,0.40431
2023-06-16,1.68463
