date,복리예금
2020-03-20,22.70742
2020-03-21,13.10043
2020-03-22,17.03056
2020-03-23,15.28384
2020-03-24,18.34061
2020-03-25,23.1441
2020-03-26,24.01746
2020-03-27,35.37117
2020-03-28,17.03056
2020-03-29,13.97379
2020-03-30,22.27074
2020-03-31,23.1441
2020-04-01,22.70742
2020-04-02,17.46724
2020-04-03,13.97379
2020-04-04,3.93013
2020-04-05,9.1703
2020-04-06,14.84716
2020-04-07,17.46724
2020-04-08,11.79039
2020-04-09,21.83406
2020-04-10,21.83406
2020-04-11,7.42358
2020-04-12,13.53711
2020-04-13,15.28384
2020-04-14,37.55458
2020-04-15,31.87772
2020-04-16,15.72052
2020-04-17,27.51091
2020-04-18,23.1441
2020-04-19,16.59388
2020-04-20,10.91703
2020-04-21,12.66375
2020-04-22,15.28384
2020-04-23,16.59388
2020-04-24,20.96069
2020-04-25,8.73362
2020-04-26,11.79039
2020-04-27,14.41048
2020-04-28,20.96069
2020-04-29,14.41048
2020-04-30,14.84716
2020-05-01,14.41048
2020-05-02,8.73362
2020-05-03,6.11353
2020-05-04,26.20087
2020-05-05,15.28384
2020-05-06,18.34061
2020-05-07,15.72052
2020-05-08,13.97379
2020-05-09,17.03056
2020-05-10,10.91703
2020-05-11,21.39737
2020-05-12,13.53711
2020-05-13,11.35371
2020-05-14,15.72052
2020-05-15,13.97379
2020-05-16,6.98689
2020-05-17,9.60698
2020-05-18,10.91703
2020-05-19,17.90393
2020-05-20,15.72052
2020-05-21,14.84716
2020-05-22,15.72052
2020-05-23,7.42358
2020-05-24,8.29694
2020-05-25,18.77729
2020-05-26,14.41048
2020-05-27,10.91703
2020-05-28,17.03056
2020-05-29,5.67685
2020-05-30,10.91703
2020-05-31,4.80349
2020-06-01,19.65065
2020-06-02,10.48034
2020-06-03,10.91703
2020-06-04,8.29694
2020-06-05,10.48034
2020-06-06,2.62008
2020-06-07,8.29694
2020-06-08,11.79039
2020-06-09,7.42358
2020-06-10,8.29694
2020-06-11,8.73362
2020-06-12,10.04366
2020-06-13,5.67685
2020-06-14,10.04366
2020-06-15,12.22707
2020-06-16,13.53711
2020-06-17,10.91703
2020-06-18,11.79039
2020-06-19,10.48034
2020-06-20,9.60698
2020-06-21,6.98689
2020-06-22,9.60698
2020-06-23,11.79039
2020-06-24,16.59388
2020-06-25,14.41048
2020-06-26,14.84716
2020-06-27,5.67685
2020-06-28,6.98689
2020-06-29,10.48034
2020-06-30,14.84716
2020-07-01,11.79039
2020-07-02,17.03056
2020-07-03,13.10043
2020-07-04,5.67685
2020-07-05,10.91703
2020-07-06,10.91703
2020-07-07,12.66375
2020-07-08,10.91703
2020-07-09,8.73362
2020-07-10,6.98689
2020-07-11,7.86026
2020-07-12,3.93013
2020-07-13,10.48034
2020-07-14,12.66375
2020-07-15,8.73362
2020-07-16,9.60698
2020-07-17,9.1703
2020-07-18,6.98689
2020-07-19,10.48034
2020-07-20,12.66375
2020-07-21,11.79039
2020-07-22,9.60698
2020-07-23,17.46724
2020-07-24,10.91703
2020-07-26,6.98689
2020-07-27,17.90393
2020-07-28,16.1572
2020-07-29,4.36681
2020-07-30,10.91703
2020-07-31,8.29694
2020-08-01,7.86026
2020-08-02,8.73362
2020-08-03,7.42358
2020-08-04,10.04366
2020-08-05,9.60698
2020-08-06,10.91703
2020-08-07,7.86026
2020-08-08,8.73362
2020-08-09,6.98689
2020-08-10,14.41048
2020-08-11,11.35371
2020-08-12,9.1703
2020-08-13,15.28384
2020-08-14,10.48034
2020-08-15,3.05676
2020-08-16,5.67685
2020-08-17,6.55021
2020-08-18,14.41048
2020-08-19,7.86026
2020-08-20,10.48034
2020-08-21,10.04366
2020-08-22,10.48034
2020-08-23,7.42358
2020-08-24,9.1703
2020-08-25,10.04366
2020-08-26,11.79039
2020-08-27,13.10043
2020-08-28,8.73362
2020-08-29,5.67685
2020-08-30,16.59388
2020-08-31,20.96069
2020-09-01,11.35371
2020-09-02,17.90393
2020-09-03,13.10043
2020-09-04,10.04366
2020-09-05,7.42358
2020-09-06,8.29694
2020-09-07,7.42358
2020-09-08,13.10043
2020-09-09,8.73362
2020-09-10,10.48034
2020-09-11,13.10043
2020-09-12,8.29694
2020-09-13,10.04366
2020-09-14,13.53711
2020-09-15,16.1572
2020-09-16,9.60698
2020-09-17,12.66375
2020-09-18,12.66375
2020-09-19,3.49344
2020-09-20,3.05676
2020-09-21,10.04366
2020-09-22,13.53711
2020-09-23,6.98689
2020-09-24,13.97379
2020-09-25,10.91703
2020-09-26,3.93013
2020-09-27,9.60698
2020-09-28,13.53711
2020-09-29,15.72052
2020-09-30,3.93013
2020-10-01,4.80349
2020-10-02,6.11353
2020-10-03,3.05676
2020-10-04,8.73362
2020-10-05,19.65065
2020-10-06,14.84716
2020-10-07,13.10043
2020-10-08,12.66375
2020-10-09,12.22707
2020-10-10,6.11353
2020-10-11,10.04366
2020-10-12,6.55021
2020-10-13,17.46724
2020-10-14,28.38427
2020-10-15,14.84716
2020-10-16,17.46724
2020-10-17,6.98689
2020-10-18,8.73362
2020-10-19,12.22707
2020-10-20,15.28384
2020-10-21,11.79039
2020-10-22,11.35371
2020-10-23,14.84716
2020-10-24,6.55021
2020-10-25,8.29694
2020-10-26,10.48034
2020-10-27,15.72052
2020-10-28,16.59388
2020-10-29,11.35371
2020-10-30,7.86026
2020-10-31,6.55021
2020-11-01,8.29694
2020-11-02,13.53711
2020-11-03,12.22707
2020-11-04,10.04366
2020-11-05,10.04366
2020-11-06,13.53711
2020-11-07,5.24017
2020-11-08,7.42358
2020-11-09,10.48034
2020-11-10,14.41048
2020-11-11,12.22707
2020-11-12,13.10043
2020-11-13,6.55021
2020-11-14,4.80349
2020-11-15,3.93013
2020-11-16,10.48034
2020-11-17,13.53711
2020-11-18,9.1703
2020-11-19,10.48034
2020-11-20,6.55021
2020-11-21,5.24017
2020-11-22,6.11353
2020-11-23,11.35371
2020-11-24,12.22707
2020-11-25,9.60698
2020-11-26,14.84716
2020-11-27,13.53711
2020-11-28,3.49344
2020-11-29,10.04366
2020-11-30,8.73362
2020-12-01,13.10043
2020-12-02,8.29694
2020-12-03,11.79039
2020-12-04,6.11353
2020-12-05,6.11353
2020-12-06,12.22707
2020-12-07,8.29694
2020-12-08,11.35371
2020-12-09,10.91703
2020-12-10,8.73362
2020-12-11,8.73362
2020-12-12,4.36681
2020-12-13,6.55021
2020-12-14,12.66375
2020-12-15,14.84716
2020-12-16,11.35371
2020-12-17,5.24017
2020-12-18,11.35371
2020-12-19,9.1703
2020-12-20,7.86026
2020-12-21,10.04366
2020-12-22,9.1703
2020-12-23,13.97379
2020-12-24,6.98689
2020-12-25,7.42358
2020-12-26,6.55021
2020-12-27,6.98689
2020-12-28,17.03056
2020-12-29,13.10043
2020-12-30,13.10043
2020-12-31,11.35371
2021-01-01,10.91703
2021-01-02,7.86026
2021-01-03,6.98689
2021-01-04,14.84716
2021-01-05,20.52401
2021-01-06,11.79039
2021-01-07,7.42358
2021-01-08,13.97379
2021-01-09,6.11353
2021-01-10,6.98689
2021-01-11,8.73362
2021-01-12,11.35371
2021-01-13,14.84716
2021-01-14,12.22707
2021-01-15,13.97379
2021-01-16,7.86026
2021-01-17,8.29694
2021-01-18,13.53711
2021-01-19,10.91703
2021-01-20,9.1703
2021-01-21,14.41048
2021-01-22,14.41048
2021-01-23,3.49344
2021-01-24,5.67685
2021-01-25,13.53711
2021-01-26,18.77729
2021-01-27,13.53711
2021-01-28,16.1572
2021-01-29,13.10043
2021-01-30,4.36681
2021-01-31,10.48034
2021-02-01,16.1572
2021-02-02,13.53711
2021-02-03,14.84716
2021-02-04,13.10043
2021-02-05,14.41048
2021-02-06,6.98689
2021-02-07,6.55021
2021-02-08,10.04366
2021-02-09,13.10043
2021-02-10,10.04366
2021-02-11,4.36681
2021-02-12,8.29694
2021-02-13,6.11353
2021-02-14,8.73362
2021-02-15,20.52401
2021-02-16,13.10043
2021-02-17,15.72052
2021-02-18,15.28384
2021-02-19,10.91703
2021-02-20,7.42358
2021-02-21,8.29694
2021-02-22,13.97379
2021-02-23,11.35371
2021-02-24,4.36681
2021-02-25,12.66375
2021-02-26,18.77729
2021-02-27,6.98689
2021-02-28,7.42358
2021-03-01,10.91703
2021-03-02,10.91703
2021-03-03,10.48034
2021-03-04,10.04366
2021-03-05,9.1703
2021-03-06,11.79039
2021-03-07,10.91703
2021-03-08,10.04366
2021-03-09,6.98689
2021-03-10,10.48034
2021-03-11,17.90393
2021-03-12,10.48034
2021-03-13,5.24017
2021-03-14,4.36681
2021-03-15,6.55021
2021-03-16,15.28384
2021-03-17,17.46724
2021-03-18,7.86026
2021-03-19,9.60698
2021-03-20,5.67685
2021-03-21,6.11353
2021-03-22,12.22707
2021-03-23,12.66375
2021-03-24,15.28384
2021-03-25,13.53711
2021-03-26,17.03056
2021-03-27,7.86026
2021-03-28,7.86026
2021-03-29,14.84716
2021-03-30,8.73362
2021-03-31,14.84716
2021-04-01,5.24017
2021-04-02,5.24017
2021-04-03,7.42358
2021-04-04,5.24017
2021-04-05,10.48034
2021-04-06,15.72052
2021-04-07,6.55021
2021-04-08,5.67685
2021-04-09,8.73362
2021-04-10,5.67685
2021-04-11,5.24017
2021-04-12,6.11353
2021-04-13,8.73362
2021-04-14,9.60698
2021-04-15,4.80349
2021-04-16,7.42358
2021-04-17,5.24017
2021-04-18,3.93013
2021-04-19,9.1703
2021-04-20,11.79039
2021-04-21,5.67685
2021-04-22,11.79039
2021-04-23,10.48034
2021-04-24,7.86026
2021-04-25,4.36681
2021-04-26,10.91703
2021-04-27,10.48034
2021-04-28,7.42358
2021-04-29,5.67685
2021-04-30,2.1834
2021-05-01,4.36681
2021-05-02,3.05676
2021-05-03,10.04366
2021-05-04,7.86026
2021-05-05,6.11353
2021-05-06,7.86026
2021-05-07,4.80349
2021-05-08,8.29694
2021-05-09,6.11353
2021-05-10,10.04366
2021-05-11,10.04366
2021-05-12,2.1834
2021-05-13,3.93013
2021-05-14,6.11353
2021-05-15,3.93013
2021-05-16,6.98689
2021-05-17,9.1703
2021-05-18,6.55021
2021-05-19,12.22707
2021-05-20,15.72052
2021-05-21,6.98689
2021-05-22,2.1834
2021-05-23,3.93013
2021-05-24,4.36681
2021-05-25,10.04366
2021-05-26,6.11353
2021-05-27,3.49344
2021-05-28,7.42358
2021-05-29,7.86026
2021-05-30,5.67685
2021-05-31,5.67685
2021-06-01,6.98689
2021-06-02,7.86026
2021-06-03,8.73362
2021-06-04,9.60698
2021-06-05,4.80349
