date,전단채
2020-03-20,31.17408
2020-03-21,8.77192
2020-03-22,14.57489
2020-03-23,44.39946
2020-03-24,49.39271
2020-03-25,41.83535
2020-03-26,41.16059
2020-03-27,42.37516
2020-03-28,8.63697
2020-03-29,10.25641
2020-03-30,38.32658
2020-03-31,34.68286
2020-04-01,33.87314
2020-04-02,35.08771
2020-04-03,28.47503
2020-04-04,5.26315
2020-04-05,5.93792
2020-04-06,26.99055
2020-04-07,33.46828
2020-04-08,27.1255
2020-04-09,28.87989
2020-04-10,24.96626
2020-04-11,5.53306
2020-04-12,7.6923
2020-04-13,21.59244
2020-04-14,24.96626
2020-04-15,3.77867
2020-04-16,17.94871
2020-04-17,17.81376
2020-04-18,2.5641
2020-04-19,3.77867
2020-04-20,19.973
2020-04-21,24.02159
2020-04-22,21.18758
2020-04-23,23.48178
2020-04-24,20.37786
2020-04-25,4.45344
2020-04-26,4.31848
2020-04-27,15.78947
2020-04-28,18.35357
2020-04-29,12.14574
2020-04-30,3.77867
2020-05-01,2.15924
2020-05-02,2.42914
2020-05-03,3.77867
2020-05-04,18.89338
2020-05-05,4.04858
2020-05-06,15.65452
2020-05-07,15.1147
2020-05-08,13.49527
2020-05-09,2.15924
2020-05-10,2.29419
2020-05-11,13.76518
2020-05-12,17.54385
2020-05-13,19.02834
2020-05-14,22.53711
2020-05-15,15.1147
2020-05-16,2.96896
2020-05-17,13.36032
2020-05-18,23.61673
2020-05-19,20.24291
2020-05-20,14.70985
2020-05-21,20.64777
2020-05-22,17.139
2020-05-23,2.42914
2020-05-24,2.42914
2020-05-25,12.82051
2020-05-26,16.46423
2020-05-27,14.57489
2020-05-28,13.63022
2020-05-29,12.5506
2020-05-30,3.50877
2020-05-31,4.04858
2020-06-01,12.68556
2020-06-02,9.9865
2020-06-03,14.17004
2020-06-04,11.74089
2020-06-05,9.58164
2020-06-06,1.21457
2020-06-07,1.21457
2020-06-08,12.41565
2020-06-09,11.87584
2020-06-10,10.12145
2020-06-11,11.47098
2020-06-12,12.41565
2020-06-13,3.23886
2020-06-14,2.69905
2020-06-15,8.23211
2020-06-16,11.47098
2020-06-17,9.58164
2020-06-18,10.79622
2020-06-19,9.44669
2020-06-20,1.88933
2020-06-21,2.69905
2020-06-22,12.41565
2020-06-23,9.71659
2020-06-24,9.71659
2020-06-25,12.95546
2020-06-26,9.9865
2020-06-27,1.34952
2020-06-28,1.88933
2020-06-29,9.71659
2020-06-30,8.36707
2020-07-01,7.96221
2020-07-02,9.31174
2020-07-03,10.25641
2020-07-04,3.23886
2020-07-05,2.15924
2020-07-06,10.93117
2020-07-07,10.52631
2020-07-08,13.22537
2020-07-09,9.44669
2020-07-10,9.04183
2020-07-11,1.48448
2020-07-12,2.29419
2020-07-13,7.82726
2020-07-14,12.41565
2020-07-15,10.25641
2020-07-16,9.85155
2020-07-17,8.50202
2020-07-18,1.61943
2020-07-19,2.5641
2020-07-20,10.66126
2020-07-21,12.14574
2020-07-22,11.47098
2020-07-23,9.9865
2020-07-24,7.55735
2020-07-25,3.50877
2020-07-26,1.88933
2020-07-27,8.09716
2020-07-28,11.74089
2020-07-29,9.71659
2020-07-30,9.04183
2020-07-31,10.79622
2020-08-01,0.94466
2020-08-02,2.5641
2020-08-03,5.93792
2020-08-04,9.44669
2020-08-05,8.63697
2020-08-06,7.82726
2020-08-07,5.66801
2020-08-08,2.69905
2020-08-09,3.64372
2020-08-10,7.4224
2020-08-11,8.77192
2020-08-12,7.82726
2020-08-13,8.36707
2020-08-14,7.96221
2020-08-15,1.75438
2020-08-16,0.67476
2020-08-17,2.02429
2020-08-18,7.55735
2020-08-19,7.28744
2020-08-20,7.4224
2020-08-21,6.20782
2020-08-22,1.75438
2020-08-23,0.94466
2020-08-24,8.90688
2020-08-25,6.47773
2020-08-26,6.47773
2020-08-27,9.85155
2020-08-28,8.23211
2020-08-29,2.02429
2020-08-30,2.15924
2020-08-31,6.47773
2020-09-01,5.93792
2020-09-02,6.88259
2020-09-03,11.20107
2020-09-04,10.79622
2020-09-05,1.21457
2020-09-06,1.34952
2020-09-07,7.15249
2020-09-08,7.15249
2020-09-09,7.28744
2020-09-10,6.88259
2020-09-11,7.15249
2020-09-12,1.34952
2020-09-13,1.34952
2020-09-14,6.88259
2020-09-15,9.31174
2020-09-16,7.6923
2020-09-17,10.12145
2020-09-18,7.01754
2020-09-19,0.94466
2020-09-20,1.34952
2020-09-21,9.9865
2020-09-22,9.85155
2020-09-23,8.23211
2020-09-24,9.31174
2020-09-25,5.39811
2020-09-26,1.07962
2020-09-27,2.42914
2020-09-28,7.96221
2020-09-29,3.77867
2020-09-30,0.80971
2020-10-02,1.07962
2020-10-03,0.67476
2020-10-04,1.07962
2020-10-05,7.4224
2020-10-06,8.50202
2020-10-07,10.25641
2020-10-08,12.01079
2020-10-09,2.02429
2020-10-10,2.42914
2020-10-11,1.88933
2020-10-12,8.50202
2020-10-13,9.04183
2020-10-14,8.09716
2020-10-15,9.04183
2020-10-16,7.6923
2020-10-17,1.61943
2020-10-18,2.42914
2020-10-19,10.12145
2020-10-20,8.77192
2020-10-21,8.23211
2020-10-22,7.82726
2020-10-23,8.77192
2020-10-24,0.94466
2020-10-25,0.94466
2020-10-26,9.04183
2020-10-27,11.47098
2020-10-28,7.15249
2020-10-29,11.33603
2020-10-30,9.31174
2020-10-31,2.02429
2020-11-01,1.34952
2020-11-02,6.74763
2020-11-03,11.60593
2020-11-04,8.50202
2020-11-05,7.96221
2020-11-06,4.85829
2020-11-07,1.21457
2020-11-08,1.21457
2020-11-09,8.23211
2020-11-10,7.15249
2020-11-11,6.07287
2020-11-12,7.15249
2020-11-13,7.82726
2020-11-14,1.88933
2020-11-15,0.94466
2020-11-16,6.47773
2020-11-17,7.96221
2020-11-18,6.61268
2020-11-19,8.23211
2020-11-20,6.88259
2020-11-21,0.80971
2020-11-22,1.61943
2020-11-23,5.53306
2020-11-24,6.07287
2020-11-25,5.39811
2020-11-26,4.18353
2020-11-27,5.93792
2020-11-28,0.94466
2020-11-29,0.67476
2020-11-30,5.93792
2020-12-01,7.28744
2020-12-02,3.77867
2020-12-03,5.39811
2020-12-04,5.93792
2020-12-05,0.67476
2020-12-06,2.834
2020-12-07,5.93792
2020-12-08,7.28744
2020-12-09,5.26315
2020-12-10,5.80296
2020-12-11,5.26315
2020-12-12,2.02429
2020-12-13,1.61943
2020-12-14,5.53306
2020-12-15,5.53306
2020-12-16,7.28744
2020-12-17,6.74763
2020-12-18,6.07287
2020-12-19,2.02429
2020-12-20,1.07962
2020-12-21,4.58839
2020-12-22,3.64372
2020-12-23,4.45344
2020-12-24,4.04858
2020-12-25,1.07962
2020-12-26,3.37381
2020-12-27,1.88933
2020-12-28,3.91363
2020-12-29,7.96221
2020-12-30,5.53306
2020-12-31,3.64372
2021-01-01,1.88933
2021-01-02,1.48448
2021-01-03,2.69905
2021-01-04,5.26315
2021-01-05,6.88259
2021-01-06,9.9865
2021-01-07,8.50202
2021-01-08,6.88259
2021-01-09,1.88933
2021-01-10,0.80971
2021-01-11,5.53306
2021-01-12,7.15249
2021-01-13,8.23211
2021-01-14,8.50202
2021-01-15,9.44669
2021-01-16,1.07962
2021-01-17,1.75438
2021-01-18,7.4224
2021-01-19,7.96221
2021-01-20,6.20782
2021-01-21,6.88259
2021-01-22,7.15249
2021-01-23,2.42914
2021-01-24,1.61943
2021-01-25,5.26315
2021-01-26,9.71659
2021-01-27,10.25641
2021-01-28,9.17678
2021-01-29,5.1282
2021-01-30,2.42914
2021-01-31,3.10391
2021-02-01,7.6923
2021-02-02,9.17678
2021-02-03,8.77192
2021-02-04,9.44669
2021-02-05,6.47773
2021-02-06,1.61943
2021-02-07,0.80971
2021-02-08,7.4224
2021-02-09,7.55735
2021-02-10,5.26315
2021-02-12,1.07962
2021-02-14,2.15924
2021-02-15,8.90688
2021-02-16,8.90688
2021-02-17,7.6923
2021-02-18,9.31174
2021-02-19,6.07287
2021-02-20,2.15924
2021-02-21,1.21457
2021-02-22,6.74763
2021-02-23,10.52631
2021-02-24,8.36707
2021-02-25,9.17678
2021-02-26,5.1282
2021-02-27,1.75438
2021-02-28,1.88933
2021-03-01,2.29419
2021-03-02,7.15249
2021-03-03,8.09716
2021-03-04,6.47773
2021-03-05,5.1282
2021-03-06,1.07962
2021-03-07,1.61943
2021-03-08,7.96221
2021-03-09,7.28744
2021-03-10,5.39811
2021-03-11,8.23211
2021-03-12,8.63697
2021-03-13,0.94466
2021-03-14,1.21457
2021-03-15,8.09716
2021-03-16,7.4224
2021-03-17,6.61268
2021-03-18,9.31174
2021-03-19,7.01754
2021-03-20,1.75438
2021-03-21,1.07962
2021-03-22,8.09716
2021-03-23,8.09716
2021-03-24,5.26315
2021-03-25,6.74763
2021-03-26,5.93792
2021-03-27,0.67476
2021-03-28,2.29419
