date,수탁자
2020-07-27,72.79792
2020-07-28,64.76683
2020-07-29,59.84455
2020-07-30,75.64766
2020-07-31,48.96373
2020-08-01,30.56994
2020-08-02,25.12953
2020-08-03,50.7772
2020-08-04,65.8031
2020-08-05,59.32642
2020-08-06,47.92746
2020-08-07,53.88601
2020-08-08,33.41968
2020-08-09,29.01554
2020-08-10,72.02072
2020-08-11,76.68393
2020-08-12,70.98445
2020-08-13,65.28497
2020-08-14,63.98963
2020-08-15,40.4145
2020-08-16,26.42487
2020-08-17,32.12435
2020-08-18,68.39378
2020-08-19,62.6943
2020-08-20,73.05699
2020-08-21,55.69948
2020-08-22,35.75129
2020-08-23,26.943
2020-08-24,64.2487
2020-08-25,62.6943
2020-08-26,61.13989
2020-08-27,68.13471
2020-08-28,54.92227
2020-08-29,27.20207
2020-08-30,29.27461
2020-08-31,63.4715
2020-09-01,67.35751
2020-09-02,62.43523
2020-09-03,62.43523
2020-09-04,60.88082
2020-09-05,28.23834
2020-09-06,32.38341
2020-09-07,61.13989
2020-09-08,68.91191
2020-09-09,69.43005
2020-09-10,70.46632
2020-09-11,67.35751
2020-09-12,31.60621
2020-09-13,37.56476
2020-09-14,75.64766
2020-09-15,75.90673
2020-09-16,67.87564
2020-09-17,67.61658
2020-09-18,60.10362
2020-09-19,33.41968
2020-09-20,32.12435
2020-09-21,74.09326
2020-09-22,73.31606
2020-09-23,73.05699
2020-09-24,69.17098
2020-09-25,58.03108
2020-09-26,36.52849
2020-09-27,31.86528
2020-09-28,63.21243
2020-09-29,47.15025
2020-09-30,21.50259
2020-10-01,18.13471
2020-10-02,30.05181
2020-10-03,32.90155
2020-10-04,33.93782
2020-10-05,68.13471
2020-10-06,74.35233
2020-10-07,74.87046
2020-10-08,62.95336
2020-10-09,35.75129
2020-10-10,38.60103
2020-10-11,47.40932
2020-10-12,74.09326
2020-10-13,77.20207
2020-10-14,75.64766
2020-10-15,78.75647
2020-10-16,72.53886
2020-10-17,48.70466
2020-10-18,44.55958
2020-10-19,86.52849
2020-10-20,84.19689
2020-10-21,72.27979
2020-10-22,71.76165
2020-10-23,59.32642
2020-10-24,33.93782
2020-10-25,41.96891
2020-10-26,73.57512
2020-10-27,82.38341
2020-10-28,75.64766
2020-10-29,68.91191
2020-10-30,62.95336
2020-10-31,30.31088
2020-11-01,25.64766
2020-11-02,55.44041
2020-11-03,54.40414
2020-11-04,62.95336
2020-11-05,57.77202
2020-11-06,48.70466
2020-11-07,26.1658
2020-11-08,24.09326
2020-11-09,60.10362
2020-11-10,57.51295
2020-11-11,51.03626
2020-11-12,70.46632
2020-11-13,54.92227
2020-11-14,25.64766
2020-11-15,22.27979
2020-11-16,69.17098
2020-11-17,68.39378
2020-11-18,62.6943
2020-11-19,61.13989
2020-11-20,55.44041
2020-11-21,26.943
2020-11-22,35.23316
2020-11-23,55.18134
2020-11-24,63.21243
2020-11-25,64.76683
2020-11-26,59.06735
2020-11-27,46.37305
2020-11-28,39.89637
2020-11-29,23.57512
2020-11-30,61.91709
2020-12-01,55.95854
2020-12-02,58.29015
2020-12-03,72.53886
2020-12-04,59.32642
2020-12-05,30.56994
2020-12-06,30.05181
2020-12-07,58.54922
2020-12-08,61.13989
2020-12-09,63.73056
2020-12-10,70.72538
2020-12-11,63.73056
2020-12-12,31.34715
2020-12-13,30.05181
2020-12-14,67.87564
2020-12-15,70.98445
2020-12-16,60.88082
2020-12-17,57.25388
2020-12-18,43.52331
2020-12-19,22.02072
2020-12-20,27.20207
2020-12-21,56.99481
2020-12-22,60.10362
2020-12-23,51.03626
2020-12-24,43.00518
2020-12-25,15.8031
2020-12-26,19.17098
2020-12-27,19.17098
2020-12-28,50.25906
2020-12-29,58.03108
2020-12-30,46.63212
2020-12-31,37.30569
2021-01-01,23.05699
2021-01-02,24.61139
2021-01-03,26.68393
2021-01-04,53.1088
2021-01-05,63.73056
2021-01-06,65.8031
2021-01-07,53.88601
2021-01-08,56.47668
2021-01-09,23.83419
2021-01-10,29.01554
2021-01-11,58.03108
2021-01-12,66.58031
2021-01-13,58.03108
2021-01-14,59.84455
2021-01-15,57.77202
2021-01-16,27.97927
2021-01-17,27.7202
2021-01-18,64.2487
2021-01-19,62.17616
2021-01-20,60.10362
2021-01-21,55.44041
2021-01-22,47.15025
2021-01-23,25.90673
2021-01-24,34.45595
2021-01-25,66.58031
2021-01-26,69.94818
2021-01-27,66.32124
2021-01-28,73.31606
2021-01-29,57.51295
2021-01-30,26.68393
2021-01-31,23.83419
2021-02-01,60.88082
2021-02-02,68.65284
2021-02-03,59.84455
2021-02-04,63.73056
2021-02-05,69.17098
2021-02-06,34.71502
2021-02-07,31.86528
2021-02-08,67.87564
2021-02-09,63.21243
2021-02-10,46.89119
2021-02-11,23.05699
2021-02-12,16.83937
2021-02-13,26.42487
2021-02-14,37.30569
2021-02-15,83.41968
2021-02-16,79.27461
2021-02-17,71.76165
2021-02-18,81.60621
2021-02-19,76.42487
2021-02-20,46.63212
2021-02-21,46.37305
2021-02-22,67.61658
2021-02-23,65.8031
2021-02-24,57.25388
2021-02-25,69.68911
2021-02-26,61.39896
2021-02-27,32.90155
2021-02-28,21.76165
2021-03-01,26.68393
2021-03-02,68.65284
2021-03-03,66.58031
2021-03-04,67.61658
2021-03-05,64.50777
2021-03-06,35.75129
2021-03-07,30.82901
2021-03-08,63.4715
2021-03-09,81.08808
2021-03-10,65.0259
2021-03-11,66.06217
2021-03-12,59.84455
2021-03-13,30.05181
2021-03-14,31.34715
2021-03-15,72.27979
2021-03-16,66.06217
2021-03-17,78.75647
2021-03-18,70.72538
2021-03-19,59.84455
2021-03-20,34.71502
2021-03-21,27.7202
2021-03-22,69.43005
2021-03-23,70.98445
2021-03-24,71.50259
2021-03-25,62.43523
2021-03-26,62.95336
2021-03-27,27.46113
2021-03-28,27.7202
2021-03-29,69.17098
2021-03-30,77.20207
2021-03-31,65.54404
2021-04-01,66.83937
2021-04-02,58.80829
2021-04-03,25.3886
2021-04-04,34.45595
2021-04-05,75.12953
2021-04-06,69.94818
2021-04-07,63.4715
2021-04-08,84.97409
2021-04-09,67.35751
2021-04-10,39.6373
2021-04-11,34.45595
2021-04-12,67.61658
2021-04-13,71.24352
2021-04-14,77.46113
2021-04-15,77.97927
2021-04-16,69.43005
2021-04-17,35.75129
2021-04-18,44.81865
2021-04-19,74.61139
2021-04-20,80.05181
2021-04-21,73.05699
2021-04-22,70.98445
2021-04-23,60.36269
2021-04-24,29.53367
2021-04-25,29.27461
2021-04-26,68.91191
2021-04-27,64.76683
2021-04-28,67.61658
2021-04-29,60.36269
2021-04-30,55.69948
2021-05-01,28.75647
2021-05-02,27.20207
2021-05-03,66.06217
2021-05-04,59.32642
2021-05-05,33.67875
2021-05-06,59.58549
2021-05-07,47.92746
2021-05-08,26.42487
2021-05-09,22.79792
2021-05-10,67.87564
2021-05-11,59.58549
2021-05-12,60.36269
2021-05-13,62.95336
2021-05-14,51.03626
2021-05-15,24.61139
2021-05-16,27.97927
2021-05-17,67.87564
2021-05-18,64.2487
2021-05-19,40.93264
2021-05-20,68.39378
2021-05-21,58.29015
2021-05-22,33.16062
2021-05-23,27.46113
2021-05-24,81.08808
2021-05-25,70.20725
2021-05-26,64.50777
2021-05-27,76.943
2021-05-28,61.65803
2021-05-29,34.71502
2021-05-30,38.34196
2021-05-31,78.75647
2021-06-01,70.46632
2021-06-02,77.97927
2021-06-03,74.35233
2021-06-04,74.87046
2021-06-05,42.22797
2021-06-06,35.23316
2021-06-07,74.09326
2021-06-08,74.09326
2021-06-09,100.0
2021-06-10,73.57512
2021-06-11,62.95336
2021-06-12,36.78756
2021-06-13,33.41968
2021-06-14,72.02072
2021-06-15,80.82901
2021-06-16,76.68393
2021-06-17,69.94818
2021-06-18,52.3316
2021-06-19,26.68393
2021-06-20,22.79792
2021-06-21,70.46632
2021-06-22,69.94818
2021-06-23,68.91191
2021-06-24,56.47668
2021-06-25,48.70466
2021-06-26,33.93782
2021-06-27,29.27461
2021-06-28,53.1088
2021-06-29,67.09844
2021-06-30,65.28497
2021-07-01,55.18134
2021-07-02,54.40414
2021-07-03,32.90155
2021-07-04,28.23834
2021-07-05,66.32124
2021-07-06,65.8031
2021-07-07,56.47668
2021-07-08,65.0259
2021-07-09,54.92227
2021-07-10,25.12953
2021-07-11,24.87046
2021-07-12,63.21243
2021-07-13,65.54404
2021-07-14,63.73056
2021-07-15,60.62176
2021-07-16,52.84974
2021-07-17,35.23316
2021-07-18,30.05181
2021-07-19,67.87564
2021-07-20,67.61658
2021-07-21,54.14507
2021-07-22,68.13471
2021-07-23,53.88601
2021-07-24,37.56476
2021-07-25,28.4974
2021-07-26,57.25388
2021-07-27,67.35751
2021-07-28,62.43523
2021-07-29,65.8031
2021-07-30,57.25388
2021-07-31,38.8601
2021-08-01,36.01036
2021-08-02,60.62176
2021-08-03,66.06217
2021-08-04,66.58031
2021-08-05,56.47668
2021-08-06,60.88082
2021-08-07,39.11917
2021-08-08,38.34196
2021-08-09,63.98963
2021-08-10,73.31606
2021-08-11,71.50259
2021-08-12,58.80829
2021-08-13,54.92227
2021-08-14,30.05181
2021-08-15,31.34715
2021-08-16,42.22797
2021-08-17,59.84455
2021-08-18,70.72538
2021-08-19,60.62176
2021-08-20,73.83419
2021-08-21,33.41968
2021-08-22,27.7202
2021-08-23,61.39896
2021-08-24,63.98963
2021-08-25,69.43005
2021-08-26,67.09844
2021-08-27,58.29015
2021-08-28,38.0829
2021-08-29,37.30569
2021-08-30,61.13989
2021-08-31,59.58549
2021-09-01,73.57512
2021-09-02,68.91191
2021-09-03,74.35233
2021-09-04,38.8601
2021-09-05,48.18652
2021-09-06,70.20725
2021-09-07,73.57512
2021-09-08,69.94818
2021-09-09,74.61139
2021-09-10,66.06217
2021-09-11,38.8601
2021-09-12,30.56994
2021-09-13,70.20725
2021-09-14,78.23834
2021-09-15,66.83937
2021-09-16,66.32124
2021-09-17,59.58549
2021-09-18,27.97927
2021-09-19,26.1658
2021-09-20,24.87046
2021-09-21,29.79274
2021-09-22,34.45595
2021-09-23,78.4974
2021-09-24,73.57512
2021-09-25,47.40932
2021-09-26,41.70984
2021-09-27,78.75647
2021-09-28,87.04663
2021-09-29,84.71502
2021-09-30,79.27461
2021-10-01,76.943
2021-10-02,51.81347
2021-10-03,39.37823
2021-10-04,55.95854
2021-10-05,86.52849
2021-10-06,76.1658
2021-10-07,67.35751
2021-10-08,69.68911
2021-10-09,39.37823
2021-10-10,41.96891
2021-10-11,58.29015
2021-10-12,77.46113
2021-10-13,91.1917
2021-10-14,87.30569
2021-10-15,66.58031
2021-10-16,45.07772
2021-10-17,42.48704
2021-10-18,78.75647
2021-10-19,76.943
2021-10-20,90.15544
2021-10-21,75.64766
2021-10-22,74.35233
2021-10-23,44.81865
2021-10-24,38.60103
2021-10-25,80.31088
2021-10-26,86.52849
2021-10-27,82.12435
2021-10-28,86.01036
2021-10-29,83.16062
2021-10-30,30.31088
2021-10-31,18.39378
2021-11-01,52.84974
2021-11-02,54.14507
2021-11-03,56.73575
2021-11-04,68.91191
2021-11-05,48.96373
2021-11-06,24.61139
2021-11-07,23.31606
2021-11-08,64.76683
2021-11-09,58.03108
2021-11-10,57.77202
2021-11-11,58.03108
2021-11-12,56.47668
2021-11-13,25.3886
2021-11-14,24.09326
2021-11-15,58.03108
2021-11-16,66.06217
2021-11-17,60.88082
2021-11-18,56.47668
2021-11-19,51.03626
2021-11-20,23.05699
2021-11-21,20.72538
2021-11-22,63.21243
2021-11-23,67.35751
2021-11-24,61.65803
2021-11-25,60.88082
2021-11-26,50.51813
2021-11-27,24.61139
2021-11-28,25.64766
2021-11-29,54.66321
2021-11-30,54.14507
2021-12-01,60.88082
2021-12-02,68.65284
2021-12-03,60.10362
2021-12-04,34.45595
2021-12-05,26.1658
2021-12-06,56.99481
2021-12-07,65.8031
2021-12-08,64.76683
2021-12-09,62.95336
2021-12-10,54.92227
2021-12-11,30.82901
2021-12-12,27.7202
2021-12-13,66.83937
2021-12-14,67.61658
2021-12-15,62.17616
2021-12-16,57.51295
2021-12-17,51.03626
2021-12-18,24.61139
2021-12-19,27.20207
2021-12-20,55.18134
2021-12-21,58.54922
2021-12-22,54.66321
2021-12-23,60.10362
2021-12-24,39.37823
2021-12-25,15.8031
2021-12-26,18.91191
2021-12-27,53.62694
2021-12-28,54.40414
2021-12-29,51.29533
2021-12-30,60.36269
2021-12-31,37.56476
2022-01-01,17.61658
2022-01-02,23.31606
2022-01-03,64.2487
2022-01-04,63.4715
2022-01-05,59.06735
2022-01-06,77.20207
2022-01-07,65.54404
2022-01-08,30.31088
2022-01-09,30.05181
2022-01-10,58.80829
2022-01-11,68.39378
2022-01-12,67.35751
2022-01-13,76.1658
2022-01-14,74.35233
2022-01-15,35.49222
2022-01-16,31.34715
2022-01-17,81.60621
2022-01-18,70.72538
2022-01-19,64.2487
2022-01-20,64.2487
2022-01-21,61.13989
2022-01-22,34.19689
2022-01-23,31.34715
2022-01-24,70.20725
2022-01-25,68.39378
2022-01-26,63.4715
2022-01-27,58.29015
2022-01-28,46.63212
2022-01-29,44.04145
2022-01-30,49.22279
2022-01-31,23.57512
2022-02-01,22.02072
2022-02-02,28.23834
2022-02-03,87.04663
2022-02-04,63.98963
2022-02-05,40.67357
2022-02-06,33.67875
2022-02-07,67.09844
2022-02-08,70.46632
2022-02-09,63.4715
2022-02-10,63.4715
2022-02-11,59.06735
2022-02-12,43.78238
2022-02-13,35.23316
2022-02-14,65.8031
2022-02-15,60.88082
2022-02-16,53.88601
2022-02-17,68.65284
2022-02-18,51.81347
2022-02-19,29.53367
2022-02-20,24.09326
2022-02-21,73.57512
2022-02-22,67.35751
2022-02-23,60.10362
2022-02-24,60.10362
2022-02-25,50.0
2022-02-26,29.53367
2022-02-27,26.1658
2022-02-28,55.44041
2022-03-01,33.93782
2022-03-02,54.40414
2022-03-03,61.39896
2022-03-04,54.40414
2022-03-05,20.98445
2022-03-06,27.20207
2022-03-07,62.95336
2022-03-08,55.44041
2022-03-09,27.97927
2022-03-10,53.62694
2022-03-11,55.44041
2022-03-12,27.46113
2022-03-13,27.46113
2022-03-14,63.73056
2022-03-15,65.28497
2022-03-16,67.87564
2022-03-17,64.2487
2022-03-18,62.17616
2022-03-19,26.42487
2022-03-20,31.60621
2022-03-21,66.06217
2022-03-22,72.79792
2022-03-23,69.43005
2022-03-24,77.20207
2022-03-25,55.69948
2022-03-26,29.27461
2022-03-27,30.82901
2022-03-28,56.47668
2022-03-29,65.28497
2022-03-30,67.61658
2022-03-31,62.6943
2022-04-01,58.54922
2022-04-02,29.79274
2022-04-03,23.57512
2022-04-04,53.1088
2022-04-05,63.73056
2022-04-06,58.29015
2022-04-07,64.76683
2022-04-08,53.62694
2022-04-09,32.64248
2022-04-10,27.46113
2022-04-11,59.58549
2022-04-12,57.77202
2022-04-13,67.87564
2022-04-14,62.17616
2022-04-15,67.61658
2022-04-16,32.64248
2022-04-17,40.93264
2022-04-18,75.3886
2022-04-19,71.24352
2022-04-20,66.83937
2022-04-21,76.68393
2022-04-22,52.59067
2022-04-23,27.46113
2022-04-24,31.86528
2022-04-25,66.58031
2022-04-26,76.68393
2022-04-27,66.06217
2022-04-28,60.10362
2022-04-29,54.40414
2022-04-30,26.42487
2022-05-01,28.4974
2022-05-02,57.77202
2022-05-03,53.62694
2022-05-04,62.43523
2022-05-05,35.23316
2022-05-06,44.55958
2022-05-07,24.09326
2022-05-08,23.05699
2022-05-09,69.17098
2022-05-10,64.2487
2022-05-11,73.05699
2022-05-12,69.68911
2022-05-13,54.14507
2022-05-14,27.20207
2022-05-15,23.57512
2022-05-16,64.76683
2022-05-17,75.64766
2022-05-18,62.43523
2022-05-19,53.1088
2022-05-20,46.37305
2022-05-21,28.75647
2022-05-22,26.68393
2022-05-23,60.36269
2022-05-24,71.76165
2022-05-25,67.09844
2022-05-26,67.09844
2022-05-27,57.25388
2022-05-28,30.82901
2022-05-29,30.31088
2022-05-30,67.09844
2022-05-31,69.94818
2022-06-01,38.34196
2022-06-02,69.17098
2022-06-03,69.68911
2022-06-04,36.78756
2022-06-05,31.60621
2022-06-06,43.00518
2022-06-07,70.72538
2022-06-08,85.49222
2022-06-09,68.91191
2022-06-10,68.91191
2022-06-11,41.70984
2022-06-12,36.01036
2022-06-13,67.35751
2022-06-14,78.75647
2022-06-15,72.79792
2022-06-16,73.83419
2022-06-17,54.14507
2022-06-18,27.97927
2022-06-19,29.27461
2022-06-20,63.98963
2022-06-21,54.92227
2022-06-22,58.29015
2022-06-23,57.77202
2022-06-24,54.66321
2022-06-25,32.12435
2022-06-26,24.09326
2022-06-27,54.92227
2022-06-28,58.54922
2022-06-29,55.18134
2022-06-30,60.88082
2022-07-01,48.96373
2022-07-02,25.12953
2022-07-03,27.97927
2022-07-04,64.2487
2022-07-05,62.43523
2022-07-06,61.65803
2022-07-07,60.88082
2022-07-08,53.1088
2022-07-09,27.20207
2022-07-10,27.7202
2022-07-11,62.43523
2022-07-12,62.6943
2022-07-13,63.21243
2022-07-14,54.40414
2022-07-15,53.62694
2022-07-16,27.20207
2022-07-17,26.42487
2022-07-18,67.35751
2022-07-19,53.62694
2022-07-20,65.54404
2022-07-21,61.39896
2022-07-22,47.92746
2022-07-23,22.79792
2022-07-24,20.98445
2022-07-25,51.03626
2022-07-26,56.99481
2022-07-27,61.39896
2022-07-28,58.80829
2022-07-29,47.92746
2022-07-30,24.35233
2022-07-31,21.24352
2022-08-01,49.22279
2022-08-02,61.13989
2022-08-03,54.92227
2022-08-04,55.44041
2022-08-05,49.48186
2022-08-06,25.12953
2022-08-07,29.27461
2022-08-08,56.99481
2022-08-09,57.77202
2022-08-10,64.2487
2022-08-11,61.13989
2022-08-12,48.18652
2022-08-13,24.09326
2022-08-14,20.46632
2022-08-15,31.34715
2022-08-16,54.40414
2022-08-17,56.47668
2022-08-18,60.62176
2022-08-19,51.29533
2022-08-20,26.943
2022-08-21,25.3886
2022-08-22,56.99481
2022-08-23,55.95854
2022-08-24,68.91191
2022-08-25,59.32642
2022-08-26,52.3316
2022-08-27,31.34715
2022-08-28,24.61139
2022-08-29,55.18134
2022-08-30,52.3316
2022-08-31,58.54922
2022-09-01,60.36269
2022-09-02,54.40414
2022-09-03,27.46113
2022-09-04,29.01554
2022-09-05,54.66321
2022-09-06,63.73056
2022-09-07,59.84455
2022-09-08,45.33678
2022-09-09,18.65284
2022-09-10,19.17098
2022-09-11,25.64766
2022-09-12,27.97927
2022-09-13,71.76165
2022-09-14,69.94818
2022-09-15,68.39378
2022-09-16,57.51295
2022-09-17,28.75647
2022-09-18,31.60621
2022-09-19,59.06735
2022-09-20,73.05699
2022-09-21,58.29015
2022-09-22,60.62176
2022-09-23,56.73575
2022-09-24,28.75647
2022-09-25,29.79274
2022-09-26,79.01554
2022-09-27,64.50777
2022-09-28,68.91191
2022-09-29,67.61658
2022-09-30,50.7772
2022-10-01,32.90155
2022-10-02,26.42487
2022-10-03,34.19689
2022-10-04,66.06217
2022-10-05,67.35751
2022-10-06,57.77202
2022-10-07,55.95854
2022-10-08,31.34715
2022-10-09,23.57512
2022-10-10,38.8601
2022-10-11,71.76165
2022-10-12,76.943
2022-10-13,62.17616
2022-10-14,66.58031
2022-10-15,42.48704
2022-10-16,38.60103
2022-10-17,75.64766
2022-10-18,77.7202
2022-10-19,70.46632
2022-10-20,70.20725
2022-10-21,55.18134
2022-10-22,42.48704
2022-10-23,42.48704
2022-10-24,65.0259
2022-10-25,85.75129
2022-10-26,74.87046
2022-10-27,72.02072
2022-10-28,70.98445
2022-10-29,20.72538
2022-10-30,17.87564
2022-10-31,50.7772
2022-11-01,49.22279
2022-11-02,65.28497
2022-11-03,52.84974
2022-11-04,43.26424
2022-11-05,22.27979
2022-11-06,15.28497
2022-11-07,48.18652
2022-11-08,58.29015
2022-11-09,55.18134
2022-11-10,53.62694
2022-11-11,49.74093
2022-11-12,16.32124
2022-11-13,17.09844
2022-11-14,59.06735
2022-11-15,53.36787
2022-11-16,52.3316
2022-11-17,48.44559
2022-11-18,41.1917
2022-11-19,20.98445
2022-11-20,19.17098
2022-11-21,47.40932
2022-11-22,58.80829
2022-11-23,54.40414
2022-11-24,55.95854
2022-11-25,42.22797
2022-11-26,22.27979
2022-11-27,20.72538
2022-11-28,52.59067
2022-11-29,52.3316
2022-11-30,51.03626
2022-12-01,55.18134
2022-12-02,49.22279
2022-12-03,17.87564
2022-12-04,19.43005
2022-12-05,53.36787
2022-12-06,59.58549
2022-12-07,55.95854
2022-12-08,57.77202
2022-12-09,45.59585
2022-12-10,22.53886
2022-12-11,25.12953
2022-12-12,59.06735
2022-12-13,71.50259
2022-12-14,58.03108
2022-12-15,47.15025
2022-12-16,47.66839
2022-12-17,16.06217
2022-12-18,21.76165
2022-12-19,50.7772
2022-12-20,52.3316
2022-12-21,40.4145
2022-12-22,42.48704
2022-12-23,38.8601
2022-12-24,14.2487
2022-12-25,12.95336
2022-12-26,43.00518
2022-12-27,52.3316
2022-12-28,42.74611
2022-12-29,48.70466
2022-12-30,30.56994
2022-12-31,16.32124
2023-01-01,9.58549
2023-01-02,59.06735
2023-01-03,57.51295
2023-01-04,55.18134
2023-01-05,52.59067
2023-01-06,48.70466
2023-01-07,20.72538
2023-01-08,18.39378
2023-01-09,53.1088
2023-01-10,55.18134
2023-01-11,59.84455
2023-01-12,54.14507
2023-01-13,50.25906
2023-01-14,23.57512
2023-01-15,21.24352
2023-01-16,48.96373
2023-01-17,52.84974
2023-01-18,58.29015
2023-01-19,45.85492
2023-01-20,33.93782
2023-01-21,15.54404
2023-01-22,11.39896
2023-01-23,15.28497
2023-01-24,20.98445
2023-01-25,49.48186
2023-01-26,57.51295
2023-01-27,49.74093
2023-01-28,22.79792
2023-01-29,20.46632
2023-01-30,63.4715
2023-01-31,54.40414
2023-02-01,67.61658
2023-02-02,59.06735
2023-02-03,49.74093
2023-02-04,25.12953
2023-02-05,24.35233
2023-02-06,51.29533
2023-02-07,63.21243
2023-02-08,62.95336
2023-02-09,59.58549
2023-02-10,53.88601
2023-02-11,30.31088
2023-02-12,21.50259
2023-02-13,56.47668
2023-02-14,60.36269
2023-02-15,55.69948
2023-02-16,62.6943
2023-02-17,47.40932
2023-02-18,23.31606
2023-02-19,18.39378
2023-02-20,59.06735
2023-02-21,59.84455
2023-02-22,63.73056
2023-02-23,66.06217
2023-02-24,51.5544
2023-02-25,21.24352
2023-02-26,20.20725
2023-02-27,55.44041
2023-02-28,51.29533
2023-03-01,25.90673
2023-03-02,51.03626
2023-03-03,49.74093
2023-03-04,23.05699
2023-03-05,21.50259
2023-03-06,57.51295
2023-03-07,66.58031
2023-03-08,59.32642
2023-03-09,59.06735
2023-03-10,44.55958
2023-03-11,17.87564
2023-03-12,24.35233
2023-03-13,59.06735
2023-03-14,62.43523
2023-03-15,59.32642
2023-03-16,60.88082
2023-03-17,54.66321
2023-03-18,24.09326
2023-03-19,23.31606
2023-03-20,66.06217
2023-03-21,65.8031
2023-03-22,65.0259
2023-03-23,71.76165
2023-03-24,56.47668
2023-03-25,22.79792
2023-03-26,22.53886
2023-03-27,62.17616
2023-03-28,65.8031
2023-03-29,65.8031
2023-03-30,59.58549
2023-03-31,43.78238
2023-04-01,24.35233
2023-04-02,24.61139
2023-04-03,63.98963
2023-04-04,62.43523
2023-04-05,67.09844
2023-04-06,65.8031
2023-04-07,63.98963
2023-04-08,33.16062
2023-04-09,27.20207
2023-04-10,54.92227
2023-04-11,65.54404
2023-04-12,67.35751
2023-04-13,58.80829
2023-04-14,58.03108
2023-04-15,33.67875
2023-04-16,23.57512
2023-04-17,75.3886
2023-04-18,57.51295
2023-04-19,66.83937
2023-04-20,71.50259
2023-04-21,52.84974
2023-04-22,22.79792
2023-04-23,26.68393
2023-04-24,73.83419
2023-04-25,66.58031
2023-04-26,57.51295
2023-04-27,52.07253
2023-04-28,48.18652
2023-04-29,20.20725
2023-04-30,18.39378
2023-05-01,34.45595
2023-05-02,55.18134
2023-05-03,59.32642
2023-05-04,44.55958
2023-05-05,19.68911
2023-05-06,24.09326
2023-05-07,21.76165
2023-05-08,54.92227
2023-05-09,61.65803
2023-05-10,57.51295
2023-05-11,52.3316
2023-05-12,49.22279
2023-05-13,18.39378
2023-05-14,21.24352
2023-05-15,50.25906
2023-05-16,62.17616
2023-05-17,51.5544
2023-05-18,59.58549
2023-05-19,54.40414
2023-05-20,24.09326
2023-05-21,17.87564
2023-05-22,59.06735
2023-05-23,58.29015
2023-05-24,56.99481
2023-05-25,58.03108
2023-05-26,49.22279
2023-05-27,26.68393
2023-05-28,20.98445
2023-05-29,22.79792
