date,실손보험추천
2020-11-05,11.68831
2020-11-06,6.67903
2020-11-07,7.05009
2020-11-08,8.34879
2020-11-09,13.72912
2020-11-10,15.76994
2020-11-11,14.47124
2020-11-12,21.89239
2020-11-13,12.80148
2020-11-14,9.46196
2020-11-15,5.56586
2020-11-16,14.28571
2020-11-17,18.36734
2020-11-18,15.39888
2020-11-19,10.01855
2020-11-20,12.43042
2020-11-21,6.67903
2020-11-22,8.16326
2020-11-23,17.99628
2020-11-24,10.94619
2020-11-25,11.31725
2020-11-26,10.76066
2020-11-27,12.24489
2020-11-28,4.45269
2020-11-29,8.90538
2020-11-30,13.72912
2020-12-01,15.39888
2020-12-02,14.47124
2020-12-03,14.47124
2020-12-04,17.99628
2020-12-05,9.0909
2020-12-06,8.34879
2020-12-07,17.06864
2020-12-08,15.02782
2020-12-09,28.01484
2020-12-10,36.1781
2020-12-11,25.23191
2020-12-12,14.47124
2020-12-13,25.04638
2020-12-14,30.24118
2020-12-15,31.53988
2020-12-16,22.44897
2020-12-17,21.89239
2020-12-18,28.20037
2020-12-19,13.72912
2020-12-20,15.02782
2020-12-21,34.32282
2020-12-22,33.5807
2020-12-23,44.89795
2020-12-24,33.5807
2020-12-25,20.22263
2020-12-26,12.43042
2020-12-27,27.08719
2020-12-28,56.02968
2020-12-29,43.59925
2020-12-30,36.73469
2020-12-31,23.56215
2021-01-01,11.31725
2021-01-02,10.57513
2021-01-03,16.51205
2021-01-04,25.78849
2021-01-05,25.41743
2021-01-06,26.90166
2021-01-07,27.45825
2021-01-08,17.4397
2021-01-09,10.76066
2021-01-10,13.35807
2021-01-11,23.37662
2021-01-12,26.15955
2021-01-13,26.71614
2021-01-14,23.19109
2021-01-15,24.67532
2021-01-16,11.68831
2021-01-17,11.13172
2021-01-18,25.78849
2021-01-19,34.13729
2021-01-20,27.45825
2021-01-21,26.15955
2021-01-22,22.6345
2021-01-23,11.13172
2021-01-24,16.88311
2021-01-25,26.15955
2021-01-26,30.24118
2021-01-27,25.97402
2021-01-28,29.6846
2021-01-29,24.67532
2021-01-30,14.65677
2021-01-31,12.43042
2021-02-01,19.29499
2021-02-02,25.78849
2021-02-03,24.30426
2021-02-04,26.53061
2021-02-05,26.15955
2021-02-06,16.69758
2021-02-07,16.51205
2021-02-08,21.15027
2021-02-09,19.66604
2021-02-10,18.7384
2021-02-11,11.13172
2021-02-12,7.7922
2021-02-13,10.20408
2021-02-14,15.95547
2021-02-15,29.12801
2021-02-16,27.45825
2021-02-17,30.61224
2021-02-18,29.6846
2021-02-19,37.66233
2021-02-20,21.15027
2021-02-21,17.06864
2021-02-22,23.74768
2021-02-23,42.30055
2021-02-24,30.9833
2021-02-25,26.90166
2021-02-26,26.34508
2021-02-27,14.47124
2021-02-28,13.54359
2021-03-01,19.48051
2021-03-02,26.15955
2021-03-03,20.59369
2021-03-04,21.3358
2021-03-05,21.89239
2021-03-06,12.43042
2021-03-07,18.55287
2021-03-08,23.56215
2021-03-09,26.34508
2021-03-10,23.74768
2021-03-11,26.71614
2021-03-12,17.99628
2021-03-13,9.64749
2021-03-14,7.60667
2021-03-15,12.98701
2021-03-16,20.0371
2021-03-17,20.59369
2021-03-18,21.15027
2021-03-19,12.05936
2021-03-20,6.30797
2021-03-21,8.16326
2021-03-22,18.92393
2021-03-23,20.96474
2021-03-24,21.15027
2021-03-25,13.35807
2021-03-26,12.05936
2021-03-27,7.42115
2021-03-28,10.38961
2021-03-29,17.62523
2021-03-30,12.43042
2021-03-31,18.92393
2021-04-01,12.24489
2021-04-02,10.94619
2021-04-03,6.12244
2021-04-04,5.00927
2021-04-05,11.87384
2021-04-06,13.35807
2021-04-07,16.69758
2021-04-08,11.13172
2021-04-09,12.43042
2021-04-10,4.08163
2021-04-11,5.93692
2021-04-12,13.35807
2021-04-13,11.68831
2021-04-14,15.02782
2021-04-15,9.83302
2021-04-16,11.87384
2021-04-17,5.56586
2021-04-18,7.60667
2021-04-19,15.76994
2021-04-20,15.39888
2021-04-21,14.65677
2021-04-22,13.17254
2021-04-23,11.87384
2021-04-24,5.75139
2021-04-25,6.12244
2021-04-26,11.13172
2021-04-27,14.65677
2021-04-28,15.21335
2021-04-29,10.38961
2021-04-30,15.21335
2021-05-01,6.4935
2021-05-02,7.60667
2021-05-03,8.71985
2021-05-04,13.54359
2021-05-05,5.75139
2021-05-06,15.95547
2021-05-07,15.02782
2021-05-08,7.42115
2021-05-09,5.75139
2021-05-10,16.69758
2021-05-11,13.17254
2021-05-12,16.69758
2021-05-13,16.32653
2021-05-14,12.61595
2021-05-15,7.97773
2021-05-16,11.31725
2021-05-17,16.88311
2021-05-18,14.65677
2021-05-19,7.05009
2021-05-20,18.92393
2021-05-21,16.141
2021-05-22,9.0909
2021-05-23,5.75139
2021-05-24,15.02782
2021-05-25,20.59369
2021-05-26,20.59369
2021-05-27,18.18181
2021-05-28,16.141
2021-05-29,10.76066
2021-05-30,14.65677
2021-05-31,20.77922
2021-06-01,20.0371
2021-06-02,16.51205
2021-06-03,17.4397
2021-06-04,14.65677
2021-06-05,7.05009
2021-06-06,9.64749
2021-06-07,17.99628
2021-06-08,18.55287
2021-06-09,19.66604
2021-06-10,20.22263
2021-06-11,17.25417
2021-06-12,10.01855
2021-06-13,10.94619
2021-06-14,22.44897
2021-06-15,18.7384
2021-06-16,22.26345
2021-06-17,20.40816
2021-06-18,24.67532
2021-06-19,11.68831
2021-06-20,17.06864
2021-06-21,31.91094
2021-06-22,28.57142
2021-06-23,33.5807
2021-06-24,32.46753
2021-06-25,33.39517
2021-06-26,17.62523
2021-06-27,17.06864
2021-06-28,44.5269
2021-06-29,60.48237
2021-06-30,100.0
2021-07-01,19.85157
2021-07-02,7.97773
2021-07-03,4.45269
2021-07-04,7.23562
2021-07-05,12.43042
2021-07-06,11.13172
2021-07-07,9.27643
2021-07-08,10.57513
2021-07-09,10.20408
2021-07-10,4.63821
2021-07-11,2.22634
2021-07-12,8.90538
2021-07-13,9.64749
2021-07-14,10.94619
2021-07-15,11.50278
2021-07-16,9.27643
2021-07-17,3.8961
2021-07-18,5.1948
2021-07-19,8.53432
2021-07-20,9.27643
2021-07-21,10.01855
2021-07-22,12.61595
2021-07-23,8.34879
2021-07-24,4.45269
2021-07-25,2.5974
2021-07-26,8.34879
2021-07-27,10.76066
2021-07-28,6.4935
2021-07-29,9.27643
2021-07-30,7.97773
2021-07-31,5.56586
2021-08-01,5.00927
2021-08-02,8.90538
2021-08-03,8.90538
2021-08-04,10.38961
2021-08-05,5.93692
2021-08-06,9.83302
2021-08-07,5.00927
2021-08-08,5.38033
2021-08-09,12.43042
2021-08-10,11.31725
2021-08-11,12.80148
2021-08-12,8.71985
2021-08-13,8.53432
2021-08-14,6.67903
2021-08-15,5.93692
2021-08-16,6.67903
2021-08-17,11.50278
2021-08-18,8.16326
2021-08-19,16.69758
2021-08-20,13.17254
2021-08-21,6.12244
2021-08-22,4.82374
2021-08-23,12.61595
2021-08-24,11.13172
2021-08-25,12.24489
2021-08-26,11.68831
2021-08-27,9.83302
2021-08-28,2.96846
2021-08-29,4.45269
2021-08-30,12.05936
2021-08-31,14.10018
2021-09-01,9.83302
2021-09-02,8.53432
2021-09-03,11.50278
2021-09-04,5.38033
2021-09-05,4.45269
2021-09-06,11.68831
2021-09-07,13.91465
2021-09-08,6.86456
2021-09-09,11.50278
2021-09-10,9.46196
2021-09-11,5.56586
2021-09-12,4.63821
2021-09-13,6.67903
2021-09-14,6.30797
2021-09-15,7.23562
2021-09-16,7.05009
2021-09-17,6.67903
2021-09-18,2.96846
2021-09-19,2.04081
2021-09-20,6.12244
2021-09-21,3.52504
2021-09-22,6.4935
2021-09-23,11.68831
2021-09-24,15.76994
2021-09-25,7.05009
2021-09-26,6.86456
2021-09-27,13.54359
2021-09-28,11.68831
2021-09-29,12.24489
2021-09-30,14.8423
2021-10-01,8.71985
2021-10-02,6.4935
2021-10-03,7.05009
2021-10-04,5.1948
2021-10-05,9.83302
2021-10-06,10.20408
2021-10-07,12.43042
2021-10-08,10.38961
2021-10-09,4.08163
2021-10-10,3.71057
2021-10-11,6.67903
2021-10-12,12.05936
2021-10-13,15.02782
2021-10-14,8.90538
2021-10-15,9.0909
2021-10-16,3.71057
2021-10-17,1.85528
2021-10-18,11.68831
2021-10-19,7.97773
2021-10-20,8.71985
2021-10-21,8.34879
2021-10-22,8.16326
2021-10-23,7.42115
2021-10-24,4.82374
2021-10-25,11.68831
2021-10-26,12.43042
2021-10-27,7.23562
2021-10-28,5.75139
2021-10-29,8.34879
2021-10-30,3.71057
2021-10-31,5.75139
2021-11-01,11.50278
2021-11-02,7.05009
2021-11-03,8.34879
2021-11-04,9.27643
2021-11-05,7.42115
2021-11-06,2.96846
2021-11-07,3.52504
2021-11-08,6.67903
2021-11-09,13.17254
2021-11-10,9.46196
2021-11-11,8.90538
2021-11-12,10.57513
2021-11-13,3.52504
2021-11-14,5.56586
2021-11-15,10.01855
2021-11-16,8.34879
2021-11-17,8.53432
2021-11-18,7.42115
2021-11-19,7.97773
2021-11-20,5.56586
2021-11-21,6.67903
2021-11-22,10.57513
2021-11-23,7.97773
2021-11-24,9.83302
2021-11-25,14.10018
2021-11-26,7.42115
2021-11-27,7.05009
2021-11-28,8.16326
2021-11-29,11.68831
2021-11-30,10.94619
2021-12-01,8.90538
2021-12-02,12.43042
2021-12-03,9.27643
2021-12-04,4.45269
2021-12-05,6.4935
2021-12-06,13.35807
2021-12-07,8.53432
2021-12-08,9.27643
2021-12-09,10.76066
2021-12-10,12.61595
2021-12-11,7.23562
2021-12-12,5.1948
2021-12-13,13.35807
2021-12-14,17.4397
2021-12-15,15.39888
2021-12-16,20.59369
2021-12-17,12.98701
2021-12-18,6.12244
2021-12-19,6.12244
2021-12-20,15.76994
2021-12-21,13.35807
2021-12-22,12.24489
2021-12-23,14.28571
2021-12-24,7.7922
2021-12-25,5.00927
2021-12-26,9.64749
2021-12-27,19.29499
2021-12-28,19.48051
2021-12-29,23.74768
2021-12-30,23.37662
2021-12-31,21.89239
2022-01-01,6.86456
2022-01-02,6.4935
2022-01-03,15.21335
2022-01-04,19.29499
2022-01-05,18.92393
2022-01-06,13.91465
2022-01-07,9.0909
2022-01-08,4.63821
2022-01-09,11.68831
2022-01-10,16.51205
2022-01-11,19.10946
2022-01-12,13.17254
2022-01-13,10.76066
2022-01-14,14.10018
2022-01-15,7.97773
2022-01-16,6.86456
2022-01-17,11.68831
2022-01-18,12.43042
2022-01-19,11.68831
2022-01-20,10.01855
2022-01-21,10.38961
2022-01-22,5.56586
2022-01-23,4.63821
2022-01-24,13.72912
2022-01-25,12.61595
2022-01-26,12.05936
2022-01-27,12.43042
2022-01-28,8.34879
2022-01-29,9.27643
2022-01-30,4.45269
2022-01-31,2.22634
2022-02-01,6.67903
2022-02-02,7.60667
2022-02-03,15.39888
2022-02-04,14.10018
2022-02-05,3.52504
2022-02-06,6.67903
2022-02-07,11.31725
2022-02-08,12.61595
2022-02-09,12.80148
2022-02-10,8.53432
2022-02-11,12.43042
2022-02-12,5.93692
2022-02-13,2.04081
2022-02-14,8.53432
2022-02-15,13.17254
2022-02-16,12.80148
2022-02-17,9.0909
2022-02-18,7.7922
2022-02-19,5.75139
2022-02-20,5.93692
2022-02-21,11.13172
2022-02-22,17.06864
2022-02-23,12.61595
2022-02-24,7.42115
2022-02-25,10.20408
2022-02-26,9.0909
2022-02-27,5.1948
2022-02-28,12.43042
2022-03-01,6.30797
2022-03-02,7.60667
2022-03-03,8.16326
2022-03-04,6.67903
2022-03-05,8.53432
2022-03-06,4.26716
2022-03-07,10.20408
2022-03-08,8.34879
2022-03-09,4.63821
2022-03-10,8.34879
2022-03-11,9.83302
2022-03-12,4.08163
2022-03-13,4.63821
2022-03-14,7.60667
2022-03-15,10.01855
2022-03-16,6.12244
2022-03-17,7.60667
2022-03-18,4.63821
2022-03-19,5.38033
2022-03-20,4.45269
2022-03-21,10.94619
2022-03-22,11.13172
2022-03-23,11.87384
2022-03-24,8.90538
2022-03-25,5.56586
2022-03-26,5.93692
2022-03-27,3.71057
2022-03-28,11.31725
2022-03-29,8.16326
2022-03-30,12.24489
2022-03-31,9.83302
2022-04-01,6.12244
2022-04-02,2.04081
2022-04-03,4.45269
2022-04-04,8.53432
2022-04-05,8.34879
2022-04-06,10.20408
2022-04-07,6.67903
2022-04-08,5.75139
2022-04-09,3.71057
2022-04-10,2.78293
2022-04-11,10.57513
2022-04-12,8.53432
2022-04-13,7.60667
2022-04-14,10.38961
2022-04-15,7.97773
2022-04-16,2.78293
2022-04-17,3.15398
2022-04-18,6.67903
2022-04-19,9.83302
2022-04-20,7.05009
2022-04-21,10.38961
2022-04-22,7.60667
2022-04-23,5.93692
2022-04-24,5.38033
2022-04-25,8.90538
2022-04-26,7.60667
2022-04-27,11.31725
2022-04-28,9.83302
2022-04-29,7.60667
2022-04-30,3.52504
2022-05-01,3.71057
2022-05-02,9.64749
2022-05-03,7.97773
2022-05-04,5.93692
2022-05-05,2.41187
2022-05-06,8.34879
2022-05-07,3.52504
2022-05-08,3.33951
2022-05-09,10.76066
2022-05-10,7.60667
2022-05-11,7.42115
2022-05-12,7.97773
2022-05-13,9.46196
2022-05-14,2.78293
2022-05-15,4.63821
2022-05-16,8.34879
2022-05-17,7.60667
2022-05-18,8.71985
2022-05-19,7.60667
2022-05-20,8.71985
2022-05-21,3.15398
2022-05-22,3.8961
2022-05-23,9.46196
2022-05-24,10.38961
2022-05-25,10.01855
2022-05-26,8.16326
2022-05-27,6.86456
2022-05-28,6.12244
2022-05-29,3.8961
2022-05-30,8.90538
2022-05-31,7.60667
2022-06-01,5.75139
2022-06-02,10.38961
2022-06-03,6.30797
2022-06-04,4.08163
2022-06-05,3.71057
2022-06-06,5.38033
2022-06-07,6.86456
2022-06-08,6.30797
2022-06-09,9.64749
2022-06-10,8.16326
2022-06-11,1.2987
2022-06-12,4.26716
2022-06-13,7.97773
2022-06-14,7.60667
2022-06-15,10.38961
2022-06-16,7.60667
2022-06-17,8.90538
2022-06-18,3.52504
2022-06-19,4.82374
2022-06-20,10.94619
2022-06-21,10.76066
2022-06-22,10.38961
2022-06-23,9.46196
2022-06-24,7.60667
2022-06-25,6.4935
2022-06-26,2.04081
2022-06-27,13.72912
2022-06-28,12.61595
2022-06-29,7.97773
2022-06-30,8.90538
2022-07-01,5.38033
2022-07-02,4.08163
2022-07-03,3.71057
2022-07-04,8.71985
2022-07-05,10.20408
2022-07-06,3.71057
2022-07-07,8.53432
2022-07-08,6.30797
2022-07-09,2.22634
2022-07-10,2.22634
2022-07-11,10.20408
2022-07-12,7.42115
2022-07-13,5.75139
2022-07-14,7.42115
2022-07-15,7.42115
2022-07-16,4.08163
2022-07-17,3.33951
2022-07-18,5.56586
2022-07-19,6.30797
2022-07-20,8.71985
2022-07-21,8.71985
2022-07-22,5.1948
2022-07-23,5.75139
2022-07-24,3.52504
2022-07-25,9.64749
2022-07-26,9.46196
2022-07-27,8.34879
2022-07-28,8.53432
2022-07-29,9.64749
2022-07-30,1.2987
2022-07-31,4.63821
2022-08-01,9.83302
2022-08-02,9.64749
2022-08-03,9.64749
2022-08-04,9.0909
2022-08-05,8.16326
2022-08-06,3.52504
2022-08-07,2.04081
2022-08-08,6.30797
2022-08-09,10.38961
2022-08-10,8.71985
2022-08-11,4.26716
2022-08-12,9.83302
2022-08-13,5.00927
2022-08-14,2.22634
2022-08-15,5.56586
2022-08-16,10.57513
2022-08-17,9.0909
2022-08-18,9.64749
2022-08-19,10.38961
2022-08-20,3.33951
2022-08-21,4.26716
2022-08-22,11.31725
2022-08-23,11.87384
2022-08-24,11.31725
2022-08-25,9.64749
2022-08-26,6.86456
2022-08-27,3.15398
2022-08-28,5.93692
2022-08-29,9.83302
2022-08-30,9.0909
2022-08-31,7.05009
2022-09-01,12.24489
2022-09-02,6.30797
2022-09-03,2.41187
2022-09-04,5.56586
2022-09-05,12.80148
2022-09-06,7.97773
2022-09-07,10.01855
2022-09-08,5.93692
2022-09-09,1.48423
2022-09-10,2.22634
2022-09-11,1.66975
2022-09-12,4.63821
2022-09-13,10.38961
2022-09-14,12.98701
2022-09-15,9.27643
2022-09-16,7.7922
2022-09-17,4.26716
2022-09-18,5.75139
2022-09-19,9.83302
2022-09-20,9.83302
2022-09-21,9.27643
2022-09-22,10.94619
2022-09-23,8.16326
2022-09-24,5.38033
2022-09-25,4.26716
2022-09-26,12.43042
2022-09-27,10.20408
2022-09-28,9.83302
2022-09-29,9.27643
2022-09-30,10.01855
2022-10-01,2.41187
2022-10-02,5.38033
2022-10-03,3.52504
2022-10-04,9.0909
2022-10-05,9.64749
2022-10-06,11.31725
2022-10-07,5.56586
2022-10-08,5.75139
2022-10-09,3.71057
2022-10-10,5.75139
2022-10-11,6.30797
2022-10-12,11.13172
2022-10-13,11.13172
2022-10-14,8.34879
2022-10-15,5.93692
2022-10-16,4.63821
2022-10-17,11.68831
2022-10-18,10.76066
2022-10-19,10.57513
2022-10-20,7.60667
2022-10-21,9.27643
2022-10-22,4.82374
2022-10-23,7.97773
2022-10-24,7.60667
2022-10-25,11.87384
2022-10-26,9.64749
2022-10-27,9.0909
2022-10-28,5.93692
2022-10-29,6.30797
2022-10-30,4.08163
2022-10-31,9.83302
2022-11-01,8.90538
2022-11-02,8.16326
2022-11-03,7.7922
2022-11-04,10.20408
2022-11-05,3.15398
2022-11-06,4.82374
2022-11-07,12.43042
2022-11-08,9.46196
2022-11-09,10.20408
2022-11-10,4.63821
2022-11-11,9.0909
2022-11-12,3.33951
2022-11-13,4.63821
2022-11-14,9.83302
2022-11-15,8.16326
2022-11-16,11.13172
2022-11-17,8.34879
2022-11-18,8.71985
2022-11-19,4.26716
2022-11-20,4.82374
2022-11-21,10.20408
2022-11-22,13.17254
2022-11-23,10.57513
2022-11-24,13.35807
2022-11-25,11.13172
2022-11-26,5.1948
2022-11-27,4.26716
2022-11-28,10.01855
2022-11-29,11.87384
2022-11-30,10.57513
2022-12-01,13.72912
2022-12-02,11.87384
2022-12-03,2.5974
2022-12-04,8.34879
2022-12-05,13.54359
2022-12-06,12.24489
2022-12-07,9.27643
2022-12-08,14.65677
2022-12-09,14.47124
2022-12-10,8.53432
2022-12-11,6.12244
2022-12-12,17.81076
2022-12-13,15.39888
2022-12-14,12.80148
2022-12-15,13.17254
2022-12-16,11.87384
2022-12-17,7.60667
2022-12-18,12.98701
2022-12-19,20.59369
2022-12-20,15.39888
2022-12-21,18.55287
2022-12-22,23.56215
2022-12-23,16.88311
2022-12-24,7.05009
2022-12-25,6.30797
2022-12-26,16.51205
2022-12-27,14.65677
2022-12-28,19.10946
2022-12-29,15.39888
2022-12-30,12.80148
2022-12-31,4.26716
2023-01-01,5.56586
2023-01-02,10.76066
2023-01-03,13.17254
2023-01-04,15.02782
2023-01-05,11.68831
2023-01-06,9.0909
2023-01-07,9.0909
2023-01-08,5.93692
2023-01-09,12.43042
2023-01-10,13.17254
2023-01-11,9.46196
2023-01-12,13.54359
2023-01-13,10.01855
2023-01-14,7.05009
2023-01-15,5.56586
2023-01-16,9.64749
2023-01-17,9.46196
2023-01-18,13.17254
2023-01-19,12.24489
2023-01-20,10.57513
2023-01-21,5.00927
2023-01-22,7.97773
2023-01-23,6.67903
2023-01-24,7.42115
2023-01-25,14.10018
2023-01-26,14.8423
2023-01-27,14.47124
2023-01-28,8.71985
2023-01-29,4.63821
2023-01-30,13.54359
2023-01-31,11.68831
2023-02-01,12.43042
2023-02-02,13.17254
2023-02-03,12.61595
2023-02-04,7.42115
2023-02-05,5.1948
2023-02-06,11.87384
2023-02-07,12.05936
2023-02-08,13.91465
2023-02-09,13.54359
2023-02-10,11.31725
2023-02-11,7.05009
2023-02-12,6.30797
2023-02-13,11.87384
2023-02-14,9.27643
2023-02-15,13.54359
2023-02-16,9.64749
2023-02-17,9.64749
2023-02-18,5.00927
2023-02-19,5.1948
2023-02-20,10.76066
2023-02-21,12.80148
2023-02-22,12.05936
2023-02-23,11.50278
2023-02-24,10.20408
2023-02-25,4.45269
2023-02-26,10.38961
2023-02-27,11.31725
2023-02-28,9.83302
2023-03-01,7.60667
2023-03-02,11.50278
2023-03-03,10.57513
2023-03-04,4.63821
2023-03-05,2.41187
2023-03-06,11.68831
2023-03-07,11.13172
2023-03-08,8.53432
2023-03-09,9.83302
2023-03-10,4.82374
2023-03-11,5.56586
2023-03-12,7.05009
2023-03-13,11.50278
2023-03-14,11.13172
2023-03-15,10.94619
2023-03-16,11.31725
2023-03-17,8.16326
2023-03-18,3.8961
2023-03-19,7.42115
2023-03-20,8.90538
2023-03-21,11.50278
2023-03-22,8.71985
2023-03-23,12.61595
2023-03-24,8.71985
2023-03-25,4.82374
2023-03-26,2.78293
2023-03-27,10.01855
2023-03-28,12.61595
2023-03-29,9.46196
2023-03-30,8.16326
2023-03-31,6.86456
2023-04-01,4.63821
2023-04-02,6.30797
2023-04-03,8.90538
2023-04-04,8.34879
2023-04-05,8.16326
2023-04-06,6.86456
2023-04-07,7.97773
2023-04-08,3.71057
2023-04-09,5.93692
2023-04-10,8.90538
2023-04-11,10.57513
2023-04-12,11.31725
2023-04-13,9.83302
2023-04-14,7.7922
2023-04-15,3.8961
2023-04-16,4.08163
2023-04-17,7.42115
2023-04-18,10.20408
2023-04-19,9.27643
2023-04-20,10.94619
2023-04-21,10.57513
2023-04-22,2.96846
2023-04-23,5.00927
2023-04-24,14.28571
2023-04-25,11.13172
2023-04-26,9.83302
2023-04-27,8.16326
2023-04-28,5.1948
2023-04-29,5.75139
2023-04-30,2.22634
2023-05-01,6.12244
2023-05-02,10.01855
2023-05-03,6.4935
2023-05-04,9.27643
2023-05-05,7.60667
2023-05-06,4.82374
2023-05-07,2.5974
2023-05-08,9.27643
2023-05-09,9.83302
2023-05-10,10.76066
2023-05-11,12.80148
2023-05-12,9.0909
2023-05-13,5.00927
2023-05-14,4.08163
2023-05-15,12.05936
2023-05-16,11.87384
2023-05-17,12.24489
2023-05-18,10.76066
2023-05-19,8.16326
2023-05-20,5.38033
2023-05-21,6.86456
2023-05-22,13.72912
2023-05-23,14.10018
2023-05-24,15.95547
2023-05-25,10.57513
2023-05-26,11.87384
2023-05-27,5.93692
2023-05-28,5.00927
