date,보험실비
2020-03-20,9.92366
2020-03-21,5.34351
2020-03-22,3.81679
2020-03-23,14.50381
2020-03-24,16.79389
2020-03-25,16.03053
2020-03-26,17.55725
2020-03-27,15.26717
2020-03-28,3.81679
2020-03-29,6.87022
2020-03-30,19.84732
2020-03-31,21.37404
2020-04-01,12.21374
2020-04-02,19.84732
2020-04-03,14.50381
2020-04-04,6.87022
2020-04-05,4.58015
2020-04-06,16.79389
2020-04-07,12.21374
2020-04-08,19.08396
2020-04-09,13.74045
2020-04-10,13.74045
2020-04-11,6.87022
2020-04-12,6.10687
2020-04-13,9.1603
2020-04-14,9.1603
2020-04-15,7.63358
2020-04-16,12.21374
2020-04-17,14.50381
2020-04-18,4.58015
2020-04-19,7.63358
2020-04-20,20.61068
2020-04-21,14.50381
2020-04-22,9.92366
2020-04-23,19.84732
2020-04-24,16.79389
2020-04-25,6.10687
2020-04-26,3.81679
2020-04-27,14.50381
2020-04-28,16.79389
2020-04-29,6.10687
2020-04-30,6.87022
2020-05-01,6.87022
2020-05-02,5.34351
2020-05-03,12.97709
2020-05-04,9.92366
2020-05-05,4.58015
2020-05-06,6.10687
2020-05-07,8.39694
2020-05-08,6.10687
2020-05-09,6.10687
2020-05-10,5.34351
2020-05-11,13.74045
2020-05-12,16.03053
2020-05-13,10.68702
2020-05-14,16.79389
2020-05-15,11.45038
2020-05-16,15.26717
2020-05-17,8.39694
2020-05-18,16.79389
2020-05-19,16.03053
2020-05-20,13.74045
2020-05-21,19.08396
2020-05-22,10.68702
2020-05-23,9.1603
2020-05-24,8.39694
2020-05-25,19.08396
2020-05-26,22.90076
2020-05-27,24.42748
2020-05-28,8.39694
2020-05-29,7.63358
2020-05-30,8.39694
2020-05-31,6.10687
2020-06-01,16.03053
2020-06-02,9.1603
2020-06-03,17.55725
2020-06-04,7.63358
2020-06-05,9.1603
2020-06-06,9.92366
2020-06-07,12.21374
2020-06-08,19.08396
2020-06-09,17.55725
2020-06-10,18.32061
2020-06-11,5.34351
2020-06-12,11.45038
2020-06-13,4.58015
2020-06-14,5.34351
2020-06-15,19.84732
2020-06-16,7.63358
2020-06-17,7.63358
2020-06-18,12.97709
2020-06-19,8.39694
2020-06-20,3.81679
2020-06-21,5.34351
2020-06-22,18.32061
2020-06-23,8.39694
2020-06-24,16.03053
2020-06-25,10.68702
2020-06-26,10.68702
2020-06-27,7.63358
2020-06-28,7.63358
2020-06-29,9.92366
2020-06-30,12.21374
2020-07-01,11.45038
2020-07-02,11.45038
2020-07-03,9.1603
2020-07-04,6.10687
2020-07-06,20.61068
2020-07-07,16.03053
2020-07-08,12.97709
2020-07-09,14.50381
2020-07-10,12.21374
2020-07-11,11.45038
2020-07-13,10.68702
2020-07-14,16.79389
2020-07-15,20.61068
2020-07-16,15.26717
2020-07-17,16.79389
2020-07-18,3.81679
2020-07-19,3.81679
2020-07-20,18.32061
2020-07-21,9.92366
2020-07-22,14.50381
2020-07-23,8.39694
2020-07-24,12.21374
2020-07-25,6.10687
2020-07-26,6.10687
2020-07-27,16.03053
2020-07-28,11.45038
2020-07-29,8.39694
2020-07-30,14.50381
2020-07-31,5.34351
2020-08-01,5.34351
2020-08-02,4.58015
2020-08-03,13.74045
2020-08-04,12.97709
2020-08-05,17.55725
2020-08-06,12.21374
2020-08-07,10.68702
2020-08-08,7.63358
2020-08-09,6.87022
2020-08-10,17.55725
2020-08-11,16.03053
2020-08-12,12.21374
2020-08-13,7.63358
2020-08-14,11.45038
2020-08-15,9.92366
2020-08-17,10.68702
2020-08-18,16.03053
2020-08-19,10.68702
2020-08-20,7.63358
2020-08-21,5.34351
2020-08-22,5.34351
2020-08-23,4.58015
2020-08-24,12.97709
2020-08-25,18.32061
2020-08-26,16.03053
2020-08-27,7.63358
2020-08-28,15.26717
2020-08-29,6.87022
2020-08-30,12.21374
2020-08-31,17.55725
2020-09-01,22.90076
2020-09-02,16.03053
2020-09-03,10.68702
2020-09-04,17.55725
2020-09-05,5.34351
2020-09-06,5.34351
2020-09-07,8.39694
2020-09-08,16.79389
2020-09-09,13.74045
2020-09-10,14.50381
2020-09-11,9.1603
2020-09-12,6.10687
2020-09-13,4.58015
2020-09-14,13.74045
2020-09-15,9.1603
2020-09-16,11.45038
2020-09-17,18.32061
2020-09-18,10.68702
2020-09-19,12.21374
2020-09-20,8.39694
2020-09-21,10.68702
2020-09-22,7.63358
2020-09-23,14.50381
2020-09-24,13.74045
2020-09-25,13.74045
2020-09-26,9.1603
2020-09-27,3.81679
2020-09-28,11.45038
2020-09-29,9.1603
2020-10-01,5.34351
2020-10-03,6.10687
2020-10-05,15.26717
2020-10-06,18.32061
2020-10-07,14.50381
2020-10-08,16.79389
2020-10-09,4.58015
2020-10-10,9.1603
2020-10-11,4.58015
2020-10-12,22.90076
2020-10-13,32.82442
2020-10-14,25.95419
2020-10-15,12.21374
2020-10-16,16.03053
2020-10-17,9.1603
2020-10-18,9.92366
2020-10-19,21.37404
2020-10-20,24.42748
2020-10-21,13.74045
2020-10-22,17.55725
2020-10-23,18.32061
2020-10-24,6.87022
2020-10-25,8.39694
2020-10-26,9.1603
2020-10-27,12.21374
2020-10-28,16.79389
2020-10-29,18.32061
2020-10-30,14.50381
2020-10-31,5.34351
2020-11-01,10.68702
2020-11-02,25.19083
2020-11-03,10.68702
2020-11-04,17.55725
2020-11-05,12.97709
2020-11-06,10.68702
2020-11-07,9.92366
2020-11-08,6.10687
2020-11-09,21.37404
2020-11-10,17.55725
2020-11-11,13.74045
2020-11-12,21.37404
2020-11-13,19.84732
2020-11-14,7.63358
2020-11-15,11.45038
2020-11-16,24.42748
2020-11-17,11.45038
2020-11-18,12.21374
2020-11-19,15.26717
2020-11-20,15.26717
2020-11-21,9.1603
2020-11-22,7.63358
2020-11-23,16.79389
2020-11-24,22.90076
2020-11-25,18.32061
2020-11-26,12.21374
2020-11-27,16.79389
2020-11-28,4.58015
2020-11-29,4.58015
2020-11-30,22.1374
2020-12-01,13.74045
2020-12-02,9.1603
2020-12-03,22.1374
2020-12-04,9.92366
2020-12-05,6.87022
2020-12-06,7.63358
2020-12-07,13.74045
2020-12-08,17.55725
2020-12-09,22.90076
2020-12-10,42.74809
2020-12-11,12.21374
2020-12-12,12.21374
2020-12-13,5.34351
2020-12-14,21.37404
2020-12-15,19.08396
2020-12-16,16.79389
2020-12-17,17.55725
2020-12-18,20.61068
2020-12-19,6.87022
2020-12-20,9.1603
2020-12-21,22.1374
2020-12-22,32.82442
2020-12-23,19.84732
2020-12-24,13.74045
2020-12-25,9.92366
2020-12-26,6.87022
2020-12-27,6.87022
2020-12-28,29.00763
2020-12-29,27.48091
2020-12-30,19.84732
2020-12-31,16.79389
2021-01-01,9.1603
2021-01-02,5.34351
2021-01-03,5.34351
2021-01-04,28.24427
2021-01-05,16.79389
2021-01-06,16.79389
2021-01-07,10.68702
2021-01-08,16.03053
2021-01-09,6.10687
2021-01-11,10.68702
2021-01-12,16.03053
2021-01-13,10.68702
2021-01-14,12.97709
2021-01-15,17.55725
2021-01-16,16.03053
2021-01-17,9.92366
2021-01-18,19.84732
2021-01-19,32.82442
2021-01-20,26.71755
2021-01-21,22.90076
2021-01-22,13.74045
2021-01-23,6.10687
2021-01-24,3.81679
2021-01-25,11.45038
2021-01-26,17.55725
2021-01-27,16.03053
2021-01-28,13.74045
2021-01-29,19.84732
2021-01-30,6.10687
2021-02-01,22.1374
2021-02-02,12.97709
2021-02-03,12.21374
2021-02-04,13.74045
2021-02-05,14.50381
2021-02-06,9.1603
2021-02-07,3.81679
2021-02-08,13.74045
2021-02-09,12.97709
2021-02-10,15.26717
2021-02-11,3.81679
2021-02-12,5.34351
2021-02-13,7.63358
2021-02-15,18.32061
2021-02-16,18.32061
2021-02-17,13.74045
2021-02-18,13.74045
2021-02-19,22.90076
2021-02-20,6.10687
2021-02-21,9.1603
2021-02-22,14.50381
2021-02-23,22.90076
2021-02-24,31.2977
2021-02-25,19.08396
2021-02-26,22.1374
2021-02-27,8.39694
2021-02-28,3.81679
2021-03-01,14.50381
2021-03-02,22.1374
2021-03-03,21.37404
2021-03-04,22.1374
2021-03-05,14.50381
2021-03-06,8.39694
2021-03-07,8.39694
2021-03-08,19.84732
2021-03-09,9.1603
2021-03-10,11.45038
2021-03-11,20.61068
2021-03-12,16.03053
2021-03-13,6.10687
2021-03-14,7.63358
2021-03-15,9.1603
2021-03-16,19.08396
2021-03-17,11.45038
2021-03-18,22.1374
2021-03-19,16.79389
2021-03-20,11.45038
2021-03-21,5.34351
2021-03-22,19.08396
2021-03-23,16.03053
2021-03-24,16.79389
2021-03-25,13.74045
2021-03-26,13.74045
2021-03-27,8.39694
2021-03-28,9.1603
2021-03-29,9.92366
2021-03-30,21.37404
2021-03-31,16.03053
2021-04-01,6.87022
2021-04-02,13.74045
2021-04-03,6.10687
2021-04-04,9.92366
2021-04-05,27.48091
2021-04-06,10.68702
2021-04-07,9.92366
2021-04-08,11.45038
2021-04-09,9.1603
2021-04-10,9.92366
2021-04-11,6.87022
2021-04-12,9.1603
2021-04-13,12.97709
2021-04-14,19.84732
2021-04-15,10.68702
2021-04-16,9.92366
2021-04-17,6.87022
2021-04-18,3.81679
2021-04-19,13.74045
2021-04-20,25.95419
2021-04-21,20.61068
2021-04-22,10.68702
2021-04-23,12.97709
2021-04-24,9.92366
2021-04-25,3.81679
2021-04-26,19.84732
2021-04-27,16.03053
2021-04-28,17.55725
2021-04-29,12.21374
2021-04-30,6.10687
2021-05-01,6.10687
2021-05-02,4.58015
2021-05-03,11.45038
2021-05-04,9.92366
2021-05-05,9.92366
2021-05-06,20.61068
2021-05-07,18.32061
2021-05-08,8.39694
2021-05-09,6.87022
2021-05-10,23.66412
2021-05-11,12.97709
2021-05-12,15.26717
2021-05-13,17.55725
2021-05-14,5.34351
2021-05-15,6.10687
2021-05-16,8.39694
2021-05-17,23.66412
2021-05-18,14.50381
2021-05-19,9.1603
2021-05-20,11.45038
2021-05-21,18.32061
2021-05-22,12.97709
2021-05-24,7.63358
2021-05-25,23.66412
2021-05-26,12.21374
2021-05-27,22.1374
2021-05-28,12.21374
2021-05-29,9.92366
2021-05-30,6.10687
2021-05-31,25.95419
2021-06-01,20.61068
2021-06-02,14.50381
2021-06-03,16.03053
2021-06-04,12.21374
2021-06-05,6.87022
2021-06-06,4.58015
2021-06-07,16.03053
2021-06-08,24.42748
2021-06-09,25.95419
2021-06-10,19.84732
2021-06-11,10.68702
2021-06-12,13.74045
2021-06-13,8.39694
2021-06-14,17.55725
2021-06-15,16.03053
2021-06-16,20.61068
2021-06-17,25.19083
2021-06-18,22.1374
2021-06-19,11.45038
2021-06-20,9.1603
2021-06-21,26.71755
2021-06-22,33.58778
2021-06-23,27.48091
2021-06-24,24.42748
2021-06-25,42.74809
2021-06-26,9.1603
2021-06-27,9.1603
2021-06-28,31.2977
2021-06-29,67.93893
2021-06-30,100.0
2021-07-01,34.35114
2021-07-02,9.1603
2021-07-03,6.10687
2021-07-04,4.58015
2021-07-05,10.68702
2021-07-06,18.32061
2021-07-07,13.74045
2021-07-08,10.68702
2021-07-09,9.92366
2021-07-10,6.87022
2021-07-12,15.26717
2021-07-13,10.68702
2021-07-14,15.26717
2021-07-15,16.79389
2021-07-16,9.1603
2021-07-17,9.92366
2021-07-18,6.87022
2021-07-19,11.45038
2021-07-20,20.61068
2021-07-21,7.63358
2021-07-22,9.92366
2021-07-23,6.10687
2021-07-24,7.63358
2021-07-26,7.63358
2021-07-27,12.21374
2021-07-28,13.74045
2021-07-29,9.92366
2021-07-30,13.74045
2021-07-31,9.92366
2021-08-01,3.81679
2021-08-02,17.55725
2021-08-03,10.68702
2021-08-04,16.03053
2021-08-05,16.79389
2021-08-06,7.63358
2021-08-07,10.68702
2021-08-08,9.92366
2021-08-09,16.03053
2021-08-10,14.50381
2021-08-11,23.66412
2021-08-12,12.21374
2021-08-13,13.74045
2021-08-15,4.58015
2021-08-16,10.68702
2021-08-17,9.92366
2021-08-18,12.21374
2021-08-19,7.63358
2021-08-20,18.32061
2021-08-21,5.34351
2021-08-22,7.63358
2021-08-23,15.26717
2021-08-24,25.95419
2021-08-25,19.84732
2021-08-26,12.21374
2021-08-27,9.92366
2021-08-28,7.63358
2021-08-30,25.95419
2021-08-31,21.37404
2021-09-01,12.97709
2021-09-02,16.79389
2021-09-03,12.97709
2021-09-04,3.81679
2021-09-05,5.34351
2021-09-06,14.50381
2021-09-07,11.45038
2021-09-08,11.45038
