date,쓰리잡
2023-05-30,47.00854
2023-05-31,40.74074
2023-06-01,44.72934
2023-06-02,41.88034
2023-06-03,14.81481
2023-06-04,17.94871
2023-06-05,41.31054
2023-06-06,18.80341
2023-06-07,44.44444
2023-06-08,48.43304
2023-06-09,43.01994
2023-06-10,15.38461
2023-06-11,14.81481
2023-06-12,43.30484
2023-06-13,45.86894
2023-06-14,45.01424
2023-06-15,54.98575
2023-06-16,46.43874
2023-06-17,40.17094
2023-06-18,31.90883
2023-06-19,52.42165
2023-06-20,57.26495
2023-06-21,43.58974
2023-06-22,60.39886
2023-06-23,40.17094
2023-06-24,14.24501
2023-06-25,10.25641
2023-06-26,38.74643
2023-06-27,35.89743
2023-06-28,35.89743
2023-06-29,33.90313
2023-06-30,37.32193
2023-07-01,3.7037
2023-07-02,6.2678
2023-07-03,35.32763
2023-07-04,36.18233
2023-07-05,41.02564
2023-07-06,32.19373
2023-07-07,36.75213
2023-07-08,3.7037
2023-07-09,3.7037
2023-07-10,23.64672
2023-07-11,39.60113
2023-07-12,35.04273
2023-07-13,40.74074
2023-07-14,35.04273
2023-07-15,22.50712
2023-07-16,31.05413
2023-07-17,35.32763
2023-07-18,31.62393
2023-07-19,36.46723
2023-07-20,33.90313
2023-07-21,28.20512
2023-07-22,14.52991
2023-07-23,15.09971
2023-07-24,38.17663
2023-07-25,36.75213
2023-07-26,32.19373
2023-07-27,30.76923
2023-07-28,29.34472
2023-07-29,15.66951
2023-07-30,16.80911
2023-07-31,32.47863
2023-08-01,36.18233
2023-08-02,29.91452
2023-08-03,25.35612
2023-08-04,37.60683
2023-08-05,27.63532
2023-08-06,18.80341
2023-08-07,38.17663
2023-08-08,35.32763
2023-08-09,31.62393
2023-08-10,39.03133
2023-08-11,30.48433
2023-08-12,31.05413
2023-08-13,23.07692
2023-08-14,28.49002
2023-08-15,23.07692
2023-08-16,32.19373
2023-08-17,30.76923
2023-08-18,31.33903
2023-08-19,18.23361
2023-08-20,15.66951
2023-08-21,36.18233
2023-08-22,36.75213
2023-08-23,32.76353
2023-08-24,36.18233
2023-08-25,33.90313
2023-08-26,23.07692
2023-08-27,20.51282
2023-08-28,42.73504
2023-08-29,36.18233
2023-08-30,29.91452
2023-08-31,32.76353
2023-09-01,35.32763
2023-09-02,19.37321
2023-09-03,19.94301
2023-09-04,32.19373
2023-09-05,33.61823
2023-09-06,30.19943
2023-09-07,33.33333
2023-09-08,37.89173
2023-09-09,24.21652
2023-09-10,24.78632
2023-09-11,36.46723
2023-09-12,28.77492
2023-09-13,35.61253
2023-09-14,32.76353
2023-09-15,35.32763
2023-09-16,20.79772
2023-09-17,24.50142
2023-09-18,43.58974
2023-09-19,43.01994
2023-09-20,34.18803
2023-09-21,37.32193
2023-09-22,35.61253
2023-09-23,7.6923
2023-09-24,13.96011
2023-09-25,37.60683
2023-09-26,34.47293
2023-09-27,20.22792
2023-09-29,2.849
2023-09-30,1.9943
2023-10-01,3.4188
2023-10-02,5.1282
2023-10-03,7.6923
2023-10-04,40.45584
2023-10-05,32.76353
2023-10-06,31.90883
2023-10-07,3.7037
2023-10-08,7.1225
2023-10-09,8.547
2023-10-10,31.33903
2023-10-11,34.47293
2023-10-12,39.88603
2023-10-13,33.04843
2023-10-14,4.8433
2023-10-15,5.698
2023-10-16,33.33333
2023-10-17,35.04273
2023-10-18,37.03703
2023-10-19,39.60113
2023-10-20,34.75783
2023-10-21,3.4188
2023-10-22,7.1225
2023-10-23,41.31054
2023-10-24,41.59544
2023-10-25,35.32763
2023-10-26,30.19943
2023-10-27,35.89743
2023-10-28,3.9886
2023-10-29,3.4188
2023-10-30,33.04843
2023-10-31,33.04843
2023-11-01,39.03133
2023-11-02,36.75213
2023-11-03,35.04273
2023-11-04,4.2735
2023-11-05,5.9829
2023-11-06,37.32193
2023-11-07,42.45014
2023-11-08,37.60683
2023-11-09,41.02564
2023-11-10,31.05413
2023-11-11,6.2678
2023-11-12,9.6866
2023-11-13,41.02564
2023-11-14,42.45014
2023-11-15,34.18803
2023-11-16,37.60683
2023-11-17,31.05413
2023-11-18,2.5641
2023-11-19,10.54131
2023-11-20,45.58404
2023-11-21,45.01424
2023-11-22,41.31054
2023-11-23,36.46723
2023-11-24,35.32763
2023-11-25,3.4188
2023-11-26,9.4017
2023-11-27,35.04273
2023-11-28,36.18233
2023-11-29,35.61253
2023-11-30,37.32193
2023-12-01,30.48433
2023-12-02,10.25641
2023-12-03,2.849
2023-12-04,34.75783
2023-12-05,36.75213
2023-12-06,40.45584
2023-12-07,39.88603
2023-12-08,30.76923
2023-12-09,6.5527
2023-12-10,15.95441
2023-12-11,36.75213
2023-12-12,34.47293
2023-12-13,36.18233
2023-12-14,46.43874
2023-12-15,34.75783
2023-12-16,4.2735
2023-12-17,3.9886
2023-12-18,35.61253
2023-12-19,31.05413
2023-12-20,35.32763
2023-12-21,33.33333
2023-12-22,34.47293
2023-12-23,10.25641
2023-12-24,4.8433
2023-12-25,9.4017
2023-12-26,40.17094
2023-12-27,42.45014
2023-12-28,41.59544
2023-12-29,21.08262
2023-12-30,3.1339
2023-12-31,9.6866
2024-01-01,3.7037
2024-01-02,37.89173
2024-01-03,38.17663
2024-01-04,31.33903
2024-01-05,33.90313
2024-01-06,13.39031
2024-01-07,19.37321
2024-01-08,36.46723
2024-01-09,39.03133
2024-01-10,34.18803
2024-01-11,34.75783
2024-01-12,35.61253
2024-01-13,3.9886
2024-01-14,3.7037
2024-01-15,44.72934
2024-01-16,37.60683
2024-01-17,37.32193
2024-01-18,33.04843
2024-01-19,66.09686
2024-01-20,68.09116
2024-01-21,63.24786
2024-01-22,60.39886
2024-01-23,61.53846
2024-01-24,65.24216
2024-01-25,53.27635
2024-01-26,50.99715
2024-01-27,65.81196
2024-01-28,49.85754
2024-01-29,55.84045
2024-01-30,55.84045
2024-01-31,56.41025
2024-02-01,60.96866
2024-02-02,55.84045
2024-02-03,48.14814
2024-02-04,55.84045
2024-02-05,49.85754
2024-02-06,55.55555
2024-02-07,61.25356
2024-02-08,58.97435
2024-02-09,60.11396
2024-02-10,56.69515
2024-02-11,61.25356
2024-02-12,54.98575
2024-02-13,58.40455
2024-02-14,59.25925
2024-02-15,59.54415
2024-02-16,56.98005
2024-02-17,53.84615
2024-02-18,53.84615
2024-02-19,66.66666
2024-02-20,56.69515
2024-02-21,59.54415
2024-02-22,55.27065
2024-02-23,54.13105
2024-02-24,56.98005
2024-02-25,56.41025
2024-02-26,55.84045
2024-02-27,56.41025
2024-02-28,61.53846
2024-02-29,56.41025
2024-03-01,47.29344
2024-03-02,51.28205
2024-03-03,59.25925
2024-03-04,52.13675
2024-03-05,56.41025
2024-03-06,53.56125
2024-03-07,54.41595
2024-03-08,55.27065
2024-03-09,52.70655
2024-03-10,55.27065
2024-03-11,53.84615
2024-03-12,58.11965
2024-03-13,58.40455
2024-03-14,62.67806
2024-03-15,62.96296
2024-03-16,58.97435
2024-03-17,56.41025
2024-03-18,57.83475
2024-03-19,56.69515
2024-03-20,56.98005
