date,증권투자권유대행인
2020-03-20,8.78774
2020-03-21,4.64173
2020-03-22,5.27264
2020-03-23,8.51735
2020-03-24,7.70617
2020-03-25,6.84993
2020-03-26,6.80486
2020-03-27,4.46146
2020-03-28,3.74042
2020-03-29,4.86705
2020-03-30,7.34565
2020-03-31,5.67823
2020-04-01,4.50653
2020-04-02,4.55159
2020-04-03,4.14601
2020-04-04,3.65029
2020-04-05,3.60522
2020-04-06,5.76836
2020-04-07,7.30058
2020-04-08,4.95718
2020-04-09,5.13744
2020-04-10,3.42496
2020-04-11,3.56016
2020-04-12,4.46146
2020-04-13,6.08382
2020-04-14,6.6246
2020-04-15,3.92068
2020-04-16,5.18251
2020-04-17,4.68679
2020-04-18,3.87561
2020-04-19,5.00225
2020-04-20,5.90356
2020-04-21,5.72329
2020-04-22,5.76836
2020-04-23,5.22757
2020-04-24,5.85849
2020-04-25,2.70392
2020-04-26,4.77692
2020-04-27,7.43578
2020-04-28,5.63316
2020-04-29,3.83055
2020-04-30,3.87561
2020-05-01,3.56016
2020-05-02,2.43352
2020-05-03,4.32627
2020-05-04,4.55159
2020-05-05,4.86705
2020-05-06,5.99369
2020-05-07,4.86705
2020-05-08,5.36277
2020-05-09,4.95718
2020-05-10,4.91212
2020-05-11,5.81342
2020-05-12,5.99369
2020-05-13,4.95718
2020-05-14,4.82199
2020-05-15,3.56016
2020-05-16,3.33483
2020-05-17,3.1095
2020-05-18,5.22757
2020-05-19,7.6611
2020-05-20,7.30058
2020-05-21,6.53447
2020-05-22,5.40784
2020-05-23,4.19107
2020-05-24,3.92068
2020-05-25,6.53447
2020-05-26,5.72329
2020-05-27,5.67823
2020-05-28,4.73186
2020-05-29,4.86705
2020-05-30,4.86705
2020-05-31,5.31771
2020-06-01,6.4894
2020-06-02,5.81342
2020-06-03,6.03875
2020-06-04,5.90356
2020-06-05,6.80486
2020-06-06,4.05588
2020-06-07,5.85849
2020-06-08,7.39071
2020-06-09,6.35421
2020-06-10,6.12888
2020-06-11,5.72329
2020-06-12,7.7963
2020-06-13,5.00225
2020-06-14,6.03875
2020-06-15,7.75123
2020-06-16,7.25552
2020-06-17,5.81342
2020-06-18,7.12032
2020-06-19,7.03019
2020-06-20,4.82199
2020-06-21,6.89499
2020-06-22,7.84136
2020-06-23,8.78774
2020-06-24,8.11176
2020-06-25,8.24695
2020-06-26,7.34565
2020-06-27,6.53447
2020-06-28,7.30058
2020-06-29,8.74267
2020-06-30,10.1397
2020-07-01,9.86931
2020-07-02,9.64398
2020-07-03,8.51735
2020-07-04,6.12888
2020-07-05,7.03019
2020-07-06,8.42721
2020-07-07,8.92293
2020-07-08,9.32852
2020-07-09,8.74267
2020-07-10,8.60748
2020-07-11,6.57954
2020-07-12,6.35421
2020-07-13,11.89725
2020-07-14,12.03244
2020-07-15,10.68048
2020-07-16,9.01306
2020-07-17,8.8328
2020-07-18,5.63316
2020-07-19,7.97656
2020-07-20,13.20414
2020-07-21,10.41009
2020-07-22,11.041
2020-07-23,10.27489
2020-07-24,8.92293
2020-07-25,5.90356
2020-07-26,8.42721
2020-07-27,15.50247
2020-07-28,10.81568
2020-07-29,12.30283
2020-07-30,13.47453
2020-07-31,12.93375
2020-08-01,9.28346
2020-08-02,11.35646
2020-08-03,18.16133
2020-08-04,17.16989
2020-08-05,14.73636
2020-08-06,17.66561
2020-08-07,16.53898
2020-08-08,13.3844
2020-08-09,21.22577
2020-08-10,73.68183
2020-08-11,39.5223
2020-08-12,31.41054
2020-08-13,31.95132
2020-08-14,32.17665
2020-08-15,12.70842
2020-08-16,11.44659
2020-08-17,12.4831
2020-08-18,27.26453
2020-08-19,17.48535
2020-08-20,15.63767
2020-08-21,14.87156
2020-08-22,9.91437
2020-08-23,12.39296
2020-08-24,17.0347
2020-08-25,15.00675
2020-08-26,15.81793
2020-08-27,14.46597
2020-08-28,16.58404
2020-08-29,13.83506
2020-08-30,17.98107
2020-08-31,26.0027
2020-09-01,39.34204
2020-09-02,16.13339
2020-09-03,10.0045
2020-09-04,9.32852
2020-09-05,5.94862
2020-09-06,6.6246
2020-09-07,7.70617
2020-09-08,8.11176
2020-09-09,7.6611
2020-09-10,7.84136
2020-09-11,5.90356
2020-09-12,5.40784
2020-09-13,6.4894
2020-09-14,8.33708
2020-09-15,7.16538
2020-09-16,6.66967
2020-09-17,7.30058
2020-09-18,5.09238
2020-09-19,4.50653
2020-09-20,4.86705
2020-09-21,8.87787
2020-09-22,6.57954
2020-09-23,6.44434
2020-09-24,5.76836
2020-09-25,8.06669
2020-09-26,6.98512
2020-09-27,9.86931
2020-09-28,11.71698
2020-09-29,7.84136
2020-09-30,4.37133
2020-10-01,4.19107
2020-10-02,6.66967
2020-10-03,5.94862
2020-10-04,7.97656
2020-10-05,13.20414
2020-10-06,9.01306
2020-10-07,8.69761
2020-10-08,16.85443
2020-10-09,8.56241
2020-10-10,6.26408
2020-10-11,8.69761
2020-10-12,13.60973
2020-10-13,12.66336
2020-10-14,12.12257
2020-10-15,11.49166
2020-10-16,13.56466
2020-10-17,10.22983
2020-10-18,9.14826
2020-10-19,39.56737
2020-10-20,26.76881
2020-10-21,22.80306
2020-10-22,22.75799
2020-10-23,22.17214
2020-10-24,8.968
2020-10-25,9.05813
2020-10-26,18.20639
2020-10-27,12.39296
2020-10-28,10.41009
2020-10-29,9.91437
2020-10-30,6.98512
2020-10-31,5.85849
2020-11-01,8.02163
2020-11-02,11.62685
2020-11-03,11.62685
2020-11-04,7.9315
2020-11-05,9.50878
2020-11-06,9.86931
2020-11-07,7.7963
2020-11-08,11.67192
2020-11-09,15.14195
2020-11-10,14.51104
2020-11-11,13.02388
2020-11-12,13.88012
2020-11-13,15.77287
2020-11-14,24.47048
2020-11-15,33.57368
2020-11-16,15.90806
2020-11-17,10.09463
2020-11-18,7.7963
2020-11-19,8.15682
2020-11-20,7.48084
2020-11-21,6.66967
2020-11-22,7.07525
2020-11-23,10.04957
2020-11-24,8.24695
2020-11-25,12.3479
2020-11-26,47.31861
2020-11-27,14.06038
2020-11-28,7.61604
2020-11-29,8.33708
2020-11-30,10.04957
2020-12-01,8.87787
2020-12-02,10.50022
2020-12-03,8.8328
2020-12-04,6.35421
2020-12-05,4.77692
2020-12-06,6.35421
2020-12-07,8.02163
2020-12-08,8.15682
2020-12-09,8.87787
2020-12-10,5.76836
2020-12-11,7.7963
2020-12-12,4.73186
2020-12-13,6.7598
2020-12-14,8.968
2020-12-15,6.7598
2020-12-16,8.42721
2020-12-17,8.60748
2020-12-18,7.7963
2020-12-19,5.81342
2020-12-20,7.30058
2020-12-21,8.74267
2020-12-22,9.50878
2020-12-23,8.87787
2020-12-24,7.6611
2020-12-25,4.95718
2020-12-26,6.53447
2020-12-27,9.05813
2020-12-28,13.3844
2020-12-29,12.39296
2020-12-30,9.46372
2020-12-31,8.02163
2021-01-01,7.6611
2021-01-02,9.77917
2021-01-03,12.30283
2021-01-04,12.93375
2021-01-05,15.90806
2021-01-06,14.5561
2021-01-07,11.1762
2021-01-08,11.67192
2021-01-09,10.18476
2021-01-10,9.55385
2021-01-11,15.54754
2021-01-12,11.44659
2021-01-13,12.4831
2021-01-14,12.79855
2021-01-15,12.03244
2021-01-16,9.77917
2021-01-17,11.22127
2021-01-18,12.03244
2021-01-19,13.88012
2021-01-20,14.37584
2021-01-21,12.57323
2021-01-22,11.53672
2021-01-23,9.28346
2021-01-24,10.27489
2021-01-25,14.46597
2021-01-26,14.42091
2021-01-27,13.83506
2021-01-28,12.39296
2021-01-29,10.63542
2021-01-30,9.28346
2021-01-31,11.26633
2021-02-01,16.08832
2021-02-02,16.7643
2021-02-03,15.18702
2021-02-04,14.06038
2021-02-05,12.4831
2021-02-06,10.59035
2021-02-07,10.81568
2021-02-08,15.90806
2021-02-09,14.37584
2021-02-10,12.43803
2021-02-11,10.68048
2021-02-12,7.75123
2021-02-13,9.55385
2021-02-14,12.61829
2021-02-15,18.52185
2021-02-16,17.26002
2021-02-17,14.51104
2021-02-18,17.44028
2021-02-19,13.5196
2021-02-20,11.40153
2021-02-21,14.33077
2021-02-22,18.25146
2021-02-23,17.98107
2021-02-24,16.49391
2021-02-25,17.66561
2021-02-26,14.60117
2021-02-27,12.16764
2021-02-28,14.33077
2021-03-01,30.37404
2021-03-02,91.30238
2021-03-03,42.31635
2021-03-04,34.65525
2021-03-05,34.24966
2021-03-06,15.09689
2021-03-07,14.82649
2021-03-08,24.60567
2021-03-09,18.38666
2021-03-10,15.27715
2021-03-11,14.82649
2021-03-12,12.16764
2021-03-13,10.68048
2021-03-14,11.89725
2021-03-15,17.48535
2021-03-16,16.13339
2021-03-17,14.33077
2021-03-18,12.75349
2021-03-19,14.28571
2021-03-20,13.65479
2021-03-21,15.09689
2021-03-22,19.19783
2021-03-23,19.87381
2021-03-24,19.82875
2021-03-25,19.60342
2021-03-26,21.5863
2021-03-27,34.9707
2021-03-28,52.99684
2021-03-29,20.59486
2021-03-30,10.31996
2021-03-31,9.28346
2021-04-01,9.46372
2021-04-02,8.60748
2021-04-03,8.06669
2021-04-04,8.02163
2021-04-05,10.63542
2021-04-06,11.22127
2021-04-07,15.05182
2021-04-08,84.67778
2021-04-09,18.47679
2021-04-10,7.03019
2021-04-11,8.24695
2021-04-12,9.50878
2021-04-13,8.11176
2021-04-14,9.64398
2021-04-15,8.968
2021-04-16,6.57954
2021-04-17,7.16538
2021-04-18,7.07525
2021-04-19,7.9315
2021-04-20,6.94006
2021-04-21,6.4894
2021-04-22,6.6246
2021-04-23,5.63316
2021-04-24,3.96575
2021-04-25,4.95718
2021-04-26,7.57097
2021-04-27,6.7598
2021-04-28,8.20189
2021-04-29,11.1762
2021-04-30,7.03019
2021-05-01,3.69535
2021-05-02,6.17395
2021-05-03,7.34565
2021-05-04,6.26408
2021-05-05,4.37133
2021-05-06,6.89499
2021-05-07,6.08382
2021-05-08,4.01081
2021-05-09,4.05588
2021-05-10,7.97656
2021-05-11,8.29202
2021-05-12,6.66967
2021-05-13,8.02163
2021-05-14,6.03875
2021-05-15,5.13744
2021-05-16,4.86705
2021-05-17,8.92293
2021-05-18,7.21045
2021-05-19,4.64173
2021-05-20,6.39927
2021-05-21,6.66967
2021-05-22,5.09238
2021-05-23,5.04731
2021-05-24,7.88643
2021-05-25,6.4894
2021-05-26,6.89499
2021-05-27,7.52591
2021-05-28,7.16538
2021-05-29,6.17395
2021-05-30,5.00225
2021-05-31,7.9315
2021-06-01,7.84136
2021-06-02,8.87787
2021-06-03,8.92293
2021-06-04,7.75123
2021-06-05,5.94862
2021-06-06,5.85849
2021-06-07,9.41865
2021-06-08,8.92293
2021-06-09,7.39071
2021-06-10,7.16538
2021-06-11,7.61604
2021-06-12,6.08382
2021-06-13,6.17395
2021-06-14,11.13114
2021-06-15,9.77917
2021-06-16,8.06669
2021-06-17,8.06669
2021-06-18,6.44434
2021-06-19,6.4894
2021-06-20,8.02163
2021-06-21,10.95087
2021-06-22,9.05813
2021-06-23,7.48084
2021-06-24,9.77917
2021-06-25,8.20189
2021-06-26,6.84993
2021-06-27,6.57954
2021-06-28,10.27489
2021-06-29,8.65254
2021-06-30,9.46372
2021-07-01,8.56241
2021-07-02,8.47228
2021-07-03,6.30914
2021-07-04,6.7598
2021-07-05,10.68048
2021-07-06,8.8328
2021-07-07,10.54529
2021-07-08,8.74267
2021-07-09,9.10319
2021-07-10,6.71473
2021-07-11,7.07525
2021-07-12,10.95087
2021-07-13,10.36502
2021-07-14,8.74267
2021-07-15,9.19333
2021-07-16,8.02163
2021-07-17,7.61604
2021-07-18,6.71473
2021-07-19,10.86074
2021-07-20,9.77917
2021-07-21,10.63542
2021-07-22,9.82424
2021-07-23,9.95944
2021-07-24,6.84993
2021-07-25,7.6611
2021-07-26,12.70842
2021-07-27,11.58179
2021-07-28,11.44659
2021-07-29,11.58179
2021-07-30,10.54529
2021-07-31,6.94006
2021-08-01,8.69761
2021-08-02,14.96169
2021-08-03,13.74493
2021-08-04,14.60117
2021-08-05,13.88012
2021-08-06,12.25777
2021-08-07,11.85218
2021-08-08,11.80712
2021-08-09,18.29652
2021-08-10,19.55835
2021-08-11,18.11626
2021-08-12,16.8995
2021-08-13,15.81793
2021-08-14,15.90806
2021-08-15,21.49616
2021-08-16,90.7616
2021-08-17,59.71158
2021-08-18,41.7305
2021-08-19,41.09959
2021-08-20,40.42361
2021-08-21,13.15908
2021-08-22,14.5561
2021-08-23,26.09283
2021-08-24,16.85443
2021-08-25,14.96169
2021-08-26,13.06894
2021-08-27,10.36502
2021-08-28,8.74267
2021-08-29,11.58179
2021-08-30,15.99819
2021-08-31,14.19558
2021-09-01,14.10545
2021-09-02,13.97025
2021-09-03,12.88868
2021-09-04,11.49166
2021-09-05,16.7643
2021-09-06,23.43397
2021-09-07,18.25146
2021-09-08,18.79224
2021-09-09,21.22577
2021-09-10,24.60567
2021-09-11,39.97296
2021-09-12,60.70301
2021-09-13,22.57773
2021-09-14,11.1762
2021-09-15,9.10319
2021-09-16,10.63542
2021-09-17,6.39927
2021-09-18,5.22757
2021-09-19,4.23614
2021-09-20,4.10094
2021-09-21,5.5881
2021-09-22,11.40153
2021-09-23,100.0
2021-09-24,21.49616
2021-09-25,11.62685
