date,시초가매매
2020-09-17,8.88324
2020-09-18,1.52284
2020-09-19,2.28426
2020-09-20,3.55329
2020-09-21,6.09137
2020-09-22,5.58375
2020-09-23,5.83756
2020-09-24,5.07614
2020-09-25,7.10659
2020-09-26,3.04568
2020-09-27,1.77664
2020-09-28,4.56852
2020-09-29,6.09137
2020-09-30,1.77664
2020-10-01,2.53807
2020-10-02,1.77664
2020-10-05,5.07614
2020-10-06,8.37563
2020-10-07,11.42131
2020-10-08,7.3604
2020-10-10,3.29949
2020-10-11,1.77664
2020-10-12,5.83756
2020-10-13,7.3604
2020-10-14,12.69035
2020-10-15,8.37563
2020-10-16,5.32994
2020-10-17,1.52284
2020-10-18,5.32994
2020-10-19,8.37563
2020-10-20,9.39086
2020-10-21,8.88324
2020-10-22,10.65989
2020-10-23,11.16751
2020-10-24,2.79187
2020-10-25,7.86802
2020-10-26,11.16751
2020-10-27,15.48223
2020-10-28,12.43654
2020-10-29,15.73604
2020-10-30,14.72081
2020-10-31,5.83756
2020-11-01,4.06091
2020-11-02,11.67512
2020-11-03,15.22842
2020-11-04,25.63451
2020-11-05,21.5736
2020-11-06,17.25888
2020-11-07,2.28426
2020-11-08,5.32994
2020-11-09,12.69035
2020-11-10,14.72081
2020-11-11,9.13705
2020-11-12,7.10659
2020-11-13,5.07614
2020-11-14,3.04568
2020-11-15,6.09137
2020-11-16,7.10659
2020-11-17,10.15228
2020-11-18,11.16751
2020-11-19,8.37563
2020-11-20,7.10659
2020-11-21,1.52284
2020-11-22,4.06091
2020-11-23,7.10659
2020-11-24,6.85279
2020-11-25,6.59898
2020-11-26,5.58375
2020-11-27,5.83756
2020-11-28,1.77664
2020-11-29,2.79187
2020-11-30,13.19796
2020-12-01,7.86802
2020-12-02,7.10659
2020-12-03,9.13705
2020-12-04,6.09137
2020-12-05,5.32994
2020-12-06,5.07614
2020-12-07,6.09137
2020-12-08,7.61421
2020-12-09,7.61421
2020-12-10,6.59898
2020-12-11,4.31472
2020-12-12,4.56852
2020-12-13,9.13705
2020-12-14,12.69035
2020-12-15,7.10659
2020-12-16,4.06091
2020-12-17,12.18274
2020-12-18,6.85279
2020-12-19,6.59898
2020-12-20,6.09137
2020-12-21,11.16751
2020-12-22,11.67512
2020-12-23,10.40609
2020-12-24,5.58375
2020-12-25,4.06091
2020-12-26,5.32994
2020-12-27,6.34517
2020-12-28,14.467
2020-12-29,9.89847
2020-12-30,4.82233
2020-12-31,3.8071
2021-01-01,1.77664
2021-01-02,5.32994
2021-01-03,5.32994
2021-01-04,8.62944
2021-01-05,10.9137
2021-01-06,17.25888
2021-01-07,11.16751
2021-01-08,11.16751
2021-01-09,6.09137
2021-01-10,14.21319
2021-01-11,14.467
2021-01-12,9.13705
2021-01-13,18.52791
2021-01-14,11.92893
2021-01-15,9.13705
2021-01-16,5.83756
2021-01-17,7.61421
2021-01-18,13.19796
2021-01-19,20.81218
2021-01-20,19.54314
2021-01-21,17.00507
2021-01-22,18.52791
2021-01-23,7.61421
2021-01-24,7.3604
2021-01-25,9.89847
2021-01-26,11.42131
2021-01-27,10.9137
2021-01-28,11.16751
2021-01-29,8.12182
2021-01-30,4.56852
2021-01-31,5.32994
2021-02-01,6.34517
2021-02-02,11.42131
2021-02-03,6.09137
2021-02-04,5.58375
2021-02-05,5.58375
2021-02-06,3.55329
2021-02-07,6.09137
2021-02-08,6.09137
2021-02-09,7.10659
2021-02-10,6.09137
2021-02-11,4.31472
2021-02-12,4.31472
2021-02-13,2.53807
2021-02-14,5.07614
2021-02-15,22.84263
2021-02-16,30.96446
2021-02-17,36.0406
2021-02-18,43.40101
2021-02-19,28.42639
2021-02-20,10.15228
2021-02-21,13.70558
2021-02-22,25.63451
2021-02-23,41.11675
2021-02-24,44.92385
2021-02-25,66.49746
2021-02-26,35.27918
2021-02-27,9.64467
2021-02-28,9.89847
2021-03-01,10.15228
2021-03-02,24.61928
2021-03-03,46.4467
2021-03-04,43.90862
2021-03-05,27.15736
2021-03-06,8.62944
2021-03-07,10.40609
2021-03-08,19.28934
2021-03-09,41.62436
2021-03-10,41.11675
2021-03-11,27.41116
2021-03-12,20.30456
2021-03-13,11.42131
2021-03-14,14.467
2021-03-15,24.61928
2021-03-16,30.96446
2021-03-17,57.3604
2021-03-18,50.76142
2021-03-19,26.64974
2021-03-20,9.64467
2021-03-21,7.61421
2021-03-22,55.07614
2021-03-23,25.1269
2021-03-24,18.52791
2021-03-25,13.95939
2021-03-26,8.62944
2021-03-27,4.31472
2021-03-28,4.56852
2021-03-29,14.467
2021-03-30,15.22842
2021-03-31,14.97461
2021-04-01,21.5736
2021-04-02,14.467
2021-04-03,6.09137
2021-04-04,7.86802
2021-04-05,11.67512
2021-04-06,14.467
2021-04-07,15.22842
2021-04-08,14.72081
2021-04-09,13.70558
2021-04-10,8.62944
2021-04-11,14.467
2021-04-12,19.54314
2021-04-13,22.58883
2021-04-14,19.54314
2021-04-15,16.75126
2021-04-16,11.92893
2021-04-17,3.55329
2021-04-18,9.39086
2021-04-19,14.97461
2021-04-20,15.98984
2021-04-21,9.13705
2021-04-22,12.94416
2021-04-23,6.09137
2021-04-24,4.06091
2021-04-25,4.56852
2021-04-26,9.39086
2021-04-27,8.37563
2021-04-28,6.59898
2021-04-29,8.12182
2021-04-30,8.88324
2021-05-01,3.55329
2021-05-02,1.77664
2021-05-03,6.09137
2021-05-04,5.07614
2021-05-05,4.56852
2021-05-06,4.06091
2021-05-07,5.32994
2021-05-08,3.55329
2021-05-09,4.31472
2021-05-10,8.37563
2021-05-11,8.12182
2021-05-12,8.12182
2021-05-13,6.85279
2021-05-14,4.56852
2021-05-15,1.77664
2021-05-16,3.55329
2021-05-17,8.62944
2021-05-18,4.06091
2021-05-19,2.03045
2021-05-20,3.8071
2021-05-21,4.31472
2021-05-22,5.58375
2021-05-23,5.32994
2021-05-24,4.31472
2021-05-25,3.04568
2021-05-26,7.3604
2021-05-27,4.31472
2021-05-28,6.85279
2021-05-29,5.07614
2021-05-30,2.53807
2021-05-31,4.82233
2021-06-01,5.58375
2021-06-02,3.8071
2021-06-03,6.85279
2021-06-04,4.82233
2021-06-05,3.04568
2021-06-06,6.59898
2021-06-07,10.9137
2021-06-08,15.98984
2021-06-09,14.21319
2021-06-10,9.89847
2021-06-11,8.62944
2021-06-12,3.8071
2021-06-13,6.09137
2021-06-14,13.70558
2021-06-15,8.12182
2021-06-16,7.3604
2021-06-17,5.07614
2021-06-18,3.04568
2021-06-19,2.79187
2021-06-20,4.56852
2021-06-21,5.07614
2021-06-22,5.58375
2021-06-23,7.61421
2021-06-24,8.12182
2021-06-25,7.61421
2021-06-26,6.09137
2021-06-27,3.29949
2021-06-28,5.32994
2021-06-29,5.58375
2021-06-30,6.85279
2021-07-01,9.89847
2021-07-02,9.39086
2021-07-03,3.04568
2021-07-04,2.28426
2021-07-05,5.32994
2021-07-06,6.85279
2021-07-07,9.39086
2021-07-08,6.09137
2021-07-09,6.09137
2021-07-11,3.29949
2021-07-12,3.29949
2021-07-13,7.3604
2021-07-14,3.8071
2021-07-15,5.83756
2021-07-16,8.12182
2021-07-19,5.58375
2021-07-20,4.56852
2021-07-21,4.06091
2021-07-22,3.29949
2021-07-23,3.04568
2021-07-25,3.29949
2021-07-26,5.58375
2021-07-27,7.3604
2021-07-28,3.8071
2021-07-29,3.55329
2021-07-30,2.28426
2021-07-31,2.28426
2021-08-02,2.03045
2021-08-03,2.79187
2021-08-04,2.53807
2021-08-05,6.09137
2021-08-06,10.9137
2021-08-07,1.52284
2021-08-08,2.79187
2021-08-09,5.32994
2021-08-10,5.32994
2021-08-11,6.34517
2021-08-12,4.06091
2021-08-13,2.79187
2021-08-15,2.03045
2021-08-17,3.29949
2021-08-18,3.29949
2021-08-19,5.07614
2021-08-20,2.53807
2021-08-21,2.03045
2021-08-22,1.52284
2021-08-24,1.77664
2021-08-25,2.53807
2021-08-26,15.48223
2021-08-27,3.8071
2021-08-28,4.56852
2021-08-30,5.32994
2021-08-31,5.32994
2021-09-01,5.58375
2021-09-02,3.55329
2021-09-03,1.26903
2021-09-04,3.55329
2021-09-05,1.52284
2021-09-07,2.03045
2021-09-08,1.26903
2021-09-09,1.77664
2021-09-10,1.52284
2021-09-11,2.03045
2021-09-12,1.77664
2021-09-13,3.29949
2021-09-14,3.55329
2021-09-15,2.79187
2021-09-16,1.52284
2021-09-17,1.26903
2021-09-18,1.26903
2021-09-22,1.77664
2021-09-23,2.28426
2021-09-24,2.03045
2021-09-25,4.56852
2021-09-26,2.79187
2021-09-27,2.79187
2021-09-28,5.07614
2021-09-29,2.28426
2021-09-30,4.06091
2021-10-01,5.07614
2021-10-02,3.55329
2021-10-03,2.03045
2021-10-04,3.55329
2021-10-05,4.82233
2021-10-06,4.56852
2021-10-07,4.31472
2021-10-08,5.58375
2021-10-09,4.06091
2021-10-10,2.79187
2021-10-11,2.79187
2021-10-12,2.03045
2021-10-13,2.53807
2021-10-14,1.52284
2021-10-16,2.03045
2021-10-17,1.77664
2021-10-18,1.26903
2021-10-19,1.26903
2021-10-20,1.77664
2021-10-21,4.06091
2021-10-22,3.04568
2021-10-23,2.79187
2021-10-24,7.3604
2021-10-25,4.56852
2021-10-26,7.10659
2021-10-27,4.31472
2021-10-28,5.32994
2021-10-29,3.29949
2021-10-30,2.79187
2021-10-31,4.82233
2021-11-01,2.53807
2021-11-02,6.59898
2021-11-03,8.62944
2021-11-04,2.79187
2021-11-05,1.77664
2021-11-06,1.26903
2021-11-07,3.04568
2021-11-08,1.52284
2021-11-09,1.52284
2021-11-10,2.28426
2021-11-11,2.03045
2021-11-12,2.03045
2021-11-13,2.79187
2021-11-15,2.28426
2021-11-17,2.53807
2021-11-18,3.04568
2021-11-19,1.26903
2021-11-20,3.8071
2021-11-21,2.03045
2021-11-22,3.29949
2021-11-23,2.53807
2021-11-24,5.32994
2021-11-25,1.52284
2021-11-26,1.26903
2021-11-28,1.52284
2021-11-29,5.32994
2021-11-30,3.55329
2021-12-01,1.52284
2021-12-02,1.77664
2021-12-03,3.55329
2021-12-04,2.28426
2021-12-05,2.03045
2021-12-07,4.06091
2021-12-08,2.28426
2021-12-09,1.52284
2021-12-10,2.79187
2021-12-11,5.58375
2021-12-12,4.56852
2021-12-13,1.26903
2021-12-14,3.29949
2021-12-15,8.88324
2021-12-16,4.31472
2021-12-17,4.31472
2021-12-18,3.04568
2021-12-19,4.06091
2021-12-20,4.56852
2021-12-21,7.61421
2021-12-22,2.03045
2021-12-23,5.32994
2021-12-24,2.53807
2021-12-25,2.53807
2021-12-27,7.10659
2021-12-28,10.9137
2021-12-29,9.39086
2021-12-30,4.82233
2022-01-02,3.04568
2022-01-03,3.8071
2022-01-04,6.85279
2022-01-05,8.88324
2022-01-06,8.88324
2022-01-07,5.83756
2022-01-08,4.06091
2022-01-09,4.56852
2022-01-10,4.82233
2022-01-11,7.61421
2022-01-12,13.95939
2022-01-13,10.15228
2022-01-14,5.58375
2022-01-15,5.07614
2022-01-16,4.31472
2022-01-17,9.64467
2022-01-18,14.72081
2022-01-19,25.1269
2022-01-20,29.44162
2022-01-21,17.51269
2022-01-22,11.67512
2022-01-23,9.13705
2022-01-24,18.52791
2022-01-25,23.35025
2022-01-26,53.04568
2022-01-27,47.71573
2022-01-28,4.31472
2022-01-29,2.53807
2022-01-30,3.29949
2022-01-31,1.77664
2022-02-01,1.77664
2022-02-02,3.55329
2022-02-03,7.10659
2022-02-04,5.83756
2022-02-05,3.8071
2022-02-06,3.8071
2022-02-07,5.83756
2022-02-08,2.79187
2022-02-09,4.06091
2022-02-10,6.34517
2022-02-11,3.8071
2022-02-13,1.26903
2022-02-14,2.03045
2022-02-15,5.07614
2022-02-16,7.61421
2022-02-17,5.07614
2022-02-18,3.29949
2022-02-19,2.03045
2022-02-20,2.28426
2022-02-21,5.32994
2022-02-22,5.32994
2022-02-23,7.61421
2022-02-24,4.82233
2022-02-25,4.31472
2022-02-27,4.82233
2022-02-28,7.10659
2022-03-01,3.55329
2022-03-02,5.58375
2022-03-03,7.61421
2022-03-05,3.29949
2022-03-07,1.52284
2022-03-08,2.53807
2022-03-09,1.77664
2022-03-10,7.10659
2022-03-11,2.79187
2022-03-12,2.79187
2022-03-13,3.55329
2022-03-14,7.10659
2022-03-15,8.12182
2022-03-16,9.13705
2022-03-17,12.18274
2022-03-18,12.69035
2022-03-19,8.37563
2022-03-20,6.59898
2022-03-21,11.67512
2022-03-22,12.94416
2022-03-23,16.75126
2022-03-24,21.31979
2022-03-25,14.72081
2022-03-26,6.09137
2022-03-27,7.61421
2022-03-28,13.95939
2022-03-29,15.73604
2022-03-30,19.28934
2022-03-31,17.25888
2022-04-01,14.72081
2022-04-02,3.29949
2022-04-03,9.89847
2022-04-04,10.40609
2022-04-05,4.56852
2022-04-06,9.64467
2022-04-07,11.16751
2022-04-08,4.31472
2022-04-09,3.8071
2022-04-10,1.52284
2022-04-11,3.04568
2022-04-12,4.06091
2022-04-13,6.09137
2022-04-14,3.8071
2022-04-15,6.59898
2022-04-16,2.03045
2022-04-17,6.34517
2022-04-18,7.86802
2022-04-19,7.86802
2022-04-20,8.12182
2022-04-21,10.40609
2022-04-22,10.15228
2022-04-23,5.32994
2022-04-24,5.07614
2022-04-25,10.9137
2022-04-26,10.65989
2022-04-27,17.25888
2022-04-28,16.75126
2022-04-29,14.21319
2022-04-30,4.56852
2022-05-01,2.28426
2022-05-02,4.56852
2022-05-03,3.04568
2022-05-04,3.55329
2022-05-05,1.26903
2022-05-06,5.83756
2022-05-07,1.52284
2022-05-08,3.29949
2022-05-09,5.07614
2022-05-10,2.79187
2022-05-11,5.83756
2022-05-12,6.59898
2022-05-13,6.34517
2022-05-14,1.77664
2022-05-15,3.55329
2022-05-16,6.59898
2022-05-17,3.29949
2022-05-18,3.55329
2022-05-19,7.10659
2022-05-20,7.86802
2022-05-21,2.53807
2022-05-22,3.04568
2022-05-23,4.56852
2022-05-24,3.04568
2022-05-25,2.53807
2022-05-26,3.8071
2022-05-27,2.53807
2022-05-28,1.77664
2022-05-29,2.79187
2022-05-30,7.86802
2022-05-31,6.09137
2022-06-01,3.8071
2022-06-02,7.3604
2022-06-03,8.12182
2022-06-04,4.06091
2022-06-05,3.29949
2022-06-06,4.31472
2022-06-07,7.3604
2022-06-08,11.67512
2022-06-09,9.89847
2022-06-10,5.83756
2022-06-11,2.28426
2022-06-12,3.04568
2022-06-13,8.88324
2022-06-14,12.94416
2022-06-15,12.18274
2022-06-16,14.72081
2022-06-17,23.85786
2022-06-18,5.83756
2022-06-19,6.59898
2022-06-20,12.69035
2022-06-21,10.9137
2022-06-22,14.467
2022-06-23,16.75126
2022-06-24,17.51269
2022-06-25,5.07614
2022-06-26,7.3604
2022-06-27,13.95939
2022-06-28,11.92893
2022-06-29,5.32994
2022-06-30,7.3604
2022-07-01,9.13705
2022-07-02,2.53807
2022-07-03,1.77664
2022-07-04,4.31472
2022-07-05,6.59898
2022-07-06,14.21319
2022-07-07,12.18274
2022-07-08,2.53807
2022-07-09,3.55329
2022-07-10,2.79187
2022-07-11,5.83756
2022-07-12,6.09137
2022-07-13,4.31472
2022-07-14,12.18274
2022-07-15,11.16751
2022-07-16,3.04568
2022-07-17,3.55329
2022-07-18,6.85279
2022-07-19,6.59898
2022-07-20,14.72081
2022-07-21,11.16751
2022-07-22,3.29949
2022-07-23,1.52284
2022-07-24,5.58375
2022-07-25,12.18274
2022-07-26,2.03045
2022-07-27,4.06091
2022-07-28,6.34517
2022-07-29,6.85279
2022-07-30,4.06091
2022-07-31,4.31472
2022-08-01,1.26903
2022-08-02,6.59898
2022-08-03,2.28426
2022-08-04,7.10659
2022-08-05,3.04568
2022-08-06,4.56852
2022-08-07,4.06091
2022-08-08,8.37563
2022-08-09,9.64467
2022-08-10,9.39086
2022-08-11,8.88324
2022-08-12,8.12182
2022-08-13,3.55329
2022-08-14,3.04568
2022-08-15,6.09137
2022-08-16,7.10659
2022-08-17,7.3604
2022-08-18,7.61421
2022-08-19,7.86802
2022-08-20,2.53807
2022-08-21,5.32994
2022-08-22,7.3604
2022-08-23,5.83756
2022-08-24,9.64467
2022-08-25,7.86802
2022-08-26,6.34517
2022-08-27,6.34517
2022-08-28,7.61421
2022-08-29,10.9137
2022-08-30,7.86802
2022-08-31,7.61421
2022-09-01,6.85279
2022-09-02,5.58375
2022-09-03,2.53807
2022-09-04,2.28426
2022-09-05,5.07614
2022-09-06,6.34517
2022-09-07,1.52284
2022-09-08,2.53807
2022-09-13,2.53807
2022-09-14,6.34517
2022-09-16,3.29949
2022-09-17,1.26903
2022-09-18,4.06091
2022-09-19,1.52284
2022-09-20,2.28426
2022-09-21,3.04568
2022-09-22,3.04568
2022-09-23,2.53807
2022-09-25,2.03045
2022-09-29,3.29949
2022-09-30,2.28426
2022-10-01,2.28426
2022-10-02,2.53807
2022-10-03,2.03045
2022-10-04,7.3604
2022-10-05,4.06091
2022-10-06,3.8071
2022-10-07,2.53807
2022-10-08,3.8071
2022-10-09,3.04568
2022-10-10,1.26903
2022-10-12,3.29949
2022-10-13,7.86802
2022-10-14,6.59898
2022-10-15,3.29949
2022-10-16,4.06091
2022-10-17,10.9137
2022-10-18,5.83756
2022-10-19,2.79187
2022-10-20,5.07614
2022-10-21,3.04568
2022-10-22,3.8071
2022-10-23,3.29949
2022-10-24,6.59898
2022-10-25,9.13705
2022-10-26,7.86802
2022-10-27,4.82233
2022-10-28,5.32994
2022-10-29,2.03045
2022-10-30,2.53807
2022-10-31,4.31472
2022-11-01,5.32994
2022-11-02,4.31472
2022-11-03,6.59898
2022-11-04,7.10659
2022-11-05,3.29949
2022-11-06,2.53807
2022-11-07,4.06091
2022-11-08,6.09137
2022-11-09,6.34517
2022-11-10,7.10659
2022-11-11,13.19796
2022-11-12,4.06091
2022-11-13,4.31472
2022-11-14,4.06091
2022-11-15,6.59898
2022-11-16,4.06091
2022-11-17,7.61421
2022-11-18,5.32994
2022-11-19,1.77664
2022-11-20,2.28426
2022-11-21,7.61421
2022-11-22,4.82233
2022-11-23,9.13705
2022-11-24,6.34517
2022-11-25,7.61421
2022-11-26,1.26903
2022-11-27,3.29949
2022-11-28,4.31472
2022-11-29,5.32994
2022-11-30,3.04568
2022-12-01,6.34517
2022-12-02,2.03045
2022-12-03,2.03045
2022-12-04,4.06091
2022-12-05,6.34517
2022-12-06,4.56852
2022-12-07,9.13705
2022-12-08,2.79187
2022-12-09,6.59898
2022-12-10,2.28426
2022-12-11,2.53807
2022-12-12,6.09137
2022-12-13,8.62944
2022-12-14,7.61421
2022-12-15,8.88324
2022-12-16,5.32994
2022-12-17,2.03045
2022-12-18,2.03045
2022-12-19,3.29949
2022-12-20,2.79187
2022-12-21,5.58375
2022-12-22,5.07614
2022-12-23,6.59898
2022-12-24,7.10659
2022-12-25,3.04568
2022-12-26,4.31472
2022-12-27,6.59898
2022-12-28,7.3604
2022-12-29,6.09137
2022-12-30,3.04568
2022-12-31,2.03045
2023-01-01,2.28426
2023-01-02,11.16751
2023-01-03,7.3604
2023-01-04,4.06091
2023-01-05,5.07614
2023-01-06,4.56852
2023-01-07,2.79187
2023-01-08,4.31472
2023-01-09,8.12182
2023-01-10,6.34517
2023-01-11,9.39086
2023-01-12,7.61421
2023-01-13,7.3604
2023-01-14,3.29949
2023-01-15,7.10659
2023-01-16,9.13705
2023-01-17,4.82233
2023-01-18,7.10659
2023-01-19,6.34517
2023-01-20,4.82233
2023-01-21,2.53807
2023-01-22,2.53807
2023-01-23,3.8071
2023-01-24,5.32994
2023-01-25,11.16751
2023-01-26,7.86802
2023-01-27,10.15228
2023-01-28,2.79187
2023-01-29,6.09137
2023-01-30,7.61421
2023-01-31,11.16751
2023-02-01,7.3604
2023-02-02,12.18274
2023-02-03,12.94416
2023-02-04,7.3604
2023-02-05,5.83756
2023-02-06,8.88324
2023-02-07,15.22842
2023-02-08,13.70558
2023-02-09,16.49746
2023-02-10,15.73604
2023-02-11,6.09137
2023-02-12,5.07614
2023-02-13,15.22842
2023-02-14,15.22842
2023-02-15,13.45177
2023-02-16,16.24365
2023-02-17,9.64467
2023-02-18,12.94416
2023-02-19,11.92893
2023-02-20,12.43654
2023-02-21,9.64467
2023-02-22,10.15228
2023-02-23,15.98984
2023-02-24,13.45177
2023-02-25,4.56852
2023-02-26,6.85279
2023-02-27,6.09137
2023-02-28,7.61421
2023-03-01,9.64467
2023-03-02,14.97461
2023-03-03,15.48223
2023-03-04,6.34517
2023-03-05,7.86802
2023-03-06,15.98984
2023-03-07,16.24365
2023-03-08,13.70558
2023-03-09,13.70558
2023-03-10,7.61421
2023-03-11,4.56852
2023-03-12,10.15228
2023-03-13,20.55837
2023-03-14,10.40609
2023-03-15,13.95939
2023-03-16,9.13705
2023-03-17,10.40609
2023-03-18,7.61421
2023-03-19,10.40609
2023-03-20,8.37563
2023-03-21,12.43654
2023-03-22,10.15228
2023-03-23,15.48223
2023-03-24,9.39086
2023-03-25,5.58375
2023-03-26,7.61421
2023-03-27,12.94416
2023-03-28,12.94416
2023-03-29,22.58883
2023-03-30,18.78172
2023-03-31,12.69035
2023-04-01,4.56852
2023-04-02,2.53807
2023-04-03,7.10659
2023-04-04,5.07614
2023-04-05,8.12182
2023-04-06,5.32994
2023-04-07,4.82233
2023-04-08,3.04568
2023-04-09,2.53807
2023-04-10,5.07614
2023-04-11,7.61421
2023-04-12,5.32994
2023-04-13,5.83756
2023-04-14,3.8071
2023-04-15,3.29949
2023-04-16,2.79187
2023-04-17,6.59898
2023-04-18,7.61421
2023-04-19,7.3604
2023-04-20,3.8071
2023-04-21,4.31472
2023-04-22,1.77664
2023-04-23,1.52284
2023-04-24,5.32994
2023-04-25,5.32994
2023-04-26,3.8071
2023-04-27,10.65989
2023-04-28,5.83756
2023-04-29,5.07614
2023-04-30,3.55329
2023-05-01,3.55329
2023-05-02,3.55329
2023-05-03,4.56852
2023-05-04,6.59898
2023-05-05,2.28426
2023-05-06,1.77664
2023-05-07,6.59898
2023-05-08,5.58375
2023-05-09,5.58375
2023-05-10,1.26903
2023-05-11,5.07614
2023-05-12,6.09137
2023-05-14,5.32994
2023-05-15,5.83756
2023-05-16,5.07614
2023-05-17,8.62944
2023-05-18,7.86802
2023-05-19,6.34517
2023-05-20,5.07614
2023-05-21,2.79187
2023-05-22,3.55329
2023-05-23,7.10659
2023-05-24,6.59898
2023-05-25,2.53807
2023-05-26,5.07614
2023-05-27,2.53807
2023-05-28,1.77664
2023-05-29,3.04568
2023-05-30,5.32994
2023-05-31,6.34517
2023-06-01,1.52284
2023-06-02,4.56852
2023-06-03,2.79187
2023-06-04,4.82233
2023-06-05,1.52284
2023-06-06,2.53807
2023-06-07,6.09137
2023-06-08,6.59898
2023-06-09,5.32994
2023-06-10,2.53807
2023-06-11,1.52284
2023-06-12,3.29949
2023-06-13,4.56852
2023-06-14,3.8071
2023-06-15,3.04568
2023-06-16,3.55329
2023-06-18,3.04568
2023-06-19,3.29949
2023-06-20,4.56852
2023-06-21,5.83756
2023-06-22,5.07614
2023-06-23,2.79187
2023-06-24,1.52284
2023-06-25,1.26903
2023-06-26,1.52284
2023-06-27,3.04568
2023-06-28,3.29949
2023-06-29,5.07614
2023-06-30,3.8071
2023-07-01,2.79187
2023-07-02,1.77664
2023-07-03,2.53807
2023-07-04,4.82233
2023-07-05,5.83756
2023-07-06,4.56852
2023-07-07,1.77664
2023-07-08,2.28426
