date,건강보험료계산
2020-07-01,1.04531
2020-07-02,0.92233
2020-07-03,0.9155
2020-07-04,0.41846
2020-07-05,0.4048
2020-07-06,0.9377
2020-07-07,0.92575
2020-07-08,0.82327
2020-07-09,0.82327
2020-07-10,1.06751
2020-07-11,0.51411
2020-07-12,0.41163
2020-07-13,0.82668
2020-07-14,0.73445
2020-07-15,0.75324
2020-07-16,0.71737
2020-07-17,0.62513
2020-07-18,0.26303
2020-07-19,0.29548
2020-07-20,0.77032
2020-07-21,0.72762
2020-07-22,0.77886
2020-07-23,0.65929
2020-07-24,0.92233
2020-07-25,0.37235
2020-07-26,0.34672
2020-07-27,0.75153
2020-07-28,0.76519
2020-07-29,0.92233
2020-07-30,0.96332
2020-07-31,1.13754
2020-08-01,0.53461
2020-08-02,0.34843
2020-08-03,0.77544
2020-08-04,0.73616
2020-08-05,0.79594
2020-08-06,0.75665
2020-08-07,0.66783
2020-08-08,0.33135
2020-08-09,0.34502
2020-08-10,1.19732
2020-08-11,0.87109
2020-08-12,1.01456
2020-08-13,0.70029
2020-08-14,0.6388
2020-08-15,0.29719
2020-08-16,0.2767
2020-08-17,0.38943
2020-08-18,0.63026
2020-08-19,0.88134
2020-08-20,0.90525
2020-08-21,0.73103
2020-08-22,0.32281
2020-08-23,0.43554
2020-08-24,0.895
2020-08-25,1.02994
2020-08-26,0.83693
2020-08-27,1.01456
2020-08-28,1.50135
2020-08-29,0.55852
2020-08-30,0.53802
2020-08-31,1.16658
2020-09-01,0.95137
2020-09-02,0.83693
2020-09-03,0.80277
2020-09-04,0.81473
2020-09-05,0.44579
2020-09-06,0.4048
2020-09-07,0.83864
2020-09-08,1.08289
2020-09-09,1.04189
2020-09-10,1.34251
2020-09-11,1.17683
2020-09-12,0.40138
2020-09-13,0.35527
2020-09-14,0.83693
2020-09-15,0.78227
2020-09-16,0.82497
2020-09-17,0.7464
2020-09-18,0.67467
2020-09-19,0.33477
2020-09-20,0.29548
2020-09-21,0.78056
2020-09-22,0.67125
2020-09-23,0.75836
2020-09-24,0.7242
2020-09-25,0.79252
2020-09-26,0.427
2020-09-27,0.4902
2020-09-28,0.96332
2020-09-29,0.84889
2020-09-30,0.37235
2020-10-01,0.33648
2020-10-02,0.36381
2020-10-03,0.38772
2020-10-04,0.41163
2020-10-05,1.04189
2020-10-06,0.78398
2020-10-07,0.71395
2020-10-08,0.85059
2020-10-09,0.42188
2020-10-10,0.33818
2020-10-11,0.30573
2020-10-12,0.9155
2020-10-13,0.73616
2020-10-14,0.59951
2020-10-15,0.73786
2020-10-16,0.5534
2020-10-17,0.25278
2020-10-18,0.26132
2020-10-19,0.62513
2020-10-20,0.65588
2020-10-21,0.68321
2020-10-22,0.64051
2020-10-23,0.79764
2020-10-24,0.29719
2020-10-25,0.26303
2020-10-26,0.60464
2020-10-27,0.77202
2020-10-28,0.88988
2020-10-29,0.81473
2020-10-30,0.81131
2020-10-31,0.34331
2020-11-01,0.45945
2020-11-02,0.88646
2020-11-03,0.80448
2020-11-04,0.73445
2020-11-05,0.78398
2020-11-06,0.58756
2020-11-07,0.32281
2020-11-08,0.34502
2020-11-09,0.82327
2020-11-10,1.00773
2020-11-11,0.85913
2020-11-12,0.73103
2020-11-13,0.69858
2020-11-14,0.33648
2020-11-15,0.37747
2020-11-16,0.72932
2020-11-17,0.69175
2020-11-18,0.69858
2020-11-19,0.66954
2020-11-20,0.69516
2020-11-21,0.31769
2020-11-22,0.38772
2020-11-23,0.89159
2020-11-24,1.30151
2020-11-25,1.98131
2020-11-26,2.42198
2020-11-27,2.06842
2020-11-28,1.02823
2020-11-29,0.84035
2020-11-30,2.05134
2020-12-01,1.58334
2020-12-02,1.51502
2020-12-03,1.32201
2020-12-04,1.04531
2020-12-05,0.61147
2020-12-06,0.59951
2020-12-07,1.08972
2020-12-08,1.0641
2020-12-09,1.09143
2020-12-10,1.52697
2020-12-11,1.0863
2020-12-12,0.47824
2020-12-13,0.54998
2020-12-14,0.936
2020-12-15,1.05727
2020-12-16,0.76348
2020-12-17,0.8096
2020-12-18,0.71908
2020-12-19,0.32452
2020-12-20,0.38943
2020-12-21,0.84547
2020-12-22,0.97357
2020-12-23,1.07776
2020-12-24,0.96332
2020-12-25,0.47483
2020-12-26,0.49362
2020-12-27,0.47312
2020-12-28,1.17512
2020-12-29,1.17
2020-12-30,1.13754
2020-12-31,1.21611
2021-01-01,0.83693
2021-01-02,0.70541
2021-01-03,0.74128
2021-01-04,1.50135
2021-01-05,1.29981
2021-01-06,1.29639
2021-01-07,1.04702
2021-01-08,1.01969
2021-01-09,0.5551
2021-01-10,0.52094
2021-01-11,1.26906
2021-01-12,1.1068
2021-01-13,0.96162
2021-01-14,0.99578
2021-01-15,1.52014
2021-01-16,0.65075
2021-01-17,0.5961
2021-01-18,1.60554
2021-01-19,1.47915
2021-01-20,1.76439
2021-01-21,1.94202
2021-01-22,1.64312
2021-01-23,0.83181
2021-01-24,0.74811
2021-01-25,2.19481
2021-01-26,1.59871
2021-01-27,1.74731
2021-01-28,1.92324
2021-01-29,1.86346
2021-01-30,0.96674
2021-01-31,0.82497
2021-02-01,1.61237
2021-02-02,1.52527
2021-02-03,1.29297
2021-02-04,1.31689
2021-02-05,1.33055
2021-02-06,0.65075
2021-02-07,0.63367
2021-02-08,1.30493
2021-02-09,1.17
2021-02-10,1.33226
2021-02-11,0.5756
2021-02-12,0.51753
2021-02-13,0.49362
2021-02-14,0.51753
2021-02-15,1.16829
2021-02-16,1.22807
2021-02-17,1.2127
2021-02-18,1.10509
2021-02-19,0.83864
2021-02-20,0.45604
2021-02-21,0.41163
2021-02-22,0.99919
2021-02-23,1.02823
2021-02-24,1.01456
2021-02-25,1.31689
2021-02-26,1.2571
2021-02-27,0.65588
2021-02-28,0.59439
2021-03-01,0.62513
2021-03-02,1.17854
2021-03-03,1.03506
2021-03-04,0.98894
2021-03-05,0.80106
2021-03-06,0.46629
2021-03-07,0.45945
2021-03-08,1.05043
2021-03-09,0.90867
2021-03-10,1.16658
2021-03-11,0.93087
2021-03-12,0.76007
2021-03-13,0.39113
2021-03-14,0.33648
2021-03-15,0.95649
2021-03-16,1.11021
2021-03-17,0.87621
2021-03-18,0.83522
2021-03-19,0.82839
2021-03-20,0.40651
2021-03-21,0.40309
2021-03-22,0.93258
2021-03-23,0.83522
2021-03-24,0.94966
2021-03-25,1.07435
2021-03-26,0.78227
2021-03-27,0.42188
2021-03-28,0.41334
2021-03-29,0.92233
2021-03-30,1.11363
2021-03-31,1.09143
2021-04-01,0.95991
2021-04-02,0.74128
2021-04-03,0.37235
2021-04-04,0.41846
2021-04-05,1.10167
2021-04-06,1.02994
2021-04-07,0.88475
2021-04-08,0.81985
2021-04-09,0.96332
2021-04-10,0.40821
2021-04-11,0.3843
2021-04-12,1.08289
2021-04-13,0.97699
2021-04-14,0.88988
2021-04-15,0.98724
2021-04-16,0.74299
2021-04-17,0.39967
2021-04-18,0.35697
2021-04-19,0.95478
2021-04-20,0.9787
2021-04-21,1.00944
2021-04-22,1.05727
2021-04-23,1.46548
2021-04-24,0.48678
2021-04-25,0.47483
2021-04-26,0.86426
2021-04-27,0.82839
2021-04-28,0.86084
2021-04-29,0.98211
2021-04-30,1.02652
2021-05-01,0.58585
2021-05-02,0.52607
2021-05-03,0.92404
2021-05-04,0.96162
2021-05-05,0.45433
2021-05-06,0.89842
2021-05-07,0.86084
2021-05-08,0.41163
2021-05-09,0.42871
2021-05-10,1.51843
2021-05-11,1.10167
2021-05-12,0.85401
2021-05-13,0.91208
2021-05-14,0.79252
2021-05-15,0.42871
2021-05-16,0.45945
2021-05-17,0.77715
2021-05-18,0.88988
2021-05-19,0.50728
2021-05-20,1.02652
2021-05-21,1.08289
2021-05-22,0.42359
2021-05-23,0.44408
2021-05-24,1.21782
2021-05-25,1.6824
2021-05-26,1.03848
2021-05-27,1.03677
2021-05-28,1.03506
2021-05-29,0.52948
2021-05-30,0.54656
2021-05-31,1.27931
2021-06-01,0.94112
2021-06-02,0.94795
2021-06-03,0.87451
2021-06-04,0.9787
2021-06-05,0.4475
2021-06-06,0.4048
2021-06-07,0.88475
2021-06-08,0.83522
2021-06-09,0.80106
2021-06-10,1.18708
2021-06-11,0.83864
2021-06-12,0.29719
2021-06-13,0.34502
2021-06-14,0.71566
2021-06-15,0.7464
2021-06-16,0.74982
2021-06-17,0.68833
2021-06-18,0.59951
2021-06-19,0.33135
2021-06-20,0.30402
2021-06-21,0.71395
2021-06-22,0.81814
2021-06-23,0.7669
2021-06-24,1.19562
2021-06-25,1.40058
2021-06-26,0.58414
2021-06-27,0.46629
2021-06-28,0.89671
2021-06-29,3.22134
2021-06-30,2.35024
2021-07-01,2.64915
2021-07-02,1.63287
2021-07-03,0.63538
2021-07-04,1.18878
2021-07-05,1.89762
2021-07-06,1.24856
2021-07-07,1.10851
2021-07-08,0.86597
2021-07-09,0.88134
2021-07-10,0.50728
2021-07-11,0.36893
2021-07-12,1.05043
2021-07-13,0.95478
2021-07-14,0.7874
2021-07-15,0.75324
2021-07-16,0.64734
2021-07-17,0.30573
2021-07-18,0.26474
2021-07-19,0.62343
2021-07-20,0.68491
2021-07-21,0.81302
2021-07-22,0.83693
2021-07-23,1.40741
2021-07-24,1.84296
2021-07-25,1.46207
2021-07-26,15.05798
2021-07-27,8.75023
2021-07-28,2.71235
2021-07-29,2.03938
2021-07-30,1.79001
2021-07-31,1.09997
2021-08-01,0.82839
2021-08-02,1.65166
2021-08-03,1.49794
2021-08-04,1.15633
2021-08-05,1.21953
2021-08-06,0.96674
2021-08-07,0.5107
2021-08-08,0.57731
2021-08-09,1.00432
2021-08-10,1.45694
2021-08-11,1.13925
2021-08-12,4.16588
2021-08-13,1.48427
2021-08-14,0.79764
2021-08-15,0.61489
2021-08-16,0.75324
2021-08-17,1.24344
2021-08-18,1.2144
2021-08-19,1.39546
2021-08-20,1.06068
2021-08-21,0.58414
2021-08-22,0.54827
2021-08-23,0.93429
2021-08-24,1.2981
2021-08-25,1.55601
2021-08-26,2.53642
2021-08-27,2.11112
2021-08-28,0.92062
2021-08-29,0.77544
2021-08-30,9.11916
2021-08-31,6.39827
2021-09-01,4.16417
2021-09-02,4.16075
2021-09-03,3.7235
2021-09-04,2.04792
2021-09-05,4.98232
2021-09-06,12.49935
2021-09-07,8.41716
2021-09-08,6.30433
2021-09-09,5.70994
2021-09-10,5.6382
2021-09-11,2.90877
2021-09-12,1.83271
2021-09-13,2.96001
2021-09-14,2.5962
2021-09-15,2.24947
2021-09-16,1.60213
2021-09-17,1.5321
2021-09-18,0.94795
2021-09-19,0.94966
2021-09-20,0.98382
2021-09-21,1.07605
2021-09-22,0.83181
2021-09-23,1.27589
2021-09-24,1.56284
2021-09-25,0.71395
2021-09-26,0.57218
2021-09-27,1.18708
2021-09-28,1.02652
2021-09-29,1.05897
2021-09-30,1.41766
2021-10-01,1.28102
2021-10-02,0.60635
2021-10-03,0.55169
2021-10-04,0.60976
2021-10-05,1.20586
2021-10-06,1.0231
2021-10-07,0.9582
2021-10-08,0.90867
2021-10-09,0.44579
2021-10-10,0.39284
2021-10-11,0.46287
2021-10-12,0.90525
2021-10-13,0.94966
2021-10-14,0.80618
2021-10-15,0.72249
2021-10-16,0.38601
2021-10-17,0.34672
2021-10-18,0.63026
2021-10-19,0.64221
2021-10-20,0.73786
2021-10-21,0.78569
2021-10-22,0.66613
2021-10-23,0.39797
2021-10-24,0.36039
2021-10-25,0.82497
2021-10-26,0.70883
2021-10-27,0.83181
2021-10-28,0.94966
2021-10-29,0.89159
2021-10-30,0.52265
2021-10-31,0.47654
2021-11-01,0.92575
2021-11-02,0.76178
2021-11-03,0.77886
2021-11-04,0.6815
2021-11-05,0.64221
2021-11-06,0.35014
2021-11-07,0.31427
2021-11-08,0.69516
2021-11-09,0.77032
2021-11-10,1.00944
2021-11-11,0.75153
2021-11-12,0.66271
2021-11-13,0.30402
2021-11-14,0.36381
2021-11-15,0.71908
2021-11-16,0.7874
2021-11-17,0.72249
2021-11-18,0.63367
2021-11-19,0.72591
2021-11-20,0.35014
2021-11-21,0.33648
2021-11-22,0.87621
2021-11-23,1.42278
2021-11-24,2.09404
2021-11-25,2.22043
2021-11-26,1.60896
2021-11-27,0.82327
2021-11-28,0.67979
2021-11-29,1.46207
2021-11-30,1.80197
2021-12-01,1.28614
2021-12-02,1.20245
2021-12-03,0.93941
2021-12-04,0.5329
2021-12-05,0.52094
2021-12-06,1.15121
2021-12-07,0.98211
2021-12-08,0.84376
2021-12-09,1.09143
2021-12-10,1.22124
2021-12-11,0.60293
2021-12-12,0.41505
2021-12-13,0.8301
2021-12-14,0.88817
2021-12-15,0.90867
2021-12-16,0.78398
2021-12-17,0.895
2021-12-18,0.49874
2021-12-19,0.41846
2021-12-20,0.96332
2021-12-21,0.94112
2021-12-22,1.15121
2021-12-23,1.09313
2021-12-24,0.88134
2021-12-25,0.46116
2021-12-26,0.50216
2021-12-27,0.95137
2021-12-28,1.00944
2021-12-29,1.09143
2021-12-30,1.16487
2021-12-31,1.17683
2022-01-01,0.77886
2022-01-02,0.62513
2022-01-03,1.33226
2022-01-04,1.28443
2022-01-05,1.40229
2022-01-06,1.23319
2022-01-07,1.15462
2022-01-08,0.71908
2022-01-09,0.62684
2022-01-10,2.33658
2022-01-11,1.43986
2022-01-12,1.13071
2022-01-13,1.02994
2022-01-14,1.0009
2022-01-15,0.81302
2022-01-16,0.661
2022-01-17,1.68411
2022-01-18,1.68582
2022-01-19,1.45182
2022-01-20,1.5748
2022-01-21,1.45011
2022-01-22,0.77886
2022-01-23,0.67979
2022-01-24,1.93348
2022-01-25,2.2136
2022-01-26,1.73706
2022-01-27,1.63116
2022-01-28,1.96594
2022-01-29,0.94624
2022-01-30,0.72078
2022-01-31,0.65929
2022-02-01,0.66613
2022-02-02,0.68321
2022-02-03,1.97619
2022-02-04,1.84467
2022-02-05,0.94966
2022-02-06,0.83693
2022-02-07,1.62946
2022-02-08,1.52868
2022-02-09,1.56797
2022-02-10,2.03426
2022-02-11,1.34592
2022-02-12,0.62343
2022-02-13,0.66613
2022-02-14,1.14608
2022-02-15,1.16487
2022-02-16,1.12559
2022-02-17,0.97016
2022-02-18,1.03164
2022-02-19,0.62172
2022-02-20,0.52607
2022-02-21,1.07776
2022-02-22,1.18708
2022-02-23,1.06068
2022-02-24,1.01969
2022-02-25,1.17
2022-02-26,0.60464
2022-02-27,0.5329
2022-02-28,1.18708
2022-03-01,0.71395
2022-03-02,1.30835
2022-03-03,1.39546
2022-03-04,1.27418
2022-03-05,0.64221
2022-03-06,0.63709
2022-03-07,0.99919
2022-03-08,1.02823
2022-03-09,0.47824
2022-03-10,1.50819
2022-03-11,1.08801
2022-03-12,0.48166
2022-03-13,0.48337
2022-03-14,0.90525
2022-03-15,0.95649
2022-03-16,0.86767
2022-03-17,0.92745
2022-03-18,0.92745
2022-03-19,0.43896
2022-03-20,0.41846
2022-03-21,0.94966
2022-03-22,0.90525
2022-03-23,1.04531
2022-03-24,1.02481
2022-03-25,1.03506
2022-03-26,0.54486
2022-03-27,0.47312
2022-03-28,0.92062
2022-03-29,0.86938
2022-03-30,1.18366
2022-03-31,1.41254
2022-04-01,1.22807
2022-04-02,0.55169
2022-04-03,0.52948
2022-04-04,1.03335
2022-04-05,1.1922
2022-04-06,1.05897
2022-04-07,1.03677
2022-04-08,1.11363
2022-04-09,0.47312
2022-04-10,0.43042
2022-04-11,1.16829
2022-04-12,1.20586
2022-04-13,0.97016
2022-04-14,1.0009
2022-04-15,0.95991
2022-04-16,0.38943
2022-04-17,0.38089
2022-04-18,0.88988
2022-04-19,1.129
2022-04-20,1.41766
2022-04-21,1.88737
2022-04-22,1.79513
2022-04-23,0.78569
2022-04-24,0.72591
2022-04-25,2.97709
2022-04-26,1.43645
2022-04-27,1.15633
2022-04-28,1.26223
2022-04-29,1.2571
2022-04-30,0.72762
2022-05-01,0.69687
2022-05-02,1.30835
2022-05-03,1.33909
2022-05-04,1.29468
2022-05-05,0.57048
2022-05-06,0.85059
2022-05-07,0.54656
2022-05-08,0.60635
2022-05-09,1.1922
2022-05-10,1.86858
2022-05-11,1.34251
2022-05-12,1.10509
2022-05-13,1.08459
2022-05-14,0.42529
2022-05-15,0.44408
2022-05-16,0.92062
2022-05-17,0.96332
2022-05-18,0.84889
2022-05-19,0.92233
2022-05-20,1.1068
2022-05-21,0.4697
2022-05-22,0.47312
2022-05-23,1.01456
2022-05-24,1.04873
2022-05-25,1.58334
2022-05-26,1.04873
2022-05-27,1.11363
2022-05-28,0.54998
2022-05-29,0.55681
2022-05-30,1.12729
2022-05-31,1.13925
2022-06-01,0.63026
2022-06-02,1.00602
2022-06-03,1.0641
2022-06-04,0.5124
2022-06-05,0.42188
2022-06-06,0.46287
2022-06-07,0.87451
2022-06-08,0.95308
2022-06-09,1.04531
2022-06-10,1.45182
2022-06-11,0.5107
2022-06-12,0.69516
2022-06-13,1.04018
2022-06-14,0.95478
2022-06-15,1.07776
2022-06-16,0.85913
2022-06-17,0.97016
2022-06-18,0.4902
2022-06-19,0.40651
2022-06-20,1.00602
2022-06-21,1.05897
2022-06-22,0.93087
2022-06-23,1.02652
2022-06-24,1.1717
2022-06-25,0.4475
2022-06-26,0.47483
2022-06-27,0.96332
2022-06-28,1.06922
2022-06-29,2.32292
2022-06-30,2.22556
2022-07-01,1.363
2022-07-02,0.66271
2022-07-03,0.78398
2022-07-04,1.16829
2022-07-05,1.37325
2022-07-06,1.02823
2022-07-07,0.95991
2022-07-08,1.07947
2022-07-09,0.54144
2022-07-10,0.63538
2022-07-11,1.37837
2022-07-12,1.18708
2022-07-13,0.98382
2022-07-14,0.93941
2022-07-15,0.82497
2022-07-16,0.45604
2022-07-17,0.54315
2022-07-18,0.85401
2022-07-19,0.86255
2022-07-20,1.03506
2022-07-21,1.41424
2022-07-22,1.09655
2022-07-23,0.49362
2022-07-24,0.52607
2022-07-25,1.16316
2022-07-26,0.86938
2022-07-27,1.00773
2022-07-28,1.15975
2022-07-29,1.09484
2022-07-30,0.55169
2022-07-31,0.5124
2022-08-01,1.0436
2022-08-02,0.99748
2022-08-03,0.82839
2022-08-04,0.81814
2022-08-05,0.81131
2022-08-06,0.41846
2022-08-07,0.44921
2022-08-08,0.84035
2022-08-09,0.88134
2022-08-10,1.29127
2022-08-11,0.97528
2022-08-12,0.87792
2022-08-13,0.37235
2022-08-14,0.40992
2022-08-15,0.46116
2022-08-16,0.91891
2022-08-17,0.83181
2022-08-18,0.85743
2022-08-19,1.17683
2022-08-20,0.73274
2022-08-21,0.61489
2022-08-22,1.08972
2022-08-23,1.42278
2022-08-24,1.31005
2022-08-25,1.52527
2022-08-26,1.14779
2022-08-27,0.63367
2022-08-28,0.64905
2022-08-29,1.05897
2022-08-30,2.01376
2022-08-31,1.61067
2022-09-01,1.42449
2022-09-02,1.17341
2022-09-03,0.58073
2022-09-04,0.7447
2022-09-05,1.01798
2022-09-06,0.96845
2022-09-07,0.92745
2022-09-08,0.98553
2022-09-09,0.48166
2022-09-10,0.42871
2022-09-11,0.45604
2022-09-12,0.52607
2022-09-13,1.129
2022-09-14,1.01969
2022-09-15,1.10167
2022-09-16,0.936
2022-09-17,0.42017
2022-09-18,0.44237
2022-09-19,0.95991
2022-09-20,1.00432
2022-09-21,1.28102
2022-09-22,1.17683
2022-09-23,1.1922
2022-09-24,0.66954
2022-09-25,0.45262
2022-09-26,1.11534
2022-09-27,1.2571
2022-09-28,1.43645
2022-09-29,1.404
2022-09-30,1.29297
2022-10-01,0.59781
2022-10-02,0.48849
2022-10-03,0.55681
2022-10-04,1.07605
2022-10-05,1.12217
2022-10-06,1.05556
2022-10-07,1.05897
2022-10-08,0.43042
2022-10-09,0.36722
2022-10-10,0.53632
2022-10-11,1.13925
2022-10-12,0.89842
2022-10-13,0.9155
2022-10-14,0.68321
2022-10-15,0.44067
2022-10-16,0.45091
2022-10-17,0.89159
2022-10-18,0.8728
2022-10-19,0.80618
2022-10-20,0.90354
2022-10-21,0.84547
2022-10-22,0.34843
2022-10-23,0.42188
2022-10-24,0.98724
2022-10-25,1.29981
2022-10-26,0.99748
2022-10-27,1.04018
2022-10-28,1.01798
2022-10-29,0.46287
2022-10-30,0.40651
2022-10-31,1.11875
2022-11-01,1.09655
2022-11-02,1.04018
2022-11-03,0.88475
2022-11-04,0.95137
2022-11-05,0.44237
2022-11-06,0.44237
2022-11-07,0.92745
2022-11-08,0.94966
2022-11-09,0.82668
2022-11-10,1.14608
2022-11-11,1.0009
2022-11-12,0.44408
2022-11-13,0.34331
2022-11-14,0.90183
2022-11-15,1.10167
2022-11-16,0.99236
2022-11-17,0.87109
2022-11-18,0.85913
2022-11-19,0.52094
2022-11-20,0.50045
2022-11-21,1.39204
2022-11-22,1.59188
2022-11-23,1.4467
2022-11-24,1.6807
2022-11-25,1.40058
2022-11-26,0.69175
2022-11-27,0.62343
2022-11-28,1.5116
2022-11-29,1.45011
2022-11-30,1.62433
2022-12-01,1.46548
2022-12-02,1.24002
2022-12-03,0.49191
2022-12-04,0.62513
2022-12-05,1.17
2022-12-06,1.31347
2022-12-07,1.15975
2022-12-08,1.12217
2022-12-09,0.98724
2022-12-10,0.57048
2022-12-11,0.46629
2022-12-12,1.13071
2022-12-13,1.07776
2022-12-14,0.87451
2022-12-15,1.10509
2022-12-16,1.05556
2022-12-17,0.52436
2022-12-18,0.50557
2022-12-19,0.98553
2022-12-20,1.17854
2022-12-21,1.32372
2022-12-22,1.38691
2022-12-23,1.11192
2022-12-24,0.44921
2022-12-25,0.63538
2022-12-26,1.14267
2022-12-27,1.52868
2022-12-28,1.32543
2022-12-29,1.37325
2022-12-30,1.26906
2022-12-31,0.65075
2023-01-01,0.65588
2023-01-02,1.34592
2023-01-03,1.41766
2023-01-04,1.47061
2023-01-05,1.20074
2023-01-06,1.13071
2023-01-07,0.49703
2023-01-08,0.58927
2023-01-09,1.2571
2023-01-10,1.59871
2023-01-11,1.25027
2023-01-12,1.18878
2023-01-13,1.06581
2023-01-14,0.5961
2023-01-15,0.77886
2023-01-16,1.75756
2023-01-17,1.7234
2023-01-18,1.68753
2023-01-19,1.52185
2023-01-20,1.44157
2023-01-21,0.58585
2023-01-22,0.54144
2023-01-23,0.4902
2023-01-24,0.65075
2023-01-25,2.16236
2023-01-26,1.79855
2023-01-27,1.64824
2023-01-28,0.69345
2023-01-29,0.56364
2023-01-30,1.40229
2023-01-31,1.98302
2023-02-01,1.74731
2023-02-02,1.79855
2023-02-03,1.59017
2023-02-04,0.702
2023-02-05,0.69858
2023-02-06,1.40058
2023-02-07,1.36471
2023-02-08,1.30322
2023-02-09,1.15975
2023-02-10,1.39204
2023-02-11,0.62684
2023-02-12,0.50899
2023-02-13,1.05043
2023-02-14,1.0009
2023-02-15,1.06239
2023-02-16,0.89842
2023-02-17,0.88134
2023-02-18,0.48678
2023-02-19,0.52948
2023-02-20,1.05556
2023-02-21,1.0009
2023-02-22,0.94283
2023-02-23,1.09313
2023-02-24,1.08972
2023-02-25,0.54998
2023-02-26,0.40138
2023-02-27,0.86084
2023-02-28,1.06068
2023-03-01,0.57048
2023-03-02,1.00261
2023-03-03,1.02481
2023-03-04,0.59439
2023-03-05,0.45262
2023-03-06,0.97186
2023-03-07,0.9155
2023-03-08,0.85743
2023-03-09,0.88817
2023-03-10,0.97528
2023-03-11,0.44579
2023-03-12,0.30744
2023-03-13,0.83181
2023-03-14,0.73616
2023-03-15,0.78569
2023-03-16,0.74982
2023-03-17,0.71224
2023-03-18,0.3211
2023-03-19,0.33818
2023-03-20,0.7447
2023-03-21,0.90354
2023-03-22,0.81814
2023-03-23,1.13583
2023-03-24,0.94112
2023-03-25,0.43042
2023-03-26,0.72078
2023-03-27,1.62091
2023-03-28,0.97186
2023-03-29,0.93429
2023-03-30,1.06068
2023-03-31,0.94112
2023-04-01,0.46116
2023-04-02,0.41675
2023-04-03,1.01456
2023-04-04,0.9804
2023-04-05,1.1068
2023-04-06,0.98382
2023-04-07,0.94283
2023-04-08,0.40992
2023-04-09,0.39284
2023-04-10,1.26906
2023-04-11,1.16316
2023-04-12,0.95649
2023-04-13,1.13071
2023-04-14,0.95991
2023-04-15,0.50216
2023-04-16,0.43042
2023-04-17,0.96162
2023-04-18,0.94624
2023-04-19,0.9804
2023-04-20,1.33397
2023-04-21,1.39033
2023-04-22,0.46458
2023-04-23,0.38943
2023-04-24,1.66703
2023-04-25,2.41344
2023-04-26,1.07264
2023-04-27,0.88134
2023-04-28,0.99578
2023-04-29,0.48678
2023-04-30,0.42871
2023-05-01,0.66954
2023-05-02,1.15804
2023-05-03,1.23319
2023-05-04,1.2776
2023-05-05,0.61318
2023-05-06,0.51582
2023-05-07,0.50386
2023-05-08,1.12729
2023-05-09,1.19562
2023-05-10,1.75414
2023-05-11,1.12559
2023-05-12,1.00261
2023-05-13,0.48508
2023-05-14,0.45433
2023-05-15,1.1068
2023-05-16,1.0436
2023-05-17,0.90867
2023-05-18,1.00602
2023-05-19,1.11705
2023-05-20,0.53802
2023-05-21,0.54315
2023-05-22,1.07093
2023-05-23,1.01115
2023-05-24,1.12046
2023-05-25,1.53722
2023-05-26,0.9155
2023-05-27,0.49362
2023-05-28,0.45775
2023-05-29,0.55169
