date,기대출과다자추가대출
2020-07-28,53.73376
2020-07-29,58.92857
2020-07-30,48.05194
2020-07-31,38.7987
2020-08-01,13.7987
2020-08-02,19.48051
2020-08-03,57.30519
2020-08-04,41.55844
2020-08-05,49.02597
2020-08-06,40.74675
2020-08-07,41.07142
2020-08-08,13.96103
2020-08-09,14.12337
2020-08-10,55.35714
2020-08-11,58.92857
2020-08-12,49.35064
2020-08-13,51.78571
2020-08-14,48.86363
2020-08-15,16.23376
2020-08-16,15.90909
2020-08-17,39.77272
2020-08-18,55.51948
2020-08-19,56.4935
2020-08-20,47.07792
2020-08-21,49.67532
2020-08-22,19.80519
2020-08-23,17.85714
2020-08-24,67.20779
2020-08-25,67.37012
2020-08-26,53.8961
2020-08-27,52.75974
2020-08-28,46.5909
2020-08-29,18.34415
2020-08-30,21.91558
2020-08-31,58.76623
2020-09-01,46.42857
2020-09-02,48.53896
2020-09-03,43.01948
2020-09-04,42.85714
2020-09-05,19.48051
2020-09-06,19.64285
2020-09-07,53.8961
2020-09-08,61.20129
2020-09-09,59.74025
2020-09-10,51.62337
2020-09-11,45.2922
2020-09-12,20.12987
2020-09-13,21.42857
2020-09-14,61.36363
2020-09-15,60.06493
2020-09-16,51.94805
2020-09-17,52.92207
2020-09-18,45.61688
2020-09-19,16.23376
2020-09-20,27.11038
2020-09-21,71.91558
2020-09-22,54.05844
2020-09-23,53.40909
2020-09-24,48.37662
2020-09-25,40.74675
2020-09-26,16.88311
2020-09-27,19.64285
2020-09-28,49.02597
2020-09-29,32.7922
2020-09-30,9.90259
2020-10-01,7.7922
2020-10-02,8.27922
2020-10-03,10.87662
2020-10-04,17.53246
2020-10-05,59.25324
2020-10-06,50.64935
2020-10-07,43.50649
2020-10-08,43.50649
2020-10-09,15.25974
2020-10-10,15.90909
2020-10-11,18.01948
2020-10-12,60.87662
2020-10-13,62.17532
2020-10-14,62.5
2020-10-15,55.51948
2020-10-16,45.77922
2020-10-17,22.24025
2020-10-18,19.80519
2020-10-19,63.14935
2020-10-20,62.33766
2020-10-21,62.82467
2020-10-22,53.08441
2020-10-23,41.72077
2020-10-24,17.6948
2020-10-25,14.61038
2020-10-26,59.90259
2020-10-27,45.61688
2020-10-28,43.50649
2020-10-29,49.51298
2020-10-30,35.87662
2020-10-31,17.6948
2020-11-01,16.07142
2020-11-02,47.24025
2020-11-03,34.41558
2020-11-04,36.52597
2020-11-05,39.12337
2020-11-06,29.05844
2020-11-07,10.87662
2020-11-08,13.96103
2020-11-09,40.58441
2020-11-10,51.46103
2020-11-11,41.3961
2020-11-12,43.50649
2020-11-13,40.74675
2020-11-14,18.9935
2020-11-15,19.15584
2020-11-16,74.18831
2020-11-17,62.33766
2020-11-18,66.07142
2020-11-19,51.62337
2020-11-20,42.85714
2020-11-21,19.80519
2020-11-22,14.77272
2020-11-23,47.24025
2020-11-24,50.16233
2020-11-25,53.73376
2020-11-26,43.9935
2020-11-27,39.77272
2020-11-28,13.63636
2020-11-29,16.55844
2020-11-30,46.42857
2020-12-01,47.72727
2020-12-02,40.74675
2020-12-03,46.5909
2020-12-04,35.22727
2020-12-05,13.7987
2020-12-06,15.42207
2020-12-07,50.0
2020-12-08,43.50649
2020-12-09,46.26623
2020-12-10,46.75324
2020-12-11,44.48051
2020-12-12,11.03896
2020-12-13,17.04545
2020-12-14,52.11038
2020-12-15,42.20779
2020-12-16,52.11038
2020-12-17,49.51298
2020-12-18,35.06493
2020-12-19,18.01948
2020-12-20,17.20779
2020-12-21,50.48701
2020-12-22,41.3961
2020-12-23,36.85064
2020-12-24,32.14285
2020-12-25,11.03896
2020-12-26,14.61038
2020-12-27,20.61688
2020-12-28,51.46103
2020-12-29,40.0974
2020-12-30,35.06493
2020-12-31,29.22077
2021-01-01,12.82467
2021-01-02,18.83116
2021-01-03,19.64285
2021-01-04,57.30519
2021-01-05,51.13636
2021-01-06,39.61038
2021-01-07,43.66883
2021-01-08,36.20129
2021-01-09,20.77922
2021-01-10,18.66883
2021-01-11,54.22077
2021-01-12,50.16233
2021-01-13,47.56493
2021-01-14,47.88961
2021-01-15,33.76623
2021-01-16,17.85714
2021-01-17,20.45454
2021-01-18,56.4935
2021-01-19,49.02597
2021-01-20,51.62337
2021-01-21,51.94805
2021-01-22,40.0974
2021-01-23,21.75324
2021-01-24,20.12987
2021-01-25,53.40909
2021-01-26,52.27272
2021-01-27,39.12337
2021-01-28,37.33766
2021-01-29,37.5
2021-01-30,16.55844
2021-01-31,16.23376
2021-02-01,45.45454
2021-02-02,43.83116
2021-02-03,36.52597
2021-02-04,35.87662
2021-02-05,34.41558
2021-02-06,16.72077
2021-02-07,15.0974
2021-02-08,38.47402
2021-02-09,41.88311
2021-02-10,31.00649
2021-02-11,9.41558
2021-02-12,8.92857
2021-02-13,10.55194
2021-02-14,15.90909
2021-02-15,63.63636
2021-02-16,56.33116
2021-02-17,51.94805
2021-02-18,43.50649
2021-02-19,38.7987
2021-02-20,15.42207
2021-02-21,22.88961
2021-02-22,60.55194
2021-02-23,53.8961
2021-02-24,49.02597
2021-02-25,43.18181
2021-02-26,47.40259
2021-02-27,17.53246
2021-02-28,12.66233
2021-03-01,14.77272
2021-03-02,46.5909
2021-03-03,34.90259
2021-03-04,36.03896
2021-03-05,39.77272
2021-03-06,15.42207
2021-03-07,16.55844
2021-03-08,52.11038
2021-03-09,50.64935
2021-03-10,41.23376
2021-03-11,49.83766
2021-03-12,48.86363
2021-03-13,28.57142
2021-03-14,22.07792
2021-03-15,54.05844
2021-03-16,52.5974
2021-03-17,52.11038
2021-03-18,51.78571
2021-03-19,33.11688
2021-03-20,23.21428
2021-03-21,21.91558
2021-03-22,57.14285
2021-03-23,40.42207
2021-03-24,31.98051
2021-03-25,36.85064
2021-03-26,30.68181
2021-03-27,6.98051
2021-03-28,12.33766
2021-03-29,37.82467
2021-03-30,29.05844
2021-03-31,37.33766
2021-04-01,39.61038
2021-04-02,30.68181
2021-04-03,14.12337
2021-04-04,16.72077
2021-04-05,41.07142
2021-04-06,28.08441
2021-04-07,27.75974
2021-04-08,31.33116
2021-04-09,29.22077
2021-04-10,13.63636
2021-04-11,14.61038
2021-04-12,33.76623
2021-04-13,22.88961
2021-04-14,27.92207
2021-04-15,29.70779
2021-04-16,25.48701
2021-04-17,12.82467
2021-04-18,17.6948
2021-04-19,38.14935
2021-04-20,33.76623
2021-04-21,26.2987
2021-04-22,35.87662
2021-04-23,31.33116
2021-04-24,18.34415
2021-04-25,21.10389
2021-04-26,48.86363
2021-04-27,43.34415
2021-04-28,41.23376
2021-04-29,43.01948
2021-04-30,41.88311
2021-05-01,22.24025
2021-05-02,10.22727
2021-05-03,41.23376
2021-05-04,37.17532
2021-05-05,24.18831
2021-05-06,36.20129
2021-05-07,30.35714
2021-05-08,14.44805
2021-05-09,19.48051
2021-05-10,39.12337
2021-05-11,41.23376
2021-05-12,40.42207
2021-05-13,40.25974
2021-05-14,32.7922
2021-05-15,15.42207
2021-05-16,13.31168
2021-05-17,45.2922
2021-05-18,39.61038
2021-05-19,28.08441
2021-05-20,58.11688
2021-05-21,45.94155
2021-05-22,25.32467
2021-05-23,25.0
2021-05-24,59.57792
2021-05-25,57.46753
2021-05-26,53.24675
2021-05-27,43.83116
2021-05-28,36.85064
2021-05-29,18.66883
2021-05-30,19.80519
2021-05-31,43.66883
2021-06-01,45.77922
2021-06-02,43.34415
2021-06-03,31.65584
2021-06-04,25.32467
2021-06-05,14.12337
2021-06-06,17.04545
2021-06-07,47.72727
2021-06-08,44.15584
2021-06-09,37.82467
2021-06-10,43.50649
2021-06-11,37.17532
2021-06-12,14.93506
2021-06-13,21.42857
2021-06-14,50.16233
2021-06-15,42.37012
2021-06-16,44.48051
2021-06-17,35.87662
2021-06-18,36.85064
2021-06-19,20.12987
2021-06-20,17.20779
2021-06-21,45.94155
2021-06-22,41.88311
2021-06-23,41.3961
2021-06-24,38.7987
2021-06-25,36.36363
2021-06-26,19.15584
2021-06-27,14.93506
2021-06-28,45.77922
2021-06-29,29.38311
2021-06-30,33.44155
2021-07-01,29.54545
2021-07-02,31.65584
2021-07-03,12.33766
2021-07-04,15.0974
2021-07-05,41.23376
2021-07-06,34.0909
2021-07-07,35.71428
2021-07-08,32.95454
2021-07-09,29.54545
2021-07-10,19.15584
2021-07-11,25.16233
2021-07-12,53.08441
2021-07-13,44.15584
2021-07-14,46.5909
2021-07-15,43.18181
2021-07-16,48.86363
2021-07-17,21.42857
2021-07-18,19.31818
2021-07-19,47.56493
2021-07-20,52.11038
2021-07-21,48.70129
2021-07-22,47.56493
2021-07-23,40.0974
2021-07-24,19.80519
2021-07-25,19.64285
2021-07-26,53.24675
2021-07-27,53.57142
2021-07-28,47.24025
2021-07-29,43.66883
2021-07-30,39.12337
2021-07-31,14.12337
2021-08-01,14.12337
2021-08-02,41.72077
2021-08-03,31.16883
2021-08-04,38.96103
2021-08-05,42.37012
2021-08-06,25.0
2021-08-07,13.47402
2021-08-08,12.82467
2021-08-09,45.2922
2021-08-10,49.02597
2021-08-11,49.67532
2021-08-12,38.47402
2021-08-13,34.0909
2021-08-14,13.31168
2021-08-15,9.74025
2021-08-16,23.21428
2021-08-17,40.90909
2021-08-18,41.55844
2021-08-19,36.68831
2021-08-20,33.27922
2021-08-21,10.55194
2021-08-22,15.25974
2021-08-23,43.34415
2021-08-24,48.53896
2021-08-25,38.47402
2021-08-26,32.30519
2021-08-27,19.96753
2021-08-28,10.22727
2021-08-29,11.36363
2021-08-30,33.27922
2021-08-31,23.21428
2021-09-01,32.7922
2021-09-02,28.8961
2021-09-03,22.88961
2021-09-04,10.71428
2021-09-05,13.14935
2021-09-06,36.36363
2021-09-07,31.4935
2021-09-08,36.68831
2021-09-09,37.17532
2021-09-10,29.87012
2021-09-11,12.66233
2021-09-12,16.23376
2021-09-13,49.35064
2021-09-14,35.22727
2021-09-15,43.9935
2021-09-16,38.63636
2021-09-17,32.14285
2021-09-18,9.25324
2021-09-19,8.76623
2021-09-20,10.71428
2021-09-21,12.33766
2021-09-22,15.90909
2021-09-23,49.51298
2021-09-24,27.27272
2021-09-25,17.53246
2021-09-26,19.15584
2021-09-27,41.88311
2021-09-28,40.58441
2021-09-29,35.38961
2021-09-30,30.84415
2021-10-01,22.72727
2021-10-02,9.90259
2021-10-03,8.76623
2021-10-04,17.85714
2021-10-05,34.90259
2021-10-06,39.77272
2021-10-07,26.62337
2021-10-08,31.4935
2021-10-09,10.71428
2021-10-10,11.68831
2021-10-11,17.6948
2021-10-12,40.58441
2021-10-13,35.71428
2021-10-14,38.31168
2021-10-15,41.3961
2021-10-16,18.34415
2021-10-17,17.04545
2021-10-18,50.0
2021-10-19,40.74675
2021-10-20,37.17532
2021-10-21,39.12337
2021-10-22,35.87662
2021-10-23,16.3961
2021-10-24,21.75324
2021-10-25,47.88961
2021-10-26,45.12987
2021-10-27,37.82467
2021-10-28,33.11688
2021-10-29,32.30519
2021-10-30,16.55844
2021-10-31,18.34415
2021-11-01,41.72077
2021-11-02,36.03896
2021-11-03,30.35714
2021-11-04,32.30519
2021-11-05,27.43506
2021-11-06,18.66883
2021-11-07,12.33766
2021-11-08,32.14285
2021-11-09,32.46753
2021-11-10,34.57792
2021-11-11,36.20129
2021-11-12,29.38311
2021-11-13,14.12337
2021-11-14,17.37012
2021-11-15,49.18831
2021-11-16,38.7987
2021-11-17,38.31168
2021-11-18,37.33766
2021-11-19,25.32467
2021-11-20,17.53246
2021-11-21,25.48701
2021-11-22,54.05844
2021-11-23,41.23376
2021-11-24,44.48051
2021-11-25,45.94155
2021-11-26,31.33116
2021-11-27,16.55844
2021-11-28,21.26623
2021-11-29,42.85714
2021-11-30,40.0974
2021-12-01,36.85064
2021-12-02,40.90909
2021-12-03,28.73376
2021-12-04,17.85714
2021-12-05,17.37012
2021-12-06,48.37662
2021-12-07,39.44805
2021-12-08,39.77272
2021-12-09,36.52597
2021-12-10,34.0909
2021-12-11,15.42207
2021-12-12,18.66883
2021-12-13,47.56493
2021-12-14,50.16233
2021-12-15,51.13636
2021-12-16,39.93506
2021-12-17,31.33116
2021-12-18,12.98701
2021-12-19,19.64285
2021-12-20,63.31168
2021-12-21,48.21428
2021-12-22,38.96103
2021-12-23,32.62987
2021-12-24,29.22077
2021-12-25,10.87662
2021-12-26,17.20779
2021-12-27,41.72077
2021-12-28,36.52597
2021-12-29,37.5
2021-12-30,31.00649
2021-12-31,17.37012
2022-01-01,11.68831
2022-01-02,19.48051
2022-01-03,45.61688
2022-01-04,37.33766
2022-01-05,37.01298
2022-01-06,36.85064
2022-01-07,33.44155
2022-01-08,13.47402
2022-01-09,16.07142
2022-01-10,48.37662
2022-01-11,47.24025
2022-01-12,44.96753
2022-01-13,48.53896
2022-01-14,34.0909
2022-01-15,16.55844
2022-01-16,19.15584
2022-01-17,47.88961
2022-01-18,38.96103
2022-01-19,30.84415
2022-01-20,33.92857
2022-01-21,36.03896
2022-01-22,18.01948
2022-01-23,19.80519
2022-01-24,49.83766
2022-01-25,53.57142
2022-01-26,39.77272
2022-01-27,41.88311
2022-01-28,35.38961
2022-01-29,13.96103
2022-01-30,9.57792
2022-01-31,10.87662
2022-02-01,6.33116
2022-02-02,13.7987
2022-02-03,48.70129
2022-02-04,35.22727
2022-02-05,13.31168
2022-02-06,18.9935
2022-02-07,53.8961
2022-02-08,41.88311
2022-02-09,40.25974
2022-02-10,42.6948
2022-02-11,35.55194
2022-02-12,13.31168
2022-02-13,16.88311
2022-02-14,57.14285
2022-02-15,56.16883
2022-02-16,52.11038
2022-02-17,43.34415
2022-02-18,31.65584
2022-02-19,15.90909
2022-02-20,20.61688
2022-02-21,54.38311
2022-02-22,46.5909
2022-02-23,40.58441
2022-02-24,40.0974
2022-02-25,36.20129
2022-02-26,14.93506
2022-02-27,16.3961
2022-02-28,43.01948
2022-03-01,24.67532
2022-03-02,37.17532
2022-03-03,36.68831
2022-03-04,30.03246
2022-03-05,14.44805
2022-03-06,17.6948
2022-03-07,44.80519
2022-03-08,38.31168
2022-03-09,18.66883
2022-03-10,44.96753
2022-03-11,40.58441
2022-03-12,17.6948
2022-03-13,26.94805
2022-03-14,55.1948
2022-03-15,47.24025
2022-03-16,48.05194
2022-03-17,43.18181
2022-03-18,37.33766
2022-03-19,18.83116
2022-03-20,17.20779
2022-03-21,53.8961
2022-03-22,41.07142
2022-03-23,45.94155
2022-03-24,44.31818
2022-03-25,31.81818
2022-03-26,19.64285
2022-03-27,21.75324
2022-03-28,45.77922
2022-03-29,41.3961
2022-03-30,30.84415
2022-03-31,36.03896
2022-04-01,34.25324
2022-04-02,12.98701
2022-04-03,17.6948
2022-04-04,37.5
2022-04-05,36.36363
2022-04-06,31.98051
2022-04-07,35.06493
2022-04-08,26.2987
2022-04-09,11.03896
2022-04-10,20.12987
2022-04-11,54.05844
2022-04-12,48.05194
2022-04-13,49.83766
2022-04-14,45.94155
2022-04-15,33.92857
2022-04-16,16.55844
2022-04-17,18.83116
2022-04-18,47.88961
2022-04-19,47.07792
2022-04-20,54.54545
2022-04-21,44.80519
2022-04-22,32.30519
2022-04-23,16.88311
2022-04-24,20.94155
2022-04-25,51.94805
2022-04-26,44.15584
2022-04-27,43.01948
2022-04-28,42.04545
2022-04-29,27.11038
2022-04-30,11.52597
2022-05-01,19.80519
2022-05-02,41.23376
2022-05-03,36.68831
2022-05-04,39.28571
2022-05-05,12.98701
2022-05-06,33.11688
2022-05-07,11.68831
2022-05-08,19.96753
2022-05-09,44.80519
2022-05-10,41.07142
2022-05-11,43.50649
2022-05-12,53.73376
2022-05-13,35.38961
2022-05-14,18.18181
2022-05-15,20.77922
2022-05-16,53.73376
2022-05-17,45.12987
2022-05-18,44.80519
2022-05-19,43.50649
2022-05-20,47.24025
2022-05-21,24.83766
2022-05-22,21.75324
2022-05-23,72.88961
2022-05-24,64.61038
2022-05-25,46.75324
2022-05-26,46.26623
2022-05-27,43.34415
2022-05-28,22.72727
2022-05-29,32.62987
2022-05-30,45.2922
2022-05-31,32.95454
2022-06-01,23.53896
2022-06-02,40.58441
2022-06-03,28.24675
2022-06-04,13.47402
2022-06-05,13.47402
2022-06-06,23.21428
2022-06-07,42.04545
2022-06-08,45.94155
2022-06-09,36.20129
2022-06-10,38.31168
2022-06-11,18.50649
2022-06-12,25.48701
2022-06-13,56.98051
2022-06-14,45.61688
2022-06-15,48.05194
2022-06-16,47.07792
2022-06-17,32.7922
2022-06-18,16.3961
2022-06-19,22.24025
2022-06-20,50.97402
2022-06-21,39.61038
2022-06-22,40.74675
2022-06-23,37.98701
2022-06-24,35.22727
2022-06-25,18.83116
2022-06-26,19.31818
2022-06-27,39.77272
2022-06-28,37.5
2022-06-29,39.12337
2022-06-30,37.5
2022-07-01,34.74025
2022-07-02,17.6948
2022-07-03,21.42857
2022-07-04,51.46103
2022-07-05,44.15584
2022-07-06,25.81168
2022-07-07,28.40909
2022-07-08,31.81818
2022-07-09,12.33766
2022-07-10,18.66883
2022-07-11,46.75324
2022-07-12,40.0974
2022-07-13,45.94155
2022-07-14,45.12987
2022-07-15,33.11688
2022-07-16,16.3961
2022-07-17,21.75324
2022-07-18,43.34415
2022-07-19,41.55844
2022-07-20,45.45454
2022-07-21,45.77922
2022-07-22,43.18181
2022-07-23,19.80519
2022-07-24,23.70129
2022-07-25,50.81168
2022-07-26,46.10389
2022-07-27,49.18831
2022-07-28,40.25974
2022-07-29,32.62987
2022-07-30,17.37012
2022-07-31,14.77272
2022-08-01,42.53246
2022-08-02,37.01298
2022-08-03,36.03896
2022-08-04,34.90259
2022-08-05,32.7922
2022-08-06,18.01948
2022-08-07,14.77272
2022-08-08,38.47402
2022-08-09,32.95454
2022-08-10,39.12337
2022-08-11,43.01948
2022-08-12,38.31168
2022-08-13,16.3961
2022-08-14,17.04545
2022-08-15,22.56493
2022-08-16,47.40259
2022-08-17,44.15584
2022-08-18,42.53246
2022-08-19,38.7987
2022-08-20,21.42857
2022-08-21,18.66883
2022-08-22,55.51948
2022-08-23,41.72077
2022-08-24,42.6948
2022-08-25,42.37012
2022-08-26,29.54545
2022-08-27,16.3961
2022-08-28,17.37012
2022-08-29,43.50649
2022-08-30,32.46753
2022-08-31,40.42207
2022-09-01,31.00649
2022-09-02,31.00649
2022-09-03,12.5
2022-09-04,15.90909
2022-09-05,40.25974
2022-09-06,43.18181
2022-09-07,40.0974
2022-09-08,33.44155
2022-09-09,21.91558
2022-09-10,12.17532
2022-09-11,15.25974
2022-09-12,29.87012
2022-09-13,66.3961
2022-09-14,62.01298
2022-09-15,50.64935
2022-09-16,42.04545
2022-09-17,15.74675
2022-09-18,20.61688
2022-09-19,51.13636
2022-09-20,50.97402
2022-09-21,50.97402
2022-09-22,44.15584
2022-09-23,43.50649
2022-09-24,22.24025
2022-09-25,24.67532
2022-09-26,56.81818
2022-09-27,57.30519
2022-09-28,54.22077
2022-09-29,38.31168
2022-09-30,31.65584
2022-10-01,15.90909
2022-10-02,13.63636
2022-10-03,25.64935
2022-10-04,54.22077
2022-10-05,43.01948
2022-10-06,46.75324
2022-10-07,38.31168
2022-10-08,22.24025
2022-10-09,12.01298
2022-10-10,21.5909
2022-10-11,63.14935
2022-10-12,48.53896
2022-10-13,54.54545
2022-10-14,45.61688
2022-10-15,20.45454
2022-10-16,22.24025
2022-10-17,59.90259
2022-10-18,54.70779
2022-10-19,52.92207
2022-10-20,44.96753
2022-10-21,38.63636
2022-10-22,20.12987
2022-10-23,20.45454
2022-10-24,77.5974
2022-10-25,56.4935
2022-10-26,49.18831
2022-10-27,44.80519
2022-10-28,44.15584
2022-10-29,22.88961
2022-10-30,16.88311
2022-10-31,55.68181
2022-11-01,49.18831
2022-11-02,47.88961
2022-11-03,42.20779
2022-11-04,29.87012
2022-11-05,19.64285
2022-11-06,25.32467
2022-11-07,57.95454
2022-11-08,60.06493
2022-11-09,53.24675
2022-11-10,60.22727
2022-11-11,53.73376
2022-11-12,18.83116
2022-11-13,29.87012
2022-11-14,81.00649
2022-11-15,67.53246
2022-11-16,74.51298
2022-11-17,61.20129
2022-11-18,57.95454
2022-11-19,21.91558
2022-11-20,20.61688
2022-11-21,78.08441
2022-11-22,66.55844
2022-11-23,59.57792
2022-11-24,53.08441
2022-11-25,52.43506
2022-11-26,18.83116
2022-11-27,27.92207
2022-11-28,60.22727
2022-11-29,57.14285
2022-11-30,54.05844
2022-12-01,46.26623
2022-12-02,45.77922
2022-12-03,18.50649
2022-12-04,24.51298
2022-12-05,65.74675
2022-12-06,51.13636
2022-12-07,50.0
2022-12-08,40.90909
2022-12-09,36.03896
2022-12-10,18.01948
2022-12-11,28.40909
2022-12-12,62.01298
2022-12-13,57.95454
2022-12-14,56.00649
2022-12-15,51.2987
2022-12-16,46.5909
2022-12-17,18.83116
2022-12-18,22.56493
2022-12-19,54.54545
2022-12-20,56.00649
2022-12-21,52.27272
2022-12-22,45.77922
2022-12-23,36.85064
2022-12-24,16.23376
2022-12-25,23.70129
2022-12-26,58.92857
2022-12-27,54.22077
2022-12-28,37.33766
2022-12-29,35.38961
2022-12-30,27.11038
2022-12-31,13.63636
2023-01-01,19.31818
2023-01-02,57.30519
2023-01-03,49.67532
2023-01-04,39.28571
2023-01-05,37.66233
2023-01-06,34.0909
2023-01-07,15.0974
2023-01-08,13.7987
2023-01-09,46.10389
2023-01-10,50.81168
2023-01-11,54.05844
2023-01-12,46.26623
2023-01-13,45.45454
2023-01-14,18.34415
2023-01-15,23.05194
2023-01-16,59.57792
2023-01-17,52.11038
2023-01-18,49.51298
2023-01-19,42.53246
2023-01-20,48.70129
2023-01-21,14.12337
2023-01-22,20.94155
2023-01-23,19.48051
2023-01-24,26.2987
2023-01-25,67.04545
2023-01-26,59.41558
2023-01-27,52.92207
2023-01-28,18.01948
2023-01-29,24.67532
2023-01-30,63.96103
2023-01-31,51.62337
2023-02-01,43.66883
2023-02-02,44.48051
2023-02-03,32.7922
2023-02-04,22.40259
2023-02-05,25.81168
2023-02-06,56.4935
2023-02-07,48.53896
2023-02-08,43.66883
2023-02-09,47.07792
2023-02-10,47.07792
2023-02-11,22.56493
2023-02-12,23.86363
2023-02-13,61.68831
2023-02-14,61.52597
2023-02-15,69.48051
2023-02-16,51.62337
2023-02-17,47.40259
2023-02-18,24.18831
2023-02-19,27.11038
2023-02-20,63.63636
2023-02-21,61.03896
2023-02-22,53.24675
2023-02-23,54.38311
2023-02-24,44.96753
2023-02-25,19.48051
2023-02-26,27.11038
2023-02-27,60.38961
2023-02-28,48.37662
2023-03-01,26.13636
2023-03-02,60.22727
2023-03-03,47.24025
2023-03-04,18.9935
2023-03-05,27.5974
2023-03-06,65.25974
2023-03-07,45.61688
2023-03-08,48.05194
2023-03-09,51.94805
2023-03-10,44.15584
2023-03-11,19.15584
2023-03-12,21.26623
2023-03-13,55.68181
2023-03-14,66.72077
2023-03-15,57.95454
2023-03-16,61.03896
2023-03-17,44.64285
2023-03-18,21.42857
2023-03-19,23.21428
2023-03-20,65.25974
2023-03-21,63.47402
2023-03-22,56.81818
2023-03-23,51.78571
2023-03-24,59.74025
2023-03-25,20.2922
2023-03-26,21.42857
2023-03-27,68.83116
2023-03-28,81.81818
2023-03-29,53.24675
2023-03-30,43.66883
2023-03-31,37.5
2023-04-01,19.48051
2023-04-02,17.85714
2023-04-03,46.26623
2023-04-04,45.61688
2023-04-05,33.92857
2023-04-06,41.88311
2023-04-07,49.51298
2023-04-08,16.55844
2023-04-09,20.45454
2023-04-10,58.60389
2023-04-11,46.10389
2023-04-12,48.05194
2023-04-13,48.70129
2023-04-14,33.92857
2023-04-15,19.96753
2023-04-16,22.24025
2023-04-17,60.06493
2023-04-18,53.8961
2023-04-19,59.0909
2023-04-20,47.24025
2023-04-21,37.66233
2023-04-22,16.72077
2023-04-23,27.92207
2023-04-24,70.12987
2023-04-25,63.7987
2023-04-26,65.0974
2023-04-27,49.51298
2023-04-28,44.96753
2023-04-29,14.44805
2023-04-30,17.04545
2023-05-01,33.76623
2023-05-02,65.74675
2023-05-03,55.84415
2023-05-04,46.75324
2023-05-05,22.24025
2023-05-06,18.83116
2023-05-07,22.24025
2023-05-08,73.86363
2023-05-09,68.83116
2023-05-10,70.12987
2023-05-11,83.27922
2023-05-12,48.86363
2023-05-13,28.24675
2023-05-14,31.00649
2023-05-15,86.20129
2023-05-16,72.07792
2023-05-17,53.57142
2023-05-18,53.73376
2023-05-19,58.27922
2023-05-20,26.2987
2023-05-21,26.46103
2023-05-22,74.18831
2023-05-23,69.80519
2023-05-24,74.51298
2023-05-25,71.26623
2023-05-26,59.90259
2023-05-27,23.37662
2023-05-28,19.64285
