date,비트코인시세그래프
2020-09-03,4.97973
2020-09-04,6.89056
2020-09-05,4.69021
2020-09-06,5.67458
2020-09-07,6.0799
2020-09-08,5.96409
2020-09-09,7.75911
2020-09-10,6.60104
2020-09-11,5.90619
2020-09-12,3.76375
2020-09-13,4.22698
2020-09-14,5.84829
2020-09-15,4.92182
2020-09-16,5.73248
2020-09-17,3.41632
2020-09-18,4.86392
2020-09-19,3.87955
2020-09-20,4.16907
2020-09-21,5.03763
2020-09-22,5.21134
2020-09-23,5.03763
2020-09-24,4.92182
2020-09-25,3.93746
2020-09-26,2.20034
2020-09-27,2.54777
2020-09-28,3.59004
2020-09-29,3.93746
2020-09-30,3.24261
2020-10-01,4.28488
2020-10-02,3.30052
2020-10-03,3.76375
2020-10-04,4.86392
2020-10-05,5.15344
2020-10-06,4.5744
2020-10-07,4.97973
2020-10-08,4.22698
2020-10-09,3.24261
2020-10-10,3.35842
2020-10-11,4.5165
2020-10-12,4.80602
2020-10-13,5.09554
2020-10-14,4.34279
2020-10-15,4.80602
2020-10-16,7.5854
2020-10-17,3.93746
2020-10-18,3.30052
2020-10-19,5.55877
2020-10-20,6.31152
2020-10-21,7.18008
2020-10-22,17.08164
2020-10-23,9.32252
2020-10-24,4.69021
2020-10-25,6.60104
2020-10-26,7.87492
2020-10-27,8.85929
2020-10-28,9.95946
2020-10-29,7.35379
2020-10-30,7.12217
2020-10-31,8.10654
2020-11-01,6.65894
2020-11-02,8.33815
2020-11-03,7.18008
2020-11-04,5.55877
2020-11-05,8.39606
2020-11-06,18.70295
2020-11-07,9.033
2020-11-08,8.85929
2020-11-09,10.82802
2020-11-10,7.23798
2020-11-11,8.51187
2020-11-12,7.64331
2020-11-13,11.23335
2020-11-14,6.83265
2020-11-15,6.19571
2020-11-16,9.033
2020-11-17,14.24435
2020-11-18,44.8176
2020-11-19,33.23682
2020-11-20,21.59814
2020-11-21,15.17081
2020-11-22,19.86103
2020-11-23,21.65605
2020-11-24,24.26172
2020-11-25,24.95657
2020-11-26,24.78286
2020-11-27,21.82976
2020-11-28,14.18645
2020-11-29,12.27562
2020-11-30,15.51823
2020-12-01,28.3729
2020-12-02,19.05037
2020-12-03,15.63404
2020-12-04,13.4337
2020-12-05,9.26462
2020-12-06,9.55414
2020-12-07,13.83902
2020-12-08,12.44933
2020-12-09,11.87029
2020-12-10,11.46496
2020-12-11,9.95946
2020-12-12,7.23798
2020-12-13,9.0909
2020-12-14,10.4806
2020-12-15,11.46496
2020-12-16,11.52287
2020-12-17,45.62825
2020-12-18,25.94093
2020-12-19,15.46033
2020-12-20,13.37579
2020-12-21,19.28199
2020-12-22,15.28662
2020-12-23,16.67631
2020-12-24,16.96583
2020-12-25,10.24898
2020-12-26,11.9861
2020-12-27,38.62188
2020-12-28,30.80486
2020-12-29,20.84539
2020-12-30,19.4557
2020-12-31,17.60277
2021-01-01,13.95483
2021-01-02,17.89229
2021-01-03,56.28257
2021-01-04,53.44528
2021-01-05,42.26983
2021-01-06,40.76433
2021-01-07,50.49218
2021-01-08,53.90851
2021-01-09,45.04921
2021-01-10,39.08511
2021-01-11,65.83671
2021-01-12,64.62072
2021-01-13,46.20729
2021-01-14,43.37
2021-01-15,37.75332
2021-01-16,32.07874
2021-01-17,27.73595
2021-01-18,30.28372
2021-01-19,27.79386
2021-01-20,28.83613
2021-01-21,27.50434
2021-01-22,45.74406
2021-01-23,28.08338
2021-01-24,20.9033
2021-01-25,22.23508
2021-01-26,22.92993
2021-01-27,18.93456
2021-01-28,20.67168
2021-01-29,21.19281
2021-01-30,21.65605
2021-01-31,15.69195
2021-02-01,21.65605
2021-02-02,22.35089
2021-02-03,16.4447
2021-02-04,19.05037
2021-02-05,15.51823
2021-02-06,13.20208
2021-02-07,13.20208
2021-02-08,23.04574
2021-02-09,75.96988
2021-02-10,41.98031
2021-02-11,26.34626
2021-02-12,35.61088
2021-02-13,31.67342
2021-02-14,33.70005
2021-02-15,36.94267
2021-02-16,37.4059
2021-02-17,51.99768
2021-02-18,47.01795
2021-02-19,46.03358
2021-02-20,77.88071
2021-02-21,50.26056
2021-02-22,69.25303
2021-02-23,71.33757
2021-02-24,63.81007
2021-02-25,43.4279
2021-02-26,36.76896
2021-02-27,30.34163
2021-02-28,34.62651
2021-03-01,35.49507
2021-03-02,32.77359
2021-03-03,29.64678
2021-03-04,29.35726
2021-03-05,30.68905
2021-03-06,20.15055
2021-03-07,19.62941
2021-03-08,23.39316
2021-03-09,33.70005
2021-03-10,35.49507
2021-03-11,33.75796
2021-03-12,29.76259
2021-03-13,35.49507
2021-03-14,53.27156
2021-03-15,51.07122
2021-03-16,39.89577
2021-03-17,36.71105
2021-03-18,38.50607
2021-03-19,35.03184
2021-03-20,25.82513
2021-03-21,28.08338
2021-03-22,30.97857
2021-03-23,36.01621
2021-03-24,34.10538
2021-03-25,34.22119
2021-03-26,25.36189
2021-03-27,20.03474
2021-03-28,20.78749
2021-03-29,24.49334
2021-03-30,29.70469
2021-03-31,35.61088
2021-04-01,45.51244
2021-04-02,49.04458
2021-04-03,35.49507
2021-04-04,30.80486
2021-04-05,41.05385
2021-04-06,46.84423
2021-04-07,50.72379
2021-04-08,54.83497
2021-04-09,39.49044
2021-04-10,39.37463
2021-04-11,31.26809
2021-04-12,35.8425
2021-04-13,37.63752
2021-04-14,45.80196
2021-04-15,40.12738
2021-04-16,37.29009
2021-04-17,32.02084
2021-04-18,36.71105
2021-04-19,52.46091
2021-04-20,69.02142
2021-04-21,57.09322
2021-04-22,57.55645
2021-04-23,92.5883
2021-04-24,70.64273
2021-04-25,44.70179
2021-04-26,49.2762
2021-04-27,44.29646
2021-04-28,43.89114
2021-04-29,37.86913
2021-04-30,27.90966
2021-05-01,22.11928
2021-05-02,22.98784
2021-05-03,26.17255
2021-05-04,29.76259
2021-05-05,23.27735
2021-05-06,27.38853
2021-05-07,27.27272
2021-05-08,23.68268
2021-05-09,22.92993
2021-05-10,24.31962
2021-05-11,25.82513
2021-05-12,21.77185
2021-05-13,47.19166
2021-05-14,34.91603
2021-05-15,22.75622
2021-05-16,23.56687
2021-05-17,57.15112
2021-05-18,35.49507
2021-05-19,60.85697
2021-05-20,85.69774
2021-05-21,51.65026
2021-05-22,62.94151
2021-05-23,59.06195
2021-05-24,82.45512
2021-05-25,45.45454
2021-05-26,40.76433
2021-05-27,33.06311
2021-05-28,33.00521
2021-05-29,41.57498
2021-05-30,32.77359
2021-05-31,33.29473
2021-06-01,28.66242
2021-06-02,23.74059
2021-06-03,21.59814
2021-06-04,21.42443
2021-06-05,18.29762
2021-06-06,20.78749
2021-06-07,21.36653
2021-06-08,36.42154
2021-06-09,35.61088
2021-06-10,22.11928
2021-06-11,19.57151
2021-06-12,16.21308
2021-06-13,15.98147
2021-06-14,20.72958
2021-06-15,18.81876
2021-06-16,17.60277
2021-06-17,15.34452
2021-06-18,15.63404
2021-06-19,15.57614
2021-06-20,13.25998
2021-06-21,24.03011
2021-06-22,36.88477
2021-06-23,32.02084
2021-06-24,22.75622
2021-06-25,14.70758
2021-06-26,17.9502
2021-06-27,14.47596
2021-06-28,15.055
2021-06-29,21.25072
2021-06-30,17.08164
2021-07-01,14.88129
2021-07-02,12.10191
2021-07-03,10.5385
2021-07-04,10.07527
2021-07-05,11.92819
2021-07-06,12.50723
2021-07-07,11.58077
2021-07-08,11.00173
2021-07-09,11.00173
2021-07-10,6.31152
2021-07-11,7.12217
2021-07-12,8.56977
2021-07-13,9.72785
2021-07-14,9.26462
2021-07-15,8.62767
2021-07-16,11.75448
2021-07-17,10.36479
2021-07-18,8.68558
2021-07-19,9.0909
2021-07-20,17.13954
2021-07-21,12.15981
2021-07-22,11.52287
2021-07-23,8.80138
2021-07-24,6.77475
2021-07-25,5.61667
2021-07-26,13.5495
2021-07-27,12.79675
2021-07-28,11.23335
2021-07-29,8.62767
2021-07-30,8.51187
2021-07-31,6.022
2021-08-01,9.49623
2021-08-02,7.64331
2021-08-03,7.41169
2021-08-04,7.81702
2021-08-05,9.72785
2021-08-06,8.33815
2021-08-07,7.93283
2021-08-08,9.43833
2021-08-09,10.07527
2021-08-10,10.07527
2021-08-11,9.43833
2021-08-12,12.85466
2021-08-13,10.42269
2021-08-14,11.17544
2021-08-15,9.0909
2021-08-16,9.90156
2021-08-17,11.11754
2021-08-18,9.66994
2021-08-19,9.26462
2021-08-20,9.95946
2021-08-21,8.10654
2021-08-22,10.07527
2021-08-23,13.31789
2021-08-24,10.19108
2021-08-25,13.37579
2021-08-26,12.56514
2021-08-27,8.68558
2021-08-28,9.66994
2021-08-29,7.35379
2021-08-30,7.70121
2021-08-31,7.81702
2021-09-01,7.5275
2021-09-02,8.33815
2021-09-03,9.32252
2021-09-04,8.56977
2021-09-05,7.18008
2021-09-06,8.9751
2021-09-07,10.65431
2021-09-08,22.92993
2021-09-09,12.15981
2021-09-10,8.51187
2021-09-11,7.35379
2021-09-12,5.84829
2021-09-13,8.91719
2021-09-14,9.20671
2021-09-15,6.83265
2021-09-16,5.84829
2021-09-17,6.89056
2021-09-18,4.28488
2021-09-19,4.69021
2021-09-20,6.31152
2021-09-21,11.29125
2021-09-22,12.27562
2021-09-23,10.30689
2021-09-24,11.40706
2021-09-25,13.31789
2021-09-26,7.35379
2021-09-27,10.19108
2021-09-28,9.49623
2021-09-29,9.32252
2021-09-30,6.0799
2021-10-01,7.41169
2021-10-02,7.5275
2021-10-03,5.90619
2021-10-04,7.35379
2021-10-05,13.66531
2021-10-06,11.58077
2021-10-07,15.34452
2021-10-08,14.76548
2021-10-09,9.84365
2021-10-10,10.24898
2021-10-11,14.88129
2021-10-12,20.78749
2021-10-13,13.25998
2021-10-14,12.15981
2021-10-15,16.5026
2021-10-16,13.66531
2021-10-17,8.68558
2021-10-18,14.36016
2021-10-19,11.81239
2021-10-20,17.37116
2021-10-21,29.70469
2021-10-22,18.0081
2021-10-23,12.21771
2021-10-24,10.5964
2021-10-25,12.85466
2021-10-26,11.69658
2021-10-27,12.044
2021-10-28,11.52287
2021-10-29,9.61204
2021-10-30,6.31152
2021-10-31,6.60104
2021-11-01,7.06427
2021-11-02,7.99073
2021-11-03,7.5275
2021-11-04,7.81702
2021-11-05,5.67458
2021-11-06,4.5165
2021-11-07,5.90619
2021-11-08,10.82802
2021-11-09,17.42906
2021-11-10,11.29125
2021-11-11,10.01737
2021-11-12,7.70121
2021-11-13,7.06427
2021-11-14,8.68558
2021-11-15,11.63867
2021-11-16,13.4916
2021-11-17,14.76548
2021-11-18,12.73885
2021-11-19,14.9971
2021-11-20,10.42269
2021-11-21,7.99073
2021-11-22,10.07527
2021-11-23,10.19108
2021-11-24,8.45396
2021-11-25,9.32252
2021-11-26,9.26462
2021-11-27,9.26462
2021-11-28,8.33815
2021-11-29,8.62767
2021-11-30,9.49623
2021-12-01,11.00173
2021-12-02,7.81702
2021-12-03,6.48523
2021-12-04,21.77185
2021-12-05,32.48407
2021-12-06,34.04748
2021-12-07,26.9832
2021-12-08,16.27099
2021-12-09,13.4916
2021-12-10,12.85466
2021-12-11,15.74985
2021-12-12,15.69195
2021-12-13,14.9971
2021-12-14,20.20845
2021-12-15,14.70758
2021-12-16,11.52287
2021-12-17,10.5964
2021-12-18,7.70121
2021-12-19,6.60104
2021-12-20,10.94383
2021-12-21,12.15981
2021-12-22,8.91719
2021-12-23,9.32252
2021-12-24,7.5275
2021-12-25,6.71685
2021-12-26,5.61667
2021-12-27,6.89056
2021-12-28,7.5275
2021-12-29,9.72785
2021-12-30,9.49623
2021-12-31,10.36479
2022-01-01,8.10654
2022-01-02,6.89056
2022-01-03,8.85929
2022-01-04,8.80138
2022-01-05,7.5854
2022-01-06,17.08164
2022-01-07,18.81876
2022-01-08,14.59177
2022-01-09,14.59177
2022-01-10,17.37116
2022-01-11,20.26635
2022-01-12,13.83902
2022-01-13,12.39143
2022-01-14,11.75448
2022-01-15,10.13317
2022-01-16,17.08164
2022-01-17,9.84365
2022-01-18,10.82802
2022-01-19,11.9861
2022-01-20,8.62767
2022-01-21,16.79212
2022-01-22,46.72843
2022-01-23,37.00057
2022-01-24,36.76896
2022-01-25,31.21019
2022-01-26,19.22408
2022-01-27,23.39316
2022-01-28,16.15518
2022-01-29,11.9861
2022-01-30,14.18645
2022-01-31,13.20208
2022-02-01,12.33352
2022-02-02,13.78112
2022-02-03,13.60741
2022-02-04,11.69658
2022-02-05,12.044
2022-02-06,11.75448
2022-02-07,14.47596
2022-02-08,16.73422
2022-02-09,13.83902
2022-02-10,10.24898
2022-02-11,9.033
2022-02-12,6.83265
2022-02-13,6.48523
2022-02-14,9.38042
2022-02-15,8.51187
2022-02-16,9.66994
2022-02-17,7.18008
2022-02-18,10.13317
2022-02-19,13.20208
2022-02-20,15.46033
2022-02-21,16.09727
2022-02-22,20.9033
2022-02-23,9.78575
2022-02-24,22.75622
2022-02-25,15.40243
2022-02-26,8.16444
2022-02-27,10.82802
2022-02-28,9.26462
2022-03-01,12.97046
2022-03-02,14.41806
2022-03-03,10.07527
2022-03-04,8.22235
2022-03-05,8.51187
2022-03-06,9.84365
2022-03-07,9.033
2022-03-08,9.43833
2022-03-09,5.79038
2022-03-10,12.44933
2022-03-11,10.5964
2022-03-12,10.01737
2022-03-13,10.65431
2022-03-14,8.80138
2022-03-15,8.33815
2022-03-16,7.81702
2022-03-17,6.83265
2022-03-18,8.39606
2022-03-19,6.71685
2022-03-20,6.42733
2022-03-21,4.97973
2022-03-22,7.06427
2022-03-23,8.16444
2022-03-24,6.83265
2022-03-25,6.13781
2022-03-26,4.97973
2022-03-27,6.19571
2022-03-28,7.70121
2022-03-29,23.9143
2022-03-30,28.4308
2022-03-31,23.68268
2022-04-01,17.54487
2022-04-02,18.47133
2022-04-03,15.17081
2022-04-04,24.95657
2022-04-05,22.58251
2022-04-06,21.77185
2022-04-07,26.8674
2022-04-08,19.80312
2022-04-09,16.27099
2022-04-10,14.47596
2022-04-11,19.39779
2022-04-12,31.3839
2022-04-13,21.54024
2022-04-14,19.80312
2022-04-15,21.82976
2022-04-16,16.03937
2022-04-17,20.20845
2022-04-18,24.60914
2022-04-19,20.44006
2022-04-20,20.09264
2022-04-21,19.05037
2022-04-22,18.06601
2022-04-23,19.39779
2022-04-24,21.42443
2022-04-25,24.20382
2022-04-26,22.23508
2022-04-27,35.08975
2022-04-28,25.53561
2022-04-29,22.4088
2022-04-30,19.16618
2022-05-01,28.19918
2022-05-02,21.94557
2022-05-03,18.35552
2022-05-04,19.86103
2022-05-05,20.38216
2022-05-06,39.43254
2022-05-07,24.31962
2022-05-08,39.72206
2022-05-09,54.71916
2022-05-10,100.0
2022-05-11,43.02258
2022-05-12,47.94441
2022-05-13,43.48581
2022-05-14,28.89403
2022-05-15,21.36653
2022-05-16,23.68268
2022-05-17,22.17718
2022-05-18,17.19745
2022-05-19,19.22408
2022-05-20,12.27562
2022-05-21,9.61204
2022-05-22,8.22235
2022-05-23,11.46496
2022-05-24,15.80775
2022-05-25,12.97046
2022-05-26,10.65431
2022-05-27,9.90156
2022-05-28,10.01737
2022-05-29,9.20671
2022-05-30,9.20671
2022-05-31,9.49623
2022-06-01,7.81702
2022-06-02,8.45396
2022-06-03,7.5275
2022-06-04,13.4337
2022-06-05,17.31325
2022-06-06,22.4667
2022-06-07,24.43543
2022-06-08,24.20382
2022-06-09,14.07064
2022-06-10,8.74348
2022-06-11,8.51187
2022-06-12,11.69658
2022-06-13,28.4887
2022-06-14,43.13839
2022-06-15,37.23219
2022-06-16,25.94093
2022-06-17,26.23045
2022-06-18,32.36826
2022-06-19,54.95078
2022-06-20,31.4418
2022-06-21,16.61841
2022-06-22,18.99247
2022-06-23,18.52924
2022-06-24,14.07064
2022-06-25,9.43833
2022-06-26,9.72785
2022-06-27,9.55414
2022-06-28,10.5964
2022-06-29,13.66531
2022-06-30,15.98147
2022-07-01,13.4337
2022-07-02,9.20671
2022-07-03,8.74348
2022-07-04,13.72321
2022-07-05,13.4337
2022-07-06,12.044
2022-07-07,11.17544
2022-07-08,9.90156
2022-07-09,7.81702
2022-07-10,8.33815
2022-07-11,10.4806
2022-07-12,12.33352
2022-07-13,12.79675
2022-07-14,7.41169
2022-07-15,7.23798
2022-07-16,7.12217
2022-07-17,7.18008
2022-07-18,10.5385
2022-07-19,10.94383
2022-07-20,12.27562
2022-07-21,16.5026
2022-07-22,9.78575
2022-07-23,6.77475
2022-07-24,6.31152
2022-07-25,8.74348
2022-07-26,8.22235
2022-07-27,8.10654
2022-07-28,8.80138
2022-07-29,7.29588
2022-07-30,4.69021
2022-07-31,6.89056
2022-08-01,7.23798
2022-08-02,7.29588
2022-08-03,7.35379
2022-08-04,8.22235
2022-08-05,7.00636
2022-08-06,6.0799
2022-08-07,6.60104
2022-08-08,7.18008
2022-08-09,7.00636
2022-08-10,6.022
2022-08-11,6.48523
2022-08-12,7.64331
2022-08-13,7.00636
2022-08-14,6.19571
2022-08-15,6.022
2022-08-16,9.43833
2022-08-17,7.18008
2022-08-18,6.36942
2022-08-19,7.4696
2022-08-20,10.82802
2022-08-21,7.00636
2022-08-22,7.5854
2022-08-23,6.54313
2022-08-24,7.5275
2022-08-25,5.84829
2022-08-26,6.36942
2022-08-27,6.54313
2022-08-28,7.4696
2022-08-29,9.43833
2022-08-30,6.83265
2022-08-31,5.44296
2022-09-01,4.74811
2022-09-02,6.0799
2022-09-03,5.21134
2022-09-04,5.61667
2022-09-05,7.29588
2022-09-06,4.74811
2022-09-07,8.45396
2022-09-08,6.77475
2022-09-09,5.84829
2022-09-10,6.0799
2022-09-11,4.63231
2022-09-12,8.33815
2022-09-13,8.33815
2022-09-14,10.71221
2022-09-15,8.62767
2022-09-16,8.80138
2022-09-17,5.90619
2022-09-18,5.26925
2022-09-19,10.01737
2022-09-20,8.74348
2022-09-21,8.10654
2022-09-22,8.91719
2022-09-23,7.41169
2022-09-24,6.19571
2022-09-25,4.97973
2022-09-26,10.42269
2022-09-27,9.66994
2022-09-28,10.42269
2022-09-29,7.70121
2022-09-30,6.65894
2022-10-01,4.45859
2022-10-02,6.31152
2022-10-03,6.71685
2022-10-04,10.01737
2022-10-05,9.0909
2022-10-06,6.19571
2022-10-07,7.4696
2022-10-08,5.84829
2022-10-09,6.65894
2022-10-10,7.18008
2022-10-11,8.80138
2022-10-12,7.06427
2022-10-13,9.78575
2022-10-14,8.04863
2022-10-15,7.06427
2022-10-16,7.00636
2022-10-17,7.99073
2022-10-18,7.99073
2022-10-19,6.77475
2022-10-20,6.25361
2022-10-21,6.13781
2022-10-22,4.22698
2022-10-23,5.44296
2022-10-24,6.54313
2022-10-25,6.83265
2022-10-26,6.89056
2022-10-27,8.33815
2022-10-28,7.35379
2022-10-29,5.90619
2022-10-30,3.76375
2022-10-31,5.38506
2022-11-01,5.84829
2022-11-02,5.55877
2022-11-03,6.36942
2022-11-04,6.83265
2022-11-05,4.97973
2022-11-06,5.67458
2022-11-07,6.89056
2022-11-08,10.42269
2022-11-09,19.33989
2022-11-10,37.46381
2022-11-11,21.19281
2022-11-12,30.22582
2022-11-13,22.00347
2022-11-14,41.34337
2022-11-15,28.08338
2022-11-16,14.64968
2022-11-17,12.39143
2022-11-18,12.10191
2022-11-19,9.32252
2022-11-20,9.49623
2022-11-21,11.46496
2022-11-22,10.77012
2022-11-23,9.66994
2022-11-24,7.87492
2022-11-25,8.33815
2022-11-26,8.10654
2022-11-27,6.60104
2022-11-28,9.78575
2022-11-29,8.74348
2022-11-30,8.51187
2022-12-01,9.61204
2022-12-02,7.75911
2022-12-03,4.34279
2022-12-04,6.42733
2022-12-05,8.68558
2022-12-06,7.5275
2022-12-07,7.81702
2022-12-08,11.17544
2022-12-09,7.87492
2022-12-10,5.15344
2022-12-11,6.48523
2022-12-12,7.64331
2022-12-13,9.14881
2022-12-14,6.89056
2022-12-15,6.65894
2022-12-16,8.74348
2022-12-17,6.77475
2022-12-18,7.93283
2022-12-19,7.00636
2022-12-20,8.39606
2022-12-21,6.31152
2022-12-22,7.29588
2022-12-23,7.99073
2022-12-24,5.50086
2022-12-25,8.22235
2022-12-26,7.5854
2022-12-27,6.31152
2022-12-28,7.00636
2022-12-29,6.77475
2022-12-30,6.83265
2022-12-31,5.84829
2023-01-01,5.61667
2023-01-02,4.80602
2023-01-03,7.99073
2023-01-04,7.75911
2023-01-05,5.84829
2023-01-06,7.4696
2023-01-07,4.80602
2023-01-08,4.86392
2023-01-09,8.28025
2023-01-10,6.54313
2023-01-11,5.55877
2023-01-12,6.71685
2023-01-13,8.39606
2023-01-14,19.10828
2023-01-15,11.92819
2023-01-16,14.82339
2023-01-17,15.055
2023-01-18,14.18645
2023-01-19,10.13317
2023-01-20,7.41169
2023-01-21,11.69658
2023-01-22,11.92819
2023-01-23,8.56977
2023-01-24,10.36479
2023-01-25,9.78575
2023-01-26,9.95946
2023-01-27,8.22235
2023-01-28,8.74348
2023-01-29,7.23798
2023-01-30,9.95946
2023-01-31,8.16444
2023-02-01,9.43833
2023-02-02,10.24898
2023-02-03,9.38042
2023-02-04,4.74811
2023-02-05,5.15344
2023-02-06,7.75911
2023-02-07,9.20671
2023-02-08,8.33815
2023-02-09,6.54313
2023-02-10,6.022
2023-02-11,4.28488
2023-02-12,4.40069
2023-02-13,6.31152
2023-02-14,6.60104
2023-02-15,7.70121
2023-02-16,14.18645
2023-02-17,13.25998
2023-02-18,10.19108
2023-02-19,8.04863
2023-02-20,9.90156
2023-02-21,11.69658
2023-02-22,11.81239
2023-02-23,10.19108
2023-02-24,7.29588
2023-02-25,7.5854
2023-02-26,6.89056
2023-02-27,7.75911
2023-02-28,7.5275
2023-03-01,4.69021
2023-03-02,5.55877
2023-03-03,6.0799
2023-03-04,4.80602
2023-03-05,4.34279
2023-03-06,5.32715
2023-03-07,5.15344
2023-03-08,6.022
2023-03-09,6.48523
2023-03-10,8.91719
2023-03-11,8.04863
2023-03-12,7.00636
2023-03-13,9.49623
2023-03-14,14.9392
2023-03-15,14.18645
2023-03-16,9.49623
2023-03-17,10.36479
2023-03-18,11.9861
2023-03-19,9.95946
2023-03-20,16.4447
2023-03-21,15.74985
2023-03-22,9.38042
2023-03-23,11.34916
2023-03-24,12.21771
2023-03-25,7.41169
2023-03-26,7.00636
2023-03-27,10.13317
2023-03-28,9.033
2023-03-29,8.04863
2023-03-30,8.74348
2023-03-31,6.60104
2023-04-01,7.12217
2023-04-02,5.84829
2023-04-03,8.62767
2023-04-04,8.74348
2023-04-05,8.39606
2023-04-06,7.5275
2023-04-07,7.12217
2023-04-08,3.30052
2023-04-09,4.45859
2023-04-10,5.90619
2023-04-11,8.74348
2023-04-12,8.56977
2023-04-13,7.06427
2023-04-14,6.022
2023-04-15,2.43196
2023-04-16,2.77938
2023-04-17,3.35842
2023-04-18,2.77938
2023-04-19,3.59004
2023-04-20,2.95309
2023-04-21,2.66357
2023-04-22,4.74811
2023-04-23,4.16907
2023-04-24,4.92182
2023-04-25,3.87955
2023-04-26,3.82165
2023-04-27,2.77938
2023-04-28,2.72148
2023-04-29,1.85292
2023-04-30,1.6213
2023-05-01,3.24261
2023-05-02,4.05327
2023-05-03,3.011
2023-05-04,3.70584
2023-05-05,4.22698
2023-05-06,4.97973
2023-05-07,5.32715
2023-05-08,6.022
2023-05-09,5.38506
2023-05-10,5.32715
2023-05-11,7.12217
2023-05-12,7.41169
2023-05-13,5.38506
2023-05-14,4.63231
2023-05-15,5.44296
2023-05-16,3.64794
2023-05-17,2.89519
2023-05-18,3.59004
2023-05-19,3.0689
2023-05-20,3.011
2023-05-21,2.31615
2023-05-22,4.40069
2023-05-23,3.64794
2023-05-24,3.64794
2023-05-25,2.77938
2023-05-26,4.28488
2023-05-27,2.37405
2023-05-28,3.82165
2023-05-29,4.5744
