date,ETF
2020-07-23,9.48512
2020-07-24,7.93387
2020-07-25,4.98531
2020-07-26,5.11083
2020-07-27,8.94514
2020-07-28,10.75454
2020-07-29,10.35666
2020-07-30,8.75331
2020-07-31,9.11803
2020-08-01,5.53003
2020-08-02,6.45604
2020-08-03,9.3075
2020-08-04,10.30693
2020-08-05,12.20632
2020-08-06,12.27264
2020-08-07,11.87949
2020-08-08,6.77813
2020-08-09,6.8776
2020-08-10,12.05475
2020-08-11,11.95528
2020-08-12,10.98901
2020-08-13,11.37741
2020-08-14,10.32588
2020-08-15,4.42165
2020-08-16,5.1582
2020-08-17,5.55371
2020-08-18,8.49043
2020-08-19,8.37438
2020-08-20,8.8812
2020-08-21,8.02387
2020-08-22,4.69401
2020-08-23,5.11083
2020-08-24,8.32701
2020-08-25,9.13224
2020-08-26,8.96646
2020-08-27,10.03694
2020-08-28,8.65621
2020-08-29,5.86159
2020-08-30,6.02737
2020-08-31,9.5538
2020-09-01,9.94694
2020-09-02,10.75217
2020-09-03,10.9298
2020-09-04,10.79007
2020-09-05,5.7787
2020-09-06,6.16237
2020-09-07,9.01619
2020-09-08,9.17961
2020-09-09,9.37618
2020-09-10,9.08488
2020-09-11,7.91019
2020-09-12,5.02794
2020-09-13,4.72953
2020-09-14,8.15886
2020-09-15,8.88357
2020-09-16,9.01856
2020-09-17,8.45253
2020-09-18,7.52415
2020-09-19,4.54717
2020-09-20,4.21798
2020-09-21,6.97707
2020-09-22,7.95992
2020-09-23,7.46731
2020-09-24,6.6384
2020-09-25,6.03448
2020-09-26,3.70879
2020-09-27,3.62353
2020-09-28,5.52292
2020-09-29,5.66502
2020-09-30,3.41275
2020-10-01,3.42696
2020-10-02,4.18245
2020-10-03,4.12324
2020-10-04,4.4027
2020-10-05,7.06707
2020-10-06,8.06887
2020-10-07,7.84624
2020-10-08,7.03865
2020-10-09,4.32692
2020-10-10,4.72243
2020-10-11,5.19609
2020-10-12,6.99365
2020-10-13,7.59283
2020-10-14,7.62362
2020-10-15,7.04101
2020-10-16,5.92553
2020-10-17,3.66142
2020-10-18,3.77273
2020-10-19,5.97053
2020-10-20,5.99422
2020-10-21,6.12921
2020-10-22,5.57976
2020-10-23,5.26477
2020-10-24,3.03855
2020-10-25,3.51695
2020-10-26,5.29793
2020-10-27,5.74317
2020-10-28,5.57266
2020-10-29,6.11737
2020-10-30,4.85032
2020-10-31,2.93671
2020-11-01,3.58327
2020-11-02,5.0682
2020-11-03,5.47792
2020-11-04,5.79291
2020-11-05,6.83497
2020-11-06,6.21921
2020-11-07,3.92194
2020-11-08,4.07824
2020-11-09,7.72546
2020-11-10,7.93387
2020-11-11,7.77046
2020-11-12,7.42942
2020-11-13,7.77993
2020-11-14,4.17535
2020-11-15,4.79111
2020-11-16,9.2175
2020-11-17,9.29329
2020-11-18,9.03277
2020-11-19,8.32228
2020-11-20,7.55494
2020-11-21,5.29793
2020-11-22,6.12211
2020-11-23,9.75985
2020-11-24,11.46504
2020-11-25,11.87949
2020-11-26,11.32768
2020-11-27,9.67932
2020-11-28,6.34473
2020-11-29,7.23995
2020-11-30,12.32948
2020-12-01,13.82625
2020-12-02,14.17677
2020-12-03,13.05181
2020-12-04,13.20102
2020-12-05,8.93093
2020-12-06,11.18084
2020-12-07,14.56754
2020-12-08,15.05068
2020-12-09,15.06252
2020-12-10,13.2768
2020-12-11,12.72972
2020-12-12,7.77993
2020-12-13,9.13461
2020-12-14,13.30522
2020-12-15,11.7966
2020-12-16,12.33658
2020-12-17,12.28921
2020-12-18,11.99554
2020-12-19,8.27728
2020-12-20,8.26544
2020-12-21,24.14977
2020-12-22,26.5773
2020-12-23,16.05248
2020-12-24,14.90384
2020-12-25,9.53012
2020-12-26,12.87656
2020-12-27,14.1294
2020-12-28,18.13423
2020-12-29,18.56053
2020-12-30,19.34208
2020-12-31,15.08857
2021-01-01,13.8002
2021-01-02,14.14598
2021-01-03,16.82218
2021-01-04,27.16464
2021-01-05,26.12258
2021-01-06,26.72887
2021-01-07,29.14219
2021-01-08,38.97072
2021-01-09,22.41142
2021-01-10,23.03902
2021-01-11,37.70604
2021-01-12,29.15403
2021-01-13,29.31034
2021-01-14,28.723
2021-01-15,23.68321
2021-01-16,16.74876
2021-01-17,15.23067
2021-01-18,21.02595
2021-01-19,22.99166
2021-01-20,23.27349
2021-01-21,28.91957
2021-01-22,29.18482
2021-01-23,20.63755
2021-01-24,19.36576
2021-01-25,29.28192
2021-01-26,26.88518
2021-01-27,24.4766
2021-01-28,21.35278
2021-01-29,19.35629
2021-01-30,13.14892
2021-01-31,12.54736
2021-02-01,18.11055
2021-02-02,21.35515
2021-02-03,22.58904
2021-02-04,19.69969
2021-02-05,22.21722
2021-02-06,12.85051
2021-02-07,15.56223
2021-02-08,19.01998
2021-02-09,20.05494
2021-02-10,19.6168
2021-02-11,14.43018
2021-02-12,14.91568
2021-02-13,14.88489
2021-02-14,15.73986
2021-02-15,24.73948
2021-02-16,26.66019
2021-02-17,24.58791
2021-02-18,20.72281
2021-02-19,18.92288
2021-02-20,11.85818
2021-02-21,12.7013
2021-02-22,17.3219
2021-02-23,16.59245
2021-02-24,17.27927
2021-02-25,17.27216
2021-02-26,15.30646
2021-02-27,9.2175
2021-02-28,9.44012
2021-03-01,10.00142
2021-03-02,13.58942
2021-03-03,13.30049
2021-03-04,12.50236
2021-03-05,11.37978
2021-03-06,7.06943
2021-03-07,7.77756
2021-03-08,10.91796
2021-03-09,12.46921
2021-03-10,11.62135
2021-03-11,14.17677
2021-03-12,12.58525
2021-03-13,8.13755
2021-03-14,8.49753
2021-03-15,12.27737
2021-03-16,12.275
2021-03-17,12.54026
2021-03-18,13.49232
2021-03-19,11.4603
2021-03-20,8.04281
2021-03-21,7.19732
2021-03-22,10.91085
2021-03-23,10.33535
2021-03-24,9.9801
2021-03-25,10.38982
2021-03-26,9.31934
2021-03-27,6.70708
2021-03-28,6.02737
2021-03-29,10.25719
2021-03-30,10.65981
2021-03-31,10.93927
2021-04-01,9.82616
2021-04-02,9.65327
2021-04-03,6.98891
2021-04-04,9.36434
2021-04-05,18.63868
2021-04-06,15.09331
2021-04-07,13.50653
2021-04-08,12.41474
2021-04-09,11.30636
2021-04-10,6.9676
2021-04-11,7.6852
2021-04-12,14.35676
2021-04-13,13.62968
2021-04-14,15.87248
2021-04-15,13.80257
2021-04-16,13.66047
2021-04-17,8.45017
2021-04-18,7.59757
2021-04-19,13.42364
2021-04-20,13.4568
2021-04-21,12.88129
2021-04-22,12.07133
2021-04-23,13.56337
2021-04-24,7.83677
2021-04-25,7.46968
2021-04-26,11.83213
2021-04-27,13.55863
2021-04-28,11.18558
2021-04-29,14.39228
2021-04-30,10.11746
2021-05-01,7.79651
2021-05-02,6.32341
2021-05-03,10.09615
2021-05-04,10.75454
2021-05-05,7.81546
2021-05-06,10.18378
2021-05-07,9.24118
2021-05-08,6.17895
2021-05-09,6.33999
2021-05-10,13.0755
2021-05-11,11.51714
2021-05-12,10.73086
2021-05-13,10.39219
2021-05-14,8.88357
2021-05-15,5.14399
2021-05-16,6.36367
2021-05-17,10.06299
2021-05-18,9.86642
2021-05-19,7.11443
2021-05-20,11.63319
2021-05-21,10.60297
2021-05-22,7.29679
2021-05-23,7.89835
2021-05-24,12.67999
2021-05-25,13.19391
2021-05-26,12.25132
2021-05-27,10.58165
2021-05-28,9.66275
2021-05-29,5.80712
2021-05-30,5.90422
2021-05-31,10.09141
2021-06-01,10.65507
2021-06-02,12.28921
2021-06-03,11.51477
2021-06-04,8.80068
2021-06-05,5.12978
2021-06-06,5.69107
2021-06-07,9.1133
2021-06-08,10.84691
2021-06-09,10.06062
2021-06-10,11.97186
2021-06-11,9.30513
2021-06-12,5.8758
2021-06-13,5.37135
2021-06-14,9.54907
2021-06-15,11.25899
2021-06-16,11.25899
2021-06-17,11.62845
2021-06-18,9.23882
2021-06-19,4.94742
2021-06-20,4.53296
2021-06-21,7.42942
2021-06-22,8.57095
2021-06-23,10.52718
2021-06-24,10.14825
2021-06-25,9.33829
2021-06-26,5.60107
2021-06-27,5.09662
2021-06-28,11.26136
2021-06-29,10.50587
2021-06-30,9.78353
2021-07-01,8.67042
2021-07-02,8.24649
2021-07-03,5.74554
2021-07-04,5.55371
2021-07-05,9.36434
2021-07-06,9.66985
2021-07-07,9.70064
2021-07-08,9.57275
2021-07-09,9.04225
2021-07-10,5.43766
2021-07-11,5.56318
2021-07-12,8.87646
2021-07-13,9.76695
2021-07-14,10.35666
2021-07-15,10.70481
2021-07-16,8.7912
2021-07-17,5.3074
2021-07-18,5.43529
2021-07-19,8.89541
2021-07-20,9.38092
2021-07-21,8.87883
2021-07-22,8.96646
2021-07-23,8.45727
2021-07-24,5.41635
2021-07-25,4.95926
2021-07-26,8.3128
2021-07-27,9.00435
2021-07-28,8.92857
2021-07-29,9.72432
2021-07-30,8.34122
2021-07-31,4.50217
2021-08-01,4.52586
2021-08-02,8.00966
2021-08-03,8.09729
2021-08-04,9.56091
2021-08-05,10.15536
2021-08-06,10.44666
2021-08-07,6.28552
2021-08-08,6.41578
2021-08-09,11.16426
2021-08-10,12.16133
2021-08-11,11.48635
2021-08-12,11.62608
2021-08-13,11.33952
2021-08-14,6.55551
2021-08-15,5.89948
2021-08-16,7.44363
2021-08-17,10.96059
2021-08-18,19.43207
2021-08-19,12.41237
2021-08-20,10.02747
2021-08-21,6.03211
2021-08-22,6.38499
2021-08-23,10.44429
2021-08-24,12.06186
2021-08-25,12.41237
2021-08-26,11.82502
2021-08-27,10.24772
2021-08-28,6.84681
2021-08-29,6.73787
2021-08-30,10.70481
2021-08-31,11.9387
2021-09-01,11.01032
2021-09-02,10.73323
2021-09-03,10.65981
2021-09-04,6.16947
2021-09-05,6.16237
2021-09-06,9.00435
2021-09-07,10.55797
2021-09-08,10.17904
2021-09-09,9.72669
2021-09-10,8.98541
2021-09-11,5.71002
2021-09-12,5.68633
2021-09-13,9.67222
2021-09-14,9.7859
2021-09-15,9.38565
2021-09-16,9.75037
2021-09-17,8.63489
2021-09-18,5.12741
2021-09-19,4.4027
2021-09-20,5.00899
2021-09-21,6.09369
2021-09-22,7.05049
2021-09-23,11.15479
2021-09-24,10.37324
2021-09-25,6.56261
2021-09-26,6.35657
2021-09-27,9.72906
2021-09-28,11.20689
2021-09-29,12.77235
2021-09-30,11.85344
2021-10-01,13.95888
2021-10-02,6.95339
2021-10-03,7.17364
2021-10-04,9.2625
2021-10-05,14.16729
2021-10-06,12.78419
2021-10-07,11.64977
2021-10-08,12.0287
2021-10-09,6.14342
2021-10-10,5.93974
2021-10-11,7.2589
2021-10-12,12.79604
2021-10-13,11.21163
2021-10-14,12.04291
2021-10-15,19.856
2021-10-16,20.36993
2021-10-17,12.42421
2021-10-18,20.02889
2021-10-19,22.1438
2021-10-20,20.59729
2021-10-21,20.79386
2021-10-22,13.82625
2021-10-23,7.90545
2021-10-24,7.356
2021-10-25,13.91388
2021-10-26,15.80617
2021-10-27,13.24128
2021-10-28,11.87949
2021-10-29,11.80134
2021-10-30,7.55968
2021-10-31,7.31337
2021-11-01,11.32531
2021-11-02,13.97546
2021-11-03,12.77235
2021-11-04,12.8363
2021-11-05,12.87182
2021-11-06,7.39626
2021-11-07,6.92733
2021-11-08,12.85998
2021-11-09,14.20282
2021-11-10,13.21523
2021-11-11,12.7913
2021-11-12,13.61074
2021-11-13,9.10856
2021-11-14,7.56205
2021-11-15,13.83336
2021-11-16,15.19514
2021-11-17,17.28637
2021-11-18,15.61434
2021-11-19,13.99204
2021-11-20,8.23228
2021-11-21,8.08071
2021-11-22,14.73095
2021-11-23,14.29045
2021-11-24,12.90498
2021-11-25,15.61907
2021-11-26,14.55333
2021-11-27,7.05286
2021-11-28,7.54073
2021-11-29,12.58999
2021-11-30,12.86708
2021-12-01,11.87713
2021-12-02,12.41237
2021-12-03,10.13641
2021-12-04,7.07654
2021-12-05,8.72489
2021-12-06,10.4964
2021-12-07,10.88006
2021-12-08,12.56868
2021-12-09,11.76345
2021-12-10,10.0251
2021-12-11,6.09842
2021-12-12,6.92497
2021-12-13,13.95178
2021-12-14,12.47394
2021-12-15,11.34662
2021-12-16,11.08137
2021-12-17,9.68406
2021-12-18,5.91606
2021-12-19,6.20973
2021-12-20,10.14115
2021-12-21,11.36794
2021-12-22,11.46741
2021-12-23,11.48399
2021-12-24,11.22584
2021-12-25,6.09132
2021-12-26,6.62893
2021-12-27,11.079
2021-12-28,13.27207
2021-12-29,12.49052
2021-12-30,11.214
2021-12-31,8.49043
2022-01-01,6.15289
2022-01-02,8.03334
2022-01-03,12.34605
2022-01-04,13.70073
2022-01-05,13.43785
2022-01-06,12.91208
2022-01-07,11.58109
2022-01-08,7.23285
2022-01-09,7.50284
2022-01-10,11.04821
2022-01-11,11.36794
2022-01-12,11.52898
2022-01-13,11.04111
2022-01-14,10.2193
2022-01-15,6.31157
2022-01-16,7.67099
2022-01-17,11.71134
2022-01-18,12.63025
2022-01-19,12.01923
2022-01-20,12.45973
2022-01-21,12.31527
2022-01-22,8.93567
2022-01-23,7.92677
2022-01-24,11.44372
2022-01-25,13.11813
2022-01-26,11.60003
2022-01-27,14.73095
2022-01-28,11.72082
2022-01-29,6.91076
2022-01-30,6.33525
2022-01-31,6.80418
2022-02-01,9.56564
2022-02-02,10.22877
2022-02-03,14.24545
2022-02-04,12.71078
2022-02-05,9.0233
2022-02-06,9.23408
2022-02-07,15.48171
2022-02-08,13.09444
2022-02-09,12.39816
2022-02-10,11.24005
2022-02-11,9.63669
2022-02-12,6.07
2022-02-13,6.37315
2022-02-14,8.83383
2022-02-15,9.61538
2022-02-16,9.82379
2022-02-17,9.78827
2022-02-18,8.75805
2022-02-19,5.87817
2022-02-20,6.38736
2022-02-21,9.25776
2022-02-22,10.01326
2022-02-23,9.53012
2022-02-24,12.00975
2022-02-25,10.00142
2022-02-26,6.12211
2022-02-27,5.57029
2022-02-28,7.57862
2022-03-01,6.20737
2022-03-02,8.30333
2022-03-03,8.60174
2022-03-04,10.25719
2022-03-05,6.20737
2022-03-06,6.68103
2022-03-07,9.4946
2022-03-08,8.64674
2022-03-09,4.72243
2022-03-10,6.80418
2022-03-11,7.19259
2022-03-12,4.67506
2022-03-13,4.61822
2022-03-14,6.92733
2022-03-15,7.38679
2022-03-16,8.09965
2022-03-17,8.60884
2022-03-18,7.38442
2022-03-19,4.92847
2022-03-20,4.38849
2022-03-21,8.80778
2022-03-22,7.91729
2022-03-23,8.19202
2022-03-24,7.24232
2022-03-25,7.69941
2022-03-26,4.67506
2022-03-27,4.65138
2022-03-28,7.32048
2022-03-29,8.08544
2022-03-30,9.23171
2022-03-31,8.53069
2022-04-01,6.76155
2022-04-02,4.18482
2022-04-03,4.51638
2022-04-04,7.19259
2022-04-05,7.96229
2022-04-06,7.45073
2022-04-07,7.08601
2022-04-08,6.63129
2022-04-09,3.48853
2022-04-10,3.44827
2022-04-11,5.56318
2022-04-12,6.33289
2022-04-13,6.42051
2022-04-14,6.14579
2022-04-15,5.62949
2022-04-16,3.03145
2022-04-17,2.87987
2022-04-18,5.27661
2022-04-19,6.69761
2022-04-20,6.43472
2022-04-21,6.34946
2022-04-22,5.55608
2022-04-23,3.38433
2022-04-24,3.35354
2022-04-25,6.58393
2022-04-26,6.28078
2022-04-27,6.75208
2022-04-28,6.16947
2022-04-29,5.39503
2022-04-30,3.94562
2022-05-01,2.8183
2022-05-02,4.80295
2022-05-03,5.8758
2022-05-04,5.35951
2022-05-05,3.45301
2022-05-06,4.93321
2022-05-07,2.94856
2022-05-08,3.22802
2022-05-09,5.98948
2022-05-10,6.75445
2022-05-11,5.75738
2022-05-12,6.85865
2022-05-13,6.19789
2022-05-14,3.07881
2022-05-15,2.82067
2022-05-16,5.42582
2022-05-17,5.90659
2022-05-18,5.39029
2022-05-19,5.64844
2022-05-20,5.26951
2022-05-21,2.87751
2022-05-22,2.47963
2022-05-23,4.57322
2022-05-24,4.86216
2022-05-25,5.17478
2022-05-26,4.94979
2022-05-27,4.24403
2022-05-28,2.65488
2022-05-29,2.62173
2022-05-30,4.76506
2022-05-31,4.83611
2022-06-01,3.2446
2022-06-02,4.05456
2022-06-03,4.06877
2022-06-04,2.42279
2022-06-05,2.36121
2022-06-06,2.78514
2022-06-07,4.25587
2022-06-08,5.04926
2022-06-09,5.11557
2022-06-10,4.86453
2022-06-11,2.82777
2022-06-12,2.94382
2022-06-13,5.90896
2022-06-14,6.50814
2022-06-15,5.93738
2022-06-16,5.33582
2022-06-17,5.20793
2022-06-18,2.9154
2022-06-19,2.58147
2022-06-20,5.57029
2022-06-21,5.43766
2022-06-22,5.43766
2022-06-23,5.73607
2022-06-24,5.23872
2022-06-25,2.51278
2022-06-26,2.2949
2022-06-27,5.10136
2022-06-28,5.41871
2022-06-29,5.09425
2022-06-30,5.25056
2022-07-01,4.43112
2022-07-02,2.51278
2022-07-03,2.41805
2022-07-04,4.10666
2022-07-05,4.31034
2022-07-06,4.80532
2022-07-07,4.57559
2022-07-08,4.20377
2022-07-09,2.25701
2022-07-10,2.11017
2022-07-11,3.65905
2022-07-12,3.77036
2022-07-13,4.02614
2022-07-14,3.51695
2022-07-15,3.74194
2022-07-16,1.77624
2022-07-17,1.89702
2022-07-18,3.77984
2022-07-19,3.59984
2022-07-20,4.08535
2022-07-21,3.75852
2022-07-22,3.47195
2022-07-23,1.82123
2022-07-24,1.7194
2022-07-25,3.58327
2022-07-26,3.63063
2022-07-27,3.56906
2022-07-28,3.95746
2022-07-29,3.26591
2022-07-30,2.02017
2022-07-31,2.06043
2022-08-01,3.85799
2022-08-02,4.15166
2022-08-03,4.21561
2022-08-04,4.46191
2022-08-05,3.94088
2022-08-06,2.04622
2022-08-07,1.99649
2022-08-08,4.12798
2022-08-09,4.44297
2022-08-10,4.11377
2022-08-11,4.62533
2022-08-12,3.93615
2022-08-13,2.29727
2022-08-14,2.13148
2022-08-15,2.40384
2022-08-16,5.30977
2022-08-17,5.11557
2022-08-18,4.56375
2022-08-19,4.16114
2022-08-20,2.43226
2022-08-21,2.66199
2022-08-22,5.03741
2022-08-23,4.88584
2022-08-24,4.54244
2022-08-25,4.68453
2022-08-26,4.09956
2022-08-27,2.41331
2022-08-28,2.4441
2022-08-29,4.08772
2022-08-30,5.48503
2022-08-31,4.39086
2022-09-01,3.99535
2022-09-02,3.50274
2022-09-03,1.96333
2022-09-04,2.09596
2022-09-05,3.97167
2022-09-06,3.56906
2022-09-07,4.03088
2022-09-08,3.55485
2022-09-09,2.38253
2022-09-10,2.31858
2022-09-11,2.08175
2022-09-12,2.71172
2022-09-13,5.5395
2022-09-14,5.42108
2022-09-15,4.56375
2022-09-16,4.22034
2022-09-17,2.14569
2022-09-18,2.23095
2022-09-19,4.05456
2022-09-20,4.36007
2022-09-21,4.11377
2022-09-22,4.25113
2022-09-23,3.93378
2022-09-24,2.08885
2022-09-25,1.96097
2022-09-26,4.80532
2022-09-27,4.69401
2022-09-28,5.33582
2022-09-29,4.4856
2022-09-30,3.92667
2022-10-01,1.92781
2022-10-02,1.94202
2022-10-03,2.5862
2022-10-04,4.49033
2022-10-05,4.09956
2022-10-06,4.1114
2022-10-07,3.51695
2022-10-08,1.92781
2022-10-09,1.96333
2022-10-10,2.14569
2022-10-11,3.96693
2022-10-12,3.64721
2022-10-13,3.68037
2022-10-14,4.37665
2022-10-15,2.1078
2022-10-16,1.94439
2022-10-17,4.06167
2022-10-18,4.2085
2022-10-19,4.45718
2022-10-20,4.18482
2022-10-21,3.37012
2022-10-22,2.02728
2022-10-23,1.97517
2022-10-24,3.83668
2022-10-25,4.15403
2022-10-26,4.13508
2022-10-27,4.50454
2022-10-28,4.05693
2022-10-29,2.27832
2022-10-30,2.07701
2022-10-31,3.92904
2022-11-01,4.94742
2022-11-02,4.5827
2022-11-03,4.47612
2022-11-04,3.65431
2022-11-05,2.08175
2022-11-06,1.93491
2022-11-07,3.85799
2022-11-08,4.12798
2022-11-09,4.18956
2022-11-10,3.75615
2022-11-11,4.55428
2022-11-12,2.55068
2022-11-13,2.31858
2022-11-14,4.36481
2022-11-15,5.0161
2022-11-16,4.40507
2022-11-17,3.78694
2022-11-18,3.12381
2022-11-19,2.19543
2022-11-20,1.84965
2022-11-21,3.71115
2022-11-22,4.28192
2022-11-23,5.03031
2022-11-24,3.73957
2022-11-25,3.31801
2022-11-26,1.90176
2022-11-27,1.92544
2022-11-28,3.4459
2022-11-29,3.633
2022-11-30,4.14219
2022-12-01,4.09009
2022-12-02,3.3488
2022-12-03,1.75018
2022-12-04,1.9136
2022-12-05,3.3488
2022-12-06,3.32038
2022-12-07,3.74194
2022-12-08,3.85799
2022-12-09,3.56195
2022-12-10,2.08885
2022-12-11,2.23095
2022-12-12,3.75615
2022-12-13,6.54604
2022-12-14,4.66085
2022-12-15,3.70168
2022-12-16,3.46722
2022-12-17,2.13385
2022-12-18,2.06517
2022-12-19,3.28012
2022-12-20,3.88641
2022-12-21,3.91246
2022-12-22,3.8272
2022-12-23,3.62353
2022-12-24,1.88281
2022-12-25,1.84492
2022-12-26,3.79168
2022-12-27,4.38376
2022-12-28,4.28429
2022-12-29,3.83194
2022-12-30,3.17591
2022-12-31,1.86386
2023-01-01,1.89465
2023-01-02,3.40801
2023-01-03,4.04272
2023-01-04,4.15403
2023-01-05,4.67269
2023-01-06,4.03325
2023-01-07,2.58383
2023-01-08,2.7283
2023-01-09,4.10193
2023-01-10,4.6419
2023-01-11,4.85269
2023-01-12,4.41455
2023-01-13,4.19192
2023-01-14,2.83961
2023-01-15,2.64304
2023-01-16,4.07351
2023-01-17,4.51875
2023-01-18,4.46191
2023-01-19,3.99535
2023-01-20,3.71826
2023-01-21,2.27832
2023-01-22,2.36595
2023-01-23,2.66436
2023-01-24,3.4009
2023-01-25,5.10846
2023-01-26,5.35951
2023-01-27,5.25293
2023-01-28,3.543
2023-01-29,2.93908
2023-01-30,5.33109
2023-01-31,5.29319
2023-02-01,5.05873
2023-02-02,5.80475
2023-02-03,5.54897
2023-02-04,3.18776
2023-02-05,2.84435
2023-02-06,5.24109
2023-02-07,5.29319
2023-02-08,5.44713
2023-02-09,5.38793
2023-02-10,4.74137
2023-02-11,2.64304
2023-02-12,2.71646
2023-02-13,4.71059
2023-02-14,5.12031
2023-02-15,4.98768
2023-02-16,5.22451
2023-02-17,4.3506
2023-02-18,2.46068
2023-02-19,2.64778
2023-02-20,4.26061
2023-02-21,4.91426
2023-02-22,4.60638
2023-02-23,4.40034
2023-02-24,4.33639
2023-02-25,2.60515
2023-02-26,2.58383
2023-02-27,4.32929
2023-02-28,4.51165
2023-03-01,3.3938
2023-03-02,4.41455
2023-03-03,4.2535
2023-03-04,2.98645
2023-03-05,2.83014
2023-03-06,5.19136
2023-03-07,5.36187
2023-03-08,4.91663
2023-03-09,4.57322
2023-03-10,3.75615
2023-03-11,2.22148
2023-03-12,2.24753
2023-03-13,4.49507
2023-03-14,5.52055
2023-03-15,5.55608
2023-03-16,5.47792
2023-03-17,4.81953
2023-03-18,2.75909
2023-03-19,3.26117
2023-03-20,5.60818
2023-03-21,5.02794
2023-03-22,5.30503
2023-03-23,5.80949
2023-03-24,5.27425
2023-03-25,2.6833
2023-03-26,2.73067
2023-03-27,4.86926
2023-03-28,5.14873
2023-03-29,5.27661
2023-03-30,5.30503
2023-03-31,4.66796
2023-04-01,2.59804
2023-04-02,2.43937
2023-04-03,4.87163
2023-04-04,5.53239
2023-04-05,6.26184
2023-04-06,5.95395
2023-04-07,5.31214
2023-04-08,2.56962
2023-04-09,2.80882
2023-04-10,6.08658
2023-04-11,6.77813
2023-04-12,6.45841
2023-04-13,6.04632
2023-04-14,5.46608
2023-04-15,2.84435
2023-04-16,3.21618
2023-04-17,5.56555
2023-04-18,6.51288
2023-04-19,5.93738
2023-04-20,5.3974
2023-04-21,4.62769
2023-04-22,2.62646
2023-04-23,2.6241
2023-04-24,4.98057
2023-04-25,5.54897
2023-04-26,5.33819
2023-04-27,4.85032
2023-04-28,4.27008
2023-04-29,2.53647
2023-04-30,2.15754
2023-05-01,2.79225
2023-05-02,4.79111
2023-05-03,5.00426
2023-05-04,4.25113
2023-05-05,2.58147
2023-05-06,2.59094
2023-05-07,2.65962
2023-05-08,4.36007
2023-05-09,5.12978
2023-05-10,4.45718
2023-05-11,4.50691
2023-05-12,4.00009
2023-05-13,2.347
2023-05-14,2.23569
2023-05-15,4.14929
2023-05-16,4.76743
2023-05-17,4.48323
2023-05-18,4.74374
2023-05-19,5.28372
2023-05-20,2.53647
2023-05-21,2.88698
2023-05-22,4.79348
2023-05-23,5.29556
2023-05-24,5.2103
2023-05-25,5.00899
2023-05-26,5.21741
2023-05-27,2.78751
2023-05-28,2.54594
2023-05-29,2.96513
