date,다이렉트자동차보험비교
2020-07-27,25.83892
2020-07-28,24.27293
2020-07-29,19.35123
2020-07-30,23.26621
2020-07-31,19.6868
2020-08-01,10.85011
2020-08-02,12.52796
2020-08-03,23.8255
2020-08-04,23.60178
2020-08-05,21.70022
2020-08-06,20.58165
2020-08-07,21.14093
2020-08-08,11.29753
2020-08-09,11.18568
2020-08-10,26.39821
2020-08-11,23.48993
2020-08-12,23.15436
2020-08-13,20.58165
2020-08-14,21.36465
2020-08-15,10.40268
2020-08-16,9.50782
2020-08-17,16.5548
2020-08-18,20.91722
2020-08-19,21.58836
2020-08-20,22.59507
2020-08-21,20.46979
2020-08-22,10.51454
2020-08-23,11.74496
2020-08-24,24.83221
2020-08-25,25.27964
2020-08-26,21.92393
2020-08-27,24.72035
2020-08-28,18.45637
2020-08-29,10.73825
2020-08-30,12.19239
2020-08-31,28.07606
2020-09-01,21.58836
2020-09-02,24.72035
2020-09-03,23.60178
2020-09-04,19.46308
2020-09-05,13.87024
2020-09-06,10.73825
2020-09-07,25.16778
2020-09-08,23.0425
2020-09-09,23.60178
2020-09-10,22.70693
2020-09-11,22.70693
2020-09-12,11.85682
2020-09-13,10.17897
2020-09-14,23.26621
2020-09-15,23.15436
2020-09-16,20.13422
2020-09-17,20.35794
2020-09-18,21.58836
2020-09-19,11.18568
2020-09-20,10.73825
2020-09-21,22.70693
2020-09-22,28.97091
2020-09-23,22.81879
2020-09-24,23.0425
2020-09-25,19.79865
2020-09-26,9.73154
2020-09-27,12.86353
2020-09-28,25.27964
2020-09-29,18.34451
2020-09-30,10.06711
2020-10-01,8.61297
2020-10-02,6.37583
2020-10-03,10.29082
2020-10-04,11.85682
2020-10-05,30.08948
2020-10-06,29.64205
2020-10-07,28.97091
2020-10-08,24.83221
2020-10-09,9.8434
2020-10-10,8.50111
2020-10-11,14.31767
2020-10-12,23.93736
2020-10-13,29.86577
2020-10-14,24.27293
2020-10-15,25.50335
2020-10-16,18.9038
2020-10-17,9.28411
2020-10-18,12.30425
2020-10-19,29.30648
2020-10-20,27.29306
2020-10-21,26.39821
2020-10-22,26.62192
2020-10-23,23.60178
2020-10-24,12.08053
2020-10-25,12.19239
2020-10-26,26.06263
2020-10-27,29.5302
2020-10-28,24.38478
2020-10-29,22.37136
2020-10-30,24.6085
2020-10-31,8.83668
2020-11-01,12.97539
2020-11-02,33.78076
2020-11-03,26.28635
2020-11-04,23.26621
2020-11-05,22.81879
2020-11-06,24.27293
2020-11-07,11.52125
2020-11-08,9.8434
2020-11-09,29.86577
2020-11-10,27.1812
2020-11-11,22.59507
2020-11-12,22.37136
2020-11-13,21.02908
2020-11-14,9.0604
2020-11-15,10.51454
2020-11-16,29.5302
2020-11-17,24.04921
2020-11-18,21.02908
2020-11-19,24.27293
2020-11-20,23.93736
2020-11-21,10.96196
2020-11-22,11.6331
2020-11-23,26.28635
2020-11-24,25.95078
2020-11-25,30.08948
2020-11-26,25.95078
2020-11-27,23.0425
2020-11-28,11.29753
2020-11-29,11.40939
2020-11-30,26.06263
2020-12-01,27.62863
2020-12-02,25.61521
2020-12-03,23.8255
2020-12-04,25.16778
2020-12-05,15.10067
2020-12-06,14.42953
2020-12-07,31.20805
2020-12-08,34.22818
2020-12-09,30.20134
2020-12-10,23.8255
2020-12-11,22.93064
2020-12-12,14.09395
2020-12-13,13.87024
2020-12-14,26.73378
2020-12-15,31.65548
2020-12-16,24.83221
2020-12-17,21.25279
2020-12-18,18.79194
2020-12-19,12.63982
2020-12-20,11.07382
2020-12-21,29.75391
2020-12-22,29.86577
2020-12-23,24.49664
2020-12-24,20.13422
2020-12-25,9.73154
2020-12-26,11.52125
2020-12-27,11.52125
2020-12-28,28.85906
2020-12-29,28.29977
2020-12-30,24.83221
2020-12-31,19.46308
2021-01-01,11.96868
2021-01-02,14.09395
2021-01-03,12.19239
2021-01-04,31.54362
2021-01-05,25.39149
2021-01-06,25.72706
2021-01-07,20.35794
2021-01-08,16.89038
2021-01-09,11.40939
2021-01-10,12.63982
2021-01-11,25.83892
2021-01-12,27.85234
2021-01-13,23.71364
2021-01-14,23.71364
2021-01-15,22.37136
2021-01-16,12.19239
2021-01-17,13.42281
2021-01-18,23.37807
2021-01-19,27.85234
2021-01-20,20.35794
2021-01-21,20.69351
2021-01-22,18.34451
2021-01-23,15.54809
2021-01-24,12.19239
2021-01-25,23.48993
2021-01-26,23.26621
2021-01-27,21.02908
2021-01-28,18.56823
2021-01-29,15.77181
2021-01-30,8.61297
2021-01-31,12.08053
2021-02-01,23.15436
2021-02-02,19.6868
2021-02-03,19.23937
2021-02-04,18.00894
2021-02-05,19.6868
2021-02-06,10.96196
2021-02-07,14.7651
2021-02-08,20.91722
2021-02-09,20.46979
2021-02-10,18.45637
2021-02-11,10.40268
2021-02-12,10.06711
2021-02-13,8.83668
2021-02-14,11.6331
2021-02-15,30.08948
2021-02-16,21.14093
2021-02-17,18.56823
2021-02-18,24.38478
2021-02-19,20.13422
2021-02-20,11.29753
2021-02-21,11.40939
2021-02-22,22.93064
2021-02-23,21.81208
2021-02-24,19.79865
2021-02-25,23.8255
2021-02-26,15.54809
2021-02-27,11.85682
2021-02-28,11.52125
2021-03-01,15.99552
2021-03-02,30.76062
2021-03-03,27.1812
2021-03-04,25.50335
2021-03-05,21.14093
2021-03-06,14.09395
2021-03-07,15.54809
2021-03-08,33.10961
2021-03-09,24.16107
2021-03-10,25.61521
2021-03-11,20.91722
2021-03-12,20.46979
2021-03-13,12.63982
2021-03-14,11.74496
2021-03-15,26.84563
2021-03-16,25.95078
2021-03-17,20.35794
2021-03-18,26.17449
2021-03-19,20.91722
2021-03-20,15.43624
2021-03-21,14.98881
2021-03-22,29.19463
2021-03-23,21.02908
2021-03-24,23.26621
2021-03-25,19.91051
2021-03-26,17.67337
2021-03-27,9.0604
2021-03-28,13.1991
2021-03-29,23.0425
2021-03-30,23.26621
2021-03-31,17.11409
2021-04-01,17.22595
2021-04-02,19.01565
2021-04-03,11.6331
2021-04-04,12.4161
2021-04-05,21.02908
2021-04-06,23.71364
2021-04-07,20.91722
2021-04-08,21.81208
2021-04-09,17.89709
2021-04-10,10.17897
2021-04-11,9.61968
2021-04-12,26.62192
2021-04-13,18.68008
2021-04-14,21.58836
2021-04-15,19.01565
2021-04-16,20.46979
2021-04-17,9.95525
2021-04-18,9.39597
2021-04-19,22.59507
2021-04-20,17.78523
2021-04-21,17.89709
2021-04-22,19.79865
2021-04-23,16.21923
2021-04-24,9.50782
2021-04-25,9.39597
2021-04-26,23.93736
2021-04-27,18.34451
2021-04-28,20.58165
2021-04-29,20.24608
2021-04-30,19.12751
2021-05-01,11.52125
2021-05-02,12.08053
2021-05-03,20.02237
2021-05-04,20.24608
2021-05-05,13.1991
2021-05-06,22.37136
2021-05-07,19.79865
2021-05-08,14.20581
2021-05-09,11.40939
2021-05-10,23.8255
2021-05-11,25.16778
2021-05-12,22.93064
2021-05-13,20.46979
2021-05-14,18.23266
2021-05-15,12.52796
2021-05-16,9.28411
2021-05-17,24.16107
2021-05-18,18.68008
2021-05-19,11.96868
2021-05-20,19.23937
2021-05-21,21.70022
2021-05-22,9.50782
2021-05-23,11.29753
2021-05-24,29.64205
2021-05-25,22.81879
2021-05-26,21.70022
2021-05-27,25.72706
2021-05-28,19.23937
2021-05-29,8.50111
2021-05-30,12.63982
2021-05-31,21.47651
2021-06-01,22.03579
2021-06-02,20.69351
2021-06-03,20.80536
2021-06-04,15.21252
2021-06-05,7.4944
2021-06-06,9.8434
2021-06-07,23.71364
2021-06-08,20.46979
2021-06-09,23.37807
2021-06-10,16.89038
2021-06-11,18.45637
2021-06-12,11.40939
2021-06-13,10.40268
2021-06-14,23.71364
2021-06-15,21.47651
2021-06-16,22.70693
2021-06-17,20.46979
2021-06-18,19.12751
2021-06-19,8.50111
2021-06-20,9.95525
2021-06-21,23.0425
2021-06-22,26.06263
2021-06-23,23.8255
2021-06-24,20.24608
2021-06-25,20.46979
2021-06-26,9.8434
2021-06-27,10.29082
2021-06-28,21.81208
2021-06-29,21.25279
2021-06-30,19.91051
2021-07-01,18.1208
2021-07-02,20.24608
2021-07-03,10.17897
2021-07-04,12.19239
2021-07-05,22.81879
2021-07-06,18.23266
2021-07-07,20.91722
2021-07-08,22.48322
2021-07-09,20.13422
2021-07-10,10.06711
2021-07-11,11.18568
2021-07-12,29.75391
2021-07-13,22.2595
2021-07-14,16.89038
2021-07-15,20.80536
2021-07-16,16.44295
2021-07-17,10.73825
2021-07-18,11.85682
2021-07-19,22.37136
2021-07-20,27.06935
2021-07-21,23.8255
2021-07-22,21.36465
2021-07-23,16.5548
2021-07-24,9.95525
2021-07-25,9.95525
2021-07-26,20.35794
2021-07-27,18.23266
2021-07-28,19.6868
2021-07-29,18.68008
2021-07-30,17.89709
2021-07-31,10.40268
2021-08-01,9.61968
2021-08-02,19.79865
2021-08-03,17.89709
2021-08-04,18.56823
2021-08-05,20.91722
2021-08-06,13.64653
2021-08-07,7.4944
2021-08-08,11.40939
2021-08-09,21.70022
2021-08-10,19.91051
2021-08-11,19.79865
2021-08-12,19.46308
2021-08-13,18.23266
2021-08-14,10.73825
2021-08-15,9.73154
2021-08-16,13.31096
2021-08-17,26.17449
2021-08-18,21.14093
2021-08-19,21.92393
2021-08-20,24.83221
2021-08-21,10.40268
2021-08-22,12.19239
2021-08-23,24.83221
2021-08-24,27.06935
2021-08-25,26.51006
2021-08-26,19.57494
2021-08-27,20.80536
2021-08-28,9.8434
2021-08-29,9.28411
2021-08-30,26.06263
2021-08-31,26.62192
2021-09-01,29.97762
2021-09-02,23.37807
2021-09-03,21.70022
2021-09-04,11.18568
2021-09-05,13.31096
2021-09-06,26.73378
2021-09-07,22.48322
2021-09-08,20.46979
2021-09-09,19.01565
2021-09-10,22.14765
2021-09-11,17.89709
2021-09-12,14.20581
2021-09-13,24.04921
2021-09-14,24.04921
2021-09-15,21.47651
2021-09-16,22.37136
2021-09-17,19.6868
2021-09-18,10.51454
2021-09-19,10.51454
2021-09-20,9.17225
2021-09-21,10.40268
2021-09-22,13.53467
2021-09-23,27.85234
2021-09-24,26.06263
2021-09-25,13.64653
2021-09-26,10.62639
2021-09-27,28.97091
2021-09-28,26.06263
2021-09-29,24.83221
2021-09-30,26.62192
2021-10-01,24.72035
2021-10-02,14.7651
2021-10-03,9.17225
2021-10-04,18.45637
2021-10-05,27.85234
2021-10-06,30.20134
2021-10-07,28.07606
2021-10-08,22.14765
2021-10-09,8.94854
2021-10-10,14.65324
2021-10-11,16.10738
2021-10-12,26.95749
2021-10-13,25.95078
2021-10-14,26.06263
2021-10-15,24.38478
2021-10-16,10.62639
2021-10-17,13.42281
2021-10-18,26.39821
2021-10-19,23.26621
2021-10-20,23.71364
2021-10-21,20.13422
2021-10-22,16.33109
2021-10-23,12.08053
2021-10-24,12.97539
2021-10-25,23.48993
2021-10-26,26.62192
2021-10-27,21.47651
2021-10-28,22.59507
2021-10-29,21.81208
2021-10-30,9.39597
2021-10-31,10.40268
2021-11-01,26.73378
2021-11-02,23.8255
2021-11-03,22.70693
2021-11-04,19.57494
2021-11-05,20.69351
2021-11-06,10.29082
2021-11-07,12.75167
2021-11-08,29.08277
2021-11-09,24.6085
2021-11-10,21.14093
2021-11-11,17.78523
2021-11-12,18.45637
2021-11-13,8.2774
2021-11-14,11.40939
2021-11-15,22.37136
2021-11-16,21.36465
2021-11-17,21.47651
2021-11-18,23.60178
2021-11-19,16.44295
2021-11-20,8.94854
2021-11-21,13.1991
2021-11-22,24.27293
2021-11-23,23.8255
2021-11-24,20.13422
2021-11-25,20.80536
2021-11-26,17.89709
2021-11-27,10.06711
2021-11-28,12.30425
2021-11-29,24.49664
2021-11-30,25.16778
2021-12-01,28.29977
2021-12-02,22.48322
2021-12-03,25.61521
2021-12-04,13.75838
2021-12-05,15.32438
2021-12-06,26.17449
2021-12-07,27.29306
2021-12-08,24.27293
2021-12-09,23.37807
2021-12-10,18.45637
2021-12-11,10.29082
2021-12-12,11.18568
2021-12-13,28.41163
2021-12-14,21.14093
2021-12-15,22.93064
2021-12-16,24.72035
2021-12-17,20.91722
2021-12-18,9.73154
2021-12-19,13.08724
2021-12-20,29.19463
2021-12-21,23.37807
2021-12-22,20.13422
2021-12-23,19.12751
2021-12-24,14.09395
2021-12-25,7.60626
2021-12-26,9.8434
2021-12-27,23.15436
2021-12-28,24.72035
2021-12-29,18.23266
2021-12-30,20.02237
2021-12-31,16.21923
2022-01-01,13.08724
2022-01-02,12.4161
2022-01-03,23.93736
2022-01-04,23.71364
2022-01-05,26.73378
2022-01-06,22.59507
2022-01-07,20.69351
2022-01-08,12.97539
2022-01-09,11.40939
2022-01-10,26.73378
2022-01-11,18.56823
2022-01-12,21.47651
2022-01-13,22.2595
2022-01-14,17.56152
2022-01-15,9.39597
2022-01-16,11.07382
2022-01-17,19.23937
2022-01-18,22.2595
2022-01-19,23.0425
2022-01-20,20.24608
2022-01-21,15.65995
2022-01-22,8.2774
2022-01-23,12.63982
2022-01-24,20.02237
2022-01-25,23.37807
2022-01-26,20.91722
2022-01-27,17.89709
2022-01-28,15.65995
2022-01-29,8.72483
2022-01-30,7.82997
2022-01-31,8.2774
2022-02-01,8.72483
2022-02-02,14.31767
2022-02-03,25.50335
2022-02-04,23.26621
2022-02-05,12.86353
2022-02-06,11.6331
2022-02-07,24.16107
2022-02-08,21.36465
2022-02-09,19.46308
2022-02-10,18.45637
2022-02-11,22.70693
2022-02-12,12.4161
2022-02-13,12.08053
2022-02-14,23.48993
2022-02-15,22.37136
2022-02-16,21.70022
2022-02-17,22.48322
2022-02-18,19.01565
2022-02-19,12.86353
2022-02-20,12.4161
2022-02-21,28.18791
2022-02-22,27.62863
2022-02-23,27.74049
2022-02-24,29.19463
2022-02-25,30.31319
2022-02-26,23.93736
2022-02-27,24.49664
2022-02-28,35.68232
2022-03-01,25.39149
2022-03-02,31.20805
2022-03-03,22.14765
2022-03-04,21.25279
2022-03-05,10.06711
2022-03-06,12.19239
2022-03-07,20.80536
2022-03-08,21.47651
2022-03-09,11.74496
2022-03-10,20.24608
2022-03-11,20.69351
2022-03-12,13.64653
2022-03-13,10.96196
2022-03-14,24.72035
2022-03-15,23.0425
2022-03-16,23.37807
2022-03-17,23.0425
2022-03-18,17.44966
2022-03-19,10.06711
2022-03-20,10.06711
2022-03-21,25.72706
2022-03-22,26.17449
2022-03-23,19.57494
2022-03-24,15.10067
2022-03-25,17.89709
2022-03-26,11.29753
2022-03-27,11.29753
2022-03-28,22.14765
2022-03-29,18.00894
2022-03-30,24.04921
2022-03-31,20.80536
2022-04-01,19.57494
2022-04-02,10.62639
2022-04-03,11.29753
2022-04-04,23.93736
2022-04-05,24.49664
2022-04-06,19.35123
2022-04-07,23.37807
2022-04-08,17.00223
2022-04-09,11.29753
2022-04-10,12.52796
2022-04-11,24.72035
2022-04-12,21.92393
2022-04-13,21.36465
2022-04-14,22.93064
2022-04-15,18.68008
2022-04-16,10.96196
2022-04-17,11.07382
2022-04-18,23.8255
2022-04-19,20.02237
2022-04-20,22.2595
2022-04-21,18.9038
2022-04-22,18.79194
2022-04-23,9.8434
2022-04-24,10.29082
2022-04-25,22.03579
2022-04-26,23.26621
2022-04-27,24.16107
2022-04-28,18.79194
2022-04-29,16.5548
2022-04-30,12.75167
2022-05-01,12.97539
2022-05-02,24.49664
2022-05-03,21.47651
2022-05-04,20.91722
2022-05-05,11.52125
2022-05-06,21.81208
2022-05-07,11.40939
2022-05-08,12.19239
2022-05-09,26.62192
2022-05-10,20.58165
2022-05-11,22.93064
2022-05-12,18.79194
2022-05-13,21.92393
2022-05-14,9.28411
2022-05-15,8.61297
2022-05-16,25.05592
2022-05-17,22.14765
2022-05-18,16.44295
2022-05-19,20.80536
2022-05-20,19.35123
2022-05-21,9.17225
2022-05-22,11.85682
2022-05-23,23.71364
2022-05-24,21.70022
2022-05-25,20.58165
2022-05-26,22.37136
2022-05-27,15.21252
2022-05-28,9.50782
2022-05-29,7.04697
2022-05-30,22.2595
2022-05-31,21.14093
2022-06-01,13.64653
2022-06-02,24.72035
2022-06-03,19.57494
2022-06-04,10.85011
2022-06-05,8.83668
2022-06-06,10.17897
2022-06-07,21.25279
2022-06-08,24.27293
2022-06-09,26.17449
2022-06-10,22.03579
2022-06-11,9.39597
2022-06-12,10.96196
2022-06-13,24.6085
2022-06-14,23.48993
2022-06-15,22.59507
2022-06-16,18.56823
2022-06-17,16.5548
2022-06-18,8.50111
2022-06-19,11.07382
2022-06-20,26.06263
2022-06-21,27.62863
2022-06-22,22.81879
2022-06-23,22.2595
2022-06-24,18.34451
2022-06-25,10.29082
2022-06-26,11.52125
2022-06-27,24.04921
2022-06-28,21.25279
2022-06-29,21.70022
2022-06-30,20.24608
2022-07-01,18.9038
2022-07-02,8.05369
2022-07-03,11.29753
2022-07-04,25.50335
2022-07-05,25.05592
2022-07-06,20.69351
2022-07-07,19.12751
2022-07-08,15.88366
2022-07-09,8.94854
2022-07-10,10.29082
2022-07-11,25.27964
2022-07-12,26.73378
2022-07-13,21.47651
2022-07-14,23.0425
2022-07-15,17.89709
2022-07-16,11.07382
2022-07-17,10.73825
2022-07-18,25.27964
2022-07-19,26.51006
2022-07-20,24.38478
2022-07-21,20.46979
2022-07-22,18.34451
2022-07-23,9.61968
2022-07-24,13.87024
2022-07-25,24.38478
2022-07-26,23.26621
2022-07-27,23.71364
2022-07-28,20.24608
2022-07-29,17.11409
2022-07-30,7.4944
2022-07-31,11.6331
2022-08-01,24.83221
2022-08-02,22.14765
2022-08-03,24.16107
2022-08-04,23.60178
2022-08-05,19.35123
2022-08-06,10.29082
2022-08-07,11.52125
2022-08-08,22.93064
2022-08-09,21.58836
2022-08-10,23.8255
2022-08-11,25.95078
2022-08-12,18.9038
2022-08-13,9.39597
2022-08-14,9.8434
2022-08-15,11.85682
2022-08-16,18.56823
2022-08-17,20.80536
2022-08-18,24.6085
2022-08-19,21.81208
2022-08-20,9.28411
2022-08-21,12.19239
2022-08-22,31.43176
2022-08-23,23.60178
2022-08-24,22.70693
2022-08-25,23.71364
2022-08-26,17.78523
2022-08-27,9.50782
2022-08-28,11.6331
2022-08-29,26.84563
2022-08-30,20.91722
2022-08-31,21.92393
2022-09-01,22.48322
2022-09-02,16.10738
2022-09-03,10.29082
2022-09-04,11.29753
2022-09-05,21.58836
2022-09-06,21.14093
2022-09-07,20.91722
2022-09-08,18.56823
2022-09-09,9.17225
2022-09-10,7.82997
2022-09-11,7.71812
2022-09-12,10.40268
2022-09-13,30.31319
2022-09-14,28.07606
2022-09-15,24.6085
2022-09-16,20.24608
2022-09-17,10.96196
2022-09-18,12.63982
2022-09-19,23.26621
2022-09-20,23.26621
2022-09-21,21.92393
2022-09-22,20.69351
2022-09-23,16.77852
2022-09-24,10.29082
2022-09-25,9.73154
2022-09-26,22.48322
2022-09-27,25.27964
2022-09-28,23.8255
2022-09-29,24.38478
2022-09-30,18.9038
2022-10-01,10.62639
2022-10-02,10.06711
2022-10-03,18.79194
2022-10-04,25.61521
2022-10-05,26.73378
2022-10-06,25.50335
2022-10-07,23.48993
2022-10-08,11.52125
2022-10-09,12.4161
2022-10-10,15.21252
2022-10-11,32.1029
2022-10-12,24.16107
2022-10-13,22.81879
2022-10-14,24.72035
2022-10-15,11.52125
2022-10-16,13.64653
2022-10-17,30.53691
2022-10-18,26.06263
2022-10-19,27.1812
2022-10-20,23.60178
2022-10-21,19.91051
2022-10-22,9.61968
2022-10-23,13.31096
2022-10-24,29.19463
2022-10-25,27.40492
2022-10-26,31.99105
2022-10-27,24.04921
2022-10-28,23.0425
2022-10-29,16.89038
2022-10-30,13.75838
2022-10-31,27.9642
2022-11-01,28.07606
2022-11-02,30.42505
2022-11-03,28.7472
2022-11-04,24.6085
2022-11-05,12.86353
2022-11-06,12.97539
2022-11-07,31.65548
2022-11-08,23.60178
2022-11-09,25.95078
2022-11-10,24.16107
2022-11-11,24.16107
2022-11-12,12.63982
2022-11-13,13.1991
2022-11-14,28.07606
2022-11-15,28.85906
2022-11-16,31.31991
2022-11-17,25.39149
2022-11-18,24.94407
2022-11-19,15.10067
2022-11-20,11.07382
2022-11-21,30.08948
2022-11-22,26.17449
2022-11-23,28.07606
2022-11-24,27.62863
2022-11-25,21.58836
2022-11-26,12.19239
2022-11-27,12.75167
2022-11-28,26.73378
2022-11-29,31.43176
2022-11-30,33.6689
2022-12-01,26.06263
2022-12-02,23.8255
2022-12-03,14.87695
2022-12-04,15.65995
2022-12-05,30.76062
2022-12-06,32.77404
2022-12-07,25.39149
2022-12-08,27.29306
2022-12-09,27.40492
2022-12-10,11.52125
2022-12-11,11.96868
2022-12-12,31.31991
2022-12-13,30.08948
2022-12-14,30.53691
2022-12-15,28.7472
2022-12-16,28.07606
2022-12-17,15.99552
2022-12-18,17.00223
2022-12-19,30.98434
2022-12-20,28.41163
2022-12-21,29.41834
2022-12-22,27.9642
2022-12-23,21.70022
2022-12-24,14.20581
2022-12-25,14.20581
2022-12-26,30.42505
2022-12-27,31.20805
2022-12-28,27.06935
2022-12-29,21.47651
2022-12-30,26.51006
2022-12-31,10.73825
2023-01-01,15.77181
2023-01-02,31.76733
2023-01-03,33.10961
2023-01-04,32.32662
2023-01-05,30.08948
2023-01-06,24.04921
2023-01-07,14.54138
2023-01-08,17.67337
2023-01-09,31.31991
2023-01-10,28.29977
2023-01-11,25.16778
2023-01-12,25.95078
2023-01-13,21.36465
2023-01-14,13.9821
2023-01-15,11.74496
2023-01-16,30.53691
2023-01-17,31.54362
2023-01-18,30.31319
2023-01-19,20.80536
2023-01-20,19.57494
2023-01-21,6.7114
2023-01-22,7.04697
2023-01-23,6.37583
2023-01-24,6.82326
2023-01-25,31.31991
2023-01-26,27.62863
2023-01-27,24.04921
2023-01-28,15.77181
2023-01-29,13.53467
2023-01-30,29.08277
2023-01-31,31.54362
2023-02-01,28.7472
2023-02-02,31.43176
2023-02-03,23.26621
2023-02-04,17.00223
2023-02-05,15.65995
2023-02-06,31.20805
2023-02-07,26.84563
2023-02-08,28.85906
2023-02-09,28.41163
2023-02-10,22.93064
2023-02-11,14.31767
2023-02-12,16.66666
2023-02-13,35.45861
2023-02-14,33.22147
2023-02-15,32.1029
2023-02-16,31.54362
2023-02-17,25.39149
2023-02-18,12.63982
2023-02-19,10.96196
2023-02-20,30.20134
2023-02-21,26.73378
2023-02-22,28.07606
2023-02-23,27.29306
2023-02-24,20.91722
2023-02-25,12.30425
2023-02-26,17.22595
2023-02-27,31.87919
2023-02-28,28.29977
2023-03-01,22.93064
2023-03-02,30.87248
2023-03-03,29.08277
2023-03-04,16.66666
2023-03-05,18.34451
2023-03-06,38.25503
2023-03-07,34.4519
2023-03-08,32.43847
2023-03-09,30.42505
2023-03-10,28.07606
2023-03-11,15.10067
2023-03-12,15.99552
2023-03-13,33.44519
2023-03-14,32.43847
2023-03-15,29.5302
2023-03-16,31.09619
2023-03-17,29.30648
2023-03-18,14.7651
2023-03-19,14.65324
2023-03-20,30.31319
2023-03-21,29.19463
2023-03-22,30.08948
2023-03-23,22.93064
2023-03-24,24.49664
2023-03-25,13.08724
2023-03-26,18.00894
2023-03-27,32.77404
2023-03-28,30.98434
2023-03-29,28.97091
2023-03-30,30.76062
2023-03-31,24.49664
2023-04-01,17.3378
2023-04-02,18.79194
2023-04-03,35.34675
2023-04-04,38.81431
2023-04-05,28.18791
2023-04-06,27.62863
2023-04-07,26.95749
2023-04-08,14.09395
2023-04-09,15.54809
2023-04-10,35.68232
2023-04-11,31.20805
2023-04-12,33.22147
2023-04-13,29.75391
2023-04-14,25.39149
2023-04-15,16.33109
2023-04-16,14.20581
2023-04-17,35.23489
2023-04-18,26.84563
2023-04-19,27.29306
2023-04-20,29.08277
2023-04-21,24.38478
2023-04-22,12.19239
2023-04-23,14.98881
2023-04-24,31.65548
2023-04-25,28.97091
2023-04-26,31.99105
2023-04-27,32.77404
2023-04-28,26.06263
2023-04-29,13.87024
2023-04-30,14.7651
2023-05-01,22.59507
2023-05-02,33.89261
2023-05-03,30.98434
2023-05-04,27.51677
2023-05-05,13.75838
2023-05-06,15.43624
2023-05-07,15.21252
2023-05-08,34.4519
2023-05-09,38.14317
2023-05-10,35.12304
2023-05-11,36.57718
2023-05-12,31.87919
2023-05-13,17.44966
2023-05-14,18.9038
2023-05-15,35.68232
2023-05-16,38.81431
2023-05-17,33.10961
2023-05-18,34.56375
2023-05-19,32.99776
2023-05-20,16.44295
2023-05-21,16.44295
2023-05-22,34.34004
2023-05-23,34.89932
2023-05-24,34.00447
2023-05-25,30.87248
2023-05-26,25.05592
2023-05-27,19.46308
