date,고용유지지원금
2020-03-20,7.58928
2020-03-21,3.92734
2020-03-22,3.12346
2020-03-23,9.94262
2020-03-24,12.51227
2020-03-25,100.0
2020-03-26,35.67593
2020-03-27,18.58738
2020-03-28,6.47398
2020-03-29,5.29884
2020-03-30,27.43771
2020-03-31,22.70802
2020-04-01,21.8888
2020-04-02,17.61935
2020-04-03,15.13561
2020-04-04,4.28632
2020-04-05,3.3229
2020-04-06,13.29007
2020-04-07,13.6736
2020-04-08,11.97686
2020-04-09,11.2635
2020-04-10,9.62199
2020-04-11,2.6172
2020-04-12,2.22293
2020-04-13,10.18501
2020-04-14,9.43176
2020-04-15,3.16028
2020-04-16,8.4806
2020-04-17,8.87641
2020-04-18,2.81203
2020-04-19,7.34996
2020-04-20,12.89426
2020-04-21,11.4614
2020-04-22,14.36702
2020-04-23,12.46778
2020-04-24,9.13414
2020-04-25,2.52976
2020-04-26,4.12064
2020-04-27,13.04154
2020-04-28,12.39107
2020-04-29,10.86769
2020-04-30,3.02374
2020-05-01,3.37966
2020-05-02,1.5019
2020-05-03,1.63076
2020-05-04,5.11475
2020-05-05,2.8013
2020-05-06,7.77951
2020-05-07,8.2827
2020-05-08,5.62407
2020-05-09,1.47582
2020-05-10,1.27331
2020-05-11,7.35149
2020-05-12,6.71637
2020-05-13,6.30829
2020-05-14,5.96925
2020-05-15,4.93372
2020-05-16,1.25184
2020-05-17,1.41752
2020-05-18,5.98613
2020-05-19,5.34026
2020-05-20,5.15617
2020-05-21,4.93986
2020-05-22,4.22189
2020-05-23,0.94961
2020-05-24,0.94041
2020-05-25,5.8097
2020-05-26,6.05056
2020-05-27,5.75754
2020-05-28,5.84192
2020-05-29,5.20526
2020-05-30,1.20274
2020-05-31,1.15979
2020-06-01,7.66138
2020-06-02,6.35585
2020-06-03,5.64555
2020-06-04,4.98128
2020-06-05,4.0516
2020-06-06,1.01098
2020-06-07,1.04626
2020-06-08,4.74042
2020-06-09,4.32468
2020-06-10,4.59468
2020-06-11,4.047
2020-06-12,3.41034
2020-06-13,0.81308
2020-06-14,0.93734
2020-06-15,4.96287
2020-06-16,3.91507
2020-06-17,3.60671
2020-06-18,3.43642
2020-06-19,3.10198
2020-06-20,0.78853
2020-06-21,0.96649
2020-06-22,4.96594
2020-06-23,6.03522
2020-06-24,4.7619
2020-06-25,4.56707
2020-06-26,3.85217
2020-06-27,1.14905
2020-06-28,0.82382
2020-06-29,5.25895
2020-06-30,5.46606
2020-07-01,4.61923
2020-07-02,3.39653
2020-07-03,3.45023
2020-07-04,1.90384
2020-07-05,1.38684
2020-07-06,5.351
2020-07-07,3.85677
2020-07-08,3.50392
2020-07-09,3.47171
2020-07-10,2.88107
2020-07-11,0.69955
2020-07-12,0.54307
2020-07-13,3.32136
2020-07-14,3.51773
2020-07-15,3.21858
2020-07-16,2.60646
2020-07-17,2.42544
2020-07-18,0.61518
2020-07-19,0.52773
2020-07-20,3.17562
2020-07-21,2.77675
2020-07-22,2.878
2020-07-23,2.64635
2020-07-24,2.35794
2020-07-25,0.65506
2020-07-26,0.90666
2020-07-27,4.16973
2020-07-28,4.21422
2020-07-29,3.62665
2020-07-30,3.35358
2020-07-31,3.01607
2020-08-01,0.85143
2020-08-02,0.69035
2020-08-03,2.35487
2020-08-04,2.11554
2020-08-05,2.4101
2020-08-06,2.23827
2020-08-07,1.99895
2020-08-08,1.12757
2020-08-09,0.61518
2020-08-10,3.99331
2020-08-11,4.33081
2020-08-12,3.14034
2020-08-13,3.09891
2020-08-14,2.57118
2020-08-15,0.63665
2020-08-16,0.63359
2020-08-17,1.55099
2020-08-18,3.55608
2020-08-19,3.9749
2020-08-20,5.2881
2020-08-21,4.01939
2020-08-22,0.99257
2020-08-23,1.08615
2020-08-24,5.00276
2020-08-25,4.4428
2020-08-26,3.84296
2020-08-27,4.60235
2020-08-28,4.72815
2020-08-29,1.26411
2020-08-30,1.82253
2020-08-31,7.82554
2020-09-01,6.5246
2020-09-02,4.53792
2020-09-03,3.82455
2020-09-04,6.9741
2020-09-05,1.92531
2020-09-06,1.67218
2020-09-07,4.6898
2020-09-08,5.26969
2020-09-09,5.12242
2020-09-10,8.14156
2020-09-11,6.31596
2020-09-12,1.5694
2020-09-13,1.53411
2020-09-14,4.65605
2020-09-15,4.19734
2020-09-16,4.23109
2020-09-17,3.56836
2020-09-18,2.88874
2020-09-19,0.95575
2020-09-20,1.06007
2020-09-21,3.60364
2020-09-22,4.25564
2020-09-23,5.40163
2020-09-24,4.26178
2020-09-25,3.31829
2020-09-26,0.85143
2020-09-27,0.7195
2020-09-28,3.69876
2020-09-29,3.75398
2020-09-30,0.97569
2020-10-01,0.45563
2020-10-02,0.4633
2020-10-03,0.76552
2020-10-04,1.14905
2020-10-05,3.43182
2020-10-06,3.00994
2020-10-07,2.48834
2020-10-08,2.16003
2020-10-09,0.67501
2020-10-10,0.90819
2020-10-11,0.69035
2020-10-12,2.90101
2020-10-13,2.41163
2020-10-14,2.22293
2020-10-15,2.05878
2020-10-16,1.93759
2020-10-17,0.45716
2020-10-18,0.50472
2020-10-19,2.20299
2020-10-20,2.55737
2020-10-21,2.03577
2020-10-22,1.91151
2020-10-23,1.75963
2020-10-24,0.44029
2020-10-25,0.44642
2020-10-26,2.24901
2020-10-27,1.99282
2020-10-28,2.12782
2020-10-29,2.05571
2020-10-30,1.7581
2020-10-31,0.59523
2020-11-01,0.41881
2020-11-02,1.93298
2020-11-03,1.55713
2020-11-04,1.40371
2020-11-05,1.39144
2020-11-06,1.21348
2020-11-07,0.30222
2020-11-08,0.31602
2020-11-09,1.5019
2020-11-10,1.45434
2020-11-11,1.35922
2020-11-12,1.23189
2020-11-13,1.07234
2020-11-14,0.3283
2020-11-15,1.00331
2020-11-16,2.49754
2020-11-17,1.62002
2020-11-18,1.49423
2020-11-19,1.34849
2020-11-20,1.08308
2020-11-21,0.44796
2020-11-22,0.59063
2020-11-23,2.4868
2020-11-24,2.09867
2020-11-25,1.85781
2020-11-26,1.8977
2020-11-27,1.78264
2020-11-28,0.69955
2020-11-29,0.6612
2020-11-30,2.7384
2020-12-01,2.0373
2020-12-02,1.71207
2020-12-03,1.73662
2020-12-04,1.61542
2020-12-05,0.50932
2020-12-06,1.90997
2020-12-07,4.52104
2020-12-08,2.98692
2020-12-09,2.5497
2020-12-10,2.28123
2020-12-11,1.96367
2020-12-12,0.91586
2020-12-13,1.06314
2020-12-14,3.47017
2020-12-15,2.99306
2020-12-16,3.22318
2020-12-17,3.22318
2020-12-18,2.32879
2020-12-19,0.71336
2020-12-20,0.84376
2020-12-21,2.97772
2020-12-22,3.48705
2020-12-23,3.11426
2020-12-24,2.16464
2020-12-25,0.63052
2020-12-26,0.73177
2020-12-27,1.25644
2020-12-28,4.52258
2020-12-29,4.84014
2020-12-30,4.52411
2020-12-31,3.04982
2021-01-01,0.92814
2021-01-02,1.23649
2021-01-03,1.46661
2021-01-04,3.77546
2021-01-05,2.88721
2021-01-06,2.97925
2021-01-07,2.18458
2021-01-08,1.64917
2021-01-09,0.47097
2021-01-10,0.61057
2021-01-11,2.3518
2021-01-12,1.72128
2021-01-13,1.49576
2021-01-14,1.61235
2021-01-15,1.24723
2021-01-16,0.42188
2021-01-17,0.46637
2021-01-18,1.60775
2021-01-19,1.36383
2021-01-20,1.29479
2021-01-21,1.15825
2021-01-22,1.08922
2021-01-23,0.30375
2021-01-24,0.30068
2021-01-25,1.35002
2021-01-26,1.38837
2021-01-27,1.42366
2021-01-28,1.43746
2021-01-29,1.50803
2021-01-30,0.38046
2021-01-31,0.44642
2021-02-01,1.53105
2021-02-02,1.73662
2021-02-03,1.30246
2021-02-04,0.97109
2021-02-05,1.02325
2021-02-06,0.28381
2021-02-07,0.2117
2021-02-08,0.97109
2021-02-09,0.95729
2021-02-10,0.71796
2021-02-11,0.20864
2021-02-12,0.11505
2021-02-13,0.11505
2021-02-14,0.21017
2021-02-15,1.16593
2021-02-16,1.06774
2021-02-17,0.922
2021-02-18,1.19201
2021-02-19,0.90359
2021-02-20,0.28074
2021-02-21,0.27307
2021-02-22,1.03706
2021-02-23,1.19047
2021-02-24,1.14905
2021-02-25,1.15519
2021-02-26,1.23189
2021-02-27,0.27614
2021-02-28,0.42341
2021-03-01,0.51086
2021-03-02,2.06952
2021-03-03,1.66298
2021-03-04,1.28865
2021-03-05,0.95268
2021-03-06,0.30068
2021-03-07,0.38046
2021-03-08,1.1828
2021-03-09,0.9803
2021-03-10,1.07388
2021-03-11,0.90359
2021-03-12,0.66734
2021-03-13,0.34824
2021-03-14,0.19023
2021-03-15,1.03859
2021-03-16,0.74864
2021-03-17,0.93734
2021-03-18,0.82535
2021-03-19,0.60751
2021-03-20,0.2117
2021-03-21,0.18716
2021-03-22,0.74711
2021-03-23,0.8499
2021-03-24,0.73024
2021-03-25,0.88978
2021-03-26,0.64432
2021-03-27,0.23165
2021-03-28,0.22244
2021-03-29,1.03092
2021-03-30,1.21962
2021-03-31,1.2411
2021-04-01,0.77012
2021-04-02,0.56148
2021-04-03,0.16568
2021-04-04,0.12426
2021-04-05,0.71489
2021-04-06,0.59984
2021-04-07,0.64739
2021-04-08,0.57069
2021-04-09,0.57376
2021-04-10,0.13346
2021-04-11,0.17795
2021-04-12,0.67808
2021-04-13,0.62745
2021-04-14,0.63665
2021-04-15,0.58143
2021-04-16,0.48171
2021-04-17,0.12119
2021-04-18,0.11045
2021-04-19,0.61364
2021-04-20,0.5937
2021-04-21,0.55381
2021-04-22,0.62285
2021-04-23,0.55535
2021-04-24,0.14267
2021-04-25,0.1304
2021-04-26,0.69802
2021-04-27,0.7241
2021-04-28,0.72717
2021-04-29,0.82228
2021-04-30,0.81001
2021-05-01,0.15034
2021-05-02,0.1488
2021-05-03,0.63819
2021-05-04,0.64739
2021-05-05,0.19176
2021-05-06,0.73024
2021-05-07,0.62592
2021-05-08,0.18562
2021-05-09,0.14727
2021-05-10,0.75785
2021-05-11,0.81154
2021-05-12,1.34081
2021-05-13,0.77933
2021-05-14,0.6566
2021-05-15,0.19176
2021-05-16,0.2792
2021-05-17,1.3178
2021-05-18,0.81615
