date,뇌MRI비용
2023-05-30,37.86259
2023-05-31,36.33587
2023-06-01,38.47328
2023-06-02,27.78625
2023-06-03,22.44274
2023-06-04,21.37404
2023-06-05,35.26717
2023-06-06,22.44274
2023-06-07,36.48854
2023-06-08,36.94656
2023-06-09,30.53435
2023-06-10,18.77862
2023-06-11,18.16793
2023-06-12,29.00763
2023-06-13,33.74045
2023-06-14,34.0458
2023-06-15,31.60305
2023-06-16,25.34351
2023-06-17,19.08396
2023-06-18,18.01526
2023-06-19,34.65648
2023-06-20,32.67175
2023-06-21,31.2977
2023-06-22,30.68702
2023-06-23,33.12977
2023-06-24,18.77862
2023-06-25,13.28244
2023-06-26,30.07633
2023-06-27,31.75572
2023-06-28,30.83969
2023-06-29,25.80152
2023-06-30,29.31297
2023-07-01,19.08396
2023-07-02,15.87786
2023-07-03,35.1145
2023-07-04,28.24427
2023-07-05,29.92366
2023-07-06,29.00763
2023-07-07,28.0916
2023-07-08,17.70992
2023-07-09,12.67175
2023-07-10,30.83969
2023-07-11,28.54961
2023-07-12,32.82442
2023-07-13,29.31297
2023-07-14,24.58015
2023-07-15,12.21374
2023-07-16,12.67175
2023-07-17,38.32061
2023-07-18,32.97709
2023-07-19,34.65648
2023-07-20,29.1603
2023-07-21,30.53435
2023-07-22,15.1145
2023-07-23,14.80916
2023-07-24,32.82442
2023-07-25,26.10687
2023-07-26,24.88549
2023-07-27,25.49618
2023-07-28,26.10687
2023-07-29,18.01526
2023-07-30,15.57251
2023-07-31,24.73282
2023-08-01,30.99236
2023-08-02,27.93893
2023-08-03,27.0229
2023-08-04,26.56488
2023-08-05,16.79389
2023-08-06,19.84732
2023-08-07,31.2977
2023-08-08,26.10687
2023-08-09,34.0458
2023-08-10,28.70229
2023-08-11,25.80152
2023-08-12,18.93129
2023-08-13,14.50381
2023-08-14,27.17557
2023-08-15,21.52671
2023-08-16,32.36641
2023-08-17,29.00763
2023-08-18,28.0916
2023-08-19,19.54198
2023-08-20,22.90076
2023-08-21,34.19847
2023-08-22,32.97709
2023-08-23,27.63358
2023-08-24,30.38167
2023-08-25,26.87022
2023-08-26,19.38931
2023-08-27,18.77862
2023-08-28,29.31297
2023-08-29,29.46564
2023-08-30,28.70229
2023-08-31,25.49618
2023-09-01,25.49618
2023-09-02,18.32061
2023-09-03,16.79389
2023-09-04,35.41984
2023-09-05,33.89312
2023-09-06,35.41984
2023-09-07,36.03053
2023-09-08,29.00763
2023-09-09,13.12977
2023-09-10,25.49618
2023-09-11,34.65648
2023-09-12,32.67175
2023-09-13,27.78625
2023-09-14,23.81679
2023-09-15,28.70229
2023-09-16,18.47328
2023-09-17,16.03053
2023-09-18,33.12977
2023-09-19,27.78625
2023-09-20,27.32824
2023-09-21,23.81679
2023-09-22,28.0916
2023-09-23,16.33587
2023-09-24,13.43511
2023-09-25,28.85496
2023-09-26,24.42748
2023-09-27,20.15267
2023-09-28,16.03053
2023-09-29,12.67175
2023-09-30,17.86259
2023-10-01,14.19847
2023-10-02,20.76335
2023-10-03,19.54198
2023-10-04,41.22137
2023-10-05,35.41984
2023-10-06,46.87022
2023-10-07,25.64885
2023-10-08,18.77862
2023-10-09,20.0
2023-10-10,38.16793
2023-10-11,35.87786
2023-10-12,30.38167
2023-10-13,31.2977
2023-10-14,23.2061
2023-10-15,17.86259
2023-10-16,37.09923
2023-10-17,30.68702
2023-10-18,33.43511
2023-10-19,33.12977
2023-10-20,25.19083
2023-10-21,18.32061
2023-10-22,19.84732
2023-10-23,38.47328
2023-10-24,25.80152
2023-10-25,29.61832
2023-10-26,30.53435
2023-10-27,29.1603
2023-10-28,17.2519
2023-10-29,18.01526
2023-10-30,34.35114
2023-10-31,41.52671
2023-11-01,38.62595
2023-11-02,33.28244
2023-11-03,40.61068
2023-11-04,25.80152
2023-11-05,27.32824
2023-11-06,45.19083
2023-11-07,30.83969
2023-11-08,32.36641
2023-11-09,36.94656
2023-11-10,27.78625
2023-11-11,20.61068
2023-11-12,22.74809
2023-11-13,32.36641
2023-11-14,33.58778
2023-11-15,29.00763
2023-11-16,27.48091
2023-11-17,26.56488
2023-11-18,18.77862
2023-11-19,14.65648
2023-11-20,34.65648
2023-11-21,33.28244
2023-11-22,29.00763
2023-11-23,26.87022
2023-11-24,20.91603
2023-11-25,18.16793
2023-11-26,15.57251
2023-11-27,38.93129
2023-11-28,32.51908
2023-11-29,29.00763
2023-11-30,27.0229
2023-12-01,25.95419
2023-12-02,22.90076
2023-12-03,17.40458
2023-12-04,33.43511
2023-12-05,33.12977
2023-12-06,31.60305
2023-12-07,29.46564
2023-12-08,30.229
2023-12-09,21.67938
2023-12-10,14.35114
2023-12-11,30.99236
2023-12-12,35.26717
2023-12-13,29.1603
2023-12-14,32.21374
2023-12-15,25.64885
2023-12-16,20.45801
2023-12-17,16.79389
2023-12-18,32.51908
2023-12-19,34.50381
2023-12-20,28.54961
2023-12-21,26.87022
2023-12-22,23.66412
2023-12-23,18.01526
2023-12-24,16.33587
2023-12-25,15.26717
2023-12-26,37.55725
2023-12-27,28.24427
2023-12-28,34.80916
2023-12-29,24.42748
2023-12-30,15.57251
2023-12-31,14.50381
2024-01-01,21.37404
2024-01-02,34.0458
2024-01-03,28.24427
2024-01-04,30.68702
2024-01-05,25.95419
2024-01-06,21.0687
2024-01-07,17.86259
2024-01-08,28.24427
2024-01-09,34.0458
2024-01-10,30.229
2024-01-11,30.38167
2024-01-12,27.48091
2024-01-13,16.79389
2024-01-14,23.05343
2024-01-15,32.51908
2024-01-16,32.36641
2024-01-17,30.83969
2024-01-18,30.99236
2024-01-19,27.93893
2024-01-20,20.76335
2024-01-21,18.47328
2024-01-22,37.86259
2024-01-23,26.25954
2024-01-24,32.21374
2024-01-25,30.53435
2024-01-26,29.31297
2024-01-27,19.23664
2024-01-28,21.52671
2024-01-29,35.72519
2024-01-30,33.28244
2024-01-31,31.60305
2024-02-01,31.2977
2024-02-02,28.85496
2024-02-03,21.83206
2024-02-04,25.80152
2024-02-05,35.87786
2024-02-06,33.74045
2024-02-07,26.71755
2024-02-08,22.44274
2024-02-09,15.72519
2024-02-10,18.93129
2024-02-11,15.72519
2024-02-12,21.83206
2024-02-13,32.06106
2024-02-14,36.1832
2024-02-15,40.45801
2024-02-16,29.61832
2024-02-17,20.91603
2024-02-18,14.96183
2024-02-19,40.15267
2024-02-20,41.22137
2024-02-21,32.21374
2024-02-22,30.38167
2024-02-23,31.75572
2024-02-24,19.69465
2024-02-25,20.91603
2024-02-26,36.48854
2024-02-27,31.45038
2024-02-28,30.68702
2024-02-29,30.229
2024-03-01,15.87786
2024-03-02,20.91603
2024-03-03,14.50381
2024-03-04,32.21374
2024-03-05,32.21374
2024-03-06,36.48854
2024-03-07,37.2519
2024-03-08,29.92366
2024-03-09,20.61068
2024-03-10,18.16793
2024-03-11,35.87786
2024-03-12,29.61832
2024-03-13,26.71755
2024-03-14,23.66412
2024-03-15,21.0687
2024-03-16,15.41984
2024-03-17,14.19847
2024-03-18,27.32824
2024-03-19,25.64885
2024-03-20,29.61832
