date,재산조회
2020-03-20,20.25641
2020-03-21,14.61538
2020-03-22,11.79487
2020-03-23,22.05128
2020-03-24,20.0
2020-03-25,19.23076
2020-03-26,22.5641
2020-03-27,18.71794
2020-03-28,8.97435
2020-03-29,13.84615
2020-03-30,50.51282
2020-03-31,41.28205
2020-04-01,31.28205
2020-04-02,27.94871
2020-04-03,30.0
2020-04-04,14.35897
2020-04-05,12.5641
2020-04-06,28.97435
2020-04-07,35.89743
2020-04-08,31.02564
2020-04-09,27.6923
2020-04-10,21.53846
2020-04-11,12.30769
2020-04-12,13.33333
2020-04-13,24.87179
2020-04-14,20.51282
2020-04-15,14.35897
2020-04-16,27.43589
2020-04-17,22.30769
2020-04-18,16.92307
2020-04-19,12.5641
2020-04-20,26.15384
2020-04-21,23.07692
2020-04-22,24.35897
2020-04-23,28.46153
2020-04-24,17.94871
2020-04-25,9.74358
2020-04-26,9.74358
2020-04-27,37.17948
2020-04-28,37.43589
2020-04-29,34.61538
2020-04-30,24.10256
2020-05-01,25.1282
2020-05-02,16.66666
2020-05-03,13.33333
2020-05-04,37.43589
2020-05-05,21.79487
2020-05-06,34.87179
2020-05-07,31.53846
2020-05-08,24.61538
2020-05-09,13.07692
2020-05-10,10.25641
2020-05-11,25.38461
2020-05-12,31.02564
2020-05-13,26.92307
2020-05-14,30.51282
2020-05-15,27.17948
2020-05-16,14.61538
2020-05-17,13.33333
2020-05-18,32.30769
2020-05-19,26.15384
2020-05-20,25.89743
2020-05-21,20.0
2020-05-22,20.25641
2020-05-23,10.25641
2020-05-24,10.25641
2020-05-25,31.02564
2020-05-26,32.82051
2020-05-27,23.84615
2020-05-28,25.1282
2020-05-29,18.97435
2020-05-30,6.92307
2020-05-31,7.43589
2020-06-01,26.92307
2020-06-02,27.6923
2020-06-03,20.0
2020-06-04,20.76923
2020-06-05,13.33333
2020-06-06,11.02564
2020-06-07,10.76923
2020-06-08,21.79487
2020-06-09,15.64102
2020-06-10,25.64102
2020-06-11,22.05128
2020-06-12,21.02564
2020-06-13,7.6923
2020-06-14,10.76923
2020-06-15,20.51282
2020-06-16,27.17948
2020-06-17,23.84615
2020-06-18,23.33333
2020-06-19,18.71794
2020-06-20,7.17948
2020-06-21,10.51282
2020-06-22,24.35897
2020-06-23,23.07692
2020-06-24,15.1282
2020-06-25,26.92307
2020-06-26,20.76923
2020-06-27,8.20512
2020-06-28,5.89743
2020-06-29,17.43589
2020-06-30,23.58974
2020-07-01,22.05128
2020-07-02,24.10256
2020-07-03,22.30769
2020-07-04,12.05128
2020-07-05,12.05128
2020-07-06,18.71794
2020-07-07,19.74358
2020-07-08,17.94871
2020-07-09,20.0
2020-07-10,14.10256
2020-07-11,12.5641
2020-07-12,12.30769
2020-07-13,21.28205
2020-07-14,20.76923
2020-07-15,22.30769
2020-07-16,20.76923
2020-07-17,21.79487
2020-07-18,7.94871
2020-07-19,6.41025
2020-07-20,22.5641
2020-07-21,21.53846
2020-07-22,23.07692
2020-07-23,26.66666
2020-07-24,21.79487
2020-07-25,10.0
2020-07-26,11.02564
2020-07-27,24.87179
2020-07-28,28.71794
2020-07-29,23.58974
2020-07-30,22.05128
2020-07-31,23.33333
2020-08-01,10.25641
2020-08-02,10.0
2020-08-03,25.38461
2020-08-04,24.61538
2020-08-05,23.58974
2020-08-06,20.76923
2020-08-07,21.53846
2020-08-08,14.35897
2020-08-09,10.0
2020-08-10,22.82051
2020-08-11,30.76923
2020-08-12,27.17948
2020-08-13,21.28205
2020-08-14,20.76923
2020-08-15,7.94871
2020-08-16,13.07692
2020-08-17,13.07692
2020-08-18,25.38461
2020-08-19,39.48717
2020-08-20,42.5641
2020-08-21,29.48717
2020-08-22,13.58974
2020-08-23,13.07692
2020-08-24,33.84615
2020-08-25,26.92307
2020-08-26,24.61538
2020-08-27,25.64102
2020-08-28,23.33333
2020-08-29,14.10256
2020-08-30,12.5641
2020-08-31,24.61538
2020-09-01,31.79487
2020-09-02,31.02564
2020-09-03,21.02564
2020-09-04,20.51282
2020-09-05,9.48717
2020-09-06,12.30769
2020-09-07,19.74358
2020-09-08,33.33333
2020-09-09,30.76923
2020-09-10,33.07692
2020-09-11,34.61538
2020-09-12,14.10256
2020-09-13,12.05128
2020-09-14,25.89743
2020-09-15,32.82051
2020-09-16,31.02564
2020-09-17,24.35897
2020-09-18,19.23076
2020-09-19,17.43589
2020-09-20,14.35897
2020-09-21,31.28205
2020-09-22,29.74358
2020-09-23,28.46153
2020-09-24,21.53846
2020-09-25,14.35897
2020-09-26,5.89743
2020-09-27,9.74358
2020-09-28,20.51282
2020-09-29,17.6923
2020-09-30,9.48717
2020-10-01,8.46153
2020-10-02,6.92307
2020-10-03,9.48717
2020-10-04,11.02564
2020-10-05,30.51282
2020-10-06,22.82051
2020-10-07,21.28205
2020-10-08,21.53846
2020-10-09,8.46153
2020-10-10,8.20512
2020-10-11,9.23076
2020-10-12,30.51282
2020-10-13,27.17948
2020-10-14,25.38461
2020-10-15,21.02564
2020-10-16,22.82051
2020-10-17,7.17948
2020-10-18,9.74358
2020-10-19,22.82051
2020-10-20,21.53846
2020-10-21,20.51282
2020-10-22,20.51282
2020-10-23,15.89743
2020-10-24,10.76923
2020-10-25,9.74358
2020-10-26,24.87179
2020-10-27,22.82051
2020-10-28,19.74358
2020-10-29,21.28205
2020-10-30,19.23076
2020-10-31,7.17948
2020-11-01,9.74358
2020-11-02,25.38461
2020-11-03,21.53846
2020-11-04,15.64102
2020-11-05,18.20512
2020-11-06,18.46153
2020-11-07,11.79487
2020-11-08,8.71794
2020-11-09,19.74358
2020-11-10,21.02564
2020-11-11,18.97435
2020-11-12,18.20512
2020-11-13,14.35897
2020-11-14,8.71794
2020-11-15,10.25641
2020-11-16,20.76923
2020-11-17,20.25641
2020-11-18,19.23076
2020-11-19,17.94871
2020-11-20,13.84615
2020-11-21,8.97435
2020-11-22,14.35897
2020-11-23,29.74358
2020-11-24,24.87179
2020-11-25,25.38461
2020-11-26,25.64102
2020-11-27,22.5641
2020-11-28,10.25641
2020-11-29,10.0
2020-11-30,17.6923
2020-12-01,26.92307
2020-12-02,23.58974
2020-12-03,17.17948
2020-12-04,18.97435
2020-12-05,11.28205
2020-12-06,10.51282
2020-12-07,20.51282
2020-12-08,23.84615
2020-12-09,27.43589
2020-12-10,26.15384
2020-12-11,19.74358
2020-12-12,8.97435
2020-12-13,10.76923
2020-12-14,21.02564
2020-12-15,33.58974
2020-12-16,25.38461
2020-12-17,23.84615
2020-12-18,23.58974
2020-12-19,9.74358
2020-12-20,9.23076
2020-12-21,22.82051
2020-12-22,26.41025
2020-12-23,14.87179
2020-12-24,15.38461
2020-12-25,9.23076
2020-12-26,7.17948
2020-12-27,11.02564
2020-12-28,38.97435
2020-12-29,33.58974
2020-12-30,23.33333
2020-12-31,16.41025
2021-01-01,11.79487
2021-01-02,14.87179
2021-01-03,13.33333
2021-01-04,26.66666
2021-01-05,28.20512
2021-01-06,25.64102
2021-01-07,25.89743
2021-01-08,17.6923
2021-01-09,13.58974
2021-01-10,12.05128
2021-01-11,26.41025
2021-01-12,23.84615
2021-01-13,23.33333
2021-01-14,25.1282
2021-01-15,18.97435
2021-01-16,12.30769
2021-01-17,15.38461
2021-01-18,23.84615
2021-01-19,23.84615
2021-01-20,34.35897
2021-01-21,23.84615
2021-01-22,24.61538
2021-01-23,17.17948
2021-01-24,14.35897
2021-01-25,31.28205
2021-01-26,25.64102
2021-01-27,31.02564
2021-01-28,22.5641
2021-01-29,23.58974
2021-01-30,12.5641
2021-01-31,11.79487
2021-02-01,23.33333
2021-02-02,22.5641
2021-02-03,22.5641
2021-02-04,26.92307
2021-02-05,27.43589
2021-02-06,11.02564
2021-02-07,17.17948
2021-02-08,29.23076
2021-02-09,24.35897
2021-02-10,15.38461
2021-02-11,8.46153
2021-02-12,7.94871
2021-02-13,10.76923
2021-02-14,12.82051
2021-02-15,27.43589
2021-02-16,33.07692
2021-02-17,27.17948
2021-02-18,24.35897
2021-02-19,24.61538
2021-02-20,10.25641
2021-02-21,8.97435
2021-02-22,20.25641
2021-02-23,25.64102
2021-02-24,24.10256
2021-02-25,26.15384
2021-02-26,17.94871
2021-02-27,8.71794
2021-02-28,10.0
2021-03-01,12.30769
2021-03-02,21.28205
2021-03-03,22.30769
2021-03-04,25.1282
2021-03-05,14.61538
2021-03-06,8.71794
2021-03-07,8.71794
2021-03-08,22.30769
2021-03-09,22.5641
2021-03-10,22.30769
2021-03-11,20.51282
2021-03-12,17.6923
2021-03-13,14.61538
2021-03-14,12.5641
2021-03-15,25.64102
2021-03-16,24.10256
2021-03-17,19.48717
2021-03-18,20.25641
2021-03-19,20.51282
2021-03-20,9.74358
2021-03-21,11.79487
2021-03-22,21.53846
2021-03-23,18.71794
2021-03-24,19.74358
2021-03-25,18.97435
2021-03-26,12.30769
2021-03-27,8.71794
2021-03-28,14.35897
2021-03-29,21.53846
2021-03-30,27.94871
2021-03-31,21.02564
2021-04-01,16.66666
2021-04-02,19.74358
2021-04-03,11.53846
2021-04-04,8.46153
2021-04-05,18.71794
2021-04-06,21.53846
2021-04-07,22.82051
2021-04-08,19.74358
2021-04-09,20.51282
2021-04-10,6.41025
2021-04-11,10.0
2021-04-12,29.48717
2021-04-13,20.25641
2021-04-14,25.1282
2021-04-15,21.79487
2021-04-16,22.30769
2021-04-17,12.5641
2021-04-18,8.20512
2021-04-19,27.6923
2021-04-20,25.64102
2021-04-21,28.20512
2021-04-22,22.05128
2021-04-23,21.02564
2021-04-24,10.51282
2021-04-25,11.79487
2021-04-26,23.07692
2021-04-27,18.71794
2021-04-28,22.30769
2021-04-29,25.89743
2021-04-30,17.94871
2021-05-01,13.07692
2021-05-02,11.79487
2021-05-03,32.30769
2021-05-04,27.6923
2021-05-05,18.97435
2021-05-06,27.6923
2021-05-07,28.20512
2021-05-08,10.51282
2021-05-09,15.1282
2021-05-10,35.89743
2021-05-11,29.74358
2021-05-12,25.89743
2021-05-13,23.07692
2021-05-14,23.07692
2021-05-15,12.5641
2021-05-16,12.30769
2021-05-17,25.64102
2021-05-18,22.05128
2021-05-19,14.10256
2021-05-20,23.07692
2021-05-21,22.82051
2021-05-22,15.38461
2021-05-23,12.05128
2021-05-24,22.5641
2021-05-25,25.64102
2021-05-26,23.07692
2021-05-27,22.30769
2021-05-28,19.48717
2021-05-29,11.02564
2021-05-30,12.05128
2021-05-31,25.89743
2021-06-01,20.25641
2021-06-02,22.82051
2021-06-03,20.76923
2021-06-04,18.97435
2021-06-05,7.6923
2021-06-06,8.71794
2021-06-07,25.64102
2021-06-08,16.66666
2021-06-09,19.48717
2021-06-10,23.58974
2021-06-11,17.6923
2021-06-12,7.17948
2021-06-13,7.17948
2021-06-14,18.46153
2021-06-15,24.10256
2021-06-16,21.53846
2021-06-17,18.97435
2021-06-18,21.28205
2021-06-19,8.97435
2021-06-20,10.51282
2021-06-21,24.87179
2021-06-22,24.10256
2021-06-23,24.10256
2021-06-24,16.15384
2021-06-25,19.48717
2021-06-26,7.94871
2021-06-27,6.15384
2021-06-28,24.35897
2021-06-29,28.20512
2021-06-30,17.17948
2021-07-01,14.61538
2021-07-02,22.05128
2021-07-03,8.97435
2021-07-04,12.30769
2021-07-05,19.48717
2021-07-06,21.53846
2021-07-07,16.66666
2021-07-08,23.33333
2021-07-09,14.61538
2021-07-10,7.6923
2021-07-11,8.97435
2021-07-12,19.74358
2021-07-13,30.0
2021-07-14,25.89743
2021-07-15,24.10256
2021-07-16,22.30769
2021-07-17,12.05128
2021-07-18,14.10256
2021-07-19,28.97435
2021-07-20,27.43589
2021-07-21,27.43589
2021-07-22,26.66666
2021-07-23,17.94871
2021-07-24,10.51282
2021-07-25,12.30769
2021-07-26,24.35897
2021-07-27,28.97435
2021-07-28,28.71794
2021-07-29,28.97435
2021-07-30,26.92307
2021-07-31,16.66666
2021-08-01,12.82051
2021-08-02,34.61538
2021-08-03,32.30769
2021-08-04,24.10256
2021-08-05,27.6923
2021-08-06,26.15384
2021-08-07,12.82051
2021-08-08,12.30769
2021-08-09,32.82051
2021-08-10,34.87179
2021-08-11,27.6923
2021-08-12,24.87179
2021-08-13,24.87179
2021-08-14,9.74358
2021-08-15,10.76923
2021-08-16,20.25641
2021-08-17,32.82051
2021-08-18,30.51282
2021-08-19,31.53846
2021-08-20,28.46153
2021-08-21,14.10256
2021-08-22,13.07692
2021-08-23,32.5641
2021-08-24,35.89743
2021-08-25,37.17948
2021-08-26,100.0
2021-08-27,45.38461
2021-08-28,16.92307
2021-08-29,17.17948
2021-08-30,45.89743
2021-08-31,41.53846
2021-09-01,42.82051
2021-09-02,36.66666
2021-09-03,27.17948
2021-09-04,17.17948
2021-09-05,24.61538
2021-09-06,52.05128
2021-09-07,44.87179
2021-09-08,47.43589
2021-09-09,42.30769
2021-09-10,38.71794
2021-09-11,20.76923
2021-09-12,15.89743
2021-09-13,38.71794
2021-09-14,33.07692
2021-09-15,35.64102
2021-09-16,28.97435
2021-09-17,25.1282
2021-09-18,11.28205
2021-09-19,12.05128
2021-09-20,13.84615
2021-09-21,13.07692
2021-09-22,19.48717
2021-09-23,42.30769
2021-09-24,33.58974
2021-09-25,20.25641
2021-09-26,14.87179
2021-09-27,39.48717
2021-09-28,32.5641
2021-09-29,35.38461
2021-09-30,27.94871
2021-10-01,23.84615
2021-10-02,11.28205
2021-10-03,12.30769
2021-10-04,14.87179
2021-10-05,34.35897
2021-10-06,28.97435
2021-10-07,29.48717
2021-10-08,21.02564
2021-10-09,8.20512
2021-10-10,13.84615
2021-10-11,14.10256
2021-10-12,37.43589
2021-10-13,32.5641
2021-10-14,33.84615
2021-10-15,30.76923
2021-10-16,10.51282
