date,농심주가
2020-03-20,30.66155
2020-03-21,8.23119
2020-03-22,8.40529
2020-03-23,31.83147
2020-03-24,26.49721
2020-03-25,25.20194
2020-03-26,30.20194
2020-03-27,28.55153
2020-03-28,6.76183
2020-03-29,5.75905
2020-03-30,28.71866
2020-03-31,34.68662
2020-04-01,46.41364
2020-04-02,39.44289
2020-04-03,34.62395
2020-04-04,9.31058
2020-04-05,41.61559
2020-04-06,77.62534
2020-04-07,89.21309
2020-04-08,100.0
2020-04-09,57.46518
2020-04-10,46.33704
2020-04-11,12.35376
2020-04-12,9.1922
2020-04-13,38.73955
2020-04-14,31.72005
2020-04-15,8.30779
2020-04-16,28.39832
2020-04-17,31.14902
2020-04-18,6.1908
2020-04-19,5.98189
2020-04-20,27.75766
2020-04-21,25.52924
2020-04-22,28.30083
2020-04-23,24.62395
2020-04-24,29.85376
2020-04-25,6.77576
2020-04-26,7.66713
2020-04-27,28.3844
2020-04-28,23.08495
2020-04-29,21.23955
2020-04-30,4.54038
2020-05-01,4.49164
2020-05-02,3.02924
2020-05-03,2.96657
2020-05-04,19.83286
2020-05-05,5.26462
2020-05-06,17.72284
2020-05-07,18.80222
2020-05-08,15.70334
2020-05-09,3.01532
2020-05-10,2.75766
2020-05-11,19.28272
2020-05-12,22.84122
2020-05-13,23.41225
2020-05-14,21.44846
2020-05-15,32.27715
2020-05-16,11.63649
2020-05-17,6.33008
2020-05-18,34.31058
2020-05-19,32.59749
2020-05-20,25.70334
2020-05-21,25.10445
2020-05-22,20.69637
2020-05-23,10.27158
2020-05-24,5.66852
2020-05-25,23.80222
2020-05-26,22.56267
2020-05-27,24.422
2020-05-28,22.5
2020-05-29,19.69359
2020-05-30,3.66295
2020-05-31,2.99442
2020-06-01,22.38857
2020-06-02,18.76044
2020-06-03,21.23259
2020-06-04,21.46935
2020-06-05,17.72284
2020-06-06,3.68384
2020-06-07,8.02228
2020-06-08,20.50835
2020-06-09,20.91225
2020-06-10,18.40529
2020-06-11,23.89972
2020-06-12,32.36072
2020-06-13,11.53203
2020-06-14,6.72005
2020-06-15,36.46239
2020-06-16,29.10167
2020-06-17,36.23955
2020-06-18,35.29944
2020-06-19,27.54178
2020-06-20,5.73816
2020-06-21,5.06963
2020-06-22,24.31754
2020-06-23,23.83704
2020-06-24,26.90111
2020-06-25,25.83565
2020-06-26,23.2869
2020-06-27,3.93454
2020-06-28,3.7883
2020-06-29,19.96518
2020-06-30,20.56406
2020-07-01,17.42339
2020-07-02,20.83565
2020-07-03,20.68941
2020-07-04,4.51949
2020-07-05,4.32451
2020-07-06,22.39554
2020-07-07,21.50417
2020-07-08,20.58495
2020-07-09,19.96518
2020-07-10,18.54456
2020-07-11,5.25766
2020-07-12,3.85097
2020-07-13,39.60306
2020-07-14,30.79387
2020-07-15,24.39415
2020-07-16,20.66852
2020-07-17,20.43175
2020-07-18,5.19498
2020-07-19,7.05431
2020-07-20,26.1908
2020-07-21,23.6142
2020-07-22,22.22144
2020-07-23,24.00417
2020-07-24,19.97214
2020-07-25,3.7883
2020-07-26,4.11559
2020-07-27,18.80222
2020-07-28,18.55849
2020-07-29,17.88997
2020-07-30,18.44707
2020-07-31,17.89693
2020-08-01,3.82311
2020-08-02,4.35933
2020-08-03,22.88997
2020-08-04,22.49303
2020-08-05,20.73119
2020-08-06,20.65459
2020-08-07,20.11142
2020-08-08,5.49442
2020-08-09,5.31337
2020-08-10,21.27437
2020-08-11,24.43593
2020-08-12,25.51532
2020-08-13,23.91364
2020-08-14,21.62256
2020-08-15,5.50835
2020-08-16,3.62116
2020-08-17,5.36211
2020-08-18,21.42061
2020-08-19,22.17966
2020-08-20,24.53342
2020-08-21,22.10306
2020-08-22,8.48885
2020-08-23,5.01392
2020-08-24,19.72144
2020-08-25,23.01532
2020-08-26,19.84679
2020-08-27,23.21727
2020-08-28,23.51671
2020-08-29,4.86072
2020-08-30,5.69637
2020-08-31,21.13509
2020-09-01,18.55849
2020-09-02,19.81197
2020-09-03,21.60167
2020-09-04,30.93314
2020-09-05,9.47771
2020-09-06,5.7103
2020-09-07,22.71587
2020-09-08,22.48607
2020-09-09,21.21169
2020-09-10,20.11838
2020-09-11,19.00417
2020-09-12,5.02785
2020-09-13,5.20891
2020-09-14,19.70055
2020-09-15,19.19916
2020-09-16,19.97214
2020-09-17,18.83008
2020-09-18,21.62952
2020-09-19,7.31894
2020-09-20,6.74094
2020-09-21,24.0181
2020-09-22,20.98189
2020-09-23,19.72144
2020-09-24,26.74791
2020-09-25,20.83565
2020-09-26,6.46239
2020-09-27,5.18802
2020-09-28,18.40529
2020-09-29,16.63649
2020-09-30,4.47771
2020-10-01,3.04317
2020-10-02,3.32869
2020-10-03,3.43314
2020-10-04,5.91225
2020-10-05,18.19637
2020-10-06,18.12674
2020-10-07,18.64902
2020-10-08,19.12952
2020-10-09,5.66155
2020-10-10,5.64763
2020-10-11,4.36629
2020-10-12,18.73955
2020-10-13,19.49164
2020-10-14,25.41086
2020-10-15,20.55013
2020-10-16,19.56824
2020-10-17,4.26183
2020-10-18,4.47075
2020-10-19,18.82311
2020-10-20,18.11281
2020-10-21,17.95264
2020-10-22,16.55988
2020-10-23,26.78272
2020-10-24,5.34122
2020-10-25,3.5376
2020-10-26,17.18662
2020-10-27,17.30501
2020-10-28,17.11002
2020-10-29,16.47632
2020-10-30,17.10306
2020-10-31,3.6142
2020-11-01,3.88579
2020-11-02,18.55849
2020-11-03,17.19359
2020-11-04,28.18941
2020-11-05,27.20055
2020-11-06,21.38579
