date,엔비디아관련주
2020-07-19,0.83661
2020-07-20,0.66437
2020-07-21,0.812
2020-07-22,0.88582
2020-07-23,1.82701
2020-07-24,1.58095
2020-07-25,0.97194
2020-07-26,0.75049
2020-07-27,0.53518
2020-07-28,0.63976
2020-07-29,0.65206
2020-07-30,0.406
2020-07-31,0.406
2020-08-01,0.79355
2020-08-02,0.69512
2020-08-03,0.78125
2020-08-04,0.60285
2020-08-05,0.63976
2020-08-06,0.32603
2020-08-07,0.32603
2020-08-08,0.17224
2020-08-09,0.30757
2020-08-10,0.51673
2020-08-11,0.36294
2020-08-12,0.17224
2020-08-13,0.35679
2020-08-14,0.14148
2020-08-15,0.17839
2020-08-16,0.09842
2020-08-17,0.35063
2020-08-18,0.77509
2020-08-19,0.35679
2020-08-20,0.35679
2020-08-21,0.20915
2020-08-22,0.3937
2020-08-23,0.54749
2020-08-24,0.65821
2020-08-25,0.39985
2020-08-26,0.53518
2020-08-27,0.67667
2020-08-28,0.27066
2020-08-29,0.58439
2020-08-30,0.25221
2020-08-31,0.3937
2020-09-01,0.46751
2020-09-02,3.5433
2020-09-03,3.61712
2020-09-04,0.91658
2020-09-05,0.63361
2020-09-06,0.6213
2020-09-07,0.54749
2020-09-08,0.30142
2020-09-09,0.43061
2020-09-10,0.75049
2020-09-11,0.30142
2020-09-12,0.203
2020-09-13,0.56594
2020-09-14,8.15083
2020-09-15,7.27731
2020-09-16,1.69783
2020-09-17,0.88582
2020-09-18,0.75049
2020-09-19,0.65821
2020-09-20,0.74434
2020-09-21,0.59055
2020-09-22,0.87352
2020-09-23,0.6213
2020-09-24,1.67937
2020-09-25,0.95964
2020-09-26,0.6213
2020-09-27,0.74434
2020-09-28,0.71358
2020-09-29,0.43676
2020-09-30,0.35063
2020-10-01,0.26451
2020-10-02,0.30142
2020-10-03,0.34448
2020-10-04,0.31988
2020-10-05,0.7874
2020-10-06,0.9781
2020-10-07,1.07037
2020-10-08,0.47367
2020-10-09,0.29527
2020-10-10,0.09842
2020-10-11,0.11687
2020-10-12,0.38139
2020-10-13,0.54749
2020-10-14,0.19069
2020-10-15,0.16609
2020-10-16,0.09842
2020-10-17,0.04306
2020-10-18,0.11072
2020-10-19,0.20915
2020-10-20,0.06766
2020-10-21,0.14763
2020-10-22,0.19685
2020-10-23,0.10457
2020-10-24,0.05536
2020-10-25,0.03075
2020-10-26,0.07381
2020-10-27,0.04306
2020-10-28,0.05536
2020-10-29,0.06151
2020-10-30,0.14763
2020-10-31,0.0369
2020-11-01,0.03075
2020-11-02,0.14148
2020-11-03,0.09842
2020-11-04,0.14148
2020-11-05,0.07381
2020-11-06,0.14148
2020-11-07,0.12303
2020-11-08,0.48597
2020-11-09,0.25221
2020-11-10,2.90354
2020-11-11,1.70398
2020-11-12,0.55364
2020-11-13,0.3937
2020-11-14,0.11072
2020-11-15,0.24606
2020-11-16,0.31373
2020-11-17,0.34448
2020-11-18,0.33218
2020-11-19,0.78125
2020-11-20,0.4183
2020-11-21,0.25221
2020-11-22,0.14148
2020-11-23,0.09842
2020-11-24,0.17224
2020-11-25,0.19069
2020-11-26,0.20915
2020-11-27,0.20915
2020-11-28,0.15994
2020-11-29,0.14763
2020-11-30,0.19685
2020-12-01,0.23991
2020-12-02,0.23991
2020-12-03,0.25221
2020-12-04,0.15378
2020-12-05,0.07997
2020-12-06,0.09227
2020-12-07,0.2153
2020-12-08,0.19069
2020-12-09,0.19069
2020-12-10,0.22145
2020-12-11,0.07997
2020-12-12,0.15994
2020-12-13,0.08612
2020-12-14,0.06151
2020-12-15,0.16609
2020-12-16,0.13533
2020-12-17,0.27682
2020-12-18,0.55364
2020-12-19,0.28912
2020-12-20,0.27066
2020-12-21,0.2153
2020-12-22,0.17224
2020-12-23,0.25836
2020-12-24,0.14148
2020-12-25,0.09227
2020-12-26,0.11072
2020-12-27,0.05536
2020-12-28,0.11687
2020-12-29,0.19685
2020-12-30,0.20915
2020-12-31,0.11072
2021-01-01,0.10457
2021-01-02,0.13533
2021-01-03,0.11072
2021-01-04,0.38754
2021-01-05,0.22145
2021-01-06,0.3937
2021-01-07,0.55364
2021-01-08,0.9904
2021-01-09,0.38139
2021-01-10,0.55979
2021-01-11,0.64591
2021-01-12,0.93503
2021-01-13,0.49212
2021-01-14,0.81815
2021-01-15,0.67052
2021-01-16,0.3937
2021-01-17,0.4183
2021-01-18,0.2276
2021-01-19,0.28912
2021-01-20,0.34448
2021-01-21,0.63361
2021-01-22,0.46751
2021-01-23,0.18454
2021-01-24,0.29527
2021-01-25,0.17839
2021-01-26,0.2276
2021-01-27,0.27066
2021-01-28,0.14148
2021-01-29,0.09842
2021-01-30,0.10457
2021-01-31,0.09842
2021-02-01,0.09227
2021-02-02,0.19069
2021-02-03,0.12918
2021-02-04,0.15378
2021-02-05,0.12303
2021-02-06,0.12303
2021-02-07,0.12303
2021-02-08,0.15994
2021-02-09,0.89812
2021-02-10,0.19069
2021-02-11,0.28912
2021-02-12,0.28912
2021-02-13,0.13533
2021-02-14,0.15994
2021-02-15,0.38754
2021-02-16,0.41215
2021-02-17,0.91658
2021-02-18,0.75049
2021-02-19,0.89812
2021-02-20,0.93503
2021-02-21,0.609
2021-02-22,1.07037
2021-02-23,0.55979
2021-02-24,0.82431
2021-02-25,0.98425
2021-02-26,0.406
2021-02-27,0.18454
2021-02-28,0.33833
2021-03-01,0.19069
2021-03-02,0.13533
2021-03-03,0.09842
2021-03-04,0.09842
2021-03-05,0.14148
2021-03-06,0.0369
2021-03-07,0.0369
2021-03-08,0.09842
2021-03-09,0.04306
2021-03-10,0.33833
2021-03-11,0.04921
2021-03-12,0.16609
2021-03-13,0.04921
2021-03-14,0.09227
2021-03-15,0.09227
2021-03-16,0.13533
2021-03-17,0.15378
2021-03-18,0.12918
2021-03-19,0.04921
2021-03-20,0.03075
2021-03-21,0.0369
2021-03-22,0.06766
2021-03-23,0.05536
2021-03-24,0.06766
2021-03-25,0.0369
2021-03-26,0.12303
2021-03-27,0.15378
2021-03-28,0.09227
2021-03-29,0.08612
2021-03-30,0.0369
2021-03-31,0.07381
2021-04-01,0.0369
2021-04-02,0.12303
2021-04-03,0.0369
2021-04-04,0.05536
2021-04-05,0.08612
2021-04-06,0.15994
2021-04-07,0.08612
2021-04-08,0.09227
2021-04-09,0.07381
2021-04-10,0.08612
2021-04-11,0.32603
2021-04-12,0.52288
2021-04-13,2.7436
2021-04-14,1.1934
2021-04-15,0.69512
2021-04-16,2.03001
2021-04-17,0.2276
2021-04-18,0.406
2021-04-19,0.55364
2021-04-20,1.23646
2021-04-21,0.60285
2021-04-22,0.66437
2021-04-23,0.23991
2021-04-24,0.12303
2021-04-25,0.12303
2021-04-26,0.20915
2021-04-27,0.17224
2021-04-28,0.12303
2021-04-29,0.11687
2021-04-30,0.08612
2021-05-01,0.09227
2021-05-03,0.06766
2021-05-04,0.04921
2021-05-05,0.06151
2021-05-06,0.05536
2021-05-07,0.0369
2021-05-08,0.0369
2021-05-09,0.0369
2021-05-12,0.0369
2021-05-21,0.12918
2021-05-22,0.07381
2021-05-23,0.04921
2021-05-24,0.25221
2021-05-25,0.19685
2021-05-26,0.18454
2021-05-27,0.24606
2021-05-28,0.17224
2021-05-29,0.25836
2021-05-30,0.19685
2021-05-31,0.30142
2021-06-01,0.13533
2021-06-02,0.05536
2021-06-03,0.31988
2021-06-04,0.27682
2021-06-05,0.57824
2021-06-06,0.2276
2021-06-07,0.19685
2021-06-08,0.14763
2021-06-09,0.07381
2021-06-10,0.05536
2021-06-11,0.13533
2021-06-12,0.17839
2021-06-13,0.05536
2021-06-14,0.09842
2021-06-15,0.03075
2021-06-17,0.06766
2021-06-18,0.88582
2021-06-19,0.2276
2021-06-20,0.07997
2021-06-21,0.31373
2021-06-22,0.15994
2021-06-23,0.56594
2021-06-24,0.09842
2021-06-25,0.07997
2021-06-26,0.05536
2021-06-27,0.04306
2021-06-28,0.15378
2021-06-29,0.812
2021-06-30,0.11072
2021-07-01,0.09842
2021-07-02,0.29527
2021-07-03,0.03075
2021-07-04,0.08612
2021-07-05,0.09227
2021-07-06,0.51058
2021-07-07,0.89197
2021-07-08,0.609
2021-07-09,0.14148
2021-07-10,0.08612
2021-07-11,0.11072
2021-07-12,0.28912
2021-07-13,0.25221
2021-07-14,0.17224
2021-07-15,0.15378
2021-07-16,0.20915
2021-07-17,0.13533
2021-07-18,0.12918
2021-07-19,0.36909
2021-07-20,0.75664
2021-07-21,0.19685
2021-07-22,0.27066
2021-07-24,0.04921
2021-07-25,0.0369
2021-07-26,0.06151
2021-07-28,0.05536
2021-07-29,0.0369
2021-07-30,0.06151
2021-08-02,0.04306
2021-08-03,0.06151
2021-08-04,0.07381
2021-08-05,0.15378
2021-08-06,0.0369
2021-08-09,0.03075
2021-08-10,0.06151
2021-08-13,0.13533
2021-08-16,0.28297
2021-08-17,0.04306
2021-08-18,0.03075
2021-08-19,0.18454
2021-08-20,0.83046
2021-08-21,0.56594
2021-08-22,0.19069
2021-08-23,0.34448
2021-08-24,0.52288
2021-08-25,0.17224
2021-08-26,0.30142
2021-08-27,0.03075
2021-08-28,0.06766
2021-08-29,0.10457
2021-08-30,0.11687
2021-08-31,0.07997
2021-09-01,0.06766
2021-09-02,0.10457
2021-09-03,0.16609
2021-09-04,0.04921
2021-09-05,0.06766
2021-09-06,0.24606
2021-09-07,0.09842
2021-09-08,0.04921
2021-09-09,0.05536
2021-09-11,0.05536
2021-09-13,0.04306
2021-09-14,0.04306
2021-09-15,0.10457
2021-09-20,0.03075
2021-09-23,0.13533
2021-09-24,0.0369
2021-09-27,0.03075
2021-10-01,0.05536
2021-10-04,0.03075
2021-10-05,0.0369
2021-10-06,0.09227
2021-10-08,0.0369
2021-10-10,0.04306
2021-10-11,0.04306
2021-10-12,0.04306
2021-10-14,0.04306
2021-10-15,0.17224
2021-10-18,0.04921
2021-10-22,0.12303
2021-10-23,0.03075
2021-10-24,0.0369
2021-10-25,0.04306
2021-10-26,1.06422
2021-10-27,2.63902
2021-10-28,0.84891
2021-10-29,0.4183
2021-10-30,0.203
2021-10-31,0.12918
2021-11-01,0.3937
2021-11-02,0.7874
2021-11-03,0.33218
2021-11-04,1.0027
2021-11-05,7.06815
2021-11-06,0.54749
2021-11-07,0.44291
2021-11-08,1.11958
2021-11-09,2.1715
2021-11-10,1.74089
2021-11-11,0.74434
2021-11-12,1.24876
2021-11-13,0.66437
2021-11-14,0.64591
2021-11-15,1.33489
2021-11-16,0.62746
2021-11-17,0.52903
2021-11-18,2.57135
2021-11-19,7.51722
2021-11-20,2.06692
2021-11-21,1.43946
2021-11-22,1.64247
2021-11-23,1.22416
2021-11-24,0.51673
2021-11-25,1.03961
2021-11-26,0.71358
2021-11-27,0.61515
2021-11-28,0.51058
2021-11-29,0.41215
2021-11-30,1.1811
2021-12-01,0.42445
2021-12-02,0.76894
2021-12-03,1.09498
2021-12-04,0.64591
2021-12-05,0.50442
2021-12-06,0.63976
2021-12-07,0.64591
2021-12-08,2.30068
2021-12-09,0.57824
2021-12-10,0.47982
2021-12-11,0.33218
2021-12-12,0.33218
2021-12-13,0.41215
2021-12-14,0.46751
2021-12-15,0.61515
2021-12-16,3.70324
2021-12-17,0.56594
2021-12-18,0.23375
2021-12-19,0.13533
2021-12-20,0.16609
2021-12-21,0.16609
2021-12-22,0.31988
2021-12-23,0.25836
2021-12-24,0.25221
2021-12-25,0.13533
2021-12-26,0.25836
2021-12-27,0.32603
2021-12-28,0.96579
2021-12-29,0.39985
2021-12-30,0.19069
2021-12-31,0.25221
2022-01-01,0.26451
2022-01-02,0.30757
2022-01-03,0.27066
2022-01-04,0.54133
2022-01-05,0.31373
2022-01-06,0.23991
2022-01-07,0.36294
2022-01-08,0.10457
2022-01-09,0.24606
2022-01-10,0.15994
2022-01-11,0.29527
2022-01-12,0.20915
2022-01-13,0.23991
2022-01-14,0.17224
2022-01-15,0.12918
2022-01-16,0.11072
2022-01-17,0.09842
2022-01-18,0.07381
2022-01-19,0.12303
2022-01-20,0.12303
2022-01-21,0.19685
2022-01-22,0.0369
2022-01-23,0.0369
2022-01-24,0.06151
2022-01-25,0.17839
2022-01-26,0.11072
2022-01-27,0.26451
2022-01-28,0.10457
2022-01-29,0.0369
2022-01-31,0.04921
2022-02-01,0.23991
2022-02-02,0.20915
2022-02-03,0.15378
2022-02-04,0.2153
2022-02-05,0.05536
2022-02-06,0.06766
2022-02-07,0.08612
2022-02-08,0.14148
2022-02-09,0.22145
2022-02-10,0.81815
2022-02-11,0.10457
2022-02-12,0.09842
2022-02-13,0.03075
2022-02-14,0.11687
2022-02-15,0.19069
2022-02-16,3.33415
2022-02-17,0.54749
2022-02-18,0.46751
2022-02-19,0.11687
2022-02-20,0.11072
2022-02-21,0.11072
2022-02-22,0.05536
2022-02-23,0.10457
2022-02-24,0.09842
2022-02-25,0.25221
2022-02-26,0.05536
2022-02-28,0.08612
2022-03-01,0.05536
2022-03-02,0.04921
2022-03-03,0.19069
2022-03-04,0.05536
2022-03-05,0.09227
2022-03-06,0.15994
2022-03-07,0.06766
2022-03-08,0.05536
2022-03-10,0.23991
2022-03-11,0.06151
2022-03-14,0.04921
2022-03-15,0.11072
2022-03-16,1.07652
2022-03-17,0.36909
2022-03-18,0.30142
2022-03-19,0.44906
2022-03-20,0.3937
2022-03-21,0.80585
2022-03-22,0.19069
2022-03-23,0.30757
2022-03-24,0.25221
2022-03-25,6.36072
2022-03-26,0.33218
2022-03-27,0.2153
2022-03-28,0.31988
2022-03-29,0.18454
2022-03-30,0.30142
2022-03-31,0.06766
2022-04-01,0.07997
2022-04-02,0.08612
2022-04-03,0.06766
2022-04-04,0.04306
2022-04-05,0.12303
2022-04-06,0.12303
2022-04-07,0.08612
2022-04-08,0.06151
2022-04-09,0.06766
2022-04-10,0.04306
2022-04-11,0.20915
2022-04-12,0.19685
2022-04-13,0.11072
2022-04-14,0.24606
2022-04-15,0.04306
2022-04-17,0.03075
2022-04-18,0.06151
2022-04-19,0.15378
2022-04-20,0.09227
2022-04-21,0.06766
2022-04-22,0.14763
2022-04-23,0.03075
2022-04-25,0.03075
2022-04-26,0.0369
2022-04-27,0.04921
2022-04-29,0.26451
2022-05-02,0.0369
2022-05-03,0.07997
2022-05-04,0.07997
2022-05-10,0.04921
2022-05-11,0.06151
2022-05-14,0.13533
2022-05-16,0.06151
2022-05-17,0.03075
2022-05-18,0.09842
2022-05-20,0.05536
2022-05-21,0.05536
2022-05-22,0.10457
2022-05-23,0.10457
2022-05-24,0.15994
2022-05-25,0.13533
2022-05-26,0.74434
2022-05-27,0.16609
2022-05-28,0.04306
2022-05-29,0.04306
2022-05-30,0.04921
2022-06-01,0.05536
2022-06-02,0.04921
2022-06-03,0.25836
2022-06-05,0.0369
2022-06-07,0.03075
2022-06-09,0.07381
2022-06-10,0.0369
2022-06-14,0.05536
2022-06-16,0.05536
2022-06-21,0.0369
2022-06-22,0.0369
2022-06-23,0.0369
2022-06-25,0.05536
2022-06-27,0.04306
2022-06-28,0.03075
2022-06-30,0.03075
2022-07-04,0.0369
2022-07-06,0.04306
2022-07-07,0.06151
2022-07-08,0.05536
2022-07-18,0.07381
2022-07-19,0.14763
2022-07-20,0.43676
2022-07-21,0.46136
2022-07-22,0.08612
2022-07-27,0.0369
2022-07-28,0.23375
2022-07-29,0.04306
2022-08-01,0.0369
2022-08-02,0.05536
2022-08-03,0.03075
2022-08-04,0.04306
2022-08-05,0.03075
2022-08-08,0.07381
2022-08-09,0.49827
2022-08-10,0.06151
2022-08-11,0.15378
2022-08-16,0.04306
2022-08-17,0.04306
2022-08-19,0.09227
2022-08-22,0.0369
2022-08-23,0.11072
2022-08-24,0.12303
2022-08-25,0.203
2022-08-26,0.17839
2022-08-27,0.04306
2022-09-01,0.24606
2022-09-02,0.42445
2022-09-03,0.05536
2022-09-05,0.04306
2022-09-06,0.0369
2022-09-07,0.04306
2022-09-10,0.03075
2022-09-11,0.03075
2022-09-13,0.03075
2022-09-14,0.05536
2022-09-15,0.04306
2022-09-17,0.07381
2022-09-18,0.05536
2022-09-19,0.12303
2022-09-20,0.11687
2022-09-21,0.04921
2022-09-22,0.28297
2022-09-23,0.03075
2022-09-27,0.05536
2022-09-28,0.06151
2022-09-29,0.0369
2022-10-01,0.0369
2022-10-04,0.07997
2022-10-05,0.12918
2022-10-06,0.04921
2022-10-07,0.04306
2022-10-11,0.03075
2022-10-12,0.03075
2022-10-14,0.07997
2022-10-17,0.0369
2022-10-18,0.06151
2022-10-19,0.05536
2022-10-20,0.08612
2022-10-21,0.09842
2022-10-26,0.09227
2022-10-27,0.2276
2022-10-28,0.10457
2022-10-29,0.04921
2022-10-31,0.03075
2022-11-01,0.03075
2022-11-02,0.06766
2022-11-03,0.0369
2022-11-04,0.06151
2022-11-05,0.07997
2022-11-06,0.09227
2022-11-07,0.0369
2022-11-08,0.0369
2022-11-09,0.09842
2022-11-11,0.85506
2022-11-12,0.04306
2022-11-14,0.04921
2022-11-15,0.04921
2022-11-16,0.10457
2022-11-17,0.13533
2022-11-18,0.05536
2022-11-19,0.04306
2022-11-23,0.16609
2022-11-24,0.06151
2022-11-25,0.03075
2022-11-26,0.03075
2022-11-30,0.03075
2022-12-01,0.19069
2022-12-02,0.06766
2022-12-05,0.0369
2022-12-08,0.03075
2022-12-09,0.68282
2022-12-13,0.15994
2022-12-14,0.14763
2022-12-15,0.04306
2022-12-21,0.03075
2022-12-22,0.0369
2022-12-23,0.06766
2022-12-28,0.04306
2023-01-04,0.11687
2023-01-05,0.05536
2023-01-07,0.06151
2023-01-09,0.04921
2023-01-10,0.25221
2023-01-11,0.04306
2023-01-12,0.03075
2023-01-13,0.06766
2023-01-14,0.07381
2023-01-15,0.0369
2023-01-16,0.08612
2023-01-17,0.0369
2023-01-18,0.23375
2023-01-19,0.05536
2023-01-20,0.06766
2023-01-21,0.07381
2023-01-22,0.04306
2023-01-23,0.10457
2023-01-24,0.67667
2023-01-25,2.49138
2023-01-26,0.80585
2023-01-27,0.41215
2023-01-28,0.18454
2023-01-29,0.78125
2023-01-30,0.55364
2023-01-31,0.66437
2023-02-01,0.47367
2023-02-02,1.53789
2023-02-03,1.02731
2023-02-04,0.43676
2023-02-05,0.63976
2023-02-06,1.41486
2023-02-07,2.26377
2023-02-08,4.3184
2023-02-09,3.47563
2023-02-10,1.74089
2023-02-11,1.18725
2023-02-12,2.19611
2023-02-13,2.77436
2023-02-14,3.45103
2023-02-15,7.16658
2023-02-16,1.16264
2023-02-17,1.47022
2023-02-18,0.70743
2023-02-19,0.89812
2023-02-20,1.15034
2023-02-21,1.83932
2023-02-22,1.87007
2023-02-23,20.83538
2023-02-24,37.80757
2023-02-25,5.02583
2023-02-26,3.88164
2023-02-27,2.97121
2023-02-28,2.7682
2023-03-01,2.06077
2023-03-02,1.87623
2023-03-03,2.86663
2023-03-04,1.47022
2023-03-05,1.55634
2023-03-06,1.91313
2023-03-07,1.21801
2023-03-08,1.61171
2023-03-09,4.43528
2023-03-10,1.40255
2023-03-11,0.70127
2023-03-12,0.5967
2023-03-13,0.67667
2023-03-14,1.18725
2023-03-15,2.26377
2023-03-16,1.2057
2023-03-17,4.17691
2023-03-18,3.24803
2023-03-19,2.78666
2023-03-20,2.63902
2023-03-21,1.42716
2023-03-22,3.05118
2023-03-23,6.76058
2023-03-24,4.23843
2023-03-25,1.29798
2023-03-26,1.45792
2023-03-27,1.46407
2023-03-28,1.3718
2023-03-29,1.23031
2023-03-30,1.74089
2023-03-31,1.2057
2023-04-01,0.59055
2023-04-02,0.59055
2023-04-03,0.63976
2023-04-04,1.06422
2023-04-05,0.85506
2023-04-06,0.52288
2023-04-07,0.95349
2023-04-08,0.54749
2023-04-09,0.41215
2023-04-10,0.70127
2023-04-11,1.04576
2023-04-12,0.56594
2023-04-13,0.45521
2023-04-14,0.55979
2023-04-15,0.54133
2023-04-16,0.53518
2023-04-17,1.21801
2023-04-18,1.46407
2023-04-19,4.57062
2023-04-20,2.14074
2023-04-21,1.86392
2023-04-22,0.43061
2023-04-23,0.75049
2023-04-24,0.63361
2023-04-25,0.49212
2023-04-26,0.83046
2023-04-27,1.05807
2023-04-28,0.56594
2023-04-29,0.32603
2023-04-30,0.17224
2023-05-01,0.50442
2023-05-02,3.07578
2023-05-03,0.87352
2023-05-04,0.46751
2023-05-05,0.34448
2023-05-06,0.34448
2023-05-07,0.2276
2023-05-08,0.82431
2023-05-09,1.12573
2023-05-10,0.6213
2023-05-11,0.49827
2023-05-12,0.44906
2023-05-13,0.2153
2023-05-14,0.14148
2023-05-15,0.23375
2023-05-16,0.65206
2023-05-17,0.57824
2023-05-18,3.10654
2023-05-19,6.34842
2023-05-20,0.92888
2023-05-21,1.15649
2023-05-22,2.29453
2023-05-23,2.21456
2023-05-24,2.25762
2023-05-25,100.0
2023-05-26,58.39689
2023-05-27,9.92249
2023-05-28,6.56373
2023-05-29,7.60949
2023-05-30,23.59744
2023-05-31,24.48941
2023-06-01,10.94365
2023-06-02,14.66535
2023-06-03,4.46604
2023-06-04,4.42913
2023-06-05,5.18577
2023-06-06,4.01697
2023-06-07,3.44488
2023-06-08,2.66363
2023-06-09,4.61983
2023-06-10,2.30068
2023-06-11,3.87549
2023-06-12,2.97121
2023-06-13,5.26574
2023-06-14,9.90403
2023-06-15,14.29625
2023-06-16,4.98277
2023-06-17,3.5433
2023-06-18,1.88238
2023-06-19,2.59596
2023-06-20,2.13459
2023-06-21,6.66215
2023-06-22,2.23302
2023-06-23,1.61171
2023-06-24,1.07037
2023-06-25,0.74434
2023-06-26,1.85162
2023-06-27,2.08538
2023-06-28,3.01427
2023-06-29,2.50369
2023-06-30,1.48252
2023-07-01,2.30068
2023-07-02,1.11343
2023-07-03,2.9343
2023-07-04,2.71899
2023-07-05,1.7778
2023-07-06,1.67937
2023-07-07,1.29798
2023-07-08,1.32874
2023-07-09,0.94119
2023-07-10,0.94734
2023-07-11,2.23302
2023-07-12,2.46678
2023-07-13,8.58759
2023-07-14,14.62229
2023-07-15,3.30954
2023-07-16,1.94389
2023-07-17,2.30684
2023-07-18,4.23843
2023-07-19,4.54601
2023-07-20,2.5775
2023-07-21,1.88238
2023-07-22,1.41486
2023-07-23,1.44562
2023-07-24,1.7655
2023-07-25,2.23917
2023-07-26,3.7217
2023-07-27,2.14689
2023-07-28,2.60826
2023-07-29,3.50639
2023-07-30,2.99581
2023-07-31,2.67593
2023-08-01,2.51599
2023-08-02,1.94389
2023-08-03,1.93159
2023-08-04,1.87007
2023-08-05,1.61171
2023-08-06,1.65477
2023-08-07,2.01771
2023-08-08,2.03001
2023-08-09,3.33415
2023-08-10,2.96505
2023-08-11,1.92544
2023-08-12,1.52559
2023-08-13,1.32258
2023-08-14,1.47637
2023-08-15,26.0027
2023-08-16,13.67495
2023-08-17,6.12081
2023-08-18,6.21924
2023-08-19,2.97121
2023-08-20,4.54601
2023-08-21,12.98597
2023-08-22,36.9279
2023-08-23,13.85949
2023-08-24,82.68946
2023-08-25,9.33809
2023-08-26,3.74015
2023-08-27,2.45447
2023-08-28,2.5406
2023-08-29,3.86934
2023-08-30,10.72219
2023-08-31,6.26845
2023-09-01,3.77091
2023-09-02,2.3622
2023-09-03,1.35949
2023-09-04,2.25147
2023-09-05,1.9808
2023-09-06,2.39911
2023-09-07,1.55634
2023-09-08,1.40255
2023-09-09,0.73203
2023-09-10,1.32874
2023-09-11,1.34104
2023-09-12,1.33489
2023-09-13,1.21186
2023-09-14,1.44562
2023-09-15,1.06422
2023-09-16,0.76279
2023-09-17,1.55634
2023-09-18,0.77509
2023-09-19,0.94119
2023-09-20,0.5967
2023-09-21,0.67667
2023-09-22,0.60285
2023-09-23,0.63976
2023-09-24,0.28297
2023-09-25,0.62746
2023-09-26,0.94119
2023-09-27,0.57209
2023-09-28,0.4183
2023-09-29,0.37524
2023-09-30,0.37524
2023-10-01,0.203
2023-10-02,0.51058
2023-10-03,1.3718
2023-10-04,1.06422
2023-10-05,1.07652
2023-10-06,1.37795
2023-10-07,0.69512
2023-10-08,0.41215
2023-10-09,0.43061
2023-10-10,0.6213
2023-10-11,0.83661
2023-10-12,2.43602
2023-10-13,0.97194
2023-10-14,0.62746
2023-10-15,0.35063
2023-10-16,0.49212
2023-10-17,2.03617
2023-10-18,2.89124
2023-10-19,1.48252
2023-10-20,0.86122
2023-10-21,0.28297
2023-10-22,0.26451
2023-10-23,0.73203
2023-10-24,4.34916
2023-10-25,2.03617
2023-10-26,0.812
2023-10-27,0.87967
2023-10-28,0.36294
2023-10-29,0.19685
2023-10-30,0.812
2023-10-31,1.31643
2023-11-01,1.015
2023-11-02,2.36835
2023-11-03,1.29798
2023-11-04,1.61786
2023-11-05,0.90428
2023-11-06,1.03346
2023-11-07,1.30413
2023-11-08,1.03961
2023-11-09,1.37795
2023-11-10,2.03001
2023-11-11,1.41486
2023-11-12,1.21801
2023-11-13,0.7997
2023-11-14,3.26648
2023-11-15,4.97047
2023-11-16,2.5529
2023-11-17,1.83316
2023-11-18,1.10728
2023-11-19,1.53789
2023-11-20,4.83513
2023-11-21,16.38164
2023-11-22,10.03937
2023-11-23,3.38951
2023-11-24,0.94119
2023-11-25,0.89812
2023-11-26,0.67667
2023-11-27,0.88582
2023-11-28,1.1811
2023-11-29,1.34719
2023-11-30,1.42101
2023-12-01,1.1934
2023-12-02,0.89812
2023-12-03,0.59055
2023-12-04,0.50442
2023-12-05,0.92273
2023-12-06,1.43946
2023-12-07,0.89197
2023-12-08,1.52559
2023-12-09,1.08882
2023-12-10,0.59055
2023-12-11,1.24876
2023-12-12,1.64247
2023-12-13,1.80856
2023-12-14,1.3964
2023-12-15,0.68282
