date,옹심이
2020-08-06,12.47833
2020-08-07,12.08838
2020-08-08,15.59792
2020-08-09,17.15771
2020-08-10,11.13518
2020-08-11,13.34488
2020-08-12,12.04506
2020-08-13,10.18197
2020-08-14,11.82842
2020-08-15,12.86828
2020-08-16,15.51126
2020-08-17,11.87175
2020-08-18,11.65511
2020-08-19,10.7019
2020-08-20,11.35181
2020-08-21,10.74523
2020-08-22,11.1785
2020-08-23,12.47833
2020-08-24,10.2253
2020-08-25,8.88214
2020-08-26,10.09532
2020-08-27,10.83188
2020-08-28,9.05545
2020-08-29,10.61525
2020-08-30,10.96187
2020-08-31,10.52859
2020-09-01,8.36221
2020-09-02,9.96533
2020-09-03,9.79202
2020-09-04,8.57885
2020-09-05,10.26863
2020-09-06,10.74523
2020-09-07,9.31542
2020-09-08,9.18544
2020-09-09,9.27209
2020-09-10,9.40207
2020-09-11,12.21837
2020-09-12,16.81109
2020-09-13,10.65857
2020-09-14,9.57538
2020-09-15,7.53899
2020-09-16,9.53206
2020-09-17,9.92201
2020-09-18,9.05545
2020-09-19,9.96533
2020-09-20,10.39861
2020-09-21,8.62218
2020-09-22,9.79202
2020-09-23,7.92894
2020-09-24,8.23223
2020-09-25,9.09878
2020-09-26,9.92201
2020-09-27,10.35528
2020-09-28,8.70883
2020-09-29,8.27556
2020-09-30,8.1889
2020-10-01,7.92894
2020-10-02,10.52859
2020-10-03,11.30849
2020-10-04,11.9584
2020-10-05,9.31542
2020-10-06,7.92894
2020-10-07,8.70883
2020-10-08,9.66204
2020-10-09,10.78856
2020-10-10,13.6915
2020-10-11,12.52166
2020-10-12,9.70537
2020-10-13,8.23223
2020-10-14,9.83535
2020-10-15,9.87868
2020-10-16,9.05545
2020-10-17,11.4818
2020-10-18,11.65511
2020-10-19,10.61525
2020-10-20,9.27209
2020-10-21,8.70883
2020-10-22,9.66204
2020-10-23,8.9688
2020-10-24,11.9584
2020-10-25,12.86828
2020-10-26,9.96533
2020-10-27,9.79202
2020-10-28,8.01559
2020-10-29,10.7019
2020-10-30,9.48873
2020-10-31,11.35181
2020-11-01,12.435
2020-11-02,9.14211
2020-11-03,10.61525
2020-11-04,9.66204
2020-11-05,9.27209
2020-11-06,13.25823
2020-11-07,13.60485
2020-11-08,13.2149
2020-11-09,12.04506
2020-11-10,11.1785
2020-11-11,10.2253
2020-11-12,11.13518
2020-11-13,22.61698
2020-11-14,22.40034
2020-11-15,20.4506
2020-11-16,14.55805
2020-11-17,12.30502
2020-11-18,11.74176
2020-11-19,12.00173
2020-11-20,11.09185
2020-11-21,12.34835
2020-11-22,13.38821
2020-11-23,10.78856
2020-11-24,9.96533
2020-11-25,10.48526
2020-11-26,16.33448
2020-11-27,11.26516
2020-11-28,11.22183
2020-11-29,11.09185
2020-11-30,11.4818
2020-12-01,10.09532
2020-12-02,13.6915
2020-12-03,11.35181
2020-12-04,11.74176
2020-12-05,10.7019
2020-12-06,13.08492
2020-12-07,9.96533
2020-12-08,10.83188
2020-12-09,9.66204
2020-12-10,10.09532
2020-12-11,10.78856
2020-12-12,11.78509
2020-12-13,13.64818
2020-12-14,11.43847
2020-12-15,12.99826
2020-12-16,11.39514
2020-12-17,13.17157
2020-12-18,12.34835
2020-12-19,17.37435
2020-12-20,19.23743
2020-12-21,43.15424
2020-12-22,15.51126
2020-12-23,11.61178
2020-12-24,11.30849
2020-12-25,11.65511
2020-12-26,12.99826
2020-12-27,13.17157
2020-12-28,10.05199
2020-12-29,9.53206
2020-12-30,8.70883
2020-12-31,9.87868
2021-01-01,12.47833
2021-01-02,12.69497
2021-01-03,11.69844
2021-01-04,9.35875
2021-01-05,10.65857
2021-01-06,9.70537
2021-01-07,10.96187
2021-01-08,10.44194
2021-01-09,13.6915
2021-01-10,13.90814
2021-01-11,10.35528
2021-01-12,12.60831
2021-01-13,10.05199
2021-01-14,11.43847
2021-01-15,10.96187
2021-01-16,11.56845
2021-01-17,13.04159
2021-01-18,12.47833
2021-01-19,10.91854
2021-01-20,9.4454
2021-01-21,10.57192
2021-01-22,10.26863
2021-01-23,13.17157
2021-01-24,12.39168
2021-01-25,8.9688
2021-01-26,11.13518
2021-01-27,11.52512
2021-01-28,11.30849
2021-01-29,13.08492
2021-01-30,14.99133
2021-01-31,16.11785
2021-02-01,10.44194
2021-02-02,11.9584
2021-02-03,10.09532
2021-02-04,8.70883
2021-02-05,10.31195
2021-02-06,11.09185
2021-02-07,13.82149
2021-02-08,9.4454
2021-02-09,10.57192
2021-02-10,9.31542
2021-02-11,13.64818
2021-02-12,9.48873
2021-02-13,13.86481
2021-02-14,10.00866
2021-02-15,9.35875
2021-02-16,9.35875
2021-02-17,10.05199
2021-02-18,10.83188
2021-02-19,10.78856
2021-02-20,13.34488
2021-02-21,12.86828
2021-02-22,10.05199
2021-02-23,9.48873
2021-02-24,9.27209
2021-02-25,11.00519
2021-02-26,10.00866
2021-02-27,12.91161
2021-02-28,15.42461
2021-03-01,13.60485
2021-03-02,7.97227
2021-03-03,8.14558
2021-03-04,9.4454
2021-03-05,12.17504
2021-03-06,12.99826
2021-03-07,13.9948
2021-03-08,9.01213
2021-03-09,9.70537
2021-03-10,9.31542
2021-03-11,9.01213
2021-03-12,9.61871
2021-03-13,10.18197
2021-03-14,12.65164
2021-03-15,9.40207
2021-03-16,10.65857
2021-03-17,8.44887
2021-03-18,9.87868
2021-03-19,10.05199
2021-03-20,12.08838
2021-03-21,13.04159
2021-03-22,10.18197
2021-03-23,9.40207
2021-03-24,8.01559
2021-03-25,8.83882
2021-03-26,9.70537
2021-03-27,10.96187
2021-03-28,14.73136
2021-03-29,9.48873
2021-03-30,8.92547
2021-03-31,9.14211
2021-04-01,9.61871
2021-04-02,9.35875
2021-04-03,12.34835
2021-04-04,11.09185
2021-04-05,10.65857
2021-04-06,8.88214
2021-04-07,9.83535
2021-04-08,9.48873
2021-04-09,10.44194
2021-04-10,12.60831
2021-04-11,14.4714
2021-04-12,10.96187
2021-04-13,11.09185
2021-04-14,33.27556
2021-04-15,30.06932
2021-04-16,22.35701
2021-04-17,47.09705
2021-04-18,41.55112
2021-04-19,19.06412
2021-04-20,13.90814
2021-04-21,19.15077
2021-04-22,19.80069
2021-04-23,16.42114
2021-04-24,18.15424
2021-04-25,20.32062
2021-04-26,13.95147
2021-04-27,14.16811
2021-04-28,23.22357
2021-04-29,17.41767
2021-04-30,13.9948
2021-05-01,25.43327
2021-05-02,24.2201
2021-05-03,13.51819
2021-05-04,16.42114
2021-05-05,49.61005
2021-05-06,24.26343
2021-05-07,19.06412
2021-05-08,25.69324
2021-05-09,35.13864
2021-05-10,16.72443
2021-05-11,17.11438
2021-05-12,16.24783
2021-05-13,14.90467
2021-05-14,15.38128
2021-05-15,19.32409
2021-05-16,22.09705
2021-05-17,15.55459
2021-05-18,15.25129
2021-05-19,16.37781
2021-05-20,15.90121
2021-05-21,16.07452
2021-05-22,16.76776
2021-05-23,16.9844
2021-05-24,14.948
2021-05-25,15.90121
2021-05-26,14.90467
2021-05-27,15.85788
2021-05-28,16.81109
2021-05-29,14.948
2021-05-30,15.64124
2021-05-31,16.07452
2021-06-01,13.51819
2021-06-02,13.17157
2021-06-03,16.42114
2021-06-04,13.73483
2021-06-05,16.85441
2021-06-06,20.06065
2021-06-07,13.86481
2021-06-08,12.21837
2021-06-09,13.47487
2021-06-10,15.7279
2021-06-11,15.25129
2021-06-12,14.948
2021-06-13,16.9844
2021-06-14,13.34488
2021-06-15,14.948
2021-06-16,13.38821
2021-06-17,13.2149
2021-06-18,15.42461
2021-06-19,15.16464
2021-06-20,18.54419
2021-06-21,14.21143
2021-06-22,14.16811
2021-06-23,13.77816
2021-06-24,12.82495
2021-06-25,13.38821
2021-06-26,15.68457
2021-06-27,18.84748
2021-06-28,13.60485
2021-06-29,11.78509
2021-06-30,11.52512
2021-07-01,13.17157
2021-07-02,13.47487
2021-07-03,17.07105
2021-07-04,20.9272
2021-07-05,15.55459
2021-07-06,12.99826
2021-07-07,13.30155
2021-07-08,12.82495
2021-07-09,14.4714
2021-07-10,16.72443
2021-07-11,17.41767
2021-07-12,12.95493
2021-07-13,13.86481
2021-07-14,15.12131
2021-07-15,15.38128
2021-07-16,12.47833
2021-07-17,16.89774
2021-07-18,20.01733
2021-07-19,16.63778
2021-07-20,14.21143
2021-07-21,13.04159
2021-07-22,13.95147
2021-07-23,12.17504
2021-07-24,13.51819
2021-07-25,15.77123
2021-07-26,13.77816
2021-07-27,13.82149
2021-07-28,14.21143
2021-07-29,13.73483
2021-07-30,22.66031
2021-07-31,20.58058
2021-08-01,21.88041
2021-08-02,19.15077
2021-08-03,18.84748
2021-08-04,17.07105
2021-08-05,16.29116
2021-08-06,18.93414
2021-08-07,15.33795
2021-08-08,20.62391
2021-08-09,15.46793
2021-08-10,15.38128
2021-08-11,14.51473
2021-08-12,17.20103
2021-08-13,16.2045
2021-08-14,18.45753
2021-08-15,21.92374
2021-08-16,18.58752
2021-08-17,15.07798
2021-08-18,16.6811
2021-08-19,14.12478
2021-08-20,14.29809
2021-08-21,20.71057
2021-08-22,16.37781
2021-08-23,16.33448
2021-08-24,15.03466
2021-08-25,13.38821
2021-08-26,12.435
2021-08-27,15.98786
2021-08-28,16.42114
2021-08-29,16.55112
2021-08-30,12.69497
2021-08-31,13.90814
2021-09-01,12.7383
2021-09-02,11.9584
2021-09-03,11.82842
2021-09-04,14.60138
2021-09-05,17.54766
2021-09-06,12.17504
2021-09-07,14.73136
2021-09-08,11.00519
2021-09-09,13.95147
2021-09-10,11.74176
2021-09-11,14.16811
2021-09-12,16.81109
2021-09-13,12.95493
2021-09-14,13.82149
2021-09-15,13.86481
2021-09-16,12.52166
2021-09-17,13.30155
2021-09-18,15.7279
2021-09-19,16.89774
2021-09-20,18.2409
2021-09-21,14.38474
2021-09-22,18.58752
2021-09-23,15.77123
2021-09-24,16.63778
2021-09-25,14.948
2021-09-26,18.41421
2021-09-27,13.9948
2021-09-28,16.33448
2021-09-29,16.07452
2021-09-30,14.34142
2021-10-01,13.38821
2021-10-02,15.42461
2021-10-03,20.06065
2021-10-04,19.80069
2021-10-05,15.7279
2021-10-06,15.98786
2021-10-07,15.64124
2021-10-08,15.59792
2021-10-09,17.67764
2021-10-10,24.78336
2021-10-11,24.87001
2021-10-12,12.86828
2021-10-13,15.33795
2021-10-14,13.2149
2021-10-15,15.81455
2021-10-16,18.63084
2021-10-17,21.83708
2021-10-18,14.86135
2021-10-19,14.51473
2021-10-20,14.60138
2021-10-21,12.08838
2021-10-22,14.60138
2021-10-23,16.89774
2021-10-24,21.31715
2021-10-25,13.17157
2021-10-26,16.59445
2021-10-27,13.56152
2021-10-28,15.51126
2021-10-29,14.03812
2021-10-30,18.28422
2021-10-31,17.461
2021-11-01,13.73483
2021-11-02,15.77123
2021-11-03,15.68457
2021-11-04,15.81455
2021-11-05,14.25476
2021-11-06,16.9844
2021-11-07,18.19757
2021-11-08,16.03119
2021-11-09,16.59445
2021-11-10,16.59445
2021-11-11,15.46793
2021-11-12,15.03466
2021-11-13,17.24436
2021-11-14,19.71403
2021-11-15,14.08145
2021-11-16,15.33795
2021-11-17,15.33795
2021-11-18,13.86481
2021-11-19,14.55805
2021-11-20,18.28422
2021-11-21,20.10398
2021-11-22,15.12131
2021-11-23,24.74003
2021-11-24,29.7227
2021-11-25,21.83708
2021-11-26,17.37435
2021-11-27,18.02426
2021-11-28,18.80415
2021-11-29,15.07798
2021-11-30,19.06412
2021-12-01,15.20797
2021-12-02,15.16464
2021-12-03,15.98786
2021-12-04,18.45753
2021-12-05,20.9272
2021-12-06,17.24436
2021-12-07,17.02772
2021-12-08,12.99826
2021-12-09,99.13344
2021-12-10,74.2201
2021-12-11,47.01039
2021-12-12,55.71923
2021-12-13,29.33275
2021-12-14,29.85268
2021-12-15,32.58232
2021-12-16,34.14211
2021-12-17,29.67937
2021-12-18,27.16637
2021-12-19,30.50259
2021-12-20,26.12651
2021-12-21,39.68804
2021-12-22,100.0
2021-12-23,30.11265
2021-12-24,23.31022
2021-12-25,23.22357
2021-12-26,24.61005
2021-12-27,21.2305
2021-12-28,21.96707
2021-12-29,28.4662
2021-12-30,37.47833
2021-12-31,24.6967
2022-01-01,30.6759
2022-01-02,23.61351
2022-01-03,18.84748
2022-01-04,18.37088
2022-01-05,17.76429
2022-01-06,16.76776
2022-01-07,16.9844
2022-01-08,21.31715
2022-01-09,23.83015
2022-01-10,18.41421
2022-01-11,19.71403
2022-01-12,18.97746
2022-01-13,18.02426
2022-01-14,20.9272
2022-01-15,22.22703
2022-01-16,22.9636
2022-01-17,16.76776
2022-01-18,16.2045
2022-01-19,15.42461
2022-01-20,18.02426
2022-01-21,16.85441
2022-01-22,20.71057
2022-01-23,21.44714
2022-01-24,18.58752
2022-01-25,17.33102
2022-01-26,14.12478
2022-01-27,15.85788
2022-01-28,14.34142
2022-01-29,17.54766
2022-01-30,19.23743
2022-01-31,17.41767
2022-02-01,14.81802
2022-02-02,21.44714
2022-02-03,14.25476
2022-02-04,15.46793
2022-02-05,20.53726
2022-02-06,21.62045
2022-02-07,16.07452
2022-02-08,13.30155
2022-02-09,16.16117
2022-02-10,14.60138
2022-02-11,17.72097
2022-02-12,23.4402
2022-02-13,23.96013
2022-02-14,16.89774
2022-02-15,15.25129
2022-02-16,17.50433
2022-02-17,15.20797
2022-02-18,17.72097
2022-02-19,22.53032
2022-02-20,24.65337
2022-02-21,22.61698
2022-02-22,16.72443
2022-02-23,14.68804
2022-02-24,14.08145
2022-02-25,16.2045
2022-02-26,17.54766
2022-02-27,20.40727
2022-02-28,14.86135
2022-03-01,16.9844
2022-03-02,12.69497
2022-03-03,14.08145
2022-03-04,11.35181
2022-03-05,17.59098
2022-03-06,17.80762
2022-03-07,11.69844
2022-03-08,15.77123
2022-03-09,16.16117
2022-03-10,11.87175
2022-03-11,13.73483
2022-03-12,15.98786
2022-03-13,20.10398
2022-03-14,12.65164
2022-03-15,13.73483
2022-03-16,11.30849
2022-03-17,14.12478
2022-03-18,15.33795
2022-03-19,16.63778
2022-03-20,17.85095
2022-03-21,11.65511
2022-03-22,16.42114
2022-03-23,16.6811
2022-03-24,15.55459
2022-03-25,17.41767
2022-03-26,19.02079
2022-03-27,18.37088
2022-03-28,13.73483
2022-03-29,12.47833
2022-03-30,12.86828
2022-03-31,13.25823
2022-04-01,13.43154
2022-04-02,16.55112
2022-04-03,18.37088
2022-04-04,13.47487
2022-04-05,12.60831
2022-04-06,15.98786
2022-04-07,16.11785
2022-04-08,14.03812
2022-04-09,18.15424
2022-04-10,18.67417
2022-04-11,13.86481
2022-04-12,12.95493
2022-04-13,14.86135
2022-04-14,14.21143
2022-04-15,12.99826
2022-04-16,16.11785
2022-04-17,16.89774
2022-04-18,13.77816
2022-04-19,14.12478
2022-04-20,13.6915
2022-04-21,13.64818
2022-04-22,15.68457
2022-04-23,17.02772
2022-04-24,18.11091
2022-04-25,13.95147
2022-04-26,14.4714
2022-04-27,11.87175
2022-04-28,13.86481
2022-04-29,18.89081
2022-04-30,19.28076
2022-05-01,20.10398
2022-05-02,15.16464
2022-05-03,15.7279
2022-05-04,13.56152
2022-05-05,20.14731
2022-05-06,18.02426
2022-05-07,23.48353
2022-05-08,19.23743
2022-05-09,13.82149
2022-05-10,13.82149
2022-05-11,12.78162
2022-05-12,14.64471
2022-05-13,14.08145
2022-05-14,18.19757
2022-05-15,16.63778
2022-05-16,14.948
2022-05-17,15.38128
2022-05-18,14.21143
2022-05-19,13.34488
2022-05-20,14.4714
2022-05-21,16.37781
2022-05-22,23.65684
2022-05-23,15.7279
2022-05-24,14.4714
2022-05-25,13.90814
2022-05-26,15.33795
2022-05-27,14.86135
2022-05-28,18.28422
2022-05-29,18.19757
2022-05-30,14.99133
2022-05-31,15.42461
2022-06-01,17.28769
2022-06-02,14.948
2022-06-03,17.76429
2022-06-04,21.01386
2022-06-05,31.97573
2022-06-06,30.89254
2022-06-07,16.59445
2022-06-08,15.12131
2022-06-09,14.29809
2022-06-10,15.81455
2022-06-11,17.85095
2022-06-12,20.62391
2022-06-13,15.33795
2022-06-14,17.89428
2022-06-15,17.20103
2022-06-16,14.73136
2022-06-17,13.6915
2022-06-18,18.11091
2022-06-19,20.36395
2022-06-20,16.85441
2022-06-21,16.94107
2022-06-22,15.46793
2022-06-23,20.4506
2022-06-24,15.68457
2022-06-25,18.28422
2022-06-26,22.31369
2022-06-27,16.94107
2022-06-28,16.55112
2022-06-29,16.55112
2022-06-30,17.72097
2022-07-01,14.21143
2022-07-02,17.63431
2022-07-03,21.40381
2022-07-04,17.33102
2022-07-05,16.16117
2022-07-06,15.42461
2022-07-07,15.25129
2022-07-08,14.4714
2022-07-09,17.461
2022-07-10,19.80069
2022-07-11,16.37781
2022-07-12,15.16464
2022-07-13,16.76776
2022-07-14,16.72443
2022-07-15,12.00173
2022-07-16,16.59445
2022-07-17,20.4506
2022-07-18,17.461
2022-07-19,17.24436
2022-07-20,16.63778
2022-07-21,19.15077
2022-07-22,15.46793
2022-07-23,18.41421
2022-07-24,20.66724
2022-07-25,17.02772
2022-07-26,17.89428
2022-07-27,14.4714
2022-07-28,17.20103
2022-07-29,18.15424
2022-07-30,19.4974
2022-07-31,29.02946
2022-08-01,23.96013
2022-08-02,21.14384
2022-08-03,21.66377
2022-08-04,19.15077
2022-08-05,17.9376
2022-08-06,22.57365
2022-08-07,20.97053
2022-08-08,19.1941
2022-08-09,19.67071
2022-08-10,19.02079
2022-08-11,18.97746
2022-08-12,18.02426
2022-08-13,24.74003
2022-08-14,29.41941
2022-08-15,24.6967
2022-08-16,18.41421
2022-08-17,19.58405
2022-08-18,16.50779
2022-08-19,19.54072
2022-08-20,22.57365
2022-08-21,24.52339
2022-08-22,19.06412
2022-08-23,19.4974
2022-08-24,20.19064
2022-08-25,17.72097
2022-08-26,16.59445
2022-08-27,20.40727
2022-08-28,23.65684
2022-08-29,18.7175
2022-08-30,20.19064
2022-08-31,15.42461
2022-09-01,14.77469
2022-09-02,14.38474
2022-09-03,19.06412
2022-09-04,22.31369
2022-09-05,15.16464
2022-09-06,14.42807
2022-09-07,13.43154
2022-09-08,13.6915
2022-09-09,17.11438
2022-09-10,18.58752
2022-09-11,24.61005
2022-09-12,23.91681
2022-09-13,15.46793
2022-09-14,14.55805
2022-09-15,14.68804
2022-09-16,13.47487
2022-09-17,17.63431
2022-09-18,19.80069
2022-09-19,16.76776
2022-09-20,17.33102
2022-09-21,15.81455
2022-09-22,14.25476
2022-09-23,13.51819
2022-09-24,18.63084
2022-09-25,20.14731
2022-09-26,17.461
2022-09-27,16.33448
2022-09-28,17.80762
2022-09-29,17.9376
2022-09-30,17.63431
2022-10-01,24.17677
2022-10-02,35.96187
2022-10-03,36.52512
2022-10-04,23.35355
2022-10-05,21.92374
2022-10-06,21.18717
2022-10-07,23.4402
2022-10-08,27.85961
2022-10-09,40.20797
2022-10-10,33.01559
2022-10-11,23.35355
2022-10-12,21.88041
2022-10-13,21.53379
2022-10-14,19.23743
2022-10-15,22.70363
2022-10-16,23.91681
2022-10-17,21.36048
2022-10-18,22.79029
2022-10-19,19.36741
2022-10-20,21.88041
2022-10-21,17.80762
2022-10-22,21.7071
2022-10-23,27.2097
2022-10-24,19.1941
2022-10-25,23.05025
2022-10-26,23.22357
2022-10-27,24.95667
2022-10-28,19.93067
2022-10-29,23.13691
2022-10-30,24.39341
2022-10-31,20.62391
2022-11-01,27.03639
2022-11-02,25.51993
2022-11-03,21.05719
2022-11-04,22.487
2022-11-05,25.12998
2022-11-06,24.43674
2022-11-07,20.40727
2022-11-08,17.33102
2022-11-09,19.41074
2022-11-10,22.487
2022-11-11,16.03119
2022-11-12,22.61698
2022-11-13,24.26343
2022-11-14,21.18717
2022-11-15,19.36741
2022-11-16,21.10051
2022-11-17,20.10398
2022-11-18,22.57365
2022-11-19,23.09358
2022-11-20,27.46967
2022-11-21,18.76083
2022-11-22,35.05199
2022-11-23,22.87694
2022-11-24,19.67071
2022-11-25,21.01386
2022-11-26,25.21663
2022-11-27,29.80935
2022-11-28,22.487
2022-11-29,21.96707
2022-11-30,19.67071
2022-12-01,20.97053
2022-12-02,21.66377
2022-12-03,18.89081
2022-12-04,24.52339
2022-12-05,25.51993
2022-12-06,21.79376
2022-12-07,21.88041
2022-12-08,23.91681
2022-12-09,24.09012
2022-12-10,27.77296
2022-12-11,29.50606
2022-12-12,25.99653
2022-12-13,24.74003
2022-12-14,24.6967
2022-12-15,28.98613
2022-12-16,26.21317
2022-12-17,28.72616
2022-12-18,39.55805
2022-12-19,33.01559
2022-12-20,34.31542
2022-12-21,43.2409
2022-12-22,82.92894
2022-12-23,34.87868
2022-12-24,29.2461
2022-12-25,29.02946
2022-12-26,24.91334
2022-12-27,25.17331
2022-12-28,20.88388
2022-12-29,23.87348
2022-12-30,26.29982
2022-12-31,26.55979
2023-01-01,31.9324
2023-01-02,21.40381
2023-01-03,19.974
2023-01-04,20.84055
2023-01-05,20.53726
2023-01-06,21.75043
2023-01-07,27.07972
2023-01-08,29.2461
2023-01-09,23.18024
2023-01-10,24.6967
2023-01-11,21.18717
2023-01-12,21.44714
2023-01-13,19.93067
2023-01-14,24.91334
2023-01-15,25.86655
2023-01-16,19.4974
2023-01-17,21.62045
2023-01-18,20.32062
2023-01-19,19.62738
2023-01-20,20.06065
2023-01-21,26.08318
2023-01-22,20.75389
2023-01-23,31.80242
2023-01-24,23.05025
2023-01-25,19.84402
2023-01-26,19.4974
2023-01-27,18.97746
2023-01-28,24.6967
2023-01-29,26.81975
2023-01-30,25.4766
2023-01-31,19.4974
2023-02-01,21.66377
2023-02-02,18.02426
2023-02-03,21.31715
2023-02-04,24.17677
2023-02-05,26.4298
2023-02-06,21.96707
2023-02-07,21.57712
2023-02-08,19.41074
2023-02-09,20.79722
2023-02-10,24.17677
2023-02-11,28.50953
2023-02-12,27.51299
2023-02-13,24.35008
2023-02-14,21.75043
2023-02-15,21.27383
2023-02-16,19.58405
2023-02-17,19.10745
2023-02-18,27.59965
2023-02-19,25.99653
2023-02-20,21.7071
2023-02-21,21.18717
2023-02-22,21.66377
2023-02-23,19.54072
2023-02-24,21.40381
2023-02-25,24.30675
2023-02-26,29.41941
2023-02-27,21.10051
2023-02-28,24.56672
2023-03-01,27.90294
2023-03-02,25.08665
2023-03-03,35.83188
2023-03-04,42.76429
2023-03-05,48.31022
2023-03-06,36.4818
2023-03-07,34.09878
2023-03-08,33.23223
2023-03-09,33.01559
2023-03-10,31.54246
2023-03-11,22.74696
2023-03-12,24.74003
2023-03-13,17.76429
2023-03-14,21.75043
2023-03-15,21.53379
2023-03-16,21.57712
2023-03-17,21.01386
2023-03-18,24.2201
2023-03-19,29.20277
2023-03-20,22.14038
2023-03-21,22.05372
2023-03-22,30.11265
2023-03-23,28.85615
2023-03-24,27.90294
2023-03-25,30.58925
2023-03-26,32.49566
2023-03-27,21.66377
2023-03-28,21.62045
2023-03-29,22.9636
2023-03-30,25.34662
2023-03-31,32.66897
2023-04-01,57.97227
2023-04-02,42.50433
2023-04-03,34.27209
2023-04-04,29.98266
2023-04-05,23.87348
2023-04-06,24.35008
2023-04-07,17.98093
2023-04-08,25.51993
2023-04-09,26.55979
2023-04-10,20.62391
2023-04-11,20.9272
2023-04-12,18.19757
2023-04-13,19.45407
2023-04-14,19.28076
2023-04-15,25.9532
2023-04-16,24.2201
2023-04-17,18.2409
2023-04-18,21.88041
2023-04-19,17.28769
2023-04-20,17.98093
2023-04-21,16.24783
2023-04-22,21.88041
2023-04-23,23.09358
2023-04-24,17.59098
2023-04-25,20.53726
2023-04-26,17.9376
2023-04-27,16.76776
2023-04-28,18.97746
2023-04-29,29.11611
2023-04-30,26.29982
2023-05-01,25.4766
2023-05-02,18.80415
2023-05-03,17.9376
2023-05-04,16.85441
2023-05-05,29.28942
2023-05-06,33.31889
2023-05-07,25.08665
2023-05-08,19.54072
2023-05-09,16.81109
2023-05-10,16.2045
2023-05-11,15.7279
2023-05-12,18.84748
2023-05-13,21.7071
2023-05-14,20.27729
2023-05-15,17.67764
2023-05-16,18.02426
2023-05-17,17.50433
2023-05-18,19.75736
2023-05-19,19.62738
2023-05-20,21.18717
2023-05-21,23.05025
2023-05-22,18.84748
2023-05-23,20.06065
2023-05-24,19.1941
2023-05-25,20.36395
2023-05-26,19.28076
2023-05-27,27.2097
2023-05-28,37.39168
2023-05-29,30.45927
2023-05-30,17.80762
