date,국내주식
2020-03-20,35.13378
2020-03-21,13.39334
2020-03-22,10.62265
2020-03-23,31.64291
2020-03-24,31.11277
2020-03-25,29.38234
2020-03-26,28.002
2020-03-27,24.56114
2020-03-28,10.65266
2020-03-29,8.51712
2020-03-30,22.54063
2020-03-31,20.29507
2020-04-01,22.85071
2020-04-02,20.52013
2020-04-03,15.88897
2020-04-04,7.32683
2020-04-05,6.32658
2020-04-06,18.23455
2020-04-07,18.68967
2020-04-08,17.6394
2020-04-09,16.05901
2020-04-10,15.44886
2020-04-11,7.18179
2020-04-12,6.45661
2020-04-13,15.90897
2020-04-14,13.17829
2020-04-15,9.78744
2020-04-16,13.72843
2020-04-17,14.71367
2020-04-18,6.50662
2020-04-19,5.52638
2020-04-20,13.88347
2020-04-21,17.74943
2020-04-22,16.93423
2020-04-23,13.93848
2020-04-24,11.66791
2020-04-25,4.66116
2020-04-26,4.69617
2020-04-27,12.07301
2020-04-28,10.85271
2020-04-29,10.8177
2020-04-30,7.26681
2020-05-01,9.88247
2020-05-02,3.44586
2020-05-03,4.10102
2020-05-04,12.38309
2020-05-05,5.15628
2020-05-06,10.18254
2020-05-07,10.0125
2020-05-08,7.94698
2020-05-09,3.44086
2020-05-10,3.25081
2020-05-11,9.48737
2020-05-12,9.97749
2020-05-13,8.60215
2020-05-14,9.28232
2020-05-15,8.57214
2020-05-16,3.42585
2020-05-17,2.87571
2020-05-18,8.55713
2020-05-19,9.45736
2020-05-20,8.37709
2020-05-21,9.53238
2020-05-22,9.40735
2020-05-23,3.50087
2020-05-24,3.2358
2020-05-25,9.31232
2020-05-26,10.17754
2020-05-27,9.29732
2020-05-28,10.15253
2020-05-29,7.83195
2020-05-30,3.19079
2020-05-31,3.50087
2020-06-01,8.71717
2020-06-02,8.86221
2020-06-03,10.76269
2020-06-04,10.06751
2020-06-05,8.76219
2020-06-06,4.15603
2020-06-07,4.04101
2020-06-08,9.2223
2020-06-09,9.71742
2020-06-10,9.29232
2020-06-11,10.44261
2020-06-12,13.44836
2020-06-13,4.08602
2020-06-14,3.49587
2020-06-15,24.50112
2020-06-16,13.46836
2020-06-17,12.05801
2020-06-18,9.84746
2020-06-19,9.35233
2020-06-20,3.47586
2020-06-21,3.32083
2020-06-22,9.07726
2020-06-23,8.74718
2020-06-24,8.59214
2020-06-25,9.44236
2020-06-26,8.10202
2020-06-27,3.08577
2020-06-28,3.2008
2020-06-29,9.48737
2020-06-30,7.80195
2020-07-01,8.61715
2020-07-02,8.022
2020-07-03,7.19179
2020-07-04,3.16079
2020-07-05,3.96099
2020-07-06,9.18729
2020-07-07,10.26256
2020-07-08,8.8172
2020-07-09,8.84221
2020-07-10,8.26206
2020-07-11,3.36084
2020-07-12,3.80095
2020-07-13,8.8022
2020-07-14,9.34733
2020-07-15,8.89222
2020-07-16,8.88722
2020-07-17,7.39684
2020-07-18,3.36584
2020-07-19,3.36084
2020-07-20,8.46711
2020-07-21,9.42235
2020-07-22,9.75743
2020-07-23,10.07251
2020-07-24,8.52713
2020-07-25,4.21105
2020-07-26,5.88147
2020-07-27,10.0325
2020-07-28,10.24256
2020-07-29,9.82745
2020-07-30,9.31732
2020-07-31,8.22705
2020-08-01,4.001
2020-08-02,3.73593
2020-08-03,9.56239
2020-08-04,9.44736
2020-08-05,10.08752
2020-08-06,10.48762
2020-08-07,11.68792
2020-08-08,5.6064
2020-08-09,5.53138
2020-08-10,12.008
2020-08-11,12.04801
2020-08-12,13.03825
2020-08-13,11.35283
2020-08-14,12.29307
2020-08-15,4.89122
2020-08-16,5.08627
2020-08-17,11.42285
2020-08-18,17.13428
2020-08-19,11.38284
2020-08-20,18.61465
2020-08-21,12.49812
2020-08-22,4.51612
2020-08-23,4.59614
2020-08-24,10.67766
2020-08-25,10.25756
2020-08-26,11.29282
2020-08-27,12.4131
2020-08-28,10.64766
2020-08-29,5.41135
2020-08-30,7.2168
2020-08-31,13.86346
2020-09-01,12.60815
2020-09-02,12.56314
2020-09-03,12.50312
2020-09-04,14.4136
2020-09-05,6.0065
2020-09-06,5.43135
2020-09-07,13.13828
2020-09-08,13.40835
2020-09-09,14.84871
2020-09-10,13.6184
2020-09-11,12.51312
2020-09-12,5.45136
2020-09-13,5.46636
2020-09-14,12.30307
2020-09-15,13.14328
2020-09-16,13.06326
2020-09-17,13.33833
2020-09-18,10.74768
2020-09-19,5.26631
2020-09-20,4.59114
2020-09-21,13.39834
2020-09-22,16.98924
2020-09-23,13.14328
2020-09-24,18.60965
2020-09-25,11.70792
2020-09-26,4.54113
2020-09-27,4.27606
2020-09-28,9.75243
2020-09-29,8.28707
2020-09-30,4.18104
2020-10-01,3.79094
2020-10-02,4.31607
2020-10-03,4.021
2020-10-04,4.55113
2020-10-05,10.54763
2020-10-06,10.45261
2020-10-07,9.81745
2020-10-08,9.50737
2020-10-09,5.04126
2020-10-10,3.64091
2020-10-11,3.87596
2020-10-12,10.24256
2020-10-13,10.73768
2020-10-14,10.69267
2020-10-15,12.21805
2020-10-16,11.65791
2020-10-17,4.26606
2020-10-18,3.67591
2020-10-19,10.49262
2020-10-20,10.84271
2020-10-21,9.29232
2020-10-22,9.78744
2020-10-23,8.08702
2020-10-24,3.35083
2020-10-25,3.6009
2020-10-26,12.18804
2020-10-27,9.35733
2020-10-28,8.47711
2020-10-29,9.71742
2020-10-30,10.31757
2020-10-31,3.52588
2020-11-01,3.45086
2020-11-02,7.93698
2020-11-03,8.13203
2020-11-04,9.07226
2020-11-05,10.10252
2020-11-06,9.43735
2020-11-07,3.53088
2020-11-08,4.11102
2020-11-09,10.8127
2020-11-10,12.31807
2020-11-11,12.028
2020-11-12,11.12778
2020-11-13,10.86271
2020-11-14,4.8362
2020-11-15,4.89122
2020-11-16,14.10352
2020-11-17,14.20355
2020-11-18,13.07826
2020-11-19,11.80795
2020-11-20,10.92773
2020-11-21,5.25631
2020-11-22,5.89647
2020-11-23,13.96349
2020-11-24,13.56339
2020-11-25,17.65941
2020-11-26,15.04876
2020-11-27,14.17354
2020-11-28,7.73693
2020-11-29,7.51687
2020-11-30,14.66366
2020-12-01,14.65866
2020-12-02,15.39384
2020-12-03,77.96449
2020-12-04,17.85446
2020-12-05,8.36209
2020-12-06,8.71217
2020-12-07,17.35433
2020-12-08,18.50962
2020-12-09,17.48437
2020-12-10,18.32458
2020-12-11,15.88397
2020-12-12,7.96199
2020-12-13,8.26706
2020-12-14,18.8297
2020-12-15,15.88897
2020-12-16,14.73868
2020-12-17,14.98374
2020-12-18,14.35858
2020-12-19,8.08702
2020-12-20,7.98199
2020-12-21,17.44436
2020-12-22,20.90522
2020-12-23,18.23955
2020-12-24,16.68917
2020-12-25,9.03725
2020-12-26,7.86196
2020-12-27,8.92723
2020-12-28,20.56514
2020-12-29,22.98074
2020-12-30,27.79694
2020-12-31,38.16454
2021-01-01,9.95248
2021-01-02,10.4176
2021-01-03,12.07801
2021-01-04,100.0
2021-01-05,32.53313
2021-01-06,33.2133
2021-01-07,32.32808
2021-01-08,39.25981
2021-01-09,22.92073
2021-01-10,19.75993
2021-01-11,46.8117
2021-01-12,40.67016
2021-01-13,34.48862
2021-01-14,32.86321
2021-01-15,32.45811
2021-01-16,13.92348
2021-01-17,12.56314
2021-01-18,33.06326
2021-01-19,31.65791
2021-01-20,28.28707
2021-01-21,29.02725
2021-01-22,27.90197
2021-01-23,14.08852
2021-01-24,12.62815
2021-01-25,27.01675
2021-01-26,31.13278
2021-01-27,27.72193
2021-01-28,33.51837
2021-01-29,43.6309
2021-01-30,16.94923
2021-01-31,13.01825
2021-02-01,27.48687
2021-02-02,23.70092
2021-02-03,23.29082
2021-02-04,23.33083
2021-02-05,20.39009
2021-02-06,11.26781
2021-02-07,11.11277
2021-02-08,24.45611
2021-02-09,22.33058
2021-02-10,20.35508
2021-02-11,11.96799
2021-02-12,9.53738
2021-02-13,11.74293
2021-02-14,12.24806
2021-02-15,29.09727
2021-02-16,29.09727
2021-02-17,28.67716
2021-02-18,29.68242
2021-02-19,25.58639
2021-02-20,12.06301
2021-02-21,12.8282
2021-02-22,27.41185
2021-02-23,29.51237
2021-02-24,38.98974
2021-02-25,27.86196
2021-02-26,28.27706
2021-02-27,11.40285
2021-02-28,16.25906
2021-03-01,15.75893
2021-03-02,23.2108
2021-03-03,20.89522
2021-03-04,22.0055
2021-03-05,21.6104
2021-03-06,10.35258
2021-03-07,11.16279
2021-03-08,25.02125
2021-03-09,25.91147
2021-03-10,24.20605
2021-03-11,21.37534
2021-03-12,20.89522
2021-03-13,11.04276
2021-03-14,11.07276
2021-03-15,21.82545
2021-03-16,20.49012
2021-03-17,20.10002
2021-03-18,21.81045
2021-03-19,19.56989
2021-03-20,9.56239
2021-03-21,8.84221
2021-03-22,18.60465
2021-03-23,19.54488
2021-03-24,18.39459
2021-03-25,18.06951
2021-03-26,16.76419
