date,환전우대
2020-03-20,5.59403
2020-03-21,2.9302
2020-03-22,2.61054
2020-03-23,5.38092
2020-03-24,3.40969
2020-03-25,2.98348
2020-03-26,2.34416
2020-03-27,3.19659
2020-03-28,1.49174
2020-03-29,1.22535
2020-03-30,3.14331
2020-03-31,1.8114
2020-04-01,2.29088
2020-04-02,2.82365
2020-04-03,1.49174
2020-04-04,0.95897
2020-04-05,1.17208
2020-04-06,1.59829
2020-04-07,2.13106
2020-04-08,1.75812
2020-04-09,1.38518
2020-04-10,1.49174
2020-04-11,1.17208
2020-04-12,0.74587
2020-04-13,2.07778
2020-04-14,2.23761
2020-04-15,1.17208
2020-04-16,1.75812
2020-04-17,1.65157
2020-04-18,1.22535
2020-04-19,1.22535
2020-04-20,2.23761
2020-04-21,2.29088
2020-04-22,1.97123
2020-04-23,2.29088
2020-04-24,1.97123
2020-04-25,0.74587
2020-04-26,1.01225
2020-04-27,1.91795
2020-04-28,2.55727
2020-04-29,2.87693
2020-04-30,0.85242
2020-05-01,1.17208
2020-05-02,0.53276
2020-05-03,0.47948
2020-05-04,2.77037
2020-05-05,1.91795
2020-05-06,2.45071
2020-05-07,2.13106
2020-05-08,2.61054
2020-05-09,0.95897
2020-05-10,1.06553
2020-05-11,1.59829
2020-05-12,2.29088
2020-05-13,2.13106
2020-05-14,1.8114
2020-05-15,2.0245
2020-05-16,0.53276
2020-05-17,0.63931
2020-05-18,1.38518
2020-05-19,1.75812
2020-05-20,2.0245
2020-05-21,1.8114
2020-05-22,1.75812
2020-05-23,0.95897
2020-05-24,0.58604
2020-05-25,1.49174
2020-05-26,1.65157
2020-05-27,2.07778
2020-05-28,1.38518
2020-05-29,1.97123
2020-05-30,0.74587
2020-05-31,1.22535
2020-06-01,2.7171
2020-06-02,2.23761
2020-06-03,2.98348
2020-06-04,1.17208
2020-06-05,2.07778
2020-06-06,0.95897
2020-06-07,0.79914
2020-06-08,2.45071
2020-06-09,2.66382
2020-06-10,2.66382
2020-06-11,2.45071
2020-06-12,2.34416
2020-06-13,0.53276
2020-06-14,0.63931
2020-06-15,1.86467
2020-06-16,1.17208
2020-06-17,1.97123
2020-06-18,1.97123
2020-06-19,1.33191
2020-06-20,0.63931
2020-06-21,1.33191
2020-06-22,2.55727
2020-06-23,2.29088
2020-06-24,2.0245
2020-06-25,1.75812
2020-06-26,2.45071
2020-06-27,0.95897
2020-06-28,0.95897
2020-06-29,2.23761
2020-06-30,2.39744
2020-07-01,2.87693
2020-07-02,2.50399
2020-07-03,1.8114
2020-07-04,0.74587
2020-07-05,1.33191
2020-07-06,3.03676
2020-07-07,2.55727
2020-07-08,2.82365
2020-07-09,1.75812
2020-07-10,2.98348
2020-07-11,0.58604
2020-07-12,0.58604
2020-07-13,2.87693
2020-07-14,2.9302
2020-07-15,2.39744
2020-07-16,2.39744
2020-07-17,2.39744
2020-07-18,0.79914
2020-07-19,0.69259
2020-07-20,2.50399
2020-07-21,3.09003
2020-07-22,3.09003
2020-07-23,2.77037
2020-07-24,2.87693
2020-07-25,1.17208
2020-07-26,1.06553
2020-07-27,2.18433
2020-07-28,3.51624
2020-07-29,3.46297
2020-07-30,2.87693
2020-07-31,3.09003
2020-08-01,0.85242
2020-08-02,1.43846
2020-08-03,2.39744
2020-08-04,2.9302
2020-08-05,3.09003
2020-08-06,3.03676
2020-08-07,2.50399
2020-08-08,0.95897
2020-08-09,1.1188
2020-08-10,2.55727
2020-08-11,3.46297
2020-08-12,3.35641
2020-08-13,2.9302
2020-08-14,2.18433
2020-08-15,0.95897
2020-08-16,1.49174
2020-08-17,1.70484
2020-08-18,3.19659
2020-08-19,2.55727
2020-08-20,2.9302
2020-08-21,1.86467
2020-08-22,0.74587
2020-08-23,1.8114
2020-08-24,3.09003
2020-08-25,3.03676
2020-08-26,3.46297
2020-08-27,3.46297
2020-08-28,2.61054
2020-08-29,1.38518
2020-08-30,1.38518
2020-08-31,3.72935
2020-09-01,5.6473
2020-09-02,4.10229
2020-09-03,2.34416
2020-09-04,2.55727
2020-09-05,1.1188
2020-09-06,1.33191
2020-09-07,2.0245
2020-09-08,2.23761
2020-09-09,2.18433
2020-09-10,2.77037
2020-09-11,1.75812
2020-09-12,0.47948
2020-09-13,1.59829
2020-09-14,2.13106
2020-09-15,2.87693
2020-09-16,3.30314
2020-09-17,2.39744
2020-09-18,5.54075
2020-09-19,1.86467
2020-09-20,2.07778
2020-09-21,3.24986
2020-09-22,3.03676
2020-09-23,2.9302
2020-09-24,2.0245
2020-09-25,2.0245
2020-09-26,1.1188
2020-09-27,0.85242
2020-09-28,1.97123
2020-09-29,1.97123
2020-09-30,0.63931
2020-10-01,0.95897
2020-10-02,0.53276
2020-10-03,1.27863
2020-10-04,1.22535
2020-10-05,3.30314
2020-10-06,3.09003
2020-10-07,2.9302
2020-10-08,2.50399
2020-10-09,1.59829
2020-10-10,1.8114
2020-10-11,1.1188
2020-10-12,4.95471
2020-10-13,4.7416
2020-10-14,3.19659
2020-10-15,2.34416
2020-10-16,1.91795
2020-10-17,1.75812
2020-10-18,0.37293
2020-10-19,3.03676
2020-10-20,3.24986
2020-10-21,4.58177
2020-10-22,4.20884
2020-10-23,3.99573
2020-10-24,2.18433
2020-10-25,1.91795
2020-10-26,4.15556
2020-10-27,4.04901
2020-10-28,2.98348
2020-10-29,3.30314
2020-10-30,2.50399
2020-10-31,1.06553
2020-11-01,1.49174
2020-11-02,2.13106
2020-11-03,1.91795
2020-11-04,2.87693
2020-11-05,3.19659
2020-11-06,3.88918
2020-11-07,1.91795
2020-11-08,2.0245
2020-11-09,5.27437
2020-11-10,4.5285
2020-11-11,4.7416
2020-11-12,3.46297
2020-11-13,2.50399
2020-11-14,1.1188
2020-11-15,2.34416
2020-11-16,4.7416
2020-11-17,5.00799
2020-11-18,6.28662
2020-11-19,4.10229
2020-11-20,3.09003
2020-11-21,0.95897
2020-11-22,2.18433
2020-11-23,3.88918
2020-11-24,3.88918
2020-11-25,4.20884
2020-11-26,4.20884
2020-11-27,3.19659
2020-11-28,1.43846
2020-11-29,1.86467
2020-11-30,4.36867
2020-12-01,3.14331
2020-12-02,4.26212
2020-12-03,11.13478
2020-12-04,11.88066
2020-12-05,5.96696
2020-12-06,5.27437
2020-12-07,7.99147
2020-12-08,7.51198
2020-12-09,6.28662
2020-12-10,4.7416
2020-12-11,3.40969
2020-12-12,2.0245
2020-12-13,3.03676
2020-12-14,3.67607
2020-12-15,3.6228
2020-12-16,4.04901
2020-12-17,3.88918
2020-12-18,3.19659
2020-12-19,1.97123
2020-12-20,1.91795
2020-12-21,2.9302
2020-12-22,3.94246
2020-12-23,3.6228
2020-12-24,2.23761
2020-12-25,2.07778
2020-12-26,1.01225
