date,ISC주가
2020-12-18,21.60888
2020-12-19,4.52709
2020-12-20,5.01514
2020-12-21,27.16257
2020-12-22,19.63985
2020-12-23,19.2696
2020-12-24,20.32985
2020-12-25,4.0727
2020-12-26,3.38269
2020-12-27,6.47929
2020-12-28,20.93571
2020-12-29,15.65129
2020-12-30,18.71423
2020-12-31,5.25075
2021-01-01,3.71928
2021-01-02,3.28172
2021-01-03,3.16391
2021-01-04,21.77717
2021-01-05,21.76035
2021-01-06,19.16863
2021-01-07,19.1518
2021-01-08,24.01548
2021-01-09,5.46953
2021-01-10,4.93099
2021-01-11,17.55301
2021-01-12,19.75765
2021-01-13,19.87546
2021-01-14,22.21474
2021-01-15,21.64254
2021-01-16,3.5005
2021-01-17,3.11342
2021-01-18,19.77448
2021-01-19,19.90912
2021-01-20,22.5345
2021-01-21,27.33086
2021-01-22,21.81083
2021-01-23,4.02221
2021-01-24,4.1905
2021-01-25,23.24133
2021-01-26,24.84012
2021-01-27,53.55099
2021-01-28,30.25917
2021-01-29,25.53012
2021-01-30,5.09929
2021-01-31,3.97172
2021-02-01,22.43352
2021-02-02,27.75159
2021-02-03,25.98451
2021-02-04,17.92325
2021-02-05,17.18276
2021-02-06,2.65903
2021-02-07,3.07977
2021-02-08,15.83641
2021-02-09,20.88522
2021-02-10,17.3174
2021-02-11,2.57489
2021-02-12,2.6422
2021-02-13,2.55806
2021-02-14,2.82733
2021-02-15,20.1279
2021-02-16,16.03837
2021-02-17,13.19421
2021-02-18,12.82396
2021-02-19,11.83103
2021-02-20,2.30562
2021-02-21,2.25513
2021-02-22,12.04981
2021-02-23,15.75227
2021-02-24,12.85762
2021-02-25,14.52372
2021-02-26,11.30932
2021-02-27,2.22147
2021-02-28,2.69269
2021-03-01,2.82733
2021-03-02,11.8142
2021-03-03,11.74688
2021-03-04,14.28811
2021-03-05,10.8381
2021-03-06,2.18781
2021-03-07,2.15415
2021-03-08,9.5759
2021-03-09,9.87882
2021-03-10,9.47492
2021-03-11,9.74419
2021-03-12,10.75395
2021-03-13,1.85122
2021-03-14,1.73342
2021-03-15,18.12521
2021-03-16,20.93571
2021-03-17,16.7452
2021-03-18,13.80006
2021-03-19,11.61225
2021-03-20,2.2383
2021-03-21,5.26758
2021-03-22,13.42982
2021-03-23,15.24739
2021-03-24,22.18108
2021-03-25,21.32278
2021-03-26,16.94715
2021-03-27,3.29855
2021-03-28,3.19757
2021-03-29,24.0828
2021-03-30,22.70279
2021-03-31,20.44766
2021-04-01,16.64422
2021-04-02,21.5079
2021-04-03,4.71221
2021-04-04,4.61124
2021-04-05,25.84988
2021-04-06,26.035
2021-04-07,24.30158
2021-04-08,24.26792
2021-04-09,30.15819
2021-04-10,8.51565
2021-04-11,6.41198
2021-04-12,30.30966
2021-04-13,31.58869
2021-04-14,21.77717
2021-04-15,24.38572
2021-04-16,26.35476
2021-04-17,4.96465
2021-04-18,5.43588
2021-04-19,31.3699
2021-04-20,33.43991
2021-04-21,24.03231
2021-04-22,29.16526
2021-04-23,23.2245
2021-04-24,5.11612
2021-04-25,3.73611
2021-04-26,25.7489
2021-04-27,24.73914
2021-04-28,30.36014
2021-04-29,27.07842
2021-04-30,23.08986
2021-05-01,5.52002
2021-05-02,3.7866
2021-05-03,19.38741
2021-05-04,19.75765
2021-05-05,3.04611
2021-05-06,14.52372
2021-05-07,15.63446
2021-05-08,2.49074
2021-05-09,1.69976
2021-05-10,16.10568
2021-05-11,15.18007
2021-05-12,14.18714
2021-05-13,16.12251
2021-05-14,18.71423
2021-05-15,68.78155
2021-05-16,15.68495
2021-05-17,38.50555
2021-05-18,27.95355
2021-05-19,6.61393
2021-05-20,27.43184
2021-05-21,34.90407
2021-05-22,4.10636
2021-05-23,4.02221
2021-05-24,25.66475
2021-05-25,30.1077
2021-05-26,22.3662
2021-05-27,20.56546
2021-05-28,21.89498
2021-05-29,3.83709
2021-05-30,3.51733
2021-05-31,20.04375
2021-06-01,17.85594
2021-06-02,18.19252
2021-06-03,24.4867
2021-06-04,19.21911
2021-06-05,4.1905
2021-06-06,4.0727
2021-06-07,18.12521
2021-06-08,18.22618
2021-06-09,17.4352
2021-06-10,17.87277
2021-06-11,15.0286
2021-06-12,3.23123
2021-06-13,3.76977
2021-06-14,13.34567
2021-06-15,14.70885
2021-06-16,13.16055
2021-06-17,22.43352
2021-06-18,26.80915
2021-06-19,5.9071
2021-06-20,53.29855
2021-06-21,86.587
2021-06-22,56.61393
2021-06-23,40.55873
2021-06-24,33.74284
2021-06-25,30.54527
2021-06-26,5.40222
2021-06-27,3.97172
2021-06-28,24.60451
2021-06-29,22.83742
2021-06-30,21.84449
2021-07-01,22.6523
2021-07-02,22.51767
2021-07-03,4.66173
2021-07-04,2.97879
2021-07-05,21.03668
2021-07-06,23.88084
2021-07-07,19.80814
2021-07-08,15.90373
2021-07-09,14.23763
2021-07-10,2.70952
2021-07-11,2.72635
2021-07-12,24.46987
2021-07-13,44.53046
2021-07-14,32.2282
2021-07-15,25.24402
2021-07-16,25.59744
2021-07-17,3.95489
2021-07-18,3.75294
2021-07-19,21.42376
2021-07-20,16.59373
2021-07-21,15.93739
2021-07-22,30.78088
2021-07-23,28.37428
2021-07-24,4.84685
2021-07-25,3.71928
2021-07-26,18.25984
2021-07-27,33.69235
2021-07-28,27.51598
2021-07-29,30.42746
2021-07-30,22.87108
2021-07-31,3.24806
2021-08-01,3.43318
2021-08-02,22.9384
2021-08-03,36.04846
2021-08-04,34.97139
2021-08-05,51.48098
2021-08-06,48.8556
2021-08-07,5.83978
2021-08-08,3.48367
2021-08-09,36.31773
2021-08-10,27.71794
2021-08-11,23.93133
2021-08-12,22.09693
2021-08-13,19.18545
2021-08-14,1.83439
2021-08-15,2.94513
2021-08-16,3.34904
2021-08-17,18.81521
2021-08-18,19.77448
2021-08-19,15.24739
2021-08-20,16.64422
2021-08-21,1.83439
2021-08-22,1.14439
2021-08-23,13.59811
2021-08-24,14.03567
2021-08-25,17.09861
2021-08-26,17.82228
2021-08-27,12.85762
2021-08-28,1.31268
2021-08-29,1.0939
2021-08-30,11.67956
2021-08-31,10.8381
2021-09-01,10.72029
2021-09-02,12.3864
2021-09-03,11.61225
2021-09-04,6.66442
2021-09-05,5.11612
2021-09-06,21.91181
2021-09-07,20.32985
2021-09-08,14.9108
2021-09-09,12.60518
2021-09-10,12.30225
2021-09-11,1.64927
2021-09-12,8.29686
2021-09-13,21.00302
2021-09-14,18.24301
2021-09-15,24.11645
2021-09-16,17.1491
2021-09-17,14.43958
2021-09-18,1.71659
2021-09-19,1.38
2021-09-20,1.12756
2021-09-21,1.2622
2021-09-22,1.00976
2021-09-23,10.19858
2021-09-24,9.18882
2021-09-25,0.87512
2021-09-26,1.04341
2021-09-27,8.76809
2021-09-28,10.36687
2021-09-29,9.81151
2021-09-30,9.52541
2021-10-01,9.37394
2021-10-02,0.89195
2021-10-03,0.87512
2021-10-04,1.53147
2021-10-05,13.39616
2021-10-06,10.58566
2021-10-07,11.05688
2021-10-08,10.03029
2021-10-09,1.38
2021-10-10,1.51464
2021-10-11,1.27903
2021-10-12,8.39784
2021-10-13,7.1693
2021-10-14,7.87613
2021-10-15,10.06395
2021-10-16,1.22854
2021-10-17,1.17805
2021-10-18,8.97004
2021-10-19,8.73443
2021-10-20,9.99663
2021-10-21,8.07808
2021-10-22,10.8381
2021-10-23,1.71659
2021-10-24,1.68293
2021-10-25,10.50151
2021-10-26,12.01615
2021-10-27,13.22786
2021-10-28,13.85055
2021-10-29,11.22517
2021-10-30,0.99293
2021-10-31,0.58902
2021-11-01,7.92662
2021-11-02,8.66711
2021-11-03,8.19589
2021-11-04,6.84954
2021-11-05,9.23931
2021-11-06,1.53147
2021-11-07,1.58195
2021-11-08,13.53079
2021-11-09,12.13396
2021-11-10,9.94614
2021-11-11,10.92224
2021-11-12,17.65398
2021-11-13,3.76977
2021-11-14,2.69269
2021-11-15,17.38471
2021-11-16,19.18545
2021-11-17,14.74251
2021-11-18,21.40693
2021-11-19,35.74554
2021-11-20,20.68327
2021-11-21,19.00033
2021-11-22,52.69269
2021-11-23,30.25917
2021-11-24,25.56378
2021-11-25,18.74789
2021-11-26,22.82059
2021-11-27,2.94513
2021-11-28,2.05318
2021-11-29,14.84348
2021-11-30,15.65129
2021-12-01,15.92056
2021-12-02,26.62403
2021-12-03,33.79333
2021-12-04,6.10905
2021-12-05,5.52002
2021-12-06,29.61965
2021-12-07,31.16795
2021-12-08,37.37798
2021-12-09,33.57455
2021-12-10,22.9384
2021-12-11,4.10636
2021-12-12,2.57489
2021-12-13,22.55132
2021-12-14,17.75496
2021-12-15,20.64961
2021-12-16,22.02961
2021-12-17,17.21642
2021-12-18,2.38976
2021-12-19,2.86098
2021-12-20,15.95422
2021-12-21,27.83574
2021-12-22,32.27869
2021-12-23,25.79939
2021-12-24,19.97643
2021-12-25,2.70952
2021-12-26,3.06294
2021-12-27,16.64422
2021-12-28,18.32716
2021-12-29,17.06496
2021-12-30,47.89633
2021-12-31,10.50151
2022-01-01,6.22685
2022-01-02,7.65735
2022-01-03,28.5594
2022-01-04,25.4628
2022-01-05,20.73375
2022-01-06,17.85594
2022-01-07,16.89666
2022-01-08,3.01245
2022-01-09,3.11342
2022-01-10,15.98788
2022-01-11,14.47324
2022-01-12,21.65937
2022-01-13,18.09155
2022-01-14,24.0828
2022-01-15,4.03904
2022-01-16,3.56782
2022-01-17,18.54594
2022-01-18,28.29013
2022-01-19,22.97206
2022-01-20,22.46718
2022-01-21,18.81521
2022-01-22,2.60854
2022-01-23,2.72635
2022-01-24,16.173
2022-01-25,16.18983
2022-01-26,16.27398
2022-01-27,15.95422
2022-01-28,18.02423
2022-01-29,4.00538
2022-01-30,2.87781
2022-01-31,2.05318
2022-02-01,1.96903
2022-02-02,2.50757
2022-02-03,19.65668
2022-02-04,14.87714
2022-02-05,1.73342
2022-02-06,1.86805
2022-02-07,13.12689
2022-02-08,14.38909
2022-02-09,16.52642
2022-02-10,12.97542
2022-02-11,11.56176
2022-02-12,1.90171
2022-02-13,1.31268
2022-02-14,11.20834
2022-02-15,11.73005
2022-02-16,13.96836
2022-02-17,13.81689
2022-02-18,12.1003
2022-02-19,1.43049
2022-02-20,1.21171
2022-02-21,11.27566
2022-02-22,9.79468
2022-02-23,12.06664
2022-02-24,9.17199
2022-02-25,9.30663
2022-02-26,1.02659
2022-02-27,0.65634
2022-02-28,11.35981
2022-03-01,1.93537
2022-03-02,11.02322
2022-03-03,14.08616
2022-03-04,10.16492
2022-03-05,1.11073
2022-03-06,0.99293
2022-03-07,10.08078
2022-03-08,9.72736
2022-03-09,1.00976
2022-03-10,8.38101
2022-03-11,7.05149
2022-03-12,1.17805
2022-03-13,0.8078
2022-03-14,10.80444
2022-03-15,9.27297
2022-03-16,10.78761
2022-03-17,12.48737
2022-03-18,9.07101
2022-03-19,1.14439
2022-03-20,0.87512
2022-03-21,11.67956
2022-03-22,12.16762
2022-03-23,12.5042
2022-03-24,11.242
2022-03-25,10.48468
2022-03-26,1.29585
2022-03-27,0.70683
2022-03-28,8.04442
2022-03-29,7.43857
2022-03-30,7.10198
2022-03-31,7.1693
2022-04-01,8.16223
2022-04-02,1.56512
2022-04-03,0.94244
2022-04-04,10.98956
2022-04-05,9.42443
2022-04-06,8.81857
2022-04-07,26.4389
2022-04-08,21.08717
2022-04-09,2.13732
2022-04-10,1.0939
2022-04-11,15.41568
2022-04-12,33.50723
2022-04-13,29.87209
2022-04-14,20.31302
2022-04-15,16.89666
2022-04-16,5.30124
2022-04-17,4.24099
2022-04-18,15.34836
2022-04-19,19.63985
2022-04-20,18.46179
2022-04-21,22.02961
2022-04-22,30.05721
2022-04-23,6.10905
2022-04-24,6.12588
2022-04-25,23.9145
2022-04-26,25.54695
2022-04-27,22.41669
2022-04-28,20.11107
2022-04-29,17.99057
2022-04-30,2.17098
2022-05-01,2.55806
2022-05-02,18.34399
2022-05-03,34.09626
2022-05-04,25.09256
2022-05-05,3.73611
2022-05-06,18.0074
2022-05-07,4.17367
2022-05-08,2.82733
2022-05-09,14.99495
2022-05-10,16.76203
2022-05-11,14.40592
2022-05-12,15.78593
2022-05-13,17.0313
2022-05-14,2.86098
2022-05-15,2.44025
2022-05-16,16.67788
2022-05-17,16.08885
2022-05-18,17.6035
2022-05-19,13.96836
2022-05-20,14.32177
2022-05-21,2.69269
2022-05-22,3.38269
2022-05-23,15.51666
2022-05-24,17.1491
2022-05-25,25.90037
2022-05-26,32.64893
2022-05-27,21.33961
2022-05-28,4.0727
2022-05-29,3.76977
2022-05-30,20.19522
2022-05-31,21.44059
2022-06-01,3.60148
2022-06-02,26.25378
2022-06-03,27.11208
2022-06-04,3.24806
2022-06-05,2.05318
2022-06-06,2.01952
2022-06-07,17.68764
2022-06-08,16.69471
2022-06-09,16.76203
2022-06-10,15.8869
2022-06-11,2.33927
2022-06-12,1.53147
2022-06-13,15.51666
2022-06-14,15.41568
2022-06-15,14.01884
2022-06-16,16.54325
2022-06-17,13.96836
2022-06-18,3.46684
2022-06-19,3.11342
2022-06-20,16.20666
2022-06-21,15.80276
2022-06-22,17.30057
2022-06-23,15.24739
2022-06-24,20.68327
2022-06-25,2.49074
2022-06-26,2.99562
2022-06-27,19.18545
2022-06-28,17.21642
2022-06-29,14.11982
2022-06-30,12.87445
2022-07-01,12.87445
2022-07-02,1.41366
2022-07-03,0.99293
2022-07-04,12.7903
2022-07-05,13.71592
2022-07-06,13.0764
2022-07-07,17.16593
2022-07-08,14.01884
2022-07-09,1.38
2022-07-10,1.00976
2022-07-11,14.30494
2022-07-12,11.5281
2022-07-13,10.61932
2022-07-14,10.75395
2022-07-15,12.55469
2022-07-16,2.05318
2022-07-17,2.9283
2022-07-18,22.14742
2022-07-19,17.95691
2022-07-20,16.84617
2022-07-21,15.39885
2022-07-22,11.73005
2022-07-23,1.51464
2022-07-24,1.34634
2022-07-25,11.10737
2022-07-26,11.15785
2022-07-27,10.98956
2022-07-28,13.21104
2022-07-29,8.76809
2022-07-30,1.49781
2022-07-31,0.95927
2022-08-01,9.92931
2022-08-02,10.60249
2022-08-03,11.46078
2022-08-04,10.46785
2022-08-05,11.37664
2022-08-06,1.07707
2022-08-07,0.84146
2022-08-08,9.0037
2022-08-09,9.10467
2022-08-10,9.71053
2022-08-11,11.78054
2022-08-12,9.18882
2022-08-13,2.69269
2022-08-14,2.40659
2022-08-15,1.71659
2022-08-16,11.96566
2022-08-17,11.22517
2022-08-18,14.67519
2022-08-19,19.60619
2022-08-20,5.75563
2022-08-21,3.70245
2022-08-22,16.76203
2022-08-23,17.40154
2022-08-24,16.61056
2022-08-25,18.0074
2022-08-26,19.97643
2022-08-27,2.9283
2022-08-28,4.34197
2022-08-29,18.44496
2022-08-30,22.01279
2022-08-31,30.64624
2022-09-01,28.42477
2022-09-02,18.84887
2022-09-03,2.96196
2022-09-04,2.15415
2022-09-05,14.59104
2022-09-06,16.57691
2022-09-07,13.34567
2022-09-08,13.83372
2022-09-09,1.69976
2022-09-10,1.27903
2022-09-11,1.2622
2022-09-12,1.19488
2022-09-13,17.75496
2022-09-14,13.49713
2022-09-15,12.75664
2022-09-16,10.43419
2022-09-17,1.48098
2022-09-18,1.14439
2022-09-19,11.56176
2022-09-20,9.20565
2022-09-21,11.17468
2022-09-22,12.06664
2022-09-23,10.8381
2022-09-24,2.18781
2022-09-25,1.36317
2022-09-26,12.1003
2022-09-27,11.69639
2022-09-28,12.82396
2022-09-29,12.43688
2022-09-30,11.98249
2022-10-01,1.43049
2022-10-02,1.44732
2022-10-03,1.39683
2022-10-04,15.43251
2022-10-05,12.80713
2022-10-06,13.53079
2022-10-07,14.5069
2022-10-08,2.82733
2022-10-09,2.40659
2022-10-10,2.18781
2022-10-11,11.69639
2022-10-12,12.80713
2022-10-13,12.20127
2022-10-14,10.82127
2022-10-15,1.64927
2022-10-16,0.99293
2022-10-17,22.51767
2022-10-18,27.22988
2022-10-19,18.42813
2022-10-20,16.61056
2022-10-21,11.91518
2022-10-22,1.85122
2022-10-23,1.73342
2022-10-24,10.70346
2022-10-25,16.0552
2022-10-26,15.95422
2022-10-27,13.3625
2022-10-28,11.51127
2022-10-29,1.21171
2022-10-30,1.16122
2022-10-31,10.87176
2022-11-01,11.37664
2022-11-02,11.47761
2022-11-03,12.95859
2022-11-04,12.55469
2022-11-05,1.24537
2022-11-06,1.46415
2022-11-07,12.35274
2022-11-08,16.59373
2022-11-09,11.66273
2022-11-10,9.76102
2022-11-11,12.73981
2022-11-12,1.6661
2022-11-13,1.46415
2022-11-14,8.11174
2022-11-15,25.15987
2022-11-16,21.65937
2022-11-17,12.97542
2022-11-18,20.38034
2022-11-19,2.17098
2022-11-20,1.59878
2022-11-21,10.9559
2022-11-22,10.50151
2022-11-23,13.37933
2022-11-24,13.04274
2022-11-25,11.39347
2022-11-26,1.49781
2022-11-27,1.85122
2022-11-28,12.53786
2022-11-29,20.21204
2022-11-30,15.01178
2022-12-01,14.49007
2022-12-02,11.44395
2022-12-03,3.87075
2022-12-04,15.83641
2022-12-05,22.51767
2022-12-06,14.96129
2022-12-07,16.61056
2022-12-08,14.49007
2022-12-09,14.64153
2022-12-10,2.15415
2022-12-11,1.90171
2022-12-12,14.97812
2022-12-13,13.63177
2022-12-14,16.00471
2022-12-15,13.54762
2022-12-16,11.59542
2022-12-17,1.88488
2022-12-18,2.55806
2022-12-19,11.56176
2022-12-20,9.76102
2022-12-21,10.18175
2022-12-22,10.73712
2022-12-23,10.31639
2022-12-24,1.56512
2022-12-25,1.19488
2022-12-26,9.42443
2022-12-27,9.84516
2022-12-28,10.03029
2022-12-29,10.78761
2022-12-30,4.94782
2022-12-31,3.41635
2023-01-01,3.29855
2023-01-02,11.22517
2023-01-03,11.98249
2023-01-04,19.57253
2023-01-05,16.72837
2023-01-06,13.44665
2023-01-07,4.05587
2023-01-08,2.33927
2023-01-09,17.99057
2023-01-10,13.19421
2023-01-11,16.98081
2023-01-12,15.18007
2023-01-13,16.44227
2023-01-14,2.22147
2023-01-15,1.85122
2023-01-16,15.14641
2023-01-17,13.37933
2023-01-18,15.95422
2023-01-19,15.97105
2023-01-20,13.74957
2023-01-21,2.05318
2023-01-22,0.90878
2023-01-23,2.97879
2023-01-24,4.05587
2023-01-25,21.81083
2023-01-26,16.49276
2023-01-27,12.60518
2023-01-28,3.97172
2023-01-29,3.26489
2023-01-30,15.33153
2023-01-31,13.68226
2023-02-01,12.47054
2023-02-02,13.88421
2023-02-03,12.42006
2023-02-04,1.91854
2023-02-05,1.86805
2023-02-06,10.31639
2023-02-07,10.90541
2023-02-08,11.39347
2023-02-09,10.92224
2023-02-10,14.0525
2023-02-11,2.17098
2023-02-12,1.61561
2023-02-13,13.12689
2023-02-14,14.84348
2023-02-15,14.27128
2023-02-16,12.85762
2023-02-17,10.56883
2023-02-18,1.19488
2023-02-19,1.38
2023-02-20,10.87176
2023-02-21,11.09054
2023-02-22,10.16492
2023-02-23,10.8381
2023-02-24,8.24638
2023-02-25,2.65903
2023-02-26,2.45708
2023-02-27,12.1003
2023-02-28,19.21911
2023-03-01,3.73611
2023-03-02,13.42982
2023-03-03,12.70615
2023-03-04,2.27196
2023-03-05,2.05318
2023-03-06,14.27128
2023-03-07,13.69909
2023-03-08,13.19421
2023-03-09,12.80713
2023-03-10,10.50151
2023-03-11,1.5483
2023-03-12,1.17805
2023-03-13,10.61932
2023-03-14,10.31639
2023-03-15,10.60249
2023-03-16,11.10737
2023-03-17,12.08347
2023-03-18,1.32951
2023-03-19,1.34634
2023-03-20,9.96297
2023-03-21,10.43419
2023-03-22,10.23224
2023-03-23,8.98687
2023-03-24,18.61326
2023-03-25,7.10198
2023-03-26,4.17367
2023-03-27,17.18276
2023-03-28,19.89229
2023-03-29,18.27667
2023-03-30,28.62672
2023-03-31,25.96768
2023-04-01,5.63783
2023-04-02,4.14002
2023-04-03,19.79131
2023-04-04,15.51666
2023-04-05,14.08616
2023-04-06,11.61225
2023-04-07,23.05621
2023-04-08,7.50589
2023-04-09,5.13295
2023-04-10,17.56984
2023-04-11,16.66105
2023-04-12,13.46348
2023-04-13,11.96566
2023-04-14,11.46078
2023-04-15,1.86805
2023-04-16,1.63244
2023-04-17,11.35981
2023-04-18,11.05688
2023-04-19,10.73712
2023-04-20,9.2898
2023-04-21,9.44126
2023-04-22,2.10366
2023-04-23,1.39683
2023-04-24,9.9798
2023-04-25,11.34298
2023-04-26,11.14102
2023-04-27,11.00639
2023-04-28,9.30663
2023-04-29,1.44732
2023-04-30,0.89195
2023-05-01,1.75025
2023-05-02,8.1454
2023-05-03,10.56883
2023-05-04,7.37125
2023-05-05,0.84146
2023-05-06,0.4039
2023-05-07,0.48805
2023-05-08,7.10198
2023-05-09,5.43588
2023-05-10,6.27734
2023-05-11,6.26051
2023-05-12,6.09222
2023-05-13,0.58902
2023-05-14,0.38707
2023-05-15,5.89027
2023-05-16,6.10905
2023-05-17,5.82295
2023-05-18,6.96735
2023-05-19,19.8418
2023-05-20,4.29148
2023-05-21,2.87781
2023-05-22,14.23763
2023-05-23,9.52541
2023-05-24,8.44833
2023-05-25,15.36519
2023-05-26,14.9108
2023-05-27,2.89464
2023-05-28,2.01952
2023-05-29,2.47391
