date,IRP계좌개설
2020-09-07,19.19279
2020-09-08,22.73519
2020-09-09,20.20905
2020-09-10,19.77351
2020-09-11,16.52148
2020-09-12,5.4878
2020-09-13,4.99419
2020-09-14,18.29268
2020-09-15,19.33797
2020-09-16,17.85714
2020-09-17,18.40882
2020-09-18,17.21835
2020-09-19,6.03948
2020-09-20,6.01045
2020-09-21,16.17305
2020-09-22,17.68292
2020-09-23,18.61207
2020-09-24,16.55052
2020-09-25,17.56678
2020-09-26,4.93612
2020-09-27,4.58768
2020-09-28,21.86411
2020-09-29,16.81184
2020-09-30,4.21022
2020-10-01,2.72938
2020-10-02,3.54239
2020-10-03,3.54239
2020-10-04,4.55865
2020-10-05,23.60627
2020-10-06,23.69337
2020-10-07,22.53193
2020-10-08,19.39605
2020-10-09,6.88153
2020-10-10,4.79094
2020-10-11,5.19744
2020-10-12,20.29616
2020-10-13,21.37049
2020-10-14,22.03832
2020-10-15,20.3252
2020-10-16,15.99883
2020-10-17,5.02322
2020-10-18,3.86178
2020-10-19,18.23461
2020-10-20,18.96051
2020-10-21,17.77003
2020-10-22,17.8281
2020-10-23,17.4216
2020-10-24,4.61672
2020-10-25,4.12311
2020-10-26,21.34146
2020-10-27,21.19628
2020-10-28,21.42857
2020-10-29,21.83507
2020-10-30,19.80255
2020-10-31,6.06852
2020-11-01,8.18815
2020-11-02,19.83159
2020-11-03,21.31242
2020-11-04,19.77351
2020-11-05,24.07084
2020-11-06,18.49593
2020-11-07,6.15563
2020-11-08,6.06852
2020-11-09,20.99303
2020-11-10,22.59001
2020-11-11,21.95121
2020-11-12,21.34146
2020-11-13,20.52845
2020-11-14,11.12078
2020-11-15,9.69802
2020-11-16,23.17073
2020-11-17,25.37746
2020-11-18,22.38675
2020-11-19,22.5029
2020-11-20,22.29965
2020-11-21,7.05574
2020-11-22,9.14634
2020-11-23,26.4518
2020-11-24,24.15795
2020-11-25,23.75145
2020-11-26,23.57723
2020-11-27,23.43205
2020-11-28,9.93031
2020-11-29,8.56562
2020-11-30,29.15214
2020-12-01,31.09756
2020-12-02,31.09756
2020-12-03,31.2137
2020-12-04,25.60975
2020-12-05,10.91753
2020-12-06,12.31126
2020-12-07,31.01045
2020-12-08,33.3914
2020-12-09,36.26596
2020-12-10,34.75609
2020-12-11,29.4425
2020-12-12,12.3403
2020-12-13,15.85365
2020-12-14,36.49825
2020-12-15,33.15911
2020-12-16,35.74332
2020-12-17,35.39488
2020-12-18,28.25203
2020-12-19,12.97909
2020-12-20,12.77584
2020-12-21,31.27177
2020-12-22,31.41695
2020-12-23,34.14634
2020-12-24,32.14285
2020-12-25,25.23228
2020-12-26,18.8734
2020-12-27,22.24157
2020-12-28,49.56445
2020-12-29,51.97444
2020-12-30,56.32984
2020-12-31,42.97328
2021-01-01,12.57259
2021-01-02,11.78861
2021-01-03,13.12427
2021-01-04,40.6504
2021-01-05,47.24157
2021-01-06,43.554
2021-01-07,35.36585
2021-01-08,32.259
2021-01-09,16.14401
2021-01-10,16.75377
2021-01-11,37.95005
2021-01-12,34.72706
2021-01-13,34.08826
2021-01-14,36.17886
2021-01-15,31.73635
2021-01-16,15.04065
2021-01-17,18.554
2021-01-18,35.2497
2021-01-19,38.12427
2021-01-20,42.77003
2021-01-21,45.41231
2021-01-22,37.36933
2021-01-23,20.0058
2021-01-24,18.8734
2021-01-25,42.8281
2021-01-26,42.59581
2021-01-27,40.06968
2021-01-28,36.96283
2021-01-29,33.33333
2021-01-30,15.56329
2021-01-31,15.09872
2021-02-01,36.90476
2021-02-02,31.88153
2021-02-03,35.1626
2021-02-04,35.22067
2021-02-05,31.2137
2021-02-06,13.82113
2021-02-07,13.0662
2021-02-08,35.48199
2021-02-09,34.93031
2021-02-10,38.26945
2021-02-11,15.56329
2021-02-12,10.83042
2021-02-13,13.26945
2021-02-14,17.71196
2021-02-15,49.09988
2021-02-16,47.06736
2021-02-17,40.06968
2021-02-18,38.53077
2021-02-19,40.6504
2021-02-20,13.99535
2021-02-21,15.47619
2021-02-22,42.8281
2021-02-23,45.55749
2021-02-24,43.03135
2021-02-25,45.58652
2021-02-26,40.94076
2021-02-27,12.48548
2021-02-28,14.11149
2021-03-01,16.84088
2021-03-02,64.43089
2021-03-03,55.0813
2021-03-04,49.6806
2021-03-05,41.60859
2021-03-06,18.67015
2021-03-07,24.30313
2021-03-08,40.76655
2021-03-09,41.14401
2021-03-10,40.6504
2021-03-11,35.51103
2021-03-12,31.30081
2021-03-13,10.42392
2021-03-14,13.58885
2021-03-15,32.08478
2021-03-16,31.06852
2021-03-17,29.23925
2021-03-18,28.68757
2021-03-19,27.38095
2021-03-20,13.03716
2021-03-21,13.73403
2021-03-22,28.86178
2021-03-23,30.51684
2021-03-24,27.87456
2021-03-25,32.11382
2021-03-26,27.96167
2021-03-27,11.6144
2021-03-28,10.85946
2021-03-29,30.42973
2021-03-30,30.4878
2021-03-31,31.24274
2021-04-01,32.05574
2021-04-02,28.48432
2021-04-03,9.40766
2021-04-04,8.7979
2021-04-05,31.12659
2021-04-06,29.036
2021-04-07,27.70034
2021-04-08,28.54239
2021-04-09,27.2648
2021-04-10,9.03019
2021-04-11,9.05923
2021-04-12,29.38443
2021-04-13,30.28455
2021-04-14,27.5842
2021-04-15,27.67131
2021-04-16,22.96747
2021-04-17,9.40766
2021-04-18,9.87224
2021-04-19,28.89082
2021-04-20,27.9907
2021-04-21,25.813
2021-04-22,26.33565
2021-04-23,26.1324
2021-04-24,8.91405
2021-04-25,9.78513
2021-04-26,27.32288
2021-04-27,29.96515
2021-04-28,27.81649
2021-04-29,28.01974
2021-04-30,24.04181
2021-05-01,8.01393
2021-05-02,7.43321
2021-05-03,27.64227
2021-05-04,25.05807
2021-05-05,8.24622
2021-05-06,26.56794
2021-05-07,24.30313
2021-05-08,7.6655
2021-05-09,8.88501
2021-05-10,28.04878
2021-05-11,25.84204
2021-05-12,24.24506
2021-05-13,23.05458
2021-05-14,22.61904
2021-05-15,6.9396
2021-05-16,7.89779
2021-05-17,27.67131
2021-05-18,23.34494
2021-05-19,9.5238
2021-05-20,23.05458
2021-05-21,25.23228
2021-05-22,6.56213
2021-05-23,7.08478
2021-05-24,29.18118
2021-05-25,25.46457
2021-05-26,26.94541
2021-05-27,53.68757
2021-05-28,24.47735
2021-05-29,8.91405
2021-05-30,9.61091
2021-05-31,29.15214
2021-06-01,26.94541
2021-06-02,32.83972
2021-06-03,29.70383
2021-06-04,27.67131
2021-06-05,9.78513
2021-06-06,8.65272
2021-06-07,26.36469
2021-06-08,27.23577
2021-06-09,26.30662
2021-06-10,24.91289
2021-06-11,22.88037
2021-06-12,7.92682
2021-06-13,6.91056
2021-06-14,23.98373
2021-06-15,27.29384
2021-06-16,25.58072
2021-06-17,24.79674
2021-06-18,21.54471
2021-06-19,7.92682
2021-06-20,6.6202
2021-06-21,25.60975
2021-06-22,24.65156
2021-06-23,25.66782
2021-06-24,23.98373
2021-06-25,22.1835
2021-06-26,9.03019
2021-06-27,9.69802
2021-06-28,29.26829
2021-06-29,29.61672
2021-06-30,31.30081
2021-07-01,29.50058
2021-07-02,24.88385
2021-07-03,9.93031
2021-07-04,8.24622
2021-07-05,28.51335
2021-07-06,31.67828
2021-07-07,27.14866
2021-07-08,26.42276
2021-07-09,21.51567
2021-07-10,6.15563
2021-07-11,8.42044
2021-07-12,23.66434
2021-07-13,24.53542
2021-07-14,23.72241
2021-07-15,21.89314
2021-07-16,19.83159
2021-07-17,7.57839
2021-07-18,6.50406
2021-07-19,24.27409
2021-07-20,22.27061
2021-07-21,22.61904
2021-07-22,22.29965
2021-07-23,21.34146
2021-07-24,7.11382
2021-07-25,7.11382
2021-07-26,25.49361
2021-07-27,27.5842
2021-07-28,25.78397
2021-07-29,27.43902
2021-07-30,22.61904
2021-07-31,7.63646
2021-08-01,8.59465
2021-08-02,27.64227
2021-08-03,26.33565
2021-08-04,24.18699
2021-08-05,27.1777
2021-08-06,21.34146
2021-08-07,8.56562
2021-08-08,9.66898
2021-08-09,30.19744
2021-08-10,29.12311
2021-08-11,27.5842
2021-08-12,24.88385
2021-08-13,22.12543
2021-08-14,10.59814
2021-08-15,9.87224
2021-08-16,11.03368
2021-08-17,25.63879
2021-08-18,25.20325
2021-08-19,24.62253
2021-08-20,21.80603
2021-08-21,9.78513
2021-08-22,9.20441
2021-08-23,26.07433
2021-08-24,26.82926
2021-08-25,28.16492
2021-08-26,24.91289
2021-08-27,23.02555
2021-08-28,8.50754
2021-08-29,9.34959
2021-08-30,29.52961
2021-08-31,29.06504
2021-09-01,30.63298
2021-09-02,29.41347
2021-09-03,25.17421
2021-09-04,8.91405
2021-09-05,10.33681
2021-09-06,26.82926
2021-09-07,23.69337
2021-09-08,25.92915
2021-09-09,21.71893
2021-09-10,22.5029
2021-09-11,8.30429
2021-09-12,7.75261
2021-09-13,23.83855
2021-09-14,23.66434
2021-09-15,23.72241
2021-09-16,20.93495
2021-09-17,19.04761
2021-09-18,6.50406
2021-09-19,5.57491
2021-09-20,6.09756
2021-09-21,6.15563
2021-09-22,10.51103
2021-09-23,27.23577
2021-09-24,24.82578
2021-09-25,10.62717
2021-09-26,16.60859
2021-09-27,32.89779
2021-09-28,29.3554
2021-09-29,28.91986
2021-09-30,30.31358
2021-10-01,24.27409
2021-10-02,9.14634
2021-10-03,8.072
2021-10-04,10.80139
2021-10-05,30.25551
2021-10-06,29.52961
2021-10-07,26.65505
2021-10-08,25.90011
2021-10-09,7.63646
2021-10-10,6.76538
2021-10-11,10.68524
2021-10-12,27.70034
2021-10-13,25.20325
2021-10-14,23.69337
2021-10-15,23.60627
2021-10-16,6.91056
2021-10-17,7.83972
2021-10-18,24.53542
2021-10-19,25.66782
2021-10-20,23.17073
2021-10-21,22.24157
2021-10-22,21.57375
2021-10-23,8.53658
2021-10-24,10.45296
2021-10-25,31.73635
2021-10-26,30.28455
2021-10-27,26.19047
2021-10-28,25.55168
2021-10-29,23.49012
2021-10-30,9.23344
2021-10-31,10.33681
2021-11-01,30.66202
2021-11-02,30.37166
2021-11-03,26.68408
2021-11-04,26.39372
2021-11-05,23.98373
2021-11-06,9.23344
2021-11-07,9.49477
2021-11-08,27.20673
2021-11-09,28.28106
2021-11-10,28.33914
2021-11-11,24.62253
2021-11-12,23.02555
2021-11-13,12.83391
2021-11-14,10.85946
2021-11-15,26.16144
2021-11-16,27.87456
2021-11-17,38.18234
2021-11-18,29.55865
2021-11-19,24.91289
2021-11-20,10.54006
2021-11-21,10.2497
2021-11-22,29.21022
2021-11-23,27.2648
2021-11-24,25.49361
2021-11-25,28.57142
2021-11-26,26.01626
2021-11-27,9.98838
2021-11-28,10.85946
2021-11-29,31.47502
2021-11-30,34.58188
2021-12-01,31.2137
2021-12-02,32.49128
2021-12-03,28.60046
2021-12-04,10.39488
2021-12-05,16.08594
2021-12-06,34.93031
2021-12-07,36.67247
2021-12-08,37.71777
2021-12-09,37.13704
2021-12-10,33.13008
2021-12-11,13.12427
2021-12-12,19.39605
2021-12-13,39.80836
2021-12-14,33.82694
2021-12-15,36.78861
2021-12-16,34.49477
2021-12-17,27.23577
2021-12-18,11.67247
2021-12-19,16.14401
2021-12-20,39.518
2021-12-21,41.17305
2021-12-22,40.27293
2021-12-23,43.29268
2021-12-24,43.93147
2021-12-25,16.78281
2021-12-26,22.53193
2021-12-27,59.75609
2021-12-28,61.14982
2021-12-29,59.26248
2021-12-30,71.60278
2021-12-31,58.53658
2022-01-01,10.68524
2022-01-02,12.51451
2022-01-03,39.11149
2022-01-04,39.02439
2022-01-05,36.17886
2022-01-06,33.68176
2022-01-07,28.83275
2022-01-08,13.29849
2022-01-09,14.37282
2022-01-10,35.8885
2022-01-11,32.92682
2022-01-12,29.93612
2022-01-13,30.05226
2022-01-14,29.7619
2022-01-15,11.49825
2022-01-16,12.83391
2022-01-17,38.53077
2022-01-18,36.75958
2022-01-19,32.08478
2022-01-20,30.28455
2022-01-21,30.8072
2022-01-22,13.38559
2022-01-23,12.63066
2022-01-24,36.06271
2022-01-25,38.76306
2022-01-26,37.16608
2022-01-27,34.90127
2022-01-28,29.50058
2022-01-29,12.10801
2022-01-30,9.49477
2022-01-31,7.63646
2022-02-01,11.03368
2022-02-02,14.57607
2022-02-03,41.43437
2022-02-04,38.32752
2022-02-05,15.50522
2022-02-06,15.53426
2022-02-07,43.23461
2022-02-08,39.02439
2022-02-09,41.11498
2022-02-10,39.34378
2022-02-11,33.7979
2022-02-12,12.57259
2022-02-13,13.53077
2022-02-14,36.96283
2022-02-15,37.57259
2022-02-16,37.07897
2022-02-17,33.7108
2022-02-18,32.9849
2022-02-19,13.15331
2022-02-20,13.67595
2022-02-21,41.49245
2022-02-22,40.53426
2022-02-23,41.63763
2022-02-24,42.07317
2022-02-25,45.12195
2022-02-26,19.01858
2022-02-27,14.66318
2022-02-28,51.30662
2022-03-01,19.39605
2022-03-02,51.36469
2022-03-03,50.92915
2022-03-04,40.18583
2022-03-05,11.26596
2022-03-06,11.52729
2022-03-07,41.52148
2022-03-08,39.57607
2022-03-09,11.96283
2022-03-10,37.97909
2022-03-11,34.29152
2022-03-12,10.27874
2022-03-13,10.30778
2022-03-14,32.83972
2022-03-15,31.15563
2022-03-16,29.036
2022-03-17,26.97444
2022-03-18,25.75493
2022-03-19,8.24622
2022-03-20,9.14634
2022-03-21,39.98257
2022-03-22,38.12427
2022-03-23,33.62369
2022-03-24,30.86527
2022-03-25,42.27642
2022-03-26,14.11149
2022-03-27,12.19512
2022-03-28,39.05342
2022-03-29,45.78977
2022-03-30,39.14053
2022-03-31,39.11149
2022-04-01,37.57259
2022-04-02,14.60511
2022-04-03,12.68873
2022-04-04,43.96051
2022-04-05,43.43786
2022-04-06,39.16957
2022-04-07,39.54703
2022-04-08,35.1626
2022-04-09,11.87572
2022-04-10,10.62717
2022-04-11,37.10801
2022-04-12,38.50174
2022-04-13,40.70847
2022-04-14,43.29268
2022-04-15,37.95005
2022-04-16,13.29849
2022-04-17,14.28571
2022-04-18,46.02206
2022-04-19,44.51219
2022-04-20,40.94076
2022-04-21,38.7921
2022-04-22,38.4727
2022-04-23,13.67595
2022-04-24,14.66318
2022-04-25,53.07781
2022-04-26,51.39372
2022-04-27,46.74796
2022-04-28,43.20557
2022-04-29,44.01858
2022-04-30,13.35656
2022-05-01,12.16608
2022-05-02,44.91869
2022-05-03,41.02787
2022-05-04,35.19163
2022-05-05,11.78861
2022-05-06,29.67479
2022-05-07,9.05923
2022-05-08,9.90127
2022-05-09,37.95005
2022-05-10,41.92799
2022-05-11,40.30197
2022-05-12,36.46922
2022-05-13,29.73286
2022-05-14,8.82694
2022-05-15,9.63995
2022-05-16,32.9849
2022-05-17,32.49128
2022-05-18,29.50058
2022-05-19,30.45876
2022-05-20,29.29732
2022-05-21,9.17537
2022-05-22,9.40766
2022-05-23,38.21138
2022-05-24,34.55284
2022-05-25,35.04645
2022-05-26,33.27526
2022-05-27,34.8432
2022-05-28,11.38211
2022-05-29,11.46922
2022-05-30,41.28919
2022-05-31,38.21138
2022-06-01,14.54703
2022-06-02,40.91173
2022-06-03,33.7108
2022-06-04,7.86875
2022-06-05,7.17189
2022-06-06,8.97212
2022-06-07,38.67595
2022-06-08,38.09523
2022-06-09,34.1173
2022-06-10,31.67828
2022-06-11,8.88501
2022-06-12,8.62369
2022-06-13,35.19163
2022-06-14,35.80139
2022-06-15,34.58188
2022-06-16,35.48199
2022-06-17,27.93263
2022-06-18,8.30429
2022-06-19,9.05923
2022-06-20,32.95586
2022-06-21,32.49128
2022-06-22,31.2137
2022-06-23,31.76538
2022-06-24,30.83623
2022-06-25,7.9849
2022-06-26,9.23344
2022-06-27,36.03368
2022-06-28,35.59814
2022-06-29,36.99186
2022-06-30,39.02439
2022-07-01,34.87224
2022-07-02,8.56562
2022-07-03,10.1626
2022-07-04,37.4274
2022-07-05,37.63066
2022-07-06,36.84668
2022-07-07,35.77235
2022-07-08,33.47851
2022-07-09,8.24622
2022-07-10,9.78513
2022-07-11,35.27874
2022-07-12,35.2497
2022-07-13,29.21022
2022-07-14,30.63298
2022-07-15,25.23228
2022-07-16,7.49128
2022-07-17,8.24622
2022-07-18,30.57491
2022-07-19,30.37166
2022-07-20,29.7619
2022-07-21,28.39721
2022-07-22,27.84552
2022-07-23,7.9849
2022-07-24,10.36585
2022-07-25,37.60162
2022-07-26,34.29152
2022-07-27,31.12659
2022-07-28,29.55865
2022-07-29,30.11033
2022-07-30,9.55284
2022-07-31,9.4367
2022-08-01,34.26248
2022-08-02,31.32984
2022-08-03,31.47502
2022-08-04,29.21022
2022-08-05,27.75842
2022-08-06,8.15911
2022-08-07,9.75609
2022-08-08,32.86875
2022-08-09,31.73635
2022-08-10,33.85598
2022-08-11,30.95238
2022-08-12,27.2648
2022-08-13,7.46225
2022-08-14,7.54936
2022-08-15,9.40766
2022-08-16,30.8072
2022-08-17,32.3461
2022-08-18,29.15214
2022-08-19,28.39721
2022-08-20,8.13008
2022-08-21,9.1173
2022-08-22,29.93612
2022-08-23,33.65272
2022-08-24,30.77816
2022-08-25,31.5331
2022-08-26,26.77119
2022-08-27,8.33333
2022-08-28,9.05923
2022-08-29,32.75261
2022-08-30,36.84668
2022-08-31,34.75609
2022-09-01,34.95934
2022-09-02,29.99419
2022-09-03,7.54936
2022-09-04,9.08826
2022-09-05,32.28803
2022-09-06,33.33333
2022-09-07,33.94308
2022-09-08,27.96167
2022-09-09,7.22996
2022-09-10,4.96515
2022-09-11,5.69105
2022-09-12,9.29152
2022-09-13,37.57259
2022-09-14,37.54355
2022-09-15,36.46922
2022-09-16,31.73635
2022-09-17,7.49128
2022-09-18,7.83972
2022-09-19,33.47851
2022-09-20,32.3461
2022-09-21,29.41347
2022-09-22,29.50058
2022-09-23,27.11962
2022-09-24,7.75261
2022-09-25,8.91405
2022-09-26,32.259
2022-09-27,33.7979
2022-09-28,31.91056
2022-09-29,30.74912
2022-09-30,35.5691
2022-10-01,9.20441
2022-10-02,7.20092
2022-10-03,13.21138
2022-10-04,47.27061
2022-10-05,42.88617
2022-10-06,40.18583
2022-10-07,32.63646
2022-10-08,9.8432
2022-10-09,8.68176
2022-10-10,12.3403
2022-10-11,36.84668
2022-10-12,37.45644
2022-10-13,32.75261
2022-10-14,32.49128
2022-10-15,9.23344
2022-10-16,11.20789
2022-10-17,39.69221
2022-10-18,34.58188
2022-10-19,31.91056
2022-10-20,32.20092
2022-10-21,28.77468
2022-10-22,9.90127
2022-10-23,9.00116
2022-10-24,37.28222
2022-10-25,41.20209
2022-10-26,37.13704
2022-10-27,34.14634
2022-10-28,33.10104
2022-10-29,9.17537
2022-10-30,8.59465
2022-10-31,40.73751
2022-11-01,43.06039
2022-11-02,42.47967
2022-11-03,37.4274
2022-11-04,35.85946
2022-11-05,35.04645
2022-11-06,27.14866
2022-11-07,48.25783
2022-11-08,44.86062
2022-11-09,39.95354
2022-11-10,39.37282
2022-11-11,34.05923
2022-11-12,12.89198
2022-11-13,13.0662
2022-11-14,38.50174
2022-11-15,37.65969
2022-11-16,35.8885
2022-11-17,33.30429
2022-11-18,27.46806
2022-11-19,10.2497
2022-11-20,19.39605
2022-11-21,36.32404
2022-11-22,39.08246
2022-11-23,36.7015
2022-11-24,33.73983
2022-11-25,32.11382
2022-11-26,12.28222
2022-11-27,14.77932
2022-11-28,36.26596
2022-11-29,40.85365
2022-11-30,45.67363
2022-12-01,45.0058
2022-12-02,39.72125
2022-12-03,14.25667
2022-12-04,15.56329
2022-12-05,42.50871
2022-12-06,45.3252
2022-12-07,47.41579
2022-12-08,49.76771
2022-12-09,46.39953
2022-12-10,17.24738
2022-12-11,19.30894
2022-12-12,54.29732
2022-12-13,54.52961
2022-12-14,48.28687
2022-12-15,42.65389
2022-12-16,38.50174
2022-12-17,14.43089
2022-12-18,24.73867
2022-12-19,50.34843
2022-12-20,58.30429
2022-12-21,52.75842
2022-12-22,47.99651
2022-12-23,46.25435
2022-12-24,17.30545
2022-12-25,18.98954
2022-12-26,61.58536
2022-12-27,61.12078
2022-12-28,52.75842
2022-12-29,56.01045
2022-12-30,55.42973
2022-12-31,16.11498
2023-01-01,10.27874
2023-01-02,44.45412
2023-01-03,40.56329
2023-01-04,48.49012
2023-01-05,47.9094
2023-01-06,35.62717
2023-01-07,11.14982
2023-01-08,12.83391
2023-01-09,39.89547
2023-01-10,36.58536
2023-01-11,37.95005
2023-01-12,31.76538
2023-01-13,29.26829
2023-01-14,10.71428
2023-01-15,12.63066
2023-01-16,37.83391
2023-01-17,37.10801
2023-01-18,38.96631
2023-01-19,34.4367
2023-01-20,31.38792
2023-01-21,13.53077
2023-01-22,13.58885
2023-01-23,15.15679
2023-01-24,21.51567
2023-01-25,59.87224
2023-01-26,50.4065
2023-01-27,42.21835
2023-01-28,19.77351
2023-01-29,20.38327
2023-01-30,47.56097
2023-01-31,48.25783
2023-02-01,43.20557
2023-02-02,41.89895
2023-02-03,36.73054
2023-02-04,14.28571
2023-02-05,15.30197
2023-02-06,42.4216
2023-02-07,43.78629
2023-02-08,41.11498
2023-02-09,41.66666
2023-02-10,40.06968
2023-02-11,13.99535
2023-02-12,15.47619
2023-02-13,49.24506
2023-02-14,53.33914
2023-02-15,55.02322
2023-02-16,53.65853
2023-02-17,43.61207
2023-02-18,17.62485
2023-02-19,31.67828
2023-02-20,93.32171
2023-02-21,71.57375
2023-02-22,66.46341
2023-02-23,65.36004
2023-02-24,59.17537
2023-02-25,22.76422
2023-02-26,20.44134
2023-02-27,67.18931
2023-02-28,64.11149
2023-03-01,31.09756
2023-03-02,65.79558
2023-03-03,58.24622
2023-03-04,19.33797
2023-03-05,21.777
2023-03-06,64.77932
2023-03-07,53.10685
2023-03-08,56.79442
2023-03-09,48.6353
2023-03-10,45.99303
2023-03-11,15.41811
2023-03-12,18.00232
2023-03-13,47.64808
2023-03-14,47.9094
2023-03-15,40.99883
2023-03-16,39.16957
2023-03-17,33.47851
2023-03-18,11.73054
2023-03-19,13.21138
2023-03-20,40.67944
2023-03-21,41.86991
2023-03-22,35.77235
2023-03-23,35.1626
2023-03-24,34.55284
2023-03-25,11.64343
2023-03-26,11.44018
2023-03-27,37.7468
2023-03-28,37.54355
2023-03-29,35.27874
2023-03-30,38.53077
2023-03-31,37.80487
2023-04-01,12.54355
2023-04-02,15.44715
2023-04-03,44.45412
2023-04-04,43.37979
2023-04-05,51.36469
2023-04-06,37.65969
2023-04-07,34.14634
2023-04-08,11.20789
2023-04-09,12.57259
2023-04-10,41.92799
2023-04-11,38.15331
2023-04-12,36.38211
2023-04-13,36.23693
2023-04-14,30.74912
2023-04-15,11.26596
2023-04-16,10.30778
2023-04-17,35.22067
2023-04-18,36.99186
2023-04-19,34.14634
2023-04-20,33.27526
2023-04-21,28.83275
2023-04-22,10.30778
2023-04-23,11.32404
2023-04-24,35.91753
2023-04-25,40.01161
2023-04-26,34.93031
2023-04-27,35.77235
2023-04-28,34.26248
2023-04-29,11.67247
2023-04-30,11.58536
2023-05-01,20.47038
2023-05-02,47.61904
2023-05-03,37.39837
2023-05-04,37.95005
2023-05-05,13.03716
2023-05-06,10.22067
2023-05-07,12.48548
2023-05-08,39.43089
2023-05-09,40.27293
2023-05-10,38.26945
2023-05-11,36.73054
2023-05-12,32.11382
2023-05-13,11.96283
2023-05-14,12.48548
2023-05-15,36.99186
2023-05-16,36.52729
2023-05-17,35.77235
2023-05-18,36.32404
2023-05-19,33.7979
2023-05-20,13.73403
2023-05-21,13.09523
2023-05-22,33.91405
2023-05-23,36.32404
2023-05-24,33.3914
2023-05-25,36.52729
2023-05-26,33.13008
2023-05-27,13.93728
2023-05-28,13.61788
