date,크라우드펀딩
2020-03-20,8.52813
2020-03-21,6.28571
2020-03-22,7.25541
2020-03-23,10.03463
2020-03-24,10.38095
2020-03-25,10.20779
2020-03-26,9.90476
2020-03-27,8.57142
2020-03-28,6.78787
2020-03-29,7.58441
2020-03-30,9.15151
2020-03-31,10.09523
2020-04-01,9.60173
2020-04-02,9.15151
2020-04-03,9.57575
2020-04-04,6.12987
2020-04-05,7.69696
2020-04-06,10.94372
2020-04-07,10.63203
2020-04-08,10.9264
2020-04-09,10.70995
2020-04-10,10.51948
2020-04-11,7.05627
2020-04-12,7.39393
2020-04-13,10.38095
2020-04-14,9.22943
2020-04-15,7.80952
2020-04-16,10.05194
2020-04-17,8.56277
2020-04-18,5.81818
2020-04-19,7.47186
2020-04-20,9.11688
2020-04-21,10.48484
2020-04-22,20.18181
2020-04-23,10.48484
2020-04-24,9.13419
2020-04-25,6.25108
2020-04-26,6.329
2020-04-27,10.32034
2020-04-28,9.71428
2020-04-29,8.81385
2020-04-30,6.70995
2020-05-01,7.55844
2020-05-02,5.61904
2020-05-03,5.71428
2020-05-04,8.99567
2020-05-05,9.48917
2020-05-06,10.26839
2020-05-07,8.62337
2020-05-08,7.26406
2020-05-09,5.72294
2020-05-10,6.94372
2020-05-11,7.96536
2020-05-12,8.27705
2020-05-13,7.60173
2020-05-14,7.87012
2020-05-15,7.32467
2020-05-16,5.27272
2020-05-17,5.58441
2020-05-18,8.58874
2020-05-19,13.74891
2020-05-20,9.42857
2020-05-21,9.65367
2020-05-22,7.83549
2020-05-23,6.03463
2020-05-24,6.71861
2020-05-25,8.13852
2020-05-26,8.4935
2020-05-27,7.59307
2020-05-28,8.04329
2020-05-29,6.9264
2020-05-30,4.58874
2020-05-31,5.85281
2020-06-01,7.06493
2020-06-02,29.51515
2020-06-03,11.90476
2020-06-04,9.8961
2020-06-05,7.84415
2020-06-06,5.53246
2020-06-07,6.1645
2020-06-08,8.45887
2020-06-09,9.39393
2020-06-10,8.38961
2020-06-11,8.2251
2020-06-12,7.97402
2020-06-13,5.93073
2020-06-14,5.51515
2020-06-15,7.99134
2020-06-16,11.09956
2020-06-17,9.85281
2020-06-18,8.25108
2020-06-19,8.47619
2020-06-20,6.34632
2020-06-21,6.08658
2020-06-22,8.30303
2020-06-23,8.34632
2020-06-24,8.95238
2020-06-25,8.75324
2020-06-26,7.97402
2020-06-27,5.29004
2020-06-28,6.13852
2020-06-29,7.63636
2020-06-30,8.18181
2020-07-01,8.66666
2020-07-02,7.96536
2020-07-03,7.85281
2020-07-04,4.85714
2020-07-05,5.69696
2020-07-06,7.7316
2020-07-07,8.60606
2020-07-08,7.67099
2020-07-09,7.10822
2020-07-10,7.06493
2020-07-11,5.16883
2020-07-12,5.53246
2020-07-13,8.30303
2020-07-14,9.14285
2020-07-15,10.23376
2020-07-16,8.57142
2020-07-17,7.29004
2020-07-18,5.71428
2020-07-19,5.61038
2020-07-20,8.32034
2020-07-21,8.7619
2020-07-22,10.33766
2020-07-23,8.60606
2020-07-24,7.32467
2020-07-25,5.38528
2020-07-26,5.35064
2020-07-27,7.84415
2020-07-28,8.1645
2020-07-29,8.10389
2020-07-30,7.8961
2020-07-31,6.78787
2020-08-01,4.87445
2020-08-02,5.02164
2020-08-03,8.77056
2020-08-04,8.06926
2020-08-05,8.80519
2020-08-06,8.58008
2020-08-07,8.55411
2020-08-08,6.46753
2020-08-09,6.69264
2020-08-10,9.81818
2020-08-11,10.15584
2020-08-12,9.47186
2020-08-13,9.98268
2020-08-14,9.05627
2020-08-15,6.12987
2020-08-16,5.31601
2020-08-17,6.74458
2020-08-18,7.43722
2020-08-19,7.72294
2020-08-20,8.03463
2020-08-21,7.90476
2020-08-22,5.66233
2020-08-23,6.06926
2020-08-24,9.4632
2020-08-25,8.70995
2020-08-26,8.15584
2020-08-27,8.47619
2020-08-28,8.96969
2020-08-29,6.4329
2020-08-30,6.329
2020-08-31,8.26839
2020-09-01,8.41558
2020-09-02,8.658
2020-09-03,8.39826
2020-09-04,8.17316
2020-09-05,5.8961
2020-09-06,6.42424
2020-09-07,9.18614
2020-09-08,8.51082
2020-09-09,17.35064
2020-09-10,9.18614
2020-09-11,9.4632
2020-09-12,6.38095
2020-09-13,5.84415
2020-09-14,8.98701
2020-09-15,100.0
2020-09-16,31.54112
2020-09-17,13.83549
2020-09-18,9.4632
2020-09-19,20.64935
2020-09-20,7.92207
2020-09-21,11.63636
2020-09-22,10.58008
2020-09-23,9.28138
2020-09-24,8.79653
2020-09-25,7.29004
2020-09-26,4.58874
2020-09-27,5.25541
2020-09-28,7.38528
2020-09-29,6.2251
2020-09-30,4.9264
2020-10-01,4.79653
2020-10-02,5.25541
2020-10-03,5.74891
2020-10-04,7.49783
2020-10-05,9.2987
2020-10-06,9.40259
2020-10-07,8.98701
2020-10-08,9.03896
2020-10-09,9.20346
2020-10-10,6.14718
2020-10-11,6.44155
2020-10-12,8.08658
2020-10-13,7.87012
2020-10-14,8.84848
2020-10-15,7.48917
2020-10-16,6.03463
2020-10-17,9.75757
2020-10-18,7.88744
2020-10-19,8.83116
2020-10-20,7.76623
2020-10-21,9.67965
2020-10-22,8.24242
2020-10-23,6.62337
2020-10-24,5.75757
2020-10-25,6.15584
2020-10-26,7.86147
2020-10-27,9.1948
2020-10-28,8.34632
2020-10-29,8.74458
2020-10-30,7.24675
2020-10-31,4.75324
2020-11-01,6.12987
2020-11-02,8.24242
2020-11-03,8.44155
2020-11-04,7.94805
2020-11-05,8.31168
2020-11-06,7.56709
2020-11-07,5.61038
2020-11-08,5.67965
2020-11-09,9.26406
2020-11-10,8.61471
2020-11-11,8.20779
2020-11-12,8.62337
2020-11-13,8.12987
2020-11-14,6.05194
2020-11-15,6.33766
2020-11-16,8.39826
2020-11-17,8.51948
2020-11-18,8.40692
2020-11-19,8.52813
2020-11-20,7.67099
2020-11-21,5.69696
2020-11-22,6.5974
2020-11-23,8.90909
2020-11-24,8.30303
2020-11-25,8.61471
2020-11-26,8.44155
2020-11-27,7.74025
2020-11-28,5.34199
2020-11-29,6.64069
2020-11-30,8.03463
2020-12-01,8.25974
2020-12-02,7.43722
2020-12-03,8.69264
2020-12-04,7.32467
2020-12-05,6.2251
2020-12-06,6.19913
2020-12-07,8.09523
2020-12-08,8.01731
2020-12-09,8.33766
2020-12-10,7.39393
2020-12-11,7.16017
2020-12-12,5.83549
2020-12-13,5.61038
2020-12-14,7.90476
2020-12-15,7.57575
2020-12-16,8.07792
2020-12-17,7.40259
2020-12-18,6.96103
2020-12-19,5.41991
2020-12-20,5.13419
2020-12-21,6.68398
2020-12-22,8.0606
2020-12-23,6.23376
2020-12-24,5.41125
2020-12-25,4.45887
2020-12-26,4.98701
2020-12-27,4.95238
2020-12-28,7.41991
2020-12-29,7.15151
2020-12-30,8.01731
2020-12-31,6.30303
2021-01-01,4.77922
2021-01-02,5.43722
2021-01-03,5.41991
2021-01-04,7.15151
2021-01-05,7.57575
2021-01-06,7.41125
2021-01-07,7.4632
2021-01-08,6.84848
2021-01-09,5.3593
2021-01-10,6.72727
2021-01-11,7.39393
2021-01-12,7.31601
2021-01-13,7.26406
2021-01-14,6.99567
2021-01-15,7.22943
2021-01-16,5.90476
2021-01-17,5.36796
2021-01-18,7.26406
2021-01-19,8.56277
2021-01-20,8.25974
2021-01-21,7.68831
2021-01-22,6.79653
2021-01-23,5.16017
2021-01-24,5.24675
2021-01-25,6.98701
2021-01-26,7.90476
2021-01-27,6.72727
2021-01-28,6.97835
2021-01-29,5.90476
2021-01-30,4.51948
2021-01-31,5.53246
2021-02-01,6.82251
2021-02-02,6.77056
2021-02-03,7.06493
2021-02-04,6.37229
2021-02-05,5.80952
2021-02-06,4.60606
2021-02-07,4.45887
2021-02-08,7.06493
2021-02-09,6.25974
2021-02-10,5.8961
2021-02-11,4.06926
2021-02-12,3.48917
2021-02-13,4.26839
2021-02-14,5.74025
2021-02-15,7.07359
2021-02-16,6.58874
2021-02-17,7.42857
2021-02-18,7.75757
2021-02-19,6.46753
2021-02-20,4.48484
2021-02-21,4.77922
2021-02-22,7.45454
2021-02-23,7.6277
2021-02-24,7.74891
2021-02-25,7.36796
2021-02-26,5.97402
2021-02-27,4.50216
2021-02-28,4.62337
2021-03-01,6.0606
2021-03-02,6.95238
2021-03-03,7.14285
2021-03-04,6.84848
2021-03-05,6.83982
2021-03-06,4.81385
2021-03-07,5.50649
2021-03-08,7.0303
2021-03-09,7.31601
2021-03-10,7.77489
2021-03-11,6.95238
2021-03-12,6.96969
2021-03-13,5.26406
2021-03-14,6.62337
2021-03-15,7.16017
2021-03-16,7.61904
2021-03-17,7.63636
2021-03-18,7.64502
2021-03-19,11.41991
2021-03-20,7.67965
2021-03-21,8.56277
2021-03-22,10.70995
2021-03-23,9.83549
2021-03-24,9.7316
2021-03-25,8.37229
2021-03-26,6.87445
2021-03-27,4.96103
2021-03-28,6.1645
2021-03-29,7.74025
2021-03-30,8.329
2021-03-31,8.45021
2021-04-01,7.21212
2021-04-02,6.1645
2021-04-03,5.26406
2021-04-04,5.75757
2021-04-05,6.90043
2021-04-06,9.16017
2021-04-07,7.03896
2021-04-08,6.87445
2021-04-09,6.40692
2021-04-10,5.34199
2021-04-11,4.79653
2021-04-12,7.63636
2021-04-13,8.01731
2021-04-14,6.95238
2021-04-15,7.16017
2021-04-16,6.38961
2021-04-17,4.70995
2021-04-18,4.69264
2021-04-19,7.75757
2021-04-20,7.68831
2021-04-21,7.16883
2021-04-22,7.00432
2021-04-23,6.25974
2021-04-24,4.74458
2021-04-25,4.89177
2021-04-26,8.12987
2021-04-27,6.97835
2021-04-28,7.30735
2021-04-29,6.8658
2021-04-30,5.63636
2021-05-01,4.27705
2021-05-02,5.14285
2021-05-03,6.71861
2021-05-04,6.88311
2021-05-05,5.32467
2021-05-06,6.67532
2021-05-07,5.87012
2021-05-08,3.9567
2021-05-09,4.55411
2021-05-10,7.43722
2021-05-11,6.8658
2021-05-12,6.45021
2021-05-13,6.94372
2021-05-14,6.05194
2021-05-15,3.93939
2021-05-16,4.18181
2021-05-17,6.36363
2021-05-18,6.62337
2021-05-19,4.68398
2021-05-20,9.49783
2021-05-21,7.10822
2021-05-22,4.46753
2021-05-23,4.7619
2021-05-24,7.14285
2021-05-25,6.26839
2021-05-26,6.99567
2021-05-27,7.17748
2021-05-28,5.87878
2021-05-29,4.50216
2021-05-30,4.27705
2021-05-31,6.64935
2021-06-01,6.70129
2021-06-02,6.63203
2021-06-03,6.89177
2021-06-04,6.5974
2021-06-05,4.12121
2021-06-06,5.05627
2021-06-07,6.89177
2021-06-08,6.26839
2021-06-09,7.49783
2021-06-10,7.06493
2021-06-11,6.66666
2021-06-12,5.01298
2021-06-13,5.08225
2021-06-14,6.66666
2021-06-15,6.83982
2021-06-16,7.59307
2021-06-17,6.79653
2021-06-18,5.64502
2021-06-19,4.72727
2021-06-20,4.1645
2021-06-21,6.31168
2021-06-22,5.91341
2021-06-23,6.60606
2021-06-24,6.27705
2021-06-25,5.53246
2021-06-26,3.66233
2021-06-27,3.90476
2021-06-28,5.5238
2021-06-29,7.84415
2021-06-30,5.33333
2021-07-01,5.66233
2021-07-02,5.4632
2021-07-03,3.8961
2021-07-04,4.05194
2021-07-05,6.52813
2021-07-06,6.09523
2021-07-07,7.82683
2021-07-08,7.0303
2021-07-09,6.07792
2021-07-10,3.61904
2021-07-11,4.23376
2021-07-12,6.45021
2021-07-13,6.34632
2021-07-14,6.36363
2021-07-15,6.32034
2021-07-16,5.14285
2021-07-17,3.45454
2021-07-18,3.93939
2021-07-19,5.67965
2021-07-20,5.91341
2021-07-21,5.80086
2021-07-22,5.37662
2021-07-23,5.28138
2021-07-24,3.41991
2021-07-25,3.81818
2021-07-26,4.9264
2021-07-27,5.0909
2021-07-28,5.51515
2021-07-29,5.48051
2021-07-30,4.58008
2021-07-31,3.61038
2021-08-01,3.47186
2021-08-02,4.8658
2021-08-03,5.27272
2021-08-04,4.98701
2021-08-05,5.67965
2021-08-06,4.45021
2021-08-07,3.39393
2021-08-08,3.78354
2021-08-09,5.88744
2021-08-10,5.75757
2021-08-11,5.70562
2021-08-12,5.45454
2021-08-13,5.39393
2021-08-14,3.77489
2021-08-15,3.6277
2021-08-16,4.61471
2021-08-17,7.16883
2021-08-18,5.93073
2021-08-19,5.80086
2021-08-20,6.09523
2021-08-21,4.0606
2021-08-22,4.34632
2021-08-23,6.329
2021-08-24,6.58874
2021-08-25,6.19047
2021-08-26,6.30303
2021-08-27,5.54112
2021-08-28,4.51948
2021-08-29,4.46753
2021-08-30,6.03463
2021-08-31,6.14718
2021-09-01,6.56277
2021-09-02,6.03463
2021-09-03,5.96536
2021-09-04,3.8961
2021-09-05,4.18181
2021-09-06,6.1645
2021-09-07,6.05194
2021-09-08,5.61038
2021-09-09,6.1645
2021-09-10,5.30735
2021-09-11,4.03463
2021-09-12,4.07792
2021-09-13,6.25108
2021-09-14,6.11255
2021-09-15,5.83549
2021-09-16,5.41125
2021-09-17,4.54545
2021-09-18,2.93506
2021-09-19,2.81385
2021-09-20,2.75324
2021-09-21,3.01298
2021-09-22,3.17748
2021-09-23,5.5238
2021-09-24,6.25974
2021-09-25,4.03463
2021-09-26,4.23376
2021-09-27,6.4329
2021-09-28,6.26839
2021-09-29,5.78354
2021-09-30,5.47186
2021-10-01,4.78787
2021-10-02,3.66233
2021-10-03,3.75757
2021-10-04,4.15584
2021-10-05,6.28571
2021-10-06,6.25974
2021-10-07,5.02164
2021-10-08,4.99567
2021-10-09,3.59307
2021-10-10,3.78354
2021-10-11,4.4329
2021-10-12,6.04329
2021-10-13,6.83982
2021-10-14,8.83116
2021-10-15,6.46753
2021-10-16,3.83549
2021-10-17,3.99134
2021-10-18,5.82683
2021-10-19,5.68831
2021-10-20,5.97402
2021-10-21,6.26839
2021-10-22,6.07792
2021-10-23,3.90476
