date,크라우드펀딩
2021-10-24,4.02597
2021-10-25,5.91341
2021-10-26,5.97402
2021-10-27,6.24242
2021-10-28,5.11688
2021-10-29,5.23809
2021-10-30,3.32467
2021-10-31,4.0
2021-11-01,5.78354
2021-11-02,5.54112
2021-11-03,5.54112
2021-11-04,4.91774
2021-11-05,5.03896
2021-11-06,3.41991
2021-11-07,3.71428
2021-11-08,8.96969
2021-11-09,6.4935
2021-11-10,5.83549
2021-11-11,5.41991
2021-11-12,4.4935
2021-11-13,3.22943
2021-11-14,3.6277
2021-11-15,5.76623
2021-11-16,5.98268
2021-11-17,6.70995
2021-11-18,4.98701
2021-11-19,5.25541
2021-11-20,3.83549
2021-11-21,4.0606
2021-11-22,6.23376
2021-11-23,5.94805
2021-11-24,6.14718
2021-11-25,5.42857
2021-11-26,5.39393
2021-11-27,3.98268
2021-11-28,4.38961
2021-11-29,5.51515
2021-11-30,6.20779
2021-12-01,5.85281
2021-12-02,5.26406
2021-12-03,5.20346
2021-12-04,3.60173
2021-12-05,4.07792
2021-12-06,4.98701
2021-12-07,5.54112
2021-12-08,6.55411
2021-12-09,5.65367
2021-12-10,5.30735
2021-12-11,3.82683
2021-12-12,3.9567
2021-12-13,7.24675
2021-12-14,7.56709
2021-12-15,5.74891
2021-12-16,5.87012
2021-12-17,4.9264
2021-12-18,3.42857
2021-12-19,3.74025
2021-12-20,5.66233
2021-12-21,6.02597
2021-12-22,5.22943
2021-12-23,5.26406
2021-12-24,3.69696
2021-12-25,3.05627
2021-12-26,3.6277
2021-12-27,4.99567
2021-12-28,5.5238
2021-12-29,5.00432
2021-12-30,4.73593
2021-12-31,3.7316
2022-01-01,2.50216
2022-01-02,3.16883
2022-01-03,4.83982
2022-01-04,5.04761
2022-01-05,4.38095
2022-01-06,5.33333
2022-01-07,4.72727
2022-01-08,3.22077
2022-01-09,7.05627
2022-01-10,5.56709
2022-01-11,4.88311
2022-01-12,5.49783
2022-01-13,5.58441
2022-01-14,5.0303
2022-01-15,3.26406
2022-01-16,3.90476
2022-01-17,4.79653
2022-01-18,5.88744
2022-01-19,5.16017
2022-01-20,5.09956
2022-01-21,5.64502
2022-01-22,3.82683
2022-01-23,4.27705
2022-01-24,5.22943
2022-01-25,4.87445
2022-01-26,4.90909
2022-01-27,4.83116
2022-01-28,4.78787
2022-01-29,2.82251
2022-01-30,2.71861
2022-01-31,2.54545
2022-02-01,3.23809
2022-02-02,3.38528
2022-02-03,4.51082
2022-02-04,4.31168
2022-02-05,3.58441
2022-02-06,3.7922
2022-02-07,5.26406
2022-02-08,5.55844
2022-02-09,5.10822
2022-02-10,5.06493
2022-02-11,4.70995
2022-02-12,3.64502
2022-02-13,3.30735
2022-02-14,4.78787
2022-02-15,4.7619
2022-02-16,4.56277
2022-02-17,4.38095
2022-02-18,4.52813
2022-02-19,2.83982
2022-02-20,3.10822
2022-02-21,4.51082
2022-02-22,4.82251
2022-02-23,4.87445
2022-02-24,4.37229
2022-02-25,4.36363
2022-02-26,3.02164
2022-02-27,3.3593
2022-02-28,4.05194
2022-03-01,3.29004
2022-03-02,4.9264
2022-03-03,4.34632
2022-03-04,4.47619
2022-03-05,2.94372
2022-03-06,3.20346
2022-03-07,5.05627
2022-03-08,4.29437
2022-03-09,3.11688
2022-03-10,4.53679
2022-03-11,4.36363
2022-03-12,3.08225
2022-03-13,3.85281
2022-03-14,5.00432
2022-03-15,5.37662
2022-03-16,5.29004
2022-03-17,5.74891
2022-03-18,4.88311
2022-03-19,3.40259
2022-03-20,3.48917
2022-03-21,5.51515
2022-03-22,4.95238
2022-03-23,5.43722
2022-03-24,4.64935
2022-03-25,4.13852
2022-03-26,3.41991
2022-03-27,3.78354
2022-03-28,5.63636
2022-03-29,5.75757
2022-03-30,5.0303
2022-03-31,4.84848
2022-04-01,4.05194
2022-04-02,2.80519
2022-04-03,3.45454
2022-04-04,5.06493
2022-04-05,4.8658
2022-04-06,5.16883
2022-04-07,5.31601
2022-04-08,4.2251
2022-04-09,3.05627
2022-04-10,3.06493
2022-04-11,4.9264
2022-04-12,5.10822
2022-04-13,4.89177
2022-04-14,5.16883
2022-04-15,4.75324
2022-04-16,2.90909
2022-04-17,3.63636
2022-04-18,5.75757
2022-04-19,5.31601
2022-04-20,5.1948
2022-04-21,4.5974
2022-04-22,4.13852
2022-04-23,2.95238
2022-04-24,2.74458
2022-04-25,4.87445
2022-04-26,6.5974
2022-04-27,5.61038
2022-04-28,4.70995
2022-04-29,4.04329
2022-04-30,2.96969
2022-05-01,3.69696
2022-05-02,4.99567
2022-05-03,4.58874
2022-05-04,4.34632
2022-05-05,2.96969
2022-05-06,5.87012
2022-05-07,3.59307
2022-05-08,2.93506
2022-05-09,4.9264
2022-05-10,5.44588
2022-05-11,6.2251
2022-05-12,5.85281
2022-05-13,5.04761
2022-05-14,3.43722
2022-05-15,3.72294
2022-05-16,5.41125
2022-05-17,5.38528
2022-05-18,5.64502
2022-05-19,5.33333
2022-05-20,4.46753
2022-05-21,3.01298
2022-05-22,3.47186
2022-05-23,4.88311
2022-05-24,6.41558
2022-05-25,5.58441
2022-05-26,4.55411
2022-05-27,4.71861
2022-05-28,2.99567
2022-05-29,2.84848
2022-05-30,5.75757
2022-05-31,4.58874
2022-06-01,3.47186
2022-06-02,4.83116
2022-06-03,4.09523
2022-06-04,2.73593
2022-06-05,2.93506
2022-06-06,3.31601
2022-06-07,4.97835
2022-06-08,6.58874
2022-06-09,4.91774
2022-06-10,5.36796
2022-06-11,3.67099
2022-06-12,3.6277
2022-06-13,5.55844
2022-06-14,5.05627
2022-06-15,5.54978
2022-06-16,5.20346
2022-06-17,12.70995
2022-06-18,2.54545
2022-06-19,2.74458
2022-06-20,4.5974
2022-06-21,5.20346
2022-06-22,5.11688
2022-06-23,5.13419
2022-06-24,4.00865
2022-06-25,2.58008
2022-06-26,3.24675
2022-06-27,3.96536
2022-06-28,4.4935
2022-06-29,3.93939
2022-06-30,3.94805
2022-07-01,3.6277
2022-07-02,2.90909
2022-07-03,2.55411
2022-07-04,4.07792
2022-07-05,4.26839
2022-07-06,4.35497
2022-07-07,5.03896
2022-07-08,4.38961
2022-07-09,2.90909
2022-07-10,3.05627
2022-07-11,4.54545
2022-07-12,5.21212
2022-07-13,4.8658
2022-07-14,4.40692
2022-07-15,4.14718
2022-07-16,2.46753
2022-07-17,2.5974
2022-07-18,4.20779
2022-07-19,4.10389
2022-07-20,4.21645
2022-07-21,3.78354
2022-07-22,3.71428
2022-07-23,2.29437
2022-07-24,2.53679
2022-07-25,4.25108
2022-07-26,4.04329
2022-07-27,4.35497
2022-07-28,3.92207
2022-07-29,3.84415
2022-07-30,2.27705
2022-07-31,2.70995
2022-08-01,3.87012
2022-08-02,5.47186
2022-08-03,4.24242
2022-08-04,3.4632
2022-08-05,3.68831
2022-08-06,2.25108
2022-08-07,2.61471
2022-08-08,3.94805
2022-08-09,4.74458
2022-08-10,3.91341
2022-08-11,3.93939
2022-08-12,3.45454
2022-08-13,2.32034
2022-08-14,2.329
2022-08-15,2.83116
2022-08-16,3.9567
2022-08-17,3.74025
2022-08-18,3.91341
2022-08-19,3.85281
2022-08-20,3.15151
2022-08-21,2.64069
2022-08-22,4.02597
2022-08-23,4.31168
2022-08-24,4.24242
2022-08-25,4.13852
2022-08-26,3.44588
2022-08-27,2.39826
2022-08-28,2.4935
2022-08-29,3.36796
2022-08-30,4.40692
2022-08-31,3.96536
2022-09-01,3.75757
2022-09-02,3.17748
2022-09-03,2.18181
2022-09-04,2.50216
2022-09-05,3.67965
2022-09-06,3.90476
2022-09-07,4.45887
2022-09-08,3.56709
2022-09-09,2.2251
2022-09-10,2.17316
2022-09-11,2.23376
2022-09-12,2.96969
2022-09-13,5.0303
2022-09-14,4.74458
2022-09-15,4.91774
2022-09-16,5.98268
2022-09-17,3.06493
2022-09-18,2.98701
2022-09-19,4.48484
2022-09-20,4.63203
2022-09-21,4.40692
2022-09-22,4.35497
2022-09-23,3.41125
2022-09-24,2.329
2022-09-25,2.35497
2022-09-26,4.35497
2022-09-27,4.39826
2022-09-28,4.51082
2022-09-29,4.36363
2022-09-30,3.41125
2022-10-01,2.12987
2022-10-02,2.56277
2022-10-03,3.02164
2022-10-04,4.27705
2022-10-05,4.71861
2022-10-06,3.61904
2022-10-07,3.41991
2022-10-08,2.18181
2022-10-09,5.28138
2022-10-10,4.18181
2022-10-11,6.30303
2022-10-12,4.82251
2022-10-13,4.83116
2022-10-14,4.44155
2022-10-15,2.80519
2022-10-16,2.77056
2022-10-17,4.75324
2022-10-18,4.37229
2022-10-19,4.32034
2022-10-20,4.31168
2022-10-21,3.68831
2022-10-22,2.55411
2022-10-23,2.71861
2022-10-24,4.82251
2022-10-25,4.35497
2022-10-26,4.42424
2022-10-27,4.36363
2022-10-28,3.97402
2022-10-29,3.04761
2022-10-30,2.53679
2022-10-31,4.4329
2022-11-01,4.47619
2022-11-02,5.02164
2022-11-03,4.83982
2022-11-04,4.32034
2022-11-05,2.77056
2022-11-06,2.80519
2022-11-07,4.51082
2022-11-08,5.23809
2022-11-09,4.70129
2022-11-10,4.25974
2022-11-11,3.65367
2022-11-12,2.4935
2022-11-13,2.50216
2022-11-14,4.56277
2022-11-15,4.56277
2022-11-16,3.86147
2022-11-17,4.05194
2022-11-18,4.03463
2022-11-19,2.25974
2022-11-20,2.71861
2022-11-21,4.04329
2022-11-22,4.97835
2022-11-23,4.38961
2022-11-24,4.13852
2022-11-25,3.66233
2022-11-26,2.55411
2022-11-27,2.99567
2022-11-28,4.71861
2022-11-29,4.60606
2022-11-30,4.40692
2022-12-01,4.15584
2022-12-02,3.92207
2022-12-03,2.0606
2022-12-04,2.29437
2022-12-05,3.69696
2022-12-06,3.75757
2022-12-07,4.35497
2022-12-08,4.0606
2022-12-09,7.10822
2022-12-10,3.78354
2022-12-11,3.16883
2022-12-12,5.67099
2022-12-13,5.80086
2022-12-14,4.78787
2022-12-15,4.63203
2022-12-16,3.69696
2022-12-17,2.55411
2022-12-18,2.47619
2022-12-19,3.61904
2022-12-20,4.02597
2022-12-21,3.7316
2022-12-22,3.64502
2022-12-23,3.07359
2022-12-24,2.31168
2022-12-25,2.0606
2022-12-26,3.66233
2022-12-27,3.66233
2022-12-28,3.39393
2022-12-29,3.33333
2022-12-30,2.53679
2022-12-31,2.31168
2023-01-01,2.35497
2023-01-02,3.6277
2023-01-03,3.83549
2023-01-04,3.91341
2023-01-05,3.84415
2023-01-06,3.23809
2023-01-07,2.4935
2023-01-08,2.42424
2023-01-09,4.21645
2023-01-10,4.14718
2023-01-11,3.59307
2023-01-12,3.22077
2023-01-13,3.41125
2023-01-14,3.64502
2023-01-15,2.85714
2023-01-16,3.68831
2023-01-17,3.91341
2023-01-18,3.29004
2023-01-19,4.08658
2023-01-20,2.72727
2023-01-21,1.74025
2023-01-22,1.77489
2023-01-23,2.05194
2023-01-24,2.38095
2023-01-25,3.94805
2023-01-26,3.94805
2023-01-27,3.61904
2023-01-28,2.4935
2023-01-29,2.45887
2023-01-30,4.11255
2023-01-31,3.84415
2023-02-01,4.07792
2023-02-02,3.87012
2023-02-03,3.14285
2023-02-04,2.05194
2023-02-05,2.4329
2023-02-06,3.98268
2023-02-07,3.75757
2023-02-08,3.94805
2023-02-09,3.92207
2023-02-10,3.4632
2023-02-11,2.08658
2023-02-12,2.46753
2023-02-13,3.83549
2023-02-14,3.65367
2023-02-15,4.42424
2023-02-16,3.59307
2023-02-17,3.24675
2023-02-18,1.92207
2023-02-19,2.28571
2023-02-20,3.78354
2023-02-21,3.76623
2023-02-22,3.80086
2023-02-23,3.69696
2023-02-24,3.25541
2023-02-25,1.8961
2023-02-26,2.15584
2023-02-27,3.31601
2023-02-28,3.3593
2023-03-01,2.11255
2023-03-02,3.68831
2023-03-03,3.21212
2023-03-04,2.12987
2023-03-05,2.70129
2023-03-06,3.97402
2023-03-07,3.91341
2023-03-08,4.1645
2023-03-09,4.07792
2023-03-10,4.13852
2023-03-11,2.44155
2023-03-12,2.54545
2023-03-13,4.85714
2023-03-14,4.4935
2023-03-15,4.40692
2023-03-16,3.91341
2023-03-17,3.83549
2023-03-18,2.26839
2023-03-19,2.53679
2023-03-20,4.18181
2023-03-21,4.29437
2023-03-22,4.30303
2023-03-23,4.75324
2023-03-24,3.93939
2023-03-25,2.12121
2023-03-26,2.60606
2023-03-27,4.36363
2023-03-28,4.2251
2023-03-29,4.19913
2023-03-30,4.45887
2023-03-31,3.67099
2023-04-01,2.24242
2023-04-02,2.25974
2023-04-03,3.80952
2023-04-04,4.31168
2023-04-05,3.93939
2023-04-06,4.25974
2023-04-07,3.7922
2023-04-08,2.38095
2023-04-09,2.39826
2023-04-10,4.31168
2023-04-11,4.8658
2023-04-12,3.87012
2023-04-13,3.93939
2023-04-14,3.57575
2023-04-15,2.54545
2023-04-16,2.55411
2023-04-17,4.47619
2023-04-18,4.52813
2023-04-19,4.12987
2023-04-20,4.25974
2023-04-21,3.67965
2023-04-22,2.28571
2023-04-23,2.71861
2023-04-24,3.88744
2023-04-25,4.329
2023-04-26,4.38961
2023-04-27,3.59307
2023-04-28,3.60173
2023-04-29,2.1645
2023-04-30,2.36363
2023-05-01,3.04761
2023-05-02,3.70562
2023-05-03,4.0606
2023-05-04,3.51515
2023-05-05,2.03463
2023-05-06,2.12121
2023-05-07,2.36363
2023-05-08,4.09523
2023-05-09,5.04761
2023-05-10,4.67532
2023-05-11,4.26839
2023-05-12,3.80952
2023-05-13,2.38961
2023-05-14,2.24242
2023-05-15,4.0606
2023-05-16,4.45021
2023-05-17,4.55411
2023-05-18,4.20779
2023-05-19,3.47186
2023-05-20,2.21645
2023-05-21,2.4935
2023-05-22,3.82683
2023-05-23,4.61471
2023-05-24,4.4935
2023-05-25,3.82683
2023-05-26,3.22943
2023-05-27,2.13852
2023-05-28,2.27705
