date,씨씨에스주가
2022-01-13,0.02921
2022-01-14,0.03895
2022-01-17,0.04219
2022-01-18,0.04219
2022-01-19,0.03245
2022-01-20,0.0357
2022-01-21,0.03245
2022-01-23,0.02596
2022-01-24,0.0779
2022-01-25,0.05518
2022-01-26,0.07141
2022-01-27,0.06816
2022-01-28,0.06491
2022-02-03,0.04868
2022-02-04,0.06816
2022-02-07,0.05518
2022-02-08,0.04219
2022-02-09,0.06167
2022-02-10,0.08439
2022-02-11,0.07465
2022-02-14,0.03245
2022-02-15,0.03895
2022-02-16,0.06816
2022-02-17,0.06491
2022-02-18,0.05842
2022-02-21,0.0357
2022-02-22,0.06167
2022-02-23,0.05193
2022-02-24,0.10062
2022-02-25,0.08439
2022-02-28,0.04544
2022-03-02,0.04219
2022-03-03,0.06167
2022-03-04,0.06167
2022-03-07,0.04544
2022-03-08,0.04868
2022-03-10,0.05518
2022-03-11,0.06167
2022-03-12,0.01622
2022-03-14,0.01947
2022-03-15,0.04219
2022-03-16,0.07141
2022-03-17,0.1136
2022-03-18,0.06491
2022-03-21,0.10062
2022-03-22,0.11036
2022-03-23,0.12659
2022-03-24,0.88288
2022-03-25,1.35679
2022-03-26,0.39924
2022-03-27,0.29537
2022-03-28,0.69787
2022-03-29,0.37977
2022-03-30,0.48364
2022-03-31,0.42846
2022-04-01,0.24668
2022-04-02,0.07465
2022-04-03,0.09413
2022-04-04,0.38301
2022-04-05,0.16229
2022-04-06,0.06167
2022-04-07,0.04219
2022-04-08,0.07465
2022-04-11,0.06491
2022-04-12,0.04868
2022-04-13,0.08763
2022-04-14,0.08763
2022-04-15,0.05518
2022-04-18,0.03895
2022-04-19,0.04868
2022-04-20,0.03895
2022-04-21,0.03245
2022-04-22,0.04219
2022-04-25,0.02596
2022-04-26,0.06167
2022-04-27,0.03895
2022-04-28,0.04544
2022-04-29,0.07141
2022-05-01,0.01947
2022-05-02,0.04219
2022-05-03,0.06167
2022-05-04,0.04544
2022-05-06,0.04544
2022-05-09,0.03245
2022-05-10,0.02921
2022-05-11,0.03895
2022-05-12,0.02272
2022-05-13,0.02272
2022-05-16,0.03895
2022-05-17,0.02596
2022-05-19,0.01947
2022-05-20,0.02272
2022-05-21,0.01622
2022-05-23,0.07141
2022-05-24,0.05193
2022-05-25,0.08439
2022-05-26,0.07465
2022-05-27,0.05518
2022-05-30,0.06167
2022-05-31,0.06491
2022-06-02,0.06491
2022-06-03,0.03895
2022-06-07,0.04868
2022-06-08,0.04868
2022-06-09,0.05518
2022-06-10,0.07465
2022-06-13,0.06167
2022-06-14,0.06167
2022-06-15,0.06816
2022-06-16,0.07141
2022-06-17,0.05193
2022-06-18,0.01947
2022-06-20,0.0779
2022-06-21,0.05518
2022-06-22,0.05842
2022-06-23,0.07141
2022-06-24,0.06167
2022-06-27,0.06491
2022-06-28,0.04868
2022-06-29,0.04219
2022-06-30,0.04219
2022-07-01,0.02921
2022-07-04,0.04868
2022-07-05,0.03895
2022-07-06,0.02272
2022-07-07,0.04544
2022-07-08,0.04544
2022-07-11,0.04544
2022-07-12,0.03245
2022-07-13,0.04544
2022-07-14,0.05193
2022-07-15,0.03245
2022-07-18,0.04544
2022-07-19,0.04219
2022-07-20,0.06167
2022-07-21,0.03895
2022-07-22,0.03895
2022-07-25,0.03895
2022-07-26,0.03895
2022-07-27,0.05842
2022-07-28,0.06816
2022-07-29,0.03245
2022-08-01,0.02596
2022-08-02,0.01947
2022-08-03,0.0357
2022-08-04,0.05193
2022-08-05,0.04219
2022-08-06,0.01622
2022-08-07,0.02272
2022-08-08,0.02272
2022-08-10,0.02921
2022-08-11,0.0357
2022-08-16,0.01622
2022-08-18,0.02272
2022-08-19,0.02596
2022-08-29,0.06491
2022-08-30,0.01622
2022-08-31,0.01947
2022-09-01,0.01947
2022-09-02,0.02596
2022-09-05,0.01622
2022-09-06,0.01947
2022-09-13,0.03245
2022-09-14,0.05193
2022-09-15,0.01947
2022-09-20,0.03245
2022-09-26,0.02596
2022-09-27,0.02272
2022-10-05,0.01622
2022-10-06,0.01622
2022-10-07,0.21098
2022-10-08,0.02921
2022-10-09,0.02921
2022-10-12,0.0779
2022-10-13,0.12009
2022-10-14,0.03895
2022-10-17,0.02272
2022-10-18,0.06491
2022-10-19,0.07465
2022-10-20,0.03895
2022-10-21,0.04219
2022-10-22,0.01622
2022-10-24,0.26291
2022-10-25,0.27265
2022-10-26,0.07141
2022-10-27,0.09088
2022-10-28,0.05193
2022-10-31,0.06816
2022-11-01,0.05842
2022-11-02,0.04868
2022-11-03,0.05518
2022-11-04,0.01622
2022-11-07,0.04544
2022-11-08,0.06167
2022-11-09,0.04219
2022-11-10,0.01947
2022-11-11,0.0357
2022-11-14,0.05193
2022-11-15,0.04544
2022-11-16,0.03245
2022-11-17,0.04544
2022-11-18,0.03245
2022-11-21,0.04219
2022-11-22,0.04219
2022-11-23,0.02596
2022-11-24,0.04544
2022-11-25,0.02921
2022-11-29,0.0357
2022-11-30,0.03245
2022-12-01,0.03245
2022-12-02,0.02596
2022-12-05,0.01622
2022-12-06,0.02596
2022-12-07,0.01947
2022-12-08,0.02921
2022-12-09,0.0357
2022-12-12,0.0357
2022-12-13,0.02272
2022-12-14,0.02272
2022-12-15,0.02596
2022-12-16,0.02596
2022-12-19,0.02596
2022-12-20,0.02596
2022-12-21,0.01622
2022-12-22,0.04868
2022-12-26,0.02596
2022-12-27,0.03245
2022-12-28,0.01622
2023-01-02,0.02921
2023-01-03,0.01622
2023-01-04,0.01947
2023-01-05,0.02596
2023-01-06,0.02272
2023-01-09,0.04868
2023-01-10,0.03895
2023-01-11,0.02272
2023-01-12,0.05518
2023-01-13,0.04868
2023-01-16,0.04219
2023-01-17,0.01947
2023-01-18,0.02921
2023-01-19,0.01622
2023-01-25,0.0357
2023-01-26,0.01947
2023-01-27,0.0357
2023-01-30,0.02921
2023-01-31,0.02596
2023-02-01,0.0357
2023-02-02,0.03245
2023-02-03,0.01947
2023-02-06,0.02596
2023-02-07,0.02272
2023-02-08,0.01947
2023-02-09,0.02596
2023-02-10,0.02272
2023-02-13,0.02596
2023-02-14,0.02921
2023-02-15,0.01622
2023-02-16,0.01622
2023-02-20,0.03245
2023-02-22,0.01622
2023-02-23,0.03245
2023-02-24,0.01622
2023-02-27,0.01947
2023-03-03,0.01947
2023-03-08,0.01622
2023-03-09,0.01947
2023-03-10,0.01947
2023-03-13,0.01622
2023-03-14,0.01622
2023-03-16,0.01947
2023-03-17,0.02596
2023-03-21,0.01622
2023-03-23,0.0357
2023-03-24,0.01622
2023-03-27,0.02272
2023-03-28,0.02596
2023-03-29,0.02272
2023-03-30,0.02596
2023-03-31,0.02596
2023-04-03,0.04219
2023-04-04,0.01947
2023-04-05,0.04544
2023-04-06,0.03245
2023-04-07,0.03895
2023-04-10,0.04544
2023-04-11,0.03245
2023-04-12,0.02596
2023-04-14,0.02921
2023-04-15,0.01622
2023-04-17,0.03245
2023-04-18,0.01947
2023-04-19,0.04544
2023-04-20,0.02596
2023-04-21,0.02596
2023-04-24,0.01947
2023-04-25,0.02596
2023-04-26,0.02272
2023-04-28,0.02272
2023-05-01,0.08114
2023-05-02,0.91534
2023-05-03,0.43819
2023-05-04,0.24668
2023-05-05,0.05193
2023-05-07,0.01622
2023-05-08,0.13632
2023-05-09,0.06491
2023-05-10,0.06167
2023-05-11,0.09088
2023-05-12,0.11036
2023-05-15,0.12009
2023-05-16,0.08439
2023-05-17,0.0779
2023-05-18,0.08439
2023-05-19,0.06167
2023-05-22,0.03245
2023-05-23,0.05193
2023-05-24,0.05518
2023-05-25,0.04544
2023-05-26,0.04868
2023-05-30,0.03245
2023-05-31,0.0779
2023-06-01,0.03895
2023-06-02,0.04544
2023-06-05,0.03245
2023-06-07,0.04544
2023-06-08,0.0357
2023-06-09,0.03245
2023-06-10,0.01947
2023-06-12,0.05842
2023-06-13,0.05518
2023-06-14,0.06167
2023-06-15,0.06491
2023-06-16,0.07141
2023-06-18,0.01622
2023-06-19,0.06167
2023-06-20,0.13308
2023-06-21,0.04544
2023-06-22,0.04544
2023-06-23,0.02272
2023-06-24,0.01622
2023-06-25,0.01622
2023-06-26,0.01622
2023-06-27,0.02272
2023-06-28,0.02596
2023-06-29,0.03245
2023-06-30,0.03895
2023-07-01,0.02596
2023-07-02,0.02596
2023-07-03,0.05193
2023-07-04,0.0779
2023-07-05,0.06491
2023-07-06,0.03245
2023-07-07,0.05193
2023-07-09,0.02921
2023-07-10,0.02596
2023-07-11,0.03245
2023-07-12,0.0357
2023-07-13,0.06167
2023-07-17,0.02596
2023-07-18,0.04868
2023-07-19,0.03245
2023-07-20,0.01622
2023-07-24,0.03895
2023-07-25,0.02272
2023-07-27,0.02921
2023-07-28,0.02596
2023-07-31,0.06816
2023-08-01,0.03245
2023-08-04,0.02272
2023-08-07,0.02596
2023-08-08,0.01947
2023-08-09,0.08439
2023-08-10,0.02921
2023-08-11,0.01622
2023-08-14,0.01947
2023-08-16,0.05193
2023-08-17,0.02921
2023-08-18,0.02596
2023-08-20,0.01947
2023-08-21,0.03245
2023-08-22,0.02596
2023-08-23,0.02921
2023-08-24,0.01947
2023-08-25,0.01622
2023-08-28,0.01622
2023-08-29,0.02272
2023-08-30,0.05193
2023-08-31,0.09413
2023-09-01,0.07465
2023-09-04,0.06167
2023-09-05,0.05518
2023-09-06,0.08114
2023-09-07,0.10386
2023-09-08,0.10386
2023-09-09,0.04219
2023-09-10,0.02596
2023-09-11,0.06816
2023-09-12,0.05193
2023-09-13,0.07141
2023-09-14,0.09088
2023-09-15,0.09737
2023-09-16,0.02596
2023-09-17,0.02596
2023-09-18,0.1136
2023-09-19,0.13957
2023-09-20,0.26291
2023-09-21,0.49987
2023-09-22,0.49987
2023-09-23,0.15904
2023-09-24,0.11036
2023-09-25,0.95105
2023-09-26,0.48364
2023-09-27,0.36678
2023-09-28,0.04219
2023-09-29,0.0357
2023-09-30,0.02596
2023-10-01,0.02596
2023-10-02,0.01947
2023-10-03,0.04219
2023-10-04,0.63619
2023-10-05,0.49662
2023-10-06,0.29537
2023-10-07,0.03895
2023-10-08,0.02272
2023-10-09,0.03895
2023-10-10,0.37977
2023-10-11,0.33432
2023-10-12,0.75305
2023-10-13,0.78226
2023-10-14,0.1915
2023-10-15,0.10386
2023-10-16,0.88937
2023-10-17,0.6297
2023-10-18,0.8277
2023-10-19,0.70436
2023-10-20,0.6297
2023-10-21,0.1136
2023-10-22,0.08763
2023-10-23,1.32433
2023-10-24,0.85692
2023-10-25,1.48662
2023-10-26,1.59049
2023-10-27,1.18151
2023-10-28,0.13957
2023-10-29,0.07465
2023-10-30,1.76577
2023-10-31,2.14554
2023-11-01,2.06439
2023-11-02,7.933
2023-11-03,15.73617
2023-11-04,4.67086
2023-11-05,3.23292
2023-11-06,9.61113
2023-11-07,7.53051
2023-11-08,6.52752
2023-11-09,5.18371
2023-11-10,8.36795
2023-11-11,1.87938
2023-11-12,1.39249
2023-11-13,5.1123
2023-11-14,13.15567
2023-11-15,7.92651
2023-11-16,11.70799
2023-11-17,5.74526
2023-11-18,1.27239
2023-11-19,1.11659
2023-11-20,4.4047
2023-11-21,6.88782
2023-11-22,5.07984
2023-11-23,4.84289
2023-11-24,3.73279
2023-11-25,0.84393
2023-11-26,0.71734
2023-11-27,3.58673
2023-11-28,13.41534
2023-11-29,6.00168
2023-11-30,8.33225
2023-12-01,4.69034
2023-12-02,0.89911
2023-12-03,0.92833
2023-12-04,5.20643
2023-12-05,4.05414
2023-12-06,4.11581
2023-12-07,3.68086
2023-12-08,4.11905
2023-12-09,1.13282
2023-12-10,0.66865
2023-12-11,20.55959
2023-12-12,13.82757
2023-12-13,8.35497
2023-12-14,6.53077
2023-12-15,33.38094
2023-12-16,6.3068
2023-12-17,4.6027
2023-12-18,9.90651
2023-12-19,6.71578
2023-12-20,6.29706
2023-12-21,7.75772
2023-12-22,7.39418
2023-12-23,1.07439
2023-12-24,0.77577
2023-12-25,0.77577
2023-12-26,4.4047
2023-12-27,3.96001
2023-12-28,3.10958
2023-12-29,0.89587
2023-12-30,0.32134
2023-12-31,0.28888
2024-01-01,0.37003
2024-01-02,2.97325
2024-01-03,4.5962
2024-01-04,8.50428
2024-01-05,5.32653
2024-01-06,0.91859
2024-01-07,0.72059
2024-01-08,6.81965
2024-01-09,4.77797
2024-01-10,4.38522
2024-01-11,4.08335
2024-01-12,2.93754
2024-01-13,0.40898
2024-01-14,0.44468
2024-01-15,4.2424
2024-01-16,3.8821
2024-01-17,3.21669
2024-01-18,2.9343
2024-01-19,2.41171
2024-01-20,0.396
2024-01-21,0.47065
2024-01-22,4.41443
2024-01-23,3.34653
2024-01-24,4.33978
2024-01-25,5.86211
2024-01-26,4.26188
2024-01-27,0.77901
2024-01-28,0.61347
2024-01-29,3.89184
2024-01-30,13.84705
2024-01-31,5.88158
2024-02-01,3.96974
2024-02-02,8.51726
2024-02-03,1.93131
2024-02-04,1.43793
2024-02-05,22.64671
2024-02-06,15.90495
2024-02-07,23.7633
2024-02-08,29.65463
2024-02-09,4.5962
2024-02-10,2.79472
2024-02-11,3.40171
2024-02-12,4.37873
2024-02-13,30.78421
2024-02-14,78.35302
2024-02-15,29.27161
2024-02-16,90.26551
2024-02-17,13.10373
2024-02-18,11.90275
2024-02-19,55.08634
2024-02-20,58.99766
2024-02-21,79.00545
2024-02-22,69.25149
2024-02-23,65.32718
2024-02-24,8.65359
2024-02-25,8.78992
2024-02-26,41.10296
2024-02-27,35.92897
2024-02-28,46.6632
2024-02-29,25.37003
2024-03-01,4.92729
2024-03-02,4.37873
2024-03-03,5.01168
2024-03-04,30.62191
2024-03-05,30.97247
2024-03-06,73.59452
2024-03-07,56.55349
2024-03-08,78.86263
2024-03-09,21.41976
2024-03-10,17.03778
2024-03-11,100.0
2024-03-12,69.66047
2024-03-13,47.34809
2024-03-14,61.72422
2024-03-15,44.03401
2024-03-16,6.06011
2024-03-17,5.74526
2024-03-18,32.81939
2024-03-19,36.26006
2024-03-20,31.35224
