date,나스닥
2020-08-06,4.07948
2020-08-07,4.7856
2020-08-08,3.19255
2020-08-09,1.00567
2020-08-10,2.43755
2020-08-11,5.68658
2020-08-12,8.82612
2020-08-13,5.76848
2020-08-14,4.56283
2020-08-15,2.4719
2020-08-16,0.71899
2020-08-17,2.30478
2020-08-18,6.15985
2020-08-19,5.84808
2020-08-20,6.90907
2020-08-21,7.30704
2020-08-22,3.13442
2020-08-23,1.11614
2020-08-24,2.90306
2020-08-25,5.38719
2020-08-26,5.49551
2020-08-27,6.23036
2020-08-28,5.07838
2020-08-29,2.41592
2020-08-30,0.76787
2020-08-31,2.38702
2020-09-01,5.19679
2020-09-02,5.54935
2020-09-03,9.63908
2020-09-04,100.0
2020-09-05,21.98141
2020-09-06,2.87251
2020-09-07,7.01442
2020-09-08,17.32494
2020-09-09,27.73157
2020-09-10,16.75804
2020-09-11,16.09618
2020-09-12,8.38042
2020-09-13,2.10249
2020-09-14,6.05318
2020-09-15,9.85937
2020-09-16,9.22029
2020-09-17,12.9885
2020-09-18,12.35885
2020-09-19,7.03969
2020-09-20,1.52287
2020-09-21,9.35818
2020-09-22,20.40289
2020-09-23,15.44951
2020-09-24,27.29479
2020-09-25,18.72892
2020-09-26,8.18292
2020-09-27,1.87229
2020-09-28,5.86921
2020-09-29,9.2307
2020-09-30,6.95679
2020-10-01,7.05241
2020-10-02,19.45089
2020-10-03,12.32615
2020-10-04,3.24754
2020-10-05,5.62828
2020-10-06,9.61959
2020-10-07,15.20742
2020-10-08,7.96197
2020-10-09,5.31288
2020-10-10,3.81329
2020-10-11,1.21093
2020-10-12,3.71982
2020-10-13,9.97447
2020-10-14,8.28662
2020-10-15,11.22041
2020-10-16,11.75445
2020-10-17,5.5188
2020-10-18,1.45797
2020-10-19,4.38763
2020-10-20,10.89724
2020-10-21,8.69285
2020-10-22,8.93263
2020-10-23,7.58959
2020-10-24,4.15578
2020-10-25,0.94358
2020-10-26,4.15033
2020-10-27,11.23477
2020-10-28,11.60335
2020-10-29,22.75061
2020-10-30,10.91227
2020-10-31,7.98971
2020-11-01,1.69708
2020-11-02,5.00556
2020-11-03,8.74702
2020-11-04,10.31877
2020-11-05,12.09182
2020-11-06,8.89779
2020-11-07,5.01382
2020-11-08,1.23107
2020-11-09,5.62069
2020-11-10,14.28861
2020-11-11,10.15644
2020-11-12,8.08945
2020-11-13,6.59036
2020-11-14,3.70991
2020-11-15,0.9913
2020-11-16,2.93758
2020-11-17,6.43827
2020-11-18,6.0469
2020-11-19,6.14169
2020-11-20,5.17994
2020-11-21,3.30368
2020-11-22,0.87818
2020-11-23,2.14196
2020-11-24,5.29686
2020-11-25,5.45737
2020-11-26,5.54357
2020-11-27,4.0202
2020-11-28,2.74338
2020-11-29,0.76391
2020-11-30,1.97187
2020-12-01,5.48065
2020-12-02,4.93191
2020-12-03,5.01233
2020-12-04,4.29201
2020-12-05,2.72901
2020-12-06,0.78042
2020-12-07,2.01893
2020-12-08,5.11967
2020-12-09,5.24368
2020-12-10,17.99291
2020-12-11,5.51649
2020-12-12,3.39599
2020-12-13,0.88759
2020-12-14,1.96758
2020-12-15,4.91391
2020-12-16,4.62641
2020-12-17,4.61535
2020-12-18,4.02515
2020-12-19,3.04591
2020-12-20,0.78653
2020-12-21,4.5336
2020-12-22,8.74983
2020-12-23,7.3617
2020-12-24,5.10332
2020-12-25,2.71465
2020-12-26,0.96537
2020-12-27,0.87686
2020-12-28,1.94512
2020-12-29,4.3513
2020-12-30,4.54979
2020-12-31,2.81191
2021-01-01,1.8893
2021-01-02,0.7251
2021-01-03,0.74442
2021-01-04,2.36539
2021-01-05,23.18607
2021-01-06,7.73408
2021-01-07,8.35714
2021-01-08,7.58711
2021-01-09,4.55144
2021-01-10,1.34832
2021-01-11,5.51252
2021-01-12,12.35587
2021-01-13,9.09331
2021-01-14,6.9923
2021-01-15,6.64469
2021-01-16,6.0109
2021-01-17,1.37276
2021-01-18,3.58259
2021-01-19,6.12418
2021-01-20,6.521
2021-01-21,7.91309
2021-01-22,6.36099
2021-01-23,3.9918
2021-01-24,1.09021
2021-01-25,2.74487
2021-01-26,11.35945
2021-01-27,9.11725
2021-01-28,19.08346
2021-01-29,15.67228
2021-01-30,11.35598
2021-01-31,2.12313
2021-02-01,4.92877
2021-02-02,9.2776
2021-02-03,8.20306
2021-02-04,8.27523
2021-02-05,7.34568
2021-02-06,4.25766
2021-02-07,1.10045
2021-02-08,2.46959
2021-02-09,6.07283
2021-02-10,5.83008
2021-02-11,7.13184
2021-02-12,4.52865
2021-02-13,4.01822
2021-02-14,1.59222
2021-02-15,2.95227
2021-02-16,4.58331
2021-02-17,7.94413
2021-02-18,11.3223
2021-02-19,10.60941
2021-02-20,4.56069
2021-02-21,1.29168
2021-02-22,4.08427
2021-02-23,42.18648
2021-02-24,35.49984
2021-02-25,16.21722
2021-02-26,28.62594
2021-02-27,13.86933
2021-02-28,2.82826
2021-03-01,6.80702
2021-03-02,14.55233
2021-03-03,16.54105
2021-03-04,22.44429
2021-03-05,28.55939
2021-03-06,18.15838
2021-03-07,3.28386
2021-03-08,9.67425
2021-03-09,23.55696
2021-03-10,23.25064
2021-03-11,18.03535
2021-03-12,14.79607
2021-03-13,9.35752
2021-03-14,2.38834
2021-03-15,5.69814
2021-03-16,11.27275
2021-03-17,12.36694
2021-03-18,14.57595
2021-03-19,19.25586
2021-03-20,8.04619
2021-03-21,2.17697
2021-03-22,5.06848
2021-03-23,10.60792
2021-03-24,11.89069
2021-03-25,15.84121
2021-03-26,11.17566
2021-03-27,6.0365
2021-03-28,1.54566
2021-03-29,4.30902
2021-03-30,9.40624
2021-03-31,8.42352
2021-04-01,8.74652
2021-04-02,7.99384
2021-04-03,3.58358
2021-04-04,1.18054
2021-04-05,3.32086
2021-04-06,7.40034
2021-04-07,6.83839
2021-04-08,6.50086
2021-04-09,5.66098
2021-04-10,3.37981
2021-04-11,0.95745
2021-04-12,2.72802
2021-04-13,6.35785
2021-04-14,8.83883
2021-04-15,8.46712
2021-04-16,5.68674
2021-04-17,3.04277
2021-04-18,0.96868
2021-04-19,2.52557
2021-04-20,6.69324
2021-04-21,8.14857
2021-04-22,6.85226
2021-04-23,8.43392
2021-04-24,3.80239
2021-04-25,0.87554
2021-04-26,2.23097
2021-04-27,5.7087
2021-04-28,6.11873
2021-04-29,6.65625
2021-04-30,5.80712
2021-05-01,2.95492
2021-05-02,0.73435
2021-05-03,2.13304
2021-05-04,6.42919
2021-05-05,11.19382
2021-05-06,7.12556
2021-05-07,5.76997
2021-05-08,2.91561
2021-05-09,0.77299
2021-05-10,3.54214
2021-05-11,19.61355
2021-05-12,16.62329
2021-05-13,25.92037
2021-05-14,15.99726
2021-05-15,6.10536
2021-05-16,1.63219
2021-05-17,5.52111
2021-05-18,8.67717
2021-05-19,9.87373
2021-05-20,10.87924
2021-05-21,7.68355
2021-05-22,4.29218
2021-05-23,1.19441
2021-05-24,3.66037
2021-05-25,7.28508
2021-05-26,7.19194
2021-05-27,6.60836
2021-05-28,5.90918
2021-05-29,3.22425
2021-05-30,0.86629
2021-05-31,2.42533
2021-06-01,4.68124
2021-06-02,5.80927
2021-06-03,7.05554
2021-06-04,7.44922
2021-06-05,3.78604
2021-06-06,0.90493
2021-06-07,2.5543
2021-06-08,6.18049
2021-06-09,5.83916
2021-06-10,6.42258
2021-06-11,5.45473
2021-06-12,2.79325
2021-06-13,0.72642
2021-06-14,2.10513
2021-06-15,5.35416
2021-06-16,5.94732
2021-06-17,8.23725
2021-06-18,6.395
2021-06-19,4.39819
2021-06-20,1.05653
2021-06-21,3.49672
2021-06-22,6.58937
2021-06-23,6.32994
2021-06-24,6.11015
2021-06-25,5.30743
2021-06-26,3.10866
2021-06-27,0.77844
2021-06-28,2.26366
2021-06-29,5.34541
2021-06-30,4.99202
2021-07-01,4.8031
2021-07-02,4.49397
2021-07-03,2.75312
2021-07-04,0.68778
2021-07-05,1.95981
2021-07-06,3.88727
2021-07-07,5.7414
2021-07-08,7.99549
2021-07-09,8.49122
2021-07-10,3.86431
2021-07-11,0.91468
2021-07-12,2.37199
2021-07-13,5.53531
2021-07-14,6.26636
2021-07-15,6.06771
2021-07-16,6.20114
2021-07-17,3.89371
2021-07-18,0.93268
2021-07-19,5.58205
2021-07-20,11.44994
2021-07-21,8.17351
2021-07-22,6.2842
2021-07-23,5.34673
2021-07-24,3.2875
2021-07-25,0.77217
2021-07-26,2.59889
2021-07-27,5.93411
2021-07-28,8.57198
2021-07-29,5.67601
2021-07-30,5.22271
2021-07-31,3.24291
2021-08-01,0.90114
2021-08-02,2.14559
2021-08-03,4.84076
2021-08-04,4.91886
2021-08-05,4.81153
2021-08-06,4.15495
2021-08-07,2.42285
2021-08-08,0.66648
2021-08-09,1.96295
2021-08-10,4.52287
2021-08-11,5.26713
2021-08-12,5.30066
2021-08-13,4.9765
2021-08-14,2.6732
2021-08-15,0.65657
2021-08-16,3.40871
2021-08-17,8.33649
2021-08-18,7.60792
2021-08-19,9.12154
2021-08-20,9.63049
2021-08-21,4.86652
2021-08-22,1.17295
2021-08-23,3.33621
2021-08-24,7.81979
2021-08-25,7.44245
2021-08-26,6.78835
2021-08-27,7.73243
2021-08-28,4.46392
2021-08-29,0.86563
2021-08-30,2.69962
2021-08-31,6.16365
2021-09-01,5.89019
2021-09-02,5.6874
2021-09-03,4.95189
2021-09-04,2.91743
2021-09-05,0.79958
2021-09-06,2.14543
2021-09-07,4.09897
2021-09-08,5.82843
2021-09-09,6.27512
2021-09-10,5.32922
2021-09-11,3.93317
2021-09-12,0.87752
2021-09-13,2.78879
2021-09-14,5.42186
2021-09-15,5.24715
2021-09-16,4.96229
2021-09-17,4.36104
2021-09-18,3.26372
2021-09-19,0.7284
2021-09-20,4.88782
2021-09-21,14.34393
2021-09-22,11.70871
2021-09-23,9.27446
2021-09-24,6.56955
2021-09-25,3.87174
2021-09-26,0.93879
2021-09-27,3.22376
2021-09-28,10.1936
2021-09-29,20.18458
2021-09-30,12.59003
2021-10-01,11.30958
2021-10-02,5.97242
2021-10-03,1.34617
2021-10-04,7.96213
2021-10-05,21.96903
2021-10-06,16.33992
2021-10-07,13.82805
2021-10-08,8.95823
2021-10-09,4.54071
2021-10-10,1.16205
2021-10-11,4.06115
2021-10-12,10.03408
2021-10-13,9.43348
2021-10-14,8.05692
2021-10-15,7.19492
2021-10-16,3.89173
2021-10-17,1.13761
2021-10-18,3.19188
2021-10-19,6.48963
2021-10-20,6.03485
2021-10-21,6.04013
2021-10-22,5.45638
2021-10-23,3.66103
2021-10-24,0.8838
2021-10-25,2.61441
2021-10-26,5.8352
2021-10-27,6.09743
2021-10-28,5.74751
2021-10-29,5.81323
2021-10-30,3.34744
2021-10-31,0.87306
2021-11-01,2.42467
2021-11-02,5.40287
2021-11-03,5.62762
2021-11-04,6.55122
2021-11-05,5.56157
2021-11-06,3.10767
2021-11-07,0.80305
2021-11-08,2.81439
2021-11-09,5.38933
2021-11-10,7.41157
2021-11-11,8.76634
2021-11-12,5.36621
2021-11-13,3.15143
2021-11-14,0.81114
2021-11-15,2.1091
2021-11-16,5.30313
2021-11-17,4.90301
2021-11-18,4.94776
2021-11-19,4.92332
2021-11-20,2.88539
2021-11-21,0.75648
2021-11-22,1.97385
2021-11-23,7.08692
2021-11-24,6.56361
2021-11-25,5.39313
2021-11-26,5.10018
2021-11-27,7.55805
2021-11-28,1.72186
2021-11-29,4.00897
2021-11-30,9.00793
2021-12-01,11.53301
2021-12-02,11.15155
2021-12-03,7.19921
2021-12-04,12.86449
2021-12-05,1.92613
2021-12-06,5.62432
2021-12-07,9.43959
2021-12-08,9.60919
2021-12-09,7.14422
2021-12-10,9.25117
2021-12-11,5.12578
2021-12-12,1.03836
2021-12-13,3.12121
2021-12-14,9.82452
2021-12-15,9.56906
2021-12-16,10.83812
2021-12-17,13.11137
2021-12-18,6.56394
2021-12-19,1.19904
2021-12-20,4.82408
2021-12-21,10.4811
2021-12-22,7.78577
2021-12-23,6.60142
2021-12-24,5.62399
2021-12-25,2.06467
2021-12-26,0.77117
2021-12-27,2.19249
2021-12-28,5.7589
2021-12-29,6.1686
2021-12-30,5.15402
2021-12-31,3.51175
2022-01-01,1.85
2022-01-02,0.6967
2022-01-03,1.89904
2022-01-04,5.28976
2022-01-05,8.28712
2022-01-06,18.44538
2022-01-07,13.69429
2022-01-08,7.22844
2022-01-09,1.6814
2022-01-10,6.78208
2022-01-11,16.73657
2022-01-12,10.91375
2022-01-13,8.55133
2022-01-14,15.1985
2022-01-15,6.67656
2022-01-16,1.34832
2022-01-17,3.26372
2022-01-18,9.33473
2022-01-19,15.19454
2022-01-20,13.92746
2022-01-21,19.62412
2022-01-22,20.60188
2022-01-23,4.18633
2022-01-24,17.0855
2022-01-25,41.86083
2022-01-26,31.33382
2022-01-27,28.75788
2022-01-28,23.14842
2022-01-29,12.719
2022-01-30,2.88193
2022-01-31,4.75522
2022-02-01,15.37817
2022-02-02,17.01746
2022-02-03,20.47687
2022-02-04,19.52553
2022-02-05,10.90368
2022-02-06,2.62613
2022-02-07,5.70656
2022-02-08,12.33061
2022-02-09,11.34888
2022-02-10,12.55783
2022-02-11,14.03843
2022-02-12,13.13168
2022-02-13,2.80563
2022-02-14,8.15105
2022-02-15,17.68841
2022-02-16,15.29197
2022-02-17,16.36155
2022-02-18,18.56725
2022-02-19,11.8963
2022-02-20,2.49601
2022-02-21,5.71201
2022-02-22,13.54765
2022-02-23,16.82706
2022-02-24,25.39921
2022-02-25,27.2327
2022-02-26,11.68097
2022-02-27,2.43226
2022-02-28,5.50476
2022-03-01,13.19624
2022-03-02,12.52695
2022-03-03,11.04999
2022-03-04,13.17461
2022-03-05,9.09529
2022-03-06,1.74663
2022-03-07,5.44994
2022-03-08,18.31228
2022-03-09,12.648
2022-03-10,12.61398
2022-03-11,11.89829
2022-03-12,9.14978
2022-03-13,2.03
2022-03-14,5.39742
2022-03-15,15.69919
2022-03-16,15.3463
2022-03-17,17.17038
2022-03-18,13.31861
2022-03-19,8.60913
2022-03-20,1.98657
2022-03-21,5.46662
2022-03-22,11.93445
2022-03-23,11.59857
2022-03-24,11.6306
2022-03-25,10.22233
2022-03-26,6.53124
2022-03-27,1.42692
2022-03-28,4.10756
2022-03-29,9.90082
2022-03-30,10.10443
2022-03-31,9.79628
2022-04-01,9.82452
2022-04-02,5.62267
2022-04-03,1.25898
2022-04-04,3.62949
2022-04-05,9.40673
2022-04-06,14.49982
2022-04-07,16.55046
2022-04-08,12.96307
2022-04-09,6.96422
2022-04-10,1.55788
2022-04-11,6.35603
2022-04-12,15.73123
2022-04-13,13.80295
2022-04-14,12.14136
2022-04-15,12.16168
2022-04-16,3.60158
2022-04-17,1.3972
2022-04-18,5.79243
2022-04-19,11.45936
2022-04-20,11.17615
2022-04-21,11.56405
2022-04-22,13.65218
2022-04-23,10.85315
2022-04-24,2.2924
2022-04-25,9.61943
2022-04-26,19.42595
2022-04-27,35.13506
2022-04-28,19.78595
2022-04-29,16.44263
2022-04-30,16.87925
2022-05-01,4.01343
2022-05-02,9.5144
2022-05-03,16.76349
2022-05-04,13.98262
2022-05-05,22.4963
2022-05-06,45.51989
2022-05-07,16.31184
2022-05-08,3.82716
2022-05-09,17.31058
2022-05-10,44.02856
2022-05-11,34.57641
2022-05-12,41.03929
2022-05-13,29.82911
2022-05-14,15.68565
2022-05-15,3.33786
2022-05-16,11.49172
2022-05-17,20.89631
2022-05-18,20.57116
2022-05-19,37.37462
2022-05-20,23.89054
2022-05-21,18.06623
2022-05-22,3.11559
2022-05-23,9.94441
2022-05-24,24.93336
2022-05-25,23.45838
2022-05-26,19.16157
2022-05-27,18.06673
2022-05-28,11.0239
2022-05-29,2.33533
2022-05-30,7.06314
2022-05-31,13.76893
2022-06-01,15.43019
2022-06-02,17.92736
2022-06-03,15.47676
2022-06-04,10.05307
2022-06-05,2.03198
2022-06-06,6.78373
2022-06-07,16.2372
2022-06-08,14.96269
2022-06-09,13.56763
2022-06-10,18.33375
2022-06-11,14.26995
2022-06-12,3.53421
2022-06-13,21.07846
2022-06-14,38.38574
2022-06-15,27.51178
2022-06-16,33.03521
2022-06-17,30.62473
2022-06-18,13.03606
2022-06-19,3.37651
2022-06-20,8.97771
2022-06-21,15.87836
2022-06-22,21.66815
2022-06-23,20.22388
2022-06-24,17.3228
2022-06-25,10.72137
2022-06-26,2.49254
2022-06-27,9.5679
2022-06-28,17.01779
2022-06-29,21.20247
2022-06-30,19.59571
2022-07-01,18.20561
2022-07-02,9.33011
2022-07-03,2.14625
2022-07-04,5.41278
2022-07-05,13.04944
2022-07-06,17.82877
2022-07-07,14.98119
2022-07-08,14.93908
2022-07-09,8.48033
2022-07-10,1.91787
2022-07-11,7.53675
2022-07-12,16.50934
2022-07-13,19.2879
2022-07-14,17.9404
2022-07-15,14.57297
2022-07-16,7.48143
2022-07-17,1.72565
2022-07-18,7.08874
2022-07-19,15.60969
2022-07-20,17.21843
2022-07-21,16.28856
2022-07-22,14.11737
2022-07-23,9.20807
2022-07-24,1.59784
2022-07-25,6.50218
2022-07-26,13.24545
2022-07-27,14.35318
2022-07-28,18.75452
2022-07-29,15.27859
2022-07-30,8.23114
2022-07-31,1.70121
2022-08-01,6.66962
2022-08-02,13.93357
2022-08-03,14.06155
2022-08-04,14.74257
2022-08-05,13.05885
2022-08-06,7.66076
2022-08-07,1.43485
2022-08-08,6.17736
2022-08-09,13.82805
2022-08-10,14.86477
2022-08-11,14.69369
2022-08-12,13.18947
2022-08-13,7.5199
2022-08-14,1.45648
2022-08-15,6.1075
2022-08-16,12.89322
2022-08-17,14.44912
2022-08-18,14.19828
2022-08-19,13.38879
2022-08-20,8.7637
2022-08-21,1.65927
2022-08-22,8.21628
2022-08-23,16.16173
2022-08-24,13.63715
2022-08-25,12.42044
2022-08-26,12.94755
2022-08-27,16.46855
2022-08-28,2.4326
2022-08-29,10.24413
2022-08-30,18.53736
2022-08-31,16.64211
2022-09-01,16.73426
2022-09-02,16.04796
2022-09-03,9.98652
2022-09-04,1.75158
2022-09-05,4.79766
2022-09-06,10.40976
2022-09-07,16.44907
2022-09-08,13.73244
2022-09-09,10.13068
2022-09-10,6.78142
2022-09-11,1.93703
2022-09-12,5.83008
2022-09-13,20.04917
2022-09-14,31.85251
2022-09-15,18.81099
2022-09-16,17.84793
2022-09-17,9.56477
2022-09-18,2.05444
2022-09-19,9.33011
2022-09-20,16.27469
2022-09-21,15.98999
2022-09-22,23.33007
2022-09-23,19.59753
2022-09-24,12.24788
2022-09-25,2.25144
2022-09-26,11.87269
2022-09-27,21.76674
2022-09-28,23.45243
2022-09-29,24.41501
2022-09-30,22.98956
2022-10-01,12.16779
2022-10-02,2.15021
2022-10-03,9.07068
2022-10-04,19.9993
2022-10-05,20.63507
2022-10-06,18.89372
2022-10-07,16.04152
2022-10-08,13.60215
2022-10-09,2.2592
2022-10-10,9.47295
2022-10-11,22.15712
2022-10-12,20.7069
2022-10-13,24.70168
2022-10-14,27.96705
2022-10-15,16.07851
2022-10-16,2.95376
2022-10-17,10.24793
2022-10-18,20.96352
2022-10-19,19.98807
2022-10-20,16.86405
2022-10-21,15.97381
2022-10-22,10.12903
2022-10-23,2.00704
2022-10-24,8.11059
2022-10-25,15.52019
2022-10-26,18.2672
2022-10-27,17.48777
2022-10-28,15.22971
2022-10-29,9.63148
2022-10-30,1.63483
2022-10-31,6.89553
2022-11-01,14.58305
2022-11-02,13.59009
2022-11-03,21.21271
2022-11-04,15.17373
2022-11-05,9.45561
2022-11-06,1.93604
2022-11-07,7.80674
2022-11-08,14.77493
2022-11-09,16.50208
2022-11-10,22.23787
2022-11-11,32.86033
2022-11-12,14.0026
2022-11-13,2.56173
2022-11-14,7.70551
2022-11-15,16.47186
2022-11-16,16.29516
2022-11-17,14.50197
2022-11-18,12.09414
2022-11-19,7.34469
2022-11-20,1.47646
2022-11-21,4.62988
2022-11-22,11.69005
2022-11-23,10.54864
2022-11-24,10.40629
2022-11-25,6.98024
2022-11-26,4.6236
2022-11-27,1.24462
2022-11-28,3.60125
2022-11-29,10.33083
2022-11-30,9.35637
2022-12-01,15.20329
2022-12-02,11.10068
2022-12-03,6.09033
2022-12-04,1.30638
2022-12-05,3.25084
2022-12-06,11.39083
2022-12-07,12.2525
2022-12-08,10.77735
2022-12-09,10.20367
2022-12-10,6.74641
2022-12-11,1.36335
2022-12-12,3.74905
2022-12-13,13.57094
2022-12-14,15.44621
2022-12-15,14.11126
2022-12-16,14.36837
2022-12-17,8.52541
2022-12-18,1.41421
2022-12-19,4.05983
2022-12-20,13.67464
2022-12-21,12.61728
2022-12-22,12.04658
2022-12-23,18.26175
2022-12-24,8.26978
2022-12-25,1.51346
2022-12-26,3.41548
2022-12-27,7.9334
2022-12-28,14.15485
2022-12-29,13.87941
2022-12-30,10.97403
2022-12-31,5.83404
2023-01-01,1.36516
2023-01-02,3.59878
2023-01-03,8.0589
2023-01-04,14.08005
2023-01-05,12.41086
2023-01-06,11.59312
2023-01-07,8.83867
2023-01-08,1.54285
2023-01-09,4.90136
2023-01-10,13.37575
2023-01-11,11.80251
2023-01-12,13.51859
2023-01-13,13.31432
2023-01-14,8.32229
2023-01-15,1.43155
2023-01-16,3.47179
2023-01-17,8.16079
2023-01-18,11.20142
2023-01-19,12.70497
2023-01-20,9.73618
2023-01-21,7.88237
2023-01-22,1.51577
2023-01-23,3.52595
2023-01-24,12.07003
2023-01-25,12.71009
2023-01-26,14.23725
2023-01-27,12.1843
2023-01-28,8.57346
2023-01-29,1.63896
2023-01-30,5.30132
2023-01-31,13.33347
2023-02-01,12.05698
2023-02-02,16.47367
2023-02-03,17.88855
2023-02-04,10.04894
2023-02-05,1.83497
2023-02-06,5.35862
2023-02-07,12.37998
2023-02-08,13.6393
2023-02-09,13.66655
2023-02-10,13.45237
2023-02-11,8.08384
2023-02-12,1.47366
2023-02-13,4.60081
2023-02-14,14.32098
2023-02-15,16.08957
2023-02-16,14.4516
2023-02-17,14.18887
2023-02-18,8.48363
2023-02-19,1.45169
2023-02-20,3.53454
2023-02-21,8.24848
2023-02-22,16.26247
2023-02-23,14.83488
2023-02-24,12.4429
2023-02-25,9.24672
2023-02-26,1.47564
2023-02-27,4.3901
2023-02-28,10.63666
2023-03-01,9.08241
2023-03-02,10.68471
2023-03-03,10.31762
2023-03-04,6.58441
2023-03-05,1.32999
2023-03-06,3.66566
2023-03-07,9.24259
2023-03-08,11.91579
2023-03-09,10.42132
2023-03-10,12.39418
2023-03-11,9.98058
2023-03-12,2.00836
2023-03-13,7.70766
2023-03-14,16.75705
2023-03-15,15.81611
2023-03-16,14.79095
2023-03-17,14.26037
2023-03-18,8.23576
2023-03-19,1.54301
2023-03-20,5.25244
2023-03-21,11.60022
2023-03-22,11.23477
2023-03-23,16.36832
2023-03-24,12.54
2023-03-25,6.99725
2023-03-26,1.32074
2023-03-27,4.59322
2023-03-28,11.17169
2023-03-29,10.29995
2023-03-30,10.34239
2023-03-31,8.39429
2023-04-01,5.44399
2023-04-02,1.20779
2023-04-03,4.33082
2023-04-04,10.29466
2023-04-05,10.37475
2023-04-06,11.58024
2023-04-07,9.0943
2023-04-08,2.95739
2023-04-09,0.99757
2023-04-10,4.32867
2023-04-11,9.67475
2023-04-12,10.27154
2023-04-13,10.98377
2023-04-14,9.54247
2023-04-15,5.56107
2023-04-16,1.09699
2023-04-17,3.89305
2023-04-18,9.19883
2023-04-19,9.12402
2023-04-20,10.02648
2023-04-21,9.67821
2023-04-22,5.35201
2023-04-23,1.05306
2023-04-24,3.9264
2023-04-25,9.66187
2023-04-26,12.5684
2023-04-27,12.45479
2023-04-28,8.87599
2023-04-29,4.56201
2023-04-30,0.92376
2023-05-01,3.09214
2023-05-02,7.92977
2023-05-03,9.80206
2023-05-04,9.6868
2023-05-05,6.31607
2023-05-06,5.44383
2023-05-07,1.16337
2023-05-08,3.54924
2023-05-09,8.26301
2023-05-10,8.75891
2023-05-11,9.34216
2023-05-12,7.617
2023-05-13,4.42808
2023-05-14,0.92277
2023-05-15,3.17768
2023-05-16,7.53097
2023-05-17,7.75885
2023-05-18,8.72704
2023-05-19,8.88656
2023-05-20,4.83597
2023-05-21,1.04051
2023-05-22,3.60373
2023-05-23,7.78428
2023-05-24,9.40954
2023-05-25,10.20301
2023-05-26,9.07134
2023-05-27,6.39864
2023-05-28,1.28722
2023-05-29,2.98266
