date,반도체장비주
2020-12-12,12.51554
2020-12-13,11.72813
2020-12-14,18.35888
2020-12-15,19.72648
2020-12-16,30.25279
2020-12-17,26.68876
2020-12-18,17.65437
2020-12-19,12.01823
2020-12-20,14.96062
2020-12-21,8.20555
2020-12-22,15.99668
2020-12-23,8.4542
2020-12-24,7.16949
2020-12-25,6.17488
2020-12-26,5.42892
2020-12-27,4.06133
2020-12-28,4.10277
2020-12-29,3.97845
2020-12-30,6.79651
2020-12-31,3.937
2021-01-01,3.85412
2021-01-02,3.4397
2021-01-03,2.94239
2021-01-04,5.8019
2021-01-05,3.72979
2021-01-06,15.6237
2021-01-07,5.38748
2021-01-08,5.67757
2021-01-09,4.14421
2021-01-10,3.937
2021-01-11,2.73518
2021-01-12,2.77662
2021-01-13,2.6523
2021-01-14,2.15499
2021-01-15,8.16411
2021-01-16,1.98922
2021-01-17,2.52797
2021-01-18,3.35681
2021-01-19,2.11355
2021-01-20,2.61085
2021-01-21,5.96767
2021-01-22,9.36593
2021-01-23,4.2271
2021-01-24,5.0145
2021-01-25,9.44881
2021-01-26,10.56775
2021-01-27,8.16411
2021-01-28,3.72979
2021-01-29,2.27932
2021-01-30,1.36759
2021-01-31,4.26854
2021-02-01,3.4397
2021-02-02,4.2271
2021-02-03,2.15499
2021-02-04,3.97845
2021-02-05,3.48114
2021-02-06,2.98383
2021-02-07,3.52258
2021-02-08,2.23787
2021-02-09,3.31537
2021-02-10,1.98922
2021-02-11,0.7874
2021-02-12,2.69374
2021-02-13,2.98383
2021-02-14,5.05594
2021-02-15,13.67592
2021-02-16,19.10484
2021-02-17,6.71363
2021-02-18,2.73518
2021-02-19,2.81806
2021-02-20,3.02527
2021-02-21,2.48653
2021-02-22,2.73518
2021-02-23,2.94239
2021-02-24,2.6523
2021-02-25,4.18566
2021-02-26,3.4397
2021-02-27,2.27932
2021-02-28,3.19104
2021-03-01,13.51015
2021-03-02,7.58392
2021-03-03,6.38209
2021-03-04,5.63613
2021-03-05,3.27393
2021-03-06,1.98922
2021-03-07,2.48653
2021-03-08,2.52797
2021-03-09,4.35142
2021-03-10,2.6523
2021-03-11,5.63613
2021-03-12,3.56402
2021-03-13,2.44508
2021-03-14,1.98922
2021-03-15,4.93162
2021-03-16,3.48114
2021-03-17,3.10816
2021-03-18,6.00911
2021-03-19,3.1496
2021-03-20,2.6523
2021-03-21,4.51719
2021-03-22,3.85412
2021-03-23,4.01989
2021-03-24,5.42892
2021-03-25,20.51388
2021-03-26,6.79651
2021-03-27,4.2271
2021-03-28,4.93162
2021-03-29,5.22171
2021-03-30,3.35681
2021-03-31,3.19104
2021-04-01,6.67219
2021-04-02,13.13717
2021-04-03,10.89929
2021-04-04,10.69208
2021-04-05,17.82014
2021-04-06,14.58765
2021-04-07,7.87401
2021-04-08,10.69208
2021-04-09,19.39494
2021-04-10,22.17157
2021-04-11,16.4111
2021-04-12,19.43638
2021-04-13,26.27434
2021-04-14,24.24368
2021-04-15,10.19477
2021-04-16,13.17861
2021-04-17,17.65437
2021-04-18,22.75176
2021-04-19,52.05138
2021-04-20,35.14297
2021-04-21,18.5661
2021-04-22,21.17695
2021-04-23,17.1985
2021-04-24,10.94073
2021-04-25,10.89929
2021-04-26,12.59842
2021-04-27,8.28843
2021-04-28,6.8794
2021-04-29,4.18566
2021-04-30,4.2271
2021-05-01,2.56941
2021-05-02,3.937
2021-05-03,3.89556
2021-05-04,2.85951
2021-05-05,2.77662
2021-05-06,3.27393
2021-05-07,3.81268
2021-05-08,2.23787
2021-05-09,2.27932
2021-05-10,9.2416
2021-05-11,5.13883
2021-05-12,6.5893
2021-05-13,4.80729
2021-05-14,11.93535
2021-05-15,6.54786
2021-05-16,7.6668
2021-05-17,12.59842
2021-05-18,10.27766
2021-05-19,10.73352
2021-05-20,8.7443
2021-05-21,9.94612
2021-05-22,6.67219
2021-05-23,4.80729
2021-05-24,10.52631
2021-05-25,4.30998
2021-05-26,4.06133
2021-05-27,2.94239
2021-05-28,2.73518
2021-05-29,1.49191
2021-05-30,2.61085
2021-05-31,3.1496
2021-06-01,2.52797
2021-06-02,2.52797
2021-06-03,3.77123
2021-06-04,2.90095
2021-06-05,1.40903
2021-06-06,1.45047
2021-06-07,3.10816
2021-06-08,3.27393
2021-06-09,2.6523
2021-06-10,2.03066
2021-06-11,1.45047
2021-06-12,0.70451
2021-06-13,1.16038
2021-06-14,1.5748
2021-06-15,1.74057
2021-06-16,2.23787
2021-06-17,2.77662
2021-06-18,4.97306
2021-06-19,3.10816
2021-06-20,4.89017
2021-06-21,3.39825
2021-06-22,3.31537
2021-06-23,11.85246
2021-06-24,9.36593
2021-06-25,3.77123
2021-06-26,2.69374
2021-06-27,2.27932
2021-06-28,2.94239
2021-06-29,2.94239
2021-06-30,2.73518
2021-07-01,2.03066
2021-07-02,1.82345
2021-07-03,1.03605
2021-07-04,1.20182
2021-07-05,1.74057
2021-07-06,1.61624
2021-07-07,2.3622
2021-07-08,1.65768
2021-07-09,1.2847
2021-07-10,0.74595
2021-07-11,2.11355
2021-07-12,2.0721
2021-07-13,2.23787
2021-07-14,4.35142
2021-07-15,4.18566
2021-07-16,2.19643
2021-07-17,1.5748
2021-07-18,2.19643
2021-07-19,3.85412
2021-07-20,3.10816
2021-07-21,2.32076
2021-07-22,3.97845
2021-07-23,2.94239
2021-07-24,1.53336
2021-07-25,2.94239
2021-07-26,1.5748
2021-07-27,3.06672
2021-07-28,1.78201
2021-07-29,2.56941
2021-07-30,1.90634
2021-07-31,2.15499
2021-08-01,2.0721
2021-08-02,4.35142
2021-08-03,2.15499
2021-08-04,2.27932
2021-08-05,5.51181
2021-08-06,3.1496
2021-08-07,2.6523
2021-08-08,2.27932
2021-08-09,4.60008
2021-08-10,4.10277
2021-08-11,2.27932
2021-08-12,4.80729
2021-08-13,3.48114
2021-08-14,3.89556
2021-08-15,5.92623
2021-08-16,3.35681
2021-08-17,2.23787
2021-08-18,1.69912
2021-08-19,1.61624
2021-08-20,1.36759
2021-08-21,0.74595
2021-08-22,1.07749
2021-08-23,0.99461
2021-08-24,7.12805
2021-08-25,5.0145
2021-08-26,3.64691
2021-08-27,1.86489
2021-08-28,5.18027
2021-08-29,2.69374
2021-08-30,2.81806
2021-08-31,2.23787
2021-09-01,1.45047
2021-09-02,1.82345
2021-09-03,1.32615
2021-09-04,0.82884
2021-09-05,0.66307
2021-09-06,1.16038
2021-09-07,8.41276
2021-09-08,1.20182
2021-09-09,0.74595
2021-09-10,1.03605
2021-09-11,0.58019
2021-09-12,0.66307
2021-09-13,0.95317
2021-09-14,1.49191
2021-09-15,1.65768
2021-09-16,2.73518
2021-09-17,1.65768
2021-09-18,0.58019
2021-09-19,0.99461
2021-09-20,0.58019
2021-09-21,0.74595
2021-09-22,1.45047
2021-09-23,1.49191
2021-09-24,2.03066
2021-09-25,1.49191
2021-09-26,1.49191
2021-09-27,1.69912
2021-09-28,1.53336
2021-09-29,2.15499
2021-09-30,1.5748
2021-10-01,1.78201
2021-10-02,0.62163
2021-10-03,0.87028
2021-10-04,1.2847
2021-10-05,2.90095
2021-10-06,1.94778
2021-10-07,2.27932
2021-10-08,1.78201
2021-10-09,0.7874
2021-10-10,1.07749
2021-10-11,0.82884
2021-10-12,2.32076
2021-10-13,1.61624
2021-10-14,2.40364
2021-10-15,2.40364
2021-10-16,1.36759
2021-10-17,6.54786
2021-10-18,4.30998
2021-10-19,1.94778
2021-10-20,1.90634
2021-10-21,1.74057
2021-10-22,1.2847
2021-10-23,1.61624
2021-10-24,3.27393
2021-10-25,1.78201
2021-10-26,1.78201
2021-10-27,2.03066
2021-10-28,2.85951
2021-10-29,2.03066
2021-10-30,0.95317
2021-10-31,0.99461
2021-11-01,0.62163
2021-11-02,1.74057
2021-11-03,1.11893
2021-11-04,1.45047
2021-11-05,1.65768
2021-11-06,0.99461
2021-11-07,0.87028
2021-11-08,1.74057
2021-11-09,1.2847
2021-11-10,1.78201
2021-11-11,2.44508
2021-11-12,1.5748
2021-11-13,1.16038
2021-11-14,2.15499
2021-11-15,6.092
2021-11-16,3.06672
2021-11-17,2.69374
2021-11-18,1.94778
2021-11-19,3.35681
2021-11-20,1.74057
2021-11-21,3.85412
2021-11-22,11.85246
2021-11-23,7.04517
2021-11-24,5.38748
2021-11-25,2.69374
2021-11-26,1.2847
2021-11-27,0.95317
2021-11-28,1.24326
2021-11-29,2.11355
2021-11-30,2.52797
2021-12-01,2.11355
2021-12-02,6.83796
2021-12-03,5.26315
2021-12-04,2.27932
2021-12-05,2.52797
2021-12-06,3.48114
2021-12-07,7.91545
2021-12-08,4.7244
2021-12-09,2.77662
2021-12-10,2.03066
2021-12-11,3.10816
2021-12-12,5.47036
2021-12-13,4.43431
2021-12-14,1.90634
2021-12-15,4.18566
2021-12-16,4.10277
2021-12-17,1.32615
2021-12-18,1.07749
2021-12-19,1.07749
2021-12-20,1.49191
2021-12-21,2.23787
2021-12-22,2.98383
2021-12-23,3.27393
2021-12-24,2.69374
2021-12-25,1.40903
2021-12-26,2.77662
2021-12-27,2.44508
2021-12-28,1.86489
2021-12-29,1.2847
2021-12-30,1.5748
2021-12-31,0.7874
2022-01-01,1.03605
2022-01-02,1.5748
2022-01-03,2.32076
2022-01-04,3.06672
2022-01-05,1.94778
2022-01-06,2.90095
2022-01-07,1.82345
2022-01-08,2.0721
2022-01-09,2.03066
2022-01-10,1.65768
2022-01-11,2.27932
2022-01-12,4.35142
2022-01-13,3.81268
2022-01-14,2.90095
2022-01-15,2.94239
2022-01-16,2.23787
2022-01-17,6.46498
2022-01-18,2.94239
2022-01-19,3.85412
2022-01-20,4.14421
2022-01-21,2.56941
2022-01-22,2.19643
2022-01-23,9.15872
2022-01-24,25.90136
2022-01-25,12.184
2022-01-26,6.13344
2022-01-27,4.18566
2022-01-28,4.7244
2022-01-29,2.15499
2022-01-30,3.89556
2022-01-31,8.4542
2022-02-01,3.85412
2022-02-02,5.26315
2022-02-03,6.71363
2022-02-04,3.97845
2022-02-05,2.19643
2022-02-06,1.86489
2022-02-07,2.90095
2022-02-08,2.90095
2022-02-09,2.11355
2022-02-10,2.61085
2022-02-11,1.65768
2022-02-12,1.2847
2022-02-13,2.15499
2022-02-14,2.23787
2022-02-15,1.78201
2022-02-16,2.32076
2022-02-17,2.3622
2022-02-18,5.8019
2022-02-19,2.90095
2022-02-20,2.0721
2022-02-21,3.31537
2022-02-22,1.20182
2022-02-23,1.74057
2022-02-24,1.03605
2022-02-25,4.01989
2022-02-26,1.94778
2022-02-27,2.48653
2022-02-28,2.32076
2022-03-01,4.35142
2022-03-02,2.73518
2022-03-03,2.77662
2022-03-04,3.937
2022-03-05,5.38748
2022-03-06,3.89556
2022-03-07,3.60547
2022-03-08,3.19104
2022-03-09,1.16038
2022-03-10,2.15499
2022-03-11,1.45047
2022-03-12,0.91172
2022-03-13,0.45586
2022-03-14,1.32615
2022-03-15,0.91172
2022-03-16,1.32615
2022-03-17,1.61624
2022-03-18,1.61624
2022-03-19,1.20182
2022-03-20,1.86489
2022-03-21,1.2847
2022-03-22,1.69912
2022-03-23,5.0145
2022-03-24,3.937
2022-03-25,3.10816
2022-03-26,1.53336
2022-03-27,7.45959
2022-03-28,4.26854
2022-03-29,3.64691
2022-03-30,3.52258
2022-03-31,3.19104
2022-04-01,9.15872
2022-04-02,4.18566
2022-04-03,2.69374
2022-04-04,3.23249
2022-04-05,3.48114
2022-04-06,3.937
2022-04-07,5.76046
2022-04-08,3.89556
2022-04-09,2.03066
2022-04-10,2.77662
2022-04-11,4.60008
2022-04-12,3.31537
2022-04-13,4.14421
2022-04-14,5.55325
2022-04-15,3.23249
2022-04-16,2.32076
2022-04-17,4.10277
2022-04-18,3.81268
2022-04-19,7.9569
2022-04-20,9.2416
2022-04-21,6.42353
2022-04-22,5.05594
2022-04-23,2.40364
2022-04-24,2.0721
2022-04-25,3.64691
2022-04-26,2.90095
2022-04-27,2.81806
2022-04-28,5.09738
2022-04-29,3.27393
2022-04-30,2.52797
2022-05-01,1.98922
2022-05-02,3.89556
2022-05-03,2.73518
2022-05-04,3.97845
2022-05-05,2.19643
2022-05-06,1.16038
2022-05-07,0.7874
2022-05-08,0.74595
2022-05-09,1.61624
2022-05-10,3.1496
2022-05-11,3.31537
2022-05-12,1.94778
2022-05-13,1.74057
2022-05-14,0.87028
2022-05-15,1.36759
2022-05-16,2.0721
2022-05-17,1.94778
2022-05-18,1.49191
2022-05-19,1.86489
2022-05-20,2.40364
2022-05-21,2.90095
2022-05-22,2.23787
2022-05-23,3.72979
2022-05-24,3.56402
2022-05-25,2.85951
2022-05-26,5.22171
2022-05-27,2.19643
2022-05-28,0.70451
2022-05-29,0.70451
2022-05-30,1.78201
2022-05-31,5.88479
2022-06-01,6.71363
2022-06-02,7.58392
2022-06-03,6.21632
2022-06-04,2.85951
2022-06-05,2.98383
2022-06-06,2.6523
2022-06-07,2.15499
2022-06-08,2.40364
2022-06-09,1.69912
2022-06-10,1.2847
2022-06-11,0.74595
2022-06-12,0.58019
2022-06-13,1.20182
2022-06-14,2.94239
2022-06-15,1.11893
2022-06-16,1.45047
2022-06-17,1.90634
2022-06-18,1.98922
2022-06-19,1.2847
2022-06-20,1.94778
2022-06-21,1.11893
2022-06-22,1.2847
2022-06-23,1.20182
2022-06-24,0.95317
2022-06-25,1.03605
2022-06-26,0.66307
2022-06-27,1.20182
2022-06-28,2.6523
2022-06-29,3.77123
2022-06-30,2.44508
2022-07-01,1.69912
2022-07-02,1.94778
2022-07-03,1.03605
2022-07-04,2.19643
2022-07-05,2.3622
2022-07-06,1.90634
2022-07-07,2.15499
2022-07-08,1.86489
2022-07-09,0.58019
2022-07-10,3.4397
2022-07-11,1.94778
2022-07-12,1.5748
2022-07-13,1.07749
2022-07-14,1.07749
2022-07-15,1.86489
2022-07-16,1.36759
2022-07-17,1.36759
2022-07-18,1.32615
2022-07-19,1.78201
2022-07-20,2.52797
2022-07-21,5.84334
2022-07-22,9.90468
2022-07-23,2.81806
2022-07-24,9.40737
2022-07-25,9.07583
2022-07-26,3.60547
2022-07-27,4.64152
2022-07-28,3.68835
2022-07-29,3.56402
2022-07-30,4.55864
2022-07-31,9.2416
2022-08-01,10.94073
2022-08-02,9.07583
2022-08-03,7.04517
2022-08-04,4.18566
2022-08-05,3.35681
2022-08-06,2.52797
2022-08-07,3.31537
2022-08-08,3.35681
2022-08-09,7.29382
2022-08-10,8.86862
2022-08-11,3.52258
2022-08-12,3.02527
2022-08-13,2.77662
2022-08-14,1.65768
2022-08-15,3.39825
2022-08-16,4.01989
2022-08-17,3.56402
2022-08-18,2.15499
2022-08-19,2.03066
2022-08-20,1.82345
2022-08-21,2.40364
2022-08-22,3.35681
2022-08-23,2.32076
2022-08-24,3.56402
2022-08-25,4.64152
2022-08-26,4.68296
2022-08-27,1.94778
2022-08-28,2.11355
2022-08-29,3.10816
2022-08-30,2.15499
2022-08-31,2.0721
2022-09-01,1.49191
2022-09-02,1.74057
2022-09-03,3.02527
2022-09-04,0.95317
2022-09-05,0.91172
2022-09-06,2.19643
2022-09-07,2.44508
2022-09-08,2.69374
2022-09-09,1.65768
2022-09-10,0.70451
2022-09-11,2.44508
2022-09-12,2.11355
2022-09-13,3.35681
2022-09-14,2.56941
2022-09-15,7.3767
2022-09-16,3.27393
2022-09-17,14.5462
2022-09-18,21.50849
2022-09-19,7.83257
2022-09-20,4.18566
2022-09-21,3.27393
2022-09-22,2.69374
2022-09-23,2.19643
2022-09-24,1.49191
2022-09-25,1.40903
2022-09-26,2.0721
2022-09-27,1.36759
2022-09-28,1.61624
2022-09-29,3.85412
2022-09-30,2.77662
2022-10-01,1.36759
2022-10-02,1.11893
2022-10-03,2.15499
2022-10-04,3.23249
2022-10-05,4.39287
2022-10-06,4.26854
2022-10-07,6.92084
2022-10-08,4.18566
2022-10-09,2.6523
2022-10-10,1.16038
2022-10-11,2.48653
2022-10-12,4.2271
2022-10-13,2.73518
2022-10-14,2.3622
2022-10-15,2.11355
2022-10-16,2.11355
2022-10-17,5.09738
2022-10-18,3.77123
2022-10-19,2.6523
2022-10-20,5.34604
2022-10-21,3.39825
2022-10-22,0.91172
2022-10-23,2.15499
2022-10-24,3.23249
2022-10-25,3.60547
2022-10-26,3.1496
2022-10-27,3.56402
2022-10-28,2.52797
2022-10-29,1.98922
2022-10-30,1.24326
2022-10-31,2.81806
2022-11-01,1.40903
2022-11-02,1.82345
2022-11-03,2.03066
2022-11-04,1.69912
2022-11-05,4.51719
2022-11-06,2.44508
2022-11-07,5.0145
2022-11-08,4.76585
2022-11-09,3.23249
2022-11-10,2.98383
2022-11-11,5.13883
2022-11-12,3.27393
2022-11-13,6.92084
2022-11-14,4.30998
2022-11-15,5.92623
2022-11-16,6.17488
2022-11-17,4.35142
2022-11-18,2.85951
2022-11-19,1.61624
2022-11-20,4.93162
2022-11-21,4.47575
2022-11-22,2.69374
2022-11-23,3.97845
2022-11-24,3.19104
2022-11-25,2.85951
2022-11-26,8.78574
2022-11-27,19.31205
2022-11-28,6.17488
2022-11-29,5.13883
2022-11-30,4.47575
2022-12-01,2.90095
2022-12-02,3.85412
2022-12-03,2.77662
2022-12-04,2.94239
2022-12-05,2.90095
2022-12-06,1.69912
2022-12-07,1.69912
2022-12-08,1.53336
2022-12-09,1.78201
2022-12-10,2.40364
2022-12-11,1.78201
2022-12-12,2.48653
2022-12-13,3.06672
2022-12-14,7.33526
2022-12-15,2.19643
2022-12-16,6.25777
2022-12-17,3.52258
2022-12-18,3.1496
2022-12-19,5.51181
2022-12-20,5.67757
2022-12-21,3.52258
2022-12-22,3.97845
2022-12-23,5.26315
2022-12-24,2.15499
2022-12-25,3.52258
2022-12-26,7.50103
2022-12-27,7.6668
2022-12-28,4.01989
2022-12-29,4.84873
2022-12-30,9.36593
2022-12-31,5.05594
2023-01-01,4.68296
2023-01-02,4.01989
2023-01-03,7.54247
2023-01-04,8.08122
2023-01-05,4.55864
2023-01-06,3.10816
2023-01-07,4.01989
2023-01-08,1.90634
2023-01-09,14.0489
2023-01-10,15.6237
2023-01-11,13.38582
2023-01-12,3.89556
2023-01-13,6.92084
2023-01-14,14.17322
2023-01-15,16.49399
2023-01-16,3.56402
2023-01-17,3.60547
2023-01-18,6.25777
2023-01-19,3.68835
2023-01-20,1.98922
2023-01-21,5.22171
2023-01-22,1.53336
2023-01-23,3.56402
2023-01-24,10.27766
2023-01-25,6.29921
2023-01-26,4.30998
2023-01-27,3.27393
2023-01-28,2.85951
2023-01-29,5.8019
2023-01-30,7.54247
2023-01-31,3.97845
2023-02-01,6.8794
2023-02-02,5.0145
2023-02-03,4.2271
2023-02-04,3.06672
2023-02-05,2.85951
2023-02-06,3.19104
2023-02-07,3.64691
2023-02-08,9.44881
2023-02-09,5.92623
2023-02-10,3.10816
2023-02-11,1.40903
2023-02-12,3.35681
2023-02-13,5.84334
2023-02-14,6.34065
2023-02-15,12.22544
2023-02-16,6.50642
2023-02-17,4.06133
2023-02-18,10.69208
2023-02-19,3.35681
2023-02-20,3.35681
2023-02-21,3.56402
2023-02-22,1.69912
2023-02-23,2.0721
2023-02-24,3.31537
2023-02-25,2.27932
2023-02-26,2.23787
2023-02-27,2.48653
2023-02-28,2.15499
2023-03-01,1.98922
2023-03-02,2.61085
2023-03-03,2.23787
2023-03-04,1.69912
2023-03-05,3.52258
2023-03-06,4.68296
2023-03-07,3.52258
2023-03-08,2.85951
2023-03-09,3.02527
2023-03-10,2.81806
2023-03-11,2.77662
2023-03-12,2.0721
2023-03-13,2.32076
2023-03-14,2.11355
2023-03-15,7.87401
2023-03-16,16.99129
2023-03-17,14.71197
2023-03-18,7.83257
2023-03-19,7.25238
2023-03-20,9.40737
2023-03-21,7.16949
2023-03-22,13.22005
2023-03-23,16.94985
2023-03-24,32.28346
2023-03-25,15.20928
2023-03-26,18.06879
2023-03-27,21.42561
2023-03-28,21.63282
2023-03-29,15.49937
2023-03-30,21.63282
2023-03-31,29.63116
2023-04-01,8.70285
2023-04-02,9.11728
2023-04-03,17.61292
2023-04-04,8.61997
2023-04-05,6.25777
2023-04-06,5.92623
2023-04-07,12.59842
2023-04-08,5.0145
2023-04-09,4.97306
2023-04-10,10.40198
2023-04-11,11.85246
2023-04-12,10.98217
2023-04-13,8.08122
2023-04-14,7.33526
2023-04-15,7.21094
2023-04-16,4.97306
2023-04-17,4.47575
2023-04-18,4.84873
2023-04-19,8.08122
2023-04-20,5.18027
2023-04-21,10.3191
2023-04-22,14.17322
2023-04-23,11.60381
2023-04-24,5.71902
2023-04-25,3.85412
2023-04-26,3.56402
2023-04-27,5.51181
2023-04-28,3.06672
2023-04-29,4.43431
2023-04-30,6.00911
2023-05-01,5.67757
2023-05-02,2.81806
2023-05-03,4.01989
2023-05-04,4.68296
2023-05-05,3.81268
2023-05-06,3.31537
2023-05-07,6.67219
2023-05-08,4.01989
2023-05-09,2.98383
2023-05-10,3.56402
2023-05-11,3.81268
2023-05-12,4.89017
2023-05-13,5.59469
2023-05-14,3.35681
2023-05-15,2.81806
2023-05-16,5.38748
2023-05-17,2.32076
2023-05-18,4.55864
2023-05-19,10.56775
2023-05-20,5.8019
2023-05-21,5.59469
2023-05-22,7.08661
2023-05-23,4.93162
2023-05-24,4.35142
2023-05-25,5.63613
2023-05-26,9.11728
2023-05-27,6.79651
2023-05-28,5.18027
2023-05-29,6.05055
