date,오늘의금시세
2020-06-14,12.65314
2020-06-15,30.99679
2020-06-16,30.44975
2020-06-17,30.22272
2020-06-18,28.08059
2020-06-19,26.72427
2020-06-20,14.79723
2020-06-21,11.63248
2020-06-22,33.90809
2020-06-23,37.42415
2020-06-24,30.69734
2020-06-25,30.33037
2020-06-26,25.82299
2020-06-27,15.49105
2020-06-28,12.02391
2020-06-29,27.50812
2020-06-30,26.17528
2020-07-01,31.80412
2020-07-02,58.49904
2020-07-03,27.85454
2020-07-04,14.64164
2020-07-05,14.46843
2020-07-06,31.94797
2020-07-07,27.85258
2020-07-08,30.80205
2020-07-09,34.24081
2020-07-10,30.79813
2020-07-11,16.9648
2020-07-12,14.11711
2020-07-13,36.02673
2020-07-14,47.71793
2020-07-15,43.80944
2020-07-16,39.32262
2020-07-17,37.29009
2020-07-18,21.36943
2020-07-19,16.63404
2020-07-20,35.19395
2020-07-21,35.34955
2020-07-22,46.75891
2020-07-23,51.03045
2020-07-24,55.08278
2020-07-25,49.46862
2020-07-26,26.00403
2020-07-27,68.07452
2020-07-28,87.60617
2020-07-29,87.80385
2020-07-30,64.89705
2020-07-31,57.95788
2020-08-01,34.91799
2020-08-02,24.87571
2020-08-03,49.92464
2020-08-04,48.16514
2020-08-05,80.59459
2020-08-06,67.57936
2020-08-07,66.50095
2020-08-08,37.22844
2020-08-09,26.18996
2020-08-10,57.15054
2020-08-11,55.0045
2020-08-12,100.0
2020-08-13,68.87697
2020-08-14,55.28046
2020-08-15,30.77954
2020-08-16,24.32575
2020-08-17,36.95345
2020-08-18,63.9576
2020-08-19,55.804
2020-08-20,54.23337
2020-08-21,48.03205
2020-08-22,25.74177
2020-08-23,19.54926
2020-08-24,45.42803
2020-08-25,42.35722
2020-08-26,40.36677
2020-08-27,43.65776
2020-08-28,39.82952
2020-08-29,24.11633
2020-08-30,19.22632
2020-08-31,41.50389
2020-09-01,41.54597
2020-09-02,39.74439
2020-09-03,38.20409
2020-09-04,40.52922
2020-09-05,20.40454
2020-09-06,17.12236
2020-09-07,34.76337
2020-09-08,33.13109
2020-09-09,35.3975
2020-09-10,32.9569
2020-09-11,31.60938
2020-09-12,17.6733
2020-09-13,14.15919
2020-09-14,30.14933
2020-09-15,30.88523
2020-09-16,29.56315
2020-09-17,28.48671
2020-09-18,27.62457
2020-09-19,16.10658
2020-09-20,12.18734
2020-09-21,27.71166
2020-09-22,30.36462
2020-09-23,31.124
2020-09-24,34.39542
2020-09-25,33.59689
2020-09-26,17.59306
2020-09-27,13.4732
2020-09-28,28.28414
2020-09-29,26.28684
2020-09-30,13.68262
2020-10-01,14.31479
2020-10-02,14.89215
2020-10-03,14.00457
2020-10-04,12.95651
2020-10-05,29.45844
2020-10-06,28.56989
2020-10-07,27.83986
2020-10-08,27.13332
2020-10-09,16.63306
2020-10-10,14.7209
2020-10-11,11.60997
2020-10-12,27.03546
2020-10-13,25.9639
2020-10-14,25.92672
2020-10-15,25.52941
2020-10-16,24.01358
2020-10-17,13.41253
2020-10-18,11.12263
2020-10-19,24.48036
2020-10-20,23.99988
2020-10-21,24.04098
2020-10-22,23.97443
2020-10-23,21.94582
2020-10-24,12.87333
2020-10-25,10.42001
2020-10-26,23.57615
2020-10-27,23.71707
2020-10-28,23.58593
2020-10-29,24.36783
2020-10-30,29.39679
2020-10-31,14.6524
2020-11-01,11.94562
2020-11-02,25.24171
2020-11-03,23.75621
2020-11-04,28.24402
2020-11-05,29.88217
2020-11-06,32.2621
2020-11-07,16.7867
2020-11-08,13.20996
2020-11-09,28.70102
2020-11-10,35.2742
2020-11-11,30.09355
2020-11-12,27.95729
2020-11-13,26.25552
2020-11-14,14.70231
2020-11-15,12.43003
2020-11-16,26.64598
2020-11-17,26.22421
2020-11-18,25.53724
2020-11-19,25.137
2020-11-20,24.90703
2020-11-21,14.11516
2020-11-22,12.23822
2020-11-23,26.83876
2020-11-24,27.08537
2020-11-25,32.62809
2020-11-26,31.4166
2020-11-27,29.67961
2020-11-28,21.74227
2020-11-29,14.79234
2020-11-30,31.79433
2020-12-01,31.91274
2020-12-02,36.42991
2020-12-03,35.13915
2020-12-04,32.55861
2020-12-05,18.53348
2020-12-06,15.13876
2020-12-07,33.83176
2020-12-08,31.91079
2020-12-09,31.39507
2020-12-10,30.82064
2020-12-11,29.19912
2020-12-12,17.54707
2020-12-13,14.488
2020-12-14,29.00731
2020-12-15,28.88597
2020-12-16,30.5985
2020-12-17,30.39887
2020-12-18,31.24828
2020-12-19,18.4503
2020-12-20,14.74047
2020-12-21,31.73073
2020-12-22,30.9733
2020-12-23,29.96144
2020-12-24,27.82322
2020-12-25,17.63122
2020-12-26,16.15453
2020-12-27,14.14941
2020-12-28,29.93893
2020-12-29,27.70775
2020-12-30,27.65686
2020-12-31,22.16209
2021-01-01,20.41139
2021-01-02,16.34634
2021-01-03,17.22217
2021-01-04,31.12498
2021-01-05,34.57353
2021-01-06,36.87517
2021-01-07,34.12729
2021-01-08,32.64081
2021-01-09,20.10216
2021-01-10,16.79649
2021-01-11,34.54123
2021-01-12,35.28496
2021-01-13,33.87384
2021-01-14,32.73867
2021-01-15,30.58382
2021-01-16,17.58523
2021-01-17,14.945
2021-01-18,29.44279
2021-01-19,28.60609
2021-01-20,29.56217
2021-01-21,29.58272
2021-01-22,27.9798
2021-01-23,16.4031
2021-01-24,13.75308
2021-01-25,27.87117
2021-01-26,27.9749
2021-01-27,25.64293
2021-01-28,25.95118
2021-01-29,26.41308
2021-01-30,16.24065
2021-01-31,13.07002
2021-02-01,27.74689
2021-02-02,30.68853
2021-02-03,27.91325
2021-02-04,25.33565
2021-02-05,26.97381
2021-02-06,16.00481
2021-02-07,12.62085
2021-02-08,25.13993
2021-02-09,24.31694
2021-02-10,22.12686
2021-02-11,11.39762
2021-02-12,11.29193
2021-02-13,11.87027
2021-02-14,13.31663
2021-02-15,28.519
2021-02-16,27.45919
2021-02-17,29.90664
2021-02-18,29.88609
2021-02-19,43.50217
2021-02-20,23.57615
2021-02-21,17.7555
2021-02-22,31.79825
2021-02-23,33.0802
2021-02-24,29.25
2021-02-25,27.19888
2021-02-26,26.97772
2021-02-27,16.60077
2021-02-28,14.37546
2021-03-01,16.18878
2021-03-02,29.01123
2021-03-03,31.82761
2021-03-04,31.95384
2021-03-05,31.0418
2021-03-06,19.21164
2021-03-07,15.58793
2021-03-08,30.36462
2021-03-09,29.43202
2021-03-10,28.77637
2021-03-11,31.62993
2021-03-12,26.87301
2021-03-13,15.95686
2021-03-14,15.51943
2021-03-15,26.01283
2021-03-16,25.09492
2021-03-17,24.69663
2021-03-18,24.82678
2021-03-19,22.88918
2021-03-20,13.66109
2021-03-21,11.22734
2021-03-22,23.41272
2021-03-23,22.41359
2021-03-24,21.55536
2021-03-25,22.09359
2021-03-26,20.03072
2021-03-27,12.39284
2021-03-28,10.48459
2021-03-29,22.02704
2021-03-30,21.10521
2021-03-31,23.41566
2021-04-01,23.25028
2021-04-02,26.23987
2021-04-03,14.58683
2021-04-04,11.01792
2021-04-05,22.9019
2021-04-06,21.87928
2021-04-07,21.09738
2021-04-08,20.90167
2021-04-09,21.17665
2021-04-10,12.60226
2021-04-11,11.47297
2021-04-12,21.56417
2021-04-13,20.97604
2021-04-14,21.02595
2021-04-15,21.24319
2021-04-16,20.69029
2021-04-17,12.75002
2021-04-18,10.27615
2021-04-19,21.57396
2021-04-20,21.79805
2021-04-21,21.91744
2021-04-22,21.85481
2021-04-23,22.62202
2021-04-24,12.66489
2021-04-25,9.85438
2021-04-26,20.1325
2021-04-27,19.15684
2021-04-28,19.25079
2021-04-29,18.36419
2021-04-30,17.46976
2021-05-01,10.83591
2021-05-02,8.73683
2021-05-03,18.0618
2021-05-04,18.46009
2021-05-05,12.21082
2021-05-06,19.28602
2021-05-07,20.37029
2021-05-08,13.30586
2021-05-09,10.82318
2021-05-10,22.23842
2021-05-11,22.72282
2021-05-12,22.72282
2021-05-13,23.44502
2021-05-14,21.68356
2021-05-15,12.89486
2021-05-16,10.98171
2021-05-17,26.73405
2021-05-18,27.32414
2021-05-19,27.9524
2021-05-20,35.94844
2021-05-21,30.01624
2021-05-22,16.43832
2021-05-23,15.1642
2021-05-24,33.86796
2021-05-25,28.50138
2021-05-26,29.11887
2021-05-27,29.74126
2021-05-28,26.8691
2021-05-29,15.21215
2021-05-30,12.33608
2021-05-31,26.52366
2021-06-01,25.64684
2021-06-02,25.97956
2021-06-03,26.13124
2021-06-04,23.71022
2021-06-05,13.38415
2021-06-06,11.77046
2021-06-07,23.57713
2021-06-08,23.39707
2021-06-09,22.49677
2021-06-10,21.18644
2021-06-11,20.88307
2021-06-12,12.20006
2021-06-13,9.91505
2021-06-14,20.73041
2021-06-15,21.11598
2021-06-16,20.85959
2021-06-17,21.4761
2021-06-18,24.14471
2021-06-19,13.87247
2021-06-20,10.42392
2021-06-21,23.55364
2021-06-22,22.6005
2021-06-23,21.84992
2021-06-24,21.05139
2021-06-25,19.96907
2021-06-26,12.0611
2021-06-27,9.32496
2021-06-28,20.75879
2021-06-29,21.71879
2021-06-30,23.28257
2021-07-01,21.53188
2021-07-02,20.45934
2021-07-03,12.32434
2021-07-04,9.52264
2021-07-05,20.67659
2021-07-06,19.69115
2021-07-07,20.55427
2021-07-08,20.89775
2021-07-09,22.34998
2021-07-10,12.93596
2021-07-11,11.68043
2021-07-12,20.51317
2021-07-13,20.53959
2021-07-14,20.85567
2021-07-15,22.87744
2021-07-16,21.56319
2021-07-17,13.2403
2021-07-18,10.786
2021-07-19,20.93983
2021-07-20,21.98105
2021-07-21,21.20894
2021-07-22,19.561
2021-07-23,19.02767
2021-07-24,12.40752
2021-07-25,9.47175
2021-07-26,20.01996
2021-07-27,18.90437
2021-07-28,18.38669
2021-07-29,18.6333
2021-07-30,18.86131
2021-07-31,11.00031
2021-08-01,9.09108
2021-08-02,17.36015
2021-08-03,17.64492
2021-08-04,17.68015
2021-08-05,18.50902
2021-08-06,17.47465
2021-08-07,11.80079
2021-08-08,8.91396
2021-08-09,22.13273
2021-08-10,22.95768
2021-08-11,26.76439
2021-08-12,30.91654
2021-08-13,24.26605
2021-08-14,14.13864
2021-08-15,10.74685
2021-08-16,15.43821
2021-08-17,24.03511
2021-08-18,23.35694
2021-08-19,23.81199
2021-08-20,23.51058
2021-08-21,13.36458
2021-08-22,10.22135
2021-08-23,22.89212
2021-08-24,21.56124
2021-08-25,20.16773
2021-08-26,21.69041
2021-08-27,19.54143
2021-08-28,11.99945
2021-08-29,9.80545
2021-08-30,20.89188
2021-08-31,19.96026
2021-09-01,19.0032
2021-09-02,18.91317
2021-09-03,17.82498
2021-09-04,10.87994
2021-09-05,8.58907
2021-09-06,18.39257
2021-09-07,18.3681
2021-09-08,17.79661
2021-09-09,17.38658
2021-09-10,16.68689
2021-09-11,10.66172
2021-09-12,8.38846
2021-09-13,16.78377
2021-09-14,15.91184
2021-09-15,16.69178
2021-09-16,16.28175
2021-09-17,15.9001
2021-09-18,9.53438
2021-09-19,7.29341
2021-09-20,6.79433
2021-09-21,7.56253
2021-09-22,9.84557
2021-09-23,18.51195
2021-09-24,18.01385
2021-09-25,11.58942
2021-09-26,8.46087
2021-09-27,17.62731
2021-09-28,17.2437
2021-09-29,17.6919
2021-09-30,17.38266
2021-10-01,17.25642
2021-10-02,10.2742
2021-10-03,8.90809
2021-10-04,13.15418
2021-10-05,21.42423
2021-10-06,19.08541
2021-10-07,17.67037
2021-10-08,16.95795
2021-10-09,10.17242
2021-10-10,8.15262
2021-10-11,11.78122
2021-10-12,19.56981
2021-10-13,17.71245
2021-10-14,19.14901
2021-10-15,18.33189
2021-10-16,11.24398
2021-10-17,8.31898
2021-10-18,17.27697
2021-10-19,16.72505
2021-10-20,16.6497
2021-10-21,16.47943
2021-10-22,16.01949
2021-10-23,9.54319
2021-10-24,9.73597
2021-10-25,21.25689
2021-10-26,16.92077
2021-10-27,16.17313
2021-10-28,15.88542
2021-10-29,15.12212
2021-10-30,8.68692
2021-10-31,7.52534
2021-11-01,15.31393
2021-11-02,15.41179
2021-11-03,15.62218
2021-11-04,15.19747
2021-11-05,15.52334
2021-11-06,9.38564
2021-11-07,8.30821
2021-11-08,19.22241
2021-11-09,19.45825
2021-11-10,20.26461
2021-11-11,23.13774
2021-11-12,22.85493
2021-11-13,12.40165
2021-11-14,10.30355
2021-11-15,23.60844
2021-11-16,25.88268
2021-11-17,25.274
2021-11-18,22.62007
2021-11-19,21.37139
2021-11-20,12.48189
2021-11-21,10.20472
2021-11-22,20.96234
2021-11-23,21.84894
2021-11-24,21.95561
2021-11-25,21.98203
2021-11-26,20.71671
2021-11-27,13.11895
2021-11-28,13.51724
2021-11-29,25.51473
2021-11-30,23.59376
2021-12-01,22.5731
2021-12-02,22.1112
2021-12-03,20.68442
2021-12-04,12.86452
2021-12-05,10.58734
2021-12-06,21.14533
2021-12-07,20.2695
2021-12-08,19.88393
2021-12-09,19.12357
2021-12-10,18.65385
2021-12-11,11.82819
2021-12-12,9.50502
2021-12-13,19.11379
2021-12-14,18.22131
2021-12-15,18.73409
2021-12-16,18.70376
2021-12-17,18.3407
2021-12-18,11.24398
2021-12-19,9.29952
2021-12-20,20.5435
2021-12-21,19.22339
2021-12-22,18.84761
2021-12-23,18.80749
2021-12-24,17.92284
2021-12-25,10.6441
2021-12-26,9.52068
2021-12-27,19.38094
2021-12-28,18.84467
2021-12-29,18.70767
2021-12-30,17.12431
2021-12-31,19.8673
2022-01-01,13.56617
2022-01-02,11.77829
2022-01-03,22.85199
2022-01-04,21.59842
2022-01-05,21.78533
2022-01-06,22.54863
2022-01-07,21.52111
2022-01-08,13.03773
2022-01-09,10.81829
2022-01-10,20.31549
2022-01-11,21.29995
2022-01-12,20.26069
2022-01-13,19.78608
2022-01-14,19.1451
2022-01-15,12.49853
2022-01-16,10.54918
2022-01-17,19.1314
2022-01-18,18.5051
2022-01-19,18.19293
2022-01-20,19.8947
2022-01-21,20.46032
2022-01-22,13.26574
2022-01-23,11.09034
2022-01-24,22.73652
2022-01-25,24.16526
2022-01-26,23.49786
2022-01-27,23.56343
2022-01-28,21.08564
2022-01-29,12.24801
2022-01-30,9.17915
2022-01-31,8.00876
2022-02-01,9.369
2022-02-02,11.15688
2022-02-03,21.26864
2022-02-04,20.24308
2022-02-05,12.49853
2022-02-06,10.81633
2022-02-07,19.46314
2022-02-08,19.32125
2022-02-09,19.83403
2022-02-10,19.08149
2022-02-11,18.29764
2022-02-12,13.09351
2022-02-13,10.37695
2022-02-14,26.00892
2022-02-15,34.24178
2022-02-16,28.29784
2022-02-17,26.66457
2022-02-18,31.25513
2022-02-19,17.98743
2022-02-20,14.22476
2022-02-21,30.17184
2022-02-22,32.49305
2022-02-23,30.85293
2022-02-24,61.07175
2022-02-25,45.88014
2022-02-26,22.40869
2022-02-27,19.00027
2022-02-28,33.41683
2022-03-01,21.75989
2022-03-02,37.23529
2022-03-03,31.99103
2022-03-04,31.55556
2022-03-05,20.34191
2022-03-06,21.06803
2022-03-07,45.40356
2022-03-08,47.55352
2022-03-09,29.19031
2022-03-10,37.27149
2022-03-11,35.95921
2022-03-12,21.72368
2022-03-13,17.23098
2022-03-14,33.29353
2022-03-15,31.9744
2022-03-16,30.20315
2022-03-17,29.55826
2022-03-18,27.42298
2022-03-19,16.24946
2022-03-20,12.3674
2022-03-21,24.77786
2022-03-22,24.40893
2022-03-23,23.09273
2022-03-24,23.86581
2022-03-25,24.36
2022-03-26,14.30892
2022-03-27,11.57572
2022-03-28,23.19156
2022-03-29,22.08674
2022-03-30,21.90081
2022-03-31,21.32931
2022-04-01,20.46913
2022-04-02,11.74697
2022-04-03,9.50209
2022-04-04,19.77433
2022-04-05,19.33495
2022-04-06,19.22437
2022-04-07,18.69397
2022-04-08,17.92186
2022-04-09,11.15786
2022-04-10,8.73683
2022-04-11,19.99647
2022-04-12,21.20992
2022-04-13,20.9369
2022-04-14,20.59635
2022-04-15,20.1599
2022-04-16,11.68728
2022-04-17,9.42576
2022-04-18,22.14252
2022-04-19,22.33138
2022-04-20,22.52417
2022-04-21,21.56124
2022-04-22,20.32723
2022-04-23,11.9789
2022-04-24,9.9219
2022-04-25,20.91635
2022-04-26,20.60613
2022-04-27,21.40173
2022-04-28,20.42509
2022-04-29,19.15293
2022-04-30,11.56495
2022-05-01,9.39738
2022-05-02,19.10498
2022-05-03,19.84871
2022-05-04,19.0081
2022-05-05,12.13841
2022-05-06,19.09617
2022-05-07,10.96899
2022-05-08,8.6106
2022-05-09,19.86828
2022-05-10,19.36137
2022-05-11,19.53556
2022-05-12,21.21775
2022-05-13,19.88785
2022-05-14,11.47101
2022-05-15,8.99909
2022-05-16,19.64027
2022-05-17,19.13434
2022-05-18,18.76345
2022-05-19,19.12651
2022-05-20,17.93556
2022-05-21,10.40239
2022-05-22,8.34344
2022-05-23,17.94926
2022-05-24,18.14694
2022-05-25,17.5637
2022-05-26,16.95795
2022-05-27,16.22989
2022-05-28,9.80447
2022-05-29,8.07726
2022-05-30,17.30535
2022-05-31,17.72419
2022-06-01,12.1707
2022-06-02,17.00395
2022-06-03,16.69863
2022-06-04,9.56961
2022-06-05,8.00681
2022-06-06,10.39945
2022-06-07,16.68297
2022-06-08,17.04309
2022-06-09,16.66438
2022-06-10,16.69276
2022-06-11,11.70881
2022-06-12,9.74086
2022-06-13,24.60171
2022-06-14,24.45786
2022-06-15,22.8745
2022-06-16,21.35769
2022-06-17,21.74815
2022-06-18,12.53376
2022-06-19,10.84667
2022-06-20,23.58593
2022-06-21,20.10901
2022-06-22,21.33322
2022-06-23,22.71108
2022-06-24,20.28613
2022-06-25,11.22245
2022-06-26,9.78197
2022-06-27,20.77934
2022-06-28,18.38376
2022-06-29,18.00504
2022-06-30,18.07746
2022-07-01,18.02559
2022-07-02,10.81046
2022-07-03,8.60962
2022-07-04,17.98645
2022-07-05,18.2722
2022-07-06,25.91595
2022-07-07,21.75108
2022-07-08,19.88883
2022-07-09,12.00336
2022-07-10,9.66649
2022-07-11,20.03562
2022-07-12,20.86937
2022-07-13,20.2235
2022-07-14,19.69115
2022-07-15,20.0728
2022-07-16,11.64618
2022-07-17,9.826
2022-07-18,18.49336
2022-07-19,19.11966
2022-07-20,18.64406
2022-07-21,18.79672
2022-07-22,18.55795
2022-07-23,11.40447
2022-07-24,8.87481
2022-07-25,21.51916
2022-07-26,25.1233
2022-07-27,18.62058
2022-07-28,18.71061
2022-07-29,16.98046
2022-07-30,10.57952
2022-07-31,8.6106
2022-08-01,17.68015
2022-08-02,17.55489
2022-08-03,17.35526
2022-08-04,17.26034
2022-08-05,17.21043
2022-08-06,10.66465
2022-08-07,8.29451
2022-08-08,16.66438
2022-08-09,15.43234
2022-08-10,16.79355
2022-08-11,16.26316
2022-08-12,15.59478
2022-08-13,9.55885
2022-08-14,7.87078
2022-08-15,9.75652
2022-08-16,16.28469
2022-08-17,15.58597
2022-08-18,15.3883
2022-08-19,14.95381
2022-08-20,9.56178
2022-08-21,7.56057
2022-08-22,17.59795
2022-08-23,16.81997
2022-08-24,15.72591
2022-08-25,16.22989
2022-08-26,14.85301
2022-08-27,9.06857
2022-08-28,7.06149
2022-08-29,16.16236
2022-08-30,14.38231
2022-08-31,14.25901
2022-09-01,14.24335
2022-09-02,13.98011
2022-09-03,8.42956
2022-09-04,6.95874
2022-09-05,14.55748
2022-09-06,13.87149
2022-09-07,15.64273
2022-09-08,13.528
2022-09-09,7.24546
2022-09-10,6.65733
2022-09-11,7.3443
2022-09-12,9.22808
2022-09-13,17.02156
2022-09-14,18.40039
2022-09-15,17.17422
2022-09-16,16.73484
2022-09-17,9.61952
2022-09-18,7.7602
2022-09-19,16.48432
2022-09-20,16.66731
2022-09-21,21.71879
2022-09-22,17.86021
2022-09-23,16.76517
2022-09-24,11.47003
2022-09-25,7.80326
2022-09-26,19.40736
2022-09-27,18.21251
2022-09-28,18.70767
2022-09-29,17.58034
2022-09-30,16.26707
2022-10-01,6.84131
2022-10-02,5.54663
2022-10-03,7.31592
2022-10-04,15.31197
2022-10-05,15.30023
2022-10-06,13.32935
2022-10-07,12.17461
2022-10-08,6.3207
2022-10-09,4.81465
2022-10-10,6.50761
2022-10-11,15.54977
2022-10-12,14.22378
2022-10-13,12.7696
2022-10-14,11.46024
2022-10-15,6.2933
2022-10-16,4.94774
2022-10-17,11.41523
2022-10-18,10.85743
2022-10-19,10.98074
2022-10-20,10.76936
2022-10-21,10.47187
2022-10-22,5.97623
2022-10-23,4.63165
2022-10-24,11.4759
2022-10-25,10.71162
2022-10-26,10.17144
2022-10-27,10.33976
2022-10-28,9.62637
2022-10-29,5.12878
2022-10-30,3.81649
2022-10-31,9.72325
2022-11-01,9.83775
2022-11-02,10.43371
2022-11-03,10.71847
2022-11-04,10.05597
2022-11-05,5.81868
2022-11-06,4.50835
2022-11-07,10.44056
2022-11-08,10.3975
2022-11-09,10.8682
2022-11-10,10.79285
2022-11-11,11.28899
2022-11-12,5.73257
2022-11-13,4.433
2022-11-14,10.72239
2022-11-15,10.76643
2022-11-16,10.65487
2022-11-17,10.36618
2022-11-18,9.62735
2022-11-19,5.19043
2022-11-20,4.23043
2022-11-21,10.47089
2022-11-22,10.00313
2022-11-23,10.16264
2022-11-24,9.6616
2022-11-25,9.03432
2022-11-26,5.00156
2022-11-27,4.23533
2022-11-28,9.85536
2022-11-29,9.32888
2022-11-30,9.689
2022-12-01,10.45719
2022-12-02,9.83872
2022-12-03,5.20511
2022-12-04,4.19227
2022-12-05,10.17634
2022-12-06,10.30355
2022-12-07,9.75848
2022-12-08,9.50698
2022-12-09,9.06955
2022-12-10,5.36657
2022-12-11,4.23533
2022-12-12,9.67041
2022-12-13,9.45022
2022-12-14,9.5334
2022-12-15,9.24961
2022-12-16,8.76913
2022-12-17,5.00548
2022-12-18,4.23924
2022-12-19,9.11163
2022-12-20,9.16937
2022-12-21,9.24863
2022-12-22,9.16937
2022-12-23,9.34356
2022-12-24,5.24523
2022-12-25,4.38114
2022-12-26,10.08924
2022-12-27,9.82698
2022-12-28,10.32508
2022-12-29,9.78979
2022-12-30,8.60277
2022-12-31,5.70321
2023-01-01,4.65416
2023-01-02,10.73511
2023-01-03,11.15297
2023-01-04,16.74071
2023-01-05,13.76188
2023-01-06,11.96911
2023-01-07,8.42368
2023-01-08,6.01538
2023-01-09,13.16886
2023-01-10,15.17692
2023-01-11,14.76787
2023-01-12,13.09155
2023-01-13,13.27553
2023-01-14,7.53904
2023-01-15,5.82064
2023-01-16,13.12287
2023-01-17,12.44079
2023-01-18,11.99064
2023-01-19,11.80764
2023-01-20,11.34673
2023-01-21,5.53
2023-01-22,4.49465
2023-01-23,5.55642
2023-01-24,6.96461
2023-01-25,13.61803
2023-01-26,13.6102
2023-01-27,16.62915
2023-01-28,8.07629
2023-01-29,6.06627
2023-01-30,12.50636
2023-01-31,11.71174
2023-02-01,12.06991
2023-02-02,12.05425
2023-02-03,11.70196
2023-02-04,6.77281
2023-02-05,4.98982
2023-02-06,11.96617
2023-02-07,11.88104
2023-02-08,11.19896
2023-02-09,10.98074
2023-02-10,11.09425
2023-02-11,6.12498
2023-02-12,4.71581
2023-02-13,11.23321
2023-02-14,10.64606
2023-02-15,10.7537
2023-02-16,10.11958
2023-02-17,10.94061
2023-02-18,6.40681
2023-02-19,4.83422
2023-02-20,11.55321
2023-02-21,11.06587
2023-02-22,11.43089
2023-02-23,11.17352
2023-02-24,9.78294
2023-02-25,5.64254
2023-02-26,4.22848
2023-02-27,10.54526
2023-02-28,9.93267
2023-03-01,6.39801
2023-03-02,10.71847
2023-03-03,9.10185
2023-03-04,5.5437
2023-03-05,4.2138
2023-03-06,9.84166
2023-03-07,9.4835
2023-03-08,9.46588
2023-03-09,9.11065
2023-03-10,9.87787
2023-03-11,5.41355
2023-03-12,4.53771
2023-03-13,13.38415
2023-03-14,16.23282
2023-03-15,13.35675
2023-03-16,15.80126
2023-03-17,15.04481
2023-03-18,9.76729
2023-03-19,7.30614
2023-03-20,22.80306
2023-03-21,23.59083
2023-03-22,18.01189
2023-03-23,19.86828
2023-03-24,18.24969
2023-03-25,10.42294
2023-03-26,8.00191
2023-03-27,17.23587
2023-03-28,18.8711
2023-03-29,17.69777
2023-03-30,17.46584
2023-03-31,17.19086
2023-04-01,9.02454
2023-04-02,7.33549
2023-04-03,18.2448
2023-04-04,18.58045
2023-04-05,24.93443
2023-04-06,27.3124
2023-04-07,21.64246
2023-04-08,11.36239
2023-04-09,10.57658
2023-04-10,22.25212
2023-04-11,20.33017
2023-04-12,21.10717
2023-04-13,20.60613
2023-04-14,21.26766
2023-04-15,12.06501
2023-04-16,8.30038
2023-04-17,20.29005
2023-04-18,18.05202
2023-04-19,17.43453
2023-04-20,18.30254
2023-04-21,16.89728
2023-04-22,9.23983
2023-04-23,6.63287
2023-04-24,16.83563
2023-04-25,16.8689
2023-04-26,17.81324
2023-04-27,17.62927
2023-04-28,15.71808
2023-04-29,8.64778
2023-04-30,6.72779
2023-05-01,11.42991
2023-05-02,15.58695
2023-05-03,17.67526
2023-05-04,18.75171
2023-05-05,10.92006
2023-05-06,9.33084
2023-05-07,7.39323
2023-05-08,17.28382
2023-05-09,16.64872
2023-05-10,16.61741
2023-05-11,16.50585
2023-05-12,15.17301
2023-05-13,9.18796
2023-05-14,6.97929
2023-05-15,16.47747
2023-05-16,15.95686
2023-05-17,15.05656
2023-05-18,14.44885
2023-05-19,14.13962
2023-05-20,8.18882
2023-05-21,6.31189
2023-05-22,14.88237
2023-05-23,14.305
2023-05-24,14.53595
2023-05-25,14.19149
2023-05-26,12.74122
2023-05-27,7.04583
2023-05-28,5.85195
2023-05-29,8.57145
