date,은행이자
2020-03-20,24.28801
2020-03-21,17.8936
2020-03-22,13.3799
2020-03-23,25.30897
2020-03-24,23.37452
2020-03-25,22.51477
2020-03-26,24.55668
2020-03-27,20.15045
2020-03-28,14.72326
2020-03-29,11.39172
2020-03-30,25.25523
2020-03-31,25.09403
2020-04-01,21.60128
2020-04-02,21.44008
2020-04-03,18.69962
2020-04-04,12.25147
2020-04-05,14.34712
2020-04-06,19.88178
2020-04-07,20.41912
2020-04-08,17.67866
2020-04-09,18.64588
2020-04-10,17.24879
2020-04-11,11.9828
2020-04-12,13.97098
2020-04-13,18.59215
2020-04-14,17.51746
2020-04-15,13.64857
2020-04-16,18.10854
2020-04-17,19.61311
2020-04-18,12.68135
2020-04-19,14.29339
2020-04-20,19.39817
2020-04-21,20.63406
2020-04-22,19.50564
2020-04-23,20.25792
2020-04-24,17.24879
2020-04-25,12.68135
2020-04-26,14.83073
2020-04-27,22.56851
2020-04-28,19.88178
2020-04-29,18.80709
2020-04-30,12.95002
2020-05-01,12.144
2020-05-02,10.04836
2020-05-03,11.49919
2020-05-04,17.35626
2020-05-05,13.80977
2020-05-06,17.24879
2020-05-07,16.92638
2020-05-08,17.03385
2020-05-09,11.9828
2020-05-10,11.33799
2020-05-11,15.95916
2020-05-12,16.71144
2020-05-13,16.55024
2020-05-14,17.14132
2020-05-15,16.12036
2020-05-16,10.74691
2020-05-17,11.66039
2020-05-18,16.4965
2020-05-19,18.10854
2020-05-20,18.21601
2020-05-21,17.78613
2020-05-22,17.7324
2020-05-23,12.19774
2020-05-24,11.44545
2020-05-25,22.29983
2020-05-26,20.849
2020-05-27,18.10854
2020-05-28,19.77431
2020-05-29,17.8936
2020-05-30,12.89629
2020-05-31,15.31434
2020-06-01,23.26706
2020-06-02,22.72971
2020-06-03,23.32079
2020-06-04,19.61311
2020-06-05,17.83987
2020-06-06,12.95002
2020-06-07,13.5411
2020-06-08,20.47286
2020-06-09,17.94734
2020-06-10,18.32348
2020-06-11,18.75335
2020-06-12,16.28156
2020-06-13,13.27243
2020-06-14,16.65771
2020-06-15,20.09672
2020-06-16,18.37721
2020-06-17,19.66684
2020-06-18,15.69048
2020-06-19,17.94734
2020-06-20,12.57388
2020-06-21,13.70231
2020-06-22,21.06394
2020-06-23,16.4965
2020-06-24,16.98011
2020-06-25,20.41912
2020-06-26,15.69048
2020-06-27,9.67221
2020-06-28,11.01558
2020-06-29,16.3353
2020-06-30,18.43095
2020-07-01,16.55024
2020-07-02,17.57119
2020-07-03,16.22783
2020-07-04,11.33799
2020-07-05,12.78882
2020-07-06,18.10854
2020-07-07,17.57119
2020-07-08,19.02203
2020-07-09,15.85169
2020-07-10,16.22783
2020-07-11,12.95002
2020-07-12,11.49919
2020-07-13,17.03385
2020-07-14,19.02203
2020-07-15,20.25792
2020-07-16,17.83987
2020-07-17,15.95916
2020-07-18,13.27243
2020-07-19,10.53197
2020-07-20,18.16227
2020-07-21,17.78613
2020-07-22,17.19505
2020-07-23,16.87264
2020-07-24,19.18323
2020-07-25,14.02471
2020-07-26,12.89629
2020-07-27,18.69962
2020-07-28,19.34443
2020-07-29,16.76518
2020-07-30,18.16227
2020-07-31,22.4073
2020-08-01,16.87264
2020-08-02,12.30521
2020-08-03,19.66684
2020-08-04,19.98925
2020-08-05,17.8936
2020-08-06,17.7324
2020-08-07,19.02203
2020-08-08,14.02471
2020-08-09,10.5857
2020-08-10,20.90274
2020-08-11,20.6878
2020-08-12,19.50564
2020-08-13,18.80709
2020-08-14,16.81891
2020-08-15,12.03653
2020-08-16,11.01558
2020-08-17,12.46641
2020-08-18,19.93551
2020-08-19,19.1295
2020-08-20,17.83987
2020-08-21,17.57119
2020-08-22,12.41268
2020-08-23,12.03653
2020-08-24,19.77431
2020-08-25,20.41912
2020-08-26,16.81891
2020-08-27,18.26974
2020-08-28,19.02203
2020-08-29,14.29339
2020-08-30,12.19774
2020-08-31,20.74153
2020-09-01,19.77431
2020-09-02,18.64588
2020-09-03,17.8936
2020-09-04,16.76518
2020-09-05,13.21869
2020-09-06,13.97098
2020-09-07,18.32348
2020-09-08,19.34443
2020-09-09,18.26974
2020-09-10,19.93551
2020-09-11,17.46372
2020-09-12,11.49919
2020-09-13,13.11123
2020-09-14,18.37721
2020-09-15,18.59215
2020-09-16,18.21601
2020-09-17,17.8936
2020-09-18,15.26061
2020-09-19,14.56206
2020-09-20,11.60666
2020-09-21,17.35626
2020-09-22,16.81891
2020-09-23,15.47555
2020-09-24,15.47555
2020-09-25,14.99193
2020-09-26,11.33799
2020-09-27,10.53197
2020-09-28,17.19505
2020-09-29,14.50832
2020-09-30,10.53197
2020-10-01,8.91993
2020-10-02,11.71413
2020-10-03,11.39172
2020-10-04,12.35894
2020-10-05,18.80709
2020-10-06,18.43095
2020-10-07,17.35626
2020-10-08,17.8936
2020-10-09,10.26329
2020-10-10,10.31703
2020-10-11,11.17678
2020-10-12,18.32348
2020-10-13,18.26974
2020-10-14,17.19505
2020-10-15,17.46372
2020-10-16,15.52928
2020-10-17,13.05749
2020-10-18,10.85437
2020-10-19,15.85169
2020-10-20,19.1295
2020-10-21,18.37721
2020-10-22,15.69048
2020-10-23,15.04567
2020-10-24,11.92907
2020-10-25,15.79795
2020-10-26,21.97743
2020-10-27,18.10854
2020-10-28,17.14132
2020-10-29,16.98011
2020-10-30,15.31434
2020-10-31,11.01558
2020-11-01,9.94089
2020-11-02,17.7324
2020-11-03,17.62493
2020-11-04,14.9382
2020-11-05,16.38903
2020-11-06,17.24879
2020-11-07,10.26329
2020-11-08,11.33799
2020-11-09,18.10854
2020-11-10,16.06663
2020-11-11,17.46372
2020-11-12,16.17409
2020-11-13,17.46372
2020-11-14,11.66039
2020-11-15,13.80977
2020-11-16,20.58033
2020-11-17,19.50564
2020-11-18,16.87264
2020-11-19,20.20419
2020-11-20,18.64588
2020-11-21,14.29339
2020-11-22,13.32616
2020-11-23,20.90274
2020-11-24,19.34443
2020-11-25,20.90274
2020-11-26,18.64588
2020-11-27,19.72058
2020-11-28,13.97098
2020-11-29,12.95002
2020-11-30,20.09672
2020-12-01,19.72058
2020-12-02,21.60128
2020-12-03,21.0102
2020-12-04,18.48468
2020-12-05,14.66953
2020-12-06,14.23965
2020-12-07,19.98925
2020-12-08,20.849
2020-12-09,20.849
2020-12-10,22.78344
2020-12-11,20.6878
2020-12-12,14.50832
2020-12-13,13.59484
2020-12-14,19.88178
2020-12-15,20.09672
2020-12-16,22.35357
2020-12-17,22.35357
2020-12-18,21.38635
2020-12-19,16.28156
2020-12-20,14.99193
2020-12-21,25.79258
2020-12-22,20.41912
2020-12-23,22.94465
2020-12-24,18.53842
2020-12-25,14.07845
2020-12-26,14.45459
2020-12-27,16.60397
2020-12-28,24.50295
2020-12-29,29.7152
2020-12-30,25.52391
2020-12-31,20.6878
2021-01-01,14.777
2021-01-02,16.38903
2021-01-03,19.02203
2021-01-04,25.3627
2021-01-05,25.3627
2021-01-06,24.12681
2021-01-07,22.94465
2021-01-08,24.39548
2021-01-09,15.69048
2021-01-10,16.76518
2021-01-11,26.54486
2021-01-12,24.01934
2021-01-13,25.2015
2021-01-14,24.82536
2021-01-15,21.27888
2021-01-16,17.78613
2021-01-17,16.28156
2021-01-18,21.33261
2021-01-19,28.3181
2021-01-20,35.51853
2021-01-21,48.89844
2021-01-22,30.78989
2021-01-23,20.25792
2021-01-24,17.67866
2021-01-25,24.87909
2021-01-26,21.76249
2021-01-27,23.10585
2021-01-28,23.05212
2021-01-29,22.78344
2021-01-30,17.03385
2021-01-31,16.81891
2021-02-01,24.39548
2021-02-02,22.94465
2021-02-03,22.72971
2021-02-04,23.42826
2021-02-05,21.60128
2021-02-06,16.01289
2021-02-07,14.83073
2021-02-08,22.94465
2021-02-09,21.33261
2021-02-10,20.52659
2021-02-11,12.19774
2021-02-12,12.78882
2021-02-13,14.9382
2021-02-14,16.17409
2021-02-15,27.67329
2021-02-16,23.48199
2021-02-17,21.92369
2021-02-18,22.51477
2021-02-19,22.56851
2021-02-20,15.79795
2021-02-21,16.38903
2021-02-22,22.51477
2021-02-23,22.62224
2021-02-24,19.61311
2021-02-25,23.8044
2021-02-26,21.70875
2021-02-27,14.72326
2021-02-28,14.777
2021-03-01,17.40999
2021-03-02,20.20419
2021-03-03,22.56851
2021-03-04,19.61311
2021-03-05,18.48468
2021-03-06,13.48737
2021-03-07,13.21869
2021-03-08,18.80709
2021-03-09,22.19236
2021-03-10,20.36539
2021-03-11,19.61311
2021-03-12,18.21601
2021-03-13,14.777
2021-03-14,17.08758
2021-03-15,23.69693
2021-03-16,21.38635
2021-03-17,21.81622
2021-03-18,20.15045
2021-03-19,19.66684
2021-03-20,16.92638
2021-03-21,14.777
2021-03-22,20.6878
2021-03-23,19.34443
2021-03-24,20.79527
2021-03-25,19.61311
2021-03-26,18.37721
2021-03-27,12.84255
2021-03-28,13.11123
2021-03-29,18.75335
2021-03-30,22.78344
2021-03-31,18.48468
2021-04-01,20.90274
2021-04-02,20.47286
2021-04-03,14.23965
2021-04-04,12.78882
2021-04-05,19.18323
2021-04-06,18.80709
2021-04-07,17.46372
2021-04-08,18.26974
2021-04-09,16.81891
2021-04-10,13.91724
2021-04-11,11.49919
2021-04-12,17.51746
2021-04-13,18.64588
2021-04-14,17.83987
2021-04-15,18.86082
2021-04-16,18.48468
2021-04-17,13.05749
2021-04-18,11.71413
2021-04-19,20.31166
2021-04-20,21.65502
2021-04-21,16.76518
2021-04-22,19.07576
2021-04-23,17.35626
2021-04-24,13.16496
2021-04-25,11.87533
2021-04-26,18.37721
2021-04-27,17.8936
2021-04-28,16.98011
2021-04-29,21.44008
2021-04-30,17.62493
2021-05-01,13.43363
2021-05-02,13.00376
2021-05-03,17.14132
2021-05-04,19.02203
2021-05-05,12.78882
2021-05-06,18.26974
2021-05-07,18.75335
2021-05-08,11.9828
2021-05-09,12.46641
2021-05-10,20.15045
2021-05-11,21.22514
2021-05-12,16.12036
2021-05-13,17.24879
2021-05-14,16.12036
2021-05-15,13.11123
2021-05-16,11.71413
2021-05-17,17.40999
2021-05-18,20.52659
2021-05-19,12.95002
2021-05-20,19.02203
2021-05-21,16.01289
2021-05-22,12.03653
2021-05-23,12.89629
2021-05-24,17.24879
2021-05-25,18.80709
2021-05-26,18.75335
2021-05-27,18.59215
2021-05-28,16.38903
2021-05-29,10.96184
2021-05-30,10.85437
2021-05-31,16.81891
2021-06-01,18.59215
2021-06-02,16.12036
2021-06-03,17.57119
2021-06-04,14.13218
2021-06-05,10.10209
2021-06-06,11.60666
2021-06-07,16.01289
2021-06-08,15.63675
2021-06-09,16.17409
2021-06-10,15.42181
2021-06-11,14.88447
2021-06-12,11.87533
2021-06-13,11.92907
2021-06-14,19.39817
2021-06-15,15.85169
2021-06-16,16.01289
2021-06-17,16.3353
2021-06-18,14.07845
2021-06-19,12.19774
2021-06-20,9.99462
2021-06-21,15.95916
2021-06-22,16.38903
2021-06-23,17.57119
2021-06-24,16.60397
2021-06-25,18.64588
2021-06-26,11.9828
2021-06-27,10.90811
2021-06-28,15.47555
2021-06-29,14.66953
2021-06-30,16.87264
2021-07-01,13.11123
2021-07-02,13.48737
2021-07-03,10.80064
2021-07-04,9.77968
2021-07-05,19.82804
2021-07-06,16.12036
2021-07-07,17.08758
2021-07-08,13.80977
2021-07-09,13.43363
2021-07-10,12.144
2021-07-11,11.23052
2021-07-12,14.56206
2021-07-13,13.70231
2021-07-14,14.777
2021-07-15,16.17409
2021-07-16,14.45459
2021-07-17,10.74691
2021-07-18,8.65126
2021-07-19,14.02471
2021-07-20,15.20687
2021-07-21,13.91724
2021-07-22,14.29339
2021-07-23,12.89629
2021-07-24,12.35894
2021-07-25,10.37076
2021-07-26,14.02471
2021-07-27,15.95916
2021-07-28,16.12036
2021-07-29,18.32348
2021-07-30,13.27243
2021-07-31,11.87533
2021-08-01,10.47823
2021-08-02,17.19505
2021-08-03,18.10854
2021-08-04,20.90274
2021-08-05,16.92638
2021-08-06,15.26061
2021-08-07,11.71413
2021-08-08,11.76786
2021-08-09,19.02203
2021-08-10,20.04298
2021-08-11,18.75335
2021-08-12,18.37721
2021-08-13,17.30252
2021-08-14,14.40085
2021-08-15,12.95002
2021-08-16,15.31434
2021-08-17,17.46372
2021-08-18,20.36539
2021-08-19,18.91456
2021-08-20,16.06663
2021-08-21,12.95002
2021-08-22,11.49919
2021-08-23,17.03385
2021-08-24,17.46372
2021-08-25,18.48468
2021-08-26,26.70607
2021-08-27,23.10585
2021-08-28,15.36808
