date,주가지수
2020-03-20,100.0
2020-03-21,14.55281
2020-03-22,6.70603
2020-03-23,95.00771
2020-03-24,85.39812
2020-03-25,76.52274
2020-03-26,76.92226
2020-03-27,67.97504
2020-03-28,11.33034
2020-03-29,5.10093
2020-03-30,66.06854
2020-03-31,55.76329
2020-04-01,61.48804
2020-04-02,63.745
2020-04-03,50.01051
2020-04-04,9.21882
2020-04-05,4.30188
2020-04-06,45.6946
2020-04-07,49.68633
2020-04-08,46.80206
2020-04-09,41.87811
2020-04-10,42.80332
2020-04-11,6.83395
2020-04-12,3.73589
2020-04-13,41.23326
2020-04-14,36.42671
2020-04-15,9.18553
2020-04-16,39.18658
2020-04-17,37.32038
2020-04-18,5.96481
2020-04-19,3.25226
2020-04-20,35.08971
2020-04-21,50.79028
2020-04-22,43.26067
2020-04-23,33.397
2020-04-24,33.92093
2020-04-25,5.20431
2020-04-26,2.82119
2020-04-27,28.03322
2020-04-28,31.67449
2020-04-29,27.292
2020-04-30,6.43092
2020-05-01,7.92913
2020-05-02,4.03553
2020-05-03,2.292
2020-05-04,30.03434
2020-05-05,7.20193
2020-05-06,27.30426
2020-05-07,26.51748
2020-05-08,22.88147
2020-05-09,4.13892
2020-05-10,2.20088
2020-05-11,25.10864
2020-05-12,27.92458
2020-05-13,27.24293
2020-05-14,28.20845
2020-05-15,25.8849
2020-05-16,4.26683
2020-05-17,2.2149
2020-05-18,23.04268
2020-05-19,26.63839
2020-05-20,25.77451
2020-05-21,25.17347
2020-05-22,27.84222
2020-05-23,4.07934
2020-05-24,2.22366
2020-05-25,23.18812
2020-05-26,25.13843
2020-05-27,26.39132
2020-05-28,29.5805
2020-05-29,25.01752
2020-05-30,4.09686
2020-05-31,1.93803
2020-06-01,21.98605
2020-06-02,23.43695
2020-06-03,28.86381
2020-06-04,29.3527
2020-06-05,25.48538
2020-06-06,4.09686
2020-06-07,2.1448
2020-06-08,26.81537
2020-06-09,28.25576
2020-06-10,25.91294
2020-06-11,29.53844
2020-06-12,43.92829
2020-06-13,5.56003
2020-06-14,2.57236
2020-06-15,67.8664
2020-06-16,41.84306
2020-06-17,41.42952
2020-06-18,32.4087
2020-06-19,29.37898
2020-06-20,4.26683
2020-06-21,2.22015
2020-06-22,25.55722
2020-06-23,27.90705
2020-06-24,24.27279
2020-06-25,31.26095
2020-06-26,25.49239
2020-06-27,4.61204
2020-06-28,2.11502
2020-06-29,29.06883
2020-06-30,26.37905
2020-07-01,25.33644
2020-07-02,22.66419
2020-07-03,21.78453
2020-07-04,3.48882
2020-07-05,1.78033
2020-07-06,20.94168
2020-07-07,26.67519
2020-07-08,24.16765
2020-07-09,22.26992
2020-07-10,22.46442
2020-07-11,3.49582
2020-07-12,1.7961
2020-07-13,19.24546
2020-07-14,23.42643
2020-07-15,22.85694
2020-07-16,24.14838
2020-07-17,20.62977
2020-07-18,3.42924
2020-07-19,1.99586
2020-07-20,20.77521
2020-07-21,21.81958
2020-07-22,22.63615
2020-07-23,22.88147
2020-07-24,23.78741
2020-07-25,3.85505
2020-07-26,2.27447
2020-07-27,20.21798
2020-07-28,22.55029
2020-07-29,23.48426
2020-07-30,22.01759
2020-07-31,21.84762
2020-08-01,3.7026
2020-08-02,2.0677
2020-08-03,19.84649
2020-08-04,19.70281
2020-08-05,21.41655
2020-08-06,22.94981
2020-08-07,23.89605
2020-08-08,3.94967
2020-08-09,2.34106
2020-08-10,20.97147
2020-08-11,22.67645
2020-08-12,26.77507
2020-08-13,23.67
2020-08-14,26.47893
2020-08-15,3.6693
2020-08-16,2.11677
2020-08-17,6.76911
2020-08-18,37.05579
2020-08-19,26.25639
2020-08-20,42.45461
2020-08-21,30.77381
2020-08-22,4.2756
2020-08-23,2.46898
2020-08-24,24.80374
2020-08-25,22.46618
2020-08-26,25.17698
2020-08-27,26.90124
2020-08-28,22.98836
2020-08-29,3.52912
2020-08-30,2.42167
2020-08-31,24.87383
2020-09-01,22.78334
2020-09-02,22.69397
2020-09-03,21.32894
2020-09-04,33.76498
2020-09-05,5.38129
2020-09-06,2.48475
2020-09-07,23.5123
2020-09-08,24.28856
2020-09-09,30.09567
2020-09-10,24.0117
2020-09-11,24.86332
2020-09-12,4.64708
2020-09-13,2.27973
2020-09-14,20.82778
2020-09-15,23.17235
2020-09-16,24.243
2020-09-17,27.13604
2020-09-18,24.28856
2020-09-19,4.0846
2020-09-20,2.09925
2020-09-21,25.66587
2020-09-22,38.08789
2020-09-23,33.83682
2020-09-24,41.69061
2020-09-25,29.97476
2020-09-26,4.88189
2020-09-27,2.28148
2020-09-28,21.79855
2020-09-29,20.55793
2020-09-30,4.85911
2020-10-01,4.34919
2020-10-02,5.50396
2020-10-03,4.20726
2020-10-04,2.30952
2020-10-05,21.3377
2020-10-06,21.4919
2020-10-07,22.28744
2020-10-08,21.34295
2020-10-09,5.27265
2020-10-10,3.17866
2020-10-11,1.88546
2020-10-12,19.58891
2020-10-13,22.76407
2020-10-14,23.1303
2020-10-15,26.89072
2020-10-16,26.30546
2020-10-17,4.13541
2020-10-18,1.96607
2020-10-19,22.1788
2020-10-20,26.32298
2020-10-21,22.25765
2020-10-22,24.65479
2020-10-23,21.58828
2020-10-24,3.67631
2020-10-25,1.9538
2020-10-26,25.0035
2020-10-27,24.7757
2020-10-28,21.9142
2020-10-29,28.4783
2020-10-30,27.64947
2020-10-31,5.03084
2020-11-01,2.42517
2020-11-02,22.49071
2020-11-03,22.41185
2020-11-04,24.28681
2020-11-05,24.13787
2020-11-06,25.46786
2020-11-07,4.28261
2020-11-08,2.14831
2020-11-09,21.95976
2020-11-10,27.9421
2020-11-11,24.1256
2020-11-12,25.26459
2020-11-13,24.01696
2020-11-14,3.95668
2020-11-15,2.04492
2020-11-16,22.99887
2020-11-17,25.37323
2020-11-18,22.87797
2020-11-19,23.04093
2020-11-20,20.57194
2020-11-21,3.97946
2020-11-22,2.14656
2020-11-23,21.63559
2020-11-24,24.34639
2020-11-25,28.06301
2020-11-26,24.34639
2020-11-27,21.96502
2020-11-28,4.01275
2020-11-29,2.33055
2020-11-30,23.69453
2020-12-01,23.07247
2020-12-02,22.66243
2020-12-03,25.47837
2020-12-04,23.56136
2020-12-05,4.44732
2020-12-06,2.45321
2020-12-07,25.29613
2020-12-08,29.10387
2020-12-09,26.4544
2020-12-10,28.26803
2020-12-11,24.11158
2020-12-12,4.5875
2020-12-13,2.53907
2020-12-14,25.59753
2020-12-15,26.98184
2020-12-16,22.89899
2020-12-17,24.21146
2020-12-18,22.32074
2020-12-19,4.19324
2020-12-20,2.13254
2020-12-21,23.44571
2020-12-22,29.79603
2020-12-23,27.21665
2020-12-24,22.91126
2020-12-25,4.42454
2020-12-26,2.3358
2020-12-27,2.29725
2020-12-28,22.70449
2020-12-29,23.79792
2020-12-30,24.78096
2020-12-31,8.4373
2021-01-01,2.9053
2021-01-02,2.08698
2021-01-03,1.95556
2021-01-04,30.07815
2021-01-05,34.60433
2021-01-06,41.53991
2021-01-07,36.96116
2021-01-08,39.78937
2021-01-09,6.42041
2021-01-10,3.69734
2021-01-11,55.8036
2021-01-12,56.57461
2021-01-13,45.77171
2021-01-14,40.4272
2021-01-15,46.10815
2021-01-16,6.91631
2021-01-17,3.84278
2021-01-18,51.42286
2021-01-19,45.22149
2021-01-20,40.71809
2021-01-21,36.58267
2021-01-22,36.8753
2021-01-23,6.15055
2021-01-24,3.60972
2021-01-25,31.69902
2021-01-26,41.85533
2021-01-27,39.70351
2021-01-28,51.13899
2021-01-29,64.0534
2021-01-30,9.85315
2021-01-31,4.584
2021-02-01,46.97378
2021-02-02,41.5329
2021-02-03,40.46576
2021-02-04,42.25835
2021-02-05,37.599
2021-02-06,6.30651
2021-02-07,3.42048
2021-02-08,38.07562
2021-02-09,33.60727
2021-02-10,31.00862
2021-02-11,5.99635
2021-02-12,4.79077
2021-02-13,4.15644
2021-02-14,2.89829
2021-02-15,28.98121
2021-02-16,31.81292
2021-02-17,34.42209
2021-02-18,37.01549
2021-02-19,38.75376
2021-02-20,5.91574
2021-02-21,3.31709
2021-02-22,33.6686
2021-02-23,39.6632
2021-02-24,51.03034
2021-02-25,40.9231
2021-02-26,51.18104
2021-02-27,8.09735
2021-02-28,4.07058
2021-03-01,7.40695
2021-03-02,38.07212
2021-03-03,35.73806
2021-03-04,38.97981
2021-03-05,41.52064
2021-03-06,7.3719
2021-03-07,3.63951
2021-03-08,39.18658
2021-03-09,47.50473
2021-03-10,43.96334
2021-03-11,37.408
2021-03-12,33.36896
2021-03-13,6.41515
2021-03-14,3.15938
2021-03-15,31.81818
2021-03-16,30.75629
2021-03-17,32.44199
2021-03-18,30.16051
2021-03-19,32.97644
2021-03-20,5.69671
2021-03-21,2.74759
2021-03-22,29.21602
2021-03-23,32.07927
2021-03-24,33.46358
2021-03-25,33.06406
2021-03-26,28.00343
2021-03-27,5.14123
2021-03-28,2.68977
2021-03-29,28.94616
2021-03-30,27.09048
2021-03-31,27.97539
2021-04-01,26.00231
2021-04-02,25.33293
2021-04-03,4.57699
2021-04-04,2.43218
2021-04-05,24.96845
2021-04-06,27.21139
2021-04-07,26.13548
2021-04-08,24.91063
2021-04-09,23.83472
2021-04-10,4.17221
2021-04-11,2.15006
2021-04-12,23.38788
2021-04-13,24.10457
2021-04-14,24.41648
2021-04-15,24.43225
2021-04-16,23.20389
2021-04-17,4.06883
2021-04-18,2.30602
2021-04-19,22.20158
2021-04-20,22.82189
2021-04-21,30.75278
2021-04-22,24.93691
2021-04-23,24.92289
2021-04-24,4.20726
2021-04-25,2.08698
2021-04-26,21.36749
2021-04-27,24.08179
2021-04-28,27.23417
2021-04-29,26.78383
2021-04-30,25.82883
2021-05-01,4.15118
2021-05-02,2.16758
2021-05-03,26.15301
2021-05-04,26.98359
2021-05-05,6.34506
2021-05-06,24.54615
2021-05-07,21.68816
2021-05-08,3.75516
2021-05-09,2.01338
2021-05-10,21.91946
2021-05-11,30.8807
2021-05-12,36.44073
2021-05-13,38.6679
2021-05-14,29.05656
2021-05-15,4.79077
2021-05-16,2.38136
2021-05-17,27.4462
2021-05-18,25.01401
2021-05-19,7.04948
2021-05-20,27.22191
2021-05-21,26.7225
2021-05-22,4.41753
2021-05-23,2.24293
2021-05-24,25.15945
2021-05-25,23.81895
2021-05-26,24.33412
2021-05-27,25.31015
2021-05-28,22.35929
2021-05-29,3.59921
2021-05-30,2.2552
2021-05-31,21.53571
2021-06-01,22.4837
2021-06-02,23.86801
2021-06-03,23.48075
2021-06-04,23.76638
2021-06-05,4.03553
2021-06-06,1.99235
2021-06-07,22.60285
2021-06-08,23.21791
2021-06-09,24.22723
2021-06-10,21.98605
2021-06-11,20.89261
2021-06-12,3.7026
2021-06-13,1.80836
2021-06-14,20.44403
2021-06-15,20.66131
2021-06-16,21.42882
2021-06-17,22.68696
2021-06-18,20.48783
2021-06-19,4.02677
2021-06-20,2.07647
2021-06-21,24.70386
2021-06-22,22.26116
2021-06-23,21.97028
2021-06-24,21.86689
2021-06-25,20.8085
2021-06-26,3.72538
2021-06-27,1.87495
2021-06-28,19.86226
